instance cp2016 incmc2 incmc2o1 incmc2o2
mcs30_b06_s30_AB05 506427 1000000 286875 1000000
mcs30_b06_s30_AB06 88838 1000000 101745 1000000
mcs30_b06_s30_AB07 86013 1000000 497230 1000000
mcs30_b06_s30_AB08 36337 548284 164920 552253
mcs30_b06_s30_AB09 123517 1000000 69996 1000000
mcs30_b06_s35_AB00 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB01 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB02 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB03 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB04 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB05 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB06 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB07 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB08 1000000 1000000 1000000 1000000
mcs30_b06_s35_AB09 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB00 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB01 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB02 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB03 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB04 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB05 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB06 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB07 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB08 1000000 1000000 1000000 1000000
mcs30_b06_s40_AB09 1000000 1000000 1000000 1000000
mcs30_b06_s50_AB00 1000000 1000000 1000000 1000000
mcs30_b06_s50_AB01 1000000 1000000 1000000 1000000
mcs30_b06_s50_AB02 1000000 1000000 1000000 1000000
mcs30_b06_s50_AB03 1000000 1000000 1000000 1000000
mcs30_b06_s50_AB04 1000000 1000000 1000000 1000000
mcs30_b06_s50_AB05 1000000 1000000 1000000 1000000
