instance cp2016 incmc2 incmc2o1 incmc2o2
mcs50_m2Dr4_s90_AB06 51 X X 51
mcs50_m2Dr4_s90_AB07 49 X X 49
mcs50_m2Dr4_s90_AB08 51 X X 51
mcs50_m2Dr4_s90_AB09 53 X X X
mcs50_m2Dr6_s100_AB00 52 52 52 52
mcs50_m2Dr6_s100_AB01 49 49 49 49
mcs50_m2Dr6_s100_AB02 52 52 52 52
mcs50_m2Dr6_s100_AB03 52 52 52 52
mcs50_m2Dr6_s100_AB04 54 54 54 54
mcs50_m2Dr6_s100_AB05 49 49 49 49
mcs50_m2Dr6_s100_AB06 51 51 51 51
mcs50_m2Dr6_s100_AB07 51 51 51 51
mcs50_m2Dr6_s100_AB08 51 51 51 51
mcs50_m2Dr6_s100_AB09 52 52 52 52
mcs50_m2Dr6_s10_AB00 5 5 5 5
mcs50_m2Dr6_s10_AB01 5 5 5 5
mcs50_m2Dr6_s10_AB02 5 5 5 5
mcs50_m2Dr6_s10_AB03 5 5 5 5
mcs50_m2Dr6_s10_AB04 5 5 5 5
mcs50_m2Dr6_s10_AB05 6 6 6 6
mcs50_m2Dr6_s10_AB06 5 5 5 5
mcs50_m2Dr6_s10_AB07 5 5 5 5
mcs50_m2Dr6_s10_AB08 5 5 5 5
mcs50_m2Dr6_s10_AB09 5 5 5 5
mcs50_m2Dr6_s20_AB00 10 10 10 10
mcs50_m2Dr6_s20_AB01 9 9 9 9
mcs50_m2Dr6_s20_AB02 9 9 9 9
mcs50_m2Dr6_s20_AB03 9 9 9 9
mcs50_m2Dr6_s20_AB04 9 9 9 9
mcs50_m2Dr6_s20_AB05 10 10 10 10
mcs50_m2Dr6_s20_AB06 11 11 11 11
mcs50_m2Dr6_s20_AB07 9 9 9 9
mcs50_m2Dr6_s20_AB08 9 9 9 9
mcs50_m2Dr6_s20_AB09 9 9 9 9
mcs50_m2Dr6_s30_AB00 16 16 16 16
mcs50_m2Dr6_s30_AB01 16 16 16 16
mcs50_m2Dr6_s30_AB02 17 17 17 17
mcs50_m2Dr6_s30_AB03 16 16 16 16
mcs50_m2Dr6_s30_AB04 17 17 17 17
mcs50_m2Dr6_s30_AB05 17 17 17 17
mcs50_m2Dr6_s30_AB06 17 17 17 17
mcs50_m2Dr6_s30_AB07 16 16 16 16
mcs50_m2Dr6_s30_AB08 16 16 16 16
mcs50_m2Dr6_s30_AB09 16 16 16 16
mcs50_m2Dr6_s40_AB00 18 18 18 18
mcs50_m2Dr6_s40_AB01 18 18 18 18
mcs50_m2Dr6_s40_AB02 18 18 18 18
mcs50_m2Dr6_s40_AB03 19 19 19 19
mcs50_m2Dr6_s40_AB04 19 19 19 19
mcs50_m2Dr6_s40_AB05 18 18 18 18
mcs50_m2Dr6_s40_AB06 20 20 20 20
mcs50_m2Dr6_s40_AB07 19 19 19 19
mcs50_m2Dr6_s40_AB08 18 18 18 18
mcs50_m2Dr6_s40_AB09 19 19 19 19
mcs50_m2Dr6_s50_AB00 26 26 26 26
mcs50_m2Dr6_s50_AB01 26 26 26 26
mcs50_m2Dr6_s50_AB02 27 27 27 27
mcs50_m2Dr6_s50_AB03 25 25 25 25
mcs50_m2Dr6_s50_AB04 27 27 27 27
mcs50_m2Dr6_s50_AB05 28 28 28 28
mcs50_m2Dr6_s50_AB06 26 26 26 26
mcs50_m2Dr6_s50_AB07 27 27 27 27
mcs50_m2Dr6_s50_AB08 27 27 27 27
mcs50_m2Dr6_s50_AB09 27 27 27 27
mcs50_m2Dr6_s60_AB00 29 29 29 29
mcs50_m2Dr6_s60_AB01 29 29 29 29
mcs50_m2Dr6_s60_AB02 29 29 29 29
mcs50_m2Dr6_s60_AB03 28 28 28 28
mcs50_m2Dr6_s60_AB04 28 28 28 28
mcs50_m2Dr6_s60_AB05 27 27 27 27
mcs50_m2Dr6_s60_AB06 27 27 27 27
mcs50_m2Dr6_s60_AB07 28 28 28 28
mcs50_m2Dr6_s60_AB08 28 28 28 28
mcs50_m2Dr6_s60_AB09 27 27 27 27
mcs50_m2Dr6_s70_AB00 37 37 37 37
mcs50_m2Dr6_s70_AB01 39 39 39 39
mcs50_m2Dr6_s70_AB02 38 38 38 38
mcs50_m2Dr6_s70_AB03 38 38 38 38
mcs50_m2Dr6_s70_AB04 37 37 37 37
mcs50_m2Dr6_s70_AB05 37 37 37 37
mcs50_m2Dr6_s70_AB06 36 36 36 36
mcs50_m2Dr6_s70_AB07 39 39 39 39
mcs50_m2Dr6_s70_AB08 37 37 37 37
mcs50_m2Dr6_s70_AB09 37 37 37 37
mcs50_m2Dr6_s80_AB00 41 X X 41
mcs50_m2Dr6_s80_AB01 40 40 40 40
mcs50_m2Dr6_s80_AB02 42 42 42 42
mcs50_m2Dr6_s80_AB03 39 X X 39
mcs50_m2Dr6_s80_AB04 41 41 41 41
mcs50_m2Dr6_s80_AB05 42 42 42 42
mcs50_m2Dr6_s80_AB06 39 39 39 X
mcs50_m2Dr6_s80_AB07 40 40 40 X
mcs50_m2Dr6_s80_AB08 43 43 43 43
mcs50_m2Dr6_s80_AB09 40 40 40 40
mcs50_m2Dr6_s90_AB00 50 X X 50
mcs50_m2Dr6_s90_AB01 49 49 49 49
mcs50_m2Dr6_s90_AB02 50 X X 50
mcs50_m2Dr6_s90_AB03 51 X X 51
mcs50_m2Dr6_s90_AB04 50 X X 50
mcs50_m2Dr6_s90_AB05 50 50 50 X
mcs50_m2Dr6_s90_AB06 51 51 51 51
mcs50_m2Dr6_s90_AB07 51 51 51 51
mcs50_m2Dr6_s90_AB08 49 X X 49
mcs50_m2Dr6_s90_AB09 52 52 52 X
mcs50_m3D_s15_AB00 9 9 9 9
mcs50_m3D_s15_AB01 9 9 9 9
mcs50_m3D_s15_AB02 8 8 8 8
mcs50_m3D_s15_AB03 8 8 8 8
mcs50_m3D_s15_AB04 8 8 8 8
mcs50_m3D_s15_AB05 9 9 9 9
mcs50_m3D_s15_AB06 8 8 8 8
mcs50_m3D_s15_AB07 8 8 8 8
mcs50_m3D_s15_AB08 8 8 8 8
mcs50_m3D_s15_AB09 9 9 9 9
mcs50_m3D_s20_AB00 9 9 9 9
mcs50_m3D_s20_AB01 10 10 10 10
mcs50_m3D_s20_AB02 10 10 10 10
mcs50_m3D_s20_AB03 10 10 10 10
mcs50_m3D_s20_AB04 10 10 10 10
mcs50_m3D_s20_AB05 9 9 9 9
mcs50_m3D_s20_AB06 9 9 9 9
mcs50_m3D_s20_AB07 10 10 10 10
mcs50_m3D_s20_AB08 9 9 9 9
mcs50_m3D_s20_AB09 9 9 9 9
mcs50_m3D_s50_AB00 27 27 27 27
mcs50_m3D_s50_AB01 30 30 30 30
mcs50_m3D_s50_AB02 28 28 28 28
mcs50_m3D_s50_AB03 28 28 28 28
mcs50_m3D_s50_AB04 29 29 29 29
mcs50_m3D_s50_AB05 27 27 27 27
mcs50_m3D_s50_AB06 28 28 28 28
mcs50_m3D_s50_AB07 27 27 27 27
mcs50_m3D_s50_AB08 28 28 28 28
mcs50_m3D_s50_AB09 27 27 27 27
mcs50_m3D_s60_AB00 29 29 29 29
mcs50_m3D_s60_AB01 29 29 29 29
mcs50_m3D_s60_AB02 29 29 29 29
mcs50_m3D_s60_AB03 29 29 29 29
mcs50_m3D_s60_AB04 29 29 29 29
mcs50_m3D_s60_AB05 29 29 29 29
mcs50_m3D_s60_AB06 28 28 28 28
mcs50_m3D_s60_AB07 29 29 29 29
mcs50_m3D_s60_AB08 30 30 30 30
mcs50_m3D_s60_AB09 29 29 29 29
mcs50_m3Dr2_s15_AB00 8 8 8 8
mcs50_m3Dr2_s15_AB01 9 9 9 9
mcs50_m3Dr2_s15_AB02 9 9 9 9
mcs50_m3Dr2_s15_AB03 8 8 8 8
mcs50_m3Dr2_s15_AB04 8 8 8 8
mcs50_m3Dr2_s15_AB05 9 9 9 9
mcs50_m3Dr2_s15_AB06 8 8 8 8
mcs50_m3Dr2_s15_AB07 8 8 8 8
mcs50_m3Dr2_s15_AB08 8 8 8 8
mcs50_m3Dr2_s15_AB09 8 8 8 8
mcs50_m3Dr2_s20_AB00 9 9 9 9
mcs50_m3Dr2_s20_AB01 10 10 10 10
mcs50_m3Dr2_s20_AB02 9 9 9 9
mcs50_m3Dr2_s20_AB03 9 9 9 9
mcs50_m3Dr2_s20_AB04 10 10 10 10
mcs50_m3Dr2_s20_AB05 10 10 10 10
mcs50_m3Dr2_s20_AB06 9 9 9 9
mcs50_m3Dr2_s20_AB07 9 9 9 9
mcs50_m3Dr2_s20_AB08 9 9 9 9
mcs50_m3Dr2_s20_AB09 10 10 10 10
mcs50_m3Dr2_s50_AB00 28 28 28 28
mcs50_m3Dr2_s50_AB01 27 27 27 27
mcs50_m3Dr2_s50_AB02 28 28 28 28
mcs50_m3Dr2_s50_AB03 28 28 28 28
mcs50_m3Dr2_s50_AB04 27 27 27 27
mcs50_m3Dr2_s50_AB05 27 27 27 27
mcs50_m3Dr2_s50_AB06 28 28 28 28
mcs50_m3Dr2_s50_AB07 29 29 29 29
mcs50_m3Dr2_s50_AB08 28 28 28 28
mcs50_m3Dr2_s50_AB09 27 27 27 27
mcs50_m3Dr2_s60_AB00 30 30 30 30
mcs50_m3Dr2_s60_AB01 28 28 28 28
mcs50_m3Dr2_s60_AB02 29 29 29 29
mcs50_m3Dr2_s60_AB03 28 28 28 28
mcs50_m3Dr2_s60_AB04 28 28 28 28
mcs50_m3Dr2_s60_AB05 28 28 28 28
mcs50_m3Dr2_s60_AB06 28 28 28 28
mcs50_m3Dr2_s60_AB07 30 30 30 30
mcs50_m3Dr2_s60_AB08 28 28 28 28
mcs50_m3Dr2_s60_AB09 29 29 29 29
mcs50_m3Dr4_s15_AB00 8 8 8 8
mcs50_m3Dr4_s15_AB01 8 8 8 8
mcs50_m3Dr4_s15_AB02 8 8 8 8
mcs50_m3Dr4_s15_AB03 8 8 8 8
mcs50_m3Dr4_s15_AB04 9 9 9 9
mcs50_m3Dr4_s15_AB05 8 8 8 8
mcs50_m3Dr4_s15_AB06 8 8 8 8
mcs50_m3Dr4_s15_AB07 8 8 8 8
mcs50_m3Dr4_s15_AB08 8 8 8 8
mcs50_m3Dr4_s15_AB09 9 9 9 9
mcs50_m3Dr4_s20_AB00 9 9 9 9
mcs50_m3Dr4_s20_AB01 9 9 9 9
mcs50_m3Dr4_s20_AB02 10 10 10 10
mcs50_m3Dr4_s20_AB03 10 10 10 10
mcs50_m3Dr4_s20_AB04 8 8 8 8
mcs50_m3Dr4_s20_AB05 9 9 9 9
mcs50_m3Dr4_s20_AB06 9 9 9 9
mcs50_m3Dr4_s20_AB07 11 11 11 11
mcs50_m3Dr4_s20_AB08 8 8 8 8
mcs50_m3Dr4_s20_AB09 9 9 9 9
mcs50_m3Dr4_s50_AB00 28 28 28 28
mcs50_m3Dr4_s50_AB01 27 27 27 27
mcs50_m3Dr4_s50_AB02 28 28 28 28
mcs50_m3Dr4_s50_AB03 27 27 27 27
mcs50_m3Dr4_s50_AB04 27 27 27 27
mcs50_m3Dr4_s50_AB05 27 27 27 27
mcs50_m3Dr4_s50_AB06 28 28 28 28
mcs50_m3Dr4_s50_AB07 27 27 27 27
mcs50_m3Dr4_s50_AB08 27 27 27 27
mcs50_m3Dr4_s50_AB09 27 27 27 27
mcs50_m3Dr4_s60_AB00 30 30 30 30
mcs50_m3Dr4_s60_AB01 27 27 27 27
mcs50_m3Dr4_s60_AB02 27 27 27 27
mcs50_m3Dr4_s60_AB03 29 29 29 29
mcs50_m3Dr4_s60_AB04 30 30 30 30
mcs50_m3Dr4_s60_AB05 30 30 30 30
mcs50_m3Dr4_s60_AB06 28 28 28 28
mcs50_m3Dr4_s60_AB07 29 29 29 29
mcs50_m3Dr4_s60_AB08 28 28 28 28
mcs50_m3Dr4_s60_AB09 27 27 27 27
mcs50_m3Dr6_s15_AB00 8 8 8 8
mcs50_m3Dr6_s15_AB01 8 8 8 8
mcs50_m3Dr6_s15_AB02 8 8 8 8
mcs50_m3Dr6_s15_AB03 8 8 8 8
mcs50_m3Dr6_s15_AB04 8 8 8 8
mcs50_m3Dr6_s15_AB05 8 8 8 8
mcs50_m3Dr6_s15_AB06 9 9 9 9
mcs50_m3Dr6_s15_AB07 8 8 8 8
mcs50_m3Dr6_s15_AB08 9 9 9 9
mcs50_m3Dr6_s15_AB09 9 9 9 9
mcs50_m3Dr6_s20_AB00 9 9 9 9
mcs50_m3Dr6_s20_AB01 9 9 9 9
mcs50_m3Dr6_s20_AB02 9 9 9 9
mcs50_m3Dr6_s20_AB03 9 9 9 9
mcs50_m3Dr6_s20_AB04 9 9 9 9
mcs50_m3Dr6_s20_AB05 9 9 9 9
mcs50_m3Dr6_s20_AB06 9 9 9 9
mcs50_m3Dr6_s20_AB07 9 9 9 9
mcs50_m3Dr6_s20_AB08 9 9 9 9
mcs50_m3Dr6_s20_AB09 9 9 9 9
mcs50_m3Dr6_s50_AB00 28 28 28 28
mcs50_m3Dr6_s50_AB01 28 28 28 28
mcs50_m3Dr6_s50_AB02 27 27 27 27
mcs50_m3Dr6_s50_AB03 27 27 27 27
mcs50_m3Dr6_s50_AB04 27 27 27 27
mcs50_m3Dr6_s50_AB05 27 27 27 27
mcs50_m3Dr6_s50_AB06 27 27 27 27
mcs50_m3Dr6_s50_AB07 27 27 27 27
mcs50_m3Dr6_s50_AB08 27 27 27 27
mcs50_m3Dr6_s50_AB09 28 28 28 28
mcs50_m3Dr6_s60_AB00 27 27 27 27
mcs50_m3Dr6_s60_AB01 27 27 27 27
mcs50_m3Dr6_s60_AB02 29 29 29 29
mcs50_m3Dr6_s60_AB03 28 28 28 28
mcs50_m3Dr6_s60_AB04 29 29 29 29
mcs50_m3Dr6_s60_AB05 29 29 29 29
mcs50_m3Dr6_s60_AB06 30 30 30 30
mcs50_m3Dr6_s60_AB07 27 27 27 27
mcs50_m3Dr6_s60_AB08 29 29 29 29
mcs50_m3Dr6_s60_AB09 27 27 27 27
mcs50_m4D_s30_AB00 17 17 17 17
mcs50_m4D_s30_AB01 17 17 17 17
mcs50_m4D_s30_AB02 16 16 16 16
mcs50_m4D_s30_AB03 17 17 17 17
mcs50_m4D_s30_AB04 16 16 16 16
mcs50_m4D_s30_AB05 17 17 17 17
mcs50_m4D_s30_AB06 16 16 16 16
mcs50_m4D_s30_AB07 17 17 17 17
mcs50_m4D_s30_AB08 17 17 17 17
mcs50_m4D_s30_AB09 17 17 17 17
mcs50_m4D_s35_AB00 19 19 19 19
mcs50_m4D_s35_AB01 19 19 19 19
mcs50_m4D_s35_AB02 19 19 19 19
mcs50_m4D_s35_AB03 18 18 18 18
mcs50_m4D_s35_AB04 18 18 18 18
mcs50_m4D_s35_AB05 20 20 20 20
mcs50_m4D_s35_AB06 19 19 19 19
mcs50_m4D_s35_AB07 19 19 19 19
mcs50_m4D_s35_AB08 18 18 18 18
mcs50_m4D_s35_AB09 19 19 19 19
mcs50_m4D_s40_AB00 21 21 21 21
mcs50_m4D_s40_AB01 20 20 20 20
mcs50_m4D_s40_AB02 19 19 19 19
mcs50_m4D_s40_AB03 19 19 19 19
mcs50_m4D_s40_AB04 21 21 21 21
mcs50_m4D_s40_AB05 20 20 20 20
mcs50_m4D_s40_AB06 20 20 20 20
mcs50_m4D_s40_AB07 20 20 20 20
mcs50_m4D_s40_AB08 21 21 21 21
mcs50_m4D_s40_AB09 20 20 20 20
mcs50_m4Dr2_s30_AB00 18 18 18 18
mcs50_m4Dr2_s30_AB01 17 17 17 17
mcs50_m4Dr2_s30_AB02 16 16 16 16
mcs50_m4Dr2_s30_AB03 17 17 17 17
mcs50_m4Dr2_s30_AB04 17 17 17 17
mcs50_m4Dr2_s30_AB05 16 16 16 16
mcs50_m4Dr2_s30_AB06 16 16 16 16
mcs50_m4Dr2_s30_AB07 18 18 18 18
mcs50_m4Dr2_s30_AB08 17 17 17 17
mcs50_m4Dr2_s30_AB09 16 16 16 16
mcs50_m4Dr2_s35_AB00 18 18 18 18
mcs50_m4Dr2_s35_AB01 18 18 18 18
mcs50_m4Dr2_s35_AB02 17 17 17 17
mcs50_m4Dr2_s35_AB03 19 19 19 19
mcs50_m4Dr2_s35_AB04 17 17 17 17
mcs50_m4Dr2_s35_AB05 18 18 18 18
mcs50_m4Dr2_s35_AB06 19 19 19 19
mcs50_m4Dr2_s35_AB07 18 18 18 18
mcs50_m4Dr2_s35_AB08 18 18 18 18
mcs50_m4Dr2_s35_AB09 18 18 18 18
mcs50_m4Dr2_s40_AB00 19 19 19 19
mcs50_m4Dr2_s40_AB01 20 20 20 20
mcs50_m4Dr2_s40_AB02 20 20 20 20
mcs50_m4Dr2_s40_AB03 21 21 21 21
mcs50_m4Dr2_s40_AB04 19 19 19 19
mcs50_m4Dr2_s40_AB05 22 22 22 22
mcs50_m4Dr2_s40_AB06 20 20 20 20
mcs50_m4Dr2_s40_AB07 19 19 19 19
mcs50_m4Dr2_s40_AB08 21 21 21 21
mcs50_m4Dr2_s40_AB09 17 17 17 17
mcs50_m4Dr4_s30_AB00 16 16 16 16
mcs50_m4Dr4_s30_AB01 17 17 17 17
mcs50_m4Dr4_s30_AB02 16 16 16 16
mcs50_m4Dr4_s30_AB03 16 16 16 16
mcs50_m4Dr4_s30_AB04 16 16 16 16
mcs50_m4Dr4_s30_AB05 16 16 16 16
mcs50_m4Dr4_s30_AB06 16 16 16 16
mcs50_m4Dr4_s30_AB07 16 16 16 16
mcs50_m4Dr4_s30_AB08 17 17 17 17
mcs50_m4Dr4_s30_AB09 16 16 16 16
mcs50_m4Dr4_s35_AB00 17 17 17 17
mcs50_m4Dr4_s35_AB01 18 18 18 18
mcs50_m4Dr4_s35_AB02 17 17 17 17
mcs50_m4Dr4_s35_AB03 16 16 16 16
mcs50_m4Dr4_s35_AB04 17 17 17 17
mcs50_m4Dr4_s35_AB05 18 18 18 18
mcs50_m4Dr4_s35_AB06 18 18 18 18
mcs50_m4Dr4_s35_AB07 17 17 17 17
mcs50_m4Dr4_s35_AB08 19 19 19 19
mcs50_m4Dr4_s35_AB09 17 17 17 17
mcs50_m4Dr4_s40_AB00 19 19 19 19
mcs50_m4Dr4_s40_AB01 18 18 18 18
mcs50_m4Dr4_s40_AB02 19 19 19 19
mcs50_m4Dr4_s40_AB03 18 18 18 18
mcs50_m4Dr4_s40_AB04 19 19 19 19
mcs50_m4Dr4_s40_AB05 20 20 20 20
mcs50_m4Dr4_s40_AB06 20 20 20 20
mcs50_m4Dr4_s40_AB07 19 19 19 19
mcs50_m4Dr4_s40_AB08 21 21 21 21
mcs50_m4Dr4_s40_AB09 18 18 18 18
mcs50_m4Dr6_s30_AB00 16 16 16 16
mcs50_m4Dr6_s30_AB01 17 17 17 17
mcs50_m4Dr6_s30_AB02 16 16 16 16
mcs50_m4Dr6_s30_AB03 17 17 17 17
mcs50_m4Dr6_s30_AB04 17 17 17 17
mcs50_m4Dr6_s30_AB05 17 17 17 17
mcs50_m4Dr6_s30_AB06 17 17 17 17
mcs50_m4Dr6_s30_AB07 16 16 16 16
mcs50_m4Dr6_s30_AB08 16 16 16 16
mcs50_m4Dr6_s30_AB09 16 16 16 16
mcs50_m4Dr6_s35_AB00 19 19 19 19
mcs50_m4Dr6_s35_AB01 18 18 18 18
mcs50_m4Dr6_s35_AB02 17 17 17 17
mcs50_m4Dr6_s35_AB03 19 19 19 19
mcs50_m4Dr6_s35_AB04 18 18 18 18
mcs50_m4Dr6_s35_AB05 17 17 17 17
mcs50_m4Dr6_s35_AB06 17 17 17 17
mcs50_m4Dr6_s35_AB07 17 17 17 17
mcs50_m4Dr6_s35_AB08 17 17 17 17
mcs50_m4Dr6_s35_AB09 17 17 17 17
mcs50_m4Dr6_s40_AB00 19 19 19 19
mcs50_m4Dr6_s40_AB01 18 18 18 18
mcs50_m4Dr6_s40_AB02 18 18 18 18
mcs50_m4Dr6_s40_AB03 19 19 19 19
mcs50_m4Dr6_s40_AB04 18 18 18 18
mcs50_m4Dr6_s40_AB05 18 18 18 18
mcs50_m4Dr6_s40_AB06 19 19 19 19
mcs50_m4Dr6_s40_AB07 19 19 19 19
mcs50_m4Dr6_s40_AB08 20 20 20 20
mcs50_m4Dr6_s40_AB09 20 20 20 20
mcs50_r001_s100_AB00 56 X X 56
mcs50_r001_s100_AB01 56 56 56 X
mcs50_r001_s100_AB02 54 X X X
mcs50_r001_s100_AB03 X 54 54 54
mcs50_r001_s100_AB04 54 54 54 54
mcs50_r001_s100_AB05 55 55 55 55
mcs50_r001_s100_AB06 54 X X 54
mcs50_r001_s100_AB07 56 56 56 56
mcs50_r001_s100_AB08 55 55 55 55
mcs50_r001_s100_AB09 X X X 55
mcs50_r005_s100_AB00 50 50 50 50
mcs50_r005_s100_AB01 50 50 50 50
mcs50_r005_s100_AB02 50 50 50 50
mcs50_r005_s100_AB03 50 50 50 50
mcs50_r005_s100_AB04 50 50 50 50
mcs50_r005_s100_AB05 50 50 50 50
mcs50_r005_s100_AB06 50 50 50 50
mcs50_r005_s100_AB07 50 50 50 50
mcs50_r005_s100_AB08 50 50 50 50
mcs50_r005_s100_AB09 50 50 50 50
mcs50_r005_s20_AB00 11 11 11 11
mcs50_r005_s20_AB01 12 12 12 12
mcs50_r005_s20_AB02 11 11 11 11
mcs50_r005_s20_AB03 12 12 12 12
mcs50_r005_s20_AB04 12 12 12 12
mcs50_r005_s20_AB05 12 12 12 12
mcs50_r005_s20_AB06 11 11 11 11
mcs50_r005_s20_AB07 11 11 11 11
mcs50_r005_s20_AB08 12 12 12 12
mcs50_r005_s20_AB09 11 11 11 11
mcs50_r005_s25_AB00 14 14 14 14
mcs50_r005_s25_AB01 15 15 15 15
mcs50_r005_s25_AB02 15 15 15 15
mcs50_r005_s25_AB03 15 15 15 15
mcs50_r005_s25_AB04 15 15 15 15
mcs50_r005_s25_AB05 13 13 13 13
mcs50_r005_s25_AB06 14 14 14 14
mcs50_r005_s25_AB07 14 14 14 14
mcs50_r005_s25_AB08 14 14 14 14
mcs50_r005_s25_AB09 13 13 13 13
mcs50_r005_s30_AB00 15 15 15 15
mcs50_r005_s30_AB01 15 15 15 15
mcs50_r005_s30_AB02 16 16 16 16
mcs50_r005_s30_AB03 15 15 15 15
mcs50_r005_s30_AB04 17 17 17 17
mcs50_r005_s30_AB05 16 16 16 16
mcs50_r005_s30_AB06 15 15 15 15
mcs50_r005_s30_AB07 16 16 16 16
mcs50_r005_s30_AB08 15 15 15 15
mcs50_r005_s30_AB09 15 15 15 15
mcs50_r005_s35_AB00 17 17 17 17
mcs50_r005_s35_AB01 17 17 17 17
mcs50_r005_s35_AB02 18 18 18 18
mcs50_r005_s35_AB03 18 18 18 18
mcs50_r005_s35_AB04 17 17 17 17
mcs50_r005_s35_AB05 17 17 17 17
mcs50_r005_s35_AB06 18 18 18 18
mcs50_r005_s35_AB07 18 18 18 18
mcs50_r005_s35_AB08 18 18 18 18
mcs50_r005_s35_AB09 17 17 17 17
mcs50_r005_s40_AB00 20 20 20 20
mcs50_r005_s40_AB01 21 21 21 21
mcs50_r005_s40_AB02 20 20 20 20
mcs50_r005_s40_AB03 20 20 20 20
mcs50_r005_s40_AB04 20 20 20 20
mcs50_r005_s40_AB05 21 21 21 21
mcs50_r005_s40_AB06 21 21 21 21
mcs50_r005_s40_AB07 21 21 21 21
mcs50_r005_s40_AB08 21 21 21 21
mcs50_r005_s40_AB09 21 21 21 21
mcs50_r005_s50_AB00 25 25 25 25
mcs50_r005_s50_AB01 25 25 25 25
mcs50_r005_s50_AB02 25 25 25 25
mcs50_r005_s50_AB03 27 27 27 27
mcs50_r005_s50_AB04 25 25 25 25
mcs50_r005_s50_AB05 27 27 27 27
mcs50_r005_s50_AB06 25 25 25 25
mcs50_r005_s50_AB07 25 25 25 25
mcs50_r005_s50_AB08 26 26 26 26
mcs50_r005_s50_AB09 25 25 25 25
mcs50_r005_s60_AB00 30 30 30 30
mcs50_r005_s60_AB01 30 30 30 30
mcs50_r005_s60_AB02 30 30 30 30
mcs50_r005_s60_AB03 31 31 31 31
mcs50_r005_s60_AB04 30 30 30 30
mcs50_r005_s60_AB05 30 30 30 30
mcs50_r005_s60_AB06 31 31 31 31
mcs50_r005_s60_AB07 30 30 30 30
mcs50_r005_s60_AB08 30 30 30 30
mcs50_r005_s60_AB09 30 30 30 30
mcs50_r005_s70_AB00 35 35 35 35
mcs50_r005_s70_AB01 35 35 35 35
mcs50_r005_s70_AB02 35 35 35 35
mcs50_r005_s70_AB03 36 36 36 36
mcs50_r005_s70_AB04 35 35 35 35
mcs50_r005_s70_AB05 35 35 35 35
mcs50_r005_s70_AB06 35 35 35 35
mcs50_r005_s70_AB07 36 36 36 36
mcs50_r005_s70_AB08 35 35 35 35
mcs50_r005_s70_AB09 35 35 35 35
mcs50_r005_s80_AB00 40 40 40 40
mcs50_r005_s80_AB01 40 40 40 40
mcs50_r005_s80_AB02 40 40 40 40
mcs50_r005_s80_AB03 40 40 40 40
mcs50_r005_s80_AB04 40 40 40 40
mcs50_r005_s80_AB05 40 40 40 40
mcs50_r005_s80_AB06 40 40 40 40
mcs50_r005_s80_AB07 40 40 40 40
mcs50_r005_s80_AB08 40 40 40 40
mcs50_r005_s80_AB09 40 40 40 40
mcs50_r005_s90_AB00 45 45 45 45
mcs50_r005_s90_AB01 45 45 45 45
mcs50_r005_s90_AB02 45 45 45 45
mcs50_r005_s90_AB03 45 45 45 45
mcs50_r005_s90_AB04 45 45 45 45
mcs50_r005_s90_AB05 45 45 45 45
mcs50_r005_s90_AB06 45 45 45 45
mcs50_r005_s90_AB07 45 45 45 45
mcs50_r005_s90_AB08 45 45 45 45
mcs50_r005_s90_AB09 45 45 45 45
mcs50_r01_s100_AB00 50 50 50 50
mcs50_r01_s100_AB01 50 50 50 50
mcs50_r01_s100_AB02 50 50 50 50
mcs50_r01_s100_AB03 50 50 50 50
mcs50_r01_s100_AB04 50 50 50 50
mcs50_r01_s100_AB05 50 50 50 50
mcs50_r01_s100_AB06 50 50 50 50
mcs50_r01_s100_AB07 50 50 50 50
mcs50_r01_s100_AB08 50 50 50 50
mcs50_r01_s100_AB09 50 50 50 50
mcs50_r01_s10_AB00 5 5 5 5
mcs50_r01_s10_AB01 6 6 6 6
mcs50_r01_s10_AB02 6 6 6 6
mcs50_r01_s10_AB03 6 6 6 6
mcs50_r01_s10_AB04 6 6 6 6
mcs50_r01_s10_AB05 6 6 6 6
mcs50_r01_s10_AB06 5 5 5 5
mcs50_r01_s10_AB07 6 6 6 6
mcs50_r01_s10_AB08 6 6 6 6
mcs50_r01_s10_AB09 6 6 6 6
mcs50_r01_s15_AB00 9 9 9 9
mcs50_r01_s15_AB01 9 9 9 9
mcs50_r01_s15_AB02 8 8 8 8
mcs50_r01_s15_AB03 9 9 9 9
mcs50_r01_s15_AB04 8 8 8 8
mcs50_r01_s15_AB05 8 8 8 8
mcs50_r01_s15_AB06 8 8 8 8
mcs50_r01_s15_AB07 8 8 8 8
mcs50_r01_s15_AB08 8 8 8 8
mcs50_r01_s15_AB09 9 9 9 9
mcs50_r01_s20_AB00 10 10 10 10
mcs50_r01_s20_AB01 10 10 10 10
mcs50_r01_s20_AB02 10 10 10 10
mcs50_r01_s20_AB03 11 11 11 11
mcs50_r01_s20_AB04 10 10 10 10
mcs50_r01_s20_AB05 10 10 10 10
mcs50_r01_s20_AB06 10 10 10 10
mcs50_r01_s20_AB07 10 10 10 10
mcs50_r01_s20_AB08 10 10 10 10
mcs50_r01_s20_AB09 10 10 10 10
mcs50_r01_s25_AB00 12 12 12 12
mcs50_r01_s25_AB01 12 12 12 12
mcs50_r01_s25_AB02 12 12 12 12
mcs50_r01_s25_AB03 13 13 13 13
mcs50_r01_s25_AB04 12 12 12 12
mcs50_r01_s25_AB05 12 12 12 12
