instance cp2016 incmc2 incmc2o1 incmc2o2
mcs30_m3Dr4_s90_AB06 X X X X
mcs30_m3Dr4_s90_AB07 37 X X X
mcs30_m3Dr4_s90_AB08 X X X X
mcs30_m3Dr4_s90_AB09 X X X X
mcs30_m3Dr6_s100_AB00 38 38 38 38
mcs30_m3Dr6_s100_AB01 38 38 38 38
mcs30_m3Dr6_s100_AB02 36 36 36 36
mcs30_m3Dr6_s100_AB03 40 40 40 40
mcs30_m3Dr6_s100_AB04 35 35 35 35
mcs30_m3Dr6_s100_AB05 35 35 35 35
mcs30_m3Dr6_s100_AB06 35 35 35 35
mcs30_m3Dr6_s100_AB07 38 38 38 38
mcs30_m3Dr6_s100_AB08 38 38 38 38
mcs30_m3Dr6_s100_AB09 36 36 36 36
mcs30_m3Dr6_s25_AB00 12 12 12 12
mcs30_m3Dr6_s25_AB01 10 10 10 10
mcs30_m3Dr6_s25_AB02 10 10 10 10
mcs30_m3Dr6_s25_AB03 10 10 10 10
mcs30_m3Dr6_s25_AB04 10 10 10 10
mcs30_m3Dr6_s25_AB05 10 10 10 10
mcs30_m3Dr6_s25_AB06 11 11 11 11
mcs30_m3Dr6_s25_AB07 10 10 10 10
mcs30_m3Dr6_s25_AB08 11 11 11 11
mcs30_m3Dr6_s25_AB09 10 10 10 10
mcs30_m3Dr6_s30_AB00 11 11 11 11
mcs30_m3Dr6_s30_AB01 10 10 10 10
mcs30_m3Dr6_s30_AB02 11 11 11 11
mcs30_m3Dr6_s30_AB03 11 11 11 11
mcs30_m3Dr6_s30_AB04 12 12 12 12
mcs30_m3Dr6_s30_AB05 11 11 11 11
mcs30_m3Dr6_s30_AB06 11 11 11 11
mcs30_m3Dr6_s30_AB07 10 10 10 10
mcs30_m3Dr6_s30_AB08 11 11 11 11
mcs30_m3Dr6_s30_AB09 10 10 10 10
mcs30_m3Dr6_s40_AB00 15 15 15 15
mcs30_m3Dr6_s40_AB01 15 15 15 15
mcs30_m3Dr6_s40_AB02 14 14 14 14
mcs30_m3Dr6_s40_AB03 15 15 15 15
mcs30_m3Dr6_s40_AB04 15 15 15 15
mcs30_m3Dr6_s40_AB05 14 14 14 14
mcs30_m3Dr6_s40_AB06 14 14 14 14
mcs30_m3Dr6_s40_AB07 15 15 15 15
mcs30_m3Dr6_s40_AB08 14 14 14 14
mcs30_m3Dr6_s40_AB09 15 15 15 15
mcs30_m3Dr6_s70_AB00 30 30 30 30
mcs30_m3Dr6_s70_AB01 31 31 31 31
mcs30_m3Dr6_s70_AB02 29 29 29 29
mcs30_m3Dr6_s70_AB03 31 31 31 31
mcs30_m3Dr6_s70_AB04 30 30 30 30
mcs30_m3Dr6_s70_AB05 30 30 30 30
mcs30_m3Dr6_s70_AB06 30 30 30 30
mcs30_m3Dr6_s70_AB07 30 30 30 30
mcs30_m3Dr6_s70_AB08 31 31 31 31
mcs30_m3Dr6_s70_AB09 31 31 31 31
mcs30_m3Dr6_s80_AB00 33 33 33 33
mcs30_m3Dr6_s80_AB01 34 34 34 34
mcs30_m3Dr6_s80_AB02 33 33 33 X
mcs30_m3Dr6_s80_AB03 33 33 33 33
mcs30_m3Dr6_s80_AB04 32 32 32 32
mcs30_m3Dr6_s80_AB05 33 33 33 33
mcs30_m3Dr6_s80_AB06 33 X X 33
mcs30_m3Dr6_s80_AB07 34 34 34 34
mcs30_m3Dr6_s80_AB08 33 33 33 33
mcs30_m3Dr6_s80_AB09 33 33 33 33
mcs30_m3Dr6_s90_AB00 X 35 X 35
mcs30_m3Dr6_s90_AB01 X X X 35
mcs30_m3Dr6_s90_AB02 X X X X
mcs30_m3Dr6_s90_AB03 X X X X
mcs30_m3Dr6_s90_AB04 38 X X 38
mcs30_m3Dr6_s90_AB05 X X X X
mcs30_m3Dr6_s90_AB06 37 X X X
mcs30_m3Dr6_s90_AB07 X X X X
mcs30_m3Dr6_s90_AB08 X X X X
mcs30_m3Dr6_s90_AB09 X X X X
mcs30_m4D_s50_AB00 25 25 25 25
mcs30_m4D_s50_AB01 25 25 25 25
mcs30_m4D_s50_AB02 X 25 25 25
mcs30_m4D_s50_AB03 22 22 22 22
mcs30_m4D_s50_AB04 25 25 25 25
mcs30_m4D_s50_AB05 24 24 24 24
mcs30_m4D_s50_AB06 25 25 25 25
mcs30_m4D_s50_AB07 26 26 26 26
mcs30_m4D_s50_AB08 26 26 26 26
mcs30_m4D_s50_AB09 25 25 25 25
mcs30_m4D_s60_AB00 27 27 27 27
mcs30_m4D_s60_AB01 28 28 28 28
mcs30_m4D_s60_AB02 30 30 30 30
mcs30_m4D_s60_AB03 27 27 27 27
mcs30_m4D_s60_AB04 28 28 28 28
mcs30_m4D_s60_AB05 29 29 29 29
mcs30_m4D_s60_AB06 28 28 28 28
mcs30_m4D_s60_AB07 25 25 25 25
mcs30_m4D_s60_AB08 28 28 28 28
mcs30_m4D_s60_AB09 27 27 27 27
mcs30_m4D_s70_AB00 33 33 33 33
mcs30_m4D_s70_AB01 X 32 32 32
mcs30_m4D_s70_AB02 X 31 31 31
mcs30_m4D_s70_AB03 32 32 32 32
mcs30_m4D_s70_AB04 32 32 X 32
mcs30_m4D_s70_AB05 32 32 32 32
mcs30_m4D_s70_AB06 34 34 34 34
mcs30_m4D_s70_AB07 X X X X
mcs30_m4D_s70_AB08 33 33 33 33
mcs30_m4D_s70_AB09 32 32 32 32
mcs30_m4D_s80_AB00 X X X X
mcs30_m4D_s80_AB01 X 37 X 37
mcs30_m4D_s80_AB02 X X X X
mcs30_m4D_s80_AB03 X X X X
mcs30_m4D_s80_AB04 X X X X
mcs30_m4D_s80_AB05 X X X X
mcs30_m4D_s80_AB06 X X X X
mcs30_m4D_s80_AB07 36 X X 36
mcs30_m4D_s80_AB08 X X X X
mcs30_m4D_s80_AB09 X X X X
mcs30_m4D_s90_AB00 X X X X
mcs30_m4D_s90_AB01 X X X X
mcs30_m4D_s90_AB02 X X X X
mcs30_m4D_s90_AB03 X X X X
mcs30_m4D_s90_AB04 X X X X
mcs30_m4D_s90_AB05 X X X X
mcs30_m4D_s90_AB06 X X X X
mcs30_m4D_s90_AB07 X X X X
mcs30_m4D_s90_AB08 X X X X
mcs30_m4D_s90_AB09 X X X X
mcs30_m4Dr2_s50_AB00 24 24 24 24
mcs30_m4Dr2_s50_AB01 23 23 23 23
mcs30_m4Dr2_s50_AB02 24 24 24 24
mcs30_m4Dr2_s50_AB03 23 23 23 23
mcs30_m4Dr2_s50_AB04 26 26 26 26
mcs30_m4Dr2_s50_AB05 24 24 24 24
mcs30_m4Dr2_s50_AB06 24 24 24 24
mcs30_m4Dr2_s50_AB07 23 23 23 23
mcs30_m4Dr2_s50_AB08 23 23 23 23
mcs30_m4Dr2_s50_AB09 25 25 25 25
mcs30_m4Dr2_s60_AB00 27 27 27 27
mcs30_m4Dr2_s60_AB01 26 26 26 26
mcs30_m4Dr2_s60_AB02 25 25 25 25
mcs30_m4Dr2_s60_AB03 26 26 26 26
mcs30_m4Dr2_s60_AB04 26 26 26 26
mcs30_m4Dr2_s60_AB05 27 27 27 27
mcs30_m4Dr2_s60_AB06 27 27 27 27
mcs30_m4Dr2_s60_AB07 26 26 26 26
mcs30_m4Dr2_s60_AB08 25 25 25 25
mcs30_m4Dr2_s60_AB09 27 27 27 27
mcs30_m4Dr2_s70_AB00 32 32 32 32
mcs30_m4Dr2_s70_AB01 29 29 29 29
mcs30_m4Dr2_s70_AB02 30 30 30 30
mcs30_m4Dr2_s70_AB03 31 31 31 31
mcs30_m4Dr2_s70_AB04 30 30 30 30
mcs30_m4Dr2_s70_AB05 33 33 33 33
mcs30_m4Dr2_s70_AB06 31 31 31 31
mcs30_m4Dr2_s70_AB07 29 29 29 29
mcs30_m4Dr2_s70_AB08 32 32 32 32
mcs30_m4Dr2_s70_AB09 30 30 30 30
mcs30_m4Dr2_s80_AB00 X X X X
mcs30_m4Dr2_s80_AB01 36 36 X 36
mcs30_m4Dr2_s80_AB02 X 38 X 38
mcs30_m4Dr2_s80_AB03 X 35 X 35
mcs30_m4Dr2_s80_AB04 X 34 X 34
mcs30_m4Dr2_s80_AB05 X X X X
mcs30_m4Dr2_s80_AB06 X X X X
mcs30_m4Dr2_s80_AB07 X X X X
mcs30_m4Dr2_s80_AB08 X X X X
mcs30_m4Dr2_s80_AB09 X X X X
mcs30_m4Dr2_s90_AB00 X X X X
mcs30_m4Dr2_s90_AB01 X X X X
mcs30_m4Dr2_s90_AB02 X X X X
mcs30_m4Dr2_s90_AB03 X X X X
mcs30_m4Dr2_s90_AB04 X X X X
mcs30_m4Dr2_s90_AB05 X X X X
mcs30_m4Dr2_s90_AB06 X X X X
mcs30_m4Dr2_s90_AB07 X X X X
mcs30_m4Dr2_s90_AB08 X X X X
mcs30_m4Dr2_s90_AB09 X X X X
mcs30_m4Dr4_s50_AB00 23 23 23 23
mcs30_m4Dr4_s50_AB01 23 23 23 23
mcs30_m4Dr4_s50_AB02 24 24 24 24
mcs30_m4Dr4_s50_AB03 23 23 23 23
mcs30_m4Dr4_s50_AB04 23 23 23 23
mcs30_m4Dr4_s50_AB05 23 23 23 23
mcs30_m4Dr4_s50_AB06 23 23 23 23
mcs30_m4Dr4_s50_AB07 23 23 23 23
mcs30_m4Dr4_s50_AB08 24 24 24 24
mcs30_m4Dr4_s50_AB09 24 24 24 24
mcs30_m4Dr4_s60_AB00 26 26 26 26
mcs30_m4Dr4_s60_AB01 25 25 25 25
mcs30_m4Dr4_s60_AB02 25 25 25 25
mcs30_m4Dr4_s60_AB03 25 25 25 25
mcs30_m4Dr4_s60_AB04 26 26 26 26
mcs30_m4Dr4_s60_AB05 25 25 25 25
mcs30_m4Dr4_s60_AB06 24 24 24 24
mcs30_m4Dr4_s60_AB07 24 24 24 24
mcs30_m4Dr4_s60_AB08 26 26 26 26
mcs30_m4Dr4_s60_AB09 26 26 26 26
mcs30_m4Dr4_s70_AB00 28 28 28 28
mcs30_m4Dr4_s70_AB01 28 28 28 28
mcs30_m4Dr4_s70_AB02 30 30 30 30
mcs30_m4Dr4_s70_AB03 30 30 30 30
mcs30_m4Dr4_s70_AB04 30 30 30 30
mcs30_m4Dr4_s70_AB05 29 29 29 29
mcs30_m4Dr4_s70_AB06 X X X 30
mcs30_m4Dr4_s70_AB07 29 29 29 29
mcs30_m4Dr4_s70_AB08 31 31 31 31
mcs30_m4Dr4_s70_AB09 29 29 29 29
mcs30_m4Dr4_s80_AB00 X 35 X 35
mcs30_m4Dr4_s80_AB01 X 35 35 35
mcs30_m4Dr4_s80_AB02 X 36 36 36
mcs30_m4Dr4_s80_AB03 X X X X
mcs30_m4Dr4_s80_AB04 X X X X
mcs30_m4Dr4_s80_AB05 X X X X
mcs30_m4Dr4_s80_AB06 33 33 X 33
mcs30_m4Dr4_s80_AB07 X X X X
mcs30_m4Dr4_s80_AB08 X X X X
mcs30_m4Dr4_s80_AB09 X 34 X 34
mcs30_m4Dr4_s90_AB00 X X X X
mcs30_m4Dr4_s90_AB01 X X X X
mcs30_m4Dr4_s90_AB02 X X X X
mcs30_m4Dr4_s90_AB03 X X X X
mcs30_m4Dr4_s90_AB04 X X X X
mcs30_m4Dr4_s90_AB05 X X X X
mcs30_m4Dr4_s90_AB06 X X X X
mcs30_m4Dr4_s90_AB07 X X X X
mcs30_m4Dr4_s90_AB08 X X X X
mcs30_m4Dr4_s90_AB09 X X X X
mcs30_m4Dr6_s50_AB00 22 22 22 22
mcs30_m4Dr6_s50_AB01 22 22 22 22
mcs30_m4Dr6_s50_AB02 22 22 22 22
mcs30_m4Dr6_s50_AB03 21 21 21 21
mcs30_m4Dr6_s50_AB04 23 23 23 23
mcs30_m4Dr6_s50_AB05 23 23 23 23
mcs30_m4Dr6_s50_AB06 21 21 21 21
mcs30_m4Dr6_s50_AB07 24 24 24 24
mcs30_m4Dr6_s50_AB08 22 22 22 22
mcs30_m4Dr6_s50_AB09 23 23 23 23
mcs30_m4Dr6_s60_AB00 25 25 25 25
mcs30_m4Dr6_s60_AB01 25 25 25 25
mcs30_m4Dr6_s60_AB02 24 24 24 24
mcs30_m4Dr6_s60_AB03 25 25 25 25
mcs30_m4Dr6_s60_AB04 25 25 25 25
mcs30_m4Dr6_s60_AB05 24 24 24 24
mcs30_m4Dr6_s60_AB06 25 25 25 25
mcs30_m4Dr6_s60_AB07 24 24 24 24
mcs30_m4Dr6_s60_AB08 26 26 26 26
mcs30_m4Dr6_s60_AB09 25 25 25 25
mcs30_m4Dr6_s70_AB00 28 28 28 28
mcs30_m4Dr6_s70_AB01 30 30 30 30
mcs30_m4Dr6_s70_AB02 30 30 30 30
mcs30_m4Dr6_s70_AB03 30 30 30 30
mcs30_m4Dr6_s70_AB04 29 29 29 29
mcs30_m4Dr6_s70_AB05 30 30 30 30
mcs30_m4Dr6_s70_AB06 30 30 30 30
mcs30_m4Dr6_s70_AB07 28 28 28 28
mcs30_m4Dr6_s70_AB08 28 28 28 28
mcs30_m4Dr6_s70_AB09 X 28 28 28
mcs30_m4Dr6_s80_AB00 X X X X
mcs30_m4Dr6_s80_AB01 33 33 33 33
mcs30_m4Dr6_s80_AB02 X X X X
mcs30_m4Dr6_s80_AB03 X X X X
mcs30_m4Dr6_s80_AB04 X 35 35 35
mcs30_m4Dr6_s80_AB05 X X X X
mcs30_m4Dr6_s80_AB06 X 34 X 34
mcs30_m4Dr6_s80_AB07 X X X X
mcs30_m4Dr6_s80_AB08 X 34 34 34
mcs30_m4Dr6_s80_AB09 X X X X
mcs30_m4Dr6_s90_AB00 X X X X
mcs30_m4Dr6_s90_AB01 X X X X
mcs30_m4Dr6_s90_AB02 X X X X
mcs30_m4Dr6_s90_AB03 X X X X
mcs30_m4Dr6_s90_AB04 X X X X
mcs30_m4Dr6_s90_AB05 X X X X
mcs30_m4Dr6_s90_AB06 X X X 38
mcs30_m4Dr6_s90_AB07 X X X X
mcs30_m4Dr6_s90_AB08 X X X X
mcs30_m4Dr6_s90_AB09 X X X X
mcs30_r001_s100_AB00 X X X X
mcs30_r001_s100_AB01 X X X X
mcs30_r001_s100_AB02 X 47 47 X
mcs30_r001_s100_AB03 X 47 X 47
mcs30_r001_s100_AB04 48 X X 48
mcs30_r001_s100_AB05 X X X 52
mcs30_r001_s100_AB06 X X X 49
mcs30_r001_s100_AB07 X 49 X 49
mcs30_r001_s100_AB08 X 50 50 50
mcs30_r001_s100_AB09 X X X X
mcs30_r005_s100_AB00 31 31 31 31
mcs30_r005_s100_AB01 31 31 31 31
mcs30_r005_s100_AB02 32 32 32 32
mcs30_r005_s100_AB03 31 31 31 31
mcs30_r005_s100_AB04 33 33 33 33
mcs30_r005_s100_AB05 32 32 32 32
mcs30_r005_s100_AB06 30 30 30 30
mcs30_r005_s100_AB07 31 31 31 31
mcs30_r005_s100_AB08 31 31 31 31
mcs30_r005_s100_AB09 31 31 31 31
mcs30_r005_s20_AB00 11 11 11 11
mcs30_r005_s20_AB01 12 12 12 12
mcs30_r005_s20_AB02 11 11 11 11
mcs30_r005_s20_AB03 11 11 11 11
mcs30_r005_s20_AB04 9 9 9 9
mcs30_r005_s20_AB05 10 10 10 10
mcs30_r005_s20_AB06 11 11 11 11
mcs30_r005_s20_AB07 12 12 12 12
mcs30_r005_s20_AB08 10 10 10 10
mcs30_r005_s20_AB09 11 11 11 11
mcs30_r005_s25_AB00 12 12 12 12
mcs30_r005_s25_AB01 13 13 13 13
mcs30_r005_s25_AB02 13 13 13 13
mcs30_r005_s25_AB03 14 14 14 14
mcs30_r005_s25_AB04 13 13 13 13
mcs30_r005_s25_AB05 12 12 12 12
mcs30_r005_s25_AB06 13 13 13 13
mcs30_r005_s25_AB07 14 14 14 14
mcs30_r005_s25_AB08 13 13 13 13
mcs30_r005_s25_AB09 14 14 14 14
mcs30_r005_s30_AB00 14 14 14 14
mcs30_r005_s30_AB01 15 15 15 15
mcs30_r005_s30_AB02 13 13 13 13
mcs30_r005_s30_AB03 13 13 13 13
mcs30_r005_s30_AB04 14 14 14 14
mcs30_r005_s30_AB05 13 13 13 13
mcs30_r005_s30_AB06 14 14 14 14
mcs30_r005_s30_AB07 13 13 13 13
mcs30_r005_s30_AB08 15 15 15 15
mcs30_r005_s30_AB09 14 14 14 14
mcs30_r005_s35_AB00 16 16 16 16
mcs30_r005_s35_AB01 16 16 16 16
mcs30_r005_s35_AB02 15 15 15 15
mcs30_r005_s35_AB03 16 16 16 16
mcs30_r005_s35_AB04 16 16 16 16
mcs30_r005_s35_AB05 13 13 13 13
mcs30_r005_s35_AB06 15 15 15 15
mcs30_r005_s35_AB07 14 14 14 14
mcs30_r005_s35_AB08 16 16 16 16
mcs30_r005_s35_AB09 16 16 16 16
mcs30_r005_s40_AB00 17 17 17 17
mcs30_r005_s40_AB01 17 17 17 17
mcs30_r005_s40_AB02 17 17 17 17
mcs30_r005_s40_AB03 19 19 19 19
mcs30_r005_s40_AB04 17 17 17 17
mcs30_r005_s40_AB05 18 18 18 18
mcs30_r005_s40_AB06 17 17 17 17
mcs30_r005_s40_AB07 16 16 16 16
mcs30_r005_s40_AB08 18 18 18 18
mcs30_r005_s40_AB09 18 18 18 18
mcs30_r005_s50_AB00 21 21 21 21
mcs30_r005_s50_AB01 21 21 21 21
mcs30_r005_s50_AB02 20 20 20 20
mcs30_r005_s50_AB03 21 21 21 21
mcs30_r005_s50_AB04 20 20 20 20
mcs30_r005_s50_AB05 21 21 21 21
mcs30_r005_s50_AB06 22 22 22 22
mcs30_r005_s50_AB07 20 20 20 20
mcs30_r005_s50_AB08 21 21 21 21
mcs30_r005_s50_AB09 20 20 20 20
mcs30_r005_s60_AB00 22 22 22 22
mcs30_r005_s60_AB01 21 21 21 21
mcs30_r005_s60_AB02 21 21 21 21
mcs30_r005_s60_AB03 22 22 22 22
mcs30_r005_s60_AB04 23 23 23 23
mcs30_r005_s60_AB05 22 22 22 22
mcs30_r005_s60_AB06 22 22 22 22
mcs30_r005_s60_AB07 22 22 22 22
mcs30_r005_s60_AB08 22 22 22 22
mcs30_r005_s60_AB09 22 22 22 22
mcs30_r005_s70_AB00 24 24 24 24
mcs30_r005_s70_AB01 24 24 24 24
mcs30_r005_s70_AB02 25 25 25 25
mcs30_r005_s70_AB03 27 27 27 27
mcs30_r005_s70_AB04 25 25 25 25
mcs30_r005_s70_AB05 25 25 25 25
mcs30_r005_s70_AB06 25 25 25 25
mcs30_r005_s70_AB07 25 25 25 25
mcs30_r005_s70_AB08 25 25 25 25
mcs30_r005_s70_AB09 24 24 24 24
mcs30_r005_s80_AB00 29 29 29 29
mcs30_r005_s80_AB01 26 26 26 26
mcs30_r005_s80_AB02 29 29 29 29
mcs30_r005_s80_AB03 28 28 28 28
mcs30_r005_s80_AB04 26 26 26 26
mcs30_r005_s80_AB05 28 28 28 28
mcs30_r005_s80_AB06 27 X 27 X
mcs30_r005_s80_AB07 28 28 28 28
mcs30_r005_s80_AB08 26 26 26 26
mcs30_r005_s80_AB09 28 28 28 28
mcs30_r005_s90_AB00 X 30 30 30
mcs30_r005_s90_AB01 X X X X
mcs30_r005_s90_AB02 X X X X
mcs30_r005_s90_AB03 X X X X
mcs30_r005_s90_AB04 32 32 32 X
mcs30_r005_s90_AB05 31 31 31 31
mcs30_r005_s90_AB06 X 29 29 29
mcs30_r005_s90_AB07 30 X 30 X
mcs30_r005_s90_AB08 32 32 32 32
mcs30_r005_s90_AB09 29 X 29 X
mcs30_r01_s100_AB00 30 30 30 30
mcs30_r01_s100_AB01 30 30 30 30
mcs30_r01_s100_AB02 30 30 30 30
mcs30_r01_s100_AB03 30 30 30 30
mcs30_r01_s100_AB04 30 30 30 30
mcs30_r01_s100_AB05 30 30 30 30
mcs30_r01_s100_AB06 30 30 30 30
mcs30_r01_s100_AB07 30 30 30 30
mcs30_r01_s100_AB08 30 30 30 30
mcs30_r01_s100_AB09 30 30 30 30
mcs30_r01_s10_AB00 5 5 5 5
mcs30_r01_s10_AB01 6 6 6 6
mcs30_r01_s10_AB02 6 6 6 6
mcs30_r01_s10_AB03 6 6 6 6
mcs30_r01_s10_AB04 6 6 6 6
mcs30_r01_s10_AB05 5 5 5 5
mcs30_r01_s10_AB06 6 6 6 6
mcs30_r01_s10_AB07 6 6 6 6
mcs30_r01_s10_AB08 5 5 5 5
mcs30_r01_s10_AB09 6 6 6 6
mcs30_r01_s15_AB00 8 8 8 8
mcs30_r01_s15_AB01 8 8 8 8
mcs30_r01_s15_AB02 9 9 9 9
mcs30_r01_s15_AB03 8 8 8 8
mcs30_r01_s15_AB04 9 9 9 9
mcs30_r01_s15_AB05 9 9 9 9
mcs30_r01_s15_AB06 9 9 9 9
mcs30_r01_s15_AB07 9 9 9 9
mcs30_r01_s15_AB08 8 8 8 8
mcs30_r01_s15_AB09 9 9 9 9
mcs30_r01_s20_AB00 8 8 8 8
mcs30_r01_s20_AB01 9 9 9 9
mcs30_r01_s20_AB02 10 10 10 10
mcs30_r01_s20_AB03 9 9 9 9
mcs30_r01_s20_AB04 8 8 8 8
mcs30_r01_s20_AB05 9 9 9 9
mcs30_r01_s20_AB06 9 9 9 9
mcs30_r01_s20_AB07 9 9 9 9
mcs30_r01_s20_AB08 10 10 10 10
mcs30_r01_s20_AB09 9 9 9 9
mcs30_r01_s25_AB00 10 10 10 10
mcs30_r01_s25_AB01 10 10 10 10
mcs30_r01_s25_AB02 10 10 10 10
mcs30_r01_s25_AB03 11 11 11 11
mcs30_r01_s25_AB04 11 11 11 11
mcs30_r01_s25_AB05 10 10 10 10
mcs30_r01_s25_AB06 11 11 11 11
mcs30_r01_s25_AB07 11 11 11 11
mcs30_r01_s25_AB08 10 10 10 10
mcs30_r01_s25_AB09 11 11 11 11
mcs30_r01_s30_AB00 11 11 11 11
mcs30_r01_s30_AB01 12 12 12 12
mcs30_r01_s30_AB02 11 11 11 11
mcs30_r01_s30_AB03 11 11 11 11
mcs30_r01_s30_AB04 11 11 11 11
mcs30_r01_s30_AB05 11 11 11 11
mcs30_r01_s30_AB06 11 11 11 11
mcs30_r01_s30_AB07 11 11 11 11
mcs30_r01_s30_AB08 12 12 12 12
mcs30_r01_s30_AB09 11 11 11 11
mcs30_r01_s35_AB00 13 13 13 13
mcs30_r01_s35_AB01 13 13 13 13
mcs30_r01_s35_AB02 13 13 13 13
mcs30_r01_s35_AB03 12 12 12 12
mcs30_r01_s35_AB04 13 13 13 13
mcs30_r01_s35_AB05 13 13 13 13
mcs30_r01_s35_AB06 13 13 13 13
mcs30_r01_s35_AB07 12 12 12 12
mcs30_r01_s35_AB08 12 12 12 12
mcs30_r01_s35_AB09 11 11 11 11
mcs30_r01_s40_AB00 13 13 13 13
mcs30_r01_s40_AB01 15 15 15 15
mcs30_r01_s40_AB02 13 13 13 13
mcs30_r01_s40_AB03 14 14 14 14
mcs30_r01_s40_AB04 13 13 13 13
mcs30_r01_s40_AB05 14 14 14 14
mcs30_r01_s40_AB06 14 14 14 14
mcs30_r01_s40_AB07 13 13 13 13
mcs30_r01_s40_AB08 13 13 13 13
mcs30_r01_s40_AB09 14 14 14 14
mcs30_r01_s50_AB00 15 15 15 15
mcs30_r01_s50_AB01 16 16 16 16
mcs30_r01_s50_AB02 18 18 18 18
mcs30_r01_s50_AB03 15 15 15 15
mcs30_r01_s50_AB04 16 16 16 16
mcs30_r01_s50_AB05 16 16 16 16
mcs30_r01_s50_AB06 16 16 16 16
mcs30_r01_s50_AB07 16 16 16 16
mcs30_r01_s50_AB08 17 17 17 17
mcs30_r01_s50_AB09 16 16 16 16
mcs30_r01_s60_AB00 18 18 18 18
mcs30_r01_s60_AB01 18 18 18 18
mcs30_r01_s60_AB02 19 19 19 19
mcs30_r01_s60_AB03 19 19 19 19
mcs30_r01_s60_AB04 18 18 18 18
mcs30_r01_s60_AB05 20 20 20 20
mcs30_r01_s60_AB06 19 19 19 19
mcs30_r01_s60_AB07 19 19 19 19
mcs30_r01_s60_AB08 18 18 18 18
mcs30_r01_s60_AB09 18 18 18 18
mcs30_r01_s70_AB00 21 21 21 21
mcs30_r01_s70_AB01 21 21 21 21
mcs30_r01_s70_AB02 21 21 21 21
mcs30_r01_s70_AB03 21 21 21 21
mcs30_r01_s70_AB04 21 21 21 21
mcs30_r01_s70_AB05 22 22 22 22
mcs30_r01_s70_AB06 22 22 22 22
mcs30_r01_s70_AB07 21 21 21 21
mcs30_r01_s70_AB08 22 22 22 22
mcs30_r01_s70_AB09 21 21 21 21
mcs30_r01_s80_AB00 24 24 24 24
mcs30_r01_s80_AB01 26 26 26 26
mcs30_r01_s80_AB02 24 24 24 24
mcs30_r01_s80_AB03 24 24 24 24
mcs30_r01_s80_AB04 24 24 24 24
mcs30_r01_s80_AB05 24 24 24 24
mcs30_r01_s80_AB06 24 24 24 24
mcs30_r01_s80_AB07 24 24 24 24
mcs30_r01_s80_AB08 24 24 24 24
mcs30_r01_s80_AB09 24 24 24 24
mcs30_r01_s90_AB00 27 27 27 27
mcs30_r01_s90_AB01 27 27 27 27
mcs30_r01_s90_AB02 28 28 28 28
mcs30_r01_s90_AB03 27 27 27 27
mcs30_r01_s90_AB04 27 27 27 27
mcs30_r01_s90_AB05 27 27 27 27
mcs30_r01_s90_AB06 27 27 27 27
mcs30_r01_s90_AB07 27 27 27 27
mcs30_r01_s90_AB08 27 27 27 27
mcs30_r01_s90_AB09 27 27 27 27
mcs30_r02_s100_AB00 30 30 30 30
mcs30_r02_s100_AB01 30 30 30 30
mcs30_r02_s100_AB02 30 30 30 30
mcs30_r02_s100_AB03 30 30 30 30
mcs30_r02_s100_AB04 30 30 30 30
mcs30_r02_s100_AB05 30 30 30 30
mcs30_r02_s100_AB06 30 30 30 30
mcs30_r02_s100_AB07 30 30 30 30
mcs30_r02_s100_AB08 30 30 30 30
mcs30_r02_s100_AB09 30 30 30 30
mcs30_r02_s10_AB00 5 5 5 5
mcs30_r02_s10_AB01 5 5 5 5
mcs30_r02_s10_AB02 4 4 4 4
mcs30_r02_s10_AB03 5 5 5 5
mcs30_r02_s10_AB04 5 5 5 5
mcs30_r02_s10_AB05 5 5 5 5
mcs30_r02_s10_AB06 5 5 5 5
mcs30_r02_s10_AB07 5 5 5 5
mcs30_r02_s10_AB08 5 5 5 5
mcs30_r02_s10_AB09 5 5 5 5
mcs30_r02_s15_AB00 6 6 6 6
mcs30_r02_s15_AB01 6 6 6 6
mcs30_r02_s15_AB02 6 6 6 6
mcs30_r02_s15_AB03 7 7 7 7
mcs30_r02_s15_AB04 7 7 7 7
mcs30_r02_s15_AB05 6 6 6 6
mcs30_r02_s15_AB06 7 7 7 7
mcs30_r02_s15_AB07 6 6 6 6
mcs30_r02_s15_AB08 7 7 7 7
mcs30_r02_s15_AB09 7 7 7 7
mcs30_r02_s20_AB00 7 7 7 7
mcs30_r02_s20_AB01 7 7 7 7
mcs30_r02_s20_AB02 6 6 6 6
mcs30_r02_s20_AB03 7 7 7 7
mcs30_r02_s20_AB04 7 7 7 7
mcs30_r02_s20_AB05 6 6 6 6
mcs30_r02_s20_AB06 7 7 7 7
mcs30_r02_s20_AB07 6 6 6 6
mcs30_r02_s20_AB08 7 7 7 7
mcs30_r02_s20_AB09 7 7 7 7
mcs30_r02_s25_AB00 8 8 8 8
mcs30_r02_s25_AB01 8 8 8 8
mcs30_r02_s25_AB02 8 8 8 8
mcs30_r02_s25_AB03 7 7 7 7
mcs30_r02_s25_AB04 7 7 7 7
mcs30_r02_s25_AB05 8 8 8 8
mcs30_r02_s25_AB06 9 9 9 9
mcs30_r02_s25_AB07 8 8 8 8
mcs30_r02_s25_AB08 7 7 7 7
mcs30_r02_s25_AB09 8 8 8 8
mcs30_r02_s30_AB00 9 9 9 9
mcs30_r02_s30_AB01 9 9 9 9
mcs30_r02_s30_AB02 9 9 9 9
