instance cp2016 incmc2 incmc2o1 incmc2o2
mcs30_m2D_s30_AB07 2 9 6 9
mcs30_m2D_s30_AB08 3 7 7 7
mcs30_m2D_s30_AB09 3 6 4 6
mcs30_m2D_s50_AB00 3558 62561 62510 25301
mcs30_m2D_s50_AB01 1256 20198 38861 20058
mcs30_m2D_s50_AB02 190962 3195 44263 3351
mcs30_m2D_s50_AB03 98708 17436 319718 17596
mcs30_m2D_s50_AB04 54445 69358 69981 6844
mcs30_m2D_s50_AB05 22434 386011 143072 386729
mcs30_m2D_s50_AB06 77092 1204 189055 1222
mcs30_m2D_s50_AB07 62449 15967 361287 16081
mcs30_m2D_s50_AB08 243 2626 36948 2569
mcs30_m2D_s50_AB09 172593 9785 358167 9791
mcs30_m2D_s60_AB00 665 1114 1084 1064
mcs30_m2D_s60_AB01 287 217 1592 177
mcs30_m2D_s60_AB02 262 3794 1378 3796
mcs30_m2D_s60_AB03 2565 1040 4440 1045
mcs30_m2D_s60_AB04 787 542 313 577
mcs30_m2D_s60_AB05 5760 1203 1277 1400
mcs30_m2D_s60_AB06 883 1020 765 974
mcs30_m2D_s60_AB07 261 90 64 37
mcs30_m2D_s60_AB08 385 3510 2475 3488
mcs30_m2D_s60_AB09 13182 1604 2873 1560
mcs30_m2D_s70_AB00 146 164536 164958 12150
mcs30_m2D_s70_AB01 101122 293 40836 291
mcs30_m2D_s70_AB02 35427 1000000 177586 1000000
mcs30_m2D_s70_AB03 37 8196 8158 103
mcs30_m2D_s70_AB04 43413 475478 123102 475220
mcs30_m2D_s70_AB05 1000000 1370 78897 1327
mcs30_m2D_s70_AB06 98000 105409 105578 836807
mcs30_m2D_s70_AB07 5939 7961 7987 2866
mcs30_m2D_s70_AB08 211 47773 48154 3143
mcs30_m2D_s70_AB09 52914 41380 41396 1000000
mcs30_m2D_s80_AB00 1000000 1000000 1000000 761893
mcs30_m2D_s80_AB01 1000000 1000000 1000000 1000000
mcs30_m2D_s80_AB02 1000000 1000000 1000000 1000000
mcs30_m2D_s80_AB03 1000000 1000000 1000000 1000000
mcs30_m2D_s80_AB04 1000000 1000000 1000000 1000000
mcs30_m2D_s80_AB05 1000000 1000000 1000000 1000000
mcs30_m2D_s80_AB06 59096 1000000 1000000 46252
mcs30_m2D_s80_AB07 1000000 277098 1000000 277932
mcs30_m2D_s80_AB08 1000000 1000000 1000000 1000000
mcs30_m2D_s80_AB09 1000000 552500 1000000 551049
mcs30_m2D_s90_AB00 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB01 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB02 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB03 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB04 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB05 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB06 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB07 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB08 1000000 1000000 1000000 1000000
mcs30_m2D_s90_AB09 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s100_AB00 502866 433801 433153 310675
mcs30_m2Dr2_s100_AB01 12524 7320 8680 7326
mcs30_m2Dr2_s100_AB02 39372 30654 30813 23603
mcs30_m2Dr2_s100_AB03 79361 1000000 1000000 419434
mcs30_m2Dr2_s100_AB04 212288 250268 249151 204277
mcs30_m2Dr2_s100_AB05 56328 12505 12471 2574
mcs30_m2Dr2_s100_AB06 647829 154751 154633 296839
mcs30_m2Dr2_s100_AB07 1000000 142797 143213 3090
mcs30_m2Dr2_s100_AB08 92658 210 13002 211
mcs30_m2Dr2_s100_AB09 538202 246352 1000000 225698
mcs30_m2Dr2_s30_AB00 2 7 6 7
mcs30_m2Dr2_s30_AB01 3 12 10 12
mcs30_m2Dr2_s30_AB02 3 11 8 11
mcs30_m2Dr2_s30_AB03 2 8 7 8
mcs30_m2Dr2_s30_AB04 2 13 7 13
mcs30_m2Dr2_s30_AB05 3 11 6 11
mcs30_m2Dr2_s30_AB06 2 8 6 8
mcs30_m2Dr2_s30_AB07 2 5 6 8
mcs30_m2Dr2_s30_AB08 2 6 4 4
mcs30_m2Dr2_s30_AB09 2 10 8 10
mcs30_m2Dr2_s50_AB00 89749 3220 10879 3236
mcs30_m2Dr2_s50_AB01 10186 52249 52241 273
mcs30_m2Dr2_s50_AB02 34 175 2323 175
mcs30_m2Dr2_s50_AB03 52904 33847 61248 34009
mcs30_m2Dr2_s50_AB04 210457 9908 47523 9865
mcs30_m2Dr2_s50_AB05 794 25210 25135 3661
mcs30_m2Dr2_s50_AB06 65438 3700 12049 3664
mcs30_m2Dr2_s50_AB07 46913 1310 17972 1339
mcs30_m2Dr2_s50_AB08 10078 5393 37071 5481
mcs30_m2Dr2_s50_AB09 56905 1724 38528 1775
mcs30_m2Dr2_s60_AB00 972 4376 1473 4363
mcs30_m2Dr2_s60_AB01 563 51 760 34
mcs30_m2Dr2_s60_AB02 1560 40 109 27
mcs30_m2Dr2_s60_AB03 432 3087 3059 4538
mcs30_m2Dr2_s60_AB04 1072 184031 1656 186003
mcs30_m2Dr2_s60_AB05 1224 115 842 108
mcs30_m2Dr2_s60_AB06 423 5086 3340 4982
mcs30_m2Dr2_s60_AB07 980 2545 2519 321
mcs30_m2Dr2_s60_AB08 145 598 106 553
mcs30_m2Dr2_s60_AB09 79770 2634 54407 2742
mcs30_m2Dr2_s70_AB00 19 3391 3342 221
mcs30_m2Dr2_s70_AB01 2237 10014 10040 165213
mcs30_m2Dr2_s70_AB02 204 3799 3739 821
mcs30_m2Dr2_s70_AB03 10280 21432 21392 11490
mcs30_m2Dr2_s70_AB04 10848 88502 88404 4282
mcs30_m2Dr2_s70_AB05 3155 6414 48734 6405
mcs30_m2Dr2_s70_AB06 785 12586 93806 12709
mcs30_m2Dr2_s70_AB07 138579 93902 18254 93804
mcs30_m2Dr2_s70_AB08 3090 44472 44477 4837
mcs30_m2Dr2_s70_AB09 5895 33976 33743 110180
mcs30_m2Dr2_s80_AB00 40287 1000000 1000000 1000000
mcs30_m2Dr2_s80_AB01 1000000 526456 526468 98716
mcs30_m2Dr2_s80_AB02 234627 1000000 1000000 900703
mcs30_m2Dr2_s80_AB03 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s80_AB04 232776 1000000 1000000 533698
mcs30_m2Dr2_s80_AB05 1000000 490456 1000000 493231
mcs30_m2Dr2_s80_AB06 193 52697 52652 42690
mcs30_m2Dr2_s80_AB07 1000000 257047 1000000 246711
mcs30_m2Dr2_s80_AB08 2337 1000000 1000000 264
mcs30_m2Dr2_s80_AB09 690927 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB00 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB01 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB02 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB03 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB04 1000000 1000000 1000000 646016
mcs30_m2Dr2_s90_AB05 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB06 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB07 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB08 1000000 1000000 1000000 1000000
mcs30_m2Dr2_s90_AB09 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s100_AB00 104557 67195 67372 29861
mcs30_m2Dr4_s100_AB01 1000000 80889 122603 81561
mcs30_m2Dr4_s100_AB02 1000000 1000000 1000000 600250
mcs30_m2Dr4_s100_AB03 114742 299977 289344 1348
mcs30_m2Dr4_s100_AB04 8790 17259 16971 54020
mcs30_m2Dr4_s100_AB05 2756 13177 13156 4545
mcs30_m2Dr4_s100_AB06 385196 10144 10117 17403
mcs30_m2Dr4_s100_AB07 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s100_AB08 22528 7378 7317 7737
mcs30_m2Dr4_s100_AB09 12615 44684 44119 6058
mcs30_m2Dr4_s30_AB00 5 9 6 9
mcs30_m2Dr4_s30_AB01 3 12 15 12
mcs30_m2Dr4_s30_AB02 2 8 5 8
mcs30_m2Dr4_s30_AB03 2 8 6 8
mcs30_m2Dr4_s30_AB04 4 7 5 7
mcs30_m2Dr4_s30_AB05 2 7 4 7
mcs30_m2Dr4_s30_AB06 3 11 9 11
mcs30_m2Dr4_s30_AB07 2 10 5 9
mcs30_m2Dr4_s30_AB08 2 8 5 8
mcs30_m2Dr4_s30_AB09 3 12 10 12
mcs30_m2Dr4_s50_AB00 1504 89899 90509 36470
mcs30_m2Dr4_s50_AB01 5463 6137 6129 4161
mcs30_m2Dr4_s50_AB02 111466 30947 30915 103185
mcs30_m2Dr4_s50_AB03 19388 40172 40359 488
mcs30_m2Dr4_s50_AB04 123568 112194 25487 112550
mcs30_m2Dr4_s50_AB05 548 29581 4572 28356
mcs30_m2Dr4_s50_AB06 12898 1144 9049 915
mcs30_m2Dr4_s50_AB07 2449 7621 5225 7551
mcs30_m2Dr4_s50_AB08 162 12313 12389 5153
mcs30_m2Dr4_s50_AB09 2841 1011 27649 1129
mcs30_m2Dr4_s60_AB00 495 256 1461 232
mcs30_m2Dr4_s60_AB01 52 160 156 181
mcs30_m2Dr4_s60_AB02 252 256 270 326
mcs30_m2Dr4_s60_AB03 33 305 303 142
mcs30_m2Dr4_s60_AB04 27148 3932 3701 466
mcs30_m2Dr4_s60_AB05 22666 6808 6896 803
mcs30_m2Dr4_s60_AB06 5326 2093 1736 2067
mcs30_m2Dr4_s60_AB07 405 92 622 91
mcs30_m2Dr4_s60_AB08 236 371 290 507
mcs30_m2Dr4_s60_AB09 179 278 407 235
mcs30_m2Dr4_s70_AB00 70906 7999 45814 8008
mcs30_m2Dr4_s70_AB01 550 32415 32451 2967
mcs30_m2Dr4_s70_AB02 8901 34184 34308 327
mcs30_m2Dr4_s70_AB03 146 1278 1269 445
mcs30_m2Dr4_s70_AB04 9237 308 53334 410
mcs30_m2Dr4_s70_AB05 993 28447 28412 27938
mcs30_m2Dr4_s70_AB06 2659 12764 12739 12141
mcs30_m2Dr4_s70_AB07 799 5863 5932 2745
mcs30_m2Dr4_s70_AB08 950 31432 30781 3734
mcs30_m2Dr4_s70_AB09 20020 21927 22044 48641
mcs30_m2Dr4_s80_AB00 72245 1000000 1000000 70825
mcs30_m2Dr4_s80_AB01 1000000 297741 632650 295250
mcs30_m2Dr4_s80_AB02 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s80_AB03 372363 1000000 1000000 1000000
mcs30_m2Dr4_s80_AB04 511100 757279 758345 27719
mcs30_m2Dr4_s80_AB05 125581 1000000 920295 1000000
mcs30_m2Dr4_s80_AB06 1000000 668560 671031 97001
mcs30_m2Dr4_s80_AB07 1000000 827112 1000000 824628
mcs30_m2Dr4_s80_AB08 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s80_AB09 292962 1000000 1000000 14255
mcs30_m2Dr4_s90_AB00 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB01 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB02 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB03 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB04 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB05 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB06 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB07 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB08 1000000 1000000 1000000 1000000
mcs30_m2Dr4_s90_AB09 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s100_AB00 585531 32985 320575 32978
mcs30_m2Dr6_s100_AB01 33428 6645 6620 681020
mcs30_m2Dr6_s100_AB02 595 257316 256598 123784
mcs30_m2Dr6_s100_AB03 72644 202062 201214 118301
mcs30_m2Dr6_s100_AB04 322400 64840 64880 280831
mcs30_m2Dr6_s100_AB05 10381 10492 10530 26188
mcs30_m2Dr6_s100_AB06 24794 165793 165660 18620
mcs30_m2Dr6_s100_AB07 116380 44900 45065 7384
mcs30_m2Dr6_s100_AB08 6562 78837 78670 1107
mcs30_m2Dr6_s100_AB09 48609 21671 41517 21739
mcs30_m2Dr6_s30_AB00 2 9 4 9
mcs30_m2Dr6_s30_AB01 2 11 5 11
mcs30_m2Dr6_s30_AB02 2 4 5 6
mcs30_m2Dr6_s30_AB03 2 9 4 9
mcs30_m2Dr6_s30_AB04 1 7 4 7
mcs30_m2Dr6_s30_AB05 3 9 9 13
mcs30_m2Dr6_s30_AB06 1 8 5 6
mcs30_m2Dr6_s30_AB07 2 6 4 6
mcs30_m2Dr6_s30_AB08 2 5 7 8
mcs30_m2Dr6_s30_AB09 3 8 10 8
mcs30_m2Dr6_s50_AB00 270 12856 8969 12934
mcs30_m2Dr6_s50_AB01 763 5967 5957 23069
mcs30_m2Dr6_s50_AB02 1672 364 20106 378
mcs30_m2Dr6_s50_AB03 4724 3186 29637 3157
mcs30_m2Dr6_s50_AB04 90 531 8544 501
mcs30_m2Dr6_s50_AB05 18793 4653 62497 4897
mcs30_m2Dr6_s50_AB06 1715 1157 8817 1121
mcs30_m2Dr6_s50_AB07 17448 71139 71121 184957
mcs30_m2Dr6_s50_AB08 122277 16426 135590 16565
mcs30_m2Dr6_s50_AB09 1318 5041 4934 4996
mcs30_m2Dr6_s60_AB00 38 52 259 52
mcs30_m2Dr6_s60_AB01 56 121 117 133
mcs30_m2Dr6_s60_AB02 281 1512 2595 1551
mcs30_m2Dr6_s60_AB03 203 321 409 321
mcs30_m2Dr6_s60_AB04 72 35 123 52
mcs30_m2Dr6_s60_AB05 51 727 725 198
mcs30_m2Dr6_s60_AB06 3060 43 213 28
mcs30_m2Dr6_s60_AB07 27 217 237 438
mcs30_m2Dr6_s60_AB08 102 170 109 168
mcs30_m2Dr6_s60_AB09 2099 506 651 513
mcs30_m2Dr6_s70_AB00 4972 8510 8457 4856
mcs30_m2Dr6_s70_AB01 41 35610 35350 107
mcs30_m2Dr6_s70_AB02 1059 29465 29451 8541
mcs30_m2Dr6_s70_AB03 606 84585 83345 705
mcs30_m2Dr6_s70_AB04 1940 12121 12093 1510
mcs30_m2Dr6_s70_AB05 1650 37643 37461 4405
mcs30_m2Dr6_s70_AB06 224 3434 3404 1675
mcs30_m2Dr6_s70_AB07 1154 48134 99339 47945
mcs30_m2Dr6_s70_AB08 1148 691 1099 646
mcs30_m2Dr6_s70_AB09 15586 35090 34867 65765
mcs30_m2Dr6_s80_AB00 15080 255253 668880 256783
mcs30_m2Dr6_s80_AB01 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s80_AB02 807795 1000000 1000000 491694
mcs30_m2Dr6_s80_AB03 208425 1000000 1000000 1000000
mcs30_m2Dr6_s80_AB04 496083 1000000 1000000 1000000
mcs30_m2Dr6_s80_AB05 632567 904562 907225 67435
mcs30_m2Dr6_s80_AB06 81963 517324 516919 24380
mcs30_m2Dr6_s80_AB07 1000000 1000000 1000000 183592
mcs30_m2Dr6_s80_AB08 186196 1000000 1000000 1000000
mcs30_m2Dr6_s80_AB09 14861 938260 267644 944627
mcs30_m2Dr6_s90_AB00 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s90_AB01 1000000 1000000 1000000 823804
mcs30_m2Dr6_s90_AB02 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s90_AB03 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s90_AB04 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s90_AB05 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s90_AB06 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s90_AB07 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s90_AB08 1000000 1000000 1000000 1000000
mcs30_m2Dr6_s90_AB09 1000000 1000000 1000000 1000000
mcs30_m3D_s100_AB00 598310 681064 680006 85769
mcs30_m3D_s100_AB01 195956 1000000 1000000 1000000
mcs30_m3D_s100_AB02 408656 168050 168351 48819
mcs30_m3D_s100_AB03 21755 165440 165214 22571
mcs30_m3D_s100_AB04 17647 78430 78383 50224
mcs30_m3D_s100_AB05 1000000 1000000 1000000 729848
mcs30_m3D_s100_AB06 7758 73958 73916 26998
mcs30_m3D_s100_AB07 76467 8791 8771 15226
mcs30_m3D_s100_AB08 157269 36512 230858 36527
mcs30_m3D_s100_AB09 206712 47899 48229 61901
mcs30_m3D_s25_AB00 8 17 19 18
mcs30_m3D_s25_AB01 4 20 16 14
mcs30_m3D_s25_AB02 4 25 15 25
mcs30_m3D_s25_AB03 4 25 13 25
mcs30_m3D_s25_AB04 4 11 10 11
mcs30_m3D_s25_AB05 8 16 15 15
mcs30_m3D_s25_AB06 3 13 13 13
mcs30_m3D_s25_AB07 6 11 15 11
mcs30_m3D_s25_AB08 10 26 23 18
mcs30_m3D_s25_AB09 5 18 16 18
mcs30_m3D_s30_AB00 2 7 3 4
mcs30_m3D_s30_AB01 2 6 7 6
mcs30_m3D_s30_AB02 1 4 4 7
mcs30_m3D_s30_AB03 3 13 8 12
mcs30_m3D_s30_AB04 2 7 6 7
mcs30_m3D_s30_AB05 3 5 3 5
mcs30_m3D_s30_AB06 2 7 5 7
mcs30_m3D_s30_AB07 1 4 3 6
mcs30_m3D_s30_AB08 3 6 7 6
mcs30_m3D_s30_AB09 2 4 4 6
mcs30_m3D_s40_AB00 72 63 42 63
mcs30_m3D_s40_AB01 50 72 219 71
mcs30_m3D_s40_AB02 26 19 19 19
mcs30_m3D_s40_AB03 99 184 381 215
mcs30_m3D_s40_AB04 24 23 51 16
mcs30_m3D_s40_AB05 21 23 44 23
mcs30_m3D_s40_AB06 19 190 25 167
mcs30_m3D_s40_AB07 61 308 280 313
mcs30_m3D_s40_AB08 212 105 122 78
mcs30_m3D_s40_AB09 73 164 292 208
mcs30_m3D_s70_AB00 1368 11736 11728 1663
mcs30_m3D_s70_AB01 122 1005 1000 8453
mcs30_m3D_s70_AB02 195 2987 2910 8955
mcs30_m3D_s70_AB03 184 18502 18424 131856
mcs30_m3D_s70_AB04 954 11047 11021 3665
mcs30_m3D_s70_AB05 4849 15276 15260 2616
mcs30_m3D_s70_AB06 184 24542 24619 63909
mcs30_m3D_s70_AB07 2373 14188 14093 482171
mcs30_m3D_s70_AB08 445 8861 8869 73004
mcs30_m3D_s70_AB09 99413 4705 16495 4739
mcs30_m3D_s80_AB00 210113 1000000 1000000 471606
mcs30_m3D_s80_AB01 76613 227016 227142 238334
mcs30_m3D_s80_AB02 227341 1000000 1000000 1000000
mcs30_m3D_s80_AB03 35912 139847 139968 9811
mcs30_m3D_s80_AB04 170083 5344 292270 5273
mcs30_m3D_s80_AB05 1000000 1000000 1000000 993883
mcs30_m3D_s80_AB06 1000000 1000000 1000000 1000000
mcs30_m3D_s80_AB07 61385 1000000 1000000 21133
mcs30_m3D_s80_AB08 328050 351352 351484 123384
mcs30_m3D_s80_AB09 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB00 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB01 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB02 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB03 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB04 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB05 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB06 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB07 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB08 1000000 1000000 1000000 1000000
mcs30_m3D_s90_AB09 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s100_AB00 4720 58112 57911 43579
mcs30_m3Dr2_s100_AB01 1988 3306 3349 3676
mcs30_m3Dr2_s100_AB02 164140 189933 189363 3559
mcs30_m3Dr2_s100_AB03 24429 91594 91652 10194
mcs30_m3Dr2_s100_AB04 819163 234605 235921 265629
mcs30_m3Dr2_s100_AB05 10595 6592 6593 36101
mcs30_m3Dr2_s100_AB06 125903 85113 85466 148161
mcs30_m3Dr2_s100_AB07 117600 48237 48008 3979
mcs30_m3Dr2_s100_AB08 29890 56177 55974 20550
mcs30_m3Dr2_s100_AB09 37273 532 5451 499
mcs30_m3Dr2_s25_AB00 3 15 10 15
mcs30_m3Dr2_s25_AB01 4 16 16 25
mcs30_m3Dr2_s25_AB02 6 21 22 14
mcs30_m3Dr2_s25_AB03 5 14 17 14
mcs30_m3Dr2_s25_AB04 4 16 16 24
mcs30_m3Dr2_s25_AB05 5 29 10 29
mcs30_m3Dr2_s25_AB06 4 12 14 12
mcs30_m3Dr2_s25_AB07 5 16 13 17
mcs30_m3Dr2_s25_AB08 10 20 18 14
mcs30_m3Dr2_s25_AB09 4 21 17 21
mcs30_m3Dr2_s30_AB00 3 8 8 5
mcs30_m3Dr2_s30_AB01 2 6 4 6
mcs30_m3Dr2_s30_AB02 2 8 7 5
mcs30_m3Dr2_s30_AB03 2 9 8 9
mcs30_m3Dr2_s30_AB04 3 10 7 10
mcs30_m3Dr2_s30_AB05 1 5 6 5
mcs30_m3Dr2_s30_AB06 3 10 8 10
mcs30_m3Dr2_s30_AB07 3 21 9 14
mcs30_m3Dr2_s30_AB08 2 7 4 7
mcs30_m3Dr2_s30_AB09 2 5 4 5
mcs30_m3Dr2_s40_AB00 49 54 60 53
mcs30_m3Dr2_s40_AB01 63 33 154 48
mcs30_m3Dr2_s40_AB02 544 46 143 46
mcs30_m3Dr2_s40_AB03 184 84 357 83
mcs30_m3Dr2_s40_AB04 41 26 43 26
mcs30_m3Dr2_s40_AB05 106 21 159 31
mcs30_m3Dr2_s40_AB06 13 65 42 48
mcs30_m3Dr2_s40_AB07 38 74 110 74
mcs30_m3Dr2_s40_AB08 97 48 86 47
mcs30_m3Dr2_s40_AB09 33 36 39 36
mcs30_m3Dr2_s70_AB00 294 961 936 8542
mcs30_m3Dr2_s70_AB01 919 12236 12163 4092
mcs30_m3Dr2_s70_AB02 2399 5905 5847 177413
mcs30_m3Dr2_s70_AB03 376 3362 3348 2894
mcs30_m3Dr2_s70_AB04 893 4965 4932 26950
mcs30_m3Dr2_s70_AB05 13341 9844 9786 5354
mcs30_m3Dr2_s70_AB06 141 5648 5655 4878
mcs30_m3Dr2_s70_AB07 243 451 428 1088
mcs30_m3Dr2_s70_AB08 33345 76039 48015 75795
mcs30_m3Dr2_s70_AB09 307 9656 9598 6838
mcs30_m3Dr2_s80_AB00 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s80_AB01 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s80_AB02 11494 574176 573095 41994
mcs30_m3Dr2_s80_AB03 1283 1000000 1000000 81817
mcs30_m3Dr2_s80_AB04 57917 175274 151668 173906
mcs30_m3Dr2_s80_AB05 178158 1000000 1000000 1000000
mcs30_m3Dr2_s80_AB06 13369 1000000 552475 1000000
mcs30_m3Dr2_s80_AB07 8058 211445 212418 101325
mcs30_m3Dr2_s80_AB08 309476 33034 33019 26761
mcs30_m3Dr2_s80_AB09 11256 740103 742988 1000000
mcs30_m3Dr2_s90_AB00 476578 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB01 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB02 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB03 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB04 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB05 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB06 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB07 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB08 1000000 1000000 1000000 1000000
mcs30_m3Dr2_s90_AB09 1000000 239019 1000000 239298
mcs30_m3Dr4_s100_AB00 18505 14225 14283 31802
mcs30_m3Dr4_s100_AB01 29482 3436 3472 12575
mcs30_m3Dr4_s100_AB02 20205 110038 109840 226536
mcs30_m3Dr4_s100_AB03 103609 24974 24707 108245
mcs30_m3Dr4_s100_AB04 5070 6584 6577 504
mcs30_m3Dr4_s100_AB05 41337 124718 125631 1000000
mcs30_m3Dr4_s100_AB06 8671 12193 12021 909
mcs30_m3Dr4_s100_AB07 2897 48477 48383 15860
mcs30_m3Dr4_s100_AB08 212804 23951 34771 23915
mcs30_m3Dr4_s100_AB09 8733 40890 41007 7980
mcs30_m3Dr4_s25_AB00 2 13 13 12
mcs30_m3Dr4_s25_AB01 3 15 15 11
mcs30_m3Dr4_s25_AB02 4 14 14 20
mcs30_m3Dr4_s25_AB03 3 10 9 15
mcs30_m3Dr4_s25_AB04 5 19 15 28
mcs30_m3Dr4_s25_AB05 4 18 17 18
mcs30_m3Dr4_s25_AB06 3 17 10 17
mcs30_m3Dr4_s25_AB07 4 16 11 13
mcs30_m3Dr4_s25_AB08 4 15 15 21
mcs30_m3Dr4_s25_AB09 2 11 10 15
mcs30_m3Dr4_s30_AB00 2 10 6 9
mcs30_m3Dr4_s30_AB01 4 11 7 7
mcs30_m3Dr4_s30_AB02 2 9 4 9
mcs30_m3Dr4_s30_AB03 5 8 5 7
mcs30_m3Dr4_s30_AB04 1 5 3 4
mcs30_m3Dr4_s30_AB05 2 8 5 5
mcs30_m3Dr4_s30_AB06 2 7 7 7
mcs30_m3Dr4_s30_AB07 2 7 6 7
mcs30_m3Dr4_s30_AB08 2 7 4 7
mcs30_m3Dr4_s30_AB09 1 6 4 6
mcs30_m3Dr4_s40_AB00 18 113 67 93
mcs30_m3Dr4_s40_AB01 124 22 67 22
mcs30_m3Dr4_s40_AB02 114 112 66 114
mcs30_m3Dr4_s40_AB03 75 57 160 57
mcs30_m3Dr4_s40_AB04 34 28 78 28
mcs30_m3Dr4_s40_AB05 26 79 50 79
mcs30_m3Dr4_s40_AB06 37 78 94 65
mcs30_m3Dr4_s40_AB07 38 258 172 259
mcs30_m3Dr4_s40_AB08 102 296 292 138
mcs30_m3Dr4_s40_AB09 48 99 65 99
mcs30_m3Dr4_s70_AB00 129 5053 5065 3226
mcs30_m3Dr4_s70_AB01 286 1380 1383 142
mcs30_m3Dr4_s70_AB02 205 9645 9487 3628
mcs30_m3Dr4_s70_AB03 369 4326 4322 9105
mcs30_m3Dr4_s70_AB04 50 557 523 205
mcs30_m3Dr4_s70_AB05 350 3070 3056 2121
mcs30_m3Dr4_s70_AB06 1797 4246 4218 11876
mcs30_m3Dr4_s70_AB07 1539 5827 5801 5771
mcs30_m3Dr4_s70_AB08 46 4611 4604 542
mcs30_m3Dr4_s70_AB09 4582 724 713 3272
mcs30_m3Dr4_s80_AB00 560150 804679 803600 1000000
mcs30_m3Dr4_s80_AB01 341 59359 59245 607
mcs30_m3Dr4_s80_AB02 881595 374325 370728 157938
mcs30_m3Dr4_s80_AB03 52287 387858 386874 1000000
mcs30_m3Dr4_s80_AB04 47659 211696 212088 6968
mcs30_m3Dr4_s80_AB05 524347 717514 711136 357465
mcs30_m3Dr4_s80_AB06 23456 171582 171385 577547
mcs30_m3Dr4_s80_AB07 34206 89815 365993 90358
mcs30_m3Dr4_s80_AB08 433 376570 376514 11757
mcs30_m3Dr4_s80_AB09 4395 173669 172305 33466
mcs30_m3Dr4_s90_AB00 1000000 1000000 1000000 1000000
mcs30_m3Dr4_s90_AB01 648065 1000000 1000000 1000000
mcs30_m3Dr4_s90_AB02 1000000 1000000 1000000 1000000
mcs30_m3Dr4_s90_AB03 1000000 1000000 1000000 1000000
mcs30_m3Dr4_s90_AB04 1000000 1000000 1000000 1000000
mcs30_m3Dr4_s90_AB05 1000000 1000000 1000000 1000000
mcs30_m3Dr4_s90_AB06 1000000 1000000 1000000 1000000
mcs30_m3Dr4_s90_AB07 290289 1000000 1000000 1000000
