instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped-D mcsplit-smart-swapped-O mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped-D mcsplit-b-smart-swapped-O mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped-D mcsplit-nosort-smart-swapped-O
r-371 22 0.25974 34 0.124777 28347 1415754 28347 28347 1158263 58946 29491 1911058 29491 29491 191931 628891 191931 191931
r-215 24 0.057971 46 0.203865 19139193 2545437 2545437 19139193 7521483 14510075 18211195 1699492 1699492 18211195 -1 -1 -1 -1
r-498 39 0.939271 45 0.521212 33028231 916653 916653 33028231 2822995 13209576 55980112 1463659 1463659 55980112 49117452 23537950 23537950 49117452
r-710 37 0.813814 32 0.590726 54389614 5300608 5300608 5300608 53350366 7646721 107719413 9028931 9028931 9028931 28868403 84270784 84270784 84270784
r-929 34 0.803922 42 0.400697 1832445 2057593 2057593 1832445 5311819 1634386 2466953 3012411 3012411 2466953 11001003 18403685 18403685 11001003
r-112 13 0.128205 18 0.620915 1098 163 163 1098 168 697 1649 183 183 1649 2427 1062 1062 2427
r-293 16 0.566667 26 0 1404 2018698 1404 1404 1992741 1404 1000 2189264 1000 1000 851082 1992877 851082 851082
r-324 47 0.894542 45 0.515152 -1 10509725 10509725 10509725 -1 15463378 -1 18960655 18960655 18960655 -1 -1 -1 -1
r-444 50 0.331429 23 0.478261 42988819 21148580 21148580 21148580 44337493 22362211 -1 36088844 36088844 36088844 21962856 30658783 30658783 30658783
r-678 22 0.324675 24 0.438406 748054 325805 325805 748054 422163 555845 1389725 533270 533270 1389725 507028 515968 515968 507028
r-611 38 0.189189 23 0.818182 8167 26025 8167 26025 10632 23231 7648 42367 7648 42367 58110 83127 58110 83127
r-259 44 0.209302 39 0.423752 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-415 17 0.154412 29 0.726601 8542 3195 3195 8542 4963 6185 6303 4167 4167 6303 4634 5398 5398 4634
r-629 25 0.703333 38 0.755334 6402675 37540764 6402675 6402675 34768615 8378403 9601151 61893231 9601151 9601151 20935408 13358133 20935408 20935408
r-209 11 0.636364 26 0.729231 1012 4193 1012 1012 3905 1026 1107 4393 1107 1107 1219 3067 1219 1219
r-182 27 0.666667 28 0.989418 11117 -1 11117 11117 -1 9261 16123 -1 16123 16123 9629402 -1 9629402 9629402
r-585 29 0.0960591 34 0.741533 22910 8176 8176 22910 18939 11990 40323 8810 8810 40323 30321 31364 31364 30321
r-137 45 0.290909 42 0.593496 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-562 30 0.432184 24 0.376812 753660 4125909 753660 4125909 830285 3586467 1138797 7720868 1138797 7720868 4709741 5123558 4709741 5123558
r-796 12 0.212121 30 0.873563 530 351 530 530 361 652 912 213 912 912 1022 989 1022 1022
r-65 48 0.307624 14 0.67033 13585 118625 118625 118625 14401 100292 16144 156590 156590 156590 246405 164459 164459 164459
r-277 19 0.385965 36 0.509524 2193474 580229 580229 2193474 727625 2040061 3176695 862622 862622 3176695 2303798 1213711 1213711 2303798
r-594 39 0.0350877 48 0.853723 13660 6220 6220 13660 8067 10087 42229 10216 10216 42229 12666 38882 38882 12666
r-429 50 0.0914286 31 0.989247 138 6412 138 6412 54 2973 883 17394 883 17394 3302 6234 3302 6234
r-441 23 0.517787 31 0.423656 3397025 2811492 3397025 3397025 2997448 2754739 5591540 4688850 5591540 5591540 4696847 3080407 4696847 4696847
r-606 27 0.421652 14 0.813187 2571 24924 2571 24924 5728 20039 1724 33556 1724 33556 33753 50892 33753 50892
r-969 35 0.776471 31 0.28172 25353 370234 370234 370234 38799 223568 23321 386894 386894 386894 1157148 923116 923116 923116
r-695 11 0.490909 49 0.854592 2625 1122 2625 2625 1188 3257 3245 1032 3245 3245 12993 13151 12993 12993
r-737 28 0.452381 14 0.197802 13956 138035 13956 138035 20682 123639 15546 196551 15546 196551 50000 83822 50000 83822
r-346 30 0.554023 13 0.423077 8213 52910 8213 52910 9231 51390 6959 66203 6959 66203 62849 70868 62849 70868
r-762 31 0.191398 46 0.50628 38595657 13226504 13226504 38595657 27801311 23181925 -1 18185082 18185082 -1 69827588 57989375 57989375 69827588
r-341 32 0.715726 46 0.814493 32431191 -1 32431191 32431191 -1 40830831 49298948 -1 49298948 49298948 -1 -1 -1 -1
r-9 36 0.871429 13 0.230769 2554 2496 2496 2496 2554 2186 121 2918 2918 2918 5261 5120 5120 5120
r-766 17 0.198529 31 0.627957 56835 3581 3581 56835 9204 36545 83075 3706 3706 83075 80471 116363 116363 80471
r-519 25 0.913333 27 0.290598 22038 2678 2678 22038 8030 6857 21702 3237 3237 21702 24159 3382 3382 24159
r-148 14 0.340659 29 0.152709 4307 26752 4307 4307 24221 4476 5512 36425 5512 5512 31751 10069 31751 31751
r-468 24 0.264493 38 0.0938834 172051 4877455 172051 172051 3901560 329891 229805 7077910 229805 229805 338496 6968601 338496 338496
r-749 38 0.415363 31 0.262366 26430417 -1 26430417 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-387 15 0.314286 23 0.193676 5775 21278 5775 5775 18843 6457 6297 28451 6297 6297 3802 2474 3802 3802
r-920 19 0.783626 29 0.337438 28551 10117 10117 28551 11675 21976 32944 9289 9289 32944 94901 48646 48646 94901
r-377 28 0.351852 20 0.621053 60345 198467 198467 198467 77189 151624 82630 309003 309003 309003 295522 395410 395410 395410
r-833 33 0.511364 46 0.404831 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-644 40 0.935897 10 0.933333 89 337 337 337 89 337 84 190 190 190 94 365 365 365
r-945 12 0.439394 38 0.761024 13919 1984 13919 13919 2338 14617 17674 2075 17674 17674 19095 6241 19095 19095
r-946 12 0.409091 11 0.527273 426 844 844 844 498 668 435 172 172 172 418 967 967 967
r-179 39 0.623482 22 0.640693 8610381 7012007 8610381 7012007 8929130 6902278 15029149 11784999 15029149 11784999 7713890 11807222 7713890 11807222
r-790 17 0.0220588 47 0.728955 107195 2009 2009 107195 8470 24813 185852 2318 2318 185852 120225 1263 1263 120225
r-119 49 0.422619 33 0.503788 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-682 20 0.631579 43 0.908084 11394 632813 11394 11394 485240 14703 14358 966160 14358 14358 384136 208871 384136 384136
r-530 28 0.0714286 22 0.251082 1208237 6905 6905 6905 1162760 11157 1438864 8097 8097 8097 4469402 73998 73998 73998
r-806 40 0.766667 13 0.653846 24818 4999 4999 4999 25288 5497 28499 5492 5492 5492 12433 14542 14542 14542
r-972 42 0.578397 50 0.578776 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-355 25 0.493333 22 0.164502 23644 317744 23644 317744 47939 220425 33561 579131 33561 579131 79338 147140 79338 147140
r-495 27 0.974359 18 0.320261 10373 453 453 453 10581 263 13367 669 669 669 10923 731 731 731
r-599 45 0.682828 22 0.571429 12497710 4248382 4248382 4248382 12879814 4560685 22600395 6861215 6861215 6861215 7856406 16016033 16016033 16016033
r-839 44 0.946089 32 0.0826613 2725 1255 1255 1255 2766 1061 3732 2557 2557 2557 5908 2089 2089 2089
r-163 25 0.336667 11 0.0727273 2603 11333 2603 11333 4261 11525 2073 10710 2073 10710 81501 50598 81501 50598
r-161 49 0.381803 13 0.448718 132251 68397 68397 68397 134724 70873 151619 76023 76023 76023 230072 47424 47424 47424
r-932 24 0.818841 14 0.373626 616 2793 2793 2793 634 1640 188 987 987 987 288 3810 3810 3810
r-400 32 0.800403 34 0.618538 62704016 3110891 3110891 62704016 4663334 47099856 113881491 4805637 4805637 113881491 43692493 32057164 32057164 43692493
r-96 35 0.183193 47 0.73543 785050 157124 157124 785050 496184 421942 834516 199197 199197 834516 2416423 3449062 3449062 2416423
r-991 16 0.683333 21 0.838095 641 7407 641 641 6198 759 748 11030 748 748 20348 8191 20348 20348
r-702 28 0.653439 49 0.105442 137121 82986 137121 137121 108847 65171 118601 58809 118601 118601 324714 606242 324714 324714
r-287 43 0.985604 44 0.112051 8998 293 293 8998 356 4320 25285 1795 1795 25285 10059 115 115 10059
r-618 38 0.3101 39 0.738192 1396456 1995450 1396456 1396456 2751262 1206098 1925633 2659623 1925633 1925633 14321359 7763381 14321359 14321359
r-286 20 0.394737 41 0.354878 2571942 6588358 2571942 2571942 6135825 2573152 3690042 11133152 3690042 3690042 4273930 2325902 4273930 4273930
r-305 37 0.714715 47 0.223867 3676959 946393 3676959 3676959 1196107 2136302 6535152 1466765 6535152 6535152 17956097 8688952 17956097 17956097
r-454 47 0.548566 25 0.243333 2924567 9792435 2924567 9792435 3786765 8176637 4175196 15571284 4175196 15571284 9512106 29144100 9512106 29144100
r-229 36 0.326984 29 0.0295567 364919 -1 364919 -1 92967090 16809736 436949 -1 436949 -1 31054526 -1 31054526 -1
r-449 26 0.538462 48 0.554965 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-756 31 0.322581 34 0.518717 16051753 8125009 8125009 16051753 11345343 14797675 27611173 11557305 11557305 27611173 19176987 26921518 26921518 19176987
r-206 38 0.523471 36 0.84127 2173134 60943653 2173134 60943653 3061292 43773731 3649678 118431171 3649678 118431171 6705612 11098331 6705612 11098331
r-332 21 0.0857143 31 0.249462 9585863 310573 310573 9585863 943821 5780846 11246308 403166 403166 11246308 10739832 16173278 16173278 10739832
r-128 41 0.459756 18 0.588235 991988 2262199 991988 2262199 1061679 2113910 1442487 3353174 1442487 3353174 2596669 4217486 2596669 4217486
r-203 46 0.974879 13 0.923077 59 237 237 237 59 237 92 237 237 237 112 463 463 463
r-857 28 0.55291 37 0.328829 6628811 4024871 6628811 6628811 4792602 5592485 11074428 6275025 11074428 11074428 11767641 16795670 11767641 11767641
r-396 31 0.784946 43 0.93134 443692 -1 443692 443692 -1 689102 114340 -1 114340 114340 14171435 -1 14171435 14171435
r-511 30 0.393103 12 0.636364 1051 26595 1051 26595 1035 23720 347 32470 347 32470 16632 40191 16632 40191
r-837 16 0.325 46 0.782609 60154 20114 60154 60154 24602 52002 81440 5675 81440 81440 196928 25232 196928 196928
r-634 28 0.298942 40 0.371795 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 80106303 -1 -1 80106303
r-303 45 0.436364 47 0.922294 257561 9763195 257561 257561 11749219 101349 185518 14184611 185518 185518 2345005 13276085 2345005 2345005
r-866 13 0.730769 35 0.137815 1231 438 1231 1231 544 1099 1649 518 1649 1649 3464 527 3464 3464
r-156 22 0.627706 40 0.764103 756985 5044734 756985 756985 4498156 1094657 1162315 8220823 1162315 1162315 5815559 2961640 5815559 5815559
r-70 20 0.394737 42 0.0429733 8248 2397030 8248 8248 2358048 13047 11994 2600588 11994 11994 1438520 1840085 1438520 1438520
r-192 34 0.532977 31 0.683871 11274652 83445281 11274652 83445281 17218298 64652958 19620389 -1 19620389 -1 65547856 55706845 65547856 55706845
r-880 31 0.533333 13 0.153846 4784 36544 4784 36544 7598 30655 6428 49154 6428 49154 52773 53408 52773 53408
r-89 12 0.121212 43 0.513843 67932 8164 8164 67932 9228 66166 62057 762 762 62057 55231 48844 48844 55231
r-284 15 0.552381 44 0.906977 1457 26893 1457 1457 22884 1677 1531 37233 1531 1531 28903 14903 28903 28903
r-714 38 0.762447 45 0.466667 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-638 44 0.0338266 49 0.372449 -1 3569288 3569288 -1 -1 16917945 -1 2796256 2796256 -1 -1 16151556 16151556 -1
r-648 12 0.121212 22 0.155844 78 64 64 78 62 80 67 62 62 67 198 143 143 198
r-91 30 0.942529 40 0.296154 100496 10337 10337 100496 25912 32757 163994 3317 3317 163994 148860 153330 153330 148860
r-388 29 0.317734 23 0.660079 106115 46311 46311 46311 117468 42303 85075 47824 47824 47824 769283 70174 70174 70174
r-700 40 0.921795 27 0.179487 6646 5173 5173 5173 7186 3680 5418 1941 1941 1941 7875 39443 39443 39443
r-997 29 0.568966 34 0.620321 27372136 60097920 27372136 27372136 58207198 27174508 -1 -1 -1 -1 69710426 50369617 69710426 69710426
r-873 18 0.614379 40 0.144872 12707 24479 12707 12707 25478 12439 16501 13120 16501 16501 35951 39842 35951 35951
r-542 15 0.171429 32 0.0141129 1804 -1 1804 1804 -1 1722 1762 -1 1762 1762 -1 -1 -1 -1
r-58 13 0.730769 43 0.974529 587 13454 587 587 12579 1027 775 14379 775 775 12230 4547 12230 12230
r-911 22 0.930736 26 0.692308 834566 9124 9124 834566 27859 156305 926800 2842 2842 926800 5597140 146770 146770 5597140
r-241 39 0.0431849 32 0.810484 14861 4751 4751 4751 16168 1349 13514 4126 4126 4126 9115 7542 7542 7542
r-292 39 0.385965 43 0.836102 1693819 2987505 1693819 1693819 3828232 1115080 2394751 3858906 2394751 2394751 12241607 6871307 12241607 12241607
r-787 14 0.769231 26 0.6 55891 14920 14920 55891 23488 52880 72946 19028 19028 72946 55606 55818 55818 55606
r-925 34 0.463458 32 0.802419 1198755 3264137 1198755 3264137 2549950 1968591 868280 4817685 868280 4817685 9807303 5552922 9807303 5552922
r-334 14 0.549451 45 0.0767677 4914 6818 4914 4914 7489 2755 2326 1791 2326 2326 5132 10932 5132 5132
r-526 32 0.356855 46 0.169082 24206492 -1 24206492 24206492 -1 31885340 37695831 -1 37695831 37695831 -1 -1 -1 -1
r-782 34 0.595365 38 0.411095 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-647 29 0.325123 44 0.483087 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-237 16 0.816667 23 0.620553 50821 13886 13886 50821 24285 39875 71228 17212 17212 71228 37061 63388 63388 37061
r-250 21 0.309524 31 0.449462 2799203 683298 683298 2799203 964132 2611846 4919305 1024857 1024857 4919305 3028819 3022285 3022285 3028819
r-253 30 0.942529 35 0.0235294 196 906 196 196 904 167 1113 1136 1113 1113 856 2148 856 856
r-781 30 0.349425 13 0.5 40057 4529 4529 4529 41641 4326 55644 4149 4149 4149 15558 17978 17978 17978
r-769 15 0.333333 36 0.860317 2845 5572 2845 2845 5930 4558 2128 4210 2128 2128 12976 1609 12976 12976
r-608 30 0.452874 46 0.857971 879196 756139 879196 879196 836065 746414 448761 931355 448761 448761 2477853 1599229 2477853 2477853
r-108 12 0.530303 14 0.659341 1441 2093 1441 1441 1794 1324 1939 2915 1939 1939 2205 801 2205 2205
r-145 28 0.010582 26 0.243077 -1 523646 523646 523646 -1 422890 -1 83342 83342 83342 -1 20335010 20335010 20335010
r-874 22 0.87013 26 0.335385 13252 5432 5432 13252 8873 7112 11086 6695 6695 11086 13882 14705 14705 13882
r-236 17 0.75 43 0.471761 775931 297422 297422 775931 349099 672312 1090024 434097 434097 1090024 1384958 866117 866117 1384958
r-927 14 0.571429 24 0.293478 8544 2199 8544 8544 2770 7009 12050 1049 12050 12050 20141 5428 20141 20141
r-311 16 0.658333 33 0.0132576 78 7088 78 78 7184 105 374 8981 374 374 377 2441 377 377
r-566 39 0.537112 46 0.300483 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-326 10 0.711111 13 0.0128205 51 268 51 51 282 48 99 436 99 99 54 396 54 54
r-650 34 0.755793 49 0.242347 2071630 960510 2071630 2071630 1167791 1676574 3296739 1440299 3296739 3296739 3601300 5577405 3601300 3601300
r-223 30 0.652874 13 0.179487 2650 5784 2650 5784 3033 4755 412 8674 412 8674 8974 20824 8974 20824
r-953 47 0.333025 46 0.517874 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-118 15 0.180952 43 0.264673 146083 135770 135770 146083 131364 146863 140658 114705 114705 140658 190528 75006 75006 190528
r-437 47 0.191489 23 0.667984 88265 119789 119789 119789 119871 126224 127695 177771 177771 177771 291550 922560 922560 922560
r-505 14 0.428571 39 0.519568 330951 93546 93546 330951 100244 322035 418019 81021 81021 418019 458156 263311 263311 458156
r-216 36 0.109524 19 0.842105 1031 3762 3762 3762 1177 2425 1504 2685 2685 2685 3065 10555 10555 10555
r-999 43 0.106312 50 0.706939 1331245 376280 376280 1331245 1027819 894682 904878 343411 343411 904878 1072812 1677124 1677124 1072812
r-750 10 0.155556 30 0.229885 357 82 82 357 366 328 240 93 93 240 90 51 51 90
r-727 21 0.961905 46 0.661836 -1 570725 570725 -1 -1 154802081 -1 404381 404381 -1 -1 -1 -1 -1
r-939 33 0.352273 14 0.637363 2673 40052 40052 40052 3238 33156 2740 50562 50562 50562 16388 87182 87182 87182
r-696 34 0.172906 33 0.632576 460218 323772 323772 323772 620453 183346 704037 350021 350021 350021 756166 542380 542380 542380
r-27 13 0.923077 22 0.294372 2552 547 547 2552 777 923 4417 516 516 4417 4238 388 388 4238
r-588 17 0.661765 35 0.240336 23585 7574 23585 23585 10680 27548 35240 9369 35240 35240 109564 52763 109564 109564
r-171 16 0.358333 40 0.116667 9734 40022 9734 9734 34081 16481 13237 54558 13237 13237 28696 111714 28696 28696
r-988 22 0.450216 44 0.424947 30111329 16228146 30111329 30111329 16236963 29455688 53385382 30830906 53385382 53385382 30342454 22753939 30342454 30342454
r-183 18 0.385621 10 0.955556 192 2572 192 2572 347 1314 64 3844 64 3844 1551 3842 1551 3842
r-621 46 0.817391 17 0.455882 10503 72229 72229 72229 12181 77915 10107 105530 105530 105530 124505 349317 349317 349317
r-68 30 0.97931 30 0.625287 -1 12420 12420 -1 -1 11195 -1 18790 18790 -1 -1 274270 274270 -1
r-639 29 0.105911 31 0.582796 194056 16983 16983 194056 36777 56476 201227 18503 18503 201227 303684 198170 198170 303684
r-187 10 0.488889 45 0.664646 6242 1588 6242 6242 1593 6166 5191 1279 5191 5191 4139 4004 4139 4139
r-828 13 0.0769231 37 0.818318 4732 558 558 4732 832 2144 8698 423 423 8698 5750 1326 1326 5750
r-646 23 0.237154 49 0.966837 1369 19137 1369 1369 19636 1041 2200 23636 2200 2200 3287 18202 3287 3287
r-107 28 0.915344 25 0.773333 2788112 23244 23244 23244 2518026 33699 3477947 29432 29432 29432 4482142 93065 93065 93065
r-47 21 0.933333 46 0.156522 11670 384 384 11670 590 6335 25750 610 610 25750 14616 13169 13169 14616
r-551 28 0.164021 37 0.983483 304 6760 304 304 7048 185 875 8013 875 875 3061 6769 3061 3061
r-433 28 0.798942 49 0.135204 66757 18210 66757 66757 30368 53308 94484 26499 94484 94484 441682 23590 441682 441682
r-579 25 0.556667 29 0.699507 873328 5874515 873328 873328 4840497 921407 1418819 11000294 1418819 1418819 3273774 2958639 3273774 3273774
r-955 10 0.133333 30 0.485057 6965 1818 1818 6965 1975 6841 6826 1602 1602 6826 6356 8142 8142 6356
r-291 22 0.311688 30 0.650575 177522 54414 54414 177522 67600 144875 271708 64643 64643 271708 852543 163179 163179 852543
r-3 10 0.755556 33 0.742424 117 2865 2865 117 156 118 95 2561 2561 95 81 72 72 81
r-660 29 0.0492611 47 0.39963 -1 539533 539533 -1 -1 38060478 -1 871464 871464 -1 -1 24018910 24018910 -1
r-823 25 0.996667 15 0.914286 -1 471 471 471 -1 465 -1 264 264 264 -1 158776771 158776771 158776771
r-8 11 0.581818 32 0.145161 1301 258 1301 1301 236 2202 456 130 456 456 1199 1627 1199 1199
r-191 45 0.709091 41 0.589024 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-38 29 0.96798 27 0.418803 88821 840 840 840 92642 389 126583 600 600 600 151777 31876 31876 31876
r-368 47 0.0342276 47 0.277521 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-32 32 0.0927419 24 0.195652 5676414 115526 115526 115526 5799227 146870 6656115 82849 82849 82849 6323626 238603 238603 238603
r-612 22 0.38961 49 0.644558 7626828 1824860 7626828 7626828 2056275 6707369 12596775 2333500 12596775 12596775 21333394 7664957 21333394 21333394
r-153 47 0.269195 29 0.625616 1984595 9375557 9375557 9375557 2279651 8063450 2979275 16130982 16130982 16130982 12830577 24543155 24543155 24543155
r-178 24 0.561594 28 0.664021 1319168 3285580 1319168 1319168 2864525 1601199 2226843 6347949 2226843 2226843 2714305 1259963 2714305 2714305
r-52 42 0.615563 25 0.0866667 25251 560408 25251 560408 31423 68806 16556 865405 16556 865405 276699 579662 276699 579662
r-29 42 0.997677 33 0.965909 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-871 31 0.436559 45 0.0434343 127868 4663188 127868 127868 4434160 158855 195598 6782569 195598 195598 3184178 13411960 3184178 3184178
r-663 13 0.525641 23 0.462451 14679 5881 14679 14679 7249 13657 19029 7016 19029 19029 19247 11724 19247 19247
r-7 36 0.273016 11 0.854545 1031 7989 1031 7989 1174 5880 287 12307 287 12307 3288 8141 3288 8141
r-361 43 0.404208 46 0.827053 11894781 -1 11894781 11894781 -1 8160356 -1 -1 -1 -1 25291164 -1 25291164 25291164
r-743 19 0.526316 11 0.309091 275 4386 275 4386 265 4286 44 5491 44 5491 2960 2882 2960 2882
r-775 10 0.0666667 29 0.1133 99 47 47 99 47 99 99 66 66 99 138 49 49 138
r-567 31 0.0215054 46 0.913043 3955 244 244 3955 246 1560 7832 848 848 7832 3375 2905 2905 3375
r-563 30 0.6 10 0.422222 1147 4341 4341 4341 1201 4286 1331 4363 4363 4363 2540 5677 5677 5677
r-349 39 0.481781 43 0.370986 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-949 18 0.54902 25 0.386667 179858 54624 179858 179858 63872 154889 275174 76506 275174 275174 225120 108515 225120 225120
r-616 23 0.940711 19 0.918129 9081285 20092 20092 20092 8628200 19992 7546020 21116 21116 21116 22192493 963292 963292 963292
r-125 28 0.936508 27 0.703704 3693550 69091 69091 69091 3596101 75460 4946114 89927 89927 89927 5598342 1900476 1900476 1900476
r-524 31 0.830108 45 0.113131 16494 11090 16494 16494 16225 13205 19807 15971 19807 19807 259691 114486 259691 259691
r-360 11 0.181818 12 0.666667 191 88 88 191 52 206 265 73 73 265 602 294 294 602
r-481 25 0.7 37 0.963964 24188 18977873 24188 24188 18735842 18885 22194 21651654 22194 22194 322782 39956247 322782 322782
r-770 35 0.253782 16 0.541667 22421 54354 54354 54354 24516 49154 29002 76071 76071 76071 136936 127804 127804 127804
r-129 36 0.668254 18 0.359477 15025 104490 104490 104490 16698 103509 14858 146571 146571 146571 440391 359788 359788 359788
r-143 39 0.155196 19 0.321637 754475 62827 62827 62827 757654 97709 1084707 79922 79922 79922 428146 157337 157337 157337
r-936 49 0.763605 47 0.692877 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-975 25 0.993333 34 0.868093 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-95 20 0.173684 26 0.596923 47251 3482 3482 47251 7475 15349 43259 617 617 43259 64872 23169 23169 64872
r-419 14 0.835165 19 0.602339 16005 1038 1038 16005 734 13885 23733 401 401 23733 5597 6562 6562 5597
r-456 26 0 13 0.5 418398 78 78 78 419176 78 459701 270 270 270 418393 1428 1428 1428
