instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-201 15 0.342857 15 0.342857 4177 29925 33511
r-248 25 0.22 25 0.22 75183 118329 129473
r-653 22 0.17316 22 0.17316 103452 74051 28294
r-123 22 0.484848 22 0.484848 919686 841780 542823
r-953 10 0.555556 10 0.555556 283 210 221
r-696 28 0.47619 28 0.47619 3618373 4024183 2818216
r-96 27 0.518519 27 0.518519 6456996 6531427 5931698
r-599 37 0.279279 37 0.279279 -1 -1 102514869
r-519 36 0.246032 36 0.246032 -1 -1 -1
r-88 31 0.516129 31 0.516129 24618402 23130641 17311227
r-751 25 0.22 25 0.22 1605254 1517460 915413
r-360 11 0.327273 11 0.327273 476 499 537
r-656 24 0.518116 24 0.518116 786021 700745 595439
r-524 10 0.555556 10 0.555556 322 306 383
r-991 35 0.504202 35 0.504202 328709394 302224471 256149573
r-908 16 0.125 16 0.125 5386403163 5386778815 1255622
r-326 15 0.419048 15 0.419048 4729 3367 2766
r-961 18 0.294118 18 0.294118 13876 14222 13459
r-842 15 0.514286 15 0.514286 12899 13049 11172
r-573 39 0.334683 39 0.334683 1593348460 1365292483 940351734
r-666 14 0.527473 14 0.527473 6509 5996 5472
r-767 33 0.511364 33 0.511364 78539413 80954779 67317458
r-394 21 0.514286 21 0.514286 175714 177611 107210
r-46 10 0.533333 10 0.533333 188 189 276
r-485 37 0.0540541 37 0.0540541 -1 -1 -1
r-725 19 0.409357 19 0.409357 18622 36766 18936
r-723 30 0.331034 30 0.331034 -1 -1 1348020
r-897 22 0.415584 22 0.415584 141847 106665 64575
r-989 28 0.518519 28 0.518519 3782970 3852097 3093722
r-990 12 0.166667 12 0.166667 2388393 2827932 61205
r-210 31 0.180645 31 0.180645 -1 -1 -1
r-188 34 0.165775 34 0.165775 -1 -1 -1
r-415 35 0.443697 35 0.443697 489320314 498654802 413805840
r-782 25 0.48 25 0.48 4107949 3813445 3280422
r-195 25 0.453333 25 0.453333 1378734 1533245 1259300
r-214 24 0.391304 24 0.391304 2539991 3163053 2689297
r-299 34 0.258467 34 0.258467 119476620 -1 -1
r-745 13 0.538462 13 0.538462 1464 1686 1685
r-285 13 0.461538 13 0.461538 4204 3413 3012
r-867 26 0.323077 26 0.323077 789284 367339080 61550291
r-591 12 0.484848 12 0.484848 1049 1004 939
r-15 30 0.370115 30 0.370115 2214276 14810569 3805026
r-465 10 0.533333 10 0.533333 107 93 112
r-625 16 0.325 16 0.325 3549 105754 61607
r-613 39 0.099865 39 0.099865 -1 -1 -1
r-803 26 0.470769 26 0.470769 3928815 3975172 3279597
r-176 36 0.246032 36 0.246032 -1 -1 1510317276
r-580 12 0.409091 12 0.409091 1988 1837 1630
r-537 16 0.125 16 0.125 100870 3066818079 554174930
r-597 31 0.473118 31 0.473118 80334529 86860512 69543492
r-552 37 0.510511 37 0.510511 251048198 288750748 270868272
r-551 18 0.366013 18 0.366013 599860 353184 36222
r-381 37 0.378378 37 0.378378 1520974226 1328340021 1006990771
r-95 12 0.30303 12 0.30303 422 362 314
r-359 40 0.492308 40 0.492308 430136941 404351507 260620514
r-304 31 0.490323 31 0.490323 50388490 51266006 35176706
r-598 16 0.458333 16 0.458333 37735 35170 29524
r-81 23 0.498024 23 0.498024 404135 467487 344814
r-668 21 0.32381 21 0.32381 96810 90303 68557
r-476 34 0.45098 34 0.45098 245022468 263944702 229420756
r-348 36 0.436508 36 0.436508 40667857 54399580 33471092
r-741 26 0.507692 26 0.507692 1755293 1777899 1378627
r-505 32 0.465726 32 0.465726 10976945 11848264 11334977
r-942 16 0.5 16 0.5 13948 13076 12765
r-998 25 0.38 25 0.38 3268805 3630519 2848513
r-778 32 0.483871 32 0.483871 91937768 96358034 80637576
r-279 24 0.289855 24 0.289855 386338981 267262469 128735
r-405 33 0.515152 33 0.515152 85449712 105221299 104006227
r-105 33 0.344697 33 0.344697 208442557 187276459 128055540
r-167 32 0.387097 32 0.387097 109165389 125742869 99687005
r-18 18 0.294118 18 0.294118 29156 35532 21505
r-830 21 0.32381 21 0.32381 11057209 6396213 20131
r-142 12 0.166667 12 0.166667 2054 1079698 274901
r-401 11 0.509091 11 0.509091 1630 1557 1000
r-928 24 0.48913 24 0.48913 2292041 2031572 1388714
r-674 37 0.348348 37 0.348348 915723425 836989317 579395681
r-721 13 0.153846 13 0.153846 2961 10427939 3778057
r-278 36 0.203175 36 0.203175 -1 -1 -1
r-513 32 0.387097 32 0.387097 84338336 30503874 4464779
r-413 37 0.405405 37 0.405405 847548291 640353123 455762051
r-528 17 0.382353 17 0.382353 10509 45330 20571
r-802 30 0.287356 30 0.287356 34494608 41489594 32825168
r-904 21 0.257143 21 0.257143 33233 36987 22963
r-236 21 0.428571 21 0.428571 53456 63801 36736
r-385 33 0.492424 33 0.492424 32356200 31663459 22248149
r-10 17 0.441176 17 0.441176 21617 18756 14297
r-652 28 0.47619 28 0.47619 18403549 18184429 14040495
r-41 37 0.348348 37 0.348348 -1 -1 25632741
r-91 39 0.22942 39 0.22942 -1 -1 -1
r-903 40 0.0974359 40 0.0974359 1935557248 2567655506 422475920
r-558 33 0.511364 33 0.511364 58538804 56038798 49912286
r-11 15 0.514286 15 0.514286 7516 7056 5578
r-905 22 0.415584 22 0.415584 352001 326290 266780
r-87 33 0.503788 33 0.503788 117613103 104366717 91213993
r-726 37 0.24024 37 0.24024 968449146 961128902 725899008
r-334 29 0.37931 29 0.37931 26451484 24524975 30121859
r-17 23 0.513834 23 0.513834 584679 685367 651363
r-410 38 0.14936 38 0.14936 61912469 202217975 216171010
r-444 32 0.314516 32 0.314516 79918054 82540720 64707096
r-227 29 0.192118 29 0.192118 -1 -1 -1
r-711 23 0.166008 23 0.166008 -1 -1 3458822415
r-151 16 0.325 16 0.325 4651 4137 2961
r-508 28 0.515873 28 0.515873 6421321 6758128 4778771
r-79 36 0.157143 36 0.157143 173733201 454982778 534418071
r-255 19 0.350877 19 0.350877 24591 328302 128833
r-400 23 0.442688 23 0.442688 279507 309991 236528
r-237 29 0.246305 29 0.246305 -1 -1 63516578
r-806 38 0.512091 38 0.512091 229165038 228480421 196730008
r-228 38 0.443812 38 0.443812 1380241268 1389729679 1106743854
