instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-990 18 0.267974 20 0.294737 26818 25189 26818 26504 23081 39039 37066 39039 45260 86083 45260
r-687 12 0.287879 36 0.298413 9366 19842 9366 17702 9504 9071 19362 9071 14332 13877 14332
r-918 37 0.303303 25 0.28 18545465 30251676 30251676 19763988 30008027 32080295 48746448 48746448 23606210 38815663 38815663
r-637 10 0.444444 19 0.269006 470 2531 470 1932 634 595 3279 595 963 707 963
r-868 39 0.322537 19 0.274854 1330578 1437589 1437589 1387804 1430742 2036433 2021436 2021436 2307332 2358266 2358266
r-240 12 0.30303 41 0.264634 10811 37367 10811 33015 10886 10757 37358 10757 6285 15598 6285
r-884 49 0.278061 32 0.288306 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-69 31 0.316129 43 0.3134 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-313 50 0.298776 28 0.256614 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-980 42 0.311266 15 0.32381 248825 71958 71958 253348 74176 304200 83897 83897 68553 80678 80678
r-638 48 0.294326 47 0.277521 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-777 27 0.290598 46 0.300483 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-320 46 0.305314 12 0.348485 22262 5909 5909 22265 5934 22085 5736 5736 6194 34096 34096
r-512 25 0.276667 31 0.260215 4328877 5564596 4328877 5591685 5040491 6567938 9228589 6567938 8006625 6059895 8006625
r-40 48 0.297872 17 0.286765 1363085 408438 408438 1395021 429883 1636518 451141 451141 828755 179238 179238
r-813 16 0.333333 44 0.320296 273492 798236 273492 739223 276485 323006 1073433 323006 346675 479386 346675
r-136 23 0.296443 13 0.24359 11364 8418 8418 11896 9195 14575 9736 9736 12910 23466 23466
r-554 43 0.283499 33 0.30303 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-365 32 0.304435 42 0.300813 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-51 28 0.31746 36 0.268254 30016055 -1 30016055 61610541 34221661 50976703 -1 50976703 86567635 -1 86567635
