maxlab	mean
1	1.01257709130633
2	1.00204940183032
3	1.02390353712543
4	1.01547996331536
5	0.999874039359333
6	1.01474718183052
7	1.0035763619097
8	1.0020276020276
9	0.998045812212479
10	0.999143911643912
11	1.0027745711079
12	0.982146094646095
13	1.00717291967292
14	1.00287878787879
15	0.989686147186147
16	1.01306036556037
17	1.01066979316979
18	1.00265432098765
19	1.01475749559083
20	0.990683421516755
