p	maxlab	i	McSplit	MCSa1	MCSa2	ratio	maxlab_jittered
0.2	14	7	13	9	9	1.44444444444444	14.0719334320631
0.2	14	8	10	8	7	1.25	14.0110475557856
0.2	14	9	9	7	7	1.28571428571429	14.0127976485062
0.2	14	10	11	8	8	1.375	14.0715675984975
0.2	15	1	12	9	10	1.33333333333333	14.9202106310986
0.2	15	2	14	9	9	1.55555555555556	14.9306786900852
0.2	15	3	6	5	5	1.2	15.0576507329475
0.2	15	4	14	8	8	1.75	15.0026995630935
0.2	15	5	10	7	7	1.42857142857143	14.9208804730326
0.2	15	6	10	7	7	1.42857142857143	14.9019670558628
0.2	15	7	8	6	7	1.33333333333333	14.9445640626363
0.2	15	8	13	8	8	1.625	15.0892311590258
0.2	15	9	10	7	8	1.42857142857143	14.9460782005452
0.2	15	10	10	8	8	1.25	15.0675959060434
0.2	16	1	8	5	6	1.6	16.0516982062254
0.2	16	2	7	6	6	1.16666666666667	15.994901360292
0.2	16	3	11	8	7	1.375	16.0632664569188
0.2	16	4	13	8	8	1.625	16.0288486642297
0.2	16	5	11	7	6	1.57142857142857	16.0993313558865
0.2	16	6	10	6	7	1.66666666666667	15.9624693272635
0.2	16	7	12	8	7	1.5	15.9058677196037
0.2	16	8	10	7	7	1.42857142857143	15.970011688862
0.2	16	9	13	7	8	1.85714285714286	15.9460785685573
0.2	16	10	11	8	8	1.375	16.0343248621561
0.2	17	1	13	10	9	1.3	16.910158066405
0.2	17	2	7	5	6	1.4	16.9594553080853
0.2	17	3	12	7	6	1.71428571428571	16.9810531188734
0.2	17	4	9	8	8	1.125	16.9468944159336
0.2	17	5	10	6	6	1.66666666666667	16.9518923806958
0.2	17	6	8	7	7	1.14285714285714	17.0778189301491
0.2	17	7	9	8	8	1.125	16.9716685170773
0.2	17	8	10	9	10	1.11111111111111	16.9574351568706
0.2	17	9	14	10	8	1.4	16.9969989983365
0.2	17	10	10	8	7	1.25	16.9951039802283
0.2	18	1	12	8	9	1.5	17.9114292437676
0.2	18	2	6	5	5	1.2	18.0997317763977
0.2	18	3	12	8	7	1.5	18.0146660175174
0.2	18	4	12	8	7	1.5	18.0424824312329
0.2	18	5	7	5	5	1.4	18.0175938384607
0.2	18	6	10	6	6	1.66666666666667	18.0769045374822
0.2	18	7	11	9	8	1.22222222222222	17.9108645073138
0.2	18	8	10	6	6	1.66666666666667	18.0603911443148
0.2	18	9	8	7	8	1.14285714285714	18.0840545336716
0.2	18	10	11	7	8	1.57142857142857	18.0225004513282
0.2	19	1	8	7	7	1.14285714285714	18.9208187008742
0.2	19	2	12	8	8	1.5	18.9871947850101
0.2	19	3	12	9	8	1.33333333333333	19.0322399521712
0.2	19	4	10	6	6	1.66666666666667	18.9713218918536
0.2	19	5	12	8	8	1.5	19.0940096448176
0.2	19	6	10	6	7	1.66666666666667	19.0605705827475
0.2	19	7	11	7	7	1.57142857142857	18.9928862309549
0.2	19	8	14	7	9	2	18.9431159019936
0.2	19	9	6	3	3	2	18.9129632864147
0.2	19	10	8	6	5	1.33333333333333	19.0747168499045
0.2	20	1	9	7	7	1.28571428571429	20.0288748591207
0.2	20	2	9	7	7	1.28571428571429	20.0520585931838
0.2	20	3	9	7	6	1.28571428571429	19.9944175730459
0.2	20	4	10	6	6	1.66666666666667	20.0201287419535
0.2	20	5	8	6	6	1.33333333333333	19.9221210230608
0.2	20	6	10	6	6	1.66666666666667	19.9337888950482
0.2	20	7	7	6	7	1.16666666666667	20.0822115478571
0.2	20	8	10	7	7	1.42857142857143	19.9302162288688
0.2	20	9	10	7	7	1.42857142857143	19.9034571513068
0.2	20	10	9	8	7	1.125	19.9028642546386
0.3	1	1	20	34	35	0.588235294117647	1.07728447047994
0.3	1	2	20	36	37	0.555555555555556	0.987381642358378
0.3	1	3	20	37	36	0.540540540540541	0.991769640287384
0.3	1	4	20	29	34	0.689655172413793	0.932830184325576
0.3	1	5	20	37	38	0.540540540540541	1.04628287889063
0.3	1	6	20	31	36	0.645161290322581	0.953771345224231
0.3	1	7	20	33	34	0.606060606060606	1.01134495460428
0.3	1	8	20	35	32	0.571428571428571	1.02943741017953
0.3	1	9	20	34	35	0.588235294117647	1.09177517043427
0.3	1	10	20	36	33	0.555555555555556	0.922884395485744
0.3	2	1	19	26	24	0.730769230769231	1.91087933271192
0.3	2	2	17	23	21	0.739130434782609	1.99467454217374
0.3	2	3	15	24	22	0.625	1.98489532093517
0.3	2	4	17	24	25	0.708333333333333	1.96572299944237
0.3	2	5	16	26	22	0.615384615384615	2.07177760335617
0.3	2	6	18	28	26	0.642857142857143	1.98023989889771
0.3	2	7	19	27	28	0.703703703703704	2.09783911234699
0.3	2	8	20	29	26	0.689655172413793	2.00826899269596
0.3	2	9	20	26	27	0.769230769230769	2.00199943548068
0.3	2	10	18	21	22	0.857142857142857	2.01114200339653
0.3	3	1	18	22	20	0.818181818181818	3.03685599151067
0.3	3	2	15	19	20	0.789473684210526	3.03373819263652
0.3	3	3	20	22	21	0.909090909090909	3.00892050638795
0.3	3	4	17	21	18	0.80952380952381	3.05252233142965
0.3	3	5	15	20	20	0.75	3.01115757832304
0.3	3	6	17	19	19	0.894736842105263	2.97839640895836
0.3	3	7	19	21	20	0.904761904761905	2.95821848041378
0.3	3	8	19	23	20	0.826086956521739	3.02237490182742
0.3	3	9	19	19	22	1	3.00341905355454
0.3	3	10	18	21	21	0.857142857142857	2.91420109285973
0.3	4	1	12	12	14	1	4.04686761489138
0.3	4	2	15	16	16	0.9375	4.00569143737666
0.3	4	3	16	18	17	0.888888888888889	3.93577521485277
0.3	4	4	17	17	19	1	3.93494254667312
0.3	4	5	17	19	16	0.894736842105263	4.03703499450348
0.3	4	6	15	17	17	0.882352941176471	4.04594326834194
0.3	4	7	17	16	17	1.0625	4.00939729991369
0.3	4	8	14	15	16	0.933333333333333	4.0500541256275
0.3	4	9	17	17	16	1	4.09590693241917
0.3	4	10	15	14	13	1.07142857142857	3.92529736491851
0.3	5	1	17	16	16	1.0625	5.0542254185304
0.3	5	2	13	13	12	1	5.06750273993239
0.3	5	3	15	13	15	1.15384615384615	5.0014106655959
0.3	5	4	17	14	14	1.21428571428571	4.95201392876916
0.3	5	5	17	14	17	1.21428571428571	5.05958956107497
0.3	5	6	14	14	16	1	5.08521376796998
0.3	5	7	13	16	14	0.8125	4.9227425489109
0.3	5	8	16	15	15	1.06666666666667	4.97160542500205
0.3	5	9	14	16	13	0.875	5.08435673979111
0.3	5	10	13	15	14	0.866666666666667	5.04898517061956
0.3	6	1	13	11	12	1.18181818181818	5.98080823151395
0.3	6	2	14	12	11	1.16666666666667	5.97530999975279
0.3	6	3	10	11	11	0.909090909090909	5.93593606548384
0.3	6	4	15	15	15	1	5.90984484790824
0.3	6	5	13	13	14	1	5.92884961380623
0.3	6	6	13	13	14	1	6.08803593548946
0.3	6	7	16	15	15	1.06666666666667	5.93523209183477
0.3	6	8	13	12	11	1.08333333333333	5.94677308266982
0.3	6	9	12	12	14	1	6.02931769071147
0.3	6	10	12	14	12	0.857142857142857	6.07876369971782
0.3	7	1	13	12	13	1.08333333333333	6.90580436480232
0.3	7	2	13	10	12	1.3	6.98058312088251
0.3	7	3	15	13	12	1.15384615384615	6.92384076192975
0.3	7	4	15	11	12	1.36363636363636	7.01325553725474
0.3	7	5	15	12	13	1.25	7.03435886916705
0.3	7	6	14	12	12	1.16666666666667	7.07696219724603
0.3	7	7	10	9	9	1.11111111111111	7.04474949170835
0.3	7	8	18	13	12	1.38461538461538	7.06754783126526
0.3	7	9	13	11	11	1.18181818181818	6.91061900597997
0.3	7	10	9	9	9	1	7.01521301791072
0.3	8	1	9	10	11	0.9	8.01994703812525
0.3	8	2	14	12	13	1.16666666666667	7.92966778744012
0.3	8	3	13	11	11	1.18181818181818	8.05015730424784
0.3	8	4	16	12	12	1.33333333333333	7.91664835717529
0.3	8	5	11	10	10	1.1	8.01052987752482
0.3	8	6	15	11	12	1.36363636363636	7.96993344672956
0.3	8	7	15	12	12	1.25	7.93688448108733
0.3	8	8	14	11	13	1.27272727272727	7.99857645472512
0.3	8	9	13	11	12	1.18181818181818	7.92479424569756
0.3	8	10	14	11	11	1.27272727272727	7.92059778352268
0.3	9	1	14	11	11	1.27272727272727	9.05246734274551
0.3	9	2	13	10	9	1.3	8.94201108734123
0.3	9	3	12	9	9	1.33333333333333	9.08813869571313
0.3	9	4	14	10	12	1.4	8.93265573740937
0.3	9	5	10	9	9	1.11111111111111	8.90408590370789
0.3	9	6	10	10	11	1	9.05582007472403
0.3	9	7	11	9	10	1.22222222222222	8.99355981359258
0.3	9	8	11	7	8	1.57142857142857	9.02025991380215
0.3	9	9	12	11	10	1.09090909090909	9.03768195658922
