p	maxlab	i	McSplit	MCSa1	MCSa2	ratio	maxlab_jittered
0.3	9	9	12	11	10	1.2	8.94576295255683
0.3	9	10	15	11	11	1.36363636363636	9.08913577320054
0.3	10	1	12	10	10	1.2	9.98514029853977
0.3	10	2	10	7	7	1.42857142857143	9.90536854849197
0.3	10	3	14	11	11	1.27272727272727	10.082168577332
0.3	10	4	12	10	11	1.09090909090909	9.99675483591855
0.3	10	5	13	10	11	1.18181818181818	10.0518211016431
0.3	10	6	16	11	12	1.33333333333333	10.0808935621288
0.3	10	7	15	11	12	1.25	9.91470790654421
0.3	10	8	13	11	11	1.18181818181818	10.0378221190535
0.3	10	9	11	8	9	1.22222222222222	9.90335626485757
0.3	10	10	16	10	10	1.6	9.97951692584902
0.3	11	1	10	8	7	1.42857142857143	10.941822867794
0.3	11	2	12	9	9	1.33333333333333	11.0181443776935
0.3	11	3	9	7	6	1.5	11.0502391863149
0.3	11	4	14	10	9	1.55555555555556	11.0541675491724
0.3	11	5	12	9	9	1.33333333333333	11.013687462965
0.3	11	6	14	11	10	1.4	10.9706655960064
0.3	11	7	11	7	7	1.57142857142857	11.0438495742623
0.3	11	8	13	9	10	1.3	11.0570855701342
0.3	11	9	14	9	10	1.4	11.0420195116196
0.3	11	10	14	9	9	1.55555555555556	10.9370173695497
0.3	12	1	13	10	8	1.625	12.0404649248347
0.3	12	2	12	9	9	1.33333333333333	12.0055044016801
0.3	12	3	12	9	8	1.5	11.9624411961529
0.3	12	4	10	6	6	1.66666666666667	11.9369876733515
0.3	12	5	10	8	8	1.25	11.9677751500159
0.3	12	6	13	8	7	1.85714285714286	12.0172468239907
0.3	12	7	13	9	9	1.44444444444444	12.01559196366
0.3	12	8	11	8	9	1.22222222222222	11.9116778241936
0.3	12	9	13	10	9	1.44444444444444	11.9242217020132
0.3	12	10	15	10	11	1.36363636363636	11.9153306100052
0.3	13	1	13	8	10	1.3	13.0801258929074
0.3	13	2	16	9	10	1.6	12.9972645918373
0.3	13	3	13	11	11	1.18181818181818	13.0123267666437
0.3	13	4	10	7	7	1.42857142857143	13.054773527151
0.3	13	5	10	9	9	1.11111111111111	12.9752515299246
0.3	13	6	9	7	7	1.28571428571429	13.0820112129673
0.3	13	7	12	8	8	1.5	13.0302329243161
0.3	13	8	12	6	6	2	13.0122995668091
0.3	13	9	11	7	8	1.375	12.9141472570598
0.3	13	10	13	9	11	1.18181818181818	13.0173497550655
0.3	14	1	11	8	8	1.375	14.029783731699
0.3	14	2	13	8	8	1.625	14.0270272057969
0.3	14	3	12	9	8	1.5	13.9954353411216
0.3	14	4	11	6	8	1.375	14.0205953584053
0.3	14	5	11	9	9	1.22222222222222	14.0230648767203
0.3	14	6	11	9	9	1.22222222222222	14.0272973815911
0.3	14	7	12	8	7	1.71428571428571	14.0996521475259
0.3	14	8	14	9	9	1.55555555555556	13.9669788940344
0.3	14	9	11	7	7	1.57142857142857	14.0494688329287
0.3	14	10	10	8	8	1.25	14.0349373535253
0.3	15	1	10	8	8	1.25	14.9833833739627
0.3	15	2	11	7	7	1.57142857142857	14.9246838272549
0.3	15	3	9	7	6	1.5	14.9390924463514
0.3	15	4	14	9	8	1.75	14.9471734799445
0.3	15	5	10	7	8	1.25	15.0782472461462
0.3	15	6	10	7	7	1.42857142857143	15.0761651907116
0.3	15	7	12	7	8	1.5	14.9563605559058
0.3	15	8	11	6	6	1.83333333333333	14.9017365266103
0.3	15	9	15	8	8	1.875	14.9836954169441
0.3	15	10	16	9	9	1.77777777777778	14.9764388979878
0.3	16	1	12	9	9	1.33333333333333	15.9230900465045
0.3	16	2	12	8	9	1.33333333333333	15.9055575789418
0.3	16	3	8	6	7	1.14285714285714	15.9795085844118
0.3	16	4	12	8	8	1.5	16.0872203350533
0.3	16	5	12	8	8	1.5	15.9539912991691
0.3	16	6	11	8	7	1.57142857142857	15.9305517160799
0.3	16	7	10	6	8	1.25	15.932719526533
0.3	16	8	13	9	8	1.625	16.0394154436886
0.3	16	9	10	7	8	1.25	16.0606677793898
0.3	16	10	11	6	7	1.57142857142857	15.9540840192698
0.3	17	1	12	9	7	1.71428571428571	16.9975498982705
0.3	17	2	11	6	7	1.57142857142857	17.0509129645303
0.3	17	3	11	8	7	1.57142857142857	17.0137456914876
0.3	17	4	10	7	6	1.66666666666667	17.0691315505654
0.3	17	5	13	7	9	1.44444444444444	17.0417536922731
0.3	17	6	8	5	5	1.6	17.0166285440326
0.3	17	7	8	6	6	1.33333333333333	16.9212198747322
0.3	17	8	8	5	5	1.6	16.9007220888976
0.3	17	9	13	7	8	1.625	16.9815535955597
0.3	17	10	8	5	5	1.6	16.9632484111469
0.3	18	1	9	5	6	1.5	17.9314134997781
0.3	18	2	8	6	7	1.14285714285714	18.0473617289215
0.3	18	3	8	5	5	1.6	17.9278065989725
0.3	18	4	12	8	8	1.5	17.919496431388
0.3	18	5	10	7	7	1.42857142857143	17.9502537614666
0.3	18	6	14	8	8	1.75	18.0772795482539
0.3	18	7	15	8	9	1.66666666666667	17.9030412795022
0.3	18	8	12	8	8	1.5	18.0674271176569
0.3	18	9	8	7	7	1.14285714285714	18.0810632972512
0.3	18	10	13	7	7	1.85714285714286	18.0291193711571
0.3	19	1	10	5	5	2	18.9741520402022
0.3	19	2	10	5	5	2	19.0876311522909
0.3	19	3	10	8	9	1.11111111111111	18.9310239455663
0.3	19	4	13	8	7	1.85714285714286	18.9639677744824
0.3	19	5	12	8	6	2	19.0472844441421
0.3	19	6	9	6	6	1.5	19.0786449136678
0.3	19	7	10	7	6	1.66666666666667	18.9908156967722
0.3	19	8	11	6	7	1.57142857142857	18.9605500432197
0.3	19	9	10	8	7	1.42857142857143	19.0908110206947
0.3	19	10	10	7	8	1.25	19.081239128625
0.3	20	1	13	6	6	2.16666666666667	20.0863175144419
0.3	20	2	9	7	6	1.5	20.0765693258028
0.3	20	3	11	7	8	1.375	20.09342580745
0.3	20	4	9	6	6	1.5	19.9612630468328
0.3	20	5	8	5	5	1.6	20.0272106298245
0.3	20	6	9	5	5	1.8	19.9136748078279
0.3	20	7	6	4	5	1.2	20.0377878923435
0.3	20	8	15	8	9	1.66666666666667	19.9126601197757
0.3	20	9	11	5	6	1.83333333333333	19.9785422663204
0.3	20	10	9	6	5	1.8	19.9878136980813
0.4	1	1	20	36	36	0.555555555555556	1.02320631351322
0.4	1	2	20	35	39	0.512820512820513	0.997914147330448
0.4	1	3	20	39	39	0.512820512820513	1.0348348016385
0.4	1	4	20	36	40	0.5	1.07526903501712
0.4	1	5	20	38	39	0.512820512820513	1.01533766905777
0.4	1	6	20	33	33	0.606060606060606	1.06350594027899
0.4	1	7	20	37	41	0.48780487804878	1.05081759188324
0.4	1	8	20	35	39	0.512820512820513	0.996845905482769
0.4	1	9	20	32	38	0.526315789473684	0.926350753428414
0.4	1	10	20	41	36	0.555555555555556	1.02146964706481
0.4	2	1	15	24	26	0.576923076923077	1.96656100037508
0.4	2	2	16	24	25	0.64	2.01819406100549
0.4	2	3	19	23	23	0.826086956521739	1.96131790843792
0.4	2	4	16	25	24	0.666666666666667	1.95679325992241
0.4	2	5	18	26	28	0.642857142857143	1.98946028104983
0.4	2	6	16	26	26	0.615384615384615	1.91603424530476
0.4	2	7	20	25	27	0.740740740740741	2.06637505814433
0.4	2	8	20	27	27	0.740740740740741	1.98598719178699
0.4	2	9	20	27	29	0.689655172413793	1.9789450975135
0.4	2	10	18	26	26	0.692307692307692	1.9732083006762
0.4	3	1	18	20	19	0.947368421052632	2.95443219263107
0.4	3	2	15	20	20	0.75	3.01653938726522
0.4	3	3	16	22	22	0.727272727272727	3.0266106469091
0.4	3	4	15	19	20	0.75	3.06372438529506
0.4	3	5	16	21	21	0.761904761904762	2.92672876068391
0.4	3	6	16	21	21	0.761904761904762	3.0243789090775
0.4	3	7	15	18	18	0.833333333333333	2.9113559844438
0.4	3	8	16	19	19	0.842105263157895	3.05160635681823
0.4	3	9	18	21	23	0.782608695652174	2.94015491795726
0.4	3	10	17	19	20	0.85	2.96855912311003
0.4	4	1	13	15	14	0.928571428571429	3.9084266319871
0.4	4	2	17	18	18	0.944444444444444	4.02964194053784
0.4	4	3	18	18	18	1	4.06252830754966
0.4	4	4	16	17	16	1	4.06138510527089
0.4	4	5	16	17	17	0.941176470588235	3.93736282675527
0.4	4	6	13	15	14	0.928571428571429	4.04299233034253
0.4	4	7	15	15	18	0.833333333333333	3.90476879980415
0.4	4	8	16	16	16	1	4.02635142300278
0.4	4	9	16	18	17	0.941176470588235	4.0205616326537
0.4	4	10	16	17	18	0.888888888888889	4.0479602583684
0.4	5	1	18	16	17	1.05882352941176	4.90840868563391
0.4	5	2	15	15	15	1	4.94146382757463
0.4	5	3	17	14	13	1.30769230769231	4.93426821324974
0.4	5	4	16	15	15	1.06666666666667	5.09606500556692
0.4	5	5	13	15	17	0.764705882352941	5.08976126667112
0.4	5	6	16	15	15	1.06666666666667	5.03083974989131
0.4	5	7	14	14	14	1	5.01475408417173
0.4	5	8	14	13	13	1.07692307692308	5.00236085024662
0.4	5	9	17	16	15	1.13333333333333	4.92176969000138
0.4	5	10	14	14	14	1	5.00590419359505
0.4	6	1	13	13	12	1.08333333333333	5.98155364976265
0.4	6	2	14	15	14	1	6.08413959671743
0.4	6	3	13	13	14	0.928571428571429	5.99679326429032
0.4	6	4	15	12	12	1.25	5.98110476150177
0.4	6	5	16	13	13	1.23076923076923	6.02273309351876
0.4	6	6	15	13	15	1	6.0824604569003
0.4	6	7	14	13	14	1	6.06297111120075
0.4	6	8	12	11	11	1.09090909090909	6.02825692296028
0.4	6	9	15	13	13	1.15384615384615	6.06082499586046
0.4	6	10	13	13	12	1.08333333333333	6.0916470725555
0.4	7	1	16	13	12	1.33333333333333	7.00405034883879
0.4	7	2	12	12	11	1.09090909090909	6.96766503634863
0.4	7	3	10	9	9	1.11111111111111	7.09311275780201
0.4	7	4	13	10	10	1.3	7.05361350346357
0.4	7	5	15	12	11	1.36363636363636	7.04076715139672
0.4	7	6	13	11	9	1.44444444444444	6.95314862718806
0.4	7	7	13	11	12	1.08333333333333	6.91931915655732
0.4	7	8	12	10	9	1.33333333333333	6.95269254362211
0.4	7	9	14	12	13	1.07692307692308	6.98289119605906
0.4	7	10	10	10	12	0.833333333333333	6.90734149683267
0.4	8	1	13	11	12	1.08333333333333	7.98562382021919
0.4	8	2	15	10	11	1.36363636363636	7.98849930977449
0.4	8	3	12	11	11	1.09090909090909	8.02747214199044
0.4	8	4	10	9	9	1.11111111111111	8.06640358464792
0.4	8	5	15	12	12	1.25	7.97003806466237
0.4	8	6	15	12	13	1.15384615384615	8.01652260818519
0.4	8	7	14	10	10	1.4	8.0118610789068
0.4	8	8	14	12	12	1.16666666666667	7.9737249628175
0.4	8	9	15	13	12	1.25	7.97371568181552
0.4	8	10	13	13	12	1.08333333333333	7.9780620850157
0.4	9	1	14	10	10	1.4	9.05205594892614
0.4	9	2	13	12	10	1.3	8.90465640807524
0.4	9	3	13	10	11	1.18181818181818	8.92409475613385
0.4	9	4	13	10	9	1.44444444444444	8.9581030858215
0.4	9	5	11	9	8	1.375	8.90105065614916
0.4	9	6	12	9	9	1.33333333333333	8.96625017533079
0.4	9	7	15	11	12	1.25	8.93992497851141
0.4	9	8	15	9	9	1.66666666666667	9.01697656637989
0.4	9	9	14	10	10	1.4	9.04343090332113
0.4	9	10	13	8	8	1.625	8.93289975486696
0.4	10	1	13	10	9	1.44444444444444	9.91174592892639
0.4	10	2	14	11	10	1.4	10.0547731363215
0.4	10	3	12	10	9	1.33333333333333	10.0387641676236
0.4	10	4	15	9	10	1.5	10.0803886297159
0.4	10	5	13	8	9	1.44444444444444	9.97131675034761
0.4	10	6	12	8	9	1.33333333333333	10.0126673167571
0.4	10	7	14	10	10	1.4	10.0221496094484
0.4	10	8	14	11	10	1.4	10.001748801535
0.4	10	9	11	10	10	1.1	9.90735696237534
0.4	10	10	16	9	9	1.77777777777778	10.0959055823274
0.4	11	1	14	11	10	1.4	10.9702020857483
0.4	11	2	12	9	8	1.5	11.0139271300752
0.4	11	3	11	8	9	1.22222222222222	11.0459034550935
0.4	11	4	13	9	10	1.3	11.0072102097794
0.4	11	5	12	10	11	1.09090909090909	10.9545725353062
0.4	11	6	14	8	10	1.4	11.0031750446651
0.4	11	7	14	9	9	1.55555555555556	10.9525876024738
0.4	11	8	12	9	10	1.2	11.0647722606082
0.4	11	9	13	9	11	1.18181818181818	11.0320452490821
0.4	11	10	11	8	9	1.22222222222222	11.0015832155012
0.4	12	1	11	7	7	1.57142857142857	12.0263586583082
0.4	12	2	12	9	8	1.5	11.9225842781365
0.4	12	3	12	7	8	1.5	12.0199797153007
0.4	12	4	13	9	8	1.625	12.0437520672102
0.4	12	5	13	8	8	1.625	12.0853857123293
0.4	12	6	15	8	9	1.66666666666667	12.0703503109049
0.4	12	7	15	9	10	1.5	12.0928165651858
0.4	12	8	13	8	8	1.625	11.9964168122504
0.4	12	9	13	8	9	1.44444444444444	11.9295295440592
0.4	12	10	9	7	8	1.125	12.0632307507098
0.4	13	1	11	7	9	1.22222222222222	12.9358323852066
0.4	13	2	11	7	7	1.57142857142857	13.0013872327283
0.4	13	3	11	8	8	1.375	12.9290465259925
0.4	13	4	14	7	7	2	12.9896601588
0.4	13	5	12	9	10	1.2	13.0373906055
0.4	13	6	14	8	9	1.55555555555556	13.0690902670845
0.4	13	7	13	8	7	1.85714285714286	13.0928140606266
0.4	13	8	8	7	6	1.33333333333333	13.0284494969528
0.4	13	9	10	7	6	1.66666666666667	12.9397314500529
0.4	13	10	13	7	8	1.625	12.9579827112611
0.4	14	1	11	7	7	1.57142857142857	14.047447262425
0.4	14	2	11	7	8	1.375	14.0913078065496
0.4	14	3	7	4	4	1.75	13.9739680546336
0.4	14	4	15	8	8	1.875	13.9608959975187
0.4	14	5	12	10	8	1.5	14.0005509449169
0.4	14	6	7	4	5	1.4	13.9900138841942
0.4	14	7	11	7	7	1.57142857142857	14.0745414753444
0.4	14	8	12	8	9	1.33333333333333	13.9496692344081
0.4	14	9	8	6	7	1.14285714285714	14.023313197121
0.4	14	10	12	8	8	1.5	13.9825925391633
0.4	15	1	12	7	8	1.5	14.9450318290852
0.4	15	2	11	6	6	1.83333333333333	15.0766935741995
0.4	15	3	9	6	6	1.5	14.9043325329199
0.4	15	4	14	8	8	1.75	14.9064788849559
0.4	15	5	10	6	6	1.66666666666667	15.0263029840775
0.4	15	6	13	9	7	1.85714285714286	14.9383271646686
0.4	15	7	14	7	8	1.75	15.0575459925458
0.4	15	8	12	7	7	1.71428571428571	15.0766991191544
0.4	15	9	13	9	8	1.625	15.0623140006792
0.4	15	10	9	7	7	1.28571428571429	15.0246205227915
0.4	16	1	11	7	6	1.83333333333333	15.9076253022533
0.4	16	2	9	6	6	1.5	16.0338938707486
0.4	16	3	13	9	8	1.625	16.0127147929743
0.4	16	4	9	5	6	1.5	15.9740487790667
0.4	16	5	11	7	6	1.83333333333333	16.0573660203256
0.4	16	6	8	6	6	1.33333333333333	15.9309922597371
0.4	16	7	13	6	7	1.85714285714286	15.9535205178428
0.4	16	8	12	8	7	1.71428571428571	16.0410113925114
0.4	16	9	10	5	5	2	15.9090192925651
0.4	16	10	9	7	6	1.5	15.9917880295776
0.4	17	1	9	6	7	1.28571428571429	16.9302345863078
0.4	17	2	12	7	7	1.71428571428571	17.0243985599373
0.4	17	3	11	7	7	1.57142857142857	16.9516634591855
0.4	17	4	10	5	6	1.66666666666667	17.0327894306742
0.4	17	5	8	5	6	1.33333333333333	16.9176017176826
0.4	17	6	10	9	9	1.11111111111111	16.9096289438661
0.4	17	7	12	8	8	1.5	16.9404479611665
0.4	17	8	13	7	7	1.85714285714286	17.0735128717497
0.4	17	9	11	6	6	1.83333333333333	17.0734348987229
0.4	17	10	11	6	6	1.83333333333333	17.0200761504006
0.4	18	1	13	8	8	1.625	17.9837842146866
0.4	18	2	10	6	6	1.66666666666667	17.9887103911024
0.4	18	3	12	7	7	1.71428571428571	17.9749391672201
0.4	18	4	9	6	5	1.8	17.9748486533761
0.4	18	5	9	5	5	1.8	18.0823500243481
0.4	18	6	3	3	3	1	18.0581038564444
0.4	18	7	8	5	4	2	17.9240651359316
0.4	18	8	11	7	6	1.83333333333333	18.0123391604517
0.4	18	9	11	6	6	1.83333333333333	18.0678558787331
0.4	18	10	8	5	5	1.6	18.0033489211928
0.4	19	1	11	7	7	1.57142857142857	19.0516379813664
0.4	19	2	10	6	6	1.66666666666667	19.049771683896
0.4	19	3	11	7	7	1.57142857142857	18.9710618405137
0.4	19	4	13	6	6	2.16666666666667	19.0099590278231
0.4	19	5	11	6	6	1.83333333333333	19.0834485185798
0.4	19	6	10	5	5	2	18.9369773981161
0.4	19	7	10	6	5	2	18.9145162580535
0.4	19	8	13	6	6	2.16666666666667	19.0353954652324
0.4	19	9	10	5	5	2	19.0360523540061
0.4	19	10	10	6	6	1.66666666666667	19.0681573297363
0.4	20	1	6	4	5	1.2	20.0129209911916
0.4	20	2	6	4	4	1.5	20.0406824328005
0.4	20	3	13	8	7	1.85714285714286	19.9260590445716
0.4	20	4	11	6	6	1.83333333333333	19.9355728424154
0.4	20	5	10	6	5	2	20.0535494242795
0.4	20	6	11	6	6	1.83333333333333	19.910737371305
0.4	20	7	8	5	5	1.6	19.9346676080953
0.4	20	8	8	5	5	1.6	20.0457898105029
0.4	20	9	9	5	6	1.5	19.9316655716859
0.4	20	10	11	6	6	1.83333333333333	19.9566382740159
0.5	1	1	20	42	47	0.425531914893617	0.933392387721688
0.5	1	2	20	41	42	0.476190476190476	0.920217787194997
0.5	1	3	20	41	41	0.48780487804878	0.980855806358159
0.5	1	4	20	36	40	0.5	1.01041533448733
0.5	1	5	20	40	39	0.512820512820513	0.910943987313658
0.5	1	6	20	42	42	0.476190476190476	0.992575620720163
0.5	1	7	20	40	39	0.512820512820513	0.931354098534211
0.5	1	8	20	39	46	0.434782608695652	0.941442527575418
0.5	1	9	20	42	42	0.476190476190476	1.01095027499832
0.5	1	10	20	38	38	0.526315789473684	0.906701948307455
0.5	2	1	16	25	28	0.571428571428571	2.06920531736687
0.5	2	2	18	27	28	0.642857142857143	1.99279599501751
0.5	2	3	18	27	26	0.692307692307692	1.9861375651788
0.5	2	4	12	22	21	0.571428571428571	2.05813751434907
0.5	2	5	19	24	27	0.703703703703704	2.05871568773873
0.5	2	6	19	27	26	0.730769230769231	2.04345056582242
0.5	2	7	20	24	25	0.8	1.91310921390541
0.5	2	8	19	30	28	0.678571428571429	2.01648792373016
0.5	2	9	12	24	21	0.571428571428571	2.02868183562532
0.5	2	10	16	28	26	0.615384615384615	1.94902891381644
0.5	3	1	16	20	19	0.842105263157895	3.08672056971118
0.5	3	2	16	21	21	0.761904761904762	2.90897194333375
0.5	3	3	18	20	20	0.9	2.9776818074286
0.5	3	4	14	19	20	0.7	2.92375718369149
0.5	3	5	13	19	20	0.65	3.08464493872598
0.5	3	6	19	20	19	1	2.94197622607462
0.5	3	7	15	22	23	0.652173913043478	2.92185263228603
0.5	3	8	16	19	22	0.727272727272727	3.05694918544032
0.5	3	9	16	21	22	0.727272727272727	2.97861924031749
0.5	3	10	19	22	24	0.791666666666667	3.09727056510746
0.5	4	1	17	16	17	1	4.05029333583079
0.5	4	2	19	16	18	1.05555555555556	3.93030298412778
0.5	4	3	16	17	17	0.941176470588235	4.05323857902549
0.5	4	4	13	16	16	0.8125	3.96335325273685
0.5	4	5	17	18	19	0.894736842105263	3.94740713611245
0.5	4	6	18	17	18	1	4.00260582184419
0.5	4	7	17	16	17	1	3.94934502877295
0.5	4	8	14	15	15	0.933333333333333	3.92198641104624
0.5	4	9	13	16	14	0.928571428571429	4.09382765381597
0.5	4	10	15	18	18	0.833333333333333	4.05130617353134
0.5	5	1	13	12	14	0.928571428571429	5.02463591955602
0.5	5	2	14	13	13	1.07692307692308	5.02517193020321
0.5	5	3	19	16	17	1.11764705882353	5.05083105172962
0.5	5	4	14	14	16	0.875	5.06168334214017
0.5	5	5	15	13	12	1.25	5.05592299117707
0.5	5	6	17	14	16	1.0625	4.98453658800572
0.5	5	7	14	15	14	1	4.91715706354007
0.5	5	8	16	14	15	1.06666666666667	4.93872446510941
0.5	5	9	15	15	15	1	4.9775144408457
0.5	5	10	14	13	14	1	4.91569111989811
0.5	6	1	12	12	12	1	6.07350448011421
0.5	6	2	14	13	12	1.16666666666667	6.03897885396145
0.5	6	3	15	15	15	1	6.02198118204251
0.5	6	4	14	12	11	1.27272727272727	5.94207536815666
0.5	6	5	13	13	13	1	6.07705914587714
0.5	6	6	17	15	12	1.41666666666667	6.06991036674008
0.5	6	7	15	14	15	1	5.99062550612725
0.5	6	8	11	10	11	1	6.02215466629714
0.5	6	9	11	11	11	1	6.08845316753723
0.5	6	10	14	15	14	1	5.91651235404424
0.5	7	1	13	12	13	1	6.95803871476091
0.5	7	2	14	12	13	1.07692307692308	6.93379124859348
0.5	7	3	17	14	15	1.13333333333333	7.00509713264182
0.5	7	4	15	12	13	1.15384615384615	7.08293288163841
0.5	7	5	14	11	12	1.16666666666667	7.07801293116063
0.5	7	6	15	14	14	1.07142857142857	7.02340599675663
0.5	7	7	16	12	12	1.33333333333333	6.93659197082743
0.5	7	8	12	11	12	1	7.03612828445621
0.5	7	9	15	13	13	1.15384615384615	7.08735020300373
0.5	7	10	13	11	11	1.18181818181818	6.94468927639537
0.5	8	1	16	11	11	1.45454545454545	7.94403679375537
0.5	8	2	12	9	9	1.33333333333333	7.992794022616
0.5	8	3	16	10	10	1.6	7.91082497243769
0.5	8	4	9	8	8	1.125	7.95799180110916
0.5	8	5	15	10	11	1.36363636363636	8.00147560629994
0.5	8	6	13	11	12	1.08333333333333	8.03360300916247
0.5	8	7	14	11	10	1.4	8.00653872941621
0.5	8	8	14	13	11	1.27272727272727	7.93136168336496
0.5	8	9	14	11	11	1.27272727272727	8.02724741846323
0.5	8	10	16	12	11	1.45454545454545	7.93312315838411
0.5	9	1	14	11	10	1.4	8.94837559526786
0.5	9	2	14	12	11	1.27272727272727	8.93881976176053
0.5	9	3	12	8	9	1.33333333333333	8.95780610297806
0.5	9	4	16	12	12	1.33333333333333	8.92697777780704
0.5	9	5	13	10	10	1.3	9.07720846235752
0.5	9	6	16	10	12	1.33333333333333	9.08987260702997
0.5	9	7	13	9	11	1.18181818181818	8.95638434328139
0.5	9	8	12	9	8	1.5	9.01032147393562
0.5	9	9	13	9	9	1.44444444444444	8.96952556096949
0.5	9	10	13	10	10	1.3	8.98074142360128
0.5	10	1	12	8	9	1.33333333333333	10.0001398586668
0.5	10	2	14	8	9	1.55555555555556	9.91532915350981
0.5	10	3	13	9	9	1.44444444444444	10.015673869662
0.5	10	4	14	9	11	1.27272727272727	10.002775890287
0.5	10	5	12	9	10	1.2	10.0177044809796
0.5	10	6	11	8	8	1.375	9.96559674418531
0.5	10	7	10	10	9	1.11111111111111	9.95320884748362
0.5	10	8	11	8	9	1.22222222222222	9.95572221809998
0.5	10	9	13	8	9	1.44444444444444	9.94684957717545
0.5	10	10	13	7	9	1.44444444444444	9.9052819810342
0.5	11	1	14	9	10	1.4	10.9166852956172
0.5	11	2	12	9	9	1.33333333333333	11.0262040711474
0.5	11	3	10	9	9	1.11111111111111	11.031854409771
0.5	11	4	14	9	9	1.55555555555556	10.9902976831421
0.5	11	5	11	8	8	1.375	11.0433022408746
0.5	11	6	14	10	11	1.27272727272727	10.985625961842
0.5	11	7	15	10	11	1.36363636363636	11.074102780642
0.5	11	8	15	9	9	1.66666666666667	10.904797750432
0.5	11	9	14	9	10	1.4	10.9606834582984
0.5	11	10	12	7	9	1.33333333333333	11.0198119562585
0.5	12	1	13	8	7	1.85714285714286	12.0457733750343
0.5	12	2	17	10	9	1.88888888888889	11.9737102760468
0.5	12	3	12	8	7	1.71428571428571	12.0563647858799
0.5	12	4	14	8	9	1.55555555555556	11.9711363798007
0.5	12	5	12	7	8	1.5	12.0472237328533
0.5	12	6	12	8	8	1.5	11.9943669541739
0.5	12	7	10	6	7	1.42857142857143	12.0574923377018
0.5	12	8	16	8	8	2	11.9769363787491
0.5	12	9	13	10	9	1.44444444444444	12.096407018695
0.5	12	10	11	7	7	1.57142857142857	11.9057700304314
0.5	13	1	9	7	7	1.28571428571429	12.9404285456985
0.5	13	2	11	8	8	1.375	13.0832746368833
0.5	13	3	10	8	6	1.66666666666667	13.0752969081514
0.5	13	4	14	8	8	1.75	12.9012919372413
0.5	13	5	7	7	6	1.16666666666667	13.0138451266102
0.5	13	6	11	9	8	1.375	12.9788096035365
0.5	13	7	12	8	8	1.5	13.0715670499485
0.5	13	8	11	7	7	1.57142857142857	12.9597274925094
0.5	13	9	11	7	7	1.57142857142857	12.9970469793305
0.5	13	10	11	8	9	1.22222222222222	12.965846273955
0.5	14	1	11	7	8	1.375	14.0585423183627
0.5	14	2	12	8	9	1.33333333333333	13.9828876922373
0.5	14	3	13	7	8	1.625	14.076282652095
0.5	14	4	13	7	8	1.625	13.9996599621139
0.5	14	5	12	7	7	1.71428571428571	14.0289787416812
0.5	14	6	11	8	7	1.57142857142857	13.9032977643423
0.5	14	7	9	6	6	1.5	14.0314626099076
0.5	14	8	9	5	5	1.8	13.9393136603292
0.5	14	9	13	8	8	1.625	13.9661865874659
0.5	14	10	12	7	6	2	13.9330072346143
0.5	15	1	12	7	7	1.71428571428571	14.9405536163598
0.5	15	2	11	6	7	1.57142857142857	15.0293498076499
0.5	15	3	11	6	6	1.83333333333333	15.0363348840736
0.5	15	4	11	7	7	1.57142857142857	14.9000603581313
0.5	15	5	13	8	7	1.85714285714286	15.0882626722101
0.5	15	6	8	5	6	1.33333333333333	15.0827002272476
0.5	15	7	11	8	8	1.375	14.991525151208
0.5	15	8	11	8	8	1.375	15.0421958914958
0.5	15	9	12	8	7	1.71428571428571	15.0134440572932
0.5	15	10	11	7	7	1.57142857142857	14.9824805507436
0.5	16	1	9	8	7	1.28571428571429	15.9979931751732
0.5	16	2	8	6	6	1.33333333333333	15.9336538771167
0.5	16	3	11	6	6	1.83333333333333	15.9903781438712
0.5	16	4	14	8	8	1.75	15.9175484439824
0.5	16	5	9	7	7	1.28571428571429	16.0655466899276
0.5	16	6	12	9	8	1.5	15.9704825232737
0.5	16	7	10	6	6	1.66666666666667	15.9662425226998
0.5	16	8	10	7	7	1.42857142857143	16.0369551336393
0.5	16	9	10	7	7	1.42857142857143	16.0628449717537
0.5	16	10	12	8	9	1.33333333333333	16.0572079935577
0.5	17	1	10	7	6	1.66666666666667	17.051960376557
0.5	17	2	10	7	6	1.66666666666667	17.0907963264734
0.5	17	3	11	7	7	1.57142857142857	17.0618663982488
0.5	17	4	8	6	6	1.33333333333333	17.0891897759866
0.5	17	5	10	6	6	1.66666666666667	17.0451018996071
0.5	17	6	11	8	8	1.375	16.9604166748468
0.5	17	7	9	6	6	1.5	16.9119101137854
0.5	17	8	8	5	5	1.6	17.0553462290205
0.5	17	9	10	7	7	1.42857142857143	16.9666252415162
0.5	17	10	13	6	7	1.85714285714286	17.0962319347076
0.5	18	1	11	5	4	2.75	17.9633206916042
0.5	18	2	11	7	8	1.375	18.0093358859885
0.5	18	3	9	5	4	2.25	17.9757670013234
0.5	18	4	8	5	5	1.6	17.9827678612899
0.5	18	5	10	7	7	1.42857142857143	17.9110038199462
0.5	18	6	11	6	6	1.83333333333333	17.9935409888625
0.5	18	7	11	5	6	1.83333333333333	17.9036503335461
0.5	18	8	13	8	9	1.44444444444444	17.934250518214
0.5	18	9	11	7	7	1.57142857142857	17.9649260348175
0.5	18	10	10	6	6	1.66666666666667	18.0201111746486
0.5	19	1	10	6	5	2	19.0238578613847
0.5	19	2	10	5	6	1.66666666666667	18.9634226237889
