p	maxlab	i	McSplit	MCSa1	MCSa2	ratio	maxlab_jittered
0.1	17	5	9	8	8	1.125	17.0445951044559
0.1	17	6	15	10	11	1.36363636363636	17.0815352778416
0.1	17	7	13	13	12	1.08333333333333	16.9294736746699
0.1	17	8	12	7	7	1.71428571428571	16.9680847307201
0.1	17	9	9	8	7	1.28571428571429	16.9362774221227
0.1	17	10	11	10	8	1.375	17.0420385186095
0.1	18	1	8	7	7	1.14285714285714	18.0446209394839
0.1	18	2	14	8	9	1.55555555555556	17.9453565759584
0.1	18	3	10	7	7	1.42857142857143	17.9837538090535
0.1	18	4	7	5	5	1.4	17.9455302679911
0.1	18	5	9	8	8	1.125	18.0163227871992
0.1	18	6	13	11	11	1.18181818181818	18.0908182782587
0.1	18	7	12	9	9	1.33333333333333	17.9903512381483
0.1	18	8	14	10	10	1.4	18.0894233855885
0.1	18	9	10	7	8	1.25	18.0626440477557
0.1	18	10	10	7	7	1.42857142857143	17.9038272562437
0.1	19	1	12	9	9	1.33333333333333	19.0852518043946
0.1	19	2	11	8	8	1.375	19.0357311018743
0.1	19	3	11	8	9	1.22222222222222	19.0400474933907
0.1	19	4	10	9	9	1.11111111111111	19.0968726615421
0.1	19	5	9	7	7	1.28571428571429	18.925241342606
0.1	19	6	10	7	6	1.66666666666667	19.0471597253345
0.1	19	7	10	7	8	1.25	19.0256301427726
0.1	19	8	10	11	10	1	19.0162159642205
0.1	19	9	8	6	6	1.33333333333333	19.0573553521186
0.1	19	10	12	9	9	1.33333333333333	19.0531742299907
0.1	20	1	9	7	7	1.28571428571429	19.9069281435572
0.1	20	2	12	9	9	1.33333333333333	19.9180750698317
0.1	20	3	13	10	10	1.3	19.9860071243718
0.1	20	4	12	9	8	1.5	19.9763334434014
0.1	20	5	10	7	8	1.25	19.9294590175152
0.1	20	6	13	7	7	1.85714285714286	19.9746680620592
0.1	20	7	8	7	7	1.14285714285714	19.9829466157127
0.1	20	8	12	9	10	1.2	20.023635081714
0.1	20	9	10	7	7	1.42857142857143	19.9172271215823
0.1	20	10	7	7	7	1	19.954211819265
0.2	1	1	20	26	25	0.8	1.05584726938978
0.2	1	2	20	26	30	0.666666666666667	0.959061757614836
0.2	1	3	20	35	30	0.666666666666667	0.911342686926946
0.2	1	4	20	28	26	0.769230769230769	0.962035162374377
0.2	1	5	20	37	32	0.625	1.09039819636382
0.2	1	6	20	32	30	0.666666666666667	0.936421250086278
0.2	1	7	20	30	30	0.666666666666667	0.980721293576062
0.2	1	8	20	28	29	0.689655172413793	0.943002258148044
0.2	1	9	20	31	30	0.666666666666667	1.09100285749882
0.2	1	10	20	31	28	0.714285714285714	1.0182343931403
0.2	2	1	19	27	26	0.730769230769231	2.09256596816704
0.2	2	2	19	24	22	0.863636363636364	1.91387356203049
0.2	2	3	15	22	23	0.652173913043478	1.91940409298986
0.2	2	4	19	24	22	0.863636363636364	1.92687742873095
0.2	2	5	15	22	22	0.681818181818182	1.99221382634714
0.2	2	6	19	24	22	0.863636363636364	1.90107624749653
0.2	2	7	19	22	25	0.76	1.96795605025254
0.2	2	8	17	28	26	0.653846153846154	1.97998523791321
0.2	2	9	19	25	26	0.730769230769231	2.02006637640297
0.2	2	10	13	22	21	0.619047619047619	2.06545561668463
0.2	3	1	17	21	18	0.944444444444444	2.92379605099559
0.2	3	2	19	18	18	1.05555555555556	3.08212353540584
0.2	3	3	18	20	21	0.857142857142857	3.04362077759579
0.2	3	4	18	21	19	0.947368421052632	2.97505521881394
0.2	3	5	15	22	18	0.833333333333333	2.99259230634198
0.2	3	6	17	22	21	0.80952380952381	2.96925005479716
0.2	3	7	15	21	18	0.833333333333333	3.08071759827435
0.2	3	8	15	20	22	0.681818181818182	3.0702466789633
0.2	3	9	17	22	20	0.85	3.03305847058073
0.2	3	10	15	20	20	0.75	3.01919305878691
0.2	4	1	13	14	14	0.928571428571429	3.9650078904815
0.2	4	2	18	18	18	1	4.05250738505274
0.2	4	3	13	15	15	0.866666666666667	3.95576380086131
0.2	4	4	16	16	18	0.888888888888889	4.09840052467771
0.2	4	5	17	16	15	1.13333333333333	4.08993489099666
0.2	4	6	14	16	16	0.875	3.96306507913396
0.2	4	7	13	17	14	0.928571428571429	3.96509056263603
0.2	4	8	17	19	17	1	4.03539227843285
0.2	4	9	14	16	16	0.875	3.99128334661946
0.2	4	10	16	15	13	1.23076923076923	3.98679516101256
0.2	5	1	15	15	14	1.07142857142857	4.99566215835512
0.2	5	2	11	11	12	0.916666666666667	4.98580299112946
0.2	5	3	14	14	16	0.875	4.98653254834935
0.2	5	4	15	13	14	1.07142857142857	5.05541740325279
0.2	5	5	17	13	15	1.13333333333333	4.99972737487406
0.2	5	6	15	16	15	1	5.02164455447346
0.2	5	7	15	15	15	1	5.06217410955578
0.2	5	8	13	13	14	0.928571428571429	4.99562168866396
0.2	5	9	16	15	14	1.14285714285714	5.03245102637447
0.2	5	10	15	17	15	1	5.07509917896241
0.2	6	1	17	15	16	1.0625	5.94348027971573
0.2	6	2	15	14	14	1.07142857142857	6.04831551751122
0.2	6	3	16	13	14	1.14285714285714	6.01546330503188
0.2	6	4	17	15	14	1.21428571428571	6.05414095115848
0.2	6	5	12	15	13	0.923076923076923	6.04692040178925
0.2	6	6	14	14	13	1.07692307692308	6.04429339417256
0.2	6	7	13	13	13	1	6.06043102545664
0.2	6	8	17	14	14	1.21428571428571	5.96461492972449
0.2	6	9	13	12	12	1.08333333333333	5.90670491005294
0.2	6	10	16	15	14	1.14285714285714	6.00597254601307
0.2	7	1	16	12	13	1.23076923076923	7.02313959863968
0.2	7	2	14	12	10	1.4	7.00944894445129
0.2	7	3	16	12	13	1.23076923076923	6.97582914382219
0.2	7	4	15	13	13	1.15384615384615	6.94377882406116
0.2	7	5	13	13	13	1	6.90716007323936
0.2	7	6	15	12	13	1.15384615384615	7.0527663837187
0.2	7	7	15	13	10	1.5	7.08350974954665
0.2	7	8	13	12	12	1.08333333333333	7.04099369528703
0.2	7	9	12	11	11	1.09090909090909	7.09985708682798
0.2	7	10	15	12	14	1.07142857142857	6.93289336687885
0.2	8	1	17	14	13	1.30769230769231	8.05373795726337
0.2	8	2	17	12	13	1.30769230769231	8.04841315499507
0.2	8	3	11	9	9	1.22222222222222	8.00033594481647
0.2	8	4	13	11	11	1.18181818181818	8.09865193003789
0.2	8	5	15	10	14	1.07142857142857	8.05543889370747
0.2	8	6	16	12	13	1.23076923076923	7.94426258122548
0.2	8	7	13	13	11	1.18181818181818	8.01962340944447
0.2	8	8	14	11	11	1.27272727272727	8.03707546349615
0.2	8	9	15	12	12	1.25	8.07454535621218
0.2	8	10	12	10	11	1.09090909090909	8.09012188599445
0.2	9	1	12	9	10	1.2	9.03886683196761
0.2	9	2	9	8	10	0.9	9.01725782379508
0.2	9	3	17	12	14	1.21428571428571	9.06049492433667
0.2	9	4	11	9	8	1.375	9.0258164327126
0.2	9	5	14	10	12	1.16666666666667	8.93485117536038
0.2	9	6	16	13	13	1.23076923076923	9.08747161128558
0.2	9	7	13	10	10	1.3	8.90831436542794
0.2	9	8	13	12	12	1.08333333333333	8.90936215813272
0.2	9	9	9	7	7	1.28571428571429	9.07931384532712
0.2	9	10	14	11	12	1.16666666666667	8.93803258212283
0.2	10	1	13	11	12	1.08333333333333	10.00151754166
0.2	10	2	11	11	9	1.22222222222222	9.9930606206879
0.2	10	3	15	12	10	1.5	9.92390405251644
0.2	10	4	13	10	11	1.18181818181818	10.0375395362265
0.2	10	5	13	12	11	1.18181818181818	10.0055945312604
0.2	10	6	13	9	10	1.3	9.996580034215
0.2	10	7	12	9	10	1.2	10.0036007643677
0.2	10	8	14	11	10	1.4	9.9285895045381
0.2	10	9	9	9	9	1	10.0432617695536
0.2	10	10	10	7	7	1.42857142857143	9.95532858935185
0.2	11	1	15	12	11	1.36363636363636	10.9878526886459
0.2	11	2	14	9	11	1.27272727272727	10.9864394606091
0.2	11	3	11	9	9	1.22222222222222	11.0070286263246
0.2	11	4	14	11	11	1.27272727272727	10.929871590063
0.2	11	5	11	9	9	1.22222222222222	10.9388815742917
0.2	11	6	10	7	7	1.42857142857143	11.070101420721
0.2	11	7	11	10	8	1.375	11.0268267347012
0.2	11	8	15	10	10	1.5	10.9651669262443
0.2	11	9	10	7	9	1.11111111111111	10.9074902547989
0.2	11	10	15	12	12	1.25	10.9179829932749
0.2	12	1	12	11	11	1.09090909090909	12.0250067634042
0.2	12	2	14	9	10	1.4	12.0537161451299
0.2	12	3	14	9	10	1.4	11.9737401806284
0.2	12	4	9	8	7	1.28571428571429	12.0467199829873
0.2	12	5	13	10	11	1.18181818181818	12.0413996565621
0.2	12	6	14	10	11	1.27272727272727	12.0291337179486
0.2	12	7	11	9	8	1.375	11.9388667624444
0.2	12	8	11	9	9	1.22222222222222	11.9799157427624
0.2	12	9	12	8	9	1.33333333333333	12.0558211255353
0.2	12	10	11	7	8	1.375	11.9505674552172
0.2	13	1	11	7	7	1.57142857142857	12.999507437693
0.2	13	2	13	8	10	1.3	13.0040285998024
0.2	13	3	14	8	10	1.4	13.0085308673326
0.2	13	4	12	9	9	1.33333333333333	13.0102495640982
0.2	13	5	12	9	8	1.5	13.008564044768
0.2	13	6	12	8	9	1.33333333333333	13.0862067459151
0.2	13	7	13	10	11	1.18181818181818	12.9828134303913
0.2	13	8	15	10	10	1.5	12.9263338634279
0.2	13	9	9	6	6	1.5	13.0725949802436
0.2	13	10	12	12	11	1.09090909090909	13.0461313910782
0.2	14	1	12	9	9	1.33333333333333	14.0438201597426
0.2	14	2	9	6	6	1.5	14.0497427396942
0.2	14	3	14	7	9	1.55555555555556	13.9779696298297
0.2	14	4	11	7	8	1.375	13.9558675007895
0.2	14	5	10	9	9	1.11111111111111	13.9627169284038
0.2	14	6	10	9	9	1.11111111111111	13.9400084717665
0.2	14	7	13	9	9	1.44444444444444	13.9652242660057
0.2	14	8	10	8	7	1.42857142857143	13.9999561935663
0.2	14	9	9	7	7	1.28571428571429	14.02402219777
0.2	14	10	11	8	8	1.375	13.9288487518672
0.2	15	1	12	9	10	1.2	14.9863398325164
0.2	15	2	14	9	9	1.55555555555556	14.9344141389243
0.2	15	3	6	5	5	1.2	14.9075571813155
0.2	15	4	14	8	8	1.75	15.0050093826838
0.2	15	5	10	7	7	1.42857142857143	14.9995141049381
0.2	15	6	10	7	7	1.42857142857143	15.091971290065
0.2	15	7	8	6	7	1.14285714285714	14.93154330533
0.2	15	8	13	8	8	1.625	14.9577253330965
0.2	15	9	10	7	8	1.25	15.0356205633841
0.2	15	10	10	8	8	1.25	15.0829298883211
0.2	16	1	8	5	6	1.33333333333333	16.073097765306
0.2	16	2	7	6	6	1.16666666666667	15.9629877734929
0.2	16	3	11	8	7	1.57142857142857	15.9710158307571
0.2	16	4	13	8	8	1.625	16.0876761083957
0.2	16	5	11	7	6	1.83333333333333	15.9464344718959
0.2	16	6	10	6	7	1.42857142857143	16.0105487493798
0.2	16	7	12	8	7	1.71428571428571	15.9149064394645
0.2	16	8	10	7	7	1.42857142857143	16.0582064619288
0.2	16	9	13	7	8	1.625	16.0400876373053
0.2	16	10	11	8	8	1.375	16.0721614057664
0.2	17	1	13	10	9	1.44444444444444	16.9972931654658
0.2	17	2	7	5	6	1.16666666666667	16.9303229305428
0.2	17	3	12	7	6	2	16.9261950443964
0.2	17	4	9	8	8	1.125	17.0744546644855
0.2	17	5	10	6	6	1.66666666666667	17.0565432928037
0.2	17	6	8	7	7	1.14285714285714	16.9424299902283
0.2	17	7	9	8	8	1.125	17.0480478322599
0.2	17	8	10	9	10	1	17.0015239345841
0.2	17	9	14	10	8	1.75	16.9658371018711
0.2	17	10	10	8	7	1.42857142857143	16.9983133622911
0.2	18	1	12	8	9	1.33333333333333	17.9235203585122
0.2	18	2	6	5	5	1.2	18.0954864083324
0.2	18	3	12	8	7	1.71428571428571	17.975860852981
0.2	18	4	12	8	7	1.71428571428571	17.9913305300288
0.2	18	5	7	5	5	1.4	17.936204747064
0.2	18	6	10	6	6	1.66666666666667	18.0632375328802
0.2	18	7	11	9	8	1.375	17.9660122568253
0.2	18	8	10	6	6	1.66666666666667	18.0378207537346
0.2	18	9	8	7	8	1	17.903185404744
0.2	18	10	11	7	8	1.375	18.0147382678464
0.2	19	1	8	7	7	1.14285714285714	19.0626225323882
0.2	19	2	12	8	8	1.5	19.0194925276097
0.2	19	3	12	9	8	1.5	19.0550954627804
0.2	19	4	10	6	6	1.66666666666667	18.9021576018538
0.2	19	5	12	8	8	1.5	18.9317715444136
0.2	19	6	10	6	7	1.42857142857143	19.0896186630242
0.2	19	7	11	7	7	1.57142857142857	19.0941921758
0.2	19	8	14	7	9	1.55555555555556	19.0815593432635
0.2	19	9	6	3	3	2	18.9046411819756
0.2	19	10	8	6	5	1.6	19.0680883847643
0.2	20	1	9	7	7	1.28571428571429	19.9357102913316
0.2	20	2	9	7	7	1.28571428571429	19.9778102087323
0.2	20	3	9	7	6	1.5	20.0888167222496
0.2	20	4	10	6	6	1.66666666666667	20.0126147776376
0.2	20	5	8	6	6	1.33333333333333	19.9239844133612
0.2	20	6	10	6	6	1.66666666666667	20.0341275624
0.2	20	7	7	6	7	1	19.9810860620346
0.2	20	8	10	7	7	1.42857142857143	19.9581321133301
0.2	20	9	10	7	7	1.42857142857143	19.995627131639
0.2	20	10	9	8	7	1.28571428571429	20.0804750018753
0.3	1	1	20	34	35	0.571428571428571	1.03142769471742
0.3	1	2	20	36	37	0.540540540540541	0.95067785019055
0.3	1	3	20	37	36	0.555555555555556	0.901889304956421
0.3	1	4	20	29	34	0.588235294117647	1.08525660228916
0.3	1	5	20	37	38	0.526315789473684	0.986364769935608
0.3	1	6	20	31	36	0.555555555555556	0.959546690853313
0.3	1	7	20	33	34	0.588235294117647	1.01324551091529
0.3	1	8	20	35	32	0.625	0.996109732985497
0.3	1	9	20	34	35	0.571428571428571	1.07989017413929
0.3	1	10	20	36	33	0.606060606060606	1.04202686138451
0.3	2	1	19	26	24	0.791666666666667	2.02388878287748
0.3	2	2	17	23	21	0.80952380952381	1.90503229978494
0.3	2	3	15	24	22	0.681818181818182	2.08455223450437
0.3	2	4	17	24	25	0.68	2.00448145824485
0.3	2	5	16	26	22	0.727272727272727	2.04088209578767
0.3	2	6	18	28	26	0.692307692307692	1.93557570837438
0.3	2	7	19	27	28	0.678571428571429	1.91609090832062
0.3	2	8	20	29	26	0.769230769230769	1.91095388727263
0.3	2	9	20	26	27	0.740740740740741	2.08421737561002
0.3	2	10	18	21	22	0.818181818181818	1.99838607008569
0.3	3	1	18	22	20	0.9	2.92696192804724
0.3	3	2	15	19	20	0.75	2.93997886651196
0.3	3	3	20	22	21	0.952380952380952	3.05272781094536
0.3	3	4	17	21	18	0.944444444444444	3.00526344790123
0.3	3	5	15	20	20	0.75	3.08714905274101
0.3	3	6	17	19	19	0.894736842105263	2.97382091977634
0.3	3	7	19	21	20	0.95	2.90730265621096
0.3	3	8	19	23	20	0.95	2.93323470279574
0.3	3	9	19	19	22	0.863636363636364	2.91596625680104
0.3	3	10	18	21	21	0.857142857142857	3.06481018522754
0.3	4	1	12	12	14	0.857142857142857	4.06368698524311
0.3	4	2	15	16	16	0.9375	4.01199416625313
0.3	4	3	16	18	17	0.941176470588235	4.0023210179992
0.3	4	4	17	17	19	0.894736842105263	4.01755993524566
0.3	4	5	17	19	16	1.0625	3.9150192071218
0.3	4	6	15	17	17	0.882352941176471	3.90513118761592
0.3	4	7	17	16	17	1	3.91638771384023
0.3	4	8	14	15	16	0.875	3.95192554043606
0.3	4	9	17	17	16	1.0625	3.92192670642398
0.3	4	10	15	14	13	1.15384615384615	3.93185701700859
0.3	5	1	17	16	16	1.0625	4.97895660381764
0.3	5	2	13	13	12	1.08333333333333	4.90860274592414
0.3	5	3	15	13	15	1	4.90410400680266
0.3	5	4	17	14	14	1.21428571428571	4.90301437270828
0.3	5	5	17	14	17	1	5.08587913238443
0.3	5	6	14	14	16	0.875	5.04525900851004
0.3	5	7	13	16	14	0.928571428571429	5.07761417902075
0.3	5	8	16	15	15	1.06666666666667	4.95729327765293
0.3	5	9	14	16	13	1.07692307692308	4.93596503129229
0.3	5	10	13	15	14	0.928571428571429	5.06524580526166
0.3	6	1	13	11	12	1.08333333333333	6.08140874593519
0.3	6	2	14	12	11	1.27272727272727	6.00595392566174
0.3	6	3	10	11	11	0.909090909090909	5.95437539713457
0.3	6	4	15	15	15	1	6.04836845723912
0.3	6	5	13	13	14	0.928571428571429	6.04875417822041
0.3	6	6	13	13	14	0.928571428571429	5.94197623017244
0.3	6	7	16	15	15	1.06666666666667	6.02585411015898
0.3	6	8	13	12	11	1.18181818181818	6.01885213241912
0.3	6	9	12	12	14	0.857142857142857	6.01440811851062
0.3	6	10	12	14	12	1	6.08028502077796
0.3	7	1	13	12	13	1	7.04770410913043
0.3	7	2	13	10	12	1.08333333333333	7.0803648639936
0.3	7	3	15	13	12	1.25	6.93348969831131
0.3	7	4	15	11	12	1.25	7.08193184281699
0.3	7	5	15	12	13	1.15384615384615	6.98601965545677
0.3	7	6	14	12	12	1.16666666666667	7.06911086444743
0.3	7	7	10	9	9	1.11111111111111	7.08675291482359
0.3	7	8	18	13	12	1.5	6.98055645581335
0.3	7	9	13	11	11	1.18181818181818	6.95535430707969
0.3	7	10	9	9	9	1	6.90745529080741
0.3	8	1	9	10	11	0.818181818181818	7.92699228175916
0.3	8	2	14	12	13	1.07692307692308	7.9794322188478
0.3	8	3	13	11	11	1.18181818181818	7.94584448882379
0.3	8	4	16	12	12	1.33333333333333	7.9434999155812
0.3	8	5	11	10	10	1.1	7.95460249101743
0.3	8	6	15	11	12	1.25	7.91308455644175
0.3	8	7	15	12	12	1.25	7.90095093674026
0.3	8	8	14	11	13	1.07692307692308	7.95949750575237
0.3	8	9	13	11	12	1.08333333333333	8.03745577330701
0.3	8	10	14	11	11	1.27272727272727	7.91038046777248
0.3	9	1	14	11	11	1.27272727272727	9.00831342702731
0.3	9	2	13	10	9	1.44444444444444	9.03772434922866
0.3	9	3	12	9	9	1.33333333333333	9.03330301218666
0.3	9	4	14	10	12	1.16666666666667	8.90272508440539
0.3	9	5	10	9	9	1.11111111111111	9.02272283090278
0.3	9	6	10	10	11	0.909090909090909	9.05374928708188
0.3	9	7	11	9	10	1.1	8.9107878094539
0.3	9	8	11	7	8	1.375	8.96335090170614
