instance mcsp0 mcsp1 mcsp2 mcsp3 csia
mcs30_b06_s50_AB08 -1 -1 -1 -1 -1
mcs30_b06_s50_AB09 -1 -1 -1 -1 -1
mcs30_b06m_s25_AB00 11 11 11 11 11
mcs30_b06m_s25_AB01 2 2 2 2 2
mcs30_b06m_s25_AB02 4 4 4 4 4
mcs30_b06m_s25_AB03 1 1 1 1 1
mcs30_b06m_s25_AB04 32 32 32 32 32
mcs30_b06m_s25_AB05 1 1 1 1 1
mcs30_b06m_s25_AB06 1533 1533 1533 1533 1533
mcs30_b06m_s25_AB07 31 31 31 31 31
mcs30_b06m_s25_AB08 41 41 41 41 41
mcs30_b06m_s25_AB09 8 8 8 8 8
mcs30_b06m_s30_AB00 4 4 4 4 4
mcs30_b06m_s30_AB01 125 125 125 -1 125
mcs30_b06m_s30_AB02 735 735 735 735 735
mcs30_b06m_s30_AB03 342 342 342 342 -1
mcs30_b06m_s30_AB04 16 16 16 16 16
mcs30_b06m_s30_AB05 10 10 10 10 10
mcs30_b06m_s30_AB06 2 2 2 2 2
mcs30_b06m_s30_AB07 4 4 4 4 4
mcs30_b06m_s30_AB08 156 156 156 156 156
mcs30_b06m_s30_AB09 329 329 329 329 329
mcs30_b06m_s35_AB00 12 12 -1 -1 -1
mcs30_b06m_s35_AB01 133 133 -1 -1 -1
mcs30_b06m_s35_AB02 1664 1664 -1 -1 -1
mcs30_b06m_s35_AB03 4 4 -1 -1 -1
mcs30_b06m_s35_AB04 1 1 -1 -1 -1
mcs30_b06m_s35_AB05 617 617 -1 -1 -1
mcs30_b06m_s35_AB06 2 2 -1 -1 -1
mcs30_b06m_s35_AB07 4369 4369 -1 -1 -1
mcs30_b06m_s35_AB08 6 6 -1 -1 -1
mcs30_b06m_s35_AB09 170 170 -1 -1 -1
mcs30_b06m_s40_AB00 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB01 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB02 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB03 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB04 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB05 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB06 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB07 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB08 -1 -1 -1 -1 -1
mcs30_b06m_s40_AB09 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB00 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB01 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB02 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB03 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB04 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB05 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB06 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB07 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB08 -1 -1 -1 -1 -1
mcs30_b06m_s50_AB09 -1 -1 -1 -1 -1
mcs30_b09_s35_AB00 642 642 -1 -1 -1
mcs30_b09_s35_AB01 49 49 -1 -1 -1
mcs30_b09_s35_AB02 82 82 82 -1 -1
mcs30_b09_s35_AB03 9 9 9 -1 -1
mcs30_b09_s35_AB04 12 12 12 -1 -1
mcs30_b09_s35_AB05 3040 3040 -1 -1 -1
mcs30_b09_s35_AB06 5719 5719 -1 -1 -1
mcs30_b09_s35_AB07 5 5 5 -1 -1
mcs30_b09_s35_AB08 2564 2564 2564 -1 -1
mcs30_b09_s35_AB09 9254 9254 -1 -1 -1
mcs30_b09_s40_AB00 -1 -1 -1 -1 -1
mcs30_b09_s40_AB01 -1 -1 -1 -1 -1
mcs30_b09_s40_AB02 -1 -1 -1 -1 -1
mcs30_b09_s40_AB03 -1 -1 -1 -1 -1
mcs30_b09_s40_AB04 -1 -1 -1 -1 -1
mcs30_b09_s40_AB05 -1 -1 -1 -1 -1
mcs30_b09_s40_AB06 -1 -1 -1 -1 -1
mcs30_b09_s40_AB07 -1 -1 -1 -1 -1
mcs30_b09_s40_AB08 -1 -1 -1 -1 -1
mcs30_b09_s40_AB09 -1 -1 -1 -1 -1
mcs30_b09_s50_AB00 -1 -1 -1 -1 -1
mcs30_b09_s50_AB01 -1 -1 -1 -1 -1
mcs30_b09_s50_AB02 -1 -1 -1 -1 -1
mcs30_b09_s50_AB03 -1 -1 -1 -1 -1
mcs30_b09_s50_AB04 -1 -1 -1 -1 -1
mcs30_b09_s50_AB05 -1 -1 -1 -1 -1
mcs30_b09_s50_AB06 -1 -1 -1 -1 -1
mcs30_b09_s50_AB07 -1 -1 -1 -1 -1
mcs30_b09_s50_AB08 -1 -1 -1 -1 -1
mcs30_b09_s50_AB09 -1 -1 -1 -1 -1
mcs30_b09m_s35_AB00 73 73 -1 -1 -1
mcs30_b09m_s35_AB01 1 1 1 -1 -1
mcs30_b09m_s35_AB02 48 48 48 -1 -1
mcs30_b09m_s35_AB03 81 81 81 -1 -1
mcs30_b09m_s35_AB04 1307 1307 -1 -1 -1
mcs30_b09m_s35_AB05 53 53 -1 -1 -1
mcs30_b09m_s35_AB06 1115 1115 -1 -1 -1
mcs30_b09m_s35_AB07 4 4 -1 -1 -1
mcs30_b09m_s35_AB08 24 24 -1 -1 -1
mcs30_b09m_s35_AB09 1 1 -1 -1 -1
mcs30_b09m_s40_AB00 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB01 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB02 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB03 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB04 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB05 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB06 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB07 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB08 -1 -1 -1 -1 -1
mcs30_b09m_s40_AB09 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB00 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB01 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB02 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB03 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB04 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB05 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB06 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB07 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB08 -1 -1 -1 -1 -1
mcs30_b09m_s50_AB09 -1 -1 -1 -1 -1
mcs30_m2D_s30_AB00 3528 3528 3528 3528 -1
mcs30_m2D_s30_AB01 166 166 166 166 166
mcs30_m2D_s30_AB02 121804 121804 -1 -1 -1
mcs30_m2D_s30_AB03 546 546 546 -1 -1
mcs30_m2D_s30_AB04 40 40 40 40 -1
mcs30_m2D_s30_AB05 15248 15248 15248 15248 15248
mcs30_m2D_s30_AB06 16 16 16 16 -1
mcs30_m2D_s30_AB07 38860 38860 38860 -1 -1
mcs30_m2D_s30_AB08 5413 5413 5413 5413 -1
mcs30_m2D_s30_AB09 12 12 12 12 12
mcs30_m2D_s50_AB00 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB01 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB02 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB03 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB04 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB05 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB06 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB07 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB08 -1 -1 -1 -1 -1
mcs30_m2D_s50_AB09 -1 -1 -1 -1 -1
mcs30_m2Dr2_s30_AB00 606 606 606 -1 606
mcs30_m2Dr2_s30_AB01 50 50 50 50 -1
mcs30_m2Dr2_s30_AB02 16 16 16 16 16
mcs30_m2Dr2_s30_AB03 3168 3168 3168 3168 -1
mcs30_m2Dr2_s30_AB04 60 60 60 -1 -1
mcs30_m2Dr2_s30_AB05 22 22 22 22 22
mcs30_m2Dr2_s30_AB06 94 94 94 94 94
mcs30_m2Dr2_s30_AB07 38 38 38 38 38
mcs30_m2Dr2_s30_AB08 260 260 260 260 -1
mcs30_m2Dr2_s30_AB09 32712 32712 32712 32712 32712
mcs30_m2Dr2_s50_AB00 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB01 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB02 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB03 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB04 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB05 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB06 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB07 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB08 -1 -1 -1 -1 -1
mcs30_m2Dr2_s50_AB09 -1 -1 -1 -1 -1
mcs30_m2Dr4_s30_AB00 822 822 822 822 822
mcs30_m2Dr4_s30_AB01 2 2 2 2 2
mcs30_m2Dr4_s30_AB02 60 60 60 60 -1
mcs30_m2Dr4_s30_AB03 393 393 393 393 -1
mcs30_m2Dr4_s30_AB04 832 832 832 832 -1
mcs30_m2Dr4_s30_AB05 14 14 14 14 14
mcs30_m2Dr4_s30_AB06 4 4 4 4 4
mcs30_m2Dr4_s30_AB07 636 636 636 636 636
mcs30_m2Dr4_s30_AB08 235 235 235 235 235
mcs30_m2Dr4_s30_AB09 200 200 200 200 -1
mcs30_m2Dr4_s50_AB00 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB01 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB02 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB03 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB04 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB05 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB06 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB07 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB08 -1 -1 -1 -1 -1
mcs30_m2Dr4_s50_AB09 -1 -1 -1 -1 -1
mcs30_m2Dr6_s30_AB00 48 48 48 48 48
mcs30_m2Dr6_s30_AB01 72 72 72 72 -1
mcs30_m2Dr6_s30_AB02 9917 9917 9917 9917 -1
mcs30_m2Dr6_s30_AB03 86 86 86 86 86
mcs30_m2Dr6_s30_AB04 737 737 737 737 737
mcs30_m2Dr6_s30_AB05 1157 1157 1157 -1 1157
mcs30_m2Dr6_s30_AB06 1242 1242 1242 -1 -1
mcs30_m2Dr6_s30_AB07 1541 1541 1541 -1 1541
mcs30_m2Dr6_s30_AB08 182 182 182 182 182
mcs30_m2Dr6_s30_AB09 1 1 1 1 1
mcs30_m2Dr6_s50_AB00 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB01 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB02 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB03 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB04 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB05 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB06 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB07 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB08 -1 -1 -1 -1 -1
mcs30_m2Dr6_s50_AB09 -1 -1 -1 -1 -1
mcs30_m3D_s25_AB00 4 4 4 4 4
mcs30_m3D_s25_AB01 24 24 24 24 24
mcs30_m3D_s25_AB02 24 24 24 24 24
mcs30_m3D_s25_AB03 18 18 18 18 18
mcs30_m3D_s25_AB04 35 35 35 35 35
mcs30_m3D_s25_AB05 5935 5935 5935 5935 5935
mcs30_m3D_s25_AB06 2 2 2 2 2
mcs30_m3D_s25_AB07 1269 1269 1269 1269 1269
mcs30_m3D_s25_AB08 30 30 30 30 30
mcs30_m3D_s25_AB09 4 4 4 4 4
mcs30_m3D_s30_AB00 1719 1719 1719 1719 -1
mcs30_m3D_s30_AB01 598 598 598 598 598
mcs30_m3D_s30_AB02 809 809 809 809 809
mcs30_m3D_s30_AB03 161 161 161 161 -1
mcs30_m3D_s30_AB04 219 219 219 219 219
mcs30_m3D_s30_AB05 264 264 264 -1 -1
mcs30_m3D_s30_AB06 246 246 246 246 246
mcs30_m3D_s30_AB07 96 96 96 96 96
mcs30_m3D_s30_AB08 9112 9112 9112 -1 -1
mcs30_m3D_s30_AB09 1452 1452 1452 1452 1452
mcs30_m3D_s40_AB00 9198 -1 -1 -1 -1
mcs30_m3D_s40_AB01 102 102 -1 -1 -1
mcs30_m3D_s40_AB02 -1 -1 -1 -1 -1
mcs30_m3D_s40_AB03 -1 -1 -1 -1 -1
mcs30_m3D_s40_AB04 10910 10910 -1 -1 -1
mcs30_m3D_s40_AB05 91 91 -1 -1 -1
mcs30_m3D_s40_AB06 -1 -1 -1 -1 -1
mcs30_m3D_s40_AB07 8 8 -1 -1 -1
mcs30_m3D_s40_AB08 -1 -1 -1 -1 -1
mcs30_m3D_s40_AB09 180 180 -1 -1 -1
mcs30_m3Dr2_s25_AB00 1606 1606 1606 1606 1606
mcs30_m3Dr2_s25_AB01 40 40 40 40 40
mcs30_m3Dr2_s25_AB02 22 22 22 22 22
mcs30_m3Dr2_s25_AB03 2 2 2 2 2
mcs30_m3Dr2_s25_AB04 1559 1559 1559 1559 1559
mcs30_m3Dr2_s25_AB05 1 1 1 1 1
mcs30_m3Dr2_s25_AB06 1964 1964 1964 1964 1964
mcs30_m3Dr2_s25_AB07 160 160 160 160 160
mcs30_m3Dr2_s25_AB08 123 123 123 123 123
mcs30_m3Dr2_s25_AB09 482 482 482 482 482
mcs30_m3Dr2_s30_AB00 40 40 40 40 40
mcs30_m3Dr2_s30_AB01 4 4 4 4 4
mcs30_m3Dr2_s30_AB02 621 621 621 621 -1
mcs30_m3Dr2_s30_AB03 657 657 657 -1 -1
mcs30_m3Dr2_s30_AB04 748 748 748 748 748
mcs30_m3Dr2_s30_AB05 12570 12570 12570 12570 12570
mcs30_m3Dr2_s30_AB06 2 2 2 2 2
mcs30_m3Dr2_s30_AB07 6327 6327 6327 -1 -1
mcs30_m3Dr2_s30_AB08 88 88 88 88 88
mcs30_m3Dr2_s30_AB09 2028 2028 2028 2028 2028
mcs30_m3Dr2_s40_AB00 967 967 -1 -1 -1
mcs30_m3Dr2_s40_AB01 58119 58119 -1 -1 -1
mcs30_m3Dr2_s40_AB02 -1 -1 -1 -1 -1
mcs30_m3Dr2_s40_AB03 -1 -1 -1 -1 -1
mcs30_m3Dr2_s40_AB04 -1 -1 -1 -1 -1
mcs30_m3Dr2_s40_AB05 4 4 -1 -1 -1
mcs30_m3Dr2_s40_AB06 -1 -1 -1 -1 -1
mcs30_m3Dr2_s40_AB07 -1 -1 -1 -1 -1
mcs30_m3Dr2_s40_AB08 14686 14686 -1 -1 -1
mcs30_m3Dr2_s40_AB09 -1 -1 -1 -1 -1
mcs30_m3Dr4_s25_AB00 25 25 25 25 25
mcs30_m3Dr4_s25_AB01 2 2 2 2 2
mcs30_m3Dr4_s25_AB02 4 4 4 4 4
mcs30_m3Dr4_s25_AB03 4389 4389 4389 4389 4389
mcs30_m3Dr4_s25_AB04 52 52 52 52 52
mcs30_m3Dr4_s25_AB05 2 2 2 2 2
mcs30_m3Dr4_s25_AB06 50 50 50 50 50
mcs30_m3Dr4_s25_AB07 3 3 3 3 3
mcs30_m3Dr4_s25_AB08 1594 1594 1594 1594 1594
mcs30_m3Dr4_s25_AB09 54 54 54 54 54
mcs30_m3Dr4_s30_AB00 78 78 78 78 78
mcs30_m3Dr4_s30_AB01 531 531 531 531 531
mcs30_m3Dr4_s30_AB02 17 17 17 17 17
mcs30_m3Dr4_s30_AB03 136 136 136 136 136
mcs30_m3Dr4_s30_AB04 4 4 4 -1 -1
mcs30_m3Dr4_s30_AB05 16160 16160 -1 -1 -1
mcs30_m3Dr4_s30_AB06 6337 6337 6337 6337 6337
mcs30_m3Dr4_s30_AB07 16 16 16 16 16
mcs30_m3Dr4_s30_AB08 1091 1091 1091 1091 1091
mcs30_m3Dr4_s30_AB09 18 18 18 18 18
mcs30_m3Dr4_s40_AB00 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB01 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB02 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB03 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB04 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB05 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB06 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB07 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB08 -1 -1 -1 -1 -1
mcs30_m3Dr4_s40_AB09 -1 -1 -1 -1 -1
mcs30_m3Dr6_s25_AB00 220 220 220 220 220
mcs30_m3Dr6_s25_AB01 151 151 151 151 151
mcs30_m3Dr6_s25_AB02 884 884 884 884 884
mcs30_m3Dr6_s25_AB03 138 138 138 138 138
mcs30_m3Dr6_s25_AB04 12 12 12 12 12
mcs30_m3Dr6_s25_AB05 347 347 347 347 347
mcs30_m3Dr6_s25_AB06 40 40 40 40 40
mcs30_m3Dr6_s25_AB07 192 192 192 192 192
mcs30_m3Dr6_s25_AB08 247 247 247 247 247
mcs30_m3Dr6_s25_AB09 388 388 388 388 388
mcs30_m3Dr6_s30_AB00 2 2 2 2 2
mcs30_m3Dr6_s30_AB01 332 332 332 -1 -1
mcs30_m3Dr6_s30_AB02 38 38 38 38 38
mcs30_m3Dr6_s30_AB03 462 462 462 462 462
mcs30_m3Dr6_s30_AB04 4 4 4 4 4
mcs30_m3Dr6_s30_AB05 1513 1513 1513 1513 1513
mcs30_m3Dr6_s30_AB06 56 56 56 56 56
mcs30_m3Dr6_s30_AB07 61 61 61 61 61
mcs30_m3Dr6_s30_AB08 5193 5193 5193 5193 5193
mcs30_m3Dr6_s30_AB09 8 8 8 8 8
mcs30_m3Dr6_s40_AB00 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB01 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB02 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB03 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB04 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB05 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB06 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB07 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB08 -1 -1 -1 -1 -1
mcs30_m3Dr6_s40_AB09 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB00 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB01 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB02 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB03 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB04 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB05 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB06 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB07 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB08 -1 -1 -1 -1 -1
mcs30_m4D_s50_AB09 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB00 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB01 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB02 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB03 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB04 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB05 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB06 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB07 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB08 -1 -1 -1 -1 -1
mcs30_m4Dr2_s50_AB09 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB00 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB01 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB02 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB03 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB04 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB05 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB06 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB07 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB08 -1 -1 -1 -1 -1
mcs30_m4Dr4_s50_AB09 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB00 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB01 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB02 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB03 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB04 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB05 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB06 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB07 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB08 -1 -1 -1 -1 -1
mcs30_m4Dr6_s50_AB09 -1 -1 -1 -1 -1
mcs30_r005_s20_AB00 57288 57288 57288 57288 57288
mcs30_r005_s20_AB01 4248 4248 4248 4248 4248
mcs30_r005_s20_AB02 2552 2552 2552 2552 2552
mcs30_r005_s20_AB03 1072 1072 1072 1072 1072
mcs30_r005_s20_AB04 1192 1192 1192 1192 1192
mcs30_r005_s20_AB05 302160 302160 302160 302160 302160
mcs30_r005_s20_AB06 4464 4464 4464 4464 4464
mcs30_r005_s20_AB07 32 32 32 32 32
mcs30_r005_s20_AB08 8576 8576 8576 8576 8576
mcs30_r005_s20_AB09 4 4 4 4 4
mcs30_r005_s25_AB00 144 144 144 144 144
mcs30_r005_s25_AB01 33208 33208 33208 33208 33208
mcs30_r005_s25_AB02 432 432 432 432 432
mcs30_r005_s25_AB03 12 12 12 12 12
mcs30_r005_s25_AB04 1888 1888 1888 1888 1888
mcs30_r005_s25_AB05 10 10 10 10 10
mcs30_r005_s25_AB06 75204 75204 75204 -1 -1
mcs30_r005_s25_AB07 1068 1068 1068 1068 1068
mcs30_r005_s25_AB08 160 160 160 160 160
mcs30_r005_s25_AB09 96 96 96 96 96
mcs30_r005_s30_AB00 192 192 192 192 -1
mcs30_r005_s30_AB01 126554 126554 126554 -1 -1
mcs30_r005_s30_AB02 28 28 28 28 -1
mcs30_r005_s30_AB03 32 32 32 32 -1
mcs30_r005_s30_AB04 624 624 624 -1 -1
mcs30_r005_s30_AB05 480 480 480 480 480
mcs30_r005_s30_AB06 1560 1560 1560 -1 -1
mcs30_r005_s30_AB07 9806 9806 9806 -1 -1
mcs30_r005_s30_AB08 60 60 60 60 60
mcs30_r005_s30_AB09 32 32 32 -1 -1
mcs30_r005_s35_AB00 70 70 70 -1 -1
mcs30_r005_s35_AB01 2600 2600 -1 -1 -1
mcs30_r005_s35_AB02 92 92 -1 -1 -1
mcs30_r005_s35_AB03 19616 19616 19616 -1 -1
mcs30_r005_s35_AB04 56 56 -1 -1 -1
mcs30_r005_s35_AB05 1108312 1108312 -1 -1 -1
mcs30_r005_s35_AB06 1423 1423 -1 -1 -1
mcs30_r005_s35_AB07 28 28 -1 -1 -1
mcs30_r005_s35_AB08 32 32 -1 -1 -1
mcs30_r005_s35_AB09 48 48 -1 -1 -1
mcs30_r005_s40_AB00 96 -1 -1 -1 -1
mcs30_r005_s40_AB01 390 -1 -1 -1 -1
mcs30_r005_s40_AB02 620 620 -1 -1 -1
mcs30_r005_s40_AB03 1964 1964 -1 -1 -1
mcs30_r005_s40_AB04 469 469 -1 -1 -1
mcs30_r005_s40_AB05 54 54 -1 -1 -1
mcs30_r005_s40_AB06 -1 -1 -1 -1 -1
mcs30_r005_s40_AB07 -1 -1 -1 -1 -1
mcs30_r005_s40_AB08 24 24 -1 -1 -1
mcs30_r005_s40_AB09 -1 -1 -1 -1 -1
mcs30_r005_s50_AB00 -1 -1 -1 -1 -1
mcs30_r005_s50_AB01 -1 -1 -1 -1 -1
mcs30_r005_s50_AB02 -1 -1 -1 -1 -1
mcs30_r005_s50_AB03 -1 -1 -1 -1 -1
mcs30_r005_s50_AB04 -1 -1 -1 -1 -1
mcs30_r005_s50_AB05 -1 -1 -1 -1 -1
mcs30_r005_s50_AB06 -1 -1 -1 -1 -1
mcs30_r005_s50_AB07 -1 -1 -1 -1 -1
mcs30_r005_s50_AB08 -1 -1 -1 -1 -1
mcs30_r005_s50_AB09 -1 -1 -1 -1 -1
mcs30_r01_s10_AB00 4 4 4 4 4
mcs30_r01_s10_AB01 66 66 66 66 66
mcs30_r01_s10_AB02 30 30 30 30 30
mcs30_r01_s10_AB03 24 24 24 24 24
mcs30_r01_s10_AB04 304 304 304 304 304
mcs30_r01_s10_AB05 4 4 4 4 4
mcs30_r01_s10_AB06 10 10 10 10 10
mcs30_r01_s10_AB07 48 48 48 48 48
mcs30_r01_s10_AB08 39 39 39 39 39
mcs30_r01_s10_AB09 1056 1056 1056 1056 1056
mcs30_r01_s15_AB00 50 50 50 50 50
mcs30_r01_s15_AB01 164 164 164 164 164
mcs30_r01_s15_AB02 294 294 294 294 294
mcs30_r01_s15_AB03 20 20 20 20 20
mcs30_r01_s15_AB04 266 266 266 266 266
mcs30_r01_s15_AB05 96 96 96 96 96
mcs30_r01_s15_AB06 244 244 244 244 244
mcs30_r01_s15_AB07 6 6 6 6 6
mcs30_r01_s15_AB08 48 48 48 48 48
mcs30_r01_s15_AB09 151 151 151 151 151
mcs30_r01_s20_AB00 14 14 14 14 14
mcs30_r01_s20_AB01 29 29 29 29 29
mcs30_r01_s20_AB02 174 174 174 174 174
mcs30_r01_s20_AB03 2 2 2 2 2
mcs30_r01_s20_AB04 17 17 17 17 17
mcs30_r01_s20_AB05 244 244 244 244 244
mcs30_r01_s20_AB06 53 53 53 53 53
mcs30_r01_s20_AB07 690 690 690 690 690
mcs30_r01_s20_AB08 2 2 2 2 2
mcs30_r01_s20_AB09 6850 6850 6850 6850 6850
mcs30_r01_s25_AB00 493 493 493 493 493
mcs30_r01_s25_AB01 80 80 80 80 80
mcs30_r01_s25_AB02 1 1 1 1 1
mcs30_r01_s25_AB03 19 19 19 19 19
mcs30_r01_s25_AB04 2 2 2 2 2
mcs30_r01_s25_AB05 294 294 294 294 294
mcs30_r01_s25_AB06 111 111 111 111 111
mcs30_r01_s25_AB07 9169 9169 9169 9169 9169
mcs30_r01_s25_AB08 1 1 1 1 1
mcs30_r01_s25_AB09 2040 2040 2040 2040 2040
mcs30_r01_s30_AB00 1571 1571 1571 1571 1571
mcs30_r01_s30_AB01 1 1 1 1 1
mcs30_r01_s30_AB02 7 7 7 7 7
mcs30_r01_s30_AB03 151 151 151 151 151
mcs30_r01_s30_AB04 6 6 6 6 6
mcs30_r01_s30_AB05 4 4 4 4 4
mcs30_r01_s30_AB06 1 1 1 1 1
mcs30_r01_s30_AB07 299 299 299 299 -1
mcs30_r01_s30_AB08 1280 1280 1280 1280 1280
mcs30_r01_s30_AB09 851 851 851 -1 -1
mcs30_r01_s35_AB00 65 65 -1 -1 -1
mcs30_r01_s35_AB01 4 4 -1 -1 -1
mcs30_r01_s35_AB02 231 231 -1 -1 -1
mcs30_r01_s35_AB03 128 128 -1 -1 -1
mcs30_r01_s35_AB04 266 266 -1 -1 -1
