instance mcsp0 mcsp1 mcsp2 mcsp3 csia
mcs30_b06_s50_AB07 80000 80000 80000 80000 80000
mcs30_b06_s50_AB08 80000 80000 80000 80000 80000
mcs30_b06_s50_AB09 80000 80000 80000 80000 80000
mcs30_b06m_s25_AB00 1311 1296 6270 7709 12194
mcs30_b06m_s25_AB01 1525 1555 7811 8235 23428
mcs30_b06m_s25_AB02 728 741 5864 28447 35096
mcs30_b06m_s25_AB03 694 951 3836 6095 8420
mcs30_b06m_s25_AB04 890 658 2771 5293 14313
mcs30_b06m_s25_AB05 1710 1602 7583 24013 55260
mcs30_b06m_s25_AB06 1605 1654 6654 10448 22841
mcs30_b06m_s25_AB07 839 915 6561 11477 14339
mcs30_b06m_s25_AB08 893 1044 5240 14751 14703
mcs30_b06m_s25_AB09 1698 1731 11510 19688 13103
mcs30_b06m_s30_AB00 12099 13199 80000 80000 80000
mcs30_b06m_s30_AB01 28791 31880 80000 80000 80000
mcs30_b06m_s30_AB02 5724 6660 61984 80000 80000
mcs30_b06m_s30_AB03 23744 26087 80000 80000 80000
mcs30_b06m_s30_AB04 6264 6962 39101 80000 80000
mcs30_b06m_s30_AB05 8791 9818 73740 80000 80000
mcs30_b06m_s30_AB06 8566 9289 54289 80000 80000
mcs30_b06m_s30_AB07 11555 12923 80000 80000 80000
mcs30_b06m_s30_AB08 13890 14799 80000 80000 80000
mcs30_b06m_s30_AB09 17622 19017 80000 80000 80000
mcs30_b06m_s35_AB00 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB01 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB02 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB03 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB04 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB05 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB06 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB07 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB08 80000 80000 80000 80000 80000
mcs30_b06m_s35_AB09 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB00 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB01 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB02 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB03 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB04 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB05 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB06 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB07 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB08 80000 80000 80000 80000 80000
mcs30_b06m_s40_AB09 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB00 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB01 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB02 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB03 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB04 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB05 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB06 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB07 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB08 80000 80000 80000 80000 80000
mcs30_b06m_s50_AB09 80000 80000 80000 80000 80000
mcs30_b09_s35_AB00 80000 80000 80000 80000 80000
mcs30_b09_s35_AB01 80000 80000 80000 80000 80000
mcs30_b09_s35_AB02 80000 80000 80000 80000 80000
mcs30_b09_s35_AB03 80000 80000 80000 80000 80000
mcs30_b09_s35_AB04 63426 72643 80000 80000 80000
mcs30_b09_s35_AB05 80000 80000 80000 80000 80000
mcs30_b09_s35_AB06 80000 80000 80000 80000 80000
mcs30_b09_s35_AB07 80000 80000 80000 80000 80000
mcs30_b09_s35_AB08 75142 80000 80000 80000 80000
mcs30_b09_s35_AB09 80000 80000 80000 80000 80000
mcs30_b09_s40_AB00 80000 80000 80000 80000 80000
mcs30_b09_s40_AB01 80000 80000 80000 80000 80000
mcs30_b09_s40_AB02 80000 80000 80000 80000 80000
mcs30_b09_s40_AB03 80000 80000 80000 80000 80000
mcs30_b09_s40_AB04 80000 80000 80000 80000 80000
mcs30_b09_s40_AB05 80000 80000 80000 80000 80000
mcs30_b09_s40_AB06 80000 80000 80000 80000 80000
mcs30_b09_s40_AB07 80000 80000 80000 80000 80000
mcs30_b09_s40_AB08 80000 80000 80000 80000 80000
mcs30_b09_s40_AB09 80000 80000 80000 80000 80000
mcs30_b09_s50_AB00 80000 80000 80000 80000 80000
mcs30_b09_s50_AB01 80000 80000 80000 80000 80000
mcs30_b09_s50_AB02 80000 80000 80000 80000 80000
mcs30_b09_s50_AB03 80000 80000 80000 80000 80000
mcs30_b09_s50_AB04 80000 80000 80000 80000 80000
mcs30_b09_s50_AB05 80000 80000 80000 80000 80000
mcs30_b09_s50_AB06 80000 80000 80000 80000 80000
mcs30_b09_s50_AB07 80000 80000 80000 80000 80000
mcs30_b09_s50_AB08 80000 80000 80000 80000 80000
mcs30_b09_s50_AB09 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB00 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB01 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB02 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB03 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB04 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB05 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB06 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB07 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB08 80000 80000 80000 80000 80000
mcs30_b09m_s35_AB09 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB00 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB01 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB02 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB03 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB04 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB05 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB06 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB07 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB08 80000 80000 80000 80000 80000
mcs30_b09m_s40_AB09 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB00 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB01 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB02 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB03 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB04 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB05 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB06 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB07 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB08 80000 80000 80000 80000 80000
mcs30_b09m_s50_AB09 80000 80000 80000 80000 80000
mcs30_m2D_s30_AB00 7061 7099 80000 80000 80000
mcs30_m2D_s30_AB01 1997 1965 30875 80000 80000
mcs30_m2D_s30_AB02 17376 17111 80000 80000 80000
mcs30_m2D_s30_AB03 772 804 16860 80000 80000
mcs30_m2D_s30_AB04 1014 1137 17780 80000 80000
mcs30_m2D_s30_AB05 5047 5157 80000 80000 80000
mcs30_m2D_s30_AB06 2046 2128 77266 80000 80000
mcs30_m2D_s30_AB07 12223 11712 80000 80000 80000
mcs30_m2D_s30_AB08 5795 5916 80000 80000 80000
mcs30_m2D_s30_AB09 1532 1751 31180 80000 80000
mcs30_m2D_s50_AB00 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB01 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB02 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB03 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB04 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB05 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB06 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB07 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB08 80000 80000 80000 80000 80000
mcs30_m2D_s50_AB09 80000 80000 80000 80000 80000
mcs30_m2Dr2_s30_AB00 5679 6029 74558 80000 80000
mcs30_m2Dr2_s30_AB01 5350 5642 68398 80000 80000
mcs30_m2Dr2_s30_AB02 3464 3675 80000 80000 80000
mcs30_m2Dr2_s30_AB03 5686 6084 80000 80000 80000
mcs30_m2Dr2_s30_AB04 6355 7449 80000 80000 80000
mcs30_m2Dr2_s30_AB05 3174 3275 35872 80000 80000
mcs30_m2Dr2_s30_AB06 6280 6616 80000 80000 80000
mcs30_m2Dr2_s30_AB07 3002 3200 80000 80000 80000
mcs30_m2Dr2_s30_AB08 5485 5819 80000 80000 80000
mcs30_m2Dr2_s30_AB09 4979 4947 58299 80000 80000
mcs30_m2Dr2_s50_AB00 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB01 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB02 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB03 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB04 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB05 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB06 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB07 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB08 80000 80000 80000 80000 80000
mcs30_m2Dr2_s50_AB09 80000 80000 80000 80000 80000
mcs30_m2Dr4_s30_AB00 8354 9094 80000 80000 80000
mcs30_m2Dr4_s30_AB01 4215 4331 47525 80000 80000
mcs30_m2Dr4_s30_AB02 11235 12516 80000 80000 80000
mcs30_m2Dr4_s30_AB03 7950 8208 80000 80000 80000
mcs30_m2Dr4_s30_AB04 4151 5075 80000 80000 80000
mcs30_m2Dr4_s30_AB05 4331 4901 54694 80000 80000
mcs30_m2Dr4_s30_AB06 5025 5108 51989 80000 80000
mcs30_m2Dr4_s30_AB07 3393 3286 53879 80000 80000
mcs30_m2Dr4_s30_AB08 3813 3953 36780 80000 80000
mcs30_m2Dr4_s30_AB09 9527 10636 80000 80000 80000
mcs30_m2Dr4_s50_AB00 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB01 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB02 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB03 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB04 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB05 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB06 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB07 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB08 80000 80000 80000 80000 80000
mcs30_m2Dr4_s50_AB09 80000 80000 80000 80000 80000
mcs30_m2Dr6_s30_AB00 3574 3756 30923 80000 80000
mcs30_m2Dr6_s30_AB01 6665 7314 80000 80000 80000
mcs30_m2Dr6_s30_AB02 15477 16396 80000 80000 80000
mcs30_m2Dr6_s30_AB03 1885 1995 15411 80000 80000
mcs30_m2Dr6_s30_AB04 8795 9165 64875 80000 80000
mcs30_m2Dr6_s30_AB05 10881 11409 80000 80000 80000
mcs30_m2Dr6_s30_AB06 11022 12242 80000 80000 80000
mcs30_m2Dr6_s30_AB07 10892 11493 80000 80000 80000
mcs30_m2Dr6_s30_AB08 14737 16834 80000 80000 80000
mcs30_m2Dr6_s30_AB09 6416 6954 80000 80000 80000
mcs30_m2Dr6_s50_AB00 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB01 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB02 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB03 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB04 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB05 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB06 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB07 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB08 80000 80000 80000 80000 80000
mcs30_m2Dr6_s50_AB09 80000 80000 80000 80000 80000
mcs30_m3D_s25_AB00 1184 1204 10123 34555 23200
mcs30_m3D_s25_AB01 406 425 2183 11030 12248
mcs30_m3D_s25_AB02 1260 1124 10266 18260 31305
mcs30_m3D_s25_AB03 2108 1325 8552 6977 10573
mcs30_m3D_s25_AB04 726 719 4339 49440 12492
mcs30_m3D_s25_AB05 1213 1189 8225 80000 15284
mcs30_m3D_s25_AB06 2171 2187 12347 10242 13097
mcs30_m3D_s25_AB07 1462 1646 26567 48334 80000
mcs30_m3D_s25_AB08 602 527 3858 15588 11981
mcs30_m3D_s25_AB09 686 772 4152 20713 9055
mcs30_m3D_s30_AB00 4705 5180 80000 80000 80000
mcs30_m3D_s30_AB01 13509 13909 80000 80000 80000
mcs30_m3D_s30_AB02 6287 6882 80000 80000 80000
mcs30_m3D_s30_AB03 5195 5597 61908 80000 80000
mcs30_m3D_s30_AB04 9522 10203 77164 80000 80000
mcs30_m3D_s30_AB05 16228 17739 80000 80000 80000
mcs30_m3D_s30_AB06 13404 14478 80000 80000 80000
mcs30_m3D_s30_AB07 10789 11842 80000 80000 80000
mcs30_m3D_s30_AB08 4471 4898 80000 80000 80000
mcs30_m3D_s30_AB09 4124 4411 66122 80000 80000
mcs30_m3D_s40_AB00 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB01 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB02 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB03 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB04 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB05 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB06 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB07 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB08 80000 80000 80000 80000 80000
mcs30_m3D_s40_AB09 80000 80000 80000 80000 80000
mcs30_m3Dr2_s25_AB00 718 789 3385 17703 41192
mcs30_m3Dr2_s25_AB01 870 832 4144 9939 20701
mcs30_m3Dr2_s25_AB02 1868 1807 9608 22081 41822
mcs30_m3Dr2_s25_AB03 283 413 1524 6072 4704
mcs30_m3Dr2_s25_AB04 985 1099 8123 42420 33703
mcs30_m3Dr2_s25_AB05 859 780 3528 8703 19565
mcs30_m3Dr2_s25_AB06 1079 831 6374 30203 15289
mcs30_m3Dr2_s25_AB07 924 1229 4526 8713 17946
mcs30_m3Dr2_s25_AB08 1353 874 3938 10811 16290
mcs30_m3Dr2_s25_AB09 1467 1222 6609 28877 29530
mcs30_m3Dr2_s30_AB00 6827 7440 78906 80000 80000
mcs30_m3Dr2_s30_AB01 9031 9889 80000 80000 80000
mcs30_m3Dr2_s30_AB02 16170 16835 80000 80000 80000
mcs30_m3Dr2_s30_AB03 10589 11501 80000 80000 80000
mcs30_m3Dr2_s30_AB04 10445 10634 80000 80000 80000
mcs30_m3Dr2_s30_AB05 6441 7111 69431 80000 80000
mcs30_m3Dr2_s30_AB06 7346 8306 44120 80000 80000
mcs30_m3Dr2_s30_AB07 12497 13606 80000 80000 80000
mcs30_m3Dr2_s30_AB08 23516 25286 80000 80000 80000
mcs30_m3Dr2_s30_AB09 12193 12552 80000 80000 80000
mcs30_m3Dr2_s40_AB00 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB01 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB02 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB03 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB04 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB05 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB06 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB07 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB08 80000 80000 80000 80000 80000
mcs30_m3Dr2_s40_AB09 80000 80000 80000 80000 80000
mcs30_m3Dr4_s25_AB00 719 636 2343 7307 8377
mcs30_m3Dr4_s25_AB01 889 948 4827 23032 13975
mcs30_m3Dr4_s25_AB02 791 935 3337 8141 5416
mcs30_m3Dr4_s25_AB03 2298 2341 15663 32060 42943
mcs30_m3Dr4_s25_AB04 775 1094 3955 12693 13580
mcs30_m3Dr4_s25_AB05 922 730 3794 8254 11528
mcs30_m3Dr4_s25_AB06 773 939 6377 16134 15510
mcs30_m3Dr4_s25_AB07 1539 1695 7119 12247 17794
mcs30_m3Dr4_s25_AB08 1366 1411 8229 18798 24454
mcs30_m3Dr4_s25_AB09 381 412 2465 7047 8510
mcs30_m3Dr4_s30_AB00 17696 19358 80000 80000 80000
mcs30_m3Dr4_s30_AB01 4980 5498 48814 80000 80000
mcs30_m3Dr4_s30_AB02 10781 11708 80000 80000 80000
mcs30_m3Dr4_s30_AB03 8696 9957 61868 80000 80000
mcs30_m3Dr4_s30_AB04 16323 18505 80000 80000 80000
mcs30_m3Dr4_s30_AB05 37131 39040 80000 80000 80000
mcs30_m3Dr4_s30_AB06 19605 20507 80000 80000 80000
mcs30_m3Dr4_s30_AB07 19309 20972 80000 80000 80000
mcs30_m3Dr4_s30_AB08 5726 5166 49357 80000 80000
mcs30_m3Dr4_s30_AB09 8986 8975 58903 80000 80000
mcs30_m3Dr4_s40_AB00 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB01 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB02 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB03 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB04 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB05 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB06 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB07 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB08 80000 80000 80000 80000 80000
mcs30_m3Dr4_s40_AB09 80000 80000 80000 80000 80000
mcs30_m3Dr6_s25_AB00 2406 2721 9325 14381 13870
mcs30_m3Dr6_s25_AB01 1776 1788 7444 18581 22928
mcs30_m3Dr6_s25_AB02 1152 1244 9573 16027 21049
mcs30_m3Dr6_s25_AB03 1192 1159 5103 12215 15320
mcs30_m3Dr6_s25_AB04 1681 1702 6488 12354 31740
mcs30_m3Dr6_s25_AB05 1153 1298 9357 15950 17750
mcs30_m3Dr6_s25_AB06 1002 978 6814 11781 16205
mcs30_m3Dr6_s25_AB07 1261 1158 6333 15524 15763
mcs30_m3Dr6_s25_AB08 2008 3179 9350 21544 24004
mcs30_m3Dr6_s25_AB09 1689 1755 12774 23985 27431
mcs30_m3Dr6_s30_AB00 7795 8276 80000 80000 80000
mcs30_m3Dr6_s30_AB01 26194 29230 80000 80000 80000
mcs30_m3Dr6_s30_AB02 4773 5269 52620 80000 80000
mcs30_m3Dr6_s30_AB03 24517 26304 80000 80000 80000
mcs30_m3Dr6_s30_AB04 17622 19847 80000 80000 80000
mcs30_m3Dr6_s30_AB05 18971 20928 80000 80000 80000
mcs30_m3Dr6_s30_AB06 18876 20826 80000 80000 80000
mcs30_m3Dr6_s30_AB07 22459 25395 80000 80000 80000
mcs30_m3Dr6_s30_AB08 9381 10629 80000 80000 80000
mcs30_m3Dr6_s30_AB09 25038 27559 80000 80000 80000
mcs30_m3Dr6_s40_AB00 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB01 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB02 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB03 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB04 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB05 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB06 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB07 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB08 80000 80000 80000 80000 80000
mcs30_m3Dr6_s40_AB09 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB00 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB01 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB02 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB03 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB04 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB05 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB06 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB07 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB08 80000 80000 80000 80000 80000
mcs30_m4D_s50_AB09 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB00 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB01 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB02 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB03 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB04 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB05 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB06 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB07 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB08 80000 80000 80000 80000 80000
mcs30_m4Dr2_s50_AB09 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB00 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB01 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB02 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB03 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB04 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB05 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB06 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB07 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB08 80000 80000 80000 80000 80000
mcs30_m4Dr4_s50_AB09 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB00 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB01 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB02 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB03 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB04 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB05 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB06 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB07 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB08 80000 80000 80000 80000 80000
mcs30_m4Dr6_s50_AB09 80000 80000 80000 80000 80000
mcs30_r005_s20_AB00 144 153 639 11541 5004
mcs30_r005_s20_AB01 563 367 3032 39201 29295
mcs30_r005_s20_AB02 111 107 589 1059 761
mcs30_r005_s20_AB03 198 124 2853 11870 8494
mcs30_r005_s20_AB04 104 106 924 3714 1817
mcs30_r005_s20_AB05 194 88 629 2795 5705
mcs30_r005_s20_AB06 37 37 229 3826 8989
mcs30_r005_s20_AB07 10 11 64 1548 1512
mcs30_r005_s20_AB08 68 130 449 2071 2829
mcs30_r005_s20_AB09 2 2 44 2710 1433
mcs30_r005_s25_AB00 412 555 5158 20687 35031
mcs30_r005_s25_AB01 819 844 10106 37342 45953
mcs30_r005_s25_AB02 222 206 2070 14174 46009
mcs30_r005_s25_AB03 237 187 1941 25516 66313
mcs30_r005_s25_AB04 186 198 1761 18741 27801
mcs30_r005_s25_AB05 354 359 2044 5663 12519
mcs30_r005_s25_AB06 1718 1900 80000 80000 80000
mcs30_r005_s25_AB07 74 124 2496 80000 80000
mcs30_r005_s25_AB08 947 945 16071 80000 80000
mcs30_r005_s25_AB09 429 216 2856 16694 5428
mcs30_r005_s30_AB00 9993 10084 80000 80000 80000
mcs30_r005_s30_AB01 11821 10730 80000 80000 80000
mcs30_r005_s30_AB02 3979 4673 50597 80000 80000
mcs30_r005_s30_AB03 1200 1366 80000 80000 80000
mcs30_r005_s30_AB04 4673 4587 80000 80000 80000
mcs30_r005_s30_AB05 6896 6988 80000 80000 80000
mcs30_r005_s30_AB06 3877 4098 48435 80000 80000
mcs30_r005_s30_AB07 15318 16043 80000 80000 80000
mcs30_r005_s30_AB08 3089 3853 68474 80000 80000
mcs30_r005_s30_AB09 2810 3045 80000 80000 80000
mcs30_r005_s35_AB00 18499 19438 80000 80000 80000
mcs30_r005_s35_AB01 80000 80000 80000 80000 80000
mcs30_r005_s35_AB02 64105 65575 80000 80000 80000
mcs30_r005_s35_AB03 18260 19389 80000 80000 80000
mcs30_r005_s35_AB04 63925 65774 80000 80000 80000
mcs30_r005_s35_AB05 75131 77902 80000 80000 80000
mcs30_r005_s35_AB06 80000 80000 80000 80000 80000
mcs30_r005_s35_AB07 20219 21160 80000 80000 80000
mcs30_r005_s35_AB08 66470 71958 80000 80000 80000
mcs30_r005_s35_AB09 47408 49191 80000 80000 80000
mcs30_r005_s40_AB00 80000 80000 80000 80000 80000
mcs30_r005_s40_AB01 80000 80000 80000 80000 80000
mcs30_r005_s40_AB02 80000 80000 80000 80000 80000
mcs30_r005_s40_AB03 80000 80000 80000 80000 80000
mcs30_r005_s40_AB04 80000 80000 80000 80000 80000
mcs30_r005_s40_AB05 80000 80000 80000 80000 80000
mcs30_r005_s40_AB06 80000 80000 80000 80000 80000
mcs30_r005_s40_AB07 80000 80000 80000 80000 80000
mcs30_r005_s40_AB08 80000 80000 80000 80000 80000
mcs30_r005_s40_AB09 80000 80000 80000 80000 80000
mcs30_r005_s50_AB00 80000 80000 80000 80000 80000
mcs30_r005_s50_AB01 80000 80000 80000 80000 80000
mcs30_r005_s50_AB02 80000 80000 80000 80000 80000
mcs30_r005_s50_AB03 80000 80000 80000 80000 80000
mcs30_r005_s50_AB04 80000 80000 80000 80000 80000
mcs30_r005_s50_AB05 80000 80000 80000 80000 80000
mcs30_r005_s50_AB06 80000 80000 80000 80000 80000
mcs30_r005_s50_AB07 80000 80000 80000 80000 80000
mcs30_r005_s50_AB08 80000 80000 80000 80000 80000
mcs30_r005_s50_AB09 80000 80000 80000 80000 80000
mcs30_r01_s10_AB00 0 0 0 0 0
mcs30_r01_s10_AB01 0 0 0 0 0
mcs30_r01_s10_AB02 0 0 0 1 0
mcs30_r01_s10_AB03 0 0 1 1 0
mcs30_r01_s10_AB04 0 0 0 1 0
mcs30_r01_s10_AB05 0 0 0 2 1
mcs30_r01_s10_AB06 0 0 0 0 0
mcs30_r01_s10_AB07 0 0 0 1 1
mcs30_r01_s10_AB08 0 0 0 0 0
mcs30_r01_s10_AB09 1 1 3 3 1
mcs30_r01_s15_AB00 6 7 20 26 19
mcs30_r01_s15_AB01 10 10 35 43 30
mcs30_r01_s15_AB02 6 3 17 61 40
mcs30_r01_s15_AB03 7 7 20 58 40
mcs30_r01_s15_AB04 8 9 32 74 43
mcs30_r01_s15_AB05 8 9 18 33 25
mcs30_r01_s15_AB06 4 5 12 16 18
mcs30_r01_s15_AB07 2 3 15 38 28
mcs30_r01_s15_AB08 8 8 24 49 28
mcs30_r01_s15_AB09 7 7 18 34 28
mcs30_r01_s20_AB00 138 148 418 538 551
mcs30_r01_s20_AB01 75 80 285 467 656
mcs30_r01_s20_AB02 58 38 143 630 395
mcs30_r01_s20_AB03 62 53 185 298 561
mcs30_r01_s20_AB04 81 84 298 400 498
mcs30_r01_s20_AB05 54 34 221 249 191
mcs30_r01_s20_AB06 56 65 217 673 804
mcs30_r01_s20_AB07 38 41 481 1901 783
mcs30_r01_s20_AB08 181 114 499 893 1393
mcs30_r01_s20_AB09 158 209 884 1191 1377
mcs30_r01_s25_AB00 1633 1771 11278 23079 34656
