instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts
all-meshes-CVIU11-pattern2-target405 1000000 1000000 1000002 1000130
all-meshes-CVIU11-pattern2-target406 1000000 1000000 1000000 1000027
all-meshes-CVIU11-pattern2-target407 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern2-target408 1000000 1000000 1000000 1000031
all-meshes-CVIU11-pattern2-target409 1000000 1000000 1000000 1000077
all-meshes-CVIU11-pattern2-target41 1000000 1000000 1000001 1000092
all-meshes-CVIU11-pattern2-target410 1000000 1000000 1000000 1000063
all-meshes-CVIU11-pattern2-target411 1000000 1000000 1000000 1000245
all-meshes-CVIU11-pattern2-target412 1000000 1000000 1000000 1000057
all-meshes-CVIU11-pattern2-target413 1000000 1000000 1000000 1000025
all-meshes-CVIU11-pattern2-target414 1000000 1000000 1000000 1000095
all-meshes-CVIU11-pattern2-target415 1000000 1000000 1000001 1000427
all-meshes-CVIU11-pattern2-target416 1000000 1000000 1000000 1000092
all-meshes-CVIU11-pattern2-target417 1000000 1000000 1000000 1000007
all-meshes-CVIU11-pattern2-target418 1000000 1000000 1000000 1000044
all-meshes-CVIU11-pattern2-target419 1000000 1000000 1000000 1000061
all-meshes-CVIU11-pattern2-target42 1000000 1000000 1000001 1000274
all-meshes-CVIU11-pattern2-target420 1000001 1000000 1000001 1000004
all-meshes-CVIU11-pattern2-target421 1000000 1000000 1000000 1000025
all-meshes-CVIU11-pattern2-target422 1000000 1000000 1000000 1000358
all-meshes-CVIU11-pattern2-target423 1000000 1000000 1000000 1000033
all-meshes-CVIU11-pattern2-target424 1000000 1000000 1000000 1000007
all-meshes-CVIU11-pattern2-target425 1000000 1000000 1000000 1000060
all-meshes-CVIU11-pattern2-target427 1000000 1000000 1000000 1000257
all-meshes-CVIU11-pattern2-target428 1000000 1000000 1000003 1000153
all-meshes-CVIU11-pattern2-target429 1000000 1000000 1000000 1000119
all-meshes-CVIU11-pattern2-target43 1000000 1000000 1000003 1000067
all-meshes-CVIU11-pattern2-target430 1000000 1000000 1000002 1000147
all-meshes-CVIU11-pattern2-target431 1000000 1000001 1000003 1000011
all-meshes-CVIU11-pattern2-target432 1000000 1000000 1000000 1000018
all-meshes-CVIU11-pattern2-target433 1000000 1000000 1000001 1000247
all-meshes-CVIU11-pattern2-target434 1000001 1000000 1000003 1000085
all-meshes-CVIU11-pattern2-target435 1000000 1000000 1000001 1000146
all-meshes-CVIU11-pattern2-target436 1000000 1000000 1000001 1000117
all-meshes-CVIU11-pattern2-target437 1000000 1000000 1000000 1000023
all-meshes-CVIU11-pattern2-target438 1000000 1000000 1000002 1000143
all-meshes-CVIU11-pattern2-target439 1000000 1000000 1000001 1000109
all-meshes-CVIU11-pattern2-target44 1000000 1000000 1000001 1000083
all-meshes-CVIU11-pattern2-target440 1000000 1000000 1000000 1000144
all-meshes-CVIU11-pattern2-target441 1000000 1000000 1000001 1000078
all-meshes-CVIU11-pattern2-target442 1000000 1000000 1000001 1000059
all-meshes-CVIU11-pattern2-target443 1000000 1000000 1000001 1000005
all-meshes-CVIU11-pattern2-target444 1000000 1000000 1000002 1000013
all-meshes-CVIU11-pattern2-target446 1000000 1000000 1000001 1000023
all-meshes-CVIU11-pattern2-target447 1000000 1000000 1000002 1000010
all-meshes-CVIU11-pattern2-target448 1000000 1000000 1000001 1000124
all-meshes-CVIU11-pattern2-target449 1000000 1000000 1000002 1000116
all-meshes-CVIU11-pattern2-target45 1000000 1000000 1000000 1000219
all-meshes-CVIU11-pattern2-target450 1000001 1000000 1000002 1000230
all-meshes-CVIU11-pattern2-target451 1000000 1000000 1000001 1000194
all-meshes-CVIU11-pattern2-target452 1000001 1000002 1000005 1000017
all-meshes-CVIU11-pattern2-target453 1000000 1000000 1000001 1000225
all-meshes-CVIU11-pattern2-target454 1000000 1000000 1000003 1000161
all-meshes-CVIU11-pattern2-target455 1000000 1000000 1000001 1000248
all-meshes-CVIU11-pattern2-target456 1000001 1000001 1000006 1000015
all-meshes-CVIU11-pattern2-target457 1000000 1000000 1000000 1000024
all-meshes-CVIU11-pattern2-target458 1000000 1000000 1000001 1000133
all-meshes-CVIU11-pattern2-target459 1000001 1000001 1000003 1000015
all-meshes-CVIU11-pattern2-target46 1000000 1000000 1000000 1000059
all-meshes-CVIU11-pattern2-target460 1000000 1000000 1000000 1000301
all-meshes-CVIU11-pattern2-target461 1000000 1000001 1000007 1000018
all-meshes-CVIU11-pattern2-target462 1000000 1000000 1000000 1000065
all-meshes-CVIU11-pattern2-target463 1000000 1000000 1000000 1000080
all-meshes-CVIU11-pattern2-target464 1000000 1000000 1000003 1000078
all-meshes-CVIU11-pattern2-target465 1000000 1000000 1000000 1000321
all-meshes-CVIU11-pattern2-target466 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern2-target467 1000000 1000000 1000003 1000010
all-meshes-CVIU11-pattern2-target468 1000000 1000000 1000001 1000353
all-meshes-CVIU11-pattern2-target469 1000001 1000000 1000003 1000094
all-meshes-CVIU11-pattern2-target47 1000000 1000000 1000000 1000066
all-meshes-CVIU11-pattern2-target470 1000000 1000000 1000000 1000239
all-meshes-CVIU11-pattern2-target471 1000001 1000000 1000002 1000090
all-meshes-CVIU11-pattern2-target472 1000000 1000000 1000000 1000075
all-meshes-CVIU11-pattern2-target473 1000000 1000000 1000000 1000228
all-meshes-CVIU11-pattern2-target474 1000000 1000000 1000001 1000008
all-meshes-CVIU11-pattern2-target475 1000000 1000000 1000000 1000055
all-meshes-CVIU11-pattern2-target476 1000000 1000000 1000002 1000009
all-meshes-CVIU11-pattern2-target477 1000000 1000000 1000000 1000086
all-meshes-CVIU11-pattern2-target478 1000000 1000000 1000000 1000056
all-meshes-CVIU11-pattern2-target479 1000000 1000000 1000004 1000163
all-meshes-CVIU11-pattern2-target48 1000000 1000000 1000001 1000094
all-meshes-CVIU11-pattern2-target481 1000000 1000000 1000002 1000044
all-meshes-CVIU11-pattern2-target482 1000000 1000000 1000000 1000003
all-meshes-CVIU11-pattern2-target483 1000000 1000000 1000003 1000143
all-meshes-CVIU11-pattern2-target484 1000000 1000000 1000003 1000013
all-meshes-CVIU11-pattern2-target485 1000000 1000000 1000000 1000077
all-meshes-CVIU11-pattern2-target486 1000000 1000000 1000000 1000043
all-meshes-CVIU11-pattern2-target487 1000001 1000000 1000003 1000057
all-meshes-CVIU11-pattern2-target488 1000000 1000000 1000002 1000010
all-meshes-CVIU11-pattern2-target489 1000000 1000000 1000003 1000160
all-meshes-CVIU11-pattern2-target49 1000000 1000000 1000000 1000030
all-meshes-CVIU11-pattern2-target490 1000000 1000000 1000000 1000015
all-meshes-CVIU11-pattern2-target491 1000000 1000000 1000001 1000027
all-meshes-CVIU11-pattern2-target492 1000000 1000000 1000000 1000003
all-meshes-CVIU11-pattern2-target493 1000000 1000000 1000000 1000003
all-meshes-CVIU11-pattern2-target494 1000000 1000000 1000000 1000078
all-meshes-CVIU11-pattern2-target495 1000000 1000000 1000002 1000009
all-meshes-CVIU11-pattern2-target496 1000000 1000000 1000000 1000204
all-meshes-CVIU11-pattern2-target497 1000000 1000000 1000000 1000004
all-meshes-CVIU11-pattern2-target498 1000000 1000000 1000000 1000114
all-meshes-CVIU11-pattern2-target499 1000000 1000000 1000000 1000011
all-meshes-CVIU11-pattern2-target5 1000000 1000000 1000000 1000039
all-meshes-CVIU11-pattern2-target50 1000000 1000000 1000000 1000207
all-meshes-CVIU11-pattern2-target500 1000000 1000000 1000000 1000075
all-meshes-CVIU11-pattern2-target501 1000000 1000000 1000002 1000028
all-meshes-CVIU11-pattern2-target502 1000000 1000000 1000000 1000332
all-meshes-CVIU11-pattern2-target503 1000000 1000000 1000001 1000073
all-meshes-CVIU11-pattern2-target504 1000000 1000000 1000001 1000001
all-meshes-CVIU11-pattern2-target505 1000000 1000001 1000001 1000013
all-meshes-CVIU11-pattern2-target506 1000000 1000000 1000000 1000045
all-meshes-CVIU11-pattern2-target507 1000000 1000000 1000000 1000070
all-meshes-CVIU11-pattern2-target508 1000000 1000000 1000001 1000129
all-meshes-CVIU11-pattern2-target509 1000000 1000000 1000000 1000384
all-meshes-CVIU11-pattern2-target51 1000000 1000000 1000000 1000407
all-meshes-CVIU11-pattern2-target510 1000000 1000000 1000005 1000021
all-meshes-CVIU11-pattern2-target511 1000000 1000000 1000003 1000011
all-meshes-CVIU11-pattern2-target512 1000000 1000000 1000000 1000083
all-meshes-CVIU11-pattern2-target513 1000000 1000000 1000000 1000007
all-meshes-CVIU11-pattern2-target514 1000000 1000000 1000000 1000063
all-meshes-CVIU11-pattern2-target515 1000000 1000000 1000000 1000011
all-meshes-CVIU11-pattern2-target517 1000001 1000000 1000001 1000012
all-meshes-CVIU11-pattern2-target518 1000000 1000000 1000001 1000185
all-meshes-CVIU11-pattern2-target519 1000000 1000000 1000000 1000038
all-meshes-CVIU11-pattern2-target52 1000000 1000000 1000000 1000075
all-meshes-CVIU11-pattern2-target520 1000000 1000001 1000001 1000015
all-meshes-CVIU11-pattern2-target521 1000000 1000000 1000000 1000004
all-meshes-CVIU11-pattern2-target522 1000000 1000000 1000001 1000047
all-meshes-CVIU11-pattern2-target523 1000000 1000000 1000000 1000002
all-meshes-CVIU11-pattern2-target524 1000000 1000000 1000000 1000075
all-meshes-CVIU11-pattern2-target525 1000000 1000000 1000002 1000095
all-meshes-CVIU11-pattern2-target526 1000000 1000000 1000000 1000221
all-meshes-CVIU11-pattern2-target527 1000000 1000000 1000000 1000017
all-meshes-CVIU11-pattern2-target528 1000000 1000000 1000005 1000079
all-meshes-CVIU11-pattern2-target529 1000000 1000000 1000000 1000008
all-meshes-CVIU11-pattern2-target53 1000000 1000000 1000000 1000013
all-meshes-CVIU11-pattern2-target530 1000000 1000000 1000000 1000116
all-meshes-CVIU11-pattern2-target54 1000000 1000000 1000000 1000192
all-meshes-CVIU11-pattern2-target55 1000000 1000000 1000001 1000272
all-meshes-CVIU11-pattern2-target56 1000000 1000000 1000000 1000024
all-meshes-CVIU11-pattern2-target57 1000000 1000000 1000003 1000168
all-meshes-CVIU11-pattern2-target58 1000000 1000000 1000000 1000038
all-meshes-CVIU11-pattern2-target59 1000000 1000000 1000000 1000058
all-meshes-CVIU11-pattern2-target6 1000000 1000000 1000001 1000277
all-meshes-CVIU11-pattern2-target60 1000000 1000000 1000000 1000155
all-meshes-CVIU11-pattern2-target61 1000000 1000000 1000000 1000259
all-meshes-CVIU11-pattern2-target62 1000000 1000000 1000000 1000071
all-meshes-CVIU11-pattern2-target63 1000000 1000000 1000000 1000062
all-meshes-CVIU11-pattern2-target64 1000000 1000000 1000000 1000244
all-meshes-CVIU11-pattern2-target65 1000000 1000000 1000005 1000028
all-meshes-CVIU11-pattern2-target66 1000000 1000000 1000002 1000009
all-meshes-CVIU11-pattern2-target67 1000000 1000000 1000000 1000041
all-meshes-CVIU11-pattern2-target68 1000000 1000000 1000004 1000109
all-meshes-CVIU11-pattern2-target69 1000000 1000000 1000000 1000001
all-meshes-CVIU11-pattern2-target7 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern2-target70 1000001 1000000 1000001 1000016
all-meshes-CVIU11-pattern2-target72 1000000 1000000 1000001 1000259
all-meshes-CVIU11-pattern2-target73 1000000 1000000 1000000 1000327
all-meshes-CVIU11-pattern2-target74 1000000 1000000 1000001 1000051
all-meshes-CVIU11-pattern2-target76 1000000 1000000 1000003 1000131
all-meshes-CVIU11-pattern2-target77 1000000 1000000 1000001 1000050
all-meshes-CVIU11-pattern2-target78 1000000 1000000 1000000 1000246
all-meshes-CVIU11-pattern2-target79 1000001 1000000 1000004 1000136
all-meshes-CVIU11-pattern2-target8 1000000 1000000 1000000 1000085
all-meshes-CVIU11-pattern2-target80 1000000 1000000 1000002 1000123
all-meshes-CVIU11-pattern2-target81 1000000 1000000 1000000 1000013
all-meshes-CVIU11-pattern2-target82 1000000 1000000 1000001 1000078
all-meshes-CVIU11-pattern2-target83 1000000 1000000 1000004 1000112
all-meshes-CVIU11-pattern2-target84 1000000 1000000 1000001 1000007
all-meshes-CVIU11-pattern2-target85 1000000 1000000 1000001 1000028
all-meshes-CVIU11-pattern2-target86 1000000 1000000 1000005 1000015
all-meshes-CVIU11-pattern2-target87 1000001 1000000 1000003 1000292
all-meshes-CVIU11-pattern2-target88 1000000 1000000 1000000 1000003
all-meshes-CVIU11-pattern2-target89 1000000 1000000 1000001 1000181
all-meshes-CVIU11-pattern2-target9 1000000 1000000 1000000 1000036
all-meshes-CVIU11-pattern2-target90 1000000 1000000 1000003 1000079
all-meshes-CVIU11-pattern2-target91 1000000 1000000 1000000 1000007
all-meshes-CVIU11-pattern2-target92 1000000 1000000 1000000 1000075
all-meshes-CVIU11-pattern2-target93 1000001 1000001 1000005 1000016
all-meshes-CVIU11-pattern2-target94 1000000 1000000 1000001 1000007
all-meshes-CVIU11-pattern2-target96 1000000 1000000 1000000 1000322
all-meshes-CVIU11-pattern2-target97 1000000 1000000 1000002 1000092
all-meshes-CVIU11-pattern2-target98 1000000 1000000 1000003 1000016
all-meshes-CVIU11-pattern2-target99 1000000 1000000 1000003 1000116
all-meshes-CVIU11-pattern3-target1 1000000 1000001 1000001 1000031
all-meshes-CVIU11-pattern3-target10 1000000 1000001 1000001 1000028
all-meshes-CVIU11-pattern3-target100 1000001 1000000 1000004 1000071
all-meshes-CVIU11-pattern3-target102 1000000 1000000 1000001 1000353
all-meshes-CVIU11-pattern3-target103 1000001 1000007 1000004 1000026
all-meshes-CVIU11-pattern3-target104 1000000 1000000 1000000 1000132
all-meshes-CVIU11-pattern3-target106 1000000 1000000 1000000 1000209
all-meshes-CVIU11-pattern3-target107 1000001 1000000 1000002 1000161
all-meshes-CVIU11-pattern3-target108 1000000 1000000 1000001 1000214
all-meshes-CVIU11-pattern3-target109 1000000 1000000 1000000 1000142
all-meshes-CVIU11-pattern3-target11 1000000 1000000 1000000 1000028
all-meshes-CVIU11-pattern3-target110 1000000 1000000 1000000 1000050
all-meshes-CVIU11-pattern3-target111 1000000 1000000 1000001 1000037
all-meshes-CVIU11-pattern3-target112 1000001 1000001 1000002 1000029
all-meshes-CVIU11-pattern3-target113 4851 1000001 852645 698765
all-meshes-CVIU11-pattern3-target114 203319 1000000 1000000 1000015
all-meshes-CVIU11-pattern3-target115 1000000 1000000 1000000 637334
all-meshes-CVIU11-pattern3-target116 1000000 1000000 1000000 1000004
all-meshes-CVIU11-pattern3-target117 1000000 1000000 1000000 163624
all-meshes-CVIU11-pattern3-target118 1000000 1000000 1000000 1000031
all-meshes-CVIU11-pattern3-target119 1000000 1000001 1000001 1000027
all-meshes-CVIU11-pattern3-target12 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target120 1000000 1000000 1000000 378310
all-meshes-CVIU11-pattern3-target121 1000000 1000000 1000000 1000008
all-meshes-CVIU11-pattern3-target122 1000000 1000000 1000000 42015
all-meshes-CVIU11-pattern3-target123 1000000 1000000 1000000 1000015
all-meshes-CVIU11-pattern3-target124 1000001 1000001 1000003 1000099
all-meshes-CVIU11-pattern3-target125 1000000 1000000 1000002 338364
all-meshes-CVIU11-pattern3-target126 1000001 1000000 1000012 1000013
all-meshes-CVIU11-pattern3-target127 1000000 1000000 1000000 939703
all-meshes-CVIU11-pattern3-target128 1000000 1000000 1000000 1000065
all-meshes-CVIU11-pattern3-target129 1000000 1000003 1000006 177048
all-meshes-CVIU11-pattern3-target13 1000000 1000001 1000001 1000027
all-meshes-CVIU11-pattern3-target130 1000000 1000001 1000003 11318
all-meshes-CVIU11-pattern3-target131 1000000 1000000 1000001 1000416
all-meshes-CVIU11-pattern3-target132 1000000 1000002 1000005 1000017
all-meshes-CVIU11-pattern3-target133 1000000 216753 231156 237102
all-meshes-CVIU11-pattern3-target134 1000001 1000000 1000005 1000015
all-meshes-CVIU11-pattern3-target135 1000000 1000000 1000000 1000040
all-meshes-CVIU11-pattern3-target136 1000000 1000001 1000004 1000081
all-meshes-CVIU11-pattern3-target137 102366 1000000 517355 431408
all-meshes-CVIU11-pattern3-target138 935383 1000000 1000001 1000848
all-meshes-CVIU11-pattern3-target139 1000001 1000005 1000008 287886
all-meshes-CVIU11-pattern3-target14 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target140 1000000 1000001 1000001 1000028
all-meshes-CVIU11-pattern3-target141 1000000 1000000 1000001 1000025
all-meshes-CVIU11-pattern3-target143 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target144 1000000 1000000 1000000 1000029
all-meshes-CVIU11-pattern3-target145 1000000 1000001 1000001 1000015
all-meshes-CVIU11-pattern3-target146 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target147 1000000 1000001 1000001 26745
all-meshes-CVIU11-pattern3-target148 1000000 1000002 1000002 1000014
all-meshes-CVIU11-pattern3-target149 1000000 1000000 1000001 1000032
all-meshes-CVIU11-pattern3-target15 279470 1000000 1000001 1000206
all-meshes-CVIU11-pattern3-target150 1000000 1000003 1000005 551527
all-meshes-CVIU11-pattern3-target151 1000000 1000000 1000001 29311
all-meshes-CVIU11-pattern3-target152 1000000 1000003 1000005 548906
all-meshes-CVIU11-pattern3-target153 1000000 1000000 1000000 1000057
all-meshes-CVIU11-pattern3-target154 46914 7194 1000001 34809
all-meshes-CVIU11-pattern3-target155 1000000 1000003 1000003 1000029
all-meshes-CVIU11-pattern3-target156 1000000 1000001 1000002 1000364
all-meshes-CVIU11-pattern3-target157 1000000 1000002 1000002 1000035
all-meshes-CVIU11-pattern3-target158 1000000 1000002 1000005 1000024
all-meshes-CVIU11-pattern3-target159 1000000 1000000 1000000 1000093
all-meshes-CVIU11-pattern3-target16 1000000 1000000 1000001 1000283
all-meshes-CVIU11-pattern3-target160 1000000 1000000 1000001 1000018
all-meshes-CVIU11-pattern3-target161 1000000 1000000 1000001 1000177
all-meshes-CVIU11-pattern3-target162 1000000 1000002 1000003 46444
all-meshes-CVIU11-pattern3-target163 1000000 1000002 1000002 1000035
all-meshes-CVIU11-pattern3-target164 1000000 1000001 1000002 228877
all-meshes-CVIU11-pattern3-target165 1000000 1000000 1000000 1000022
all-meshes-CVIU11-pattern3-target166 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target167 1000000 1000001 1000002 1000021
all-meshes-CVIU11-pattern3-target168 1000000 1000000 1000000 1000063
all-meshes-CVIU11-pattern3-target169 1000001 342481 1000004 996731
all-meshes-CVIU11-pattern3-target17 1000000 1000000 1000001 1000188
all-meshes-CVIU11-pattern3-target170 1000000 1000000 1000000 1000086
all-meshes-CVIU11-pattern3-target171 1000000 1000000 1000000 1000046
all-meshes-CVIU11-pattern3-target172 1000000 1000000 1000000 1000027
all-meshes-CVIU11-pattern3-target173 1000000 1000001 1000001 1000028
all-meshes-CVIU11-pattern3-target174 1000000 1000000 1000000 1000118
all-meshes-CVIU11-pattern3-target175 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target176 1000000 1000000 1000000 1000062
all-meshes-CVIU11-pattern3-target177 1000000 1000000 1000000 1000222
all-meshes-CVIU11-pattern3-target178 1000000 1000000 1000000 1000009
all-meshes-CVIU11-pattern3-target179 1000000 1000000 1000000 1000015
all-meshes-CVIU11-pattern3-target18 1000000 1000000 1000001 1000216
all-meshes-CVIU11-pattern3-target180 1000000 1000000 1000000 1000021
all-meshes-CVIU11-pattern3-target181 1000000 1000000 1000000 1000017
all-meshes-CVIU11-pattern3-target182 1000000 1000000 1000000 1000191
all-meshes-CVIU11-pattern3-target184 1000000 1000000 1000000 1000018
all-meshes-CVIU11-pattern3-target185 1000001 1000002 1000006 1000020
all-meshes-CVIU11-pattern3-target186 146563 1000008 1000008 224242
all-meshes-CVIU11-pattern3-target187 1000000 1000000 1000003 1000442
all-meshes-CVIU11-pattern3-target188 1000000 1000001 1000001 1000024
all-meshes-CVIU11-pattern3-target189 1000000 1000001 1000002 1000009
all-meshes-CVIU11-pattern3-target19 1000000 1000000 1000001 1000012
all-meshes-CVIU11-pattern3-target190 1000000 1000000 1000000 1000137
all-meshes-CVIU11-pattern3-target191 1000001 1000003 1000006 1000032
all-meshes-CVIU11-pattern3-target192 1000000 1000000 1000001 1000511
all-meshes-CVIU11-pattern3-target193 1000001 1000000 1000001 1000050
all-meshes-CVIU11-pattern3-target194 1000000 1000001 1000001 19685
all-meshes-CVIU11-pattern3-target195 1000000 1000001 1000003 1000019
all-meshes-CVIU11-pattern3-target196 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target197 1000000 1000000 1000000 1000002
all-meshes-CVIU11-pattern3-target198 1000000 1000000 1000000 1000085
all-meshes-CVIU11-pattern3-target199 1000000 250102 249763 2107
all-meshes-CVIU11-pattern3-target2 647883 1000003 1000007 1000050
all-meshes-CVIU11-pattern3-target20 1000000 1000000 1000001 1000329
all-meshes-CVIU11-pattern3-target200 1000000 1000000 1000000 1000003
all-meshes-CVIU11-pattern3-target201 4720 2413 963628 6016
all-meshes-CVIU11-pattern3-target202 44 1000000 3059 123995
all-meshes-CVIU11-pattern3-target203 1000000 1000000 1000002 1000813
all-meshes-CVIU11-pattern3-target204 1000000 1000000 1000003 1000012
all-meshes-CVIU11-pattern3-target205 1000000 1000000 1000001 1000022
all-meshes-CVIU11-pattern3-target206 33851 859157 1000008 936226
all-meshes-CVIU11-pattern3-target207 589741 1000000 1000000 1000037
all-meshes-CVIU11-pattern3-target208 1000000 1000001 1000001 1000035
all-meshes-CVIU11-pattern3-target209 1000000 1000000 1000001 7282
all-meshes-CVIU11-pattern3-target21 1000000 1000000 1000001 1000741
all-meshes-CVIU11-pattern3-target210 1000000 1000000 1000002 1000042
all-meshes-CVIU11-pattern3-target211 203736 1000000 591794 629740
all-meshes-CVIU11-pattern3-target212 22744 1000000 1000000 1000174
all-meshes-CVIU11-pattern3-target213 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target214 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target215 1000000 3680 440753 8581
all-meshes-CVIU11-pattern3-target216 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target217 1000000 1000001 1000002 1000026
all-meshes-CVIU11-pattern3-target218 1000000 1000002 1000002 115062
all-meshes-CVIU11-pattern3-target219 696394 11735 33643 33353
all-meshes-CVIU11-pattern3-target22 1000000 1000000 1000000 1000196
all-meshes-CVIU11-pattern3-target220 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target221 1000000 1000001 1000001 839227
all-meshes-CVIU11-pattern3-target222 1000000 1000000 1000000 1000050
all-meshes-CVIU11-pattern3-target223 1000000 1000001 1000002 10507
all-meshes-CVIU11-pattern3-target224 1000000 1000000 1000001 75219
all-meshes-CVIU11-pattern3-target225 1000000 1000000 1000002 1000008
all-meshes-CVIU11-pattern3-target226 1000000 1000000 1000000 1000029
all-meshes-CVIU11-pattern3-target227 13657 1000001 128070 106030
all-meshes-CVIU11-pattern3-target228 1000000 1000002 24421 23864
all-meshes-CVIU11-pattern3-target229 1000000 1000000 1000000 1000058
all-meshes-CVIU11-pattern3-target23 1000000 1000000 1000001 1000236
all-meshes-CVIU11-pattern3-target230 1000000 1000003 1000002 1000026
all-meshes-CVIU11-pattern3-target231 4790 1000003 1000004 37182
all-meshes-CVIU11-pattern3-target232 1000000 1000000 1000001 25163
all-meshes-CVIU11-pattern3-target233 1000000 1000000 1000001 1000104
all-meshes-CVIU11-pattern3-target234 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target235 1000000 1000000 1000000 1000113
all-meshes-CVIU11-pattern3-target237 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target238 1000001 1000004 1000003 613626
all-meshes-CVIU11-pattern3-target24 1000000 1000000 1000001 1000242
all-meshes-CVIU11-pattern3-target240 1000000 1000000 1000000 1000073
all-meshes-CVIU11-pattern3-target241 784279 1000000 1000003 1000031
all-meshes-CVIU11-pattern3-target242 1000000 1000001 1000003 138745
all-meshes-CVIU11-pattern3-target243 428939 1000003 1000002 72113
all-meshes-CVIU11-pattern3-target244 1000000 1000002 1000002 1000026
all-meshes-CVIU11-pattern3-target245 1000000 1000000 1000000 1000008
all-meshes-CVIU11-pattern3-target246 1000000 1000001 1000001 1000021
all-meshes-CVIU11-pattern3-target247 1000000 1000000 1000000 1000205
all-meshes-CVIU11-pattern3-target248 1000000 1000000 1000001 1000030
all-meshes-CVIU11-pattern3-target249 1000000 1000000 1000000 1000031
all-meshes-CVIU11-pattern3-target25 430143 1000000 1000001 1000034
all-meshes-CVIU11-pattern3-target250 1000000 1000000 1000000 1000016
all-meshes-CVIU11-pattern3-target251 1000000 1000000 1000000 440621
all-meshes-CVIU11-pattern3-target252 1000000 1000003 1000002 1000015
all-meshes-CVIU11-pattern3-target253 1000000 1000001 1000001 1000021
all-meshes-CVIU11-pattern3-target254 1000000 1000000 1000000 1000038
all-meshes-CVIU11-pattern3-target255 1000001 1000001 1000002 1000084
all-meshes-CVIU11-pattern3-target256 1000001 1000004 1000009 173926
all-meshes-CVIU11-pattern3-target257 1000000 1000000 1000000 1000067
all-meshes-CVIU11-pattern3-target258 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target26 1000000 1000000 1000001 1000236
all-meshes-CVIU11-pattern3-target260 1000000 1000000 1000000 1000134
all-meshes-CVIU11-pattern3-target261 1000000 1000001 1000002 1000026
all-meshes-CVIU11-pattern3-target262 514689 1000001 1000001 109177
all-meshes-CVIU11-pattern3-target263 1000000 187492 771360 1000101
all-meshes-CVIU11-pattern3-target264 5077 1000002 558517 172630
all-meshes-CVIU11-pattern3-target265 1000000 1000000 1000000 1000084
all-meshes-CVIU11-pattern3-target266 1000000 1000000 1000000 1000019
all-meshes-CVIU11-pattern3-target267 149828 1000000 1000002 1000011
all-meshes-CVIU11-pattern3-target268 1000001 1000002 1000004 1000028
all-meshes-CVIU11-pattern3-target269 1000000 1000000 1000001 1000136
all-meshes-CVIU11-pattern3-target27 1000000 1000000 1000001 1000288
all-meshes-CVIU11-pattern3-target270 1000000 1000000 1000001 1000025
all-meshes-CVIU11-pattern3-target271 1000000 1000000 1000000 1000039
all-meshes-CVIU11-pattern3-target272 1000000 1000000 1000001 1000012
all-meshes-CVIU11-pattern3-target273 1000001 1000007 1000008 87987
all-meshes-CVIU11-pattern3-target275 1000000 1000000 1000000 1000034
all-meshes-CVIU11-pattern3-target278 1000000 1000000 1000000 1000018
all-meshes-CVIU11-pattern3-target279 1000000 1000000 1000000 1000056
all-meshes-CVIU11-pattern3-target28 1000000 1000000 1000001 1000242
all-meshes-CVIU11-pattern3-target280 1000000 1000002 1000003 54285
all-meshes-CVIU11-pattern3-target281 122529 1000006 1000004 449917
all-meshes-CVIU11-pattern3-target282 1000000 1000000 1000001 1000015
all-meshes-CVIU11-pattern3-target283 1000000 1000005 1000005 1000018
all-meshes-CVIU11-pattern3-target284 1000000 1000001 1000001 1000026
all-meshes-CVIU11-pattern3-target285 1000001 1000005 1000004 328360
all-meshes-CVIU11-pattern3-target286 1000000 1000000 1000000 1000022
all-meshes-CVIU11-pattern3-target287 1000000 1000000 1000001 1000020
all-meshes-CVIU11-pattern3-target288 1000000 1000001 1000001 1000024
all-meshes-CVIU11-pattern3-target289 1000000 1000000 1000000 1000003
all-meshes-CVIU11-pattern3-target29 1000000 1000000 1000001 1000263
all-meshes-CVIU11-pattern3-target290 1000000 1000000 1000000 1000002
all-meshes-CVIU11-pattern3-target291 1000001 1000002 1000004 42511
all-meshes-CVIU11-pattern3-target292 1000000 1000001 1000001 1000018
all-meshes-CVIU11-pattern3-target293 1000000 1000000 1000000 1000080
all-meshes-CVIU11-pattern3-target294 1000000 1000001 1000002 647344
