instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts family
si2_b06m_m200.05 0 6 15 15 0.185185
si2_b06m_m200.02 0 6 16 16 0.185185
si2_b06m_m200.00 0 6 16 16 0.185185
si2_b06m_m200.01 0 6 16 16 0.185185
si2_b06m_m200.09 0 6 16 16 0.185185
si2_b06m_m200.07 0 7 16 16 0.185185
si4_b03_m200.06 0 5 21 21 0.185185
si4_b03_m200.02 0 5 21 16 0.185185
si4_b03_m200.07 0 5 21 21 0.185185
si4_b03_m200.04 0 5 21 21 0.185185
si4_b03_m200.03 0 5 21 21 0.185185
si4_b03_m200.05 0 5 21 22 0.185185
si4_b03_m200.09 0 5 21 21 0.185185
si4_b03_m200.01 0 5 21 21 0.185185
si4_b03_m200.00 0 5 21 21 0.185185
si4_b03_m200.08 0 5 21 21 0.185185
si2_b03_m400.03 0 11 59 60 0.185185
si2_b03_m400.06 0 11 59 61 0.185185
si2_b03_m400.07 0 11 59 60 0.185185
si2_b03_m400.01 0 11 59 60 0.185185
si2_b03_m400.05 0 11 59 60 0.185185
si2_b03_m400.09 0 11 59 60 0.185185
si2_b03_m400.02 0 11 59 61 0.185185
si2_b03_m400.00 0 11 59 60 0.185185
si2_b03_m400.08 0 11 59 60 0.185185
si2_b03_m400.04 0 11 60 60 0.185185
si4_b09_m200.02 0 5 25 25 0.185185
si4_b09_m200.01 0 5 25 25 0.185185
si4_b09_m200.00 0 5 25 25 0.185185
si4_b09_m200.09 0 5 25 25 0.185185
si4_b09_m200.08 0 5 25 25 0.185185
si4_b09_m200.04 0 5 24 25 0.185185
si4_b09_m200.06 0 5 25 25 0.185185
si4_b09_m200.05 0 5 25 25 0.185185
si4_b09_m200.07 0 5 25 25 0.185185
si4_b09_m200.03 0 5 25 25 0.185185
si4_b09_m800.03 0 90 409 422 0.185185
si4_b09_m800.02 0 91 410 420 0.185185
si4_b09_m800.09 0 91 305 422 0.185185
si4_b09_m800.06 0 91 409 266 0.185185
si4_b09_m800.04 0 91 409 421 0.185185
si4_b09_m800.05 0 90 409 424 0.185185
si4_b09_m800.00 0 91 409 422 0.185185
si4_b09_m800.01 0 91 255 420 0.185185
si4_b09_m800.07 0 91 410 217 0.185185
si4_b09_m800.08 0 91 407 422 0.185185
si6_b06_m800.00 0 139 538 297 0.185185
si6_b06_m800.05 0 100 537 547 0.185185
si6_b06_m800.02 0 139 542 548 0.185185
si6_b06_m800.07 0 139 370 256 0.185185
si6_b06_m800.08 0 138 540 405 0.185185
si6_b06_m800.09 0 139 540 547 0.185185
si6_b06_m800.06 0 137 503 546 0.185185
si6_b06_m800.01 0 139 539 547 0.185185
si6_b06_m800.04 0 138 620 545 0.185185
si6_b06_m800.03 0 138 538 543 0.185185
si4_b09m_m800.06 0 205 395 398 0.185185
si4_b09m_m800.01 0 200 237 318 0.185185
si4_b09m_m800.02 0 198 385 391 0.185185
si4_b09m_m800.08 0 196 387 391 0.185185
si4_b09m_m800.04 0 200 188 191 0.185185
si4_b09m_m800.03 0 200 389 191 0.185185
si4_b09m_m800.09 1 201 191 392 0.185185
si4_b09m_m800.05 0 192 395 400 0.185185
si4_b09m_m800.00 0 204 281 394 0.185185
si4_b09m_m800.07 0 196 394 402 0.185185
si2_b06_m800.04 0 48 267 126 0.185185
si2_b06_m800.07 0 47 269 271 0.185185
si2_b06_m800.02 0 48 268 272 0.185185
si2_b06_m800.00 0 47 122 129 0.185185
si2_b06_m800.03 0 47 221 271 0.185185
si2_b06_m800.05 0 47 140 271 0.185185
si2_b06_m800.09 0 47 266 271 0.185185
si2_b06_m800.01 0 48 268 203 0.185185
si2_b06_m800.08 0 46 248 271 0.185185
si2_b06_m800.06 0 47 123 299 0.185185
si2_b06m_m800.07 0 110 261 247 0.185185
si2_b06m_m800.02 0 53 123 126 0.185185
si2_b06m_m800.03 0 103 260 261 0.185185
si2_b06m_m800.01 1 103 254 257 0.185185
si2_b06m_m800.08 0 74 259 261 0.185185
si2_b06m_m800.04 0 50 257 178 0.185185
si2_b06m_m800.06 0 99 147 123 0.185185
si2_b06m_m800.09 0 106 258 260 0.185185
si2_b06m_m800.05 0 105 260 261 0.185185
si2_b06m_m800.00 0 101 124 188 0.185185
si4_b06m_m200.00 0 12 21 21 0.185185
si4_b06m_m200.08 0 12 21 21 0.185185
si4_b06m_m200.05 0 11 21 10 0.185185
si4_b06m_m200.09 0 11 21 21 0.185185
si4_b06m_m200.01 0 11 11 21 0.185185
si4_b06m_m200.07 0 11 21 21 0.185185
si4_b06m_m200.02 0 5 21 10 0.185185
si4_b06m_m200.04 0 11 21 21 0.185185
si4_b06m_m200.06 0 11 21 21 0.185185
si4_b06m_m200.03 0 6 10 10 0.185185
si6_b09m_m800.02 1 145 238 496 0.185185
si6_b09m_m800.09 1 177 299 458 0.185185
si6_b09m_m800.04 1 293 233 480 0.185185
si6_b09m_m800.07 1 152 336 243 0.185185
si6_b09m_m800.00 1 299 310 401 0.185185
si6_b09m_m800.05 1 197 488 496 0.185185
si6_b09m_m800.03 1 301 315 468 0.185185
si6_b09m_m800.01 1 295 236 490 0.185185
si6_b09m_m800.06 1 296 485 281 0.185185
si6_b09m_m800.08 1 144 239 496 0.185185
si2_b06_m400.09 0 5 30 30 0.185185
si2_b06_m400.02 0 11 32 30 0.185185
si2_b06_m400.00 0 5 30 30 0.185185
si2_b06_m400.03 0 11 30 30 0.185185
si2_b06_m400.07 0 5 30 30 0.185185
si2_b06_m400.04 0 5 30 30 0.185185
si2_b06_m400.05 0 11 63 64 0.185185
si2_b06_m400.01 0 11 63 63 0.185185
si2_b06_m400.08 0 11 63 63 0.185185
si2_b06_m400.06 0 11 63 63 0.185185
si4_b03m_m800.03 0 161 148 151 0.185185
