instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts
all-images-CVIU11-pattern43-target22 X X X X
all-images-CVIU11-pattern43-target31 X X X X
all-images-CVIU11-pattern43-target40 X X X X
all-images-CVIU11-pattern43-target5 X X X X
all-images-CVIU11-pattern43-target59 X X X X
all-images-CVIU11-pattern43-target68 X X X X
all-images-CVIU11-pattern43-target77 X X X X
all-images-CVIU11-pattern43-target86 X X X X
all-images-CVIU11-pattern43-target95 X X X X
all-images-CVIU11-pattern44-target103 X X X X
all-images-CVIU11-pattern44-target112 X X X X
all-images-CVIU11-pattern44-target121 X X X X
all-images-CVIU11-pattern44-target130 X X X X
all-images-CVIU11-pattern44-target14 X X X X
all-images-CVIU11-pattern44-target17 X X X X
all-images-CVIU11-pattern44-target26 X X X X
all-images-CVIU11-pattern44-target35 X X X X
all-images-CVIU11-pattern44-target44 X X X X
all-images-CVIU11-pattern44-target53 X X X X
all-images-CVIU11-pattern44-target62 X X X X
all-images-CVIU11-pattern44-target71 X X X X
all-images-CVIU11-pattern44-target80 X X X X
all-images-CVIU11-pattern44-target9 X X X X
all-images-CVIU11-pattern44-target99 X X X X
all-images-CVIU11-pattern5-target107 X X X X
all-images-CVIU11-pattern5-target116 X X X X
all-images-CVIU11-pattern5-target125 X X X X
all-images-CVIU11-pattern5-target134 X X X X
all-images-CVIU11-pattern5-target143 X X X X
all-images-CVIU11-pattern5-target20 X X X X
all-images-CVIU11-pattern5-target3 X X X X
all-images-CVIU11-pattern5-target39 X X X X
all-images-CVIU11-pattern5-target48 X X X X
all-images-CVIU11-pattern5-target57 X X X X
all-images-CVIU11-pattern5-target66 X X X X
all-images-CVIU11-pattern5-target75 X X X X
all-images-CVIU11-pattern5-target84 X X X X
all-images-CVIU11-pattern5-target93 X X X X
all-images-CVIU11-pattern6-target101 X X X X
all-images-CVIU11-pattern6-target110 X X X X
all-images-CVIU11-pattern6-target12 50 X X X
all-images-CVIU11-pattern6-target129 50 X X X
all-images-CVIU11-pattern6-target138 50 X X X
all-images-CVIU11-pattern6-target15 X X X X
all-images-CVIU11-pattern6-target24 X X X X
all-images-CVIU11-pattern6-target33 X X X X
all-images-CVIU11-pattern6-target42 X X X X
all-images-CVIU11-pattern6-target51 X X X X
all-images-CVIU11-pattern6-target60 50 X X 50
all-images-CVIU11-pattern6-target7 50 X X 50
all-images-CVIU11-pattern6-target79 X X X X
all-images-CVIU11-pattern6-target88 50 X X X
all-images-CVIU11-pattern6-target97 X X X X
all-images-CVIU11-pattern7-target105 X X X X
all-images-CVIU11-pattern7-target114 X X X X
all-images-CVIU11-pattern7-target123 X X X X
all-images-CVIU11-pattern7-target132 X X X X
all-images-CVIU11-pattern7-target141 X X X X
all-images-CVIU11-pattern7-target19 X X X X
all-images-CVIU11-pattern7-target28 X X X X
all-images-CVIU11-pattern7-target37 X X X X
all-images-CVIU11-pattern7-target46 X X X X
all-images-CVIU11-pattern7-target55 X X X X
all-images-CVIU11-pattern7-target64 X X X X
all-images-CVIU11-pattern7-target73 X X X X
all-images-CVIU11-pattern7-target82 X X X X
all-images-CVIU11-pattern7-target91 X X X X
all-images-CVIU11-pattern8-target10 X X X X
all-images-CVIU11-pattern8-target109 X X X X
all-images-CVIU11-pattern8-target118 X X X X
all-images-CVIU11-pattern8-target127 X X X X
all-images-CVIU11-pattern8-target136 X X X X
all-images-CVIU11-pattern8-target145 X X X X
all-images-CVIU11-pattern8-target22 X X X X
all-images-CVIU11-pattern8-target31 X X X X
all-images-CVIU11-pattern8-target40 X X X X
all-images-CVIU11-pattern8-target5 X X X X
all-images-CVIU11-pattern8-target59 X X X X
all-images-CVIU11-pattern8-target68 X X X X
all-images-CVIU11-pattern8-target77 X X X X
all-images-CVIU11-pattern8-target86 X X X X
all-images-CVIU11-pattern8-target95 X X X X
all-images-CVIU11-pattern9-target103 X X X X
all-images-CVIU11-pattern9-target112 X X X X
all-images-CVIU11-pattern9-target121 X X X X
all-images-CVIU11-pattern9-target130 X X X X
all-images-CVIU11-pattern9-target14 X X X X
all-images-CVIU11-pattern9-target17 X X X X
all-images-CVIU11-pattern9-target26 X X X X
all-images-CVIU11-pattern9-target35 X X X X
all-images-CVIU11-pattern9-target44 X X X X
all-images-CVIU11-pattern9-target53 X X X X
all-images-CVIU11-pattern9-target62 X X X X
all-images-CVIU11-pattern9-target71 X X X X
all-images-CVIU11-pattern9-target80 X X X X
all-images-CVIU11-pattern9-target9 X X X X
all-images-CVIU11-pattern9-target99 X X X X
