instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts
all-meshes-CVIU11-pattern5-target60 X X X X
all-meshes-CVIU11-pattern5-target7 X X X X
all-meshes-CVIU11-pattern5-target80 X X X X
all-meshes-CVIU11-pattern5-target9 X X X X
all-meshes-CVIU11-pattern6-target1 X X X X
all-meshes-CVIU11-pattern6-target11 X X X X
all-meshes-CVIU11-pattern6-target119 X X X X
all-meshes-CVIU11-pattern6-target128 X X X X
all-meshes-CVIU11-pattern6-target137 X X X X
all-meshes-CVIU11-pattern6-target147 X X X X
all-meshes-CVIU11-pattern6-target156 X X X X
all-meshes-CVIU11-pattern6-target165 X X X X
all-meshes-CVIU11-pattern6-target174 X X X X
all-meshes-CVIU11-pattern6-target184 X X X X
all-meshes-CVIU11-pattern6-target193 X X X X
all-meshes-CVIU11-pattern6-target201 X X X X
all-meshes-CVIU11-pattern6-target210 X X X X
all-meshes-CVIU11-pattern6-target22 X X X X
all-meshes-CVIU11-pattern6-target229 X X X X
all-meshes-CVIU11-pattern6-target24 X X X X
all-meshes-CVIU11-pattern6-target249 X X X X
all-meshes-CVIU11-pattern6-target258 X X X X
all-meshes-CVIU11-pattern6-target268 X X X X
all-meshes-CVIU11-pattern6-target28 X X X X
all-meshes-CVIU11-pattern6-target289 X X X X
all-meshes-CVIU11-pattern6-target298 X X X X
all-meshes-CVIU11-pattern6-target308 X X X X
all-meshes-CVIU11-pattern6-target317 X X X X
all-meshes-CVIU11-pattern6-target326 X X X X
all-meshes-CVIU11-pattern6-target335 X X X X
all-meshes-CVIU11-pattern6-target344 X X X X
all-meshes-CVIU11-pattern6-target353 X X X X
all-meshes-CVIU11-pattern6-target363 X X X X
all-meshes-CVIU11-pattern6-target379 X X X X
all-meshes-CVIU11-pattern6-target388 X X X X
all-meshes-CVIU11-pattern6-target397 X X X X
all-meshes-CVIU11-pattern6-target405 X X X X
all-meshes-CVIU11-pattern6-target414 X X X X
all-meshes-CVIU11-pattern6-target423 X X X X
all-meshes-CVIU11-pattern6-target433 X X X X
all-meshes-CVIU11-pattern6-target442 X X X X
all-meshes-CVIU11-pattern6-target452 X X X X
all-meshes-CVIU11-pattern6-target461 X X X X
all-meshes-CVIU11-pattern6-target470 X X X X
all-meshes-CVIU11-pattern6-target48 X X X X
all-meshes-CVIU11-pattern6-target49 X X X X
all-meshes-CVIU11-pattern6-target499 X X X X
all-meshes-CVIU11-pattern6-target507 X X X X
all-meshes-CVIU11-pattern6-target517 X X X X
all-meshes-CVIU11-pattern6-target526 X X X X
all-meshes-CVIU11-pattern6-target58 X X X X
all-meshes-CVIU11-pattern6-target67 X X X X
all-meshes-CVIU11-pattern6-target78 X X X X
all-meshes-CVIU11-pattern6-target87 X X X X
all-meshes-CVIU11-pattern6-target97 X X X X
all-images-CVIU11-pattern1-target105 X X X X
all-images-CVIU11-pattern1-target114 X X X X
all-images-CVIU11-pattern1-target123 X X X X
all-images-CVIU11-pattern1-target132 X X X X
all-images-CVIU11-pattern1-target141 X X X X
all-images-CVIU11-pattern1-target19 X X X X
all-images-CVIU11-pattern1-target28 X X X X
all-images-CVIU11-pattern1-target37 X X X X
all-images-CVIU11-pattern1-target46 X X X X
all-images-CVIU11-pattern1-target55 X X X X
all-images-CVIU11-pattern1-target64 X X X X
all-images-CVIU11-pattern1-target73 X X X X
all-images-CVIU11-pattern1-target82 X X X X
all-images-CVIU11-pattern1-target91 X X X X
all-images-CVIU11-pattern10-target10 X X X X
all-images-CVIU11-pattern10-target109 X X X X
all-images-CVIU11-pattern10-target118 X X X X
all-images-CVIU11-pattern10-target127 X X X X
all-images-CVIU11-pattern10-target136 X X X X
all-images-CVIU11-pattern10-target145 X X X X
all-images-CVIU11-pattern10-target22 X X X X
all-images-CVIU11-pattern10-target31 X X X X
all-images-CVIU11-pattern10-target40 X X X X
all-images-CVIU11-pattern10-target5 X X X X
all-images-CVIU11-pattern10-target59 X X X X
all-images-CVIU11-pattern10-target68 X X X X
all-images-CVIU11-pattern10-target77 X X X X
all-images-CVIU11-pattern10-target86 X X X X
all-images-CVIU11-pattern10-target95 X X X X
all-images-CVIU11-pattern11-target103 14 14 14 14
all-images-CVIU11-pattern11-target112 14 14 14 14
all-images-CVIU11-pattern11-target121 14 14 14 14
all-images-CVIU11-pattern11-target130 14 14 14 14
all-images-CVIU11-pattern11-target14 14 14 14 14
all-images-CVIU11-pattern11-target17 14 14 14 14
all-images-CVIU11-pattern11-target26 14 14 14 14
all-images-CVIU11-pattern11-target35 14 14 14 14
all-images-CVIU11-pattern11-target44 14 14 14 14
all-images-CVIU11-pattern11-target53 14 14 14 14
all-images-CVIU11-pattern11-target62 14 14 14 14
all-images-CVIU11-pattern11-target71 14 14 14 14
all-images-CVIU11-pattern11-target80 14 14 14 14
all-images-CVIU11-pattern11-target9 14 14 14 14
all-images-CVIU11-pattern11-target99 14 14 14 14
all-images-CVIU11-pattern12-target107 X X X X
all-images-CVIU11-pattern12-target116 X X X X
all-images-CVIU11-pattern12-target125 X X X X
all-images-CVIU11-pattern12-target134 X X X X
all-images-CVIU11-pattern12-target143 X X X X
all-images-CVIU11-pattern12-target20 X X X X
all-images-CVIU11-pattern12-target3 X X X X
all-images-CVIU11-pattern12-target39 X X X X
all-images-CVIU11-pattern12-target48 56 X X X
all-images-CVIU11-pattern12-target57 X X X X
all-images-CVIU11-pattern12-target66 X X X X
all-images-CVIU11-pattern12-target75 X X X X
all-images-CVIU11-pattern12-target84 X X X X
all-images-CVIU11-pattern12-target93 X X X X
all-images-CVIU11-pattern13-target101 X X X X
all-images-CVIU11-pattern13-target110 X X X X
all-images-CVIU11-pattern13-target12 X X X X
all-images-CVIU11-pattern13-target129 X X X X
all-images-CVIU11-pattern13-target138 X X X X
all-images-CVIU11-pattern13-target15 X X X X
all-images-CVIU11-pattern13-target24 X X X X
all-images-CVIU11-pattern13-target33 X X X X
all-images-CVIU11-pattern13-target42 X X X X
all-images-CVIU11-pattern13-target51 X X X X
all-images-CVIU11-pattern13-target60 X X X X
all-images-CVIU11-pattern13-target7 X X X X
all-images-CVIU11-pattern13-target79 X X X X
all-images-CVIU11-pattern13-target88 X X X X
all-images-CVIU11-pattern13-target97 X X X X
all-images-CVIU11-pattern14-target105 X X X X
all-images-CVIU11-pattern14-target114 X X X X
all-images-CVIU11-pattern14-target123 X X X X
all-images-CVIU11-pattern14-target132 X X X X
all-images-CVIU11-pattern14-target141 X X X X
all-images-CVIU11-pattern14-target19 X X X X
all-images-CVIU11-pattern14-target28 X X X X
all-images-CVIU11-pattern14-target37 X X X X
all-images-CVIU11-pattern14-target46 X X X X
all-images-CVIU11-pattern14-target55 X X X X
all-images-CVIU11-pattern14-target64 X X X X
all-images-CVIU11-pattern14-target73 X X X X
all-images-CVIU11-pattern14-target82 X X X X
all-images-CVIU11-pattern14-target91 X X X X
all-images-CVIU11-pattern15-target10 17 17 17 17
all-images-CVIU11-pattern15-target109 17 17 17 17
all-images-CVIU11-pattern15-target118 17 17 17 17
all-images-CVIU11-pattern15-target127 17 17 17 17
all-images-CVIU11-pattern15-target136 17 17 17 17
all-images-CVIU11-pattern15-target145 17 17 17 17
all-images-CVIU11-pattern15-target22 17 17 17 17
all-images-CVIU11-pattern15-target31 17 17 17 17
all-images-CVIU11-pattern15-target40 17 17 17 17
all-images-CVIU11-pattern15-target5 17 17 17 17
all-images-CVIU11-pattern15-target59 17 X 17 17
all-images-CVIU11-pattern15-target68 17 X 17 17
all-images-CVIU11-pattern15-target77 17 X X 17
all-images-CVIU11-pattern15-target86 17 17 17 17
all-images-CVIU11-pattern15-target95 17 17 17 17
all-images-CVIU11-pattern16-target103 X X X X
all-images-CVIU11-pattern16-target112 X X X X
all-images-CVIU11-pattern16-target121 X X X X
all-images-CVIU11-pattern16-target130 X X X X
all-images-CVIU11-pattern16-target14 X X X X
all-images-CVIU11-pattern16-target17 X X X X
all-images-CVIU11-pattern16-target26 X X X X
all-images-CVIU11-pattern16-target35 X X X X
all-images-CVIU11-pattern16-target44 X X X X
all-images-CVIU11-pattern16-target53 X X X X
all-images-CVIU11-pattern16-target62 X X X X
all-images-CVIU11-pattern16-target71 X X X X
all-images-CVIU11-pattern16-target80 X X X X
all-images-CVIU11-pattern16-target9 X X X X
all-images-CVIU11-pattern16-target99 X X X X
all-images-CVIU11-pattern17-target107 20 20 20 20
all-images-CVIU11-pattern17-target116 20 20 20 20
all-images-CVIU11-pattern17-target125 20 20 20 20
all-images-CVIU11-pattern17-target134 20 20 20 20
all-images-CVIU11-pattern17-target143 20 20 20 20
all-images-CVIU11-pattern17-target20 20 20 20 20
all-images-CVIU11-pattern17-target3 20 20 20 20
all-images-CVIU11-pattern17-target39 20 20 20 20
all-images-CVIU11-pattern17-target48 20 20 20 20
all-images-CVIU11-pattern17-target57 20 20 20 20
all-images-CVIU11-pattern17-target66 20 20 20 20
all-images-CVIU11-pattern17-target75 20 20 20 20
all-images-CVIU11-pattern17-target84 20 20 20 20
all-images-CVIU11-pattern17-target93 20 20 20 20
all-images-CVIU11-pattern18-target101 X X X X
all-images-CVIU11-pattern18-target110 X X X X
all-images-CVIU11-pattern18-target12 X X X X
all-images-CVIU11-pattern18-target129 X X X X
all-images-CVIU11-pattern18-target138 X X X X
all-images-CVIU11-pattern18-target15 X X X X
all-images-CVIU11-pattern18-target24 X X X X
all-images-CVIU11-pattern18-target33 X X X X
all-images-CVIU11-pattern18-target42 X X X X
all-images-CVIU11-pattern18-target51 X X X X
all-images-CVIU11-pattern18-target60 X X X X
all-images-CVIU11-pattern18-target7 X X X X
all-images-CVIU11-pattern18-target79 X X X X
all-images-CVIU11-pattern18-target88 X X X X
all-images-CVIU11-pattern18-target97 X X X X
all-images-CVIU11-pattern19-target105 X X X X
all-images-CVIU11-pattern19-target114 X X X X
all-images-CVIU11-pattern19-target123 X X X X
all-images-CVIU11-pattern19-target132 X X X X
all-images-CVIU11-pattern19-target141 X X X X
all-images-CVIU11-pattern19-target19 X X X X
all-images-CVIU11-pattern19-target28 X X X X
all-images-CVIU11-pattern19-target37 X X X X
all-images-CVIU11-pattern19-target46 X X X X
all-images-CVIU11-pattern19-target55 X X X X
all-images-CVIU11-pattern19-target64 X X X X
all-images-CVIU11-pattern19-target73 X X X X
all-images-CVIU11-pattern19-target82 X X X X
all-images-CVIU11-pattern19-target91 X X X X
all-images-CVIU11-pattern2-target10 X X X X
all-images-CVIU11-pattern2-target109 X X X X
all-images-CVIU11-pattern2-target118 X X X X
all-images-CVIU11-pattern2-target127 X X X X
all-images-CVIU11-pattern2-target136 X X X X
all-images-CVIU11-pattern2-target145 X X X X
all-images-CVIU11-pattern2-target22 X X X X
all-images-CVIU11-pattern2-target31 X X X X
all-images-CVIU11-pattern2-target40 X X X X
all-images-CVIU11-pattern2-target5 X X X X
all-images-CVIU11-pattern2-target59 X X X X
all-images-CVIU11-pattern2-target68 X X X X
all-images-CVIU11-pattern2-target77 X X X X
all-images-CVIU11-pattern2-target86 X X X X
all-images-CVIU11-pattern2-target95 X X X X
all-images-CVIU11-pattern20-target103 22 22 22 22
all-images-CVIU11-pattern20-target112 22 22 22 22
all-images-CVIU11-pattern20-target121 22 22 22 22
all-images-CVIU11-pattern20-target130 22 22 22 22
all-images-CVIU11-pattern20-target14 22 22 22 22
all-images-CVIU11-pattern20-target17 22 22 22 22
all-images-CVIU11-pattern20-target26 22 22 22 22
all-images-CVIU11-pattern20-target35 22 22 22 22
all-images-CVIU11-pattern20-target44 22 22 22 22
all-images-CVIU11-pattern20-target53 22 22 22 22
all-images-CVIU11-pattern20-target62 23 23 23 23
all-images-CVIU11-pattern20-target71 23 23 23 23
all-images-CVIU11-pattern20-target80 23 23 23 23
all-images-CVIU11-pattern20-target9 22 22 22 22
all-images-CVIU11-pattern20-target99 22 22 22 22
all-images-CVIU11-pattern21-target107 X X X X
all-images-CVIU11-pattern21-target116 X X X X
all-images-CVIU11-pattern21-target125 X X X X
all-images-CVIU11-pattern21-target134 X X X X
all-images-CVIU11-pattern21-target143 X X X X
all-images-CVIU11-pattern21-target20 X X X X
all-images-CVIU11-pattern21-target3 X X X X
all-images-CVIU11-pattern21-target39 X X X X
all-images-CVIU11-pattern21-target48 X X X X
all-images-CVIU11-pattern21-target57 X X X X
all-images-CVIU11-pattern21-target66 X X X X
all-images-CVIU11-pattern21-target75 X X X X
all-images-CVIU11-pattern21-target84 X X X X
all-images-CVIU11-pattern21-target93 X X X X
all-images-CVIU11-pattern22-target101 X X X X
all-images-CVIU11-pattern22-target110 X X X X
all-images-CVIU11-pattern22-target12 X X X X
all-images-CVIU11-pattern22-target129 X X X X
all-images-CVIU11-pattern22-target138 X X X X
all-images-CVIU11-pattern22-target15 X X X X
all-images-CVIU11-pattern22-target24 X X X X
all-images-CVIU11-pattern22-target33 X X X X
all-images-CVIU11-pattern22-target42 X X X X
all-images-CVIU11-pattern22-target51 X X X X
all-images-CVIU11-pattern22-target60 X X X X
all-images-CVIU11-pattern22-target7 X X X X
all-images-CVIU11-pattern22-target79 X X X X
all-images-CVIU11-pattern22-target88 X X X X
all-images-CVIU11-pattern22-target97 X X X X
all-images-CVIU11-pattern23-target105 X X X X
all-images-CVIU11-pattern23-target114 X X X X
all-images-CVIU11-pattern23-target123 X X X X
all-images-CVIU11-pattern23-target132 X X X X
all-images-CVIU11-pattern23-target141 X X X X
all-images-CVIU11-pattern23-target19 X X X X
all-images-CVIU11-pattern23-target28 X X X X
all-images-CVIU11-pattern23-target37 X X X X
all-images-CVIU11-pattern23-target46 X X X X
all-images-CVIU11-pattern23-target55 X X X X
all-images-CVIU11-pattern23-target64 X X X X
all-images-CVIU11-pattern23-target73 X X X X
all-images-CVIU11-pattern23-target82 X X X X
all-images-CVIU11-pattern23-target91 X X X X
all-images-CVIU11-pattern24-target10 19 19 19 19
all-images-CVIU11-pattern24-target109 19 19 19 19
all-images-CVIU11-pattern24-target118 19 19 19 19
all-images-CVIU11-pattern24-target127 19 19 19 19
all-images-CVIU11-pattern24-target136 19 19 19 19
all-images-CVIU11-pattern24-target145 19 19 19 19
all-images-CVIU11-pattern24-target22 19 19 19 19
all-images-CVIU11-pattern24-target31 19 19 19 19
all-images-CVIU11-pattern24-target40 19 19 19 19
all-images-CVIU11-pattern24-target5 19 19 19 19
all-images-CVIU11-pattern24-target59 19 19 19 19
all-images-CVIU11-pattern24-target68 19 19 19 19
all-images-CVIU11-pattern24-target77 19 19 19 19
all-images-CVIU11-pattern24-target86 19 19 19 19
all-images-CVIU11-pattern24-target95 19 19 19 19
all-images-CVIU11-pattern25-target103 X X X X
all-images-CVIU11-pattern25-target112 X X X X
all-images-CVIU11-pattern25-target121 X X X X
all-images-CVIU11-pattern25-target130 X X X X
all-images-CVIU11-pattern25-target14 X X X X
all-images-CVIU11-pattern25-target17 X X X X
all-images-CVIU11-pattern25-target26 X X X X
all-images-CVIU11-pattern25-target35 X X X X
all-images-CVIU11-pattern25-target44 X X X X
all-images-CVIU11-pattern25-target53 X X X X
all-images-CVIU11-pattern25-target62 X X X X
all-images-CVIU11-pattern25-target71 X X X X
all-images-CVIU11-pattern25-target80 X X X X
all-images-CVIU11-pattern25-target9 X X X X
all-images-CVIU11-pattern25-target99 X X X X
all-images-CVIU11-pattern26-target107 X X X X
all-images-CVIU11-pattern26-target116 X X X X
all-images-CVIU11-pattern26-target125 X X X X
all-images-CVIU11-pattern26-target134 X X X X
all-images-CVIU11-pattern26-target143 X X X X
all-images-CVIU11-pattern26-target20 X X X X
all-images-CVIU11-pattern26-target3 X X X X
all-images-CVIU11-pattern26-target39 X X X X
all-images-CVIU11-pattern26-target48 X X X X
all-images-CVIU11-pattern26-target57 X X X X
all-images-CVIU11-pattern26-target66 X X X X
all-images-CVIU11-pattern26-target75 X X X X
all-images-CVIU11-pattern26-target84 X X X X
all-images-CVIU11-pattern26-target93 X X X X
all-images-CVIU11-pattern27-target101 X X X X
all-images-CVIU11-pattern27-target110 X X X X
all-images-CVIU11-pattern27-target12 X X X X
all-images-CVIU11-pattern27-target129 X X X X
all-images-CVIU11-pattern27-target138 X X X X
all-images-CVIU11-pattern27-target15 X X X X
all-images-CVIU11-pattern27-target24 X X X X
all-images-CVIU11-pattern27-target33 X X X X
all-images-CVIU11-pattern27-target42 X X X X
all-images-CVIU11-pattern27-target51 X X X X
all-images-CVIU11-pattern27-target60 X X X X
all-images-CVIU11-pattern27-target7 X X X X
all-images-CVIU11-pattern27-target79 X X X X
all-images-CVIU11-pattern27-target88 X X X X
all-images-CVIU11-pattern27-target97 X X X X
all-images-CVIU11-pattern28-target105 X X X X
all-images-CVIU11-pattern28-target114 X X X X
all-images-CVIU11-pattern28-target123 X X X X
all-images-CVIU11-pattern28-target132 X X X X
all-images-CVIU11-pattern28-target141 X X X X
all-images-CVIU11-pattern28-target19 X X X X
all-images-CVIU11-pattern28-target28 X X X X
all-images-CVIU11-pattern28-target37 X X X X
all-images-CVIU11-pattern28-target46 X X X X
all-images-CVIU11-pattern28-target55 X X X X
all-images-CVIU11-pattern28-target64 X X X X
all-images-CVIU11-pattern28-target73 X X X X
all-images-CVIU11-pattern28-target82 X X X X
all-images-CVIU11-pattern28-target91 X X X X
all-images-CVIU11-pattern29-target10 20 20 20 20
all-images-CVIU11-pattern29-target109 20 20 20 20
all-images-CVIU11-pattern29-target118 20 20 20 20
all-images-CVIU11-pattern29-target127 20 20 20 20
all-images-CVIU11-pattern29-target136 20 20 20 20
all-images-CVIU11-pattern29-target145 20 20 20 20
all-images-CVIU11-pattern29-target22 20 20 20 20
all-images-CVIU11-pattern29-target31 20 20 20 20
all-images-CVIU11-pattern29-target40 20 20 20 20
all-images-CVIU11-pattern29-target5 20 20 20 20
all-images-CVIU11-pattern29-target59 20 20 20 20
all-images-CVIU11-pattern29-target68 20 20 20 20
all-images-CVIU11-pattern29-target77 20 20 20 20
all-images-CVIU11-pattern29-target86 19 X X 19
all-images-CVIU11-pattern29-target95 20 20 20 20
all-images-CVIU11-pattern3-target103 X X X X
all-images-CVIU11-pattern3-target112 X X X X
all-images-CVIU11-pattern3-target121 X X X X
all-images-CVIU11-pattern3-target130 X X X X
all-images-CVIU11-pattern3-target14 X X X X
all-images-CVIU11-pattern3-target17 X X X X
all-images-CVIU11-pattern3-target26 X X X X
all-images-CVIU11-pattern3-target35 X X X X
all-images-CVIU11-pattern3-target44 X X X X
all-images-CVIU11-pattern3-target53 X X X X
all-images-CVIU11-pattern3-target62 X X X X
all-images-CVIU11-pattern3-target71 X X X X
all-images-CVIU11-pattern3-target80 X X X X
all-images-CVIU11-pattern3-target9 X X X X
all-images-CVIU11-pattern3-target99 X X X X
all-images-CVIU11-pattern30-target107 X X X X
all-images-CVIU11-pattern30-target116 X X X X
all-images-CVIU11-pattern30-target125 X X X X
all-images-CVIU11-pattern30-target134 X X X X
all-images-CVIU11-pattern30-target143 X X X X
all-images-CVIU11-pattern30-target20 X X X X
all-images-CVIU11-pattern30-target3 X X X X
all-images-CVIU11-pattern30-target39 X X X X
all-images-CVIU11-pattern30-target48 X X X X
all-images-CVIU11-pattern30-target57 X X X X
all-images-CVIU11-pattern30-target66 X X X X
all-images-CVIU11-pattern30-target75 X X X X
all-images-CVIU11-pattern30-target84 X X X X
all-images-CVIU11-pattern30-target93 X X X X
all-images-CVIU11-pattern31-target101 X X X X
all-images-CVIU11-pattern31-target110 X X X X
all-images-CVIU11-pattern31-target12 X X X X
all-images-CVIU11-pattern31-target129 X X X X
all-images-CVIU11-pattern31-target138 X X X X
all-images-CVIU11-pattern31-target15 X X X X
all-images-CVIU11-pattern31-target24 X X X X
all-images-CVIU11-pattern31-target33 X X X X
all-images-CVIU11-pattern31-target42 X X X X
all-images-CVIU11-pattern31-target51 X X X X
all-images-CVIU11-pattern31-target60 X X X X
all-images-CVIU11-pattern31-target7 X X X X
all-images-CVIU11-pattern31-target79 78 78 78 78
all-images-CVIU11-pattern31-target88 X X X X
all-images-CVIU11-pattern31-target97 X X X X
all-images-CVIU11-pattern33-target105 31 X X 31
all-images-CVIU11-pattern33-target114 31 31 X X
all-images-CVIU11-pattern33-target123 31 X X 31
all-images-CVIU11-pattern33-target132 31 X X X
all-images-CVIU11-pattern33-target141 30 X X X
all-images-CVIU11-pattern33-target19 31 X X 31
all-images-CVIU11-pattern33-target28 31 X X 31
all-images-CVIU11-pattern33-target37 32 32 32 32
all-images-CVIU11-pattern33-target46 31 X X X
all-images-CVIU11-pattern33-target55 31 X X X
all-images-CVIU11-pattern33-target64 30 X X X
all-images-CVIU11-pattern33-target73 31 31 31 31
all-images-CVIU11-pattern33-target82 31 X X 31
all-images-CVIU11-pattern33-target91 31 31 31 31
all-images-CVIU11-pattern34-target10 20 20 20 20
all-images-CVIU11-pattern34-target109 20 20 20 20
all-images-CVIU11-pattern34-target118 20 20 20 20
all-images-CVIU11-pattern34-target127 20 20 20 20
all-images-CVIU11-pattern34-target136 20 20 20 20
all-images-CVIU11-pattern34-target145 21 21 21 21
all-images-CVIU11-pattern34-target22 20 20 20 20
all-images-CVIU11-pattern34-target31 21 21 21 21
all-images-CVIU11-pattern34-target40 20 20 20 20
all-images-CVIU11-pattern34-target5 21 21 21 21
all-images-CVIU11-pattern34-target59 20 20 20 20
all-images-CVIU11-pattern34-target68 20 20 20 20
all-images-CVIU11-pattern34-target77 20 20 20 20
all-images-CVIU11-pattern34-target86 20 20 20 20
all-images-CVIU11-pattern34-target95 20 20 20 20
all-images-CVIU11-pattern35-target103 41 X X X
all-images-CVIU11-pattern35-target112 41 X X X
all-images-CVIU11-pattern35-target121 41 X X X
all-images-CVIU11-pattern35-target130 41 X X X
all-images-CVIU11-pattern35-target14 40 X X X
all-images-CVIU11-pattern35-target17 41 X X X
all-images-CVIU11-pattern35-target26 40 X X X
all-images-CVIU11-pattern35-target35 41 X X X
all-images-CVIU11-pattern35-target44 41 X X X
all-images-CVIU11-pattern35-target53 41 X X X
all-images-CVIU11-pattern35-target62 41 X X X
all-images-CVIU11-pattern35-target71 41 X X X
all-images-CVIU11-pattern35-target80 41 X X X
all-images-CVIU11-pattern35-target9 41 X X X
all-images-CVIU11-pattern35-target99 41 X X X
all-images-CVIU11-pattern36-target107 X X X X
all-images-CVIU11-pattern36-target116 X X X X
all-images-CVIU11-pattern36-target125 X X X X
all-images-CVIU11-pattern36-target134 X X X X
all-images-CVIU11-pattern36-target143 X X X X
all-images-CVIU11-pattern36-target20 X X X X
all-images-CVIU11-pattern36-target3 X X X X
all-images-CVIU11-pattern36-target39 X X X X
all-images-CVIU11-pattern36-target48 X X X X
all-images-CVIU11-pattern36-target57 X X X X
all-images-CVIU11-pattern36-target66 X X X X
all-images-CVIU11-pattern36-target75 X X X X
all-images-CVIU11-pattern36-target84 X X X X
all-images-CVIU11-pattern36-target93 X X X X
all-images-CVIU11-pattern37-target101 X X X X
all-images-CVIU11-pattern37-target110 X X X X
all-images-CVIU11-pattern37-target12 X X X X
all-images-CVIU11-pattern37-target129 X X X X
all-images-CVIU11-pattern37-target138 X X X X
all-images-CVIU11-pattern37-target15 X X X X
all-images-CVIU11-pattern37-target24 X X X X
all-images-CVIU11-pattern37-target33 X X X X
all-images-CVIU11-pattern37-target42 X X X X
all-images-CVIU11-pattern37-target51 X X X X
all-images-CVIU11-pattern37-target60 X X X X
all-images-CVIU11-pattern37-target7 X X X X
all-images-CVIU11-pattern37-target79 X X X X
all-images-CVIU11-pattern37-target88 X X X X
all-images-CVIU11-pattern37-target97 X X X X
all-images-CVIU11-pattern38-target105 X X X X
all-images-CVIU11-pattern38-target114 X X X X
all-images-CVIU11-pattern38-target123 X X X X
all-images-CVIU11-pattern38-target132 X X X X
all-images-CVIU11-pattern38-target141 X X X X
all-images-CVIU11-pattern38-target19 X X X X
all-images-CVIU11-pattern38-target28 X X X X
all-images-CVIU11-pattern38-target37 X X X X
all-images-CVIU11-pattern38-target46 X X X X
all-images-CVIU11-pattern38-target55 X X X X
all-images-CVIU11-pattern38-target64 X X X X
all-images-CVIU11-pattern38-target73 X X X X
all-images-CVIU11-pattern38-target82 X X X X
all-images-CVIU11-pattern38-target91 X X X X
all-images-CVIU11-pattern39-target10 X X X X
all-images-CVIU11-pattern39-target109 X X X X
all-images-CVIU11-pattern39-target118 X X X X
all-images-CVIU11-pattern39-target127 X X X X
all-images-CVIU11-pattern39-target136 X X X X
all-images-CVIU11-pattern39-target145 X X X X
all-images-CVIU11-pattern39-target22 X X X X
all-images-CVIU11-pattern39-target31 X X X X
all-images-CVIU11-pattern39-target40 X X X X
all-images-CVIU11-pattern39-target5 X X X X
all-images-CVIU11-pattern39-target59 X X X X
all-images-CVIU11-pattern39-target68 X X X X
all-images-CVIU11-pattern39-target77 X X X X
all-images-CVIU11-pattern39-target86 X X X X
all-images-CVIU11-pattern39-target95 X X X X
all-images-CVIU11-pattern4-target103 X X X X
all-images-CVIU11-pattern4-target112 X X X X
all-images-CVIU11-pattern4-target121 X X X X
all-images-CVIU11-pattern4-target130 X X X X
all-images-CVIU11-pattern4-target14 X X X X
all-images-CVIU11-pattern4-target17 X X X X
all-images-CVIU11-pattern4-target26 X X X X
all-images-CVIU11-pattern4-target35 X X X X
all-images-CVIU11-pattern4-target44 X X X X
all-images-CVIU11-pattern4-target53 X X X X
all-images-CVIU11-pattern4-target62 X X X X
all-images-CVIU11-pattern4-target71 X X X X
all-images-CVIU11-pattern4-target80 X X X X
all-images-CVIU11-pattern4-target9 X X X X
all-images-CVIU11-pattern4-target99 X X X X
all-images-CVIU11-pattern40-target107 X X X X
all-images-CVIU11-pattern40-target116 X X X X
all-images-CVIU11-pattern40-target125 X X X X
all-images-CVIU11-pattern40-target134 X X X X
all-images-CVIU11-pattern40-target143 X X X X
all-images-CVIU11-pattern40-target20 X X X X
all-images-CVIU11-pattern40-target3 X X X X
all-images-CVIU11-pattern40-target39 X X X X
all-images-CVIU11-pattern40-target48 X X X X
all-images-CVIU11-pattern40-target57 X X X X
all-images-CVIU11-pattern40-target66 X X X X
all-images-CVIU11-pattern40-target75 X X X X
all-images-CVIU11-pattern40-target84 X X X X
all-images-CVIU11-pattern40-target93 X X X X
all-images-CVIU11-pattern41-target101 X X X X
all-images-CVIU11-pattern41-target110 X X X X
all-images-CVIU11-pattern41-target12 X X X X
all-images-CVIU11-pattern41-target129 X X X X
all-images-CVIU11-pattern41-target138 X X X X
all-images-CVIU11-pattern41-target15 X X X X
all-images-CVIU11-pattern41-target24 X X X X
all-images-CVIU11-pattern41-target33 X X X X
all-images-CVIU11-pattern41-target42 X X X X
all-images-CVIU11-pattern41-target51 X X X X
all-images-CVIU11-pattern41-target60 X X X X
all-images-CVIU11-pattern41-target7 X X X X
all-images-CVIU11-pattern41-target79 X X X X
all-images-CVIU11-pattern41-target88 X X X X
all-images-CVIU11-pattern41-target97 X X X X
all-images-CVIU11-pattern42-target105 X X X X
all-images-CVIU11-pattern42-target114 X X X X
all-images-CVIU11-pattern42-target123 X X X X
all-images-CVIU11-pattern42-target132 X X X X
all-images-CVIU11-pattern42-target141 X X X X
all-images-CVIU11-pattern42-target19 X X X X
all-images-CVIU11-pattern42-target28 X X X X
all-images-CVIU11-pattern42-target37 X X X X
all-images-CVIU11-pattern42-target46 X X X X
all-images-CVIU11-pattern42-target55 X X X X
all-images-CVIU11-pattern42-target64 X X X X
all-images-CVIU11-pattern42-target73 X X X X
all-images-CVIU11-pattern42-target82 X X X X
all-images-CVIU11-pattern42-target91 X X X X
all-images-CVIU11-pattern43-target10 X X X X
all-images-CVIU11-pattern43-target109 X X X X
all-images-CVIU11-pattern43-target118 X X X X
all-images-CVIU11-pattern43-target127 X X X X
all-images-CVIU11-pattern43-target136 X X X X
all-images-CVIU11-pattern43-target145 X X X X
