instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped-D mcsplit-smart-swapped-O mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped-D mcsplit-b-smart-swapped-O mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped-D mcsplit-nosort-smart-swapped-O
r-970 11 0.945455 13 0.333333 1731 338 338 1731 3433 1139 2486 623 623 2486 1733 229 229 1733
r-560 25 0.823333 22 0.298701 86699 93908 93908 93908 116440 59179 128621 150058 150058 150058 124955 107844 107844 107844
r-514 37 0.566066 14 0.945055 301776 1058592 301776 1058592 826431 842929 462334 1202580 462334 1202580 822373 982100 822373 982100
r-472 44 0.361522 22 0.229437 91713550 35799968 91713550 35799968 100342349 33932881 150142394 51534480 150142394 51534480 89862550 34763760 89862550 34763760
r-440 48 0.541667 27 0.287749 168839590 164527997 168839590 164527997 226349638 144971609 -1 -1 -1 -1 -1 -1 -1 -1
r-371 22 0.25974 34 0.124777 125555 1021114 125555 125555 803808 196143 156085 1363567 156085 156085 198234 1827080 198234 198234
r-215 24 0.057971 46 0.203865 10711218 28871280 28871280 10711218 43602954 8738663 11143178 32705206 32705206 11143178 -1 -1 -1 -1
r-498 39 0.939271 45 0.521212 127310155 7838044 7838044 127310155 85923719 10713931 200504377 13536992 13536992 200504377 162625484 23077327 23077327 162625484
r-710 37 0.813814 32 0.590726 53118427 21127820 21127820 21127820 47835908 28166759 100731681 36295047 36295047 36295047 50576528 21289870 21289870 21289870
r-929 34 0.803922 42 0.400697 50249245 37067535 37067535 50249245 50777804 39851562 81478169 67679093 67679093 81478169 72992166 43835612 43835612 72992166
r-112 13 0.128205 18 0.620915 2458 1354 1354 2458 3227 2034 3688 2139 2139 3688 6163 2980 2980 6163
r-293 16 0.566667 26 0 41056 8521987 41056 41056 8302718 41056 6569 9524560 6569 6569 5679 8521987 5679 5679
r-324 47 0.894542 45 0.515152 -1 118681985 118681985 118681985 -1 186277331 -1 208732846 208732846 208732846 -1 -1 -1 -1
r-444 50 0.331429 23 0.478261 116580888 23414121 23414121 23414121 119654983 24420987 -1 36947565 36947565 36947565 96132768 32725783 32725783 32725783
r-678 22 0.324675 24 0.438406 1282623 862856 862856 1282623 1355331 962504 2205142 1417161 1417161 2205142 1049808 1035671 1035671 1049808
r-611 38 0.189189 23 0.818182 173358 209704 173358 209704 223510 181375 248993 356603 248993 356603 128579 149729 128579 149729
r-259 44 0.209302 39 0.423752 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-415 17 0.154412 29 0.726601 13520 46996 46996 13520 63605 11672 22904 68708 68708 22904 21216 40399 40399 21216
r-629 25 0.703333 38 0.755334 20702344 57070525 20702344 20702344 50911518 21488199 29709311 93228491 29709311 29709311 7333265 36650077 7333265 7333265
r-209 11 0.636364 26 0.729231 1 5434 1 1 4951 1 2 5435 2 2 1 4666 1 1
r-182 27 0.666667 28 0.989418 337682 -1 337682 337682 -1 334333 384047 -1 384047 384047 615983 -1 615983 615983
r-585 29 0.0960591 34 0.741533 196593 108317 108317 196593 184718 117259 373120 175219 175219 373120 395696 142480 142480 395696
r-137 45 0.290909 42 0.593496 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-562 30 0.432184 24 0.376812 11393078 7436667 11393078 7436667 12811510 6647935 20771076 13180366 20771076 13180366 8810573 7575678 8810573 7575678
r-796 12 0.212121 30 0.873563 1188 3486 1188 1188 3791 1286 2013 5628 2013 2013 1256 3452 1256 1256
r-65 48 0.307624 14 0.67033 292320 115015 115015 115015 341609 103407 407213 138410 138410 138410 524996 139131 139131 139131
r-277 19 0.385965 36 0.509524 1458544 2632897 2632897 1458544 3004121 1389551 2171558 4457734 4457734 2171558 1191724 2729617 2729617 1191724
r-594 39 0.0350877 48 0.853723 191440 166320 166320 191440 308697 164130 576846 305021 305021 576846 325837 230547 230547 325837
r-429 50 0.0914286 31 0.989247 18758 82369 18758 82369 61490 43470 49317 216230 49317 216230 17745 65354 17745 65354
r-441 23 0.517787 31 0.423656 4458968 7550085 4458968 4458968 8202793 4131418 7497649 13333529 7497649 7497649 4171041 7395767 4171041 4171041
r-606 27 0.421652 14 0.813187 42148 15776 42148 15776 56685 15230 59631 21515 59631 21515 47164 17323 47164 17323
r-969 35 0.776471 31 0.28172 986161 1913974 1913974 1913974 1443932 1200961 1632642 3220476 3220476 3220476 2566136 3005620 3005620 3005620
r-695 11 0.490909 49 0.854592 719 12007 719 719 12391 685 721 14580 721 721 899 11530 899 899
r-737 28 0.452381 14 0.197802 129249 67604 129249 67604 170975 60873 188711 90224 188711 90224 141492 118923 141492 118923
r-346 30 0.554023 13 0.423077 58658 4313 58658 4313 64307 4248 76746 4315 76746 4315 65538 4552 65538 4552
r-762 31 0.191398 46 0.50628 135946609 115083631 115083631 135946609 220787175 115481359 -1 203364575 203364575 -1 155318169 125797045 125797045 155318169
r-341 32 0.715726 46 0.814493 93692205 -1 93692205 93692205 -1 119132174 136146689 -1 136146689 136146689 -1 -1 -1 -1
r-9 36 0.871429 13 0.230769 14212 3939 3939 3939 19481 2916 15484 6159 6159 6159 6370 3445 3445 3445
r-766 17 0.198529 31 0.627957 104737 124484 124484 104737 182028 89428 152094 191592 191592 152094 171882 163983 163983 171882
r-519 25 0.913333 27 0.290598 90431 37105 37105 90431 119716 46730 152457 59584 59584 152457 93535 74594 74594 93535
r-148 14 0.340659 29 0.152709 1317 18912 1317 1317 16561 1271 1420 24870 1420 1420 1424 17917 1424 1424
r-468 24 0.264493 38 0.0938834 648867 10600925 648867 648867 8771364 970938 850283 14625246 850283 850283 2546265 27418403 2546265 2546265
r-749 38 0.415363 31 0.262366 184869604 -1 184869604 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-387 15 0.314286 23 0.193676 969 12456 969 969 11148 1103 1121 18266 1121 1121 1382 10219 1382 1382
r-920 19 0.783626 29 0.337438 138239 63093 63093 138239 105490 95458 210717 95264 95264 210717 119580 146734 146734 119580
r-377 28 0.351852 20 0.621053 409879 307366 307366 307366 549014 234081 618059 481199 481199 481199 454952 369837 369837 369837
r-833 33 0.511364 46 0.404831 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-644 40 0.935897 10 0.933333 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-945 12 0.439394 38 0.761024 3545 49357 3545 3545 51885 3292 4034 63041 4034 4034 6197 75457 6197 6197
r-946 12 0.409091 11 0.527273 722 463 463 463 942 447 905 534 534 534 1083 641 641 641
r-179 39 0.623482 22 0.640693 33001541 10203812 33001541 10203812 34062681 9988786 58508189 15516822 58508189 15516822 27032050 10575634 27032050 10575634
r-790 17 0.0220588 47 0.728955 320966 52668 52668 320966 239146 141383 549770 100217 100217 549770 450360 90035 90035 450360
r-119 49 0.422619 33 0.503788 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-682 20 0.631579 43 0.908084 149942 1285619 149942 149942 1100458 204383 191347 1837516 191347 191347 85392 1601011 85392 85392
r-530 28 0.0714286 22 0.251082 3733834 15926 15926 15926 3211189 20254 4392978 21346 21346 21346 7440833 134099 134099 134099
r-806 40 0.766667 13 0.653846 28705 1 1 1 28705 1 28706 2 2 2 18416 1 1 1
r-972 42 0.578397 50 0.578776 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-355 25 0.493333 22 0.164502 144613 202620 144613 202620 266826 138375 223465 355462 223465 355462 164454 307638 164454 307638
r-495 27 0.974359 18 0.320261 87960 3075 3075 3075 82402 2279 123400 5807 5807 5807 75567 33440 33440 33440
r-599 45 0.682828 22 0.571429 40385015 7570226 7570226 7570226 41720820 7824337 73582280 11456733 11456733 11456733 30089032 7527663 7527663 7527663
r-839 44 0.946089 32 0.0826613 51320 35590 35590 35590 48737 20882 90769 60898 60898 60898 64747 52816 52816 52816
r-163 25 0.336667 11 0.0727273 10507 1 10507 1 10507 1 10508 1 10508 1 29680 1 29680 1
r-161 49 0.381803 13 0.448718 331611 1 1 1 331611 1 331612 2 2 2 234369 1 1 1
r-932 24 0.818841 14 0.373626 1472 2871 2871 2871 1774 2195 2391 3772 3772 3772 3408 3992 3992 3992
r-400 32 0.800403 34 0.618538 51605588 37196482 37196482 51605588 95770003 40371030 92998396 61053780 61053780 92998396 74092043 81932727 81932727 74092043
r-96 35 0.183193 47 0.73543 10015187 4063887 4063887 10015187 7156390 5490798 16894115 7240337 7240337 16894115 12127009 6051115 6051115 12127009
r-991 16 0.683333 21 0.838095 1191 13327 1191 1191 10790 1432 1484 19051 1484 1484 1565 11217 1565 1565
r-702 28 0.653439 49 0.105442 1575670 3068592 1575670 1575670 3861371 1188228 2733183 4849102 2733183 2733183 2565356 3469446 2565356 2565356
r-287 43 0.985604 44 0.112051 122020 17478 17478 122020 92815 54967 331737 51620 51620 331737 132889 42545 42545 132889
r-618 38 0.3101 39 0.738192 43063352 45212076 43063352 43063352 63417597 29480446 77799975 79111403 77799975 77799975 39714404 61096093 39714404 39714404
r-286 20 0.394737 41 0.354878 4936123 24647905 4936123 4936123 22932781 4925482 7054922 41268412 7054922 7054922 1889777 9620548 1889777 1889777
r-305 37 0.714715 47 0.223867 34515108 36290434 34515108 34515108 47727748 22179891 63929463 64325928 63929463 63929463 31252471 56652262 31252471 31252471
r-454 47 0.548566 25 0.243333 54055417 40725592 54055417 40725592 71904755 37327240 95894724 63933646 95894724 63933646 70744119 70839626 70744119 70839626
r-229 36 0.326984 29 0.0295567 1931218 -1 1931218 -1 248688250 85370430 2781708 -1 2781708 -1 5449061 -1 5449061 -1
r-449 26 0.538462 48 0.554965 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-756 31 0.322581 34 0.518717 82221554 75442219 75442219 82221554 111691359 74363098 149000145 142980558 142980558 149000145 90272639 77673503 77673503 90272639
r-206 38 0.523471 36 0.84127 15574112 43758876 15574112 43758876 43766654 31785023 26641880 81338608 26641880 81338608 49174651 69114262 49174651 69114262
r-332 21 0.0857143 31 0.249462 12786420 3093881 3093881 12786420 9877072 7879067 13841719 3878597 3878597 13841719 21389914 13468274 13468274 21389914
r-128 41 0.459756 18 0.588235 8365752 3529460 8365752 3529460 9098563 3503343 13651314 5046812 13651314 5046812 9562626 3235518 9562626 3235518
r-203 46 0.974879 13 0.923077 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-857 28 0.55291 37 0.328829 28851967 41353678 28851967 28851967 47251974 26126678 51447888 71076104 51447888 51447888 29276461 45499917 29276461 29276461
r-396 31 0.784946 43 0.93134 3993429 -1 3993429 3993429 -1 5386624 4996177 -1 4996177 4996177 6728815 -1 6728815 6728815
r-511 30 0.393103 12 0.636364 25993 4030 25993 4030 28384 4084 33188 4255 33188 4255 32434 2587 32434 2587
r-837 16 0.325 46 0.782609 156695 323696 156695 156695 406866 138847 228056 418979 228056 228056 198206 570618 198206 198206
r-634 28 0.298942 40 0.371795 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 114779575 -1 -1 114779575
r-303 45 0.436364 47 0.922294 11554951 62600793 11554951 11554951 61328845 6395821 19658960 99803087 19658960 19658960 29497516 74162587 29497516 29497516
r-866 13 0.730769 35 0.137815 2454 6979 2454 2454 8319 2495 3432 10688 3432 3432 3768 9269 3768 3768
r-156 22 0.627706 40 0.764103 1805007 12769797 1805007 1805007 11170711 2002591 2473945 20537581 2473945 2473945 2155511 11809592 2155511 2155511
r-70 20 0.394737 42 0.0429733 40558 12344645 40558 40558 12170760 54560 51172 13801571 51172 51172 85161 13017569 85161 85161
r-192 34 0.532977 31 0.683871 97454106 134748743 97454106 134748743 137405050 106859890 188880492 -1 188880492 -1 101169669 130616560 101169669 130616560
r-880 31 0.533333 13 0.153846 52948 52936 52948 52936 66014 44790 78003 65462 78003 65462 77669 61305 77669 61305
r-89 12 0.121212 43 0.513843 1 167300 167300 1 205145 1 2 206560 206560 2 1 218637 218637 1
r-284 15 0.552381 44 0.906977 4240 70835 4240 4240 61762 7140 5033 99613 5033 5033 6090 81618 6090 6090
r-714 38 0.762447 45 0.466667 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-638 44 0.0338266 49 0.372449 -1 26402143 26402143 -1 -1 158199640 -1 41747248 41747248 -1 -1 69746442 69746442 -1
r-648 12 0.121212 22 0.155844 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-91 30 0.942529 40 0.296154 719783 332424 332424 719783 852220 298523 1346447 520093 520093 1346447 860309 323880 323880 860309
r-388 29 0.317734 23 0.660079 2285634 1361487 1361487 1361487 2660624 1232037 3786062 2097844 2097844 2097844 1738209 1128626 1128626 1128626
r-700 40 0.921795 27 0.179487 159465 118712 118712 118712 192764 72491 260566 184847 184847 184847 215172 121708 121708 121708
r-997 29 0.568966 34 0.620321 110467994 154578356 110467994 110467994 147016575 109778579 -1 -1 -1 -1 105390615 138716518 105390615 105390615
r-873 18 0.614379 40 0.144872 40658 181391 40658 40658 198348 48088 59533 246944 59533 59533 78229 93056 78229 78229
r-542 15 0.171429 32 0.0141129 9341 -1 9341 9341 -1 9229 11246 -1 11246 11246 -1 -1 -1 -1
r-58 13 0.730769 43 0.974529 204 49914 204 204 49402 365 256 51440 256 256 255 58987 255 255
r-911 22 0.930736 26 0.692308 890195 44078 44078 890195 932804 279651 1087253 45366 45366 1087253 1210776 457364 457364 1210776
r-241 39 0.0431849 32 0.810484 147910 44839 44839 44839 143536 19101 307639 75962 75962 75962 155210 67317 67317 67317
r-292 39 0.385965 43 0.836102 19318910 43365812 19318910 19318910 40962089 15218723 35250958 71497867 35250958 35250958 32114931 52488705 32114931 32114931
r-787 14 0.769231 26 0.6 28948 72899 72899 28948 95201 27653 33397 100335 100335 33397 17860 92199 92199 17860
r-925 34 0.463458 32 0.802419 8309477 15958700 8309477 15958700 17874170 11918394 14267120 25193281 14267120 25193281 9769842 14067881 9769842 14067881
r-334 14 0.549451 45 0.0767677 5395 37063 5395 5395 40307 4600 7138 43896 7138 7138 6183 24934 6183 6183
r-526 32 0.356855 46 0.169082 115049825 -1 115049825 115049825 -1 159303985 170984625 -1 170984625 170984625 -1 -1 -1 -1
r-782 34 0.595365 38 0.411095 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-647 29 0.325123 44 0.483087 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-237 16 0.816667 23 0.620553 17116 38542 38542 17116 65477 16103 22857 52997 52997 22857 14204 14661 14661 14204
r-250 21 0.309524 31 0.449462 2029224 3530696 3530696 2029224 4614334 1884188 3311880 5906537 5906537 3311880 1842633 3301064 3301064 1842633
r-253 30 0.942529 35 0.0235294 2455 10020 2455 2455 6188 1550 13393 24288 13393 13393 4475 12090 4475 4475
r-781 30 0.349425 13 0.5 37264 1310 1310 1310 40012 1349 49848 1312 1312 1312 65740 1050 1050 1050
r-769 15 0.333333 36 0.860317 7199 30151 7199 7199 34064 7565 9956 41212 9956 9956 7752 35894 7752 7752
r-608 30 0.452874 46 0.857971 4299431 8257795 4299431 4299431 9453408 3969173 6301782 12859316 6301782 6301782 7574456 7311959 7574456 7574456
r-108 12 0.530303 14 0.659341 1139 2815 1139 1139 2039 1037 1418 4211 1418 1418 1439 2394 1439 1439
r-145 28 0.010582 26 0.243077 -1 1095184 1095184 1095184 -1 1081506 -1 1456457 1456457 1456457 -1 28287092 28287092 28287092
r-874 22 0.87013 26 0.335385 63995 43442 43442 63995 77812 45537 105983 67728 67728 105983 122183 72914 72914 122183
r-236 17 0.75 43 0.471761 827442 1877411 1877411 827442 2209124 769701 1072238 2922751 2922751 1072238 904807 2910505 2910505 904807
r-927 14 0.571429 24 0.293478 3504 9586 3504 3504 12124 2834 4618 12291 4618 4618 6614 11006 6614 6614
r-311 16 0.658333 33 0.0132576 1306 70652 1306 1306 70757 958 2824 103720 2824 2824 3937 20514 3937 3937
r-566 39 0.537112 46 0.300483 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-326 10 0.711111 13 0.0128205 177 1090 177 177 1001 153 393 1820 393 393 575 1090 575 575
r-650 34 0.755793 49 0.242347 12384356 23663402 12384356 12384356 27531241 11495435 20309091 42544351 20309091 20309091 26341854 29721019 26341854 26341854
r-223 30 0.652874 13 0.179487 20152 15434 20152 15434 28052 14616 30578 20794 30578 20794 23660 28116 23660 28116
r-953 47 0.333025 46 0.517874 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-118 15 0.180952 43 0.264673 1 622358 622358 1 579002 1 1 622358 622358 1 1 398145 398145 1
r-437 47 0.191489 23 0.667984 1956338 641399 641399 641399 2323764 637142 3106858 988356 988356 988356 3021271 989799 989799 989799
r-505 14 0.428571 39 0.519568 170701 1168683 1168683 170701 1236234 169502 194194 1664856 1664856 194194 143263 1048394 1048394 143263
r-216 36 0.109524 19 0.842105 20198 15898 15898 15898 26506 11824 32307 27142 27142 27142 30727 15553 15553 15553
r-999 43 0.106312 50 0.706939 10799781 8888845 8888845 10799781 14291798 6618281 18041957 16257600 16257600 18041957 12378162 7231321 7231321 12378162
r-750 10 0.155556 30 0.229885 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-727 21 0.961905 46 0.661836 -1 29706399 29706399 -1 -1 145183681 -1 43842270 43842270 -1 -1 -1 -1 -1
r-939 33 0.352273 14 0.637363 89879 36186 36186 36186 104751 34592 123962 44045 44045 44045 131273 42520 42520 42520
r-696 34 0.172906 33 0.632576 4391598 2010326 2010326 2010326 5448925 1356932 7074357 3501455 3501455 3501455 4012252 3774516 3774516 3774516
r-27 13 0.923077 22 0.294372 8199 1164 1164 8199 2922 4670 13616 2305 2305 13616 5164 3589 3589 5164
r-588 17 0.661765 35 0.240336 89478 188549 89478 89478 223812 85871 140696 275167 140696 140696 149084 236524 149084 149084
r-171 16 0.358333 40 0.116667 3707 134039 3707 3707 125427 5057 4804 176637 4804 4804 13160 389364 13160 13160
r-988 22 0.450216 44 0.424947 22462314 64635049 22462314 22462314 62223855 21972198 36055782 123350926 36055782 36055782 20960621 62302827 20960621 20960621
r-183 18 0.385621 10 0.955556 2269 3587 2269 3587 6813 2654 2747 5004 2747 5004 2427 4003 2427 4003
r-621 46 0.817391 17 0.455882 721197 156603 156603 156603 804357 152264 1024646 226605 226605 226605 812434 196167 196167 196167
r-68 30 0.97931 30 0.625287 -1 297025 297025 -1 -1 286798 -1 414923 414923 -1 -1 4258247 4258247 -1
r-639 29 0.105911 31 0.582796 1353371 363916 363916 1353371 1195826 700228 2083382 564126 564126 2083382 1256658 547066 547066 1256658
r-187 10 0.488889 45 0.664646 1 2927 1 1 2787 1 1 2927 1 1 1 1 1 1
r-828 13 0.0769231 37 0.818318 17467 10407 10407 17467 19881 12812 28734 15688 15688 28734 24188 18897 18897 24188
r-646 23 0.237154 49 0.966837 9088 164955 9088 9088 168192 6067 18269 245078 18269 18269 24193 66334 24193 24193
r-107 28 0.915344 25 0.773333 6655758 70720 70720 70720 4638189 84260 7999448 91642 91642 91642 17119828 3294980 3294980 3294980
r-47 21 0.933333 46 0.156522 49480 29248 29248 49480 58782 34106 120824 48235 48235 120824 67516 57988 57988 67516
r-551 28 0.164021 37 0.983483 15783 75259 15783 15783 65647 12603 16482 150971 16482 16482 44335 75390 44335 44335
r-433 28 0.798942 49 0.135204 478310 824621 478310 478310 990998 411398 826475 1359760 826475 826475 692670 1264250 692670 692670
r-579 25 0.556667 29 0.699507 4097429 9139714 4097429 4097429 7321564 4754400 6550284 16818360 6550284 6550284 4296016 7477811 4296016 4296016
r-955 10 0.133333 30 0.485057 1 12722 12722 1 14117 1 2 12723 12723 2 1 16386 16386 1
r-291 22 0.311688 30 0.650575 320858 587779 587779 320858 701376 307458 485743 936895 936895 485743 603301 937131 937131 603301
r-3 10 0.755556 33 0.742424 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-660 29 0.0492611 47 0.39963 -1 10633992 10633992 -1 -1 153513306 -1 16912884 16912884 -1 -1 36998418 36998418 -1
r-823 25 0.996667 15 0.914286 -1 360 360 360 -1 356 -1 443 443 443 -1 17767 17767 17767
r-8 11 0.581818 32 0.145161 1776 4890 1776 1776 5047 1545 1601 6296 1601 1601 960 4690 960 960
r-191 45 0.709091 41 0.589024 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-38 29 0.96798 27 0.418803 442513 61326 61326 61326 332342 49004 758277 92148 92148 92148 450787 53230 53230 53230
r-368 47 0.0342276 47 0.277521 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-32 32 0.0927419 24 0.195652 10481671 104096 104096 104096 9912241 129167 12504222 122417 122417 122417 12236180 2041413 2041413 2041413
r-612 22 0.38961 49 0.644558 11375626 30260630 11375626 11375626 34159510 10793608 18335815 50404596 18335815 18335815 12705326 37163316 12705326 12705326
r-153 47 0.269195 29 0.625616 83261421 45733197 45733197 45733197 97469062 41580949 142997993 77781699 77781699 77781699 124994534 72698096 72698096 72698096
r-178 24 0.561594 28 0.664021 2764474 6028443 2764474 2764474 4870725 3036940 4591431 11300249 4591431 4591431 2998683 5570499 2998683 2998683
r-52 42 0.615563 25 0.0866667 368885 1523319 368885 1523319 1072748 867633 611903 2560563 611903 2560563 497270 1532048 497270 1532048
r-29 42 0.997677 33 0.965909 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-871 31 0.436559 45 0.0434343 812057 26344847 812057 812057 22617136 1017219 1231726 38091996 1231726 1231726 933365 41010006 933365 933365
r-663 13 0.525641 23 0.462451 6617 31988 6617 6617 37171 6456 7506 44266 7506 7506 7112 36343 7112 7112
r-7 36 0.273016 11 0.854545 10502 6170 10502 6170 18563 5698 15333 8337 15333 8337 11770 6074 11770 6074
r-361 43 0.404208 46 0.827053 160260422 -1 160260422 160260422 -1 125398397 -1 -1 -1 -1 200670296 -1 200670296 200670296
r-743 19 0.526316 11 0.309091 5599 2374 5599 2374 5828 2500 7092 2847 7092 2847 4452 762 4452 762
r-775 10 0.0666667 29 0.1133 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-567 31 0.0215054 46 0.913043 39968 7989 7989 39968 28747 20662 99261 30775 30775 99261 57439 23429 23429 57439
r-563 30 0.6 10 0.422222 11592 1 1 1 11592 1 11593 2 2 2 18014 1 1 1
r-349 39 0.481781 43 0.370986 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-949 18 0.54902 25 0.386667 191841 243977 191841 191841 258507 178916 271209 373686 271209 271209 158047 370069 158047 158047
r-616 23 0.940711 19 0.918129 250348 3171 3171 3171 226856 3216 253225 3427 3427 3427 409103 56013 56013 56013
r-125 28 0.936508 27 0.703704 8144934 344712 344712 344712 5007628 407679 11029499 449160 449160 449160 9518485 465545 465545 465545
r-524 31 0.830108 45 0.113131 235857 299490 235857 235857 356177 181637 402271 481318 402271 402271 264897 339942 264897 264897
r-360 11 0.181818 12 0.666667 426 228 228 426 645 402 626 389 389 626 305 261 261 305
r-481 25 0.7 37 0.963964 79643 24117647 79643 79643 22044233 79104 112819 30284514 112819 112819 449906 36430277 449906 449906
r-770 35 0.253782 16 0.541667 165608 33869 33869 33869 193213 31148 230205 46240 46240 46240 158125 56324 56324 56324
r-129 36 0.668254 18 0.359477 588000 241773 241773 241773 680714 223201 919472 343472 343472 343472 658251 379643 379643 379643
r-143 39 0.155196 19 0.321637 965529 271320 271320 271320 959212 296843 1416442 331051 331051 331051 723802 47291 47291 47291
r-936 49 0.763605 47 0.692877 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-975 25 0.993333 34 0.868093 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-95 20 0.173684 26 0.596923 66137 67929 67929 66137 134474 46421 99674 96421 96421 99674 161843 57522 57522 161843
r-419 14 0.835165 19 0.602339 4277 5193 5193 4277 8303 4243 5792 7574 7574 5792 6374 5440 5440 6374
r-456 26 0 13 0.5 2298129 38876 38876 38876 2297052 38876 2584625 41046 41046 41046 2298129 55051 55051 55051
