instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-448 37 0.27027 39 0.304993 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-81 13 0.358974 17 0.367647 1223 4448 1223 3914 1160 1403 6383 1403 946 3425 946
r-288 23 0.328063 40 0.305128 8924516 45845660 8924516 41074424 8969073 12650087 76797826 12650087 11446985 37804847 11446985
r-779 30 0.347126 18 0.300654 900132 343723 343723 985323 330170 1445486 461809 461809 694575 209189 209189
r-907 25 0.286667 12 0.287879 12427 1 1 12427 1 12428 2 2 11424 1 1
r-299 12 0.348485 16 0.241667 404 3695 404 2877 534 473 5188 473 443 2843 443
r-774 12 0.272727 15 0.2 269 1006 269 853 301 299 1265 299 139 468 139
r-327 24 0.333333 18 0.313725 207356 76233 76233 216729 71476 336399 107369 107369 94945 51715 51715
r-611 23 0.367589 17 0.301471 93755 52178 52178 102345 48946 145603 73353 73353 101740 53917 53917
r-901 40 0.292308 26 0.335385 182137032 59050251 59050251 188760093 60069474 -1 91485692 91485692 178068459 67145080 67145080
r-266 29 0.342365 39 0.304993 85502703 -1 85502703 198190690 87700737 142040161 -1 142040161 91874910 -1 91874910
r-408 11 0.236364 27 0.307692 1 18644 1 15979 1 2 18645 2 1 17743 1
r-780 16 0.291667 37 0.315315 84759 389527 84759 361609 82950 94353 504900 94353 9950 312323 9950
r-533 31 0.309677 19 0.315789 2593995 605566 605566 2684901 606640 4077127 821462 821462 2330911 596208 596208
r-704 37 0.294294 26 0.329231 95462729 27707063 27707063 99772706 29261552 170194304 43535221 43535221 82898186 38709447 38709447
r-976 35 0.302521 36 0.320635 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-166 23 0.320158 27 0.307692 1120557 2197166 1120557 2074211 1100773 1770833 3762227 1770833 1754650 1899287 1754650
r-337 22 0.307359 12 0.318182 19385 597 597 20276 605 24074 599 599 13654 2178 2178
r-360 18 0.300654 11 0.381818 3577 326 326 3731 348 4617 328 328 3234 309 309
r-573 37 0.312312 14 0.373626 173746 4838 4838 178167 5115 214058 4840 4840 135677 6292 6292
r-355 30 0.305747 30 0.294253 60693031 66265825 60693031 74523658 59059536 100648379 111847856 100648379 60664620 72218775 60664620
r-926 26 0.292308 40 0.296154 51200670 147693955 51200670 145458433 51340738 76196398 -1 76196398 41089264 141016338 41089264
r-340 22 0.25974 33 0.306818 2215799 9098783 2215799 9268871 2156920 3144380 14595453 3144380 2595506 6397902 2595506
r-935 29 0.293103 40 0.317949 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-947 32 0.284274 26 0.292308 15745815 6723346 6723346 17227205 6635393 27153642 10670616 10670616 10898338 7380581 7380581
r-701 37 0.346847 37 0.288288 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-152 10 0.355556 13 0.294872 85 490 85 399 95 87 625 87 97 391 97
r-186 28 0.298942 12 0.272727 19306 1 1 19306 1 19307 2 2 15834 1 1
r-616 23 0.284585 14 0.296703 53637 4488 4488 54798 4588 69688 5128 5128 44833 4376 4376
r-121 29 0.278325 35 0.29916 89694142 104192037 89694142 123458731 81672083 146528920 176424734 146528920 83924633 112246861 83924633
r-821 33 0.280303 39 0.296896 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-255 27 0.282051 36 0.338095 68673499 53702640 68673499 60923728 65004101 114320160 95324280 114320160 54501355 96332535 54501355
r-142 16 0.316667 40 0.29359 68399 1285309 68399 1163626 69057 74936 1744420 74936 97017 860259 97017
r-487 22 0.298701 36 0.296825 9034237 14105815 9034237 13306163 8977236 13115587 23637572 13115587 3347920 15023079 3347920
r-554 38 0.267425 14 0.318681 229165 5770 5770 232538 6029 269119 5772 5772 187469 7451 7451
r-66 24 0.358696 21 0.271429 250516 406516 406516 317716 331451 391936 632906 632906 328980 314523 314523
r-181 11 0.2 37 0.28979 1 1 1 1 1 1 1 1 1 1 1
r-213 11 0.309091 28 0.312169 1 1 1 1 1 1 1 1 1 1 1
r-91 22 0.350649 19 0.269006 56882 110061 110061 69934 95957 88847 166998 166998 126358 52474 52474
r-48 18 0.320261 21 0.314286 51548 67031 51548 69825 52244 69915 105354 69915 50112 65802 50112
r-728 28 0.285714 38 0.280228 114140626 -1 114140626 -1 114330478 178250499 -1 178250499 -1 -1 -1
r-415 36 0.292063 16 0.333333 502973 53116 53116 524121 55936 693239 64413 64413 567338 32002 32002
r-455 20 0.315789 36 0.320635 1390678 7008618 1390678 6746076 1391932 1901692 11391752 1901692 1889891 5974423 1889891
r-782 21 0.3 36 0.315873 3131103 12194056 3131103 11558430 3067150 4234130 19500117 4234130 4576226 10916284 4576226
r-233 16 0.308333 26 0.298462 23487 107834 23487 101572 23886 29298 156476 29298 10385 55283 10385
r-161 29 0.275862 17 0.286765 339659 37192 37192 350387 37219 474302 43637 43637 332672 47537 47537
r-71 27 0.321937 27 0.245014 6120709 8264670 6120709 10478735 6092463 9782527 13651247 9782527 6177712 7779686 6177712
r-579 19 0.245614 29 0.293103 174497 676687 174497 691342 171295 224229 1031193 224229 436551 619547 436551
r-750 22 0.246753 11 0.236364 1 1 1 1 1 1 1 1 1 1 1
r-479 27 0.304843 36 0.309524 71698694 152230825 71698694 155486343 70605600 115092924 -1 115092924 80592257 150696239 80592257
r-666 35 0.282353 37 0.318318 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-691 20 0.257895 19 0.25731 39070 28678 28678 45384 26834 55620 36939 36939 55570 38198 38198
r-745 17 0.242647 29 0.307882 92566 635948 92566 647934 91070 111237 922136 111237 233125 572011 233125
r-187 11 0.236364 14 0.296703 167 551 167 520 161 169 654 169 162 912 162
r-52 24 0.271739 25 0.333333 1398702 1169936 1398702 1777726 1233704 2293319 1815586 2293319 1188082 1536563 1188082
r-887 20 0.357895 14 0.296703 14390 3548 3548 16238 3334 20415 4062 4062 14547 4092 4092
r-170 12 0.318182 26 0.304615 1 8715 1 7729 1 2 8716 2 1 6217 1
r-530 23 0.312253 33 0.261364 2549266 8475770 2549266 7346900 2814109 3637257 14139193 3637257 2364310 7780343 2364310
r-499 26 0.295385 31 0.303226 12667779 24508968 12667779 24220684 12284113 20127654 41673519 20127654 14542659 19946638 14542659
r-511 11 0.218182 34 0.283422 1 1 1 1 1 1 1 1 1 1 1
r-211 15 0.352381 31 0.294624 15718 225557 15718 196268 15885 17460 314954 17460 15703 215703 15703
r-854 31 0.290323 22 0.333333 6239707 1885842 1885842 6359062 1927303 10644310 2834967 2834967 5400574 2244759 2244759
r-347 18 0.27451 24 0.289855 63602 123835 63602 120408 60743 82677 187471 82677 42596 154867 42596
r-270 27 0.259259 33 0.304924 29005264 37131934 29005264 43002827 27110999 46715864 44827781 46715864 21607182 28960159 21607182
r-903 26 0.258462 37 0.27027 13333103 100315457 13333103 101026137 13432906 19314471 163862818 19314471 14975679 44152717 14975679
r-572 36 0.301587 20 0.273684 4075721 596762 596762 4243798 606171 6351662 774333 774333 3391700 542626 542626
r-311 20 0.278947 37 0.321321 1571776 4757234 1571776 4735142 1538450 2030546 7222340 2030546 575414 2768416 575414
r-900 39 0.296896 30 0.278161 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-978 15 0.361905 20 0.310526 9095 36999 9095 31222 9186 11358 54719 11358 8299 37448 8299
r-736 22 0.285714 12 0.242424 5367 1 1 5367 1 5368 2 2 3309 1 1
r-682 10 0.422222 36 0.315873 1 1 1 1 1 1 1 1 1 1 1
r-138 25 0.32 36 0.331746 22812758 42915539 22812758 44725900 22332412 36392032 76799145 36392032 26086120 40598408 26086120
r-623 36 0.31746 35 0.32605 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-113 12 0.227273 14 0.296703 962 889 962 802 761 1121 1174 1121 488 1606 488
r-618 25 0.29 30 0.275862 4753176 8252990 4753176 8170707 4712505 6965899 13637103 6965899 4221388 7989694 4221388
r-493 23 0.284585 39 0.306343 15260985 53438992 15260985 52809911 15261050 21811286 86630292 21811286 14641492 53857602 14641492
r-155 11 0.309091 15 0.27619 174 1149 174 1010 189 176 1482 176 134 1507 134
r-144 17 0.242647 18 0.320261 42651 22260 42651 43336 30328 60667 32568 60667 21577 31591 21577
r-259 17 0.286765 32 0.324597 133925 1061694 133925 995355 132861 161549 1574095 161549 143960 771138 143960
r-124 26 0.329231 22 0.372294 2036410 779312 779312 2063317 772692 3610962 1213922 1213922 1633170 884656 884656
r-932 13 0.282051 34 0.28164 1 41156 1 37550 1 2 41157 2 1 33900 1
r-528 28 0.312169 23 0.280632 1871216 1119256 1119256 2124067 1058454 3056030 1736673 1736673 3227640 1104697 1104697
