instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-96 26 0.0769231 26 0.0769231 0 0 0
r-435 22 0.246753 22 0.246753 55 52 35
r-657 23 0.237154 23 0.237154 0 0 0
r-275 44 0.0887949 44 0.0887949 300000 300001 300001
r-825 45 0.490909 45 0.490909 75140 65155 56560
r-463 29 0.502463 29 0.502463 1769 1882 1810
r-164 31 0.395699 31 0.395699 8451 8182 7129
r-759 36 0.355556 36 0.355556 3 3 2
r-807 25 0.28 25 0.28 0 0 0
r-598 39 0.512821 39 0.512821 11112 11746 7318
r-596 41 0.378049 41 0.378049 300009 300002 300009
r-539 23 0.513834 23 0.513834 18 19 20
r-344 38 0.102418 38 0.102418 15990 15643 8270
r-827 20 0.505263 20 0.505263 1 1 1
r-323 26 0.443077 26 0.443077 4 3 3
r-66 31 0.511828 31 0.511828 413 386 289
r-988 28 0.137566 28 0.137566 0 0 0
r-273 23 0.300395 23 0.300395 80 80 71
r-631 21 0.32381 21 0.32381 0 0 0
r-305 24 0.15942 24 0.15942 0 0 0
r-748 32 0.120968 32 0.120968 0 0 0
r-722 41 0.504878 41 0.504878 9375 10657 9117
r-934 37 0.429429 37 0.429429 211 156 130
r-679 42 0.371661 42 0.371661 300002 300006 300001
r-695 45 0.353535 45 0.353535 300000 300006 300002
r-547 28 0.304233 28 0.304233 0 0 0
r-754 44 0.332981 44 0.332981 300003 300007 300002
r-199 33 0.378788 33 0.378788 3 3 2
r-855 28 0.253968 28 0.253968 502 502 406
r-675 21 0.180952 21 0.180952 9 20 11
r-339 26 0.147692 26 0.147692 0 0 0
r-226 24 0.521739 24 0.521739 48 41 35
r-776 39 0.415655 39 0.415655 284341 266040 242843
r-168 39 0.0512821 39 0.0512821 0 0 0
r-945 28 0.515873 28 0.515873 439 478 290
r-531 29 0.37931 29 0.37931 1 1 1
r-575 40 0.0974359 40 0.0974359 0 0 0
r-849 44 0.494715 44 0.494715 253341 202291 177321
r-861 42 0.214866 42 0.214866 300002 300009 300002
r-167 23 0.498024 23 0.498024 79 61 50
r-704 20 0.189474 20 0.189474 4 3 4
r-59 35 0.393277 35 0.393277 17 14 12
r-943 44 0.241015 44 0.241015 0 1 0
r-36 23 0.300395 23 0.300395 0 0 0
r-904 35 0.443697 35 0.443697 26415 24389 22457
r-286 30 0.331034 30 0.331034 2967 3207 3076
r-525 37 0.495495 37 0.495495 4702 4171 3480
r-740 29 0.517241 29 0.517241 1037 990 784
r-920 44 0.169133 44 0.169133 0 0 0
r-719 39 0.496626 39 0.496626 37125 31687 29884
r-471 38 0.513514 38 0.513514 9369 10383 7814
r-248 30 0.23908 30 0.23908 0 0 0
r-830 36 0.436508 36 0.436508 146 131 133
r-874 22 0.246753 22 0.246753 0 0 0
r-495 27 0.205128 27 0.205128 59 48 22
r-845 30 0.0666667 30 0.0666667 0 0 0
r-70 38 0.512091 38 0.512091 10552 12183 7454
r-944 22 0.17316 22 0.17316 134 121 83
r-360 29 0.339901 29 0.339901 0 0 0
r-649 27 0.0740741 27 0.0740741 0 0 0
r-921 31 0.503226 31 0.503226 2394 2122 1801
r-601 38 0.193457 38 0.193457 0 0 0
r-506 20 0.394737 20 0.394737 0 0 0
r-270 43 0.465116 43 0.465116 300009 300008 300006
r-991 27 0.358974 27 0.358974 0 0 0
r-880 23 0.403162 23 0.403162 162 145 122
r-964 36 0.157143 36 0.157143 0 0 0
r-283 41 0.321951 41 0.321951 300006 300007 300001
r-428 24 0.463768 24 0.463768 1 2 2
r-465 37 0.495495 37 0.495495 1944 1527 1463
r-352 28 0.349206 28 0.349206 0 0 0
r-290 38 0.500711 38 0.500711 39756 36032 29815
r-180 34 0.370766 34 0.370766 2 3 2
r-518 32 0.508065 32 0.508065 7222 6726 5234
r-574 39 0.45614 39 0.45614 162703 143556 125728
r-607 30 0.287356 30 0.287356 0 0 0
r-567 36 0.246032 36 0.246032 0 0 0
r-655 20 0.336842 20 0.336842 0 0 0
r-300 26 0.212308 26 0.212308 35 37 29
r-810 20 0.189474 20 0.189474 5 6 4
r-95 20 0.268421 20 0.268421 14 13 11
r-524 39 0.510121 39 0.510121 4700 5431 4408
r-738 24 0.391304 24 0.391304 0 0 0
r-558 41 0.378049 41 0.378049 41 38 40
r-909 28 0.515873 28 0.515873 452 422 330
r-100 35 0.363025 35 0.363025 2 2 2
r-210 45 0.268687 45 0.268687 1 2 1
r-884 24 0.391304 24 0.391304 0 0 0
r-703 43 0.509413 43 0.509413 42323 39687 21735
r-577 31 0.27957 31 0.27957 4884 4849 4713
r-293 45 0.327273 45 0.327273 14 12 10
r-923 30 0.45977 30 0.45977 6112 5035 4545
r-926 36 0.474603 36 0.474603 28601 22847 22056
r-353 36 0.514286 36 0.514286 6617 7103 5622
r-591 22 0.519481 22 0.519481 16 14 13
r-430 23 0.474308 23 0.474308 0 0 0
r-476 36 0.5 36 0.5 17363 14695 10521
r-245 41 0.509756 41 0.509756 31027 29913 19311
r-583 44 0.40592 44 0.40592 300004 300006 300004
r-931 30 0.45977 30 0.45977 6183 5214 4502
r-81 43 0.27907 43 0.27907 300000 300005 300005
r-55 40 0.45 40 0.45 312 271 232
r-789 40 0.357692 40 0.357692 4 4 3
r-806 45 0.165657 45 0.165657 287679 300003 300009
r-648 20 0.189474 20 0.189474 2 2 2
r-396 44 0.511628 44 0.511628 58141 70275 55273
r-145 28 0.304233 28 0.304233 0 0 0
r-448 40 0.466667 40 0.466667 959 795 672
r-230 43 0.431894 43 0.431894 300001 300008 300009
r-363 21 0.428571 21 0.428571 0 0 0
r-917 44 0.40592 44 0.40592 173 139 136
r-986 42 0.214866 42 0.214866 1 1 1
r-297 43 0.431894 43 0.431894 300004 300004 300002
r-673 33 0.306818 33 0.306818 15710 16192 14626
r-32 26 0.212308 26 0.212308 0 0 0
r-127 36 0.107937 36 0.107937 0 0 0
r-628 30 0.23908 30 0.23908 967 1361 1187
r-829 26 0.0769231 26 0.0769231 0 0 0
r-733 25 0.42 25 0.42 0 0 0
r-823 32 0.443548 32 0.443548 15297 14479 12686
r-334 30 0.186207 30 0.186207 0 0 0
r-225 31 0.473118 31 0.473118 6481 5227 4615
r-749 21 0.32381 21 0.32381 0 0 0
r-149 37 0.105105 37 0.105105 0 0 0
r-113 39 0.267206 39 0.267206 0 0 0
r-179 20 0.478947 20 0.478947 19 14 14
r-746 27 0.14245 27 0.14245 0 0 0
r-404 32 0.272177 32 0.272177 1431 1624 1355
r-102 44 0.426004 44 0.426004 2701 2013 1524
r-922 21 0.180952 21 0.180952 0 0 0
r-898 34 0.114082 34 0.114082 0 0 0
r-394 27 0.461538 27 0.461538 11 10 9
r-184 37 0.0540541 37 0.0540541 0 0 0
r-693 28 0.47619 28 0.47619 14 12 12
r-346 20 0.526316 20 0.526316 9 7 7
r-637 40 0.142308 40 0.142308 0 0 0
r-118 20 0.189474 20 0.189474 0 0 0
r-780 38 0.513514 38 0.513514 8866 9507 7974
