instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped-D mcsplit-smart-swapped-O mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped-D mcsplit-b-smart-swapped-O mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped-D mcsplit-nosort-smart-swapped-O
r-179 39 0.623482 22 0.640693 16166 7413 16205 7370 16047 7332 29870 12331 29916 12327 13595 9458 13764 9530
r-790 17 0.0220588 47 0.728955 89 12 12 90 49 42 161 25 25 155 122 21 21 121
r-119 49 0.422619 33 0.503788 100007 100004 100001 100002 100002 100002 100000 100010 100001 100003 100002 100000 100001 100001
r-682 20 0.631579 43 0.908084 56 614 55 55 501 79 73 957 73 73 165 604 165 166
r-530 28 0.0714286 22 0.251082 1395 6 6 6 1178 9 1691 9 8 9 3435 60 61 59
r-806 40 0.766667 13 0.653846 19 2 2 2 19 2 21 2 2 2 11 6 6 6
r-972 42 0.578397 50 0.578776 100005 100007 100010 100005 100003 100004 100008 100006 100003 100006 100008 100009 100004 100005
r-355 25 0.493333 22 0.164502 55 178 54 179 106 129 88 348 86 342 82 156 81 156
r-495 27 0.974359 18 0.320261 22 0 0 0 20 0 34 1 1 1 16 8 8 8
r-599 45 0.682828 22 0.571429 21848 5327 5366 5505 21803 5690 41626 8734 8742 8790 15948 10501 10450 10691
r-839 44 0.946089 32 0.0826613 12 9 8 9 12 6 27 19 19 19 17 13 13 13
r-163 25 0.336667 11 0.0727273 2 2 2 3 3 3 2 2 2 2 23 10 22 10
r-161 49 0.381803 13 0.448718 184 29 28 28 183 30 192 31 33 32 184 18 22 21
r-932 24 0.818841 14 0.373626 0 1 1 1 0 1 1 1 1 1 1 2 2 2
r-400 32 0.800403 34 0.618538 43783 15504 15605 43361 35317 34655 83707 26651 26726 82955 44602 42675 42299 44112
r-96 35 0.183193 47 0.73543 4279 1727 1691 4249 2887 2510 7514 3229 3199 7641 5920 3822 3816 5876
r-991 16 0.683333 21 0.838095 0 5 0 0 4 0 1 8 1 0 6 5 6 6
r-702 28 0.653439 49 0.105442 596 1067 591 583 1282 456 1060 1776 1050 1049 995 1393 986 965
r-287 43 0.985604 44 0.112051 31 4 4 31 20 17 89 18 18 92 34 12 12 34
r-618 38 0.3101 39 0.738192 18192 19254 17987 18266 24514 13405 35012 35547 35023 35155 22347 28066 21570 22161
r-286 20 0.394737 41 0.354878 3119 11637 2794 3056 10797 3139 4706 20552 4679 4595 2776 4817 2774 2743
r-305 37 0.714715 47 0.223867 15686 15218 15585 15612 18343 10768 30911 28279 31363 31360 20095 25899 20304 20104
r-454 47 0.548566 25 0.243333 22615 21961 22693 22102 28516 20507 42124 36379 41680 36290 32385 42398 32704 42546
r-229 36 0.326984 29 0.0295567 654 100008 650 100005 85759 27252 946 100006 940 100006 10860 100009 10781 100006
r-449 26 0.538462 48 0.554965 100006 100003 100003 100004 100001 100001 100004 100009 100008 100006 100005 100001 100003 100000
r-756 31 0.322581 34 0.518717 40840 34196 34029 41154 46351 38418 78491 68222 68083 78495 45991 42603 42902 45761
r-206 38 0.523471 36 0.84127 7154 40741 7226 40281 17383 30813 12664 83060 12650 83416 21733 32587 21431 32377
r-332 21 0.0857143 31 0.249462 6000 820 818 5974 2672 3648 6845 1092 1056 6887 8583 7675 7635 8488
r-128 41 0.459756 18 0.588235 3681 2427 3670 2400 3908 2418 6263 3655 6210 3691 4679 3157 4674 3165
r-203 46 0.974879 13 0.923077 0 0 0 0 0 0 0 0 0 0 0 0 0 0
r-857 28 0.55291 37 0.328829 15071 18975 15154 14987 20571 14053 28450 34260 28218 28219 17669 25753 17780 17549
r-396 31 0.784946 43 0.93134 1500 100007 1463 1484 100008 2095 1741 100000 1752 1737 6770 100002 6846 6818
r-511 30 0.393103 12 0.636364 9 10 9 10 10 9 12 13 12 13 17 15 17 14
r-837 16 0.325 46 0.782609 79 110 78 79 136 71 116 146 120 118 140 202 140 140
r-634 28 0.298942 40 0.371795 100004 100004 100004 100001 100002 100004 100000 100008 100000 100008 85187 100005 100004 86421
r-303 45 0.436364 47 0.922294 4355 27474 4418 4386 25042 2682 7601 45104 7868 7698 11781 32367 11909 11797
r-866 13 0.730769 35 0.137815 1 2 1 1 2 1 1 3 1 1 2 3 2 2
r-156 22 0.627706 40 0.764103 1111 6781 1101 1111 5840 1346 1603 11269 1605 1622 3190 5628 3213 3231
r-70 20 0.394737 42 0.0429733 15 3353 11 14 3330 21 19 3831 20 19 496 3595 499 501
r-192 34 0.532977 31 0.683871 45519 89730 45779 89804 60088 74152 94365 100004 93655 100006 67383 77610 67676 77246
r-880 31 0.533333 13 0.153846 15 29 15 28 20 24 23 38 24 38 36 36 34 36
r-89 12 0.121212 43 0.513843 20 47 47 21 56 20 19 57 57 18 18 73 68 18
r-284 15 0.552381 44 0.906977 2 31 2 2 25 3 2 45 2 2 12 31 12 12
r-714 38 0.762447 45 0.466667 100002 100001 100002 100001 100003 100008 100003 100001 100003 100001 100006 100008 100007 100002
r-638 44 0.0338266 49 0.372449 100003 9977 10073 100006 100009 52816 100000 15334 15475 100006 100008 28484 28381 100006
r-648 12 0.121212 22 0.155844 0 0 0 0 0 0 0 0 0 0 0 0 0 0
r-91 30 0.942529 40 0.296154 270 94 95 262 238 112 551 153 154 575 313 130 130 320
r-388 29 0.317734 23 0.660079 836 515 515 502 884 487 1469 836 837 845 877 461 447 457
r-700 40 0.921795 27 0.179487 43 32 32 32 46 21 79 53 55 53 61 44 44 44
r-997 29 0.568966 34 0.620321 57881 87950 58269 58156 79548 59671 100007 100007 100004 100000 72544 77301 72588 72943
r-873 18 0.614379 40 0.144872 18 65 18 17 71 22 27 87 26 26 40 46 40 40
r-542 15 0.171429 32 0.0141129 3 100001 3 3 100005 3 3 100005 3 3 100000 100003 100005 100001
r-58 13 0.730769 43 0.974529 0 17 0 0 17 0 0 19 0 0 4 17 4 4
r-911 22 0.930736 26 0.692308 496 14 13 507 253 128 600 9 14 619 2009 153 150 2001
r-241 39 0.0431849 32 0.810484 45 12 12 13 38 6 97 23 23 25 45 20 20 20
r-292 39 0.385965 43 0.836102 8538 19162 8232 8620 16779 7246 16293 32826 16150 16142 17637 24494 17741 17860
r-787 14 0.769231 26 0.6 29 27 27 29 37 27 36 36 37 37 25 46 46 25
r-925 34 0.463458 32 0.802419 3634 7482 3710 7438 7214 5662 6230 12216 6174 12219 7284 7923 7264 7849
r-334 14 0.549451 45 0.0767677 3 14 3 3 14 2 3 15 3 3 3 11 3 3
r-526 32 0.356855 46 0.169082 56343 100005 56540 56552 100008 78819 88132 100010 87481 87277 100008 100006 100007 100010
r-782 34 0.595365 38 0.411095 100005 100003 100000 100003 100000 100008 100004 100009 100002 100008 100007 100001 100009 100000
r-647 29 0.325123 44 0.483087 100007 100002 100008 100006 100000 100006 100004 100006 100004 100008 100007 100000 100008 100003
r-237 16 0.816667 23 0.620553 21 14 14 21 24 18 30 20 21 31 17 22 22 16
r-250 21 0.309524 31 0.449462 1887 1545 1560 1884 1936 1732 3383 2656 2718 3435 1906 2320 2299 1925
r-253 30 0.942529 35 0.0235294 0 2 0 0 1 0 5 7 5 5 1 3 1 1
r-781 30 0.349425 13 0.5 27 2 2 2 28 2 38 2 2 2 28 7 7 7
r-769 15 0.333333 36 0.860317 3 11 3 3 11 4 4 15 4 4 7 12 7 7
r-608 30 0.452874 46 0.857971 2061 3570 2048 2064 3783 1992 2837 5662 2899 2834 3999 3631 4061 4020
r-108 12 0.530303 14 0.659341 0 1 0 0 1 0 1 2 1 1 1 1 1 1
r-145 28 0.010582 26 0.243077 100003 397 399 397 100007 374 100001 394 381 394 100009 12410 12579 12607
r-874 22 0.87013 26 0.335385 25 14 14 25 25 18 42 24 24 39 44 26 26 45
r-236 17 0.75 43 0.471761 680 834 821 669 952 599 934 1302 1309 924 986 1372 1395 1020
r-927 14 0.571429 24 0.293478 4 4 4 4 5 4 6 5 6 6 9 6 9 10
r-311 16 0.658333 33 0.0132576 0 16 0 0 16 0 1 26 1 1 1 5 1 1
r-566 39 0.537112 46 0.300483 100004 100001 100009 100002 100003 100006 100004 100003 100006 100006 100006 100007 100007 100001
r-326 10 0.711111 13 0.0128205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
r-650 34 0.755793 49 0.242347 5878 9580 5856 5835 10694 5678 10294 18371 10274 10275 12266 14029 12326 12324
r-223 30 0.652874 13 0.179487 6 7 6 5 8 6 9 10 9 10 9 14 9 14
r-953 47 0.333025 46 0.517874 100009 100008 100004 100002 100007 100003 100000 100004 100005 100000 100005 100005 100007 100000
r-118 15 0.180952 43 0.264673 52 218 217 50 206 52 50 205 205 50 63 136 140 64
r-437 47 0.191489 23 0.667984 768 303 304 303 868 322 1279 479 485 485 1257 753 737 732
r-505 14 0.428571 39 0.519568 206 459 470 206 476 202 260 626 636 246 243 478 477 242
r-216 36 0.109524 19 0.842105 5 5 5 5 6 4 10 9 9 9 9 7 7 7
r-999 43 0.106312 50 0.706939 4710 3407 3386 4705 5199 3037 7987 6459 6492 7994 5441 3388 3411 5480
r-750 10 0.155556 30 0.229885 0 0 0 0 0 0 0 0 0 0 0 0 0 0
r-727 21 0.961905 46 0.661836 100005 7434 7409 100009 100002 75318 100009 11088 11145 100005 100005 100001 100004 100000
r-939 33 0.352273 14 0.637363 32 28 28 29 37 26 44 36 35 37 52 51 50 52
r-696 34 0.172906 33 0.632576 1832 863 864 863 2078 621 3085 1512 1522 1537 1873 1630 1612 1637
r-27 13 0.923077 22 0.294372 2 0 0 2 1 1 5 1 1 5 2 1 1 2
r-588 17 0.661765 35 0.240336 42 66 42 41 78 42 67 104 68 67 95 102 93 95
r-171 16 0.358333 40 0.116667 5 58 4 5 52 8 6 78 6 6 14 166 14 14
r-988 22 0.450216 44 0.424947 23380 34343 23421 23226 33028 22729 41418 69846 41775 41592 23424 35919 23164 23151
r-183 18 0.385621 10 0.955556 0 1 0 1 1 1 0 2 0 2 0 1 0 1
r-621 46 0.817391 17 0.455882 259 87 90 86 274 89 367 129 125 131 331 204 204 203
r-68 30 0.97931 30 0.625287 100009 90 90 100008 100003 90 100004 128 129 100009 100010 1374 1343 100006
r-639 29 0.105911 31 0.582796 522 121 123 522 385 267 822 196 199 799 532 240 238 530
r-187 10 0.488889 45 0.664646 2 1 2 2 1 2 2 1 1 2 1 1 1 1
r-828 13 0.0769231 37 0.818318 5 2 2 5 4 4 9 4 4 10 7 4 4 7
r-646 23 0.237154 49 0.966837 3 49 3 3 49 2 7 79 8 7 9 26 9 9
r-107 28 0.915344 25 0.773333 2577 27 27 27 2034 36 3380 36 35 36 6312 923 920 943
r-47 21 0.933333 46 0.156522 18 7 7 18 15 12 48 14 14 44 25 18 18 24
r-551 28 0.164021 37 0.983483 3 20 3 3 16 3 5 49 5 5 12 19 12 12
r-433 28 0.798942 49 0.135204 180 270 180 184 314 164 326 413 327 331 381 414 381 374
r-579 25 0.556667 29 0.699507 1928 5709 1941 2006 4368 2353 3353 11346 3331 3340 3003 3969 2965 2955
r-955 10 0.133333 30 0.485057 2 3 3 2 4 2 2 3 4 2 2 6 6 2
r-291 22 0.311688 30 0.650575 194 238 244 199 277 187 320 402 394 322 549 408 418 549
r-3 10 0.755556 33 0.742424 0 0 0 0 0 0 0 0 1 0 0 0 0 0
r-660 29 0.0492611 47 0.39963 100002 3177 3183 100000 100004 51691 100003 5379 5316 100000 100003 17899 17962 100005
r-823 25 0.996667 15 0.914286 100004 0 0 0 100006 0 100009 0 0 0 100007 36652 37055 36209
r-8 11 0.581818 32 0.145161 0 1 0 0 1 1 0 2 0 0 0 2 0 0
r-191 45 0.709091 41 0.589024 100009 100003 100003 100009 100000 100008 100004 100003 100000 100009 100000 100005 100008 100004
r-38 29 0.96798 27 0.418803 156 16 16 16 111 15 275 26 25 25 161 23 23 23
r-368 47 0.0342276 47 0.277521 100002 100005 100009 100003 100001 100006 100001 100007 100008 100000 100008 100001 100003 100009
r-32 32 0.0927419 24 0.195652 4679 64 65 86 4459 83 5741 63 60 62 5559 656 658 657
r-612 22 0.38961 49 0.644558 8746 13117 8797 8766 14404 8464 15117 23061 15020 15141 15008 19483 14987 14884
r-153 47 0.269195 29 0.625616 33822 23125 22913 22775 37763 21766 61856 42208 44138 42013 54964 40747 40497 40549
r-178 24 0.561594 28 0.664021 1653 3599 1650 1665 2851 1937 2901 7350 2864 2853 2300 2672 2287 2314
r-52 42 0.615563 25 0.0866667 122 748 123 746 329 354 208 1300 207 1315 248 720 241 742
r-29 42 0.997677 33 0.965909 100005 100005 100000 100002 100003 100004 100007 100008 100000 100003 100009 100004 100007 100007
r-871 31 0.436559 45 0.0434343 289 8601 302 292 7069 399 466 12701 458 467 1350 16245 1367 1349
r-663 13 0.525641 23 0.462451 8 13 8 8 15 7 10 18 10 10 10 16 10 10
r-7 36 0.273016 11 0.854545 2 4 2 4 5 3 4 6 4 6 3 3 4 4
r-361 43 0.404208 46 0.827053 70565 100004 69937 69855 100004 59520 100000 100004 100003 100002 91767 100007 90759 91353
r-743 19 0.526316 11 0.309091 1 2 2 2 2 2 2 2 2 2 2 1 2 1
r-775 10 0.0666667 29 0.1133 0 0 0 0 0 0 0 0 0 0 0 0 0 0
r-567 31 0.0215054 46 0.913043 9 2 2 10 6 6 27 11 11 27 14 7 7 14
r-563 30 0.6 10 0.422222 4 1 1 1 4 1 4 1 1 1 7 2 2 2
r-349 39 0.481781 43 0.370986 100003 100005 100006 100006 100009 100007 100004 100008 100004 100006 100000 100008 100007 100004
r-949 18 0.54902 25 0.386667 131 106 131 131 113 125 208 172 208 209 145 167 144 144
r-616 23 0.940711 19 0.918129 1788 5 5 5 1702 6 1513 6 6 6 4902 226 230 228
r-125 28 0.936508 27 0.703704 3697 113 110 114 2566 142 5160 148 152 146 4666 632 663 638
r-524 31 0.830108 45 0.113131 83 99 82 82 111 65 150 169 148 145 173 151 172 174
r-360 11 0.181818 12 0.666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0
r-481 25 0.7 37 0.963964 30 11088 31 31 9978 33 42 13558 43 42 241 21690 241 239
r-770 35 0.253782 16 0.541667 69 34 34 34 77 33 97 50 49 50 109 68 70 72
r-129 36 0.668254 18 0.359477 231 146 145 147 255 142 368 215 217 212 419 294 296 295
r-143 39 0.155196 19 0.321637 591 119 118 120 583 144 863 150 148 147 401 77 75 77
r-936 49 0.763605 47 0.692877 100001 100001 100008 100008 100002 100008 100002 100004 100001 100004 100007 100006 100007 100003
r-975 25 0.993333 34 0.868093 100001 100002 100005 100008 100002 100003 100007 100007 100000 100005 100002 100005 100003 100006
r-95 20 0.173684 26 0.596923 37 23 22 36 41 21 49 31 33 52 78 25 26 77
r-419 14 0.835165 19 0.602339 6 1 1 6 2 5 9 2 2 9 3 3 3 3
r-456 26 0 13 0.5 369 8 8 9 369 8 427 9 9 9 323 12 12 12
