instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-73 15 0.27619 38 0.28734 50539 204686 50539 183998 52524 50395 223669 50395 65999 100274 65999
r-220 39 0.302294 23 0.320158 48268735 14808125 14808125 50233756 15060219 80879757 21858717 21858717 46943801 22648957 22648957
r-934 28 0.312169 25 0.29 8932369 9319329 9319329 10421779 8349725 15278923 14868296 14868296 11485606 11890286 11890286
r-948 10 0.222222 27 0.270655 118 181 118 175 118 99 182 99 56 33 56
r-853 43 0.302326 15 0.342857 561081 47699 47699 572840 48794 656003 53604 53604 497819 66485 66485
r-64 45 0.319192 27 0.327635 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-612 25 0.306667 25 0.306667 2738739 2545076 2738739 2998602 2275954 4440541 4198249 4440541 3632602 3486842 3632602
r-469 13 0.397436 16 0.275 4102 14160 4102 11178 4150 5420 19902 5420 5258 8661 5258
r-131 49 0.295918 15 0.361905 829894 55092 55092 854281 58348 1007082 62902 62902 760665 93656 93656
r-564 39 0.287449 13 0.269231 143356 7991 7991 143357 8602 143384 8019 8019 118075 11947 11947
r-858 42 0.277584 16 0.333333 2320599 234958 234958 2365806 244542 3084463 281120 281120 1474862 779225 779225
r-861 48 0.296986 41 0.282927 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-56 15 0.27619 26 0.236923 17722 119504 17722 101507 19374 21236 158661 21236 23873 108363 23873
r-529 33 0.285985 29 0.275862 107403191 78156274 78156274 119444146 75095899 183111382 127657677 127657677 141656988 112652922 112652922
r-593 47 0.295097 32 0.296371 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-559 11 0.236364 50 0.315102 251 252 251 257 251 216 264 216 153 100 153
r-870 47 0.292322 10 0.222222 56 119 119 53 121 79 105 105 33 103 103
r-790 13 0.320513 32 0.318548 30855 182641 30855 165159 30917 33913 222345 33913 41502 145782 41502
r-266 24 0.278986 24 0.289855 1697946 1386972 1697946 1904452 1224964 2752184 2147896 2752184 2260483 1696703 2260483
r-232 39 0.28475 30 0.305747 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-809 19 0.350877 12 0.287879 6592 3355 3355 7069 3113 8325 3813 3813 8201 3992 3992
r-962 41 0.262195 27 0.290598 -1 154729290 154729290 -1 165502235 -1 231038998 231038998 -1 -1 -1
r-7 34 0.290553 25 0.33 32219471 18508725 18508725 32845319 19552596 56593057 29193363 29193363 28318365 18817151 18817151
r-311 28 0.312169 42 0.29036 213844596 -1 213844596 -1 218035902 -1 -1 -1 -1 -1 -1
r-750 48 0.31117 10 0.2 37 103 103 37 103 75 103 103 70 126 126
r-765 15 0.295238 28 0.312169 75492 307801 75492 295036 74854 79396 416280 79396 81051 266652 81051
r-673 17 0.308824 23 0.312253 74569 197206 74569 204766 75130 97761 299488 97761 131538 169354 131538
r-724 33 0.285985 39 0.321188 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-771 30 0.337931 29 0.32266 39853925 47138687 47138687 46942298 39369518 71798946 85261958 85261958 35095974 38862050 38862050
r-656 29 0.248768 20 0.294737 1643719 327548 327548 1665981 358140 2541355 443124 443124 1698609 1107003 1107003
r-848 25 0.3 32 0.304435 19185822 28667427 19185822 29298129 18586321 30383213 48535633 30383213 22681979 28132555 22681979
r-883 33 0.320076 22 0.255411 10178334 4828476 4828476 11229831 4665220 16401896 7185515 7185515 8980248 6833254 6833254
r-825 26 0.313846 31 0.307527 20639309 22374796 20639309 23741889 20639490 33560163 39316009 33560163 20332256 21971092 20332256
r-351 47 0.285846 30 0.266667 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-595 28 0.309524 38 0.295875 125923659 -1 125923659 -1 129319506 205534926 -1 205534926 176746143 -1 176746143
r-445 19 0.280702 26 0.323077 309152 478869 309152 486485 281201 428914 740284 428914 507369 610279 507369
r-582 36 0.307937 28 0.304233 135020215 82394211 82394211 146809863 81336203 242174612 137306938 137306938 184034897 113845382 113845382
r-805 38 0.334282 11 0.218182 100 129 129 99 132 103 106 106 396 325 325
r-401 45 0.311111 27 0.279202 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-384 17 0.323529 32 0.292339 169816 797092 169816 722041 171667 223095 1152928 223095 338430 705785 338430
r-785 10 0.333333 19 0.292398 331 3442 331 2899 370 385 3621 385 313 2660 313
r-801 26 0.276923 25 0.313333 5707642 3411325 3411325 5981017 3371319 9488884 5426704 5426704 6012667 4368989 4368989
r-859 17 0.213235 22 0.268398 32125 47413 32125 48085 27910 40802 65622 40802 50613 89281 50613
r-629 15 0.219048 49 0.313776 170283 1127105 170283 1109667 170498 162073 1121205 162073 214526 790633 214526
r-31 30 0.291954 33 0.291667 109426988 121137321 109426988 134388198 102930440 183722800 211635794 183722800 160069212 143704001 160069212
r-834 14 0.230769 15 0.32381 7804 3078 7804 5277 5996 10772 3940 10772 7909 6505 7909
r-212 33 0.285985 25 0.296667 38899350 16408113 16408113 40592173 16411000 65117319 25051106 25051106 34043702 26966797 26966797
r-665 34 0.279857 14 0.252747 77982 21758 21758 78298 23630 79478 23687 23687 64199 21927 21927
r-276 48 0.297872 41 0.30122 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-823 48 0.314716 37 0.294294 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-376 26 0.267692 19 0.345029 450396 153281 153281 452787 157171 743868 219709 219709 368364 307872 307872
