instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-494 24 0.82971 24 0.952899 71005 32441526 71005 800027 6540320 55236 33830549 55236 32657662 294875976 32657662
r-635 24 0.297101 24 0.855072 12303 6050 12303 14347 4220 17938 7178 17938 25072 21754 25072
r-189 24 0.956522 24 0.0543478 464 155 155 464 131 945 627 627 760 152 152
r-622 24 0.608696 24 0.572464 911087 478665 478665 991511 418808 1728201 843738 843738 1229152 927185 927185
r-473 24 0.967391 24 0.710145 5098888 8767 8767 4354988 8254 5884141 5120 5120 10738269 37358 37358
r-45 24 0.90942 24 0.34058 9389 7747 7747 10747 4769 14222 8489 8489 10833 6124 6124
r-22 24 0.568841 24 0.289855 43701 87785 43701 55101 77384 53743 124359 53743 132010 451681 132010
r-6 24 0.0942029 24 0.82971 1667 1723 1723 1727 1568 2395 2308 2308 4372 1853 1853
r-959 24 0.427536 24 0.0398551 6510 866783 6510 12096 24217 375 1159548 375 2468 1281484 2468
r-424 24 0.434783 24 0.449275 1135114 1088414 1088414 1172799 993341 2041394 1936334 1936334 1919362 1214851 1214851
r-647 24 0.561594 24 0.884058 41045 258579 41045 60687 169148 64490 436786 64490 69013 142717 69013
r-70 24 0.438406 24 0.985507 2309 199201 2309 26179 4809 811 329840 811 5369 177826 5369
r-896 24 0.17029 24 0.057971 12944 5432527 12944 114521 1248315 14799 5934827 14799 1718902 15149092 1718902
r-307 24 0.0615942 24 0.51087 109062 4379 4379 112448 3899 147165 1194 1194 105647 1537 1537
r-97 24 0.807971 24 0.105072 1421 1718 1421 1548 1182 444 2300 444 4696 7891 4696
r-659 24 0.344203 24 0.224638 100759 875308 100759 129696 683291 98485 1421340 98485 247204 589191 247204
r-825 24 0.768116 24 0.434783 49576 34029 34029 56184 23812 41419 14076 14076 116340 86455 86455
r-523 24 0.376812 24 0.141304 50528 324830 50528 61020 251715 19458 512130 19458 92614 316347 92614
r-948 24 0.192029 24 0.612319 32748 9123 9123 39993 7484 37217 7070 7070 91815 81797 81797
r-770 24 0.380435 24 0.67029 198598 53740 198598 267017 48513 316862 68531 316862 356110 309469 356110
r-82 24 0.148551 24 0.336957 567522 35532 35532 560338 37551 901919 36703 36703 511938 355185 355185
r-302 24 0.521739 24 0.858696 39606 253237 39606 50729 179531 59353 456068 59353 43340 121765 43340
r-961 24 0.148551 24 0.869565 2775 1531 2775 3217 1122 1908 1651 1908 7089 15340 7089
r-957 24 0.0688406 24 0.460145 103563 2177 2177 106473 1753 147030 801 801 93942 27474 27474
r-654 24 0.286232 24 0.326087 881467 274153 274153 991970 205923 1442897 409693 409693 712749 465538 465538
r-863 24 0.913043 24 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-343 24 0.605072 24 0.887681 19356 257332 19356 27380 157329 23462 407651 23462 140741 144922 140741
r-493 24 0.0797101 24 0.173913 3057219 27625 27625 2651681 32307 3385619 30838 30838 7057673 760953 760953
r-971 24 0.572464 24 0.0144928 3292 91204 3292 8037 7831 3839 127874 3839 5499 83727 5499
r-326 24 0.0144928 24 0.297101 70478657 477278 477278 67929601 466655 82967486 606319 606319 133434845 2363266 2363266
r-879 24 0.380435 24 0.057971 15547 390073 15547 51626 66255 17582 532291 17582 70928 360051 70928
r-548 24 0.913043 24 0.597826 184512 7225 7225 190233 5399 263942 8166 8166 400959 260921 260921
r-120 24 0.474638 24 0.931159 2278 129094 2278 4271 8798 1921 162758 1921 24401 86524 24401
r-736 24 0.804348 24 0.0471014 1063 2226 1063 1148 1113 1430 3085 1430 10235 2327 10235
r-246 24 0.00362319 24 0.326087 -1 23427 23427 -1 23275 -1 31168 31168 -1 -1 -1
r-644 24 0.0144928 24 0.0942029 -1 33143 33143 -1 23824 -1 1678 1678 -1 -1 -1
r-168 24 0.387681 24 0.076087 16404 423333 16404 41598 166271 7107 601035 7107 91832 209121 91832
r-511 24 0.717391 24 0.181159 8140 4164 8140 11168 2640 4875 5591 4875 20130 6275 20130
r-300 24 0.148551 24 0.496377 377260 48783 48783 355488 67413 663522 83508 83508 69582 121682 121682
r-990 24 0.688406 24 0.5 182022 401014 401014 225615 309961 254237 628227 628227 857996 669784 669784
r-974 24 0.594203 24 0.373188 224103 299362 224103 287129 255822 190466 437903 190466 394692 470037 394692
r-33 24 0.826087 24 0.463768 70898 29194 29194 79910 19986 93550 40932 40932 71955 92630 92630
r-510 24 0.166667 24 0.996377 27 2342 27 27 1235 525 5990 525 2181 1952 2181
r-514 24 0.355072 24 0.865942 12021 5814 12021 20509 5153 11269 6395 11269 14080 11266 14080
r-367 24 0.757246 24 0 1177 12361 1177 2185 1941 1101 28233 1101 1200 12225 1200
r-226 24 0.210145 24 0.206522 263865 395849 263865 357516 283951 374256 564260 374256 1977374 819594 1977374
r-774 24 0.887681 24 0.789855 345895 40144 40144 350311 61381 468567 50963 50963 1256383 5475174 5475174
r-724 24 0.735507 24 0.626812 923829 285808 285808 1007179 289776 1587019 423242 423242 1157348 647671 647671
r-842 24 0.572464 24 0.597826 1561258 1872313 1561258 1718503 1633939 2845121 3614300 2845121 1693166 2037769 1693166
r-69 24 0.00362319 24 0.434783 23655082 17903 17903 24648824 17835 35614204 21865 21865 27653245 86443 86443
r-651 24 0.126812 24 0.568841 17491 18646 18646 21364 6594 24332 20616 20616 59821 15779 15779
r-803 24 0.963768 24 0.923913 -1 2416755 2416755 -1 2416496 -1 2431857 2431857 -1 -1 -1
r-584 24 0.333333 24 0.742754 14004 30477 14004 16318 24983 13921 40329 13921 86344 140438 86344
r-626 24 0.0181159 24 0.467391 3329422 4956 4956 3361443 4816 3603588 6283 6283 3033164 712494 712494
r-748 24 0.782609 24 0 25 51828 25 25 1749 525 60039 525 15646 46849 15646
r-383 24 0.757246 24 0.862319 47104 284019 47104 59567 211618 41382 407951 41382 402874 328401 402874
r-252 24 0.735507 24 0.0797101 1647 5979 1647 1638 2465 1229 6579 1229 3324 6813 3324
r-983 24 0.434783 24 0.514493 1200340 494139 494139 1378420 458597 2059164 779792 779792 1261721 1633067 1633067
r-28 24 0.362319 24 0.221014 586515 1627422 586515 778688 998495 938293 2814879 938293 1045079 551854 1045079
r-859 24 0.416667 24 0.17029 57912 294801 57912 69297 243320 87502 465239 87502 184408 240330 184408
r-403 24 0.521739 24 0.623188 763836 1446595 763836 898843 1151636 1296944 2772546 1296944 1257161 1628874 1257161
r-711 24 0.398551 24 0.344203 1323271 1345966 1323271 1507614 1158084 2409342 2506840 2409342 846376 994984 846376
r-475 24 0.746377 24 0.721014 727507 639472 639472 830779 560942 984126 859944 859944 832665 1001717 1001717
r-942 24 0.307971 24 0.452899 1556579 473539 473539 1540238 455582 2927000 765747 765747 963838 685065 685065
r-108 24 0.648551 24 0.503623 1487741 425537 425537 1499650 408903 2978918 698836 698836 946000 1004691 1004691
r-282 24 0.847826 24 0.181159 3555 3348 3348 4584 2759 5041 5063 5063 3968 38610 38610
r-911 24 0.721014 24 0.336957 24967 53749 53749 34999 46037 32897 68709 68709 297435 98922 98922
r-853 24 0.543478 24 0.855072 22522 195098 22522 26340 148413 32230 324131 32230 379806 123655 379806
