instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-945 31 0.36129 31 0.36129 45547547 50254957 38975522
r-160 38 0.513514 38 0.513514 24025978 29832262 17557393
r-919 27 0.461538 27 0.461538 22117 22584 18089
r-782 31 0.490323 31 0.490323 259016 279881 172624
r-573 35 0.463866 35 0.463866 61246024 59143754 45590566
r-878 41 0.460976 41 0.460976 5182247 6478252 9472805
r-796 26 0.492308 26 0.492308 63517 57280 31649
r-238 38 0.422475 38 0.422475 -1 -1 -1
r-236 42 0.214866 42 0.214866 2081 2155 2127
r-281 29 0.413793 29 0.413793 6302 6715 4470
r-223 36 0.512698 36 0.512698 6417217 7202677 5148019
r-829 38 0.422475 38 0.422475 23591 19548 20245
r-103 44 0.383721 44 0.383721 -1 -1 -1
r-119 34 0.427807 34 0.427807 89155902 87971083 68073694
r-612 36 0.5 36 0.5 38194617 35619676 25349157
r-727 23 0.237154 23 0.237154 89947 102543 66426
r-808 36 0.157143 36 0.157143 578 578 578
r-558 33 0.435606 33 0.435606 45793685 44282669 34764197
r-951 20 0.442105 20 0.442105 65342 58955 55896
r-77 41 0.35122 41 0.35122 32664 31130 32414
r-230 24 0.518116 24 0.518116 349107 313374 224898
r-948 31 0.503226 31 0.503226 837572 902166 688211
r-273 28 0.0714286 28 0.0714286 435 435 435
r-457 40 0.507692 40 0.507692 69569372 80663000 59647505
r-185 39 0.504723 39 0.504723 68810232 73331767 47954233
r-347 24 0.518116 24 0.518116 45165 46345 40256
r-722 33 0.344697 33 0.344697 2860 3029 2357
r-47 45 0.127273 45 0.127273 920 920 920
r-681 38 0.443812 38 0.443812 -1 -1 -1
r-895 21 0.495238 21 0.495238 6111 5544 4560
r-374 27 0.518519 27 0.518519 173566 168718 146706
r-410 45 0.127273 45 0.127273 920 920 920
r-396 41 0.443902 41 0.443902 -1 -1 -1
r-670 24 0.344203 24 0.344203 695988 766348 423360
r-841 44 0.30444 44 0.30444 -1 -1 -1
r-302 21 0.380952 21 0.380952 232286 256024 177866
r-748 23 0.237154 23 0.237154 227 227 227
r-898 26 0.212308 26 0.212308 540492 609634 540622
