instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped-D mcsplit-smart-swapped-O mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped-D mcsplit-b-smart-swapped-O mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped-D mcsplit-nosort-smart-swapped-O
r-72 31 0.750538 33 0.742424 84250910 107423550 107423550 84250910 121920598 79715814 135214946 175716276 175716276 135214946 107815010 88597378 88597378 107815010
r-604 26 0.329231 18 0.529412 186313 92269 92269 92269 252503 103809 272418 133643 133643 133643 293071 80348 80348 80348
r-939 26 0.0492308 17 0.75 7457 1830 1830 1830 10644 1647 15292 3450 3450 3450 6548 1987 1987 1987
r-194 49 0.84949 27 0.931624 172552567 37884 172552567 37884 212514656 47591 188892988 37886 188892988 37886 784532245 396365 784532245 396365
r-599 22 0.82684 29 0.189655 28684 47407 47407 28684 47614 43222 47068 72782 72782 47068 51920 88655 88655 51920
r-815 29 0.955665 49 0.392007 20568764 872137 872137 20568764 13962587 17486000 32900091 1557789 1557789 32900091 21459188 2814854 2814854 21459188
r-19 26 0.784615 20 0.642105 303361 154667 154667 154667 248495 203615 498571 221023 221023 221023 261371 58075 58075 58075
r-236 44 0.193446 39 0.639676 47816677 35877107 35877107 35877107 89132166 33108682 79978797 67630426 67630426 67630426 63056956 52938573 52938573 52938573
r-824 45 0.774747 49 0.521259 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-609 42 0.463415 43 0.928018 5275205 70645133 5275205 5275205 35087251 6831379 8492277 116396572 8492277 8492277 15242510 64585818 15242510 15242510
r-900 23 0.339921 17 0.970588 3157 25186 3157 25186 20379 8641 5621 41533 5621 41533 5117 28514 5117 28514
r-91 19 0.397661 18 0.882353 2346 9598 2346 9598 8352 3931 3688 14453 3688 14453 3974 14528 3974 14528
r-381 44 0.971459 50 0.956735 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-695 17 0.75 24 0.387681 17477 66431 66431 17477 49223 21249 24664 97625 97625 24664 18030 37721 37721 18030
r-383 29 0.339901 24 0.0724638 155648 6999252 155648 6999252 2023912 1992389 236881 9391522 236881 9391522 501422 7773918 501422 7773918
r-71 43 0.625692 48 0.900709 407486785 -1 407486785 407486785 2581563251 577380228 642473092 -1 642473092 642473092 595606011 -1 595606011 595606011
r-997 28 0.465608 13 0.205128 48900 2252 48900 2252 69057 2168 67534 2254 67534 2254 41507 2017 41507 2017
r-974 41 0.236585 17 0.191176 1783998 9728 1783998 9728 1744220 9896 1980559 9729 1980559 9729 1966625 10620 1966625 10620
r-595 29 0.761084 45 0.247475 4870042 4554943 4554943 4870042 9487480 6266494 8046034 7774317 7774317 8046034 8086668 8225420 8225420 8086668
r-313 30 0.356322 17 0.264706 720672 104005 720672 104005 777025 98176 1061561 125443 1061561 125443 498579 132318 498579 132318
r-856 45 0.361616 46 0.244444 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-153 48 0.0921986 16 0.133333 3295428 1 1 1 3134911 1 3295429 2 2 2 7022801 1 1 1
r-175 30 0.997701 24 0.199275 82201 6817 6817 6817 82823 41014 148178 13279 13279 13279 88380 11058 11058 11058
r-238 43 0.818383 33 0.248106 4709546 3659177 3659177 3659177 8140183 3399192 7919566 6591860 6591860 6591860 7221884 5498836 5498836 5498836
r-865 26 0.901538 24 0.0543478 3177 4826 3177 4826 11100 2315 8966 9903 8966 9903 8297 7935 8297 7935
r-267 49 0.308673 50 0.846531 104302606 155912233 104302606 104302606 181080035 138253423 201980072 269079541 201980072 201980072 132691716 216950567 132691716 132691716
r-433 48 0.47961 23 0.865613 5384749 5195469 5384749 5195469 12806007 7725897 8260447 8178595 8260447 8178595 7962171 7172260 7962171 7172260
r-435 13 0.512821 23 0.679842 3363 22893 3363 3363 23104 3302 3904 33374 3904 3904 1431 14901 1431 1431
r-517 27 0.566952 25 0.0766667 24467 328770 24467 328770 216381 51116 38063 515778 38063 515778 45403 353279 45403 353279
r-208 15 0.533333 40 0.635897 53988 797905 53988 53988 782132 53624 61921 1167412 61921 61921 69324 683817 69324 69324
r-368 19 0.736842 13 0.397436 10893 3339 3339 3339 15930 2992 13675 4668 4668 4668 8033 2328 2328 2328
r-179 11 0.618182 49 0.443027 1 63421 63421 1 1 1 1 63421 63421 1 1 123015 123015 1
r-750 22 0.00865801 40 0.0551282 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1
r-57 30 0.163218 40 0.578205 12407529 8066529 8066529 12407529 7673157 11607840 19610359 13422723 13422723 19610359 10976036 5790941 5790941 10976036
r-387 49 0.37415 45 0.951515 2998822 22121244 2998822 22121244 15520191 3666428 5247027 38836741 5247027 38836741 9921966 19311536 9921966 19311536
r-484 15 0.52381 48 0.580674 382921 5050827 382921 382921 4949242 379674 423952 7268811 423952 423952 372441 4330979 372441 372441
r-632 22 0.0735931 38 0.450925 5230589 391951 391951 5230589 2751801 2839285 7677138 629830 629830 7677138 5952472 1049915 1049915 5952472
r-933 10 0.844444 38 0.156472 2118 2157 2157 2118 6843 2358 3452 3613 3613 3452 1965 2702 2702 1965
r-6 33 0.941288 27 0.102564 26562 13393 13393 13393 41325 12759 34293 26432 26432 26432 24963 21969 21969 21969
r-607 17 0.404412 29 0.108374 5370 42310 5370 5370 42529 6884 7548 62111 7548 7548 5304 41292 5304 5304
r-177 30 0.737931 11 0.345455 11026 1430 1430 1430 15299 2261 15311 1684 1684 1684 13006 3637 3637 3637
r-717 43 0.0221484 21 0.0571429 -1 1 1 1 -1 1 -1 2 2 2 -1 1 1 1
r-828 29 0.571429 39 0.387314 158371151 198114786 158371151 158371151 246112580 165257473 298608762 373769051 298608762 298608762 170098376 254977445 170098376 170098376
r-438 49 0.0637755 39 0.234818 -1 110569196 110569196 110569196 -1 170274560 -1 156971447 156971447 156971447 -1 493312688 493312688 493312688
r-325 13 0.5 16 0.691667 1427 2805 1427 1427 3782 1368 1805 3666 1805 1805 1015 2078 1015 1015
r-303 15 0.104762 46 0.057971 1 1 1 1 1 1 1 1 1 1 1 81 1 1
r-323 13 0.730769 46 0.983575 163 193639 163 163 194197 163 213 209247 213 213 1766 197400 1766 1766
r-405 34 0.41533 37 0.617117 227883655 222629099 227883655 227883655 263997206 241342875 445758228 424611983 445758228 445758228 247423532 236370047 247423532 247423532
r-244 35 0.218487 41 0.363415 1091461102 492984474 492984474 1091461102 796805799 994642911 2049343281 883266893 883266893 2049343281 1146531532 744803834 744803834 1146531532
r-347 42 0.0418118 11 0.327273 6812 64 64 64 6687 139 7479 66 66 66 7222 130 130 130
r-366 50 0.878367 40 0.702564 -1 1063575145 1063575145 1063575145 -1 1596175437 -1 1645292949 1645292949 1645292949 -1 2829258847 2829258847 2829258847
r-647 23 0.355731 15 0.819048 12796 11042 12796 11042 25262 12859 19216 16494 19216 16494 20113 18257 20113 18257
r-629 42 0.61324 30 0.491954 507327267 384971954 384971954 384971954 581856872 358111131 980676215 741053989 741053989 741053989 673210585 379173439 379173439 379173439
r-258 11 0.381818 15 0.0190476 412 45943 412 412 40482 384 561 50194 561 561 9638 45615 9638 9638
r-755 25 0.306667 20 0.657895 122530 77180 77180 77180 237591 73534 183016 112746 112746 112746 152117 135662 135662 135662
r-683 32 0.522177 20 0.889474 287326 572136 287326 572136 895494 322879 459120 899609 459120 899609 597344 615090 597344 615090
r-582 20 0.905263 30 0.282759 66862 24106 24106 66862 82996 64294 115917 39008 39008 115917 86527 31607 31607 86527
r-523 19 0.187135 18 0.0522876 34679 318713 34679 318713 626056 106921 27530 334525 27530 334525 797 296779 797 296779
r-994 40 0.512821 50 0.548571 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-779 14 0.56044 46 0.848309 14639 127932 14639 14639 125524 14479 16715 170048 16715 16715 6207 55539 6207 6207
r-90 15 0.00952381 24 0.152174 -1 3121558 3121558 -1 5280197331 2223272851 -1 3721595 3721595 -1 -1 883640030 883640030 -1
r-976 50 0.197551 16 0.991667 37232 80646 37232 80646 118011 40644 70078 166227 70078 166227 46886 80646 46886 80646
r-378 26 0.0830769 30 0.103448 54814 378859 378859 54814 446825 54559 60223 430020 430020 60223 198848 4288435 4288435 198848
r-495 14 0.285714 16 0.175 1884 4287 1884 1884 4290 1898 2206 5859 2206 2206 4136 6163 4136 4136
r-586 10 0.533333 22 0.324675 234 1612 234 234 1765 234 235 1806 235 235 546 4226 546 546
r-590 40 0.489744 20 0.842105 1648823 975004 1648823 975004 3322401 1347306 2617492 1395884 2617492 1395884 1972888 1971265 1972888 1971265
r-636 44 0.790698 24 0.25 716816 695117 695117 695117 1410740 504006 1089716 1166627 1166627 1166627 1319665 713667 713667 713667
r-899 25 0.276667 49 0.0671769 775952 39125387 775952 775952 38939974 942144 984364 47905771 984364 984364 598741 42346213 598741 598741
r-669 50 0.0555102 12 0.393939 7037 5009 5009 5009 6150 7157 10540 6166 6166 6166 4369 8272 8272 8272
r-483 12 0.727273 48 0.492021 1 319217 319217 1 344937 1 2 319218 319218 2 1 377597 377597 1
r-693 32 0.506048 26 0.64 21475507 23029977 21475507 23029977 27919289 18852036 38219174 44062482 38219174 44062482 26207897 23896768 26207897 23896768
r-256 41 0.809756 40 0.665385 -1 2221471400 2221471400 2221471400 -1 3039097662 -1 -1 -1 -1 -1 -1 -1 -1
r-984 22 0.541126 44 0.464059 54565115 106759208 106759208 54565115 123152790 53649858 92668372 197810939 197810939 92668372 53623755 110751436 110751436 53623755
r-793 25 0.61 44 0.179704 795146 889442 795146 795146 1912910 1151005 1380467 1347963 1380467 1380467 1171209 2467176 1171209 1171209
r-94 13 0.641026 30 0.6 5553 101431 101431 5553 103916 5553 5555 131418 131418 5555 5539 66272 66272 5539
r-876 50 0.529796 45 0.447475 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-335 30 0.232184 44 0.978858 16773 169005 16773 16773 157213 11517 33938 403967 33938 33938 36719 168964 36719 36719
r-434 15 0.4 15 0.209524 3032 2185 3032 3032 1467 2807 3513 2860 3513 3513 820 2775 820 820
r-166 41 0.05 41 0.0182927 1880502172 -1 1880502172 1880502172 -1 -1 1974357514 -1 1974357514 1974357514 -1 -1 -1 -1
r-119 13 0.0897436 33 0.8125 6299 6267 6267 6299 9417 7084 12400 10158 10158 12400 6856 5789 5789 6856
r-561 33 0.590909 44 0.443975 1596173645 1815186002 1815186002 1596173645 2059628272 1567002417 -1 -1 -1 -1 1878474931 2049732897 2049732897 1878474931
r-668 30 0.117241 24 0.768116 82572 40578 40578 40578 116811 23947 129936 61939 61939 61939 96686 62309 62309 62309
r-945 48 0.00975177 49 0.317177 -1 154814940 154814940 -1 -1 -1 -1 241438098 241438098 -1 -1 -1 -1 -1
r-426 10 0.844444 47 0.702128 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-360 10 0.511111 34 0.672014 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-349 48 0.797872 48 0.317376 166249420 203461685 203461685 166249420 167691966 181158350 298972325 397644551 397644551 298972325 175694916 165116946 165116946 175694916
r-658 46 0.730435 15 0.133333 55527 65373 55527 65373 132156 63416 87180 99981 87180 99981 95353 83501 95353 83501
r-925 47 0.86124 33 0.238636 2105083 1307067 1307067 1307067 3726317 1258121 3532423 2337145 2337145 2337145 2512396 2012513 2012513 2012513
r-497 34 0.122995 16 0.716667 20341 10888 10888 10888 36185 14255 30162 16557 16557 16557 31555 8003 8003 8003
r-294 27 0.626781 45 0.173737 1545425 3769150 1545425 1545425 4626374 2009222 2572942 6109798 2572942 2572942 2732927 4000050 2732927 2732927
r-674 13 0.769231 21 0.0952381 384 2634 384 384 1894 346 823 4112 823 823 483 1909 483 483
r-108 10 0.466667 44 0.608879 1 985 1 1 1 1 1 985 1 1 1 1 1 1
r-319 49 0.510204 26 0.332308 465308804 309439407 465308804 309439407 566362693 337320504 893514794 540069833 893514794 540069833 535244685 304040548 535244685 304040548
r-488 47 0.466235 13 0.679487 697374 50220 697374 50220 786918 63189 886153 50222 886153 50222 1038005 58483 1038005 58483
r-759 22 0.991342 49 0.863095 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-154 50 0.188571 34 0.160428 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-565 49 0.32483 25 0.896667 909093 1246879 909093 1246879 2145080 897291 1490343 2101553 1490343 2101553 1814961 2513660 1814961 2513660
r-660 47 0.150786 49 0.823129 7386113 6991896 6991896 7386113 10617747 8313803 13948894 13762480 13762480 13948894 8012334 8056048 8056048 8012334
r-375 38 0.192034 27 0.698006 1122395 929365 929365 929365 2535803 828421 1752321 1512469 1512469 1512469 2762420 1314334 1314334 1314334
r-516 39 0.099865 46 0.830918 571957 756909 756909 571957 1192413 785542 1157644 1315019 1315019 1157644 940404 727451 727451 940404
r-192 20 0.557895 11 0.218182 7206 1176 7206 1176 10568 2099 9794 1382 9794 1382 7089 1721 7089 1721
r-585 21 0.390476 15 0.67619 30893 11936 30893 11936 46972 16646 43837 16347 43837 16347 43789 24542 43789 24542
r-50 17 0.147059 30 0.795402 11544 19748 19748 11544 20809 11575 20046 28767 28767 20046 14003 30763 30763 14003
r-81 45 0.685859 39 0.0161943 227447 7669669 227447 7669669 1736520 391201 502100 12698787 502100 12698787 301215 2885630 301215 2885630
r-400 46 0.691787 24 0.289855 9798783 5007790 9798783 5007790 15482137 7666140 16494272 7638758 16494272 7638758 15613489 6750388 15613489 6750388
r-451 41 0.529268 36 0.765079 646628553 1154849876 646628553 1154849876 1016473540 823203428 1206406753 -1 1206406753 -1 697506976 1095022167 697506976 1095022167
r-863 15 0.371429 35 0.292437 30771 376191 30771 30771 369613 30694 34906 509982 34906 34906 38921 282392 38921 38921
r-454 23 0.221344 35 0.636975 868053 622048 622048 868053 1485610 1045006 1347613 988958 988958 1347613 1772808 1413161 1413161 1772808
r-611 47 0.747456 37 0.89039 1781916985 -1 1781916985 -1 -1 -1 2590853621 -1 2590853621 -1 -1 -1 -1 -1
r-356 17 0.448529 20 0.315789 11353 30322 11353 11353 27187 11094 15546 50820 15546 15546 19201 26509 19201 19201
r-573 20 0.5 35 0.34958 1929275 7009722 1929275 1929275 6528618 1907231 2921439 12698204 2921439 2921439 2184944 5869187 2184944 2184944
r-143 29 0.29803 35 0.467227 92790528 55595355 55595355 92790528 84650277 81474827 183226275 101195500 101195500 183226275 85082505 75128786 75128786 85082505
r-575 13 0.0384615 33 0.535985 81407 43802 43802 81407 163588 65896 107965 73620 73620 107965 90055 94674 94674 90055
r-991 50 0.0416327 35 0.835294 327976 165579 165579 165579 368966 133941 681067 274971 274971 274971 344332 136071 136071 136071
r-203 23 0.162055 17 0.389706 159930 36939 36939 36939 143582 55349 246640 47631 47631 47631 169459 124330 124330 124330
r-32 24 0.373188 36 0.214286 1469295 5375077 1469295 1469295 4780529 1880156 2164883 9239651 2164883 2164883 1949083 5331883 1949083 1949083
r-131 12 0.833333 13 0.397436 1995 645 645 1995 1885 1901 2650 876 876 2650 3284 2457 2457 3284
r-147 22 0.502165 25 0.356667 533025 813653 533025 533025 1055032 543225 834364 1273434 834364 834364 776527 860588 776527 776527
r-234 45 0.585859 18 0.601307 19201875 3677267 19201875 3677267 19758572 3649740 30777798 4844103 30777798 4844103 17123695 3711695 17123695 3711695
r-613 12 0.590909 45 0.732323 1 45922 1 1 44989 1 2 45923 2 2 1 42567 1 1
r-519 24 0.684783 49 0.791667 7009127 60427574 7009127 7009127 57480852 7045791 9745075 95688109 9745075 9745075 20792019 60955894 20792019 20792019
r-296 24 0.876812 35 0.161345 36819 37948 37948 36819 74263 43444 68297 56758 56758 68297 65267 64513 64513 65267
r-955 14 0.978022 29 0.963054 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-812 29 0.593596 42 0.379791 161705258 212450434 161705258 161705258 283673090 171155586 298642642 394033450 298642642 298642642 211995239 252451751 211995239 211995239
r-498 47 0.361702 14 0.516484 458265 38960 38960 38960 497518 23291 585790 42761 42761 42761 429060 27136 27136 27136
r-913 15 0.238095 16 0.175 1104 3974 1104 1104 3432 1104 1360 4772 1360 1360 1918 8378 1918 1918
r-439 26 0.910769 20 0.515789 218811 19874 19874 19874 175090 25783 310096 28987 28987 28987 211450 45083 45083 45083
r-106 35 0.586555 29 0.655172 166325370 111159944 166325370 111159944 184446454 95970128 314196680 215959519 314196680 215959519 82034739 103751404 82034739 103751404
r-948 36 0.068254 11 0.872727 3626 1189 1189 1189 4298 513 5915 2114 2114 2114 1870 1363 1363 1363
r-554 15 0 49 0.260204 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-961 42 0.627178 22 0.190476 2449482 4971932 2449482 4971932 4553667 3458362 3902302 7995446 3902302 7995446 3689080 5784667 3689080 5784667
r-47 27 0.145299 20 0.342105 495848 80598 80598 80598 440406 139223 756862 112306 112306 112306 427134 151646 151646 151646
r-164 23 0.640316 11 0.490909 7686 960 960 960 8537 954 9399 962 962 962 10178 912 912 912
r-429 36 0.649206 28 0.380952 37592727 31922870 31922870 31922870 54910444 29834464 65178068 56176666 56176666 56176666 53262616 39873939 39873939 39873939
r-804 11 0.581818 10 0.755556 31 56 31 56 72 54 44 58 44 58 59 57 59 57
r-871 29 0.0812808 10 0.444444 1488 210 210 210 1305 251 2032 278 278 278 1749 97 97 97
r-630 40 0.0448718 38 0.672831 4252185 158796 158796 158796 3731608 681675 4274664 278298 278298 278298 2028093 318577 318577 318577
r-479 14 0.912088 47 0.648474 1 70532 70532 1 71048 1 1 70532 70532 1 1 7780 7780 1
r-233 30 0.443678 10 0.955556 24529 10917 24529 10917 47014 8973 34486 12305 34486 12305 26115 16659 26115 16659
r-44 32 0.731855 30 0.062069 56146 135373 56146 135373 149635 75384 99690 316748 99690 316748 66809 182371 66809 182371
r-41 47 0.595745 23 0.387352 26856539 18847753 26856539 18847753 34491630 18972269 47128738 31780230 47128738 31780230 40561853 23077464 40561853 23077464
r-269 12 0.469697 47 0.786309 2340 23917 2340 2340 51633 2329 2565 29891 2565 2565 1076 35556 1076 1076
r-87 43 0.513843 32 0.352823 938411561 685347715 938411561 685347715 1230607698 568296982 1871631814 1334104922 1871631814 1334104922 758741643 639166868 758741643 639166868
r-40 47 0.775208 18 0.30719 636931 156321 156321 156321 930282 211252 966533 235137 235137 235137 479595 453111 453111 453111
r-363 11 0.490909 46 0.119807 1850 23016 1850 1850 23004 1871 2105 30676 2105 2105 483 18746 483 483
r-527 20 0.0210526 39 0.773279 103298 14447 14447 103298 68122 62301 196130 26407 26407 196130 105782 40346 40346 105782
r-462 24 0.315217 12 0.984848 4880 26506 4880 26506 31222 9288 7031 34659 7031 34659 18096 30076 18096 30076
r-538 30 0.305747 43 0.985604 46010 791730 46010 46010 744838 41119 74319 1499736 74319 74319 65481 789090 65481 65481
r-402 49 0.232993 15 0.447619 1527031 116517 116517 116517 1492268 122375 2199658 139768 139768 139768 1322242 160213 160213 160213
r-93 37 0.71021 18 0.326797 500051 307269 307269 307269 881870 387397 771498 455739 455739 455739 855197 609096 609096 609096
r-240 25 0.243333 29 0.871921 62387 109657 62387 62387 117557 65973 92935 181762 92935 92935 118142 124916 118142 118142
r-322 37 0.46997 40 0.430769 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-534 10 0.555556 11 0.418182 214 256 214 214 466 212 242 330 242 242 104 370 104 104
r-13 28 0.015873 27 0.80057 91371 3737 3737 3737 41442 14374 177338 10326 10326 10326 55408 11529 11529 11529
r-663 50 0.497143 12 0.560606 86743 1 86743 1 86219 1 86743 1 86743 1 402746 1 402746 1
r-711 43 0.296788 38 0.344239 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-198 22 0.012987 39 0.37112 3345215321 11730059 11730059 3345215321 2443463328 526144500 4030305325 15942866 15942866 4030305325 4074357432 56645483 56645483 4074357432
r-425 42 0.0301974 44 0.267442 -1 140774007 140774007 -1 -1 4815657333 -1 123868466 123868466 -1 -1 -1 -1 -1
r-625 10 0.711111 45 0.0757576 1241 2083 1241 1241 6632 1191 1683 3577 1683 1683 1183 4240 1183 1183
r-410 44 0.84778 24 0.634058 18715651 2350336 2350336 2350336 16004589 3734402 29903388 3307430 3307430 3307430 16288519 4914348 4914348 4914348
r-346 49 0.0255102 26 0.101538 -1 20252 20252 20252 -1 26689 -1 21129 21129 21129 -1 -1 -1 -1
r-914 46 0.676329 44 0.871036 1632363368 -1 1632363368 -1 -1 -1 2671012823 -1 2671012823 -1 -1 -1 -1 -1
r-580 19 0.912281 37 0.429429 1318280 216265 216265 1318280 1174760 1557016 1858403 317816 317816 1858403 1554336 439187 439187 1554336
r-654 47 0.320074 13 0.538462 252822 15647 15647 15647 272888 18244 321323 15649 15649 15649 356010 7817 7817 7817
r-393 39 0.796221 10 0.4 8039 931 931 931 10841 1296 10153 933 933 933 11493 616 616 616
r-12 10 0.533333 46 0.841546 3350 36527 3350 3350 35170 3350 3351 44084 3351 3351 536 29702 536 536
r-124 42 0.692218 21 0.538095 19465559 4188504 4188504 4188504 18769955 4585872 35235744 6283352 6283352 6283352 16730113 8210429 8210429 8210429
r-362 18 0.169935 32 0.677419 56626 67149 67149 56626 210605 67325 82912 101295 101295 82912 108033 143944 143944 108033
r-571 27 0.780627 25 0.846667 598420 912977 598420 912977 1182446 723885 779956 1225369 779956 1225369 1243662 1005010 1243662 1005010
r-344 18 0.647059 22 0.753247 18009 91848 18009 18009 81679 20500 23135 139103 23135 23135 34872 79332 34872 34872
r-263 44 0.614165 38 0.581792 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-785 21 0.87619 33 0.0643939 7648 12518 7648 7648 11582 7735 13802 21691 13802 13802 8418 13027 8418 8418
r-644 26 0.209231 47 0.107308 1292724 12020281 1292724 1292724 11135541 1570723 1480967 15238741 1480967 1480967 972431 11879061 972431 972431
r-399 42 0.226481 13 0.0641026 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-477 10 0.955556 20 0.526316 9942 6936 6936 9942 13946 9150 11440 8500 8500 11440 11494 9292 9292 11494
r-394 22 0.047619 48 0.599291 5460271 478860 478860 5460271 4873334 3811694 8726799 813700 813700 8726799 8321922 1379936 1379936 8321922
r-545 24 0.612319 18 0.712418 263743 192654 263743 192654 303882 169913 409995 280872 409995 280872 232040 123972 232040 123972
r-524 42 0.7259 37 0.258258 35806900 36603960 35806900 36603960 67308886 27188171 64846007 65920333 64846007 65920333 40978118 49517424 40978118 49517424
r-270 49 0.829932 15 0.0952381 11925 37419 11925 37419 30900 16593 21109 64315 21109 64315 38314 15794 38314 15794
r-138 50 0.183673 22 0.545455 6717094 1853167 1853167 1853167 9141529 1083908 9895261 2942446 2942446 2942446 5851515 944989 944989 944989
r-18 29 0.667488 34 0.130125 371817 699167 371817 371817 617265 526721 629105 1093015 629105 629105 224345 941049 224345 224345
r-923 35 0.423529 33 0.647727 49881248 46092495 49881248 46092495 81247696 42808250 94436407 82268421 94436407 82268421 59059994 77556749 59059994 77556749
r-830 24 0.434783 20 0.931579 39322 282099 39322 282099 195646 19902 65942 402856 65942 402856 45199 239790 45199 239790
r-703 42 0.0569106 49 0.789116 1375848 582141 582141 1375848 1529022 1151860 2814606 968078 968078 2814606 2216491 386256 386256 2216491
r-894 36 0.507937 13 0.397436 261143 18427 261143 18427 271909 18456 335285 18429 335285 18429 227090 18631 227090 18631
r-171 15 1 41 0.917073 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-2 40 0.0602564 10 0.155556 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-315 47 0.651249 35 0.12437 10266300 10297112 10266300 10297112 20829276 6682718 18982704 17065458 18982704 17065458 10300093 18912939 10300093 18912939
r-896 14 0.417582 30 0.8 7635 18661 7635 7635 38872 7800 10160 25168 10160 10160 26700 38471 26700 26700
r-11 31 0.335484 13 0.974359 17233 46946 17233 46946 77029 26933 27370 68761 27370 68761 12675 63324 12675 63324
r-720 29 0.763547 29 0.123153 74846 131630 74846 74846 97795 76149 119878 223296 119878 119878 102963 127085 102963 102963
r-746 43 0.533776 27 0.880342 9909956 14362091 9909956 14362091 23070158 8730411 16450710 26079168 16450710 26079168 5726808 21553825 5726808 21553825
r-56 10 0.2 28 0.769841 1705 4738 4738 1705 9195 1719 2257 6641 6641 2257 3145 7567 7567 3145
r-969 20 0.626316 16 0.641667 53332 40200 53332 40200 48277 40114 81569 58034 81569 58034 23766 16230 23766 16230
r-160 22 0.12987 41 0.32439 5439170 7245611 7245611 5439170 10658491 5364778 7551896 10793762 10793762 7551896 7105080 12390984 12390984 7105080
r-810 10 0.333333 46 0.829952 1257 6165 1257 1257 11469 1259 1480 7789 1480 1480 2392 5631 2392 2392
r-475 43 0.619048 16 0.366667 823956 144059 823956 144059 1044325 172020 1165729 184556 1165729 184556 988710 193141 988710 193141
r-337 45 0.478788 25 0.846667 4202343 12492407 4202343 12492407 10756286 10913415 6662943 18901681 6662943 18901681 9859237 16252567 9859237 16252567
r-64 12 0.848485 50 0.60898 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-17 15 0.495238 48 0.49734 64372 1226328 1226328 64372 1257690 64372 64374 1574250 1574250 64374 57460 1269960 1269960 57460
r-535 42 0.240418 46 0.0241546 83882571 -1 83882571 83882571 -1 81722480 104597646 -1 104597646 104597646 -1 -1 -1 -1
r-309 14 0.10989 34 0.919786 2590 6080 2590 2590 4188 2207 4659 10133 4659 4659 2257 3976 2257 2257
r-951 24 0.688406 42 0.463415 29306065 42240521 42240521 29306065 50706802 28850873 48210827 75431506 75431506 48210827 46275351 46782381 46782381 46275351
r-215 40 0.226923 31 0.905376 326270 647420 326270 647420 756695 385628 546045 1054952 546045 1054952 538665 1066719 538665 1066719
r-817 37 0.418919 41 0.341463 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-252 27 0.339031 24 0.619565 1062039 1348039 1348039 1348039 2169281 1251536 1633114 2226445 2226445 2226445 1912184 1360178 1360178 1360178
r-539 33 0.291667 24 0.311594 10997415 4607548 4607548 4607548 10744376 4752842 18458712 6775518 6775518 6775518 10907576 4396155 4396155 4396155
r-690 11 0.0545455 22 0.935065 276 291 291 276 444 216 628 1390 1390 628 444 585 585 444
r-537 24 0.242754 41 0.542683 23049283 20776277 20776277 23049283 34698400 22492799 36393654 35977280 35977280 36393654 25938140 27884826 27884826 25938140
r-569 10 0.933333 40 0.608974 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r-893 12 0.818182 25 0.263333 6620 9040 9040 6620 8611 7292 9604 12672 12672 9604 11325 9783 9783 11325
r-374 37 0.478979 33 0.19697 36532414 65677859 36532414 65677859 76033117 44798277 64424675 126619094 64424675 126619094 43789709 70224864 43789709 70224864
r-3 41 0.632927 45 0.957576 7049753 3729483548 7049753 7049753 2721852128 6941658 10759650 -1 10759650 10759650 51314515 3804369992 51314515 51314515
r-353 14 0.736264 18 0.431373 8906 11318 11318 8906 16395 9322 11849 16386 16386 11849 9052 20228 20228 9052
r-909 37 0.489489 43 0.623477 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-637 27 0.0569801 16 0.708333 4814 1705 1705 1705 8160 1472 10718 3301 3301 3301 6890 4608 4608 4608
r-418 17 0.580882 45 0.514141 1160175 7015262 7015262 1160175 7185837 1153628 1465971 10926446 10926446 1465971 1222164 7146497 7146497 1222164
r-287 22 0.844156 47 0.13136 95190 104767 95190 95190 189310 119657 163642 157040 163642 163642 168644 144595 168644 168644
