instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-337 38 0.422475 38 0.422475 7664 4840 5830
r-57 47 0.0425532 47 0.0425532 1 1 1
r-583 44 0.485201 44 0.485201 470646748 299743570 315862409
r-310 32 0.417339 32 0.417339 5809 3952 5343
r-599 46 0.124638 46 0.124638 1 1 1
r-593 40 0.501282 40 0.501282 7235670 8827133 5215642
r-762 42 0.344948 42 0.344948 1569059607 2371623163 1302235799
r-600 14 0.538462 14 0.538462 165 111 171
r-44 14 0.538462 14 0.538462 217 190 217
r-627 18 0.503268 18 0.503268 19164 25087 16715
r-887 48 0.50266 48 0.50266 611880197 858148415 476099825
r-1000 38 0.371266 38 0.371266 7457 5493 6827
r-451 36 0.457143 36 0.457143 283706 164236 228303
r-879 41 0.47561 41 0.47561 220668777 186346592 164930098
r-286 40 0.501282 40 0.501282 1474654 1479074 1133467
r-306 41 0.42439 41 0.42439 65644 41650 54036
r-62 32 0.314516 32 0.314516 18455157 25806571 15882742
r-167 16 0.458333 16 0.458333 6087 3963 5186
r-688 19 0.19883 19 0.19883 1 1 1
r-401 35 0.514286 35 0.514286 9471881 7277915 7538327
r-546 26 0.507692 26 0.507692 105155 97909 78976
r-835 43 0.498339 43 0.498339 92768246 117939922 69741384
r-532 17 0.485294 17 0.485294 23161 13420 18822
r-395 14 0.263736 14 0.263736 1 1 1
r-976 23 0.513834 23 0.513834 12024 14215 10210
r-868 19 0.409357 19 0.409357 51928 39834 43029
r-96 22 0.367965 22 0.367965 39 47 39
r-693 37 0.279279 37 0.279279 51 77 51
r-12 25 0.42 25 0.42 559484 510970 490085
r-857 47 0.122109 47 0.122109 2862420892 3636033405 2405732761
r-136 12 0.530303 12 0.530303 164 124 164
r-798 43 0.389812 43 0.389812 -1 -1 2198507542
r-992 39 0.391363 39 0.391363 667045776 698780669 554761060
r-800 21 0.428571 21 0.428571 28 45 28
r-237 37 0.153153 37 0.153153 1 1 1
r-518 34 0.299465 34 0.299465 32809918 41464699 27128336
r-432 29 0.502463 29 0.502463 2904545 3124083 2517560
r-399 10 0.555556 10 0.555556 174 98 173
r-43 32 0.443548 32 0.443548 11709428 9942267 9191634
r-11 10 0.555556 10 0.555556 12 21 12
r-266 28 0.518519 28 0.518519 188408 142210 172538
r-539 23 0.442688 23 0.442688 201974 170372 156325
r-822 45 0.454545 45 0.454545 2609552 1442191 1677653
r-232 10 0.555556 10 0.555556 209 161 166
r-140 25 0.08 25 0.08 1 1 1
r-254 16 0.325 16 0.325 1 1 1
r-917 48 0.507092 48 0.507092 457469228 657684460 362965979
r-393 37 0.378378 37 0.378378 7316 6078 5637
r-412 50 0.326531 50 0.326531 9152 7893 8096
r-998 43 0.0908084 43 0.0908084 449788688 1296924485 412297078
r-767 48 0.336879 48 0.336879 11325 6281 10838
r-624 36 0.203175 36 0.203175 27988053 96022583 25345553
r-192 45 0.353535 45 0.353535 7117 6239 6483
r-928 31 0.27957 31 0.27957 38 65 38
r-903 50 0.428571 50 0.428571 4027852 2207879 3092224
r-327 49 0.25 49 0.25 396 459 394
r-891 12 0.530303 12 0.530303 26 33 26
r-981 13 0.384615 13 0.384615 597 321 530
r-971 19 0.526316 19 0.526316 4436 1693 3819
r-979 19 0.45614 19 0.45614 190 162 190
r-87 44 0.383721 44 0.383721 -1 -1 2206601525
r-965 30 0.186207 30 0.186207 312128 375551 223402
r-720 45 0.490909 45 0.490909 18056849 18201310 11692778
r-527 50 0.392653 50 0.392653 579000 333878 503269
r-966 24 0.463768 24 0.463768 514166 469163 397284
r-298 11 0.436364 11 0.436364 1 1 1
r-88 26 0.409231 26 0.409231 1625182 1458103 1293097
r-484 40 0.466667 40 0.466667 195214540 212371505 148308084
r-873 47 0.0425532 47 0.0425532 1 1 1
r-490 38 0.462304 38 0.462304 1068991 457427 768210
r-964 40 0.184615 40 0.184615 47 83 47
r-382 15 0.47619 15 0.47619 26 33 26
r-312 26 0.492308 26 0.492308 17542 11142 15702
r-884 47 0.366327 47 0.366327 -1 -1 -1
r-805 16 0.525 16 0.525 3187 1207 2957
r-809 24 0.228261 24 0.228261 1 1 1
r-207 24 0.521739 24 0.521739 77105 79967 62200
r-404 19 0.491228 19 0.491228 790 418 713
r-975 38 0.422475 38 0.422475 25391 21727 21021
r-452 28 0.507937 28 0.507937 58387 40226 46256
r-576 30 0.331034 30 0.331034 9930356 7470223 7550692
r-669 16 0.325 16 0.325 1 1 1
r-545 29 0.37931 29 0.37931 4049083 5640966 3286049
r-248 50 0.480816 50 0.480816 -1 -1 -1
r-509 11 0.509091 11 0.509091 875 643 865
r-729 38 0.0526316 38 0.0526316 1 1 1
r-253 11 0.327273 11 0.327273 1 1 1
r-508 35 0.252101 35 0.252101 79944140 84358811 65386815
r-695 25 0.28 25 0.28 1 1 1
r-882 18 0.424837 18 0.424837 24936 19938 20142
r-84 26 0.369231 26 0.369231 552622 456051 423367
r-53 40 0.142308 40 0.142308 1 1 1
r-305 18 0.294118 18 0.294118 6934 5120 5875
r-682 13 0.538462 13 0.538462 209 104 199
r-750 35 0.463866 35 0.463866 45460935 46175142 35900265
r-914 16 0.4 16 0.4 6083 6242 5081
r-716 10 0.2 10 0.2 1 1 1
r-893 28 0.137566 28 0.137566 2132900 2598803 1398838
r-531 13 0.153846 13 0.153846 1 1 1
r-636 36 0.107937 36 0.107937 1 1 1
r-173 47 0.388529 47 0.388529 110847 86794 97005
r-870 12 0.409091 12 0.409091 494 376 428
r-510 29 0.246305 29 0.246305 1 1 1
r-533 12 0.30303 12 0.30303 1 1 1
r-574 30 0.45977 30 0.45977 37636 23735 28423
r-461 47 0.388529 47 0.388529 576753 329417 455465
r-424 35 0.329412 35 0.329412 419 324 419
r-918 49 0.462585 49 0.462585 -1 -1 -1
r-700 29 0.295567 29 0.295567 4426685 4791941 3607177
r-553 13 0.512821 13 0.512821 624 389 592
r-615 40 0.05 40 0.05 1 1 1
r-653 47 0.259019 47 0.259019 398 433 396
r-784 25 0.22 25 0.22 141003 389078 118499
r-122 38 0.273115 38 0.273115 45 79 45
r-890 13 0.512821 13 0.512821 712 360 689
r-446 15 0.419048 15 0.419048 1 1 1
r-678 33 0.511364 33 0.511364 15780356 11237644 11979307
r-155 25 0.5 25 0.5 16454 11211 13839
r-230 10 0.533333 10 0.533333 1 1 1
r-409 44 0.510571 44 0.510571 84278780 99444559 69324408
r-899 18 0.20915 18 0.20915 1160 905 937
r-933 25 0.5 25 0.5 184476 111859 137581
r-609 33 0.170455 33 0.170455 1 1 1
r-535 46 0.371981 46 0.371981 -1 -1 -1
r-289 38 0.398293 38 0.398293 306260506 348487976 264178302
r-400 23 0.166008 23 0.166008 18289 53468 14456
r-292 11 0.181818 11 0.181818 1 1 1
r-231 32 0.314516 32 0.314516 38821239 48929196 33354363
r-67 25 0.333333 25 0.333333 215567 184375 170583
r-483 12 0.409091 12 0.409091 1428 1822 1221
r-844 20 0.442105 20 0.442105 235 190 234
r-650 17 0.441176 17 0.441176 19685 16925 14772
r-780 19 0.45614 19 0.45614 180 189 179
r-176 14 0.538462 14 0.538462 817 459 785
r-439 18 0.424837 18 0.424837 17912 12735 13110
r-577 24 0.521739 24 0.521739 46724 24349 37293
r-415 35 0.161345 35 0.161345 1 1 1
r-662 44 0.5074 44 0.5074 189806391 252218007 153061406
r-368 28 0.518519 28 0.518519 1048442 823349 753135
r-35 35 0.329412 35 0.329412 41641381 57958804 32864398
r-366 19 0.105263 19 0.105263 1 1 1
r-7 26 0.270769 26 0.270769 1 1 1
r-168 26 0.270769 26 0.270769 1 1 1
r-929 18 0.111111 18 0.111111 1 1 1
r-51 50 0.04 50 0.04 1 1 1
r-419 48 0.509752 48 0.509752 163254219 178109037 129223350
r-32 34 0.258467 34 0.258467 1 1 1
r-803 35 0.514286 35 0.514286 3985108 4049208 3255498
r-842 33 0.409091 33 0.409091 5731 5674 5061
r-642 45 0.165657 45 0.165657 52 93 52
r-417 26 0.52 26 0.52 235211 261599 196236
r-830 41 0.0487805 41 0.0487805 1 1 1
r-506 35 0.329412 35 0.329412 263 318 263
r-732 43 0.245847 43 0.245847 280 373 280
r-707 19 0.526316 19 0.526316 7631 6422 6928
r-396 30 0.287356 30 0.287356 37 63 37
r-480 24 0.431159 24 0.431159 560223 437156 441107
r-146 24 0.463768 24 0.463768 462551 403768 367153
