instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf mcsplit+randombigf
r-587 33 0.511364 33 0.511364 27788226 36531445 25374603 25674215
r-731 19 0.19883 19 0.19883 250944374 -1 250943981 250943981
r-249 33 0.409091 33 0.409091 106025464 81763299 87105649 84898816
r-20 26 0.470769 26 0.470769 683639 1748662 558788 558718
r-474 32 0.387097 32 0.387097 44763694 16003838 6869597 6297604
r-523 44 0.511628 44 0.511628 -1 -1 -1 -1
r-405 42 0.315912 42 0.315912 -1 -1 -1 5626303603
r-617 16 0.4 16 0.4 7008 5626 6123 5842
r-84 32 0.225806 32 0.225806 -1 -1 -1 -1
r-179 24 0.463768 24 0.463768 1934636 1463301 1609637 1562682
r-310 17 0.382353 17 0.382353 23786 32566 19820 19201
r-813 45 0.353535 45 0.353535 168924032 -1 191788815 198825140
r-153 29 0.246305 29 0.246305 17280666 -1 17253510 17253507
r-306 38 0.490754 38 0.490754 777627406 594856846 643841084 625275619
r-11 21 0.466667 21 0.466667 68835 67719 46342 45650
r-456 21 0.514286 21 0.514286 140834 154699 125978 129513
r-424 44 0.241015 44 0.241015 -1 -1 -1 -1
r-930 26 0.52 26 0.52 1486098 2131105 1307720 1372386
r-454 26 0.270769 26 0.270769 1036549 1550629 898962 904860
r-891 32 0.443548 32 0.443548 4692393 7192044 4053143 4085658
r-771 36 0.246032 36 0.246032 281118713 646739405 265181263 274494161
r-158 44 0.511628 44 0.511628 -1 -1 -1 -1
r-104 36 0.474603 36 0.474603 91252464 58867001 63961805 62460189
r-248 33 0.344697 33 0.344697 1310180342 233348629 94490506 75946259
r-501 30 0.48046 30 0.48046 15503202 14089986 13156214 12800498
r-49 29 0.44335 29 0.44335 6804255 3217714 3689114 3449425
r-773 44 0.426004 44 0.426004 349633591 764680478 389512465 400312760
r-551 29 0.487685 29 0.487685 5733720 2624537 3945071 3833351
r-707 44 0.494715 44 0.494715 1529466202 856740894 1083666863 1059318656
r-223 30 0.128736 30 0.128736 6687624 2466961 4662193 4070743
r-846 25 0.08 25 0.08 -1 -1 -1 -1
r-350 37 0.405405 37 0.405405 955898187 713629104 809222906 786119684
r-588 29 0.192118 29 0.192118 -1 -1 -1 -1
r-752 32 0.417339 32 0.417339 64400506 86367055 55898885 56014454
r-124 43 0.245847 43 0.245847 -1 -1 -1 -1
r-220 15 0.47619 15 0.47619 4612 3085 3038 2679
r-234 24 0.228261 24 0.228261 5177253 -1 5173362 5173362
r-323 17 0.441176 17 0.441176 27661 4092 9677 8750
r-632 36 0.157143 36 0.157143 177964027 82853712 123526853 116206801
r-33 17 0.117647 17 0.117647 -1 -1 5156341342 2064423529
r-297 30 0.404598 30 0.404598 1642771 3989740 1274131 1274753
r-815 40 0.512821 40 0.512821 1054080449 781101622 933992419 916932761
r-12 39 0.364372 39 0.364372 3882260158 1139824358 234139086 199925040
r-374 33 0.219697 33 0.219697 30325475 82716830 27943731 28081324
r-260 41 0.443902 41 0.443902 351481018 179569931 214028681 204849535
r-786 26 0.470769 26 0.470769 2388874 1239887 1634419 1576930
r-591 31 0.451613 31 0.451613 4648619 7209497 3942442 3974398
r-226 24 0.431159 24 0.431159 246313 456095 190282 188946
r-161 17 0.117647 17 0.117647 13597 -1 13501 13501
r-409 32 0.0625 32 0.0625 -1 -1 -1 -1
r-66 30 0.404598 30 0.404598 11623787 20918106 10443981 10485438
r-657 27 0.48433 27 0.48433 611326 955724 522263 531415
r-539 15 0.47619 15 0.47619 11425 7770 10005 9650
r-681 17 0.529412 17 0.529412 13257 9473 10876 10213
r-664 19 0.51462 19 0.51462 127844 122284 112922 110703
r-133 26 0.470769 26 0.470769 3679191 5049261 3260023 3262160
r-9 24 0.518116 24 0.518116 883438 1174117 789978 785046
r-592 45 0.509091 45 0.509091 -1 -1 -1 -1
r-95 44 0.169133 44 0.169133 -1 -1 -1 -1
r-699 20 0.394737 20 0.394737 157256 295927 144180 151228
r-358 16 0.458333 16 0.458333 4344 4577 3739 3616
r-238 18 0.366013 18 0.366013 2676 62952 2099 2096
r-106 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-388 35 0.514286 35 0.514286 184343853 138775564 163889956 160905046
r-239 44 0.169133 44 0.169133 -1 -1 -1 -1
r-744 19 0.350877 19 0.350877 112733 65361 87078 83202
r-240 42 0.315912 42 0.315912 -1 -1 -1 -1
r-366 33 0.409091 33 0.409091 116150782 117387811 99531023 97238805
r-584 30 0.287356 30 0.287356 9645715 17895933 8964365 9044535
r-527 36 0.385714 36 0.385714 512162397 701898997 471009435 472507381
r-235 23 0.474308 23 0.474308 121633 165868 80326 79441
r-428 17 0.220588 17 0.220588 150889 689547845 150616 150616
r-871 35 0.161345 35 0.161345 -1 -1 -1 -1
r-558 22 0.311688 22 0.311688 237804 376603 217685 217199
r-445 27 0.39886 27 0.39886 4673307 6982133 4116283 4136941
r-854 23 0.355731 23 0.355731 185285 334053 146295 148508
r-802 33 0.117424 33 0.117424 -1 -1 -1 -1
r-361 41 0.512195 41 0.512195 1021138007 1333445316 987320098 1002239235
r-477 19 0.491228 19 0.491228 60321 64448 50860 50472
r-122 32 0.465726 32 0.465726 9851895 5059210 6928197 6728408
r-481 19 0.409357 19 0.409357 49627 47293 39015 38766
r-782 25 0.333333 25 0.333333 70100 46564436 59584 59901
r-722 43 0.33887 43 0.33887 -1 -1 -1 -1
r-303 23 0.513834 23 0.513834 1435411 723394 1193097 1157618
r-367 18 0.20915 18 0.20915 5919 3039 4740 4206
r-670 44 0.443975 44 0.443975 477435762 898454893 520772618 532023252
r-372 42 0.507549 42 0.507549 -1 -1 -1 -1
r-909 29 0.46798 29 0.46798 18019722 19771688 14739043 14592845
r-878 18 0.522876 18 0.522876 20569 27179 21668 23357
r-258 20 0.336842 20 0.336842 94376 41877 65672 63278
r-840 31 0.451613 31 0.451613 4467544 8020472 3781981 3810696
r-944 41 0.460976 41 0.460976 -1 -1 -1 -1
r-119 44 0.511628 44 0.511628 -1 -1 -1 -1
r-880 20 0.521053 20 0.521053 121231 86564 107276 103055
r-626 27 0.358974 27 0.358974 5693148 4430375 4653619 4483510
r-787 36 0.457143 36 0.457143 42393208 25974281 28086956 27299150
r-47 26 0.492308 26 0.492308 2094459 2271931 1698916 1678812
r-898 28 0.494709 28 0.494709 8803267 10448859 7465372 7462840
r-86 40 0.184615 40 0.184615 2326857635 -1 2165334390 2221362734
r-716 44 0.443975 44 0.443975 466932498 1055031151 502679249 514133215
r-418 44 0.494715 44 0.494715 957883245 1625588557 815331829 830112111
r-422 20 0.478947 20 0.478947 191168 134211 165253 161813
r-737 17 0.485294 17 0.485294 12765 11001 10007 9993
r-826 33 0.503788 33 0.503788 78086202 56715038 67745653 66382916
r-184 40 0.492308 40 0.492308 2026999873 1606919919 1726799354 1687417716
r-645 36 0.322222 36 0.322222 4898746 -1 4801245 4825096
r-582 31 0.124731 31 0.124731 -1 -1 -1 -1
r-547 26 0.52 26 0.52 1670999 2405256 1588658 1653562
r-907 39 0.472335 39 0.472335 1266769262 1453313551 1123967854 1126925118
r-899 26 0.369231 26 0.369231 2826386 3318715 2562368 2578120
r-452 18 0.424837 18 0.424837 53000 68146 45053 43980
r-602 32 0.516129 32 0.516129 37015022 45113799 35142889 35166574
r-872 37 0.348348 37 0.348348 1405864428 1012296633 1144477856 1114291576
r-305 40 0.224359 40 0.224359 -1 2235141354 3419691506 3265198794
r-183 24 0.431159 24 0.431159 786216 224904 335438 315795
r-383 22 0.519481 22 0.519481 370414 320654 333993 324756
r-230 26 0.492308 26 0.492308 3526566 2607611 2790220 2713971
r-433 35 0.208403 35 0.208403 -1 -1 -1 -1
r-625 20 0.478947 20 0.478947 141061 86054 116562 112272
r-381 37 0.315315 37 0.315315 592776951 1192537976 564772944 574288388
r-436 39 0.504723 39 0.504723 938692134 1203622304 857548047 858353660
r-387 22 0.415584 22 0.415584 98709 198788 80036 80286
r-427 21 0.466667 21 0.466667 412791 327866 361244 352772
r-337 35 0.480672 35 0.480672 36328536 67489496 32442447 33338871
r-648 43 0.465116 43 0.465116 851709225 550715985 561502588 538675234
r-567 27 0.14245 27 0.14245 3008609344 -1 3008607589 3008607589
r-175 18 0.503268 18 0.503268 58326 35316 50653 47876
r-213 33 0.378788 33 0.378788 115327593 197113103 109080645 109725821
r-524 32 0.465726 32 0.465726 57734288 78682766 53010835 53103247
r-522 25 0.453333 25 0.453333 412266 556723 317767 319037
r-849 28 0.349206 28 0.349206 19840963 5872350 2683919 2179185
r-972 20 0.526316 20 0.526316 140101 200191 134072 141450
r-482 21 0.514286 21 0.514286 215490 142489 177190 173566
r-193 22 0.506494 22 0.506494 163305 202763 158366 160406
r-555 41 0.219512 41 0.219512 -1 -1 -1 -1
r-50 34 0.508021 34 0.508021 37634266 57634597 35611972 36262391
r-266 40 0.296154 40 0.296154 -1 -1 -1 -1
r-506 22 0.415584 22 0.415584 91948 110575 61748 60828
r-487 30 0.23908 30 0.23908 -1 -1 -1 -1
r-328 24 0.518116 24 0.518116 952252 675557 818158 794453
r-10 30 0.186207 30 0.186207 3173499 7569191 2957923 3001005
r-994 21 0.466667 21 0.466667 293308 364965 228600 224031
r-676 26 0.409231 26 0.409231 3026392 882325 992808 932688
r-498 45 0.29899 45 0.29899 362632810 -1 356795922 357177405
r-516 28 0.253968 28 0.253968 6660860 6004534 5595214 5466052
r-301 21 0.514286 21 0.514286 182971 231609 157870 158892
r-45 44 0.241015 44 0.241015 -1 -1 -1 -1
r-443 18 0.424837 18 0.424837 7564 13374 5360 5375
r-287 22 0.246753 22 0.246753 23184448 4263624503 23182151 23182151
r-595 42 0.250871 42 0.250871 -1 -1 -1 -1
r-621 26 0.470769 26 0.470769 4736031 5671073 3916941 3869906
r-528 35 0.443697 35 0.443697 230435292 338211432 206912136 208262504
r-472 29 0.44335 29 0.44335 24662620 32585468 22168858 22202977
r-580 18 0.522876 18 0.522876 55091 70499 50875 53615
r-113 16 0.325 16 0.325 7836 291993 7450 7450
r-546 18 0.529412 18 0.529412 69642 56524 58301 56692
r-928 41 0.378049 41 0.378049 1871620481 -1 1790957480 1813484804
r-641 27 0.501425 27 0.501425 3979082 2935953 3286368 3161371
r-519 15 0.514286 15 0.514286 6189 11039 5876 6162
r-651 30 0.48046 30 0.48046 1651080 3689257 1550175 1588671
r-112 45 0.505051 45 0.505051 -1 -1 -1 -1
r-25 39 0.415655 39 0.415655 466682211 157648997 143786488 134801636
r-916 41 0.402439 41 0.402439 63990997 189364201 63602402 65236175
r-362 45 0.511111 45 0.511111 -1 -1 -1 -1
r-927 36 0.436508 36 0.436508 14597705 32513811 13531912 13705015
r-653 44 0.510571 44 0.510571 -1 -1 -1 -1
r-687 34 0.499109 34 0.499109 122823010 149139937 104606264 103913267
r-77 17 0.382353 17 0.382353 21272 13905 17807 17025
r-8 42 0.135889 42 0.135889 -1 1971231790 -1 -1
r-843 26 0.323077 26 0.323077 2511576 1888965 2047472 1953595
r-747 28 0.137566 28 0.137566 -1 -1 -1 -1
r-56 16 0.4 16 0.4 9744 8929 7728 7615
r-992 33 0.378788 33 0.378788 2151719 185098516 2175044 2241328
r-677 19 0.280702 19 0.280702 747813 52445315 747239 747239
r-832 33 0.515152 33 0.515152 80605846 110679529 80953061 83751682
r-206 42 0.512195 42 0.512195 2615210590 1796867853 2317308178 2282031891
r-685 28 0.515873 28 0.515873 5310509 7441008 5176741 5340405
r-120 37 0.279279 37 0.279279 -1 -1 -1 -1
r-545 43 0.504983 43 0.504983 -1 -1 -1 -1
r-986 34 0.336898 34 0.336898 4876729 -1 4410590 4458326
r-371 23 0.498024 23 0.498024 571087 418307 393867 379493
r-924 42 0.315912 42 0.315912 -1 -1 -1 -1
r-425 33 0.503788 33 0.503788 65783722 75342299 59337883 59282972
r-225 20 0.189474 20 0.189474 34608709 -1 34608231 34608231
r-961 34 0.165775 34 0.165775 111884028 104228726 83016380 77806593
r-888 25 0.38 25 0.38 28323669 7361907 2905033 2319229
r-696 38 0.341394 38 0.341394 4965140 -1 4567737 4614317
r-212 25 0.153333 25 0.153333 -1 -1 -1 -1
r-103 23 0.237154 23 0.237154 227120 492125 211388 213558
r-751 15 0.514286 15 0.514286 7206 5208 6582 6372
r-44 45 0.0868687 45 0.0868687 -1 -1 -1 -1
r-568 38 0.477952 38 0.477952 1373680683 1708106282 1235538414 1240267859
r-58 43 0.310078 43 0.310078 -1 -1 -1 -1
r-911 33 0.378788 33 0.378788 89415988 68677793 72243495 70243364
r-3 40 0.142308 40 0.142308 -1 -1 -1 -1
r-207 28 0.494709 28 0.494709 11301826 9296964 9788698 9540166
r-562 24 0.0833333 24 0.0833333 -1 -1 -1 -1
r-848 43 0.172757 43 0.172757 -1 -1 -1 -1
r-796 21 0.514286 21 0.514286 115383 51997 87727 84701
r-596 18 0.503268 18 0.503268 22933 23585 20587 20595
r-479 36 0.107937 36 0.107937 -1 -1 -1 -1
r-7 16 0.5 16 0.5 6250 9128 5255 5198
r-414 20 0.336842 20 0.336842 113047 186336 106379 107693
r-526 45 0.4 45 0.4 3154575050 1262097682 396090112 359194076
r-533 44 0.332981 44 0.332981 -1 -1 -1 -1
r-135 32 0.508065 32 0.508065 62322646 53776773 54970774 53805840
r-642 28 0.452381 28 0.452381 4982572 4799482 3982392 3918910
r-336 42 0.344948 42 0.344948 36907293 -1 35318731 35917948
r-1000 44 0.30444 44 0.30444 -1 -1 -1 -1
r-277 34 0.499109 34 0.499109 34896940 56603463 29075514 29221693
r-304 33 0.477273 33 0.477273 7204409 17393983 6858516 6994065
r-714 19 0.350877 19 0.350877 142236 100976 125714 123130
r-550 27 0.512821 27 0.512821 3003231 3984068 3074255 3191309
r-105 16 0.525 16 0.525 6269 4809 5643 5726
r-408 31 0.503226 31 0.503226 19530537 15120017 16998984 16559708
r-325 29 0.37931 29 0.37931 10286682 14767756 9847894 10008516
r-343 45 0.511111 45 0.511111 -1 -1 -1 -1
r-720 32 0.465726 32 0.465726 6752252 3459919 4558885 4391577
r-236 40 0.501282 40 0.501282 1555910004 1239212840 1383426783 1364537340
r-345 21 0.32381 21 0.32381 14893493 11263396 1986688 1623316
r-37 19 0.526316 19 0.526316 19144 21937 17701 17563
r-196 25 0.333333 25 0.333333 2070281 3826991 1939444 1963849
r-167 32 0.497984 32 0.497984 18150126 14006398 14072132 13600985
r-467 27 0.501425 27 0.501425 2329945 3375405 1851102 1785913
r-412 23 0.442688 23 0.442688 634500 773437 545925 544191
r-697 44 0.459831 44 0.459831 -1 -1 -1 -1
r-779 29 0.512315 29 0.512315 8143502 6009949 7237086 7092336
r-34 34 0.513369 34 0.513369 48111462 59156210 45509030 47428400
r-824 38 0.422475 38 0.422475 1321903502 1042062856 1120376298 1096839044
r-839 44 0.502114 44 0.502114 2292301735 1810598697 1906891597 1852940266
r-903 45 0.353535 45 0.353535 -1 -1 1531035877 1336013588
r-199 31 0.232258 31 0.232258 -1 -1 -1 -1
r-963 30 0.287356 30 0.287356 7963471 17097105 7029785 7079368
r-282 34 0.486631 34 0.486631 33152113 24257081 24219574 23654825
r-373 40 0.328205 40 0.328205 -1 -1 4702899030 3591021606
r-215 36 0.157143 36 0.157143 -1 -1 -1 -1
r-231 35 0.363025 35 0.363025 4753213 179836021 4113238 4109522
r-309 28 0.452381 28 0.452381 4592726 1886811 2826661 2703447
r-837 30 0.186207 30 0.186207 -1 -1 -1 -1
r-627 38 0.490754 38 0.490754 722661762 828331278 626200335 623634417
r-795 41 0.256098 41 0.256098 1525405782 -1 1408939174 1447829289
r-610 16 0.4 16 0.4 8377 9544 6634 6747
r-421 45 0.127273 45 0.127273 -1 2038417549 2975389466 2665577372
r-730 27 0.433048 27 0.433048 1412261 696004 676245 642008
r-87 41 0.47561 41 0.47561 -1 -1 -1 -1
r-278 24 0.344203 24 0.344203 978564 1599651 928554 935735
r-607 31 0.425806 31 0.425806 13515584 3814700 4528905 4249697
r-253 20 0.394737 20 0.394737 80319 21218 32781 31663
r-971 18 0.522876 18 0.522876 38560 24369 32210 31805
r-646 40 0.357692 40 0.357692 40875433 2590102485 41457024 42467782
r-908 26 0.147692 26 0.147692 74404 196853 62965 62098
r-983 36 0.457143 36 0.457143 247883425 322381575 208813838 207849071
r-789 38 0.193457 38 0.193457 -1 -1 -1 -1
r-679 32 0.417339 32 0.417339 5785431 12305141 5409015 5500285
r-200 26 0.516923 26 0.516923 1701562 882675 1474856 1444861
r-833 22 0.246753 22 0.246753 264526 156907 248505 236580
r-127 40 0.466667 40 0.466667 -1 -1 2452048073 2395738708
r-721 18 0.424837 18 0.424837 16443 14241 14225 13872
r-152 27 0.31339 27 0.31339 1339979 2236000 1177568 1215003
r-913 15 0.533333 15 0.533333 5082 4815 4462 4419
r-504 27 0.512821 27 0.512821 12255104 7882698 10744684 10564285
r-919 18 0.470588 18 0.470588 44704 14552 30483 29156
r-818 41 0.290244 41 0.290244 -1 -1 -1 -1
r-365 44 0.426004 44 0.426004 163247636 324843848 188160401 192950116
r-991 21 0.32381 21 0.32381 252306 81234 188954 176104
r-26 15 0.533333 15 0.533333 2197 1836 1978 1937
r-19 22 0.311688 22 0.311688 12864019 6605708 2493467 2230780
r-892 33 0.435606 33 0.435606 29007328 10650784 16445776 15195531
r-666 26 0.470769 26 0.470769 780032 1244235 618887 613222
r-726 32 0.497984 32 0.497984 54806412 54643481 45221053 43670042
r-394 27 0.518519 27 0.518519 4273157 6012373 4099278 4224055
r-1 36 0.285714 36 0.285714 -1 -1 -1 -1
r-613 24 0.463768 24 0.463768 176194 275740 137332 137089
r-471 41 0.095122 41 0.095122 -1 -1 -1 -1
r-401 19 0.19883 19 0.19883 6099 2741 4490 4276
r-64 43 0.389812 43 0.389812 95005903 949916691 104711623 108205431
r-118 28 0.198413 28 0.198413 986199 2216903 912635 930875
r-882 15 0.514286 15 0.514286 3224 2060 2806 2504
r-155 39 0.099865 39 0.099865 54790017 218981623 52442384 56417092
r-541 18 0.424837 18 0.424837 4424 2584 3553 3422
r-803 40 0.45 40 0.45 147877660 267960947 140103970 142082433
r-816 24 0.431159 24 0.431159 679374 265704 281413 264438
r-329 17 0.117647 17 0.117647 774001919 -1 774001871 774001871
r-139 34 0.499109 34 0.499109 132088293 151424536 113483350 112781550
r-967 21 0.466667 21 0.466667 46457 21257 33207 31207
r-788 40 0.45 40 0.45 373475214 200022215 248380514 239787992
r-706 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-942 16 0.458333 16 0.458333 8783 2160 6090 5178
r-711 34 0.515152 34 0.515152 81258825 59892081 71697093 70540922
r-734 29 0.133005 29 0.133005 -1 -1 -1 -1
r-945 26 0.270769 26 0.270769 2974255 2643227 2474581 2403776
r-446 33 0.344697 33 0.344697 397898782 101255797 25584742 20771443
r-876 34 0.0588235 34 0.0588235 -1 -1 -1 -1
r-398 32 0.387097 32 0.387097 63150433 61270967 52602643 51287998
r-750 30 0.128736 30 0.128736 305690 643810 280499 282017
r-39 30 0.508046 30 0.508046 13250184 13929541 11310793 11286790
r-561 25 0.22 25 0.22 262109 424247 231118 230600
r-97 25 0.453333 25 0.453333 3243037 3760103 2830070 2799800
r-330 17 0.308824 17 0.308824 9275 6424 7769 7545
r-663 30 0.23908 30 0.23908 -1 -1 -1 -1
r-868 39 0.472335 39 0.472335 168998049 96435103 114345493 111041753
r-349 38 0.500711 38 0.500711 1552263202 1775883579 1391993096 1380761536
r-246 39 0.415655 39 0.415655 337551667 127943368 113145705 107425439
r-650 30 0.287356 30 0.287356 15739659 9495874 12794108 12107451
r-999 29 0.37931 29 0.37931 10655036 14093856 9466749 9520076
r-852 22 0.484848 22 0.484848 299832 317502 238442 230863
r-756 17 0.220588 17 0.220588 244352995 255709062 26324516 20886614
r-540 35 0.504202 35 0.504202 170080544 210892220 154023942 154182709
r-79 29 0.339901 29 0.339901 20085149 18602708 17305358 16988608
r-926 30 0.404598 30 0.404598 10408246 3165038 2981550 2792314
r-554 34 0.470588 34 0.470588 196043552 159786519 168986825 164878011
r-754 35 0.110924 35 0.110924 -1 -1 -1 -1
r-713 26 0.212308 26 0.212308 15338536 -1 15331609 15331609
r-859 23 0.498024 23 0.498024 391740 396087 310975 307742
r-298 24 0.0833333 24 0.0833333 35547094 -1 35546887 35546887
r-975 31 0.503226 31 0.503226 17981046 13504585 15197352 14882971
r-178 29 0.502463 29 0.502463 15679458 11193548 14169168 13945732
r-485 23 0.403162 23 0.403162 83085 310177 55609 56248
r-138 18 0.503268 18 0.503268 55661 76513 47987 47604
r-807 26 0.516923 26 0.516923 3466400 3820193 3092402 3118827
r-576 29 0.295567 29 0.295567 -1 6401230694 738070562 571773036
r-273 23 0.300395 23 0.300395 621590 844790 567377 563250
r-496 22 0.519481 22 0.519481 167829 234111 147948 151853
r-531 15 0.247619 15 0.247619 1452 1344 1288 1276
r-15 45 0.480808 45 0.480808 2704088543 1516466359 1894682759 1835745075
r-204 37 0.348348 37 0.348348 7737438 1384809882 7156757 7269915
r-22 43 0.431894 43 0.431894 243218136 490975138 267712699 274235340
r-111 16 0.233333 16 0.233333 909 376 720 589
r-335 21 0.466667 21 0.466667 53323 62092 37012 36358
r-581 30 0.517241 30 0.517241 17277283 19750687 15500135 15525263
r-594 34 0.515152 34 0.515152 104007773 129799029 99074794 102428373
r-280 26 0.369231 26 0.369231 4072445 343896 531548 449416
r-875 26 0.0769231 26 0.0769231 -1 -1 -1 -1
r-59 31 0.395699 31 0.395699 30379795 11308573 4858580 4461025
r-894 27 0.501425 27 0.501425 2535998 3754481 2547107 2637986
r-177 18 0.470588 18 0.470588 32897 15157 22040 21585
r-255 43 0.27907 43 0.27907 -1 -1 -1 -1
r-480 34 0.40107 34 0.40107 368442876 138123969 297046985 289197650
r-74 31 0.232258 31 0.232258 50726809 36046674 37287189 35722102
r-214 29 0.295567 29 0.295567 22088560 17898791 17980605 17555142
r-537 25 0.48 25 0.48 808294 367520 592585 575635
r-559 19 0.526316 19 0.526316 36743 26112 32037 30525
r-356 45 0.20202 45 0.20202 -1 -1 -1 -1
r-984 30 0.48046 30 0.48046 32630116 35232318 27024431 26711391
r-970 15 0.342857 15 0.342857 1323 2859 1113 1044
r-689 43 0.504983 43 0.504983 2105802413 1539264261 1789558527 1750523812
r-219 23 0.355731 23 0.355731 700998 389450 592605 581373
r-439 32 0.352823 32 0.352823 65263899 92934711 61944224 62466493
r-637 38 0.507824 38 0.507824 528236916 257951056 468010848 461521108
r-23 45 0.236364 45 0.236364 -1 -1 -1 -1
r-847 19 0.280702 19 0.280702 3124220444 2414537364 307876386 222651853
r-980 29 0.517241 29 0.517241 6387328 5862357 5630666 5521182
r-441 41 0.35122 41 0.35122 -1 5912130105 1133799588 893319870
r-293 43 0.478405 43 0.478405 -1 -1 -1 -1
r-192 22 0.454545 22 0.454545 144735 84736 92728 88302
r-21 32 0.272177 32 0.272177 155830959 119748148 130901482 127085565
r-292 43 0.511628 43 0.511628 2170583165 -1 -1 -1
r-483 29 0.295567 29 0.295567 21920318 16415272 17337011 16698117
r-638 29 0.46798 29 0.46798 23554744 18348484 20004433 19448847
r-81 28 0.349206 28 0.349206 6140312 11637322 5864430 5983256
r-570 37 0.198198 37 0.198198 -1 -1 -1 -1
r-352 19 0.105263 19 0.105263 -1 -1 -1 -1
r-652 38 0.462304 38 0.462304 944156581 759601567 797938168 781152968
r-218 44 0.206131 44 0.206131 -1 -1 -1 -1
r-791 42 0.455285 42 0.455285 -1 -1 -1 -1
r-348 36 0.512698 36 0.512698 406056752 340925915 359288252 353926253
r-294 32 0.314516 32 0.314516 19806881 48636357 19784885 20217440
r-649 35 0.494118 35 0.494118 45193743 90443208 40727626 41421367
r-147 33 0.117424 33 0.117424 3549322 2565219 2814350 2606653
r-965 18 0.20915 18 0.20915 659746914 441987113 41066215 20040164
r-478 39 0.437247 39 0.437247 153099080 54786773 86800368 84144895
r-431 35 0.504202 35 0.504202 112077578 147983793 99514448 99031320
r-636 27 0.358974 27 0.358974 31187381 8934228 3318995 2839098
r-457 20 0.505263 20 0.505263 228667 178101 205979 203383
r-245 35 0.420168 35 0.420168 57115232 20766636 21535917 20432315
r-291 30 0.48046 30 0.48046 10742022 5808600 7838951 7542933
r-165 19 0.491228 19 0.491228 39224 79778 33992 33608
r-307 31 0.180645 31 0.180645 -1 -1 -1 -1
r-497 26 0.270769 26 0.270769 -1 -1 1175046216 800973577
r-529 15 0.533333 15 0.533333 6646 4667 5669 5600
r-160 16 0.233333 16 0.233333 10578 5144 8678 6893
r-131 30 0.287356 30 0.287356 -1 -1 10511526803 6010525670
r-109 36 0.457143 36 0.457143 34520104 36391999 33117140 33435795
r-705 18 0.503268 18 0.503268 69714 47947 58128 56507
r-556 20 0.336842 20 0.336842 14528 6813604 12636 12636
r-736 22 0.519481 22 0.519481 278492 367193 250181 249776
r-936 31 0.511828 31 0.511828 13786825 21660912 13901430 14354352
r-957 27 0.14245 27 0.14245 419440 1072839 413370 453794
r-628 33 0.435606 33 0.435606 148949556 135144471 129671091 126655528
r-798 19 0.45614 19 0.45614 56270 50250 47840 46077
r-760 17 0.220588 17 0.220588 6221 3597 5551 5463
r-326 32 0.225806 32 0.225806 -1 -1 -1 -1
r-574 41 0.256098 41 0.256098 -1 -1 -1 -1
r-866 45 0.127273 45 0.127273 -1 -1 -1 -1
r-784 25 0.453333 25 0.453333 3772405 2750166 3157315 3084289
r-404 27 0.518519 27 0.518519 7930146 5710197 6984528 6845164
r-553 25 0.453333 25 0.453333 4295425 3145975 3715744 3604791
r-543 32 0.272177 32 0.272177 60757800 42543003 45933056 44713282
r-486 31 0.36129 31 0.36129 960355 33111248 806225 814698
r-281 24 0.507246 24 0.507246 1287067 976177 1107503 1088336
r-134 15 0.533333 15 0.533333 7485 5698 6561 6364
r-946 29 0.487685 29 0.487685 6085651 8975548 5334185 5389235
r-382 45 0.490909 45 0.490909 1825541421 1313647535 1341310052 1307455080
r-800 29 0.339901 29 0.339901 972543 202535535 832079 837200
r-828 33 0.344697 33 0.344697 2893635 1121123279 2465342 2476557
r-858 17 0.485294 17 0.485294 9570 11935 6766 6646
r-80 17 0.514706 17 0.514706 23122 31102 23847 25160
r-468 39 0.145749 39 0.145749 5061823414 2218060543 3245791042 2836186369
r-874 28 0.507937 28 0.507937 12334062 16328905 11276066 11343084
r-535 23 0.474308 23 0.474308 747043 860077 594454 586660
r-979 21 0.495238 21 0.495238 211199 117038 145956 138814
r-417 26 0.409231 26 0.409231 1731022 2370176 1454356 1438283
r-804 18 0.470588 18 0.470588 44704 37538 32274 32133
r-159 19 0.51462 19 0.51462 19463 32938 17815 19435
r-191 24 0.507246 24 0.507246 1559909 1117921 1393354 1378740
r-2 39 0.415655 39 0.415655 170868185 52946485 57076786 54479928
r-168 35 0.363025 35 0.363025 533014337 641513552 504881077 508053881
r-853 23 0.237154 23 0.237154 201989 310088 186418 192303
r-514 36 0.355556 36 0.355556 459150305 303224030 364695925 350898807
r-190 29 0.295567 29 0.295567 7540528 -1 7490561 7490409
r-509 18 0.503268 18 0.503268 34052 38403 29164 28944
r-338 41 0.35122 41 0.35122 -1 -1 -1 -1
r-360 43 0.498339 43 0.498339 637427220 1235675478 580067434 595408897
r-981 22 0.506494 22 0.506494 258929 528889 263126 283279
r-110 42 0.214866 42 0.214866 2824130660 1545716226 1870992270 1770370920
r-761 20 0.521053 20 0.521053 145001 179801 134089 132349
r-564 43 0.389812 43 0.389812 -1 -1 -1 -1
r-100 16 0.525 16 0.525 5956 8195 5467 5470
r-974 21 0.32381 21 0.32381 268689 205326 212601 202842
r-673 15 0.533333 15 0.533333 5725 6394 5329 5308
r-708 25 0.08 25 0.08 -1 -1 -1 -1
r-70 29 0.37931 29 0.37931 21517355 16885001 18022362 17624565
