instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped-D mcsplit-smart-swapped-O mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped-D mcsplit-b-smart-swapped-O mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped-D mcsplit-nosort-smart-swapped-O
r-619 19 0.51462 23 0.588933 77754 177273 77754 77754 176776 65192 114582 307497 114582 114582 272909 222866 272909 272909
r-759 22 0.991342 49 0.863095 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-327 37 0.885886 20 0.00526316 23 3293 23 3293 23 2544 374 8286 374 8286 908 3797 908 3797
r-848 19 0.695906 11 0.218182 247 1100 247 1100 412 2044 308 1499 308 1499 572 1655 572 1655
r-851 46 0.891787 25 0.186667 15824 12390 12390 12390 20312 118155 23700 19392 19392 19392 54224 27038 27038 27038
r-544 35 0.448739 41 0.881707 578175 1479261 578175 578175 6316245 868853 943087 2060346 943087 943087 3272662 2711135 3272662 3272662
r-320 12 0.181818 30 0.114943 169 1108 169 169 956 171 119 1077 119 119 801 394 801 801
r-643 30 0.657471 31 0.926882 195702 5610059 195702 195702 5739096 231756 81592 8220392 81592 81592 920494 4975642 920494 920494
r-333 50 0.281633 25 0.04 8340675 4263901586 8340675 4263901586 634611540 729604813 1550152 2033694753 1550152 2033694753 514116329 -1 514116329 -1
r-209 37 0.442943 18 0.986928 43521 1462223 43521 1462223 297081 323755 53127 2124758 53127 2124758 209138 1702089 209138 1702089
r-801 32 0.780242 50 0.269388 799542 564958 564958 799542 19379466 1170192 1102617 818231 818231 1102617 4731566 9329608 9329608 4731566
r-45 23 0.557312 15 0.47619 24247 48987 48987 48987 27068 35955 34318 71694 71694 71694 53788 34495 34495 34495
r-72 31 0.750538 33 0.742424 28874607 36117236 36117236 28874607 41219191 27230842 48505985 60059792 60059792 48505985 55402801 94895031 94895031 55402801
r-196 50 0.394286 22 0.597403 3885202 11712077 11712077 11712077 4505717 38190952 6205329 19434722 19434722 19434722 13777632 27179181 27179181 27179181
r-936 42 0.222997 11 0.381818 8907 2310 2310 2310 8627 2393 8494 2399 2399 2399 5539 2367 2367 2367
r-577 27 1 28 0.939153 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-725 16 0.966667 33 0.857955 52441946 43776947 43776947 52441946 48162642 50033960 41826371 43229482 43229482 41826371 3736161 137687 137687 3736161
r-999 18 0.562092 35 0.616807 1097906 915781 1097906 1097906 889476 1079044 1730240 1463117 1730240 1730240 1263943 1126915 1263943 1263943
r-483 12 0.727273 48 0.492021 70803 45419 45419 70803 54373 70803 70935 53417 53417 70935 75721 59018 59018 75721
r-838 42 0.47619 31 0.0774194 261892 10007658 261892 10007658 664497 5407576 295389 19137988 295389 19137988 2567027 5481243 2567027 5481243
r-469 49 0.496599 48 0.991135 106427 -1 106427 -1 2969713 2989974 110414 -1 110414 -1 12920802 1527407404 12920802 1527407404
r-557 18 0.405229 40 0.260256 172943 635582 172943 172943 612501 175952 249272 1034345 249272 249272 1131375 705199 1131375 1131375
r-608 29 0.662562 42 0.204413 475358 359633 475358 475358 4539570 806875 829553 601444 829553 829553 1114610 636709 1114610 1114610
r-231 26 0.824615 34 0.106952 7279 6223 7279 7279 28295 7411 10593 9109 10593 10593 46802 14676 46802 46802
r-576 49 0.685374 17 0.647059 783152 293549 293549 293549 777440 305305 1009551 343587 343587 343587 690470 948119 948119 948119
r-760 24 0.503623 21 0.72381 146213 893463 146213 893463 211364 536393 232578 1718102 232578 1718102 225938 496872 225938 496872
r-352 46 0.105314 44 0.997886 47 9538 47 9538 47 6018 1847 27035 1847 27035 7464 9794 7464 9794
r-875 49 0.126701 45 0.217172 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-690 11 0.0545455 22 0.935065 71 35 35 71 462 44 265 107 107 265 273 19 19 273
r-581 34 0.882353 36 0.466667 1181154 812826 812826 1181154 4627095 1071383 1765834 578781 578781 1765834 1647746 1667350 1667350 1647746
r-92 15 0.685714 42 0.379791 128635 44039 44039 128635 548139 126739 161316 58350 58350 161316 327991 190940 190940 327991
r-541 42 0.182346 38 0.455192 320197041 35985196 35985196 35985196 262386237 56026392 623462424 62569136 62569136 62569136 128592398 99756686 99756686 99756686
r-909 37 0.489489 43 0.623477 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-345 24 0.601449 42 0.666667 16540463 30816960 16540463 16540463 30252103 16454617 28073334 58948364 28073334 28073334 21432471 24539764 21432471 21432471
r-42 27 0.581197 49 0.586735 277590487 265685237 277590487 277590487 260973024 272339196 550654564 555407878 550654564 550654564 333424572 180758118 333424572 333424572
r-960 26 0.418462 10 0.2 727 1896 727 1896 823 1836 735 1886 735 1886 1288 1080 1288 1080
r-898 44 0.774841 41 0.857317 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-649 37 0.0465465 22 0.91342 472 477 477 477 506 12406 1483 977 977 977 5563 2173 2173 2173
r-37 13 0.448718 17 0.0661765 200 1653 200 200 1753 149 305 2485 305 305 805 2130 805 805
r-33 33 0.941288 41 0.373171 436801 65267 65267 436801 2882510 344568 743978 86835 86835 743978 503637 222177 222177 503637
r-772 43 0.819491 15 0.0571429 395 4615 395 4615 618 7940 264 10980 264 10980 2683 8273 2683 8273
r-17 15 0.495238 48 0.49734 383791 426510 426510 383791 430724 381392 436607 535464 535464 436607 382982 233934 233934 382982
r-663 50 0.497143 12 0.560606 37595 32115 37595 32115 37407 115826 29246 31064 29246 31064 83845 77096 83845 77096
r-243 23 0.549407 28 0.240741 130189 118404 130189 130189 990592 161128 200889 56068 200889 200889 180039 224850 180039 180039
r-304 10 0.4 34 0.959002 79 460 79 79 3412 78 206 949 206 206 443 995 443 443
r-267 49 0.308673 50 0.846531 3881540 4875402 3881540 3881540 81315871 4468545 6909123 8381815 6909123 6909123 15361426 21436585 15361426 15361426
r-835 32 0.568548 25 0.296667 393866 829784 393866 829784 545419 4360719 613755 1268427 613755 1268427 1704470 1375500 1704470 1375500
r-954 39 0.375169 19 0.105263 355483 3838811 355483 3838811 540111 3501030 576680 5946367 576680 5946367 1988589 3646570 1988589 3646570
r-161 17 0.0735294 14 1 15 234 15 234 15 116 184 433 184 433 29 236 29 236
r-941 14 0.0769231 31 0.765591 4768 287 287 4768 24780 4356 6201 442 442 6201 6649 13836 13836 6649
r-135 35 0.941176 31 0.303226 53343 5588 5588 5588 66127 224963 61467 7238 7238 7238 65917 18720 18720 18720
r-593 46 0.448309 25 0.233333 9691190 77147730 9691190 77147730 16265793 63816314 15028756 145418152 15028756 145418152 18651724 60250499 18651724 60250499
r-844 16 0.7 12 0.378788 359 1351 1351 1351 611 2626 459 1805 1805 1805 3686 2516 2516 2516
r-891 26 0.636923 47 0.633673 115193076 119478457 119478457 115193076 120795888 113067085 206912570 230908321 230908321 206912570 155412419 100576092 100576092 155412419
r-364 33 0.333333 41 0.458537 560836442 189087504 189087504 560836442 265802240 523831118 -1 385298875 385298875 -1 298982950 307198317 307198317 298982950
r-98 25 0.223333 23 0.422925 339081 36372 36372 36372 281471 39865 578740 39253 39253 39253 414967 244714 244714 244714
r-971 27 0.814815 46 0.749758 111324822 217302494 217302494 111324822 246179849 108137333 160269448 338336995 338336995 160269448 161363178 291419687 291419687 161363178
r-742 35 0.989916 40 0.888462 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-878 16 0.95 44 0.167019 7843 101 101 7843 10561 5364 17317 293 293 17317 8189 332 332 8189
r-852 31 0.0408602 19 0.444444 71574 316 316 316 69848 224 90220 320 320 320 216317 116878 116878 116878
r-520 39 0.0782726 12 0.30303 168227 948 948 948 162966 2755 181082 1124 1124 1124 300889 197588 197588 197588
r-214 10 0.866667 39 0.68691 137 95 95 137 93 138 127 112 112 127 98 38 38 98
r-59 36 0.187302 48 0.808511 233396 151817 151817 233396 2377565 275727 371650 270327 270327 371650 2489710 837002 837002 2489710
r-394 22 0.047619 48 0.599291 1621135 5084 5084 1621135 2170486 764820 2561699 5684 5684 2561699 2505123 150333 150333 2505123
r-850 49 0.645408 20 0.984211 3959315 -1 3959315 -1 -1 2524253766 5074845 -1 5074845 -1 97047714 -1 97047714 -1
r-636 44 0.790698 24 0.25 46873 153098 153098 153098 71026 573181 61905 251840 251840 251840 295663 375302 375302 375302
r-284 29 0.783251 15 0.87619 1972 814 1972 814 1875 902 1591 423 1591 423 9021 4470 9021 4470
r-788 23 0.304348 21 0.314286 156637 154361 154361 154361 169687 122662 249976 244409 244409 244409 262655 282186 282186 282186
r-326 28 0.153439 18 0.529412 5844 8469 8469 8469 8250 103087 8375 12034 12034 12034 55677 113506 113506 113506
r-343 42 0.392567 35 0.712605 13026220 15269350 13026220 15269350 21177820 124481597 23034529 25407947 23034529 25407947 67066842 99743241 67066842 99743241
r-111 11 0.563636 22 0.943723 285 11755 285 285 11828 294 466 13159 466 466 5871 8254 5871 5871
r-433 48 0.47961 23 0.865613 388269 3356163 388269 3356163 1174487 13335930 166765 5304794 166765 5304794 3594101 2698394 3594101 2698394
r-595 29 0.761084 45 0.247475 421751 183174 183174 421751 5866142 625817 665150 287567 287567 665150 1640738 1117901 1117901 1640738
r-818 39 0.765182 17 0.205882 6231 14092 6231 14092 8403 196168 8478 23809 8478 23809 12837 58294 12837 58294
r-180 11 0.436364 48 0.509752 12325 8755 8755 12325 17057 12325 12101 8535 8535 12101 33770 3778 3778 33770
r-693 32 0.506048 26 0.64 2616999 12859828 2616999 12859828 3046030 9888793 4370004 25499847 4370004 25499847 8226285 10609196 8226285 10609196
r-241 33 0.356061 21 0.047619 18504 16996678 18504 16996678 271637 3253574 29675 21075190 29675 21075190 832097 22596369 832097 22596369
r-396 46 0.98744 32 0.383065 930626 665 665 665 1023122 771637 1511311 1129 1129 1129 1063347 43278 43278 43278
r-475 43 0.619048 16 0.366667 42534 282304 42534 282304 52949 833881 51753 379292 51753 379292 230326 1004322 230326 1004322
r-918 30 0.737931 30 0.266667 110769 29910 29910 110769 1445756 140200 174959 42417 42417 174959 1015541 207133 207133 1015541
r-230 33 0.528409 14 0.296703 8878 52254 8878 52254 12726 120569 11187 67373 11187 67373 98956 113295 98956 113295
r-265 25 0.373333 38 0.758179 349964 195793 349964 349964 3635803 551567 468852 251406 468852 468852 1945902 847595 1945902 1945902
r-994 40 0.512821 50 0.548571 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-950 40 0.732051 34 0.930481 3589657 671675875 3589657 671675875 8883318 105743516 575636 891650287 575636 891650287 294647968 736361119 294647968 736361119
r-948 36 0.068254 11 0.872727 295 401 401 401 331 3383 301 703 703 703 310 630 630 630
r-981 25 0.283333 27 0.424501 5205194 2258559 2258559 5205194 2870536 4753462 10000781 3974055 3974055 10000781 3697008 2125199 2125199 3697008
r-163 29 0.37931 34 0.208556 4318967 22269386 4318967 4318967 19902825 5677809 2873900 40725453 2873900 2873900 5346769 17814694 5346769 5346769
r-279 46 0.584541 24 0.612319 41436212 76859279 41436212 76859279 43059082 74291819 77103129 139038022 77103129 139038022 72597198 98254236 72597198 98254236
r-914 46 0.676329 44 0.871036 356085889 -1 356085889 -1 -1 -1 578370037 -1 578370037 -1 -1 -1 -1 -1
r-392 13 0.576923 21 0.519048 11649 5731 5731 11649 5772 11176 16287 7951 7951 16287 19830 13704 13704 19830
r-569 10 0.933333 40 0.608974 3341 6130 6130 3341 7947 2961 1084 1549 1549 1084 8645 18885 18885 8645
r-907 20 0.110526 28 0.232804 309772 47956 47956 309772 67303 279201 377247 43184 43184 377247 1599567 526897 526897 1599567
r-865 26 0.901538 24 0.0543478 268 423 268 423 338 4659 897 962 897 962 983 570 983 570
r-533 21 0.647619 17 0.279412 3692 11551 3692 11551 6666 35064 4681 16265 4681 16265 35673 14012 35673 14012
r-498 47 0.361702 14 0.516484 60987 216725 216725 216725 63926 276499 73764 274586 274586 274586 50369 140666 140666 140666
r-181 14 0.285714 43 0.550388 155729 60081 60081 155729 275570 155690 196195 78320 78320 196195 367767 223004 223004 367767
r-653 15 0.352381 12 0.863636 345 535 345 535 526 1587 505 878 505 878 1710 1155 1710 1155
r-49 10 0.977778 13 0.474359 1466 43 43 1466 5517 1092 1986 87 87 1986 1616 186 186 1616
r-733 44 0.609937 44 0.680761 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-510 22 0.891775 13 0.679487 2614 451 451 451 2305 579 3652 433 433 433 3736 3114 3114 3114
r-886 43 0.415282 49 0.94983 138085 5368622 138085 138085 8637490 221583 212936 5847781 212936 212936 157042 4455190 157042 157042
r-425 42 0.0301974 44 0.267442 -1 5137419 5137419 -1 -1 91452638 -1 2272100 2272100 -1 -1 -1 -1 -1
r-602 15 0.8 35 0.290756 8302 3042 3042 8302 67020 12665 15595 4023 4023 15595 26774 12914 12914 26774
r-233 30 0.443678 10 0.955556 2033 19099 2033 19099 4294 27917 2554 23883 2554 23883 3839 32316 3839 32316
r-648 39 0.309042 44 0.276956 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-895 18 0 35 0.912605 3833 19 19 3833 2073 1405 6039 321 321 6039 3833 360 360 3833
r-101 23 0.359684 47 0.365402 35061452 38788388 38788388 35061452 39231137 34025038 58240479 71772110 71772110 58240479 50108994 19429405 19429405 50108994
r-514 37 0.0315315 33 0.0416667 -1 536196 536196 536196 -1 -1 -1 493751 493751 493751 -1 -1 -1 -1
r-473 28 0.687831 49 0.571429 609862087 158990788 158990788 609862087 187402145 592141511 1177226686 218340558 218340558 1177226686 647564295 437792245 437792245 647564295
r-892 37 0.121622 19 0.766082 3935 5274 5274 5274 4596 33470 3995 7705 7705 7705 4247 12067 12067 12067
r-291 15 0.457143 14 0.318681 2152 9842 2152 9842 3734 5188 2954 15499 2954 15499 5674 3192 5674 3192
r-116 33 0.0909091 26 0.461538 510160 9239 9239 9239 438506 13184 729166 1985 1985 1985 202590 687503 687503 687503
r-626 44 0.479915 10 0.955556 2265 137544 2265 137544 5665 174948 1759 157813 1759 157813 24706 220063 24706 220063
r-255 48 0.327128 35 0.677311 44779562 36845853 44779562 36845853 58850986 183716719 80346514 66498168 80346514 66498168 79860399 42568973 79860399 42568973
r-31 31 0.625806 25 0.84 427534 3494158 427534 3494158 604739 2453164 448660 5881259 448660 5881259 535673 2261505 535673 2261505
r-244 35 0.218487 41 0.363415 494177426 103154980 103154980 494177426 139978385 434521404 967912747 184940614 184940614 967912747 716120775 429773902 429773902 716120775
r-203 23 0.162055 17 0.389706 133165 8756 8756 8756 124978 15618 194737 9828 9828 9828 77664 38723 38723 38723
r-580 19 0.912281 37 0.429429 572715 7406 7406 572715 4802484 756629 833614 5931 5931 833614 717558 332021 332021 717558
r-700 17 0.889706 44 0.494715 329841 26667 26667 329841 1361699 360578 492229 38446 38446 492229 894150 450489 450489 894150
r-108 10 0.466667 44 0.608879 791 2184 791 791 447 790 773 2136 773 773 256 311 256 256
r-711 43 0.296788 38 0.344239 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-882 39 0.612686 34 0.668449 250994103 466270557 250994103 466270557 291726980 381644823 505566425 -1 505566425 -1 598986008 359425685 598986008 359425685
r-518 28 0.269841 48 0.636525 11362709 732488 732488 11362709 58082325 12445641 19483759 1063765 1063765 19483759 37033356 16158835 16158835 37033356
r-542 45 0.651515 31 0.301075 4842610 12965332 4842610 12965332 7170225 75044590 8141932 21915373 8141932 21915373 10152308 38488493 10152308 38488493
r-407 47 0.544866 25 0.896667 669024 20926567 669024 20926567 2188935 10191201 318649 30120359 318649 30120359 2092109 15734014 2092109 15734014
r-215 40 0.226923 31 0.905376 9482 47634 9482 47634 10188 229303 1199 43435 1199 43435 160228 245910 160228 245910
r-400 46 0.691787 24 0.289855 230818 1320594 230818 1320594 379866 7830058 340264 2091813 340264 2091813 3217618 4312821 3217618 4312821
r-736 50 0.277551 42 0.851336 347082 1535462 347082 1535462 723051 9888131 520841 2431024 520841 2431024 6366575 13304518 6366575 13304518
r-753 26 0.966154 45 0.713131 -1 1037207 1037207 -1 37910995 -1 -1 169983 169983 -1 -1 743658319 743658319 -1
r-408 36 0.115873 43 0.41639 137206665 3351128 3351128 137206665 5670267 103008020 243989742 5666892 5666892 243989742 86704561 17775323 17775323 86704561
r-816 14 0.978022 45 0.179798 10494 73 73 10494 40615 7512 23233 233 233 23233 16789 75 75 16789
r-67 47 0.395005 21 0.595238 1222555 3331655 3331655 3331655 1394040 12150215 1721541 5208180 5208180 5208180 4193163 15145033 15145033 15145033
r-155 36 0.487302 29 0.192118 1892592 19451942 1892592 19451942 4149317 11335844 2897129 36734979 2897129 36734979 8989775 8327305 8989775 8327305
r-611 47 0.747456 37 0.89039 249565127 -1 249565127 -1 -1 -1 251686069 -1 251686069 -1 -1 -1 -1 -1
r-389 13 0.115385 23 0.418972 24827 1463 1463 24827 5361 19927 26023 253 253 26023 14037 39976 39976 14037
r-758 30 0.632184 47 0.521739 548019792 141836990 141836990 548019792 161291183 523628466 -1 -1 -1 -1 520654536 250663560 250663560 520654536
r-767 43 0.361019 33 0.0700758 756752 144326344 756752 144326344 3906355 16746299 1233467 212261007 1233467 212261007 22967770 162440382 22967770 162440382
r-503 20 0.584211 14 0.0769231 517 7014 517 7014 1632 4350 658 9409 658 9409 1743 3857 1743 3857
r-821 15 0.485714 42 0.868757 12515 29841 12515 12515 49727 10763 17273 33935 17273 17273 31071 22366 31071 31071
r-229 50 0.52898 45 0.60101 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-980 24 0.826087 25 0.0166667 96 1835 96 96 5098 79 521 4492 521 521 1759 1826 1759 1759
r-787 45 0.841414 43 0.45515 28374253 5865931 5865931 5865931 42237493 237272684 43594284 9782356 9782356 9782356 43332497 121142729 121142729 121142729
r-501 31 0.406452 12 0.0454545 2259 922857 2259 922857 15490 592746 3398 1042128 3398 1042128 452289 971797 452289 971797
r-770 47 0.114709 20 0.252632 1387173 60149 60149 60149 1244083 170808 1761084 74614 74614 74614 1116659 1209064 1209064 1209064
r-609 42 0.463415 43 0.928018 279980 30011837 279980 279980 12632164 394794 402085 43147632 402085 402085 2964302 12753287 2964302 2964302
r-814 32 0.219758 37 0.593093 916390 977433 977433 916390 13678166 1210430 1431871 1551691 1551691 1431871 4425618 5925860 5925860 4425618
r-707 38 0.613087 20 0.215789 23242 464551 23242 464551 42911 912988 27879 672668 27879 672668 499198 1104171 499198 1104171
r-868 22 0.233766 26 0.181538 103895 267903 103895 103895 286481 102925 130934 350760 130934 130934 238670 314462 238670 238670
r-416 28 0.222222 39 0.65587 1289632 764828 764828 1289632 5754598 1397085 2029122 1230601 1230601 2029122 2040359 3810536 3810536 2040359
r-139 25 0.143333 14 0.0549451 220116 331060 220116 331060 581552 161311 209683 277726 209683 277726 335175 276374 335175 276374
r-417 36 0.144444 45 0.374747 522617292 26700050 26700050 522617292 42433841 453476090 974173104 40502800 40502800 974173104 527902047 125710629 125710629 527902047
r-782 11 0.654545 37 0.813814 949 7001 949 949 6757 948 1014 7274 1014 1014 5408 1558 5408 5408
r-481 22 0.350649 38 0.118065 42420 1797269 42420 42420 1683707 54885 60361 2913252 60361 60361 379048 1109098 379048 379048
r-970 25 0.37 49 0.370748 102992168 177398549 177398549 102992168 175178083 101292151 182496933 345585008 345585008 182496933 156036475 163668360 163668360 156036475
r-689 23 0.711462 33 0.3125 115229 53352 53352 115229 1081419 170405 160634 78123 78123 160634 258245 383768 383768 258245
r-112 36 0.598413 17 0.801471 70510 543871 70510 543871 100695 494190 98483 736772 98483 736772 365942 662653 365942 662653
r-879 43 0.978959 24 0.42029 4174242 1831 1831 1831 4275451 848043 4974184 1425 1425 1425 1610651 207942 207942 207942
r-432 24 0.34058 26 0.267692 508256 1227737 508256 508256 1229214 509165 281595 2071735 281595 281595 919130 2447476 919130 919130
r-339 30 0.744828 33 0.42803 928550 2166362 2166362 928550 12792766 1199013 1397156 3762569 3762569 1397156 6656450 9208400 9208400 6656450
r-540 10 0.911111 38 0.883357 114 41 41 114 41 114 114 69 69 114 135 40 40 135
r-429 36 0.649206 28 0.380952 3782207 4706413 4706413 4706413 4630091 22686080 6300136 8109383 8109383 8109383 4964195 12279203 12279203 12279203
r-224 44 0.234672 23 0.632411 210921 97469 97469 97469 259382 3005655 297192 143568 143568 143568 635597 579651 579651 579651
r-570 13 0.192308 26 0.996923 29 529 29 29 1278 40 271 1017 271 271 145 546 145 145
r-104 16 0.358333 12 0.318182 1648 1976 1648 1976 1636 1639 2164 2564 2164 2564 2806 2661 2806 2661
r-543 15 0.0571429 42 0.894309 2311 33 33 2311 2747 1353 4574 203 203 4574 3041 142 142 3041
r-390 48 0.526596 24 0.663043 23641747 115442970 23641747 115442970 27788289 105536911 41972027 219231455 41972027 219231455 48909277 119694278 48909277 119694278
r-435 13 0.512821 23 0.679842 3098 14421 3098 3098 13217 3054 3917 20250 3917 3917 8199 6091 8199 8199
r-744 49 0.253401 23 0.00790514 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-368 19 0.736842 13 0.397436 697 2737 2737 2737 883 6235 816 3957 3957 3957 3240 9028 9028 9028
r-290 33 0.719697 30 0.062069 3738 47269 3738 47269 7328 80772 4875 76240 4875 76240 25275 79562 25275 79562
r-808 27 0.988604 20 0.542105 1295982 9691 9691 9691 1245660 9396 1484149 10323 10323 10323 1245203 281382 281382 281382
r-671 44 0.837209 35 0.141176 44192 23310 44192 23310 61564 338547 15457 15210 15457 15210 121662 191047 121662 191047
r-654 47 0.320074 13 0.538462 10224 42956 42956 42956 11617 107532 11910 50214 50214 50214 84537 76257 76257 76257
r-823 16 0.708333 18 0.993464 7614 17460704 7614 7614 16924315 7604 8453 18865809 8453 8453 1222270 11590592 1222270 1222270
r-273 23 0.948617 21 0.885714 56476721 36309 36309 36309 22962012 36246 57726470 26504 26504 26504 228252012 22955387 22955387 22955387
r-440 15 0.428571 29 0.805419 10716 6933 10716 10716 48573 13510 15533 8081 15533 15533 11216 9988 11216 11216
r-601 44 0.596195 25 0.106667 44864 582386 44864 582386 133331 2339085 67191 895021 67191 895021 1087699 2624295 1087699 2624295
r-568 16 0.483333 40 0.414103 599806 660887 599806 599806 657089 590256 710018 753232 710018 710018 652186 430221 652186 652186
r-426 10 0.844444 47 0.702128 165 96 96 165 97 164 140 116 116 140 109 45 45 109
r-47 27 0.145299 20 0.342105 299248 18880 18880 18880 255902 42507 474901 26573 26573 26573 235545 66759 66759 66759
r-73 29 0.546798 12 0.136364 1725 15758 1725 15758 3053 51057 2062 20424 2062 20424 12978 47441 12978 47441
r-997 28 0.465608 13 0.205128 3060 35732 3060 35732 6112 32470 2055 42721 2055 42721 24011 41459 24011 41459
r-993 12 0.757576 34 0.793226 443 3334 443 443 3195 442 365 3297 365 365 547 479 547 547
r-132 13 0.333333 18 0.333333 3012 5872 3012 3012 5804 2743 3748 8603 3748 3748 5009 5720 5009 5009
r-260 28 0.269841 45 0.619192 5009986 1497441 1497441 5009986 36757133 5437144 7909627 2177991 2177991 7909627 11788018 29286251 29286251 11788018
r-627 11 0.327273 31 0.496774 9230 13243 13243 9230 14013 9221 4783 2758 2758 4783 6731 21540 21540 6731
r-673 40 0.769231 39 0.0917679 88065 59293 88065 59293 113052 514236 43476 107724 43476 107724 624258 161429 624258 161429
r-138 50 0.183673 22 0.545455 386223 284128 284128 284128 496490 5392740 519779 430223 430223 430223 833289 1896364 1896364 1896364
r-686 36 0.371429 11 0.436364 17065 8729 8729 8729 16880 8946 17552 9024 9024 9024 12917 7960 7960 7960
r-372 13 0.910256 43 0.228128 8700 1810 1810 8700 17043 6625 14179 2267 2267 14179 25700 4239 4239 25700
r-605 23 0.545455 44 0.552854 37946375 36623071 37946375 37946375 36892564 36678354 69289455 68027895 69289455 69289455 50696269 37119825 50696269 50696269
r-338 35 0.72437 40 0.834615 73993152 712363128 73993152 73993152 648721897 103866276 114379664 -1 114379664 114379664 518022406 533896631 518022406 518022406
r-129 49 0.789116 18 0.915033 156299 64713 156299 64713 148122 62674 47061 14440 47061 14440 263108 97856 263108 97856
r-961 42 0.627178 22 0.190476 72519 264405 72519 264405 146609 2597378 98981 372403 98981 372403 1206462 994532 1206462 994532
r-800 13 0.884615 46 0.708213 9423 6213 6213 9423 7408 8837 3994 2650 2650 3994 743 1354 1354 743
r-545 24 0.612319 18 0.712418 67936 122284 67936 122284 100828 93604 95152 187910 95152 187910 172873 180047 172873 180047
r-592 32 0.866935 36 0.228571 46559 51110 51110 46559 343916 52702 75733 24838 24838 75733 400014 159871 159871 400014
r-728 15 0.12381 24 0.677536 3481 963 963 3481 13324 3530 6062 1439 1439 6062 4982 850 850 4982
r-91 19 0.397661 18 0.882353 495 2268 495 2268 390 4683 758 3274 758 3274 1899 2955 1899 2955
r-672 41 0.195122 37 0.396396 360074851 43354404 43354404 43354404 321493220 58590723 710912622 76847397 76847397 76847397 172941091 168785191 168785191 168785191
r-932 50 0.361633 21 0.919048 9821 400346 9821 400346 15938 1241157 3129 699034 3129 699034 296638 612594 296638 612594
r-884 15 0.714286 18 0.202614 1320 521 1320 1320 3763 957 1465 787 1465 1465 575 2591 575 575
r-903 11 0.654545 38 0.790896 152 69 152 152 69 153 104 67 104 104 463 452 463 463
r-866 21 0.385714 12 0.181818 1966 20734 1966 20734 3814 17211 2756 27324 2756 27324 13906 23628 13906 23628
r-555 27 0.529915 12 0.833333 13325 66231 13325 66231 17129 57571 18075 89170 18075 89170 23893 48530 23893 48530
r-434 15 0.4 15 0.209524 1455 4412 1455 1455 4875 1125 418 6450 418 418 4207 6007 4207 4207
r-513 40 0.902564 30 0.77931 78861633 996372 996372 996372 65339317 1485225 102547002 1160384 1160384 1160384 279180228 38977330 38977330 38977330
r-839 35 0.956303 25 0.0833333 407 276 276 276 429 9569 1110 1028 1028 1028 1020 1066 1066 1066
r-263 44 0.614165 38 0.581792 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-18 29 0.667488 34 0.130125 56150 47229 56150 56150 530557 73023 90529 71565 90529 90529 285314 98361 285314 285314
r-524 42 0.7259 37 0.258258 1306322 1038132 1306322 1038132 2083355 16665840 2011478 1678453 2011478 1678453 18635823 10688449 18635823 10688449
r-34 10 0.644444 17 0.639706 942 1007 1007 942 1037 939 1016 1114 1114 1016 909 1228 1228 909
r-659 20 0.0947368 31 0.11828 6746 58218 58218 6746 58244 6729 7147 60674 60674 7147 10043 76922 76922 10043
r-109 45 0.659596 42 0.703833 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-662 50 0.367347 47 0.66975 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-873 38 0.98293 42 0.358885 857298 22283 22283 857298 3818780 201006 1511443 34233 34233 1511443 812443 110944 110944 812443
r-160 22 0.12987 41 0.32439 9358138 821285 821285 9358138 1253265 7989226 12409409 1163152 1163152 12409409 7536866 8648186 8648186 7536866
r-90 15 0.00952381 24 0.152174 -1 66495 66495 -1 392317346 12390722293 -1 38809 38809 -1 -1 3568684106 3568684106 -1
r-367 22 0.861472 32 0.899194 18914 1525472 18914 18914 1409769 26866 18159 1681453 18159 18159 935436 4317378 935436 935436
r-624 10 0.177778 20 0.363158 1838 905 905 1838 1217 1830 1888 206 206 1888 1925 2972 2972 1925
r-50 17 0.147059 30 0.795402 3377 1022 1022 3377 12655 2871 4899 1363 1363 4899 15168 5130 5130 15168
