instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf mcsplit+randombigf
r-949 20 0.521053 20 0.521053 73006 73912 66997 65139
r-537 25 0.48 25 0.48 1171388 1280506 845123 820947
r-636 27 0.358974 27 0.358974 32984763 14192679 3377102 2896258
r-809 35 0.393277 35 0.393277 301558750 384550409 286051293 289910109
r-785 30 0.186207 30 0.186207 -1 -1 -1 -1
r-429 23 0.498024 23 0.498024 564009 593409 454712 442281
r-614 27 0.31339 27 0.31339 3796389 4297484 3028711 2937922
r-734 29 0.133005 29 0.133005 -1 -1 -1 -1
r-443 18 0.424837 18 0.424837 19443 15340 13821 13611
r-902 25 0.52 25 0.52 2154497 1973314 1932950 1950928
r-313 24 0.344203 24 0.344203 297407554 123679641 18706745 13348542
r-299 21 0.180952 21 0.180952 50365 35386 29687 27411
r-384 21 0.428571 21 0.428571 100739 83645 76974 76545
r-518 40 0.0974359 40 0.0974359 -1 -1 -1 -1
r-792 24 0.0833333 24 0.0833333 -1 -1 -1 -1
r-937 15 0.533333 15 0.533333 8045 8273 6974 6983
r-104 36 0.474603 36 0.474603 99113319 85264997 67757038 66253154
r-662 17 0.382353 17 0.382353 8133 12521 5939 5905
r-965 18 0.20915 18 0.20915 660337959 444318668 41066781 20040730
r-964 45 0.509091 45 0.509091 -1 -1 -1 -1
r-158 44 0.511628 44 0.511628 -1 -1 -1 -1
r-899 26 0.369231 26 0.369231 4638531 4802327 4197057 4233034
r-194 33 0.492424 33 0.492424 30550638 37309656 25317609 25881846
r-585 34 0.299465 34 0.299465 276842407 391684316 265075594 268988037
r-674 19 0.51462 19 0.51462 144899 72982 131737 134445
r-851 16 0.5 16 0.5 10183 6892 8688 8482
r-41 45 0.490909 45 0.490909 3096268104 2636519118 2081204949 2045380593
r-796 21 0.514286 21 0.514286 142444 131139 102961 99290
r-778 45 0.438384 45 0.438384 -1 -1 -1 -1
r-106 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-83 26 0.52 26 0.52 2715047 3329279 2438889 2431745
r-784 25 0.453333 25 0.453333 4498798 4574377 3705151 3631252
r-911 33 0.378788 33 0.378788 95454713 85754969 77168564 75149727
r-19 22 0.311688 22 0.311688 12964692 7040810 2497450 2234938
r-281 24 0.507246 24 0.507246 1598421 1440219 1359766 1340494
r-87 41 0.47561 41 0.47561 -1 -1 -1 -1
r-493 18 0.424837 18 0.424837 19939 16845 14606 14652
r-159 19 0.51462 19 0.51462 44187 36554 39125 40598
r-538 29 0.502463 29 0.502463 6770285 7755939 5079626 4895549
r-454 26 0.270769 26 0.270769 2003463 1873419 1724212 1746838
r-171 25 0.22 25 0.22 1335057 2053866 997173 952407
r-222 35 0.510924 35 0.510924 201524474 208202737 178615835 180284148
r-871 35 0.161345 35 0.161345 -1 -1 -1 -1
r-612 28 0.304233 28 0.304233 3642766239 2059745375 176767677 133332767
r-524 32 0.465726 32 0.465726 84799948 97826633 76973439 77005655
r-846 25 0.08 25 0.08 -1 -1 -1 -1
r-253 20 0.394737 20 0.394737 87108 52115 37046 35944
r-379 29 0.246305 29 0.246305 24210943 20603876 18782385 18032914
r-316 43 0.498339 43 0.498339 -1 -1 -1 -1
r-73 37 0.513514 37 0.513514 249053537 255900374 241949269 246833158
r-451 37 0.198198 37 0.198198 959304977 1535359970 916848065 932955201
r-638 29 0.46798 29 0.46798 27307277 27140514 22961095 22384527
r-81 28 0.349206 28 0.349206 9289478 12715405 9006487 9183885
r-430 34 0.513369 34 0.513369 109125410 113991661 102736674 104015799
r-94 22 0.506494 22 0.506494 663087 630673 571063 558000
r-873 38 0.500711 38 0.500711 772473768 666703486 688329971 679749437
r-347 33 0.170455 33 0.170455 -1 -1 -1 -1
r-22 43 0.431894 43 0.431894 335895794 506409547 354117675 362414243
r-400 19 0.350877 19 0.350877 106808 93670 96499 93644
r-827 20 0.189474 20 0.189474 -1 -1 4473729696 3137149356
r-16 35 0.494118 35 0.494118 354630416 368226388 300730779 294901100
r-285 28 0.47619 28 0.47619 5654379 5621144 3953068 3791807
r-345 21 0.32381 21 0.32381 14905447 11388073 1987774 1624402
r-522 25 0.453333 25 0.453333 669493 623602 515347 511526
r-386 34 0.258467 34 0.258467 205694578 -1 192813572 192813372
r-295 37 0.483483 37 0.483483 949938550 958429146 838826169 839262626
r-48 45 0.480808 45 0.480808 2257770813 1817649119 1539957179 1502518183
r-678 37 0.198198 37 0.198198 250209930 268649007 217371765 219003016
r-246 39 0.415655 39 0.415655 344276104 163289733 116087741 110276875
r-993 22 0.311688 22 0.311688 507305 793734 424255 423707
r-531 15 0.247619 15 0.247619 2354 2452 1983 1979
r-897 32 0.465726 32 0.465726 17390616 22809416 16400605 16590346
r-114 19 0.19883 19 0.19883 6829 7671 5295 5422
r-481 19 0.409357 19 0.409357 76264 77266 62620 62282
r-375 33 0.0606061 33 0.0606061 -1 -1 -1 -1
r-346 37 0.378378 37 0.378378 488913461 609316961 462913825 468717106
r-131 30 0.287356 30 0.287356 -1 -1 10511573909 6010571312
r-954 22 0.506494 22 0.506494 648975 486233 585722 578784
r-536 30 0.404598 30 0.404598 9129073 3656325 2037032 1905779
r-586 28 0.42328 28 0.42328 1848939 3483576 1525087 1544912
r-957 27 0.14245 27 0.14245 571412 2049230 558378 607126
r-103 23 0.237154 23 0.237154 359387 600877 337458 342616
r-583 35 0.443697 35 0.443697 427015651 473917104 374789377 373006530
r-568 38 0.477952 38 0.477952 1833088338 1936494625 1639132240 1641065023
r-38 27 0.512821 27 0.512821 6815019 5144979 5796307 5675788
r-990 41 0.139024 41 0.139024 -1 -1 -1 -1
r-702 20 0.521053 20 0.521053 147617 187419 133165 131171
r-654 17 0.220588 17 0.220588 16139 10335 14079 14133
r-249 33 0.409091 33 0.409091 120610438 122681635 100008737 97782025
r-494 21 0.428571 21 0.428571 145854 107207 68882 65366
r-666 26 0.470769 26 0.470769 1574005 1434237 1228316 1215078
r-439 32 0.352823 32 0.352823 79143028 101098386 74200425 74768587
r-145 18 0.424837 18 0.424837 36414 49141 29045 28625
r-154 25 0.153333 25 0.153333 351991 225064 247916 240399
r-766 39 0.48583 39 0.48583 266968616 316583550 227340585 228760419
r-336 42 0.344948 42 0.344948 48016553 -1 45257663 46033112
r-595 42 0.250871 42 0.250871 -1 -1 -1 -1
r-227 28 0.253968 28 0.253968 5957039 3371174 4617749 4211944
r-305 40 0.224359 40 0.224359 -1 3069676101 3465210100 3310178667
r-138 18 0.503268 18 0.503268 88387 82573 78147 77453
r-987 39 0.415655 39 0.415655 2742159095 2494898839 2275946684 2232627845
r-205 26 0.270769 26 0.270769 -1 -1 4558309281 3234393067
r-843 26 0.323077 26 0.323077 2773869 2491748 2249356 2150626
r-939 40 0.466667 40 0.466667 258535694 184662146 170947145 164018840
r-212 25 0.153333 25 0.153333 -1 -1 -1 -1
r-6 18 0.20915 18 0.20915 15894 4297721834 15493 15493
r-559 19 0.526316 19 0.526316 40601 42281 35935 34416
r-421 45 0.127273 45 0.127273 -1 4870177738 3341788903 3013857014
r-974 21 0.32381 21 0.32381 338553 330216 270554 259228
r-126 29 0.487685 29 0.487685 26855270 25672477 22464217 21875738
r-476 23 0.442688 23 0.442688 539832 308561 206657 189575
r-722 43 0.33887 43 0.33887 -1 -1 -1 -1
r-232 45 0.327273 45 0.327273 -1 -1 -1 -1
r-972 20 0.526316 20 0.526316 260089 225183 238760 244231
r-176 33 0.477273 33 0.477273 117432522 108806003 93019271 90323519
r-505 21 0.495238 21 0.495238 187374 156867 147344 143907
r-382 45 0.490909 45 0.490909 2071519283 1893356927 1476659041 1441429165
r-593 17 0.529412 17 0.529412 26194 30182 25890 26531
r-609 42 0.371661 42 0.371661 -1 -1 -1 -1
r-304 33 0.477273 33 0.477273 16850818 20493177 13999527 14069167
r-803 40 0.45 40 0.45 216101270 282358265 200834975 203719212
r-107 29 0.46798 29 0.46798 23723643 22578370 19930334 19325826
r-424 44 0.241015 44 0.241015 -1 -1 -1 -1
r-601 43 0.33887 43 0.33887 -1 -1 -1 -1
r-43 28 0.507937 28 0.507937 8017506 7900473 6850042 6630788
r-898 28 0.494709 28 0.494709 14021487 12962117 11944360 11911641
r-599 39 0.45614 39 0.45614 1499814133 1505303322 1327706807 1336066174
r-901 23 0.521739 23 0.521739 724924 772504 680367 708059
r-407 25 0.52 25 0.52 2595822 2041997 2205773 2151248
r-351 17 0.514706 17 0.514706 42468 31518 39396 38778
r-941 35 0.494118 35 0.494118 375357435 358615237 325291827 323298695
r-961 34 0.165775 34 0.165775 129811784 118479633 95397177 89877940
r-690 34 0.499109 34 0.499109 159062335 149337780 136645901 136039398
r-124 43 0.245847 43 0.245847 -1 -1 -1 -1
r-973 29 0.246305 29 0.246305 -1 -1 -1 -1
r-516 28 0.253968 28 0.253968 8600188 8406272 6928907 6797533
r-327 31 0.503226 31 0.503226 51949116 54938354 46330421 46011082
r-278 24 0.344203 24 0.344203 1423376 1810906 1318912 1331114
r-739 35 0.443697 35 0.443697 399857454 425132921 361163569 364290953
r-515 27 0.358974 27 0.358974 443840 36563186 353827 353825
r-865 38 0.490754 38 0.490754 155824670 201351257 126555466 126243947
r-134 15 0.533333 15 0.533333 11350 11556 9994 9813
r-453 35 0.329412 35 0.329412 435779117 387891365 347585133 338876868
r-757 15 0.419048 15 0.419048 3773 2864 2656 2640
r-408 31 0.503226 31 0.503226 22049167 25446818 19219799 18751207
r-948 16 0.233333 16 0.233333 3896 5089 4153 4191
r-775 25 0.5 25 0.5 589080 646170 408273 396761
r-592 45 0.509091 45 0.509091 -1 -1 -1 -1
r-641 27 0.501425 27 0.501425 4589525 4258366 3864183 3729721
r-917 32 0.272177 32 0.272177 262668111 -1 262515314 262515547
r-2 39 0.415655 39 0.415655 179020048 81220571 60799280 58069658
r-996 38 0.507824 38 0.507824 193204600 221028692 202882966 207221796
r-653 44 0.510571 44 0.510571 -1 -1 -1 -1
r-830 29 0.339901 29 0.339901 12471773 17554025 10925811 11296318
r-825 31 0.124731 31 0.124731 12430619 7030011 3714373 3520654
r-298 24 0.0833333 24 0.0833333 46163934 -1 46163658 46163658
r-64 43 0.389812 43 0.389812 157973192 1009084326 171284497 176764139
r-724 16 0.525 16 0.525 26420 22186 22852 22312
r-633 34 0.40107 34 0.40107 9714475 22148168 8815798 8877121
r-355 23 0.498024 23 0.498024 372016 391704 244723 239446
r-174 29 0.339901 29 0.339901 11782028 553402220 11398500 11396367
r-11 21 0.466667 21 0.466667 107513 79847 70570 69727
r-788 40 0.45 40 0.45 422596956 355784231 275676779 266374044
r-925 38 0.308677 38 0.308677 1766477455 1449274068 1382711685 1344524512
r-170 34 0.370766 34 0.370766 1106703080 226972905 89961195 71681837
r-572 31 0.27957 31 0.27957 35956249 50251182 32700272 32974264
r-297 30 0.404598 30 0.404598 2865448 4152309 2129116 2125556
r-661 40 0.384615 40 0.384615 -1 3110011502 2882143580 2821145078
r-692 20 0.505263 20 0.505263 130756 158603 118584 117047
r-398 32 0.387097 32 0.387097 82074440 100227683 69040780 67579911
r-565 45 0.0868687 45 0.0868687 3498661161 -1 3291512892 3667843459
r-691 41 0.256098 41 0.256098 -1 -1 -1 -1
r-717 32 0.465726 32 0.465726 62217156 74099964 52752348 51880305
r-534 38 0.308677 38 0.308677 705543455 1060262264 647374173 661696632
r-980 29 0.517241 29 0.517241 7918757 9181275 7161251 7073986
r-706 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-839 44 0.502114 44 0.502114 2814445623 3361966158 2387947188 2328276046
r-828 33 0.344697 33 0.344697 4009253 1139615837 3367680 3382798
r-66 30 0.404598 30 0.404598 19802036 24147711 17616901 17650745
r-716 44 0.443975 44 0.443975 660037672 1109737858 702636285 719421885
r-532 39 0.45614 39 0.45614 239856046 194896850 148674272 144460086
r-742 23 0.300395 23 0.300395 506852440 326430294 39832484 29574940
r-928 41 0.378049 41 0.378049 2672085490 -1 2536366622 2565735304
r-791 42 0.455285 42 0.455285 -1 -1 -1 -1
r-645 36 0.322222 36 0.322222 8063443 -1 7730568 7855097
r-631 30 0.508046 30 0.508046 28791312 29220691 25680654 25284381
r-323 17 0.441176 17 0.441176 38427 31967 13760 12910
r-321 34 0.508021 34 0.508021 78262035 95562800 67740951 66065734
r-135 32 0.508065 32 0.508065 77846063 99721919 69327582 68208622
r-869 21 0.514286 21 0.514286 175632 197338 148179 145554
r-960 24 0.15942 24 0.15942 238279 235847 195561 201138
r-258 20 0.336842 20 0.336842 99735 69574 69031 66594
r-685 28 0.515873 28 0.515873 7589628 7875999 7151430 7295743
r-431 35 0.504202 35 0.504202 169873281 178235223 148968305 147430292
r-357 41 0.460976 41 0.460976 -1 -1 -1 -1
r-508 33 0.492424 33 0.492424 41955159 38995414 27804113 26902331
r-243 30 0.508046 30 0.508046 10930345 11047781 9915017 10067451
r-952 21 0.52381 21 0.52381 263195 261533 220584 212704
r-746 39 0.510121 39 0.510121 636083810 728344665 613652550 619837536
r-406 27 0.358974 27 0.358974 703063 10493215 613415 615056
r-604 32 0.120968 32 0.120968 -1 -1 -1 -1
r-719 33 0.492424 33 0.492424 160336299 143927889 133406794 130914802
r-394 27 0.518519 27 0.518519 6635301 6557145 6245475 6382055
r-621 26 0.470769 26 0.470769 7298943 6734884 6098340 6016294
r-985 16 0.533333 16 0.533333 12963 20694 12014 11652
r-196 25 0.333333 25 0.333333 3038917 4173405 2794640 2827933
r-934 18 0.366013 18 0.366013 19624 15551 14369 14660
r-502 37 0.45045 37 0.45045 118625915 87453949 67589767 64418361
r-257 41 0.180488 41 0.180488 -1 4340910650 -1 -1
r-838 18 0.470588 18 0.470588 18125 24845 16158 16343
r-955 28 0.515873 28 0.515873 9483855 9566340 8216387 8146010
r-630 35 0.494118 35 0.494118 332638638 320670275 290098007 288215392
r-541 18 0.424837 18 0.424837 10577 10137 5622 5496
r-750 30 0.128736 30 0.128736 744067 1263674 704614 710753
r-250 42 0.284553 42 0.284553 -1 -1 -1 -1
r-920 43 0.172757 43 0.172757 -1 -1 -1 -1
r-761 20 0.521053 20 0.521053 246899 273607 223783 219774
r-146 39 0.496626 39 0.496626 662698910 577848749 459603614 457139234
r-112 45 0.505051 45 0.505051 -1 -1 -1 -1
r-40 44 0.40592 44 0.40592 323356081 959645740 348296601 358634009
r-958 16 0.458333 16 0.458333 8452 7403 6469 6460
r-308 22 0.17316 22 0.17316 66749 158958 62608 68286
r-270 26 0.470769 26 0.470769 3091615 3147035 2590663 2548299
r-861 40 0.184615 40 0.184615 -1 -1 -1 -1
r-458 43 0.389812 43 0.389812 136428564 508424723 140868534 144018646
r-161 17 0.117647 17 0.117647 22060 -1 21932 21932
r-723 30 0.45977 30 0.45977 24575936 25403169 20321280 20147300
r-374 33 0.219697 33 0.219697 45412685 89379060 43148900 43613179
r-745 41 0.378049 41 0.378049 -1 -1 -1 -1
r-890 21 0.495238 21 0.495238 196280 216917 160074 154397
r-45 44 0.241015 44 0.241015 -1 -1 -1 -1
r-880 20 0.521053 20 0.521053 135432 147874 120411 116259
r-446 33 0.344697 33 0.344697 399028222 104585716 25694608 20880012
r-118 28 0.198413 28 0.198413 1491378 2448923 1367206 1409004
r-18 23 0.442688 23 0.442688 894285 985694 766358 753051
r-771 36 0.246032 36 0.246032 367180904 702131940 341930356 353249184
r-261 34 0.470588 34 0.470588 35764764 44685357 32169228 32387649
r-62 32 0.483871 32 0.483871 27527229 24360477 18873697 18389889
r-435 45 0.511111 45 0.511111 -1 -1 -1 -1
r-812 24 0.391304 24 0.391304 7622201 4053997 1046874 842229
r-908 26 0.147692 26 0.147692 221702 433885 199863 205153
r-314 31 0.451613 31 0.451613 13171630 10740806 8736724 8418852
r-718 41 0.504878 41 0.504878 2271099512 2515173445 2068149822 2066527326
r-499 17 0.382353 17 0.382353 37088 34923 30537 31007
r-152 27 0.31339 27 0.31339 1848986 2334712 1620941 1658371
r-579 42 0.507549 42 0.507549 2393595047 2523000925 2147167256 2147469892
r-616 44 0.0454545 44 0.0454545 -1 -1 -1 -1
r-587 33 0.511364 33 0.511364 46157038 55541307 40621391 40583172
r-465 34 0.0588235 34 0.0588235 -1 -1 -1 -1
r-143 15 0.247619 15 0.247619 12228 30064 13817 15301
r-39 30 0.508046 30 0.508046 19734263 16381543 16540923 16393924
r-358 16 0.458333 16 0.458333 7737 5646 6606 6394
r-632 36 0.157143 36 0.157143 189941476 115988947 129208559 121735900
r-332 32 0.497984 32 0.497984 22644101 21668638 15279372 14865461
r-149 29 0.37931 29 0.37931 1491175 77360802 1257574 1262208
r-591 31 0.451613 31 0.451613 6803232 8203036 5684416 5739030
r-388 35 0.514286 35 0.514286 203882689 179302243 181992683 179050714
r-50 34 0.508021 34 0.508021 59963631 66129018 56494909 56944773
r-151 21 0.466667 21 0.466667 331471 288712 257704 250003
r-473 29 0.37931 29 0.37931 20936181 19062922 17306755 16616895
r-137 22 0.415584 22 0.415584 168459 306426 131369 131499
r-574 41 0.256098 41 0.256098 -1 -1 -1 -1
r-693 30 0.514943 30 0.514943 16321400 16455359 14422859 14575091
r-529 15 0.533333 15 0.533333 9962 10165 8440 8363
r-575 20 0.505263 20 0.505263 204551 209807 177469 172413
r-646 40 0.357692 40 0.357692 114492407 2638741259 124453522 125261381
r-216 33 0.219697 33 0.219697 -1 -1 -1 -1
r-147 33 0.117424 33 0.117424 5444422 4175543 4660107 4459760
r-560 38 0.422475 38 0.422475 67991882 134566241 68226332 69747296
r-842 30 0.48046 30 0.48046 8328999 9036876 6884861 6956894
r-100 16 0.525 16 0.525 10378 10998 9321 9278
r-442 21 0.514286 21 0.514286 318056 315451 279012 272403
r-606 39 0.364372 39 0.364372 1376727297 1637692995 1137784304 1111633978
r-157 21 0.52381 21 0.52381 299443 464202 270536 266621
r-175 18 0.503268 18 0.503268 74247 77065 60662 58104
r-514 36 0.355556 36 0.355556 477190186 410192780 379154610 365224754
r-383 22 0.519481 22 0.519481 429046 520418 372483 363644
r-328 24 0.518116 24 0.518116 1070923 1114252 915395 891383
r-477 19 0.491228 19 0.491228 104011 96412 88621 87823
r-521 18 0.503268 18 0.503268 53351 43609 45563 43980
r-238 18 0.366013 18 0.366013 8517 93191 6700 6754
r-60 39 0.48583 39 0.48583 1406774274 1376105997 1198083268 1189745625
r-743 41 0.139024 41 0.139024 -1 -1 -1 -1
r-91 36 0.488889 36 0.488889 692208319 670652831 601713028 597290359
r-207 28 0.494709 28 0.494709 13903746 13340999 11766156 11499586
r-457 20 0.505263 20 0.505263 270090 276924 243658 240936
r-301 21 0.514286 21 0.514286 315209 273007 260966 259731
r-399 36 0.246032 36 0.246032 1004891077 887167219 793335301 769976688
r-650 30 0.287356 30 0.287356 15963775 11542297 12965926 12277384
r-122 32 0.465726 32 0.465726 12251702 9859381 8517343 8305839
r-626 27 0.358974 27 0.358974 6447247 8169668 5310530 5140811
r-215 36 0.157143 36 0.157143 -1 -1 -1 -1
r-629 24 0.228261 24 0.228261 794130419 -1 723441471 723441471
r-866 45 0.127273 45 0.127273 -1 -1 -1 -1
r-864 15 0.419048 15 0.419048 8907 62250 6800 6864
r-637 38 0.507824 38 0.507824 596669620 450721233 524547071 517971880
r-339 35 0.510924 35 0.510924 257585855 250399877 231370187 233318290
r-836 31 0.511828 31 0.511828 24033802 28731668 23929627 24299139
r-354 16 0.4 16 0.4 9685 9302 7217 7203
r-781 20 0.521053 20 0.521053 132569 157584 120956 119385
r-850 37 0.0540541 37 0.0540541 -1 -1 -1 -1
r-484 19 0.19883 19 0.19883 167965967 5539058529 167965401 167965401
r-834 39 0.145749 39 0.145749 838933383 2129166582 811584529 828248636
r-141 33 0.458333 33 0.458333 6785819 9597994 5575189 5593577
r-770 15 0.419048 15 0.419048 4083 3491 2768 2713
r-69 26 0.507692 26 0.507692 1859157 1617441 1508148 1450166
r-807 26 0.516923 26 0.516923 4829776 4606761 4186443 4200165
r-887 29 0.46798 29 0.46798 4631126 3577488 3271924 3240653
r-70 29 0.37931 29 0.37931 24554894 24105274 20782320 20365007
r-730 27 0.433048 27 0.433048 1547718 1113295 751544 717101
r-804 18 0.470588 18 0.470588 74159 53002 56122 54788
r-527 36 0.385714 36 0.385714 653347354 764380323 593636273 595525435
r-367 18 0.20915 18 0.20915 8427 6719 7019 6374
r-659 25 0.38 25 0.38 2877498 2753807 2411350 2331476
r-239 44 0.169133 44 0.169133 -1 -1 -1 -1
r-588 29 0.192118 29 0.192118 -1 -1 -1 -1
r-810 21 0.495238 21 0.495238 277885 228087 209213 205273
r-311 40 0.480769 40 0.480769 171196381 227967432 157788904 161079405
r-967 21 0.466667 21 0.466667 61632 58999 42872 41121
r-385 19 0.491228 19 0.491228 49445 45596 32884 32162
r-507 28 0.253968 28 0.253968 2210763 2524390 1609576 1574421
r-213 33 0.378788 33 0.378788 176941799 213543107 165163810 166137408
r-203 22 0.415584 22 0.415584 314975 303410 256066 257393
r-577 19 0.19883 19 0.19883 78359 10377898296 77717 77717
r-57 29 0.133005 29 0.133005 -1 -1 -1 -1
r-550 27 0.512821 27 0.512821 4246848 4699956 4089132 4195889
r-486 31 0.36129 31 0.36129 1320184 35461118 1117304 1128083
r-303 23 0.513834 23 0.513834 1707411 1758958 1440491 1401626
r-202 43 0.365449 43 0.365449 -1 -1 -1 -1
r-815 40 0.512821 40 0.512821 1298961031 1322582502 1133800128 1115293440
r-242 28 0.388889 28 0.388889 10528926 1866755 1787173 1502147
r-994 21 0.466667 21 0.466667 504333 420146 401967 396552
r-469 39 0.48583 39 0.48583 1704804353 1592017598 1490388058 1483775780
r-551 29 0.487685 29 0.487685 6904431 4765921 4626071 4498632
r-120 37 0.279279 37 0.279279 -1 -1 -1 -1
r-904 39 0.504723 39 0.504723 837834992 762205348 692477277 674423196
r-186 19 0.105263 19 0.105263 -1 -1 -1 -1
r-886 27 0.39886 27 0.39886 25621176 15492955 2772815 2465245
r-643 23 0.166008 23 0.166008 -1 -1 -1 -1
r-613 24 0.463768 24 0.463768 364751 394513 278703 277655
r-682 27 0.14245 27 0.14245 -1 -1 -1 -1
r-671 25 0.38 25 0.38 3181472 2804825 2664870 2580606
r-193 22 0.506494 22 0.506494 275890 237456 253765 253792
r-578 23 0.237154 23 0.237154 -1 -1 12622389744 8316287227
r-291 30 0.48046 30 0.48046 11836476 10208687 8499007 8188769
r-444 33 0.458333 33 0.458333 128094563 129912561 112135940 112491989
r-489 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-811 34 0.40107 34 0.40107 300593525 298685878 258568008 252134281
r-10 30 0.186207 30 0.186207 5879002 12233257 5476809 5686600
r-795 41 0.256098 41 0.256098 2415706836 -1 2244361762 2308717132
r-860 39 0.364372 39 0.364372 33568130 2132920255 36432698 37682753
r-780 18 0.111111 18 0.111111 -1 -1 -1 -1
r-543 32 0.272177 32 0.272177 64936849 70332872 48845498 47608212
r-319 22 0.311688 22 0.311688 147767 208659 125904 128612
r-461 33 0.458333 33 0.458333 23928283 18450527 14930473 14382213
r-492 30 0.404598 30 0.404598 25078005 30955412 23379782 23722916
r-340 21 0.428571 21 0.428571 125395 146545 91679 91487
r-432 19 0.526316 19 0.526316 93927 96349 87344 83079
r-944 41 0.460976 41 0.460976 -1 -1 -1 -1
r-192 22 0.454545 22 0.454545 192486 148861 123728 118824
r-849 28 0.349206 28 0.349206 20121776 6787614 2702448 2197605
r-65 19 0.51462 19 0.51462 52814 72014 48193 45847
r-337 35 0.480672 35 0.480672 63645583 73855051 53398262 54182217
r-256 28 0.515873 28 0.515873 3049716 3097860 2582854 2530796
r-36 22 0.519481 22 0.519481 266588 276465 223249 218200
r-392 41 0.402439 41 0.402439 2417328222 2973379337 2023324468 1978181288
r-467 27 0.501425 27 0.501425 3152003 4688161 2192122 2122951
r-34 34 0.513369 34 0.513369 67560351 65456275 61103170 62743857
r-982 29 0.133005 29 0.133005 3629510 1941995 2107353 1934772
r-977 26 0.443077 26 0.443077 844778 1015270 660986 659225
r-931 38 0.14936 38 0.14936 -1 -1 -1 -1
r-905 37 0.348348 37 0.348348 -1 -1 1615263312 1146828653
r-768 17 0.382353 17 0.382353 5603 25277 4455 4467
r-350 37 0.405405 37 0.405405 1018236222 915024498 862133021 838730830
r-198 40 0.466667 40 0.466667 2322903068 2178828922 1982954624 1936228474
r-72 32 0.508065 32 0.508065 46430491 45066675 40408160 39779331
r-968 20 0.189474 20 0.189474 24147 26334 17811 17610
r-425 33 0.503788 33 0.503788 98443142 97973422 87257703 86721096
r-247 20 0.336842 20 0.336842 3190440 1676580 509095 443509
r-318 34 0.213904 34 0.213904 175860224 98763807 133306497 129279693
r-805 18 0.294118 18 0.294118 23369966 8421799 1845186 1143356
r-741 25 0.153333 25 0.153333 117519 147110 103059 109899
r-669 15 0.514286 15 0.514286 4026 4399 3655 3650
r-241 30 0.0666667 30 0.0666667 -1 -1 -1 -1
r-919 18 0.470588 18 0.470588 59118 54838 38338 36943
r-929 36 0.107937 36 0.107937 -1 -1 -1 -1
r-517 20 0.394737 20 0.394737 31671 44750 20661 20472
r-236 40 0.501282 40 0.501282 1710496339 1681262520 1506761738 1488581654
r-584 30 0.287356 30 0.287356 14340025 22080791 13332389 13510500
r-753 41 0.460976 41 0.460976 -1 -1 -1 -1
r-914 26 0.212308 26 0.212308 502390 1160619 452836 463584
r-234 24 0.228261 24 0.228261 5401860 -1 5396104 5396104
r-269 27 0.501425 27 0.501425 5010919 4279904 4127406 4072317
r-774 24 0.463768 24 0.463768 381660 470416 258814 253974
r-821 29 0.295567 29 0.295567 16077749 22136425 14998536 15188343
r-282 34 0.486631 34 0.486631 38732709 39759843 27616518 27048571
r-512 29 0.246305 29 0.246305 9582442 11443136 7898990 7708807
r-726 32 0.497984 32 0.497984 72932199 100680060 59601283 58103012
r-422 20 0.478947 20 0.478947 237546 280846 207483 204328
r-160 16 0.233333 16 0.233333 16067 14775 11875 9902
r-368 26 0.409231 26 0.409231 1990693 945440 604342 572478
r-179 24 0.463768 24 0.463768 2300089 2189558 1913763 1866701
r-416 16 0.233333 16 0.233333 37321841 34069812 6585771 4861868
r-427 21 0.466667 21 0.466667 506044 490510 432766 423738
r-475 29 0.413793 29 0.413793 45931164 41064439 39346773 38476041
r-840 31 0.451613 31 0.451613 8283225 8954493 6880306 6950278
r-698 17 0.308824 17 0.308824 6298347 2207627 1087661 818853
r-286 20 0.394737 20 0.394737 77830 86760 61505 59435
r-878 18 0.522876 18 0.522876 34478 41399 33498 35315
r-363 38 0.102418 38 0.102418 44966937 291105220 42002398 45473137
r-84 32 0.225806 32 0.225806 -1 -1 -1 -1
r-402 20 0.336842 20 0.336842 102940 102407 81367 79055
r-986 34 0.336898 34 0.336898 6427394 -1 5797433 5858275
r-689 43 0.504983 43 0.504983 2437681453 2390232069 2035051721 1994933193
r-600 36 0.512698 36 0.512698 385954183 394784974 345832407 345863235
r-231 35 0.363025 35 0.363025 10889375 185891136 9448890 9456144
r-813 45 0.353535 45 0.353535 214771766 -1 238247101 246935506
r-762 20 0.189474 20 0.189474 21101352 -1 21100733 21100733
r-322 24 0.391304 24 0.391304 130952 989929 94589 94582
r-330 17 0.308824 17 0.308824 15827 20088 13757 13478
r-490 31 0.516129 31 0.516129 34298950 32223916 29854438 29146610
r-854 23 0.355731 23 0.355731 297725 393744 230132 233120
r-9 24 0.518116 24 0.518116 1454095 1333010 1271538 1257849
r-589 22 0.519481 22 0.519481 736408 622801 660705 665532
r-482 21 0.514286 21 0.514286 258427 246478 219400 215753
r-576 29 0.295567 29 0.295567 -1 6456375794 738099337 571802088
r-670 44 0.443975 44 0.443975 673674969 975229101 699733321 712997508
r-105 16 0.525 16 0.525 9314 7965 8263 8364
r-417 26 0.409231 26 0.409231 2619824 2704094 2174058 2165171
r-707 44 0.494715 44 0.494715 1682619935 1647047295 1161174544 1137229519
