instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-36 24 0.65942 24 0.576087 5155965 3270071 3270071 4656178 4191147 9119137 5498689 5498689 4020158 3649798 3649798
r-543 24 0.130435 24 0.652174 125752 78952 78952 204820 140536 178387 126033 126033 199446 121388 121388
r-22 24 0.173913 24 0.311594 1258379 281094 281094 880934 1079564 1847231 373801 373801 1238622 693274 693274
r-816 24 0.456522 24 0.67029 1261286 675152 1261286 1459552 1291925 2037746 1029945 2037746 1652796 1615048 1652796
r-150 24 0.778986 24 0.380435 248791 118390 118390 483325 268636 387180 172942 172942 456104 291775 291775
r-854 24 0.532609 24 0.336957 1730261 2248610 1730261 3281836 1757005 2801663 3552333 2801663 2506480 3184646 2506480
r-236 24 0.282609 24 0.862319 60771 146856 60771 150400 62965 89273 225214 89273 111462 184058 111462
r-175 24 0.695652 24 0.641304 3140637 1971345 1971345 2867213 2587887 5376536 3148129 3148129 2940856 3101957 3101957
r-680 24 0.0362319 24 0.547101 344462 19286 19286 724360 212300 523165 29463 29463 404460 53943 53943
r-954 24 0.873188 24 0.481884 216634 187861 187861 398589 242162 311969 292388 292388 257119 207249 207249
r-929 24 0.905797 24 0.532609 516869 86524 86524 363051 294147 857098 129148 129148 702426 234229 234229
r-217 24 0.5 24 0.394928 2392001 3190684 2392001 2952331 2159823 4171027 5967966 4171027 2988308 3475050 2988308
r-881 24 0.706522 24 0.764493 616746 1093419 616746 989684 597343 768638 1431123 768638 558580 970917 558580
r-377 24 0.938406 24 0.721014 4325032 189568 189568 2240773 999291 5683724 240674 240674 6296730 401676 401676
r-226 24 0.0181159 24 0.692029 166215 8027 8027 77217 75553 263057 14527 14527 99658 14921 14921
r-748 24 0.576087 24 0.213768 178294 175955 178294 420781 211895 272995 255365 272995 170398 369553 170398
r-670 24 0.148551 24 0.844203 22432 28595 28595 40269 22992 33174 45167 45167 27636 36378 36378
r-798 24 0.927536 24 0.59058 497927 88904 88904 384150 168519 739508 109499 109499 1137537 106072 106072
r-752 24 0.98913 24 0.173913 20534 1773 1773 24142 9354 42051 6562 6562 21590 7383 7383
r-580 24 0.771739 24 0.521739 1056572 249677 249677 742636 834312 1930828 364504 364504 876872 775519 775519
r-885 24 0.48913 24 0.981884 26559 1491453 26559 1281649 25369 34569 2091183 34569 63741 1683515 63741
r-675 24 0.438406 24 0.434783 5113715 5317682 5113715 5741289 4678255 9222714 9796719 9222714 5016157 5151635 5016157
r-620 24 0.894928 24 0.641304 1396959 141129 141129 890796 569533 2087640 187459 187459 1364750 700220 700220
r-183 24 0.293478 24 0.76087 121089 167756 121089 326783 137528 179350 253038 179350 212951 289024 212951
r-154 24 0.355072 24 0.351449 3524810 3440504 3524810 3993465 3029188 6030158 5933457 6030158 3717548 3491672 3717548
r-140 24 0.467391 24 0.65942 926164 1142211 926164 1601323 917245 1457801 1806447 1457801 1175585 1340555 1175585
r-501 24 0.518116 24 0.34058 1072826 1093259 1072826 2260189 1130475 1754463 1703203 1754463 1471410 1564183 1471410
r-410 24 0.347826 24 0.568841 1662849 1421813 1421813 2715431 1614493 2598432 2330875 2330875 2722418 2381620 2381620
r-560 24 0.192029 24 0.84058 27418 31130 27418 63763 27950 41285 47426 41285 42999 60586 42999
r-220 24 0.73913 24 0.811594 409377 1346241 409377 1241622 382104 515379 2063256 515379 535353 912255 535353
r-128 24 0.304348 24 0.76087 80074 96217 80074 374684 101391 129309 142456 129309 224240 267020 224240
r-78 24 0.695652 24 0.105072 41814 62316 41814 79813 39655 64864 107180 64864 53267 68431 53267
r-812 24 0.677536 24 0.967391 102356 23461083 102356 11660816 95538 147924 28057098 147924 145007 49598553 145007
r-639 24 0.615942 24 0.057971 10495 143166 10495 53909 9883 17334 215205 17334 25829 106310 25829
r-964 24 0.865942 24 0.423913 190387 68443 68443 254103 181125 270706 100382 100382 149571 72802 72802
r-651 24 0.894928 24 0.815217 470186 70294 70294 286393 325429 553965 70949 70949 1242298 539101 539101
r-756 24 0.688406 24 0.471014 701869 1348597 1348597 1128756 704381 1044908 2228638 2228638 1494641 1747171 1747171
r-21 24 0.967391 24 0.692029 29101542 106794 106794 20621666 1400025 38606060 140198 140198 27103779 181781 181781
r-367 24 0.355072 24 0.963768 19939 262981 19939 239122 17478 31824 382411 31824 28941 261438 28941
r-700 24 0.485507 24 0.351449 2209424 3678118 2209424 3353047 2142092 3777224 7014015 3777224 2439664 2837930 2439664
r-591 24 0.619565 24 0.206522 159960 85735 159960 298831 158495 246222 129364 246222 207936 238696 207936
r-341 24 0.514493 24 0.326087 1139605 1040718 1139605 1653258 1109747 1788677 1635166 1788677 1197428 1392553 1197428
r-30 24 0.123188 24 0.518116 240423 53822 53822 434973 238832 373115 81786 81786 410441 139198 139198
r-364 24 0.663043 24 0.778986 475528 1345875 475528 1118352 499304 653302 2234041 653302 988641 987299 988641
r-160 24 0.956522 24 0.597826 14989458 43706 43706 10674594 705219 18160254 55773 55773 16424276 277031 277031
r-612 24 0.40942 24 0.554348 4558846 4884880 4884880 6374064 4309176 7745909 8450993 8450993 5860570 6277887 6277887
r-480 24 0.706522 24 0.398551 520406 539547 539547 985692 533212 772674 848228 848228 590485 642758 642758
r-623 24 0.793478 24 0.130435 28265 26051 28265 62422 29200 43326 42340 43326 45465 55741 45465
r-1 24 0.25 24 0.73913 87888 75352 75352 157030 108759 113123 107600 107600 112668 92145 92145
r-741 24 0.384058 24 0.967391 7361 84466 7361 69024 6249 9717 136736 9717 63584 109182 63584
r-799 24 0.778986 24 0.862319 199292 616626 199292 502305 222798 235527 814522 235527 2138685 1008900 2138685
r-774 24 0.137681 24 0.0978261 55587 173662 55587 162784 55752 70599 220889 70599 833465 5606176 833465
r-967 24 0.23913 24 0.213768 656424 959205 656424 974273 607724 954933 1420830 954933 1627618 1427515 1627618
