instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-443 34 0.0588235 34 0.0588235 629 629 629
r-623 43 0.27907 43 0.27907 2800 2722 2638
r-334 40 0.328205 40 0.328205 194904640 273961657 171460613
r-990 47 0.194265 47 0.194265 -1 -1 -1
r-221 19 0.19883 19 0.19883 193 193 193
r-752 18 0.20915 18 0.20915 174 174 174
r-421 43 0.431894 43 0.431894 347638143 388354495 273576700
r-791 50 0.392653 50 0.392653 1448806 1226632 1027883
r-371 44 0.473573 44 0.473573 339293801 292598644 211232131
r-459 37 0.348348 37 0.348348 6462 6523 5150
r-883 32 0.225806 32 0.225806 1139406 2373388 965883
r-591 37 0.24024 37 0.24024 21348813 33345217 13408778
r-108 37 0.495495 37 0.495495 13999557 21940543 10283128
r-638 25 0.453333 25 0.453333 409324 600412 349333
r-95 19 0.409357 19 0.409357 184 177 187
r-804 49 0.079932 49 0.079932 1228 1228 1228
r-326 35 0.292437 35 0.292437 270 270 270
r-861 34 0.427807 34 0.427807 101369 66747 74457
r-428 36 0.512698 36 0.512698 10238872 11511802 7086471
r-499 26 0.270769 26 0.270769 154644 77007 134175
r-748 37 0.153153 37 0.153153 45532518 39491694 16565514
r-943 10 0.355556 10 0.355556 58 58 58
r-561 46 0.476329 46 0.476329 898761899 910161226 652090062
r-858 38 0.14936 38 0.14936 646 646 646
r-715 16 0.458333 16 0.458333 2164 5806 1884
r-474 21 0.380952 21 0.380952 381 385 356
r-172 50 0.470204 50 0.470204 120356948 75283327 52654403
r-269 14 0.43956 14 0.43956 1646 2034 1557
r-79 17 0.514706 17 0.514706 4681 4139 3801
r-820 14 0.263736 14 0.263736 592 741 578
r-813 16 0.325 16 0.325 107 107 107
r-100 39 0.504723 39 0.504723 15217395 17624528 5446184
r-580 31 0.425806 31 0.425806 14806 15907 10865
r-619 39 0.437247 39 0.437247 122591519 133347855 104052411
r-652 45 0.454545 45 0.454545 -1 1282917600 661551978
r-626 26 0.516923 26 0.516923 126743 177569 117101
r-557 11 0.436364 11 0.436364 63 70 68
r-234 14 0.362637 14 0.362637 420 493 317
r-163 23 0.498024 23 0.498024 1991 2804 1914
r-183 24 0.228261 24 0.228261 284 304 302
r-171 49 0.462585 49 0.462585 46687101 47437172 34256700
r-360 10 0.2 10 0.2 65 65 65
r-525 44 0.241015 44 0.241015 -1 -1 -1
r-665 39 0.510121 39 0.510121 6322268 2899763 5298184
r-224 23 0.474308 23 0.474308 3541 6090 3547
r-795 37 0.513514 37 0.513514 2157051 2350098 1032750
r-362 28 0.253968 28 0.253968 92193 85080 60757
r-272 39 0.48583 39 0.48583 35262792 38293319 24063299
r-541 31 0.425806 31 0.425806 5291 7218 4520
r-904 17 0.529412 17 0.529412 5154 11910 3809
r-481 16 0.458333 16 0.458333 6129 6079 4992
r-364 32 0.175403 32 0.175403 451 451 451
