instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf mcsplit+randombigf
r-313 24 0.344203 24 0.344203 242888 13617032 8456 8223
r-299 21 0.180952 21 0.180952 23038 20861 9696 9442
r-384 21 0.428571 21 0.428571 44000 7758 32775 32435
r-518 40 0.0974359 40 0.0974359 -1 -1 -1 -1
r-792 24 0.0833333 24 0.0833333 -1 -1 -1 -1
r-937 15 0.533333 15 0.533333 1363 4667 1290 1315
r-104 36 0.474603 36 0.474603 7860855 26397996 3795233 3792965
r-662 17 0.382353 17 0.382353 3206 707 2288 2250
r-965 18 0.20915 18 0.20915 591045 2331555 566 566
r-964 45 0.509091 45 0.509091 -1 -1 -1 -1
r-158 44 0.511628 44 0.511628 -1 -1 -1 -1
r-899 26 0.369231 26 0.369231 1812145 1483612 1634689 1654914
r-194 33 0.492424 33 0.492424 13576956 4153093 10474721 10766903
r-585 34 0.299465 34 0.299465 66062244 8122157 62930489 64063824
r-674 19 0.51462 19 0.51462 96966 19926 83827 82738
r-851 16 0.5 16 0.5 5549 3694 4699 4587
r-41 45 0.490909 45 0.490909 390524961 847138005 209275236 208380109
r-796 21 0.514286 21 0.514286 27061 79142 15234 14589
r-778 45 0.438384 45 0.438384 -1 -1 -1 -1
r-106 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-83 26 0.52 26 0.52 1016257 1055327 780510 755206
r-784 25 0.453333 25 0.453333 726393 1824211 547836 546963
r-911 33 0.378788 33 0.378788 6038725 17077176 4925069 4906363
r-19 22 0.311688 22 0.311688 100673 435102 3983 4158
r-281 24 0.507246 24 0.507246 311354 464042 252263 252158
r-87 41 0.47561 41 0.47561 -1 -1 -1 -1
r-493 18 0.424837 18 0.424837 10799 6660 8633 8719
r-159 19 0.51462 19 0.51462 24724 3616 21310 21163
r-538 29 0.502463 29 0.502463 1562017 3443366 1058626 1031023
r-454 26 0.270769 26 0.270769 966914 322790 825250 841978
r-171 25 0.22 25 0.22 84369 852174 39654 38870
r-222 35 0.510924 35 0.510924 57783651 20038847 49767132 49192763
r-871 35 0.161345 35 0.161345 -1 -1 -1 -1
r-612 28 0.304233 28 0.304233 11624256 87900749 35443 34130
r-524 32 0.465726 32 0.465726 27065660 19143867 23962604 23902408
r-846 25 0.08 25 0.08 -1 -1 -1 -1
r-253 20 0.394737 20 0.394737 6789 30897 4265 4281
r-379 29 0.246305 29 0.246305 2344247 3753304 1641871 1618854
r-316 43 0.498339 43 0.498339 -1 -1 -1 -1
r-73 37 0.513514 37 0.513514 74440053 19532939 66227049 67561673
r-451 37 0.198198 37 0.198198 281714218 195059508 279046374 286216317
r-638 29 0.46798 29 0.46798 3752533 8792030 2956662 2935680
r-81 28 0.349206 28 0.349206 3149166 1078083 3142057 3200629
r-430 34 0.513369 34 0.513369 29967445 22015795 26767151 26828824
r-94 22 0.506494 22 0.506494 173966 207266 151333 147815
r-873 38 0.500711 38 0.500711 152440385 189587391 134869277 134409355
r-347 33 0.170455 33 0.170455 -1 -1 -1 -1
r-22 43 0.431894 43 0.431894 92677658 15434409 86404976 88178903
r-400 19 0.350877 19 0.350877 3591 32096 3247 3209
r-827 20 0.189474 20 0.189474 -1 -1 239 239
r-16 35 0.494118 35 0.494118 44006769 128393820 35520187 35565247
r-285 28 0.47619 28 0.47619 771353 2508301 538619 527281
r-345 21 0.32381 21 0.32381 11954 124677 1086 1086
r-522 25 0.453333 25 0.453333 257227 66879 197580 192489
r-386 34 0.258467 34 0.258467 54394824 -1 41794660 41795013
r-295 37 0.483483 37 0.483483 255138442 97948390 223003774 222095497
r-48 45 0.480808 45 0.480808 257587551 771289565 133768142 133062813
r-678 37 0.198198 37 0.198198 50753544 45563476 43104049 44613306
r-246 39 0.415655 39 0.415655 6724437 35346365 2942036 2851436
r-993 22 0.311688 22 0.311688 196019 373864 167004 167573
r-531 15 0.247619 15 0.247619 902 1108 695 703
r-897 32 0.465726 32 0.465726 4835501 1547290 4552098 4634564
r-114 19 0.19883 19 0.19883 3263 3167 2824 2806
r-481 19 0.409357 19 0.409357 26637 29973 23605 23516
r-375 33 0.0606061 33 0.0606061 -1 -1 -1 -1
r-346 37 0.378378 37 0.378378 183071386 37726111 171780720 173677573
r-131 30 0.287356 30 0.287356 -1 -1 47106 45642
r-954 22 0.506494 22 0.506494 123035 234603 110580 112646
r-536 30 0.404598 30 0.404598 277133 1147125 66250 64906
r-586 28 0.42328 28 0.42328 690807 562424 595180 607654
r-957 27 0.14245 27 0.14245 151972 976391 145008 153332
r-103 23 0.237154 23 0.237154 132267 108752 126070 129058
r-583 35 0.443697 35 0.443697 120751163 98021733 107398028 107280626
r-568 38 0.477952 38 0.477952 459407655 228388343 403593826 400797164
r-38 27 0.512821 27 0.512821 2503657 722200 2090588 2039531
r-990 41 0.139024 41 0.139024 -1 -1 -1 -1
r-702 20 0.521053 20 0.521053 18968 83895 17584 17783
r-654 17 0.220588 17 0.220588 12535 3599 10956 11072
r-249 33 0.409091 33 0.409091 14584974 40918336 12903088 12883209
r-494 21 0.428571 21 0.428571 13361 56740 7074 7074
r-666 26 0.470769 26 0.470769 793973 190002 609429 601856
r-439 32 0.352823 32 0.352823 13879129 8163675 12256201 12302094
r-145 18 0.424837 18 0.424837 15963 5274 13121 12937
r-154 25 0.153333 25 0.153333 109458 101090 65815 65312
r-766 39 0.48583 39 0.48583 125117707 25981532 99687601 99367626
r-336 42 0.344948 42 0.344948 11109260 -1 9938932 10115164
r-595 42 0.250871 42 0.250871 -1 -1 -1 -1
r-227 28 0.253968 28 0.253968 117982 990352 102807 101452
r-305 40 0.224359 40 0.224359 -1 834534747 45518594 44979873
r-138 18 0.503268 18 0.503268 32726 6060 30160 29849
r-987 39 0.415655 39 0.415655 133702914 547861184 109902038 109633054
r-205 26 0.270769 26 0.270769 -1 -1 16794 16735
r-843 26 0.323077 26 0.323077 262293 602783 201884 197031
r-939 40 0.466667 40 0.466667 34432915 51847305 17627414 16783852
r-212 25 0.153333 25 0.153333 -1 -1 -1 -1
r-6 18 0.20915 18 0.20915 11162 158401 11003 11003
r-559 19 0.526316 19 0.526316 3858 16169 3898 3891
r-421 45 0.127273 45 0.127273 -1 2831760189 366399437 348279642
r-974 21 0.32381 21 0.32381 69864 124890 57953 56386
r-126 29 0.487685 29 0.487685 4353094 9003577 3165820 3144623
r-476 23 0.442688 23 0.442688 94173 141538 38404 34529
r-722 43 0.33887 43 0.33887 -1 -1 -1 -1
r-232 45 0.327273 45 0.327273 -1 -1 -1 -1
r-972 20 0.526316 20 0.526316 119988 24992 104688 102781
r-176 33 0.477273 33 0.477273 11602467 32869083 7218177 7260306
r-505 21 0.495238 21 0.495238 76920 47007 64717 64098
r-382 45 0.490909 45 0.490909 245977862 579709392 135348989 133974085
r-593 17 0.529412 17 0.529412 11648 10505 11093 11159
r-609 42 0.371661 42 0.371661 -1 -1 -1 -1
r-304 33 0.477273 33 0.477273 9646409 3099194 7141011 7075102
r-803 40 0.45 40 0.45 68223610 14397318 60731005 61636779
r-107 29 0.46798 29 0.46798 2170419 8218103 1435660 1422804
r-424 44 0.241015 44 0.241015 -1 -1 -1 -1
r-601 43 0.33887 43 0.33887 -1 -1 -1 -1
r-43 28 0.507937 28 0.507937 684595 2372077 440092 420880
r-898 28 0.494709 28 0.494709 5218220 2513258 4478988 4448801
r-599 39 0.45614 39 0.45614 367546207 69826696 319036333 319531489
r-901 23 0.521739 23 0.521739 307264 50594 269050 268595
r-407 25 0.52 25 0.52 526442 830164 491808 492917
r-351 17 0.514706 17 0.514706 13160 18542 12423 12199
r-941 35 0.494118 35 0.494118 116681901 49492854 99892564 99157640
r-961 34 0.165775 34 0.165775 17927756 14250907 12380797 12071347
r-690 34 0.499109 34 0.499109 59741574 21414603 52463721 52226192
r-124 43 0.245847 43 0.245847 -1 -1 -1 -1
r-973 29 0.246305 29 0.246305 -1 -1 -1 -1
r-516 28 0.253968 28 0.253968 1939328 2401738 1333693 1331481
r-327 31 0.503226 31 0.503226 25660956 14254498 22954188 22808677
r-278 24 0.344203 24 0.344203 444812 211255 390358 395379
r-739 35 0.443697 35 0.443697 97781789 27259368 85571736 86004499
r-515 27 0.358974 27 0.358974 250208 3390420 203793 204424
r-865 38 0.490754 38 0.490754 90391320 30710868 72111900 71507193
r-134 15 0.533333 15 0.533333 3865 5858 3433 3449
r-453 35 0.329412 35 0.329412 26418376 91900338 22410820 22230489
r-757 15 0.419048 15 0.419048 1766 623 1193 1189
r-408 31 0.503226 31 0.503226 2518630 10326801 2220815 2191499
r-948 16 0.233333 16 0.233333 1787 3460 2123 2202
r-775 25 0.5 25 0.5 88737 280365 43119 43404
r-592 45 0.509091 45 0.509091 -1 -1 -1 -1
r-641 27 0.501425 27 0.501425 610443 1322413 577815 568350
r-917 32 0.272177 32 0.272177 251970 -1 226552 226538
r-2 39 0.415655 39 0.415655 8151863 28274086 3722494 3589730
r-996 38 0.507824 38 0.507824 42097073 10435991 35667306 35423723
r-653 44 0.510571 44 0.510571 -1 -1 -1 -1
r-830 29 0.339901 29 0.339901 3879279 1765505 3359150 3529365
r-825 31 0.124731 31 0.124731 9272333 4592824 1052928 1063808
r-298 24 0.0833333 24 0.0833333 10616840 -1 10616771 10616771
r-64 43 0.389812 43 0.389812 62967289 59167635 66572874 68558708
r-724 16 0.525 16 0.525 18049 4415 15979 15509
r-633 34 0.40107 34 0.40107 4670966 3871105 4177079 4192859
r-355 23 0.498024 23 0.498024 93444 175552 55655 56458
r-174 29 0.339901 29 0.339901 11153532 17274017 11053822 11050570
r-11 21 0.466667 21 0.466667 38678 12128 24228 24077
r-788 40 0.45 40 0.45 49121742 155762016 27296265 26586052
r-925 38 0.308677 38 0.308677 95925730 295926990 74736205 74185333
r-170 34 0.370766 34 0.370766 3058261 33462288 432549 430116
r-572 31 0.27957 31 0.27957 7940917 9268345 7483112 7797524
r-297 30 0.404598 30 0.404598 1222677 162569 854985 850803
r-661 40 0.384615 40 0.384615 -1 633451451 93268662 92737850
r-692 20 0.505263 20 0.505263 17599 83048 16501 17032
r-398 32 0.387097 32 0.387097 18924007 38956716 16438137 16291913
r-565 45 0.0868687 45 0.0868687 606505313 -1 570008600 663622373
r-691 41 0.256098 41 0.256098 -1 -1 -1 -1
r-717 32 0.465726 32 0.465726 14786645 35675503 11997259 11937685
r-534 38 0.308677 38 0.308677 120184879 67118459 103675504 109119463
r-980 29 0.517241 29 0.517241 1531429 3318918 1530585 1552804
r-706 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-839 44 0.502114 44 0.502114 522143888 1551367461 481055591 475335780
r-828 33 0.344697 33 0.344697 1115618 18492558 902338 906241
r-66 30 0.404598 30 0.404598 8178249 3229605 7172920 7165307
r-716 44 0.443975 44 0.443975 193105174 54706707 199957036 205288670
r-532 39 0.45614 39 0.45614 12801473 52098183 6397266 6303469
r-742 23 0.300395 23 0.300395 45625 10524606 7936 7957
r-928 41 0.378049 41 0.378049 800465009 -1 745409142 752250500
r-791 42 0.455285 42 0.455285 -1 -1 -1 -1
r-645 36 0.322222 36 0.322222 3164697 -1 2929323 3030001
r-631 30 0.508046 30 0.508046 2265179 9225224 2209757 2241568
r-323 17 0.441176 17 0.441176 10766 27875 4083 4160
r-321 34 0.508021 34 0.508021 14248087 36812472 11798518 11873998
r-135 32 0.508065 32 0.508065 15523417 45945146 14356808 14402782
r-869 21 0.514286 21 0.514286 24660 91350 13554 13637
r-960 24 0.15942 24 0.15942 85597 54652 60480 60768
r-258 20 0.336842 20 0.336842 5359 27697 3359 3316
r-685 28 0.515873 28 0.515873 2279119 434991 1974689 1955338
r-431 35 0.504202 35 0.504202 57795703 30251430 49453857 48398972
r-357 41 0.460976 41 0.460976 -1 -1 -1 -1
r-508 33 0.492424 33 0.492424 4208061 12697825 2070733 2089741
r-243 30 0.508046 30 0.508046 3862980 1441035 3177355 3114810
r-952 21 0.52381 21 0.52381 55107 135652 38975 38392
r-746 39 0.510121 39 0.510121 227519994 47879946 190712390 186595813
r-406 27 0.358974 27 0.358974 163634 382245 134092 135542
r-604 32 0.120968 32 0.120968 -1 -1 -1 -1
r-719 33 0.492424 33 0.492424 34299660 57006153 24257399 24380753
r-394 27 0.518519 27 0.518519 2362144 544772 2146197 2158000
r-621 26 0.470769 26 0.470769 2562912 1063811 2181399 2146388
r-985 16 0.533333 16 0.533333 2436 10796 2483 2508
r-196 25 0.333333 25 0.333333 968636 346414 855196 864084
r-934 18 0.366013 18 0.366013 7274 2205 5245 5708
r-502 37 0.45045 37 0.45045 4675585 37439277 2589145 2540770
r-257 41 0.180488 41 0.180488 -1 972879517 -1 -1
r-838 18 0.470588 18 0.470588 8589 19206 8269 8361
r-955 28 0.515873 28 0.515873 3150720 1579014 2516477 2444208
r-630 35 0.494118 35 0.494118 95085805 34366643 81839554 81081387
r-541 18 0.424837 18 0.424837 6153 7553 2069 2074
r-750 30 0.128736 30 0.128736 438377 619864 424115 428736
r-250 42 0.284553 42 0.284553 -1 -1 -1 -1
r-920 43 0.172757 43 0.172757 -1 -1 -1 -1
r-761 20 0.521053 20 0.521053 101898 93806 89694 87425
r-146 39 0.496626 39 0.496626 177872557 413507805 113921478 115059558
r-112 45 0.505051 45 0.505051 -1 -1 -1 -1
r-40 44 0.40592 44 0.40592 91602412 21683092 92307484 94564951
r-958 16 0.458333 16 0.458333 4999 3209 3910 3895
r-308 22 0.17316 22 0.17316 28153 17687 26182 30893
r-270 26 0.470769 26 0.470769 535927 1188280 471973 476168
r-861 40 0.184615 40 0.184615 -1 -1 -1 -1
r-458 43 0.389812 43 0.389812 28483879 20801767 29337332 30076096
r-161 17 0.117647 17 0.117647 8463 -1 8431 8431
r-723 30 0.45977 30 0.45977 7031242 5568689 5727118 5694742
r-374 33 0.219697 33 0.219697 15087210 6662230 15205169 15531855
r-745 41 0.378049 41 0.378049 -1 -1 -1 -1
r-890 21 0.495238 21 0.495238 24076 105366 25110 24728
r-45 44 0.241015 44 0.241015 -1 -1 -1 -1
r-880 20 0.521053 20 0.521053 14201 61310 13135 13204
r-446 33 0.344697 33 0.344697 1129440 3329919 109866 108569
r-118 28 0.198413 28 0.198413 505179 232020 454571 478129
r-18 23 0.442688 23 0.442688 129668 388038 112126 112775
r-771 36 0.246032 36 0.246032 86062191 55392535 76749093 78755023
r-261 34 0.470588 34 0.470588 15183528 2813727 13063315 13175733
r-62 32 0.483871 32 0.483871 2369254 8701061 1365098 1374412
r-435 45 0.511111 45 0.511111 -1 -1 -1 -1
r-812 24 0.391304 24 0.391304 91912 1408610 22630 22375
r-908 26 0.147692 26 0.147692 147298 237032 136898 143055
r-314 31 0.451613 31 0.451613 646435 2757175 566226 551900
r-718 41 0.504878 41 0.504878 591117078 344176126 517706822 510325536
r-499 17 0.382353 17 0.382353 13666 1249 10711 10705
r-152 27 0.31339 27 0.31339 509007 98712 443373 443368
r-579 42 0.507549 42 0.507549 736342244 346191792 645752315 642001758
r-616 44 0.0454545 44 0.0454545 -1 -1 -1 -1
r-587 33 0.511364 33 0.511364 18368812 19009862 15246788 14908957
r-465 34 0.0588235 34 0.0588235 -1 -1 -1 -1
r-143 15 0.247619 15 0.247619 9977 4270 12124 13628
r-39 30 0.508046 30 0.508046 6484079 2452002 5230130 5107134
r-358 16 0.458333 16 0.458333 3393 1069 2867 2778
r-632 36 0.157143 36 0.157143 11977449 33135235 5681706 5529099
r-332 32 0.497984 32 0.497984 3831275 10056860 2266534 2256261
r-149 29 0.37931 29 0.37931 639915 687405 535240 535629
r-591 31 0.451613 31 0.451613 2154613 993539 1741974 1764632
r-388 35 0.514286 35 0.514286 19538836 40526679 18102727 18145668
r-50 34 0.508021 34 0.508021 22329365 8494421 20882937 20682382
r-151 21 0.466667 21 0.466667 125681 41585 103672 101974
r-473 29 0.37931 29 0.37931 890788 4492905 767328 768484
r-137 22 0.415584 22 0.415584 73894 108347 54236 54377
r-574 41 0.256098 41 0.256098 -1 -1 -1 -1
r-693 30 0.514943 30 0.514943 5880841 2698136 4887285 4864494
r-529 15 0.533333 15 0.533333 3316 5498 2771 2763
r-575 20 0.505263 20 0.505263 100242 63395 84318 80659
r-646 40 0.357692 40 0.357692 73616974 48638774 82996498 82793599
r-216 33 0.219697 33 0.219697 -1 -1 -1 -1
r-147 33 0.117424 33 0.117424 1895100 1610324 1845757 1853107
r-560 38 0.422475 38 0.422475 17016848 20585457 16259645 16452836
r-842 30 0.48046 30 0.48046 4288303 1122937 3482466 3478167
r-100 16 0.525 16 0.525 4422 2803 3854 3808
r-442 21 0.514286 21 0.514286 72303 126218 69079 69461
r-606 39 0.364372 39 0.364372 70256755 418281230 56868001 56439764
r-157 21 0.52381 21 0.52381 57402 291538 58044 58904
r-175 18 0.503268 18 0.503268 15921 41749 10009 10228
r-514 36 0.355556 36 0.355556 18039881 106968750 14458685 14325947
r-383 22 0.519481 22 0.519481 58632 199764 38490 38888
r-328 24 0.518116 24 0.518116 118671 438695 97237 96930
r-477 19 0.491228 19 0.491228 43690 31964 37761 37351
r-521 18 0.503268 18 0.503268 9491 13535 7509 7338
r-238 18 0.366013 18 0.366013 5841 30239 4601 4658
r-60 39 0.48583 39 0.48583 448786570 206893163 375781109 372541208
r-743 41 0.139024 41 0.139024 -1 -1 -1 -1
r-91 36 0.488889 36 0.488889 223672527 85493345 192956308 191294032
r-207 28 0.494709 28 0.494709 2601920 4044035 1977458 1959420
r-457 20 0.505263 20 0.505263 41423 98823 37679 37553
r-301 21 0.514286 21 0.514286 132238 41398 103096 100839
r-399 36 0.246032 36 0.246032 97265624 207361410 62178294 61904582
r-650 30 0.287356 30 0.287356 224116 2046423 171818 169933
r-122 32 0.465726 32 0.465726 2399807 4800171 1589146 1577431
r-626 27 0.358974 27 0.358974 754099 3739293 656911 657301
r-215 36 0.157143 36 0.157143 -1 -1 -1 -1
r-629 24 0.228261 24 0.228261 783112209 -1 712426052 712426052
r-866 45 0.127273 45 0.127273 -1 -1 -1 -1
r-864 15 0.419048 15 0.419048 3308 28818 2536 2587
r-637 38 0.507824 38 0.507824 68432704 192770177 56536223 56450772
r-339 35 0.510924 35 0.510924 70779556 26776896 61520003 60815555
r-836 31 0.511828 31 0.511828 8610384 3967364 7508564 7504361
r-354 16 0.4 16 0.4 2556 968 2073 2054
r-781 20 0.521053 20 0.521053 42430 81885 40945 41384
r-850 37 0.0540541 37 0.0540541 -1 -1 -1 -1
r-484 19 0.19883 19 0.19883 3800342 173728 3800160 3800160
r-834 39 0.145749 39 0.145749 145787751 133273127 165844009 170659237
r-141 33 0.458333 33 0.458333 2957127 2049970 2401498 2416236
r-770 15 0.419048 15 0.419048 1964 964 1061 1046
r-69 26 0.507692 26 0.507692 225113 546061 139515 134657
r-807 26 0.516923 26 0.516923 1363376 786568 1094041 1081338
r-887 29 0.46798 29 0.46798 720960 1818360 523672 528480
r-70 29 0.37931 29 0.37931 3037539 7220273 2759958 2740442
r-730 27 0.433048 27 0.433048 135457 417291 75299 75093
r-804 18 0.470588 18 0.470588 29455 15464 23848 22655
r-527 36 0.385714 36 0.385714 141184957 62481326 122626838 123018054
r-367 18 0.20915 18 0.20915 2508 3680 2279 2168
r-659 25 0.38 25 0.38 366682 1012808 308012 306065
r-239 44 0.169133 44 0.169133 -1 -1 -1 -1
r-588 29 0.192118 29 0.192118 -1 -1 -1 -1
r-810 21 0.495238 21 0.495238 140718 35101 101124 98187
r-311 40 0.480769 40 0.480769 86956413 29805125 76071241 77300715
r-967 21 0.466667 21 0.466667 15175 37742 9665 9914
r-385 19 0.491228 19 0.491228 21550 30250 13374 13553
r-507 28 0.253968 28 0.253968 720150 1259943 562855 554007
r-213 33 0.378788 33 0.378788 61614206 16430004 56083165 56411587
r-203 22 0.415584 22 0.415584 101053 43534 84213 83894
r-577 19 0.19883 19 0.19883 31000 303750 30841 30841
r-57 29 0.133005 29 0.133005 -1 -1 -1 -1
r-550 27 0.512821 27 0.512821 1243617 715888 1014877 1004580
r-486 31 0.36129 31 0.36129 359829 2349870 311079 313385
r-303 23 0.513834 23 0.513834 272000 1035564 247394 244008
r-202 43 0.365449 43 0.365449 -1 -1 -1 -1
r-815 40 0.512821 40 0.512821 244880582 541480880 199807709 198360679
r-242 28 0.388889 28 0.388889 113137 561077 99322 97411
r-994 21 0.466667 21 0.466667 211025 55181 173367 172521
r-469 39 0.48583 39 0.48583 532984018 161046691 474307728 471494864
r-551 29 0.487685 29 0.487685 1170711 2141384 681000 665281
r-120 37 0.279279 37 0.279279 -1 -1 -1 -1
r-904 39 0.504723 39 0.504723 140323443 196357146 105548880 103069002
r-186 19 0.105263 19 0.105263 -1 -1 -1 -1
r-886 27 0.39886 27 0.39886 4726979 11720135 68221 64900
r-643 23 0.166008 23 0.166008 -1 -1 -1 -1
r-613 24 0.463768 24 0.463768 188557 118773 141371 140566
r-682 27 0.14245 27 0.14245 -1 -1 -1 -1
r-671 25 0.38 25 0.38 386460 1112545 319205 318036
r-193 22 0.506494 22 0.506494 112585 34693 95399 93386
r-578 23 0.237154 23 0.237154 -1 -1 2646 2646
r-291 30 0.48046 30 0.48046 1094454 4400087 660056 645836
r-444 33 0.458333 33 0.458333 31653942 15612927 26665464 26411200
r-489 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-811 34 0.40107 34 0.40107 21733354 102012556 17984746 17958469
r-10 30 0.186207 30 0.186207 2705503 4664066 2518886 2685595
r-795 41 0.256098 41 0.256098 890301054 -1 835422588 860887843
r-860 39 0.364372 39 0.364372 7562232 416132135 7420374 7573238
r-780 18 0.111111 18 0.111111 -1 -1 -1 -1
r-543 32 0.272177 32 0.272177 4179049 27789869 2912442 2894930
r-319 22 0.311688 22 0.311688 56245 31625 48166 49127
r-461 33 0.458333 33 0.458333 3722299 7959434 2142413 2097954
r-492 30 0.404598 30 0.404598 6406744 4479012 5278175 5305757
r-340 21 0.428571 21 0.428571 55483 15605 35687 35221
r-432 19 0.526316 19 0.526316 18438 43561 19676 20167
r-944 41 0.460976 41 0.460976 -1 -1 -1 -1
r-192 22 0.454545 22 0.454545 47751 64125 31000 30522
r-849 28 0.349206 28 0.349206 280813 915264 18529 18420
r-65 19 0.51462 19 0.51462 11974 45444 12220 12145
r-337 35 0.480672 35 0.480672 27317047 6365555 20955815 20843346
r-256 28 0.515873 28 0.515873 264526 1214520 207905 204957
r-36 22 0.519481 22 0.519481 23960 120016 19377 19549
r-392 41 0.402439 41 0.402439 339550093 787382388 288043056 285271753
r-467 27 0.501425 27 0.501425 822058 1312756 341020 337038
r-34 34 0.513369 34 0.513369 19448889 6300065 15594140 15315457
r-982 29 0.133005 29 0.133005 1331148 1423985 536129 460255
r-977 26 0.443077 26 0.443077 397746 220752 310982 313581
r-931 38 0.14936 38 0.14936 -1 -1 -1 -1
r-905 37 0.348348 37 0.348348 -1 -1 1331065 1265789
r-768 17 0.382353 17 0.382353 3303 14761 2612 2624
r-350 37 0.405405 37 0.405405 62338035 201395394 52910115 52611146
r-198 40 0.466667 40 0.466667 194586035 580931094 151282351 150681054
r-72 32 0.508065 32 0.508065 5512439 15464898 5007059 5042935
r-968 20 0.189474 20 0.189474 9151 14050 5491 5542
r-425 33 0.503788 33 0.503788 32659420 22631123 27919820 27438124
r-247 20 0.336842 20 0.336842 34513 512041 4607 4707
r-318 34 0.213904 34 0.213904 3786428 32888365 2699775 2684679
r-805 18 0.294118 18 0.294118 61401 1070817 532 532
r-741 25 0.153333 25 0.153333 42545 4559 30966 32835
r-669 15 0.514286 15 0.514286 1776 2681 1514 1494
r-241 30 0.0666667 30 0.0666667 -1 -1 -1 -1
r-919 18 0.470588 18 0.470588 14414 40286 7855 7787
r-929 36 0.107937 36 0.107937 -1 -1 -1 -1
r-517 20 0.394737 20 0.394737 11426 7740 7226 7239
r-236 40 0.501282 40 0.501282 154586335 442049680 123334955 124044314
r-584 30 0.287356 30 0.287356 4694310 4184858 4368024 4465965
r-753 41 0.460976 41 0.460976 -1 -1 -1 -1
r-914 26 0.212308 26 0.212308 274958 435371 249284 255394
r-234 24 0.228261 24 0.228261 224607 -1 222742 222742
r-269 27 0.501425 27 0.501425 1922058 426582 1489653 1432903
r-774 24 0.463768 24 0.463768 62215 319571 40992 41303
r-821 29 0.295567 29 0.295567 4408000 2792055 4193476 4248436
r-282 34 0.486631 34 0.486631 5580596 15502762 3396944 3393746
r-512 29 0.246305 29 0.246305 2078425 4612113 1569947 1558728
r-726 32 0.497984 32 0.497984 18125787 46036579 14380230 14432970
r-422 20 0.478947 20 0.478947 46378 146635 42230 42515
r-160 16 0.233333 16 0.233333 5489 9631 3197 3009
r-368 26 0.409231 26 0.409231 97100 485139 55710 54739
r-179 24 0.463768 24 0.463768 365453 726257 304126 304019
r-416 16 0.233333 16 0.233333 19415 1364581 525 525
r-427 21 0.466667 21 0.466667 93253 162644 71522 70966
r-475 29 0.413793 29 0.413793 1823321 11462996 1368449 1370099
r-840 31 0.451613 31 0.451613 3815681 934021 3098325 3139582
r-698 17 0.308824 17 0.308824 40542 37156 1167 1179
r-286 20 0.394737 20 0.394737 14851 46198 11850 11764
r-878 18 0.522876 18 0.522876 13909 14220 11830 11958
r-363 38 0.102418 38 0.102418 14956868 3812497 13296016 14508153
r-84 32 0.225806 32 0.225806 -1 -1 -1 -1
r-402 20 0.336842 20 0.336842 16072 38500 13915 13853
r-986 34 0.336898 34 0.336898 1550665 -1 1386843 1399949
r-689 43 0.504983 43 0.504983 331879040 850967808 245493194 244409381
r-600 36 0.512698 36 0.512698 87592166 35673304 74015095 72512447
r-231 35 0.363025 35 0.363025 6136162 6055115 5335652 5346622
r-813 45 0.353535 45 0.353535 45847734 -1 46458286 48110366
r-762 20 0.189474 20 0.189474 44689 -1 44461 44461
r-322 24 0.391304 24 0.391304 59833 27398 46412 46639
r-330 17 0.308824 17 0.308824 6552 13664 5988 5933
r-490 31 0.516129 31 0.516129 3452452 9688915 3056924 3004209
r-854 23 0.355731 23 0.355731 112440 59691 83837 84612
r-9 24 0.518116 24 0.518116 570657 158893 481560 472803
r-589 22 0.519481 22 0.519481 232524 48858 194788 192390
r-482 21 0.514286 21 0.514286 42937 103989 42210 42187
r-576 29 0.295567 29 0.295567 -1 55145100 28775 29052
r-670 44 0.443975 44 0.443975 196239207 76774208 178960703 180974256
r-105 16 0.525 16 0.525 3045 3156 2620 2638
r-417 26 0.409231 26 0.409231 888802 333918 719702 726888
r-707 44 0.494715 44 0.494715 153153733 790306401 77507681 77910863
r-349 38 0.500711 38 0.500711 524875377 155515718 469448255 464425048
r-52 16 0.4 16 0.4 11432 15167 828 825
r-428 17 0.220588 17 0.220588 13485 273604 13343 13343
r-27 43 0.449612 43 0.449612 -1 -1 -1 -1
r-740 29 0.512315 29 0.512315 2285620 5464945 1843623 1810588
r-359 39 0.496626 39 0.496626 225978055 532609255 151987430 152127261
r-652 38 0.462304 38 0.462304 187702159 296500309 152742946 152345601
r-995 34 0.45098 34 0.45098 4120895 10593655 2391776 2356848
r-168 35 0.363025 35 0.363025 97744723 139771872 88787744 89319026
r-338 41 0.35122 41 0.35122 -1 -1 -1 -1
r-177 18 0.470588 18 0.470588 13207 17634 7180 7291
r-284 20 0.442105 20 0.442105 97622 69578 82643 81809
r-763 30 0.23908 30 0.23908 -1 -1 -1 -1
r-814 24 0.344203 24 0.344203 67567 44232 55268 55348
r-675 33 0.511364 33 0.511364 9216849 33012148 7065143 7090191
r-162 40 0.480769 40 0.480769 28951306 95274255 14402437 14058428
r-199 31 0.232258 31 0.232258 -1 -1 -1 -1
r-89 28 0.47619 28 0.47619 1649860 619414 1306924 1299108
r-235 23 0.474308 23 0.474308 119892 26553 70624 69041
r-686 42 0.507549 42 0.507549 -1 -1 -1 -1
r-433 35 0.208403 35 0.208403 -1 -1 -1 -1
