instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-131 49 0.294218 24 0.307971 337363776 65887472 65887472 336976605 68875584 548362441 92319981 92319981 295299354 165333144 165333144
r-865 26 0.323077 40 0.310256 99524090 229738185 99524090 236225722 96657816 162610307 419448052 162610307 94431565 225827962 94431565
r-143 46 0.278261 23 0.288538 91520178 19382193 19382193 91045626 20716710 139329796 23201900 23201900 86060327 60249849 60249849
r-718 46 0.313043 30 0.349425 2384813663 903758652 903758652 2357024530 946498159 -1 1532169575 1532169575 2244281241 1467306644 1467306644
r-653 33 0.276515 12 0.30303 45106 3501 3501 43491 4700 45216 3570 3570 24904 6174 6174
r-419 40 0.294872 45 0.337374 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-948 20 0.310526 11 0.472727 11626 3419 3419 10534 4131 15619 4285 4285 5629 2629 2629
r-920 35 0.287395 43 0.258029 3394686581 -1 3394686581 -1 -1 -1 -1 -1 -1 -1 -1
r-176 14 0.307692 36 0.3 50721 381426 50721 361606 50514 55578 451458 55578 67501 286903 67501
r-709 37 0.283784 13 0.282051 39059 2499 2499 37718 2478 39208 2555 2555 32744 4535 4535
r-699 31 0.264516 32 0.310484 149185050 120747379 149185050 161277023 132205062 261453259 203834616 261453259 166825048 157147403 166825048
r-366 16 0.258333 37 0.286787 50547 548356 50547 545736 50160 57860 668638 57860 55895 331333 55895
r-555 18 0.294118 18 0.294118 101726 113182 101726 121709 98785 143922 159536 143922 117847 127620 117847
r-994 23 0.300395 10 0.377778 8283 1566 1566 7452 1837 8616 1643 1643 5070 3146 3146
r-185 18 0.287582 49 0.284014 641432 6237776 641432 6173613 636646 763869 8190146 763869 667698 5819884 667698
r-347 11 0.472727 20 0.263158 1673 12304 1673 11941 1616 1934 17037 1934 1387 6644 1387
r-742 14 0.208791 24 0.264493 3902 28164 3902 27625 3843 4273 34284 4273 19928 34042 19928
r-730 44 0.266385 35 0.315966 -1 1418534930 1418534930 -1 1679919709 -1 2395004074 2395004074 -1 -1 -1
r-33 42 0.308943 26 0.307692 246811969 127305651 127305651 243109710 130921972 439024737 204382541 204382541 210362554 125128160 125128160
r-824 36 0.293651 25 0.316667 88427931 30789388 30789388 86425957 32439892 142729036 49831202 49831202 69431866 51066323 51066323
r-724 13 0.25641 47 0.312673 8863 19472 8863 18714 8860 8195 19197 8195 3144 9384 3144
r-433 25 0.236667 20 0.315789 825733 175362 175362 708079 246734 1294585 236531 236531 527459 440556 440556
r-579 22 0.242424 32 0.302419 3994706 6845171 3994706 7669470 3847915 5855500 10898277 5855500 8386322 9528815 8386322
r-580 25 0.29 44 0.293869 88950150 315039443 88950150 316614180 87407224 132599317 531962801 132599317 163604654 274923753 163604654
r-196 22 0.281385 11 0.327273 9272 1218 1218 8613 1260 9752 1293 1293 4004 1438 1438
r-582 36 0.307937 49 0.305272 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-713 13 0.371795 21 0.285714 6556 30613 6556 29065 5993 8085 43770 8085 9473 19135 9473
r-506 24 0.307971 14 0.274725 101187 30119 30119 97261 29259 136575 35158 35158 91071 37690 37690
r-725 43 0.300111 43 0.301218 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-621 37 0.273273 35 0.319328 1630395298 759309642 759309642 1654587797 813816480 2983190853 1340131299 1340131299 1033405819 768944630 768944630
r-629 38 0.301565 27 0.276353 198840435 110360940 110360940 214462549 109234133 348248534 177133238 177133238 233667683 138121820 138121820
r-471 33 0.316288 14 0.318681 279443 31563 31563 271837 32769 351639 35891 35891 133458 30140 30140
r-478 40 0.301282 48 0.303191 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-640 22 0.324675 28 0.325397 4032233 5781187 4032233 6102411 3924063 6065095 9492604 6065095 2253527 2885014 2253527
r-142 31 0.273118 10 0.133333 566 324 324 643 258 503 245 245 446 230 230
r-383 21 0.295238 40 0.316667 6116843 22440997 6116843 23059370 6017410 8090731 35672560 8090731 9421208 23850803 9421208
r-11 36 0.288889 50 0.302857 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-923 13 0.320513 48 0.317376 28378 119412 28378 117122 28378 28309 119369 28309 34913 196576 34913
r-953 30 0.275862 29 0.317734 37656059 20708955 20708955 39839944 21708121 66101203 34807173 34807173 29351334 25422050 25422050
r-997 50 0.315918 47 0.299722 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-70 20 0.247368 38 0.302987 4018187 12974438 4018187 13574517 3939683 5388470 19829032 5388470 6473465 15036248 6473465
