instance last_unsat_time sat_time total_subproblem_time total_subproblem_time_minus_last_unsat run_time last_unsat_time sat_time total_subproblem_time total_subproblem_time_minus_last_unsat run_time
mcs70_r02_s30_AB03 176 60 428 252 431 266 67 529 263 532
mcs50_r02_s40_AB05 319932 209426 920987 601055 920996 320454 209700 921022 600568 921031
mcs70_b09_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs50_b03_s30_AB05 274 13 337 63 339 240 13 281 41 284
mcs30_b06m_s35_AB02 61186 40 86522 25336 86528 61246 40 86757 25511 86764
mcs90_b09m_s15_AB00 0 0 0 0 0 0 0 0 0 0
mcs50_m4Dr4_s35_AB04 6488 0 8297 1809 8301 6529 282 9289 2760 9293
mcs30_b09_s35_AB00 63046 240 101147 38101 101154 63206 240 101408 38202 101417
mcs90_r005_s50_AB02 11 0 13 2 15 6 0 7 1 8
mcs50_m2Dr2_s20_AB07 24 0 29 5 31 14 0 16 2 18
mcs50_b09_s40_AB08 42768 9638 87793 45025 87800 42887 9701 88045 45158 88053
mcs50_m4Dr2_s35_AB02 5093 1839 8083 2990 8088 5174 1866 8225 3051 8230
mcs30_m2Dr6_s30_AB06 2196 385 3528 1332 3531 2195 385 3487 1292 3492
mcs70_r02_s10_AB02 0 0 0 0 0 0 0 0 0 0
mcs10_r005_s20_AB04 1 0 1 0 1 1 1 2 1 2
mcs30_b03m_s25_AB09 21 1 24 3 26 38 2 46 8 47
mcs10_r01_s20_AB07 3 2 5 2 6 3 2 5 2 7
mcs50_m2Dr4_s10_AB07 0 0 0 0 0 0 0 0 0 0
mcs90_b09m_s25_AB08 0 0 0 0 0 0 0 0 0 0
mcs90_m2D_s50_AB05 0 1 1 1 1 0 1 1 1 1
mcs70_r02_s10_AB03 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr2_s30_AB09 16 10 30 14 32 16 10 30 14 32
mcs10_r01_s30_AB04 4978 0 7440 2462 7444 4976 52 7314 2338 7320
mcs90_b06m_s25_AB08 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr2_s40_AB07 3 2 5 2 7 3 2 5 2 7
mcs10_m2Dr4_s50_AB04 313822 600777 999994 686172 1000000 317754 596473 999994 682240 1000000
mcs30_r005_s35_AB06 27254 967 33808 6554 33813 26745 963 33273 6528 33277
mcs70_m2Dr2_s25_AB09 46 25 86 40 88 48 25 88 40 91
mcs50_b03m_s20_AB08 1 0 1 0 1 1 0 1 0 1
mcs90_m2Dr4_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs30_m4Dr4_s50_AB04 234201 708359 999995 765794 1000000 232772 710429 999994 767222 1000000
mcs70_m2Dr6_s35_AB03 1198 228 1890 692 1894 1182 224 1954 772 1957
mcs70_m3Dr2_s35_AB01 216 113 418 202 421 251 179 519 268 522
mcs90_b09_s50_AB02 61 0 94 33 96 76 1 110 34 112
mcs70_m2Dr2_s25_AB04 58 22 94 36 96 58 22 94 36 96
mcs50_r02_s30_AB01 12582 2781 27701 15119 27708 12608 2783 27800 15192 27807
mcs50_m3D_s15_AB05 1 1 2 1 3 1 1 2 1 3
mcs70_b06_s20_AB07 3 0 4 1 6 3 0 4 1 6
mcs50_b09m_s35_AB08 110446 503 185307 74861 185315 111135 505 186096 74961 186105
mcs50_m2Dr6_s50_AB06 491784 359459 999993 508209 1000000 489067 363085 999993 510926 1000000
mcs50_r005_s20_AB01 4 0 4 0 5 4 0 4 0 5
mcs30_m2Dr6_s50_AB01 195149 738657 999992 804843 1000000 195201 738227 999993 804792 1000000
mcs30_b03m_s25_AB03 32 13 48 16 50 58 24 88 30 90
mcs70_b06_s25_AB00 12 7 24 12 26 12 7 24 12 26
mcs70_b09m_s15_AB00 1 0 1 0 2 0 0 0 0 1
mcs10_r02_s20_AB02 47 1 74 27 76 48 1 75 27 77
mcs70_b09m_s35_AB07 698 245 1608 910 1614 701 245 1531 830 1538
mcs30_b06m_s25_AB09 253 655 1024 771 1027 153 396 619 466 622
mcs30_r01_s40_AB05 512363 188868 999993 487630 1000000 515344 184434 999992 484648 1000000
mcs90_m2Dr4_s40_AB02 5 0 5 0 6 5 0 5 0 6
mcs50_b09_s20_AB04 1 0 1 0 1 1 0 1 0 3
mcs90_b06m_s15_AB08 0 0 0 0 0 0 0 0 0 0
mcs90_b03_s30_AB04 1 0 1 0 2 2 1 3 1 4
mcs30_b03_s35_AB05 1189 771 2168 979 2172 1146 782 2266 1120 2269
mcs90_b06m_s25_AB04 0 0 0 0 0 0 0 0 0 0
mcs70_m3Dr6_s40_AB06 87531 2786 129673 42142 129681 87645 2778 129881 42236 129887
mcs10_r01_s50_AB03 535600 29352 999991 464391 1000000 536913 25998 999992 463079 1000000
mcs90_r005_s40_AB00 2 0 2 0 4 1 0 1 0 2
mcs50_b06m_s35_AB04 18588 51699 79017 60429 79024 18533 51656 78804 60271 78809
mcs10_r005_s25_AB06 13 6 20 7 21 7 3 10 3 11
mcs30_b03m_s40_AB00 1542 3261 5063 3521 5066 1169 3266 4699 3530 4701
mcs70_m4D_s25_AB04 31 11 47 16 49 32 11 48 16 50
mcs90_b03m_s10_AB06 0 0 0 0 0 0 0 0 0 0
mcs50_b09_s50_AB09 310178 457095 999993 689815 1000000 310017 457164 999991 689974 1000000
mcs90_m3Dr6_s10_AB02 0 0 0 0 0 0 0 0 0 0
mcs30_r02_s20_AB09 76 7 127 51 129 76 7 127 51 129
mcs50_b06_s35_AB00 18612 217 26789 8177 26793 18469 216 27101 8632 27106
mcs90_m3Dr2_s30_AB08 0 1 1 1 2 0 1 1 1 2
mcs50_b09m_s30_AB09 6550 109 11805 5255 11811 6544 109 11538 4994 11544
mcs70_b09_s35_AB04 411 278 1113 702 1117 413 279 1007 594 1012
mcs30_m2D_s30_AB06 114 129 265 151 268 112 127 261 149 264
mcs70_r02_s20_AB05 6 3 10 4 12 6 3 10 4 12
mcs90_b09m_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs70_b06_s50_AB07 97552 0 134702 37150 134708 97769 698 135384 37615 135388
mcs90_m2Dr2_s30_AB08 11 0 13 2 15 6 0 7 1 9
mcs50_b06m_s30_AB06 1162 417 2182 1020 2188 1170 420 2206 1036 2212
mcs90_b06m_s30_AB08 0 0 0 0 0 0 0 0 0 0
mcs70_m3Dr2_s35_AB04 287 24 458 171 462 237 24 407 170 410
mcs50_b03m_s40_AB02 14696 32094 49300 34604 49304 14627 31990 49265 34638 49269
mcs90_m3Dr6_s30_AB03 1 1 2 1 2 1 1 2 1 3
mcs50_m2D_s40_AB01 50867 0 59057 8190 59061 51325 91877 151550 100225 151554
mcs70_b09_s50_AB02 83004 21284 166772 83768 166780 83480 21306 167680 84200 167687
mcs90_r005_s35_AB06 1 0 1 0 3 1 1 2 1 3
mcs90_b06_s15_AB00 0 0 0 0 0 0 0 0 0 0
mcs10_r02_s25_AB00 1039 6 1965 926 1970 1037 6 1883 846 1888
mcs50_b09_s20_AB08 6 1 9 3 11 6 1 10 4 11
mcs10_r02_s40_AB01 362614 194051 999990 637376 1000000 361756 195491 999991 638235 1000000
mcs50_r02_s30_AB04 14043 7168 34516 20473 34524 14033 7167 34700 20667 34707
mcs70_b06m_s15_AB01 2 0 2 0 3 2 0 2 0 3
mcs30_b03m_s30_AB02 168 22 209 41 211 170 22 211 41 214
mcs10_m2D_s50_AB05 742801 134621 999994 257193 1000000 744019 130651 999994 255975 1000000
mcs90_r005_s50_AB00 5 0 6 1 8 3 0 4 1 5
mcs90_b03_s50_AB02 15 0 17 2 19 27 0 31 4 34
mcs50_m3Dr6_s20_AB09 6 15 22 16 23 9 24 36 27 38
mcs70_r005_s20_AB01 1 0 1 0 1 0 0 0 0 0
mcs70_m2Dr4_s50_AB03 572037 263083 999994 427957 1000000 573129 261451 999993 426864 1000000
mcs70_m2D_s35_AB05 811 489 1481 670 1484 832 476 1618 786 1622
mcs50_b03m_s10_AB00 0 0 0 0 0 0 0 0 0 0
mcs30_r005_s35_AB00 2111 1075 3769 1658 3772 2134 1087 3963 1829 3967
mcs90_m3Dr6_s10_AB07 0 0 0 0 0 0 0 0 0 0
mcs90_b03_s40_AB03 4 0 4 0 5 4 0 4 0 5
mcs90_b03m_s25_AB05 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr4_s10_AB08 0 0 0 0 0 0 0 0 0 0
mcs30_b03m_s50_AB08 678951 240221 999995 321044 1000000 674349 249383 999996 325647 1000000
mcs90_b03m_s20_AB06 0 0 0 0 0 0 0 0 0 0
mcs10_r02_s40_AB05 305660 307342 999989 694329 1000000 305669 306435 999989 694320 1000000
mcs90_b09m_s40_AB07 6 1 9 3 11 4 1 6 2 7
mcs90_r01_s50_AB02 4 1 6 2 7 4 1 6 2 8
mcs30_m3Dr6_s25_AB07 260 44 421 161 425 259 44 419 160 424
mcs50_r01_s25_AB00 186 684 941 755 943 113 411 566 453 569
mcs70_r01_s15_AB01 0 0 0 0 0 0 0 0 0 1
mcs50_r02_s10_AB02 0 0 0 0 0 0 0 0 0 0
mcs30_m2Dr6_s30_AB09 759 591 1759 1000 1764 756 589 1646 890 1650
mcs70_b09m_s35_AB04 979 166 2075 1096 2081 972 165 2105 1133 2110
mcs90_r02_s40_AB08 2 0 2 0 4 2 0 2 0 4
mcs90_r02_s20_AB09 0 0 0 0 0 0 0 0 0 0
mcs50_b03m_s20_AB02 7 0 8 1 9 7 0 8 1 9
mcs90_b03m_s35_AB04 8 1 9 1 11 8 1 10 2 11
mcs10_r02_s30_AB06 20458 113 41485 21027 41491 20432 113 41450 21018 41458
mcs50_r01_s30_AB03 2584 4595 8401 5817 8406 2583 4610 8411 5828 8416
mcs50_b03m_s25_AB02 32 0 39 7 41 55 5 73 18 76
mcs30_b03m_s40_AB02 17242 628 20610 3368 20613 17467 624 21148 3681 21153
mcs70_b09m_s15_AB07 1 0 1 0 2 1 0 1 0 2
mcs90_b06m_s30_AB02 0 0 0 0 0 0 0 0 0 1
mcs90_r02_s30_AB05 0 1 1 1 1 0 1 1 1 2
mcs50_b03m_s25_AB03 51 0 62 11 64 29 0 35 6 37
mcs30_b06_s40_AB02 138262 84980 275599 137337 275606 138136 84678 275052 136916 275060
mcs50_b06_s20_AB09 25 1 41 16 44 16 0 24 8 28
mcs50_m4Dr2_s35_AB04 3805 2964 7546 3741 7552 3950 3039 8261 4311 8264
mcs70_m2D_s25_AB04 22 46 73 51 75 22 46 73 51 75
mcs10_r005_s25_AB00 99 19 125 26 127 183 36 233 50 235
mcs50_b03_s25_AB01 47 1 57 10 58 46 1 56 10 58
mcs50_b09_s25_AB01 356 0 643 287 647 352 3 682 330 688
mcs90_b09_s25_AB01 1 0 1 0 1 1 0 1 0 1
mcs90_b06m_s50_AB07 5 0 6 1 7 5 0 6 1 8
mcs90_r02_s30_AB04 0 0 0 0 0 0 0 0 0 1
mcs70_b03_s25_AB06 5 12 18 13 19 3 6 9 6 10
mcs90_b09m_s50_AB02 23 0 33 10 36 14 0 20 6 22
mcs70_r005_s30_AB02 80 150 237 157 239 45 82 130 85 132
mcs30_m3Dr6_s25_AB02 217 16 314 97 317 365 27 527 162 531
mcs70_r01_s30_AB05 182 16 290 108 293 182 16 290 108 293
mcs30_m3D_s40_AB01 108517 20905 161906 53389 161912 107870 20805 161195 53325 161200
mcs50_b06m_s20_AB00 15 1 24 9 26 24 1 38 14 39
mcs50_r02_s20_AB07 43 60 128 85 132 43 60 128 85 131
mcs70_m2D_s40_AB08 62114 50354 123570 61456 123573 61651 50669 123431 61780 123435
mcs70_b06m_s35_AB04 1856 791 3709 1853 3713 1870 791 3545 1675 3550
mcs10_r005_s50_AB05 434669 399598 999993 565324 1000000 435618 398253 999992 564374 1000000
mcs90_b09_s30_AB05 0 0 0 0 1 0 0 0 0 1
mcs50_b03m_s30_AB08 185 3 251 66 253 195 2 258 63 261
mcs50_b03_s10_AB04 0 0 0 0 0 0 0 0 0 0
mcs10_r005_s35_AB09 2045 510 3220 1175 3225 2023 510 3358 1335 3361
mcs50_m3Dr6_s15_AB05 2 0 2 0 3 3 0 3 0 5
mcs50_b06m_s25_AB08 606 0 1018 412 1021 551 0 915 364 919
mcs70_m3Dr2_s40_AB02 81055 414 110993 29938 110997 79553 416 108943 29390 108947
mcs10_r02_s35_AB04 302080 0 643034 340954 643045 302136 1142 642531 340395 642541
mcs30_b09_s35_AB02 53952 3470 91618 37666 91625 53594 3435 91100 37506 91108
mcs90_r01_s30_AB05 0 0 0 0 0 0 0 0 0 0
mcs50_b03m_s50_AB01 108497 708631 831240 722743 831244 107849 711873 834176 726327 834180
mcs70_b03_s40_AB00 141 148 322 181 324 217 148 422 205 425
mcs50_b06_s50_AB05 300726 567721 999994 699268 1000000 302107 565910 999993 697886 1000000
mcs10_m2D_s40_AB02 28846 6448 41681 12835 41685 27948 6244 40814 12866 40820
mcs90_m2Dr2_s50_AB03 0 0 0 0 0 0 0 0 0 0
mcs30_b03_s15_AB05 0 0 0 0 0 0 0 0 0 0
mcs90_r005_s20_AB05 0 0 0 0 0 0 0 0 0 0
mcs70_b09_s35_AB01 1156 0 2434 1278 2436 1164 0 2123 959 2125
mcs70_r02_s35_AB08 1170 64 2801 1631 2808 1154 64 2253 1099 2259
mcs90_m3Dr6_s30_AB07 0 0 0 0 1 0 0 0 0 1
mcs10_r02_s20_AB00 123 0 249 126 253 123 0 208 85 212
mcs50_b06m_s50_AB09 638206 73662 999993 361787 1000000 626637 89579 999992 373355 1000000
mcs90_r005_s30_AB09 0 0 0 0 0 0 0 0 0 0
mcs50_m4Dr6_s30_AB08 1002 12 1341 339 1345 999 12 1279 280 1282
mcs90_m2Dr4_s10_AB04 0 0 0 0 0 0 0 0 0 0
mcs50_m3Dr2_s20_AB09 17 1 23 6 25 10 0 12 2 15
mcs90_m3Dr2_s30_AB04 0 1 1 1 1 0 1 1 1 1
mcs90_b06_s10_AB03 0 0 0 0 0 0 0 0 0 0
mcs70_r01_s35_AB04 2717 6734 11002 8285 11008 2712 6731 11054 8342 11059
mcs90_b06_s15_AB02 0 0 0 0 0 0 0 0 0 0
mcs90_b09m_s30_AB07 2 0 2 0 2 1 0 1 0 1
mcs30_m4D_s50_AB02 272738 690586 999995 727257 1000000 271519 691017 999995 728476 1000000
mcs30_r01_s30_AB02 2633 254 4384 1751 4390 2649 256 4537 1888 4542
mcs30_b06_s50_AB01 521478 244883 999993 478515 1000000 523111 241572 999992 476881 1000000
mcs30_r01_s50_AB09 485868 121212 999991 514123 1000000 486874 119841 999990 513116 1000000
mcs50_r005_s25_AB00 45 39 90 45 92 44 38 88 44 90
mcs50_b03m_s35_AB03 2241 6242 8782 6541 8785 2312 6170 8780 6468 8783
mcs70_m2Dr4_s15_AB02 1 3 4 3 4 0 1 1 1 2
mcs70_b09m_s25_AB04 154 14 281 127 285 153 14 280 127 284
mcs30_b03_s40_AB07 7058 4624 12905 5847 12910 7047 4605 12847 5800 12851
mcs90_b06_s10_AB01 0 0 0 0 0 0 0 0 0 0
mcs30_b06m_s35_AB04 18540 21507 47221 28681 47228 18375 21304 46779 28404 46783
mcs70_m4D_s25_AB05 11 1 14 3 16 19 3 26 7 28
mcs70_b03_s20_AB07 0 0 0 0 1 1 1 2 1 2
mcs70_b03_s30_AB07 15 8 26 11 27 9 4 14 5 16
mcs30_b06m_s35_AB03 20272 523 29460 9188 29465 20297 522 29382 9085 29387
mcs70_b09_s40_AB06 1670 426 3477 1807 3483 1664 426 3330 1666 3333
mcs70_m2Dr4_s50_AB08 260255 661416 999994 739739 1000000 258566 663145 999993 741427 1000000
mcs50_m4Dr2_s35_AB01 9599 0 11510 1911 11514 9732 90 13027 3295 13032
mcs70_b09_s20_AB02 7 0 10 3 11 7 0 10 3 12
mcs30_b03m_s35_AB08 958 1079 2182 1224 2184 1046 1041 2324 1278 2326
mcs50_r005_s30_AB06 910 437 1476 566 1478 509 237 821 312 823
mcs50_b06_s15_AB09 0 0 0 0 0 0 0 0 0 1
mcs50_m2D_s30_AB08 993 3 1257 264 1260 1006 3 1288 282 1291
mcs50_r02_s30_AB02 10148 7058 27465 17317 27472 10141 7051 27433 17292 27439
mcs50_m3Dr2_s50_AB07 634875 132892 999993 365118 1000000 635435 134042 999993 364558 1000000
mcs50_b03m_s15_AB01 0 0 0 0 0 0 0 0 0 0
mcs70_m3D_s40_AB08 6762 1446 10639 3877 10642 6736 1456 10624 3888 10628
mcs70_b06_s30_AB00 45 33 97 52 100 71 53 156 85 160
mcs70_r01_s50_AB08 34467 1483 64669 30202 64677 34439 1479 64680 30241 64688
mcs10_b03_s50_AB09 761957 48053 908978 147021 908983 765396 48225 914108 148712 914113
mcs70_m2Dr2_s40_AB07 65201 36550 115318 50117 115324 65095 36102 114900 49805 114904
mcs50_m3D_s50_AB01 605320 175514 999995 394675 1000000 599219 183055 999993 400774 1000000
mcs50_r01_s15_AB05 0 0 0 0 1 0 0 0 0 1
mcs50_b03_s15_AB02 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr6_s50_AB06 0 0 0 0 0 0 0 0 0 0
mcs50_m2Dr6_s10_AB09 0 0 0 0 0 0 0 0 0 0
mcs70_m4Dr4_s25_AB05 100 2 134 34 136 60 1 80 20 83
mcs10_r02_s35_AB08 383632 22660 849422 465790 849432 384504 22731 851845 467341 851855
mcs90_b03_s40_AB08 2 3 5 3 6 4 6 10 6 11
mcs50_b09_s30_AB00 5414 0 10299 4885 10306 5424 243 10551 5127 10558
mcs50_b03_s50_AB06 179548 791350 999994 820446 1000000 183229 787295 999995 816766 1000000
mcs90_b06_s20_AB09 0 0 0 0 0 0 0 0 0 0
mcs90_r01_s50_AB03 6 1 8 2 10 3 0 4 1 6
mcs70_b03m_s50_AB09 183048 789078 999995 816947 1000000 181716 790387 999993 818277 1000000
mcs70_r01_s35_AB00 1672 244 3249 1577 3254 1492 244 3059 1567 3064
mcs70_m2Dr4_s35_AB02 7074 1877 10918 3844 10922 7192 1885 11045 3853 11049
mcs70_m2Dr4_s50_AB07 761305 7873 999993 238688 1000000 767690 123 999993 232303 1000000
mcs30_b06m_s40_AB03 226197 369143 689541 463344 689548 226160 368659 689849 463689 689856
mcs90_m2Dr4_s50_AB03 0 0 0 0 0 0 0 0 0 0
mcs30_b09_s50_AB01 577468 12482 999989 422521 1000000 577497 12559 999991 422494 1000000
mcs30_r005_s40_AB04 65101 41043 124372 59271 124378 65421 41091 124695 59274 124700
mcs30_r01_s15_AB07 0 0 0 0 0 0 0 0 0 0
mcs70_b09m_s35_AB01 862 36 1914 1052 1918 824 36 1802 978 1806
mcs50_b06m_s30_AB09 1332 296 2207 875 2212 1333 297 2204 871 2207
mcs50_m4Dr4_s30_AB05 368 12 569 201 572 342 12 469 127 472
mcs50_m3Dr2_s20_AB07 9 8 19 10 21 9 8 19 10 21
mcs70_b09_s30_AB07 498 0 1030 532 1034 437 0 778 341 782
mcs90_b06_s40_AB02 7 0 8 1 9 7 0 8 1 9
mcs70_b06m_s40_AB03 3075 498 5014 1939 5019 3061 496 4943 1882 4947
mcs90_b06_s20_AB00 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr2_s20_AB07 1 0 1 0 2 2 1 3 1 4
mcs50_m3Dr4_s20_AB07 15 28 48 33 49 9 16 27 18 29
mcs30_r01_s30_AB00 7005 373 10539 3534 10544 7017 375 10591 3574 10595
mcs70_b09m_s20_AB09 6 0 8 2 10 10 0 14 4 16
mcs50_m3Dr6_s15_AB03 1 0 1 0 2 1 0 1 0 1
mcs50_m2Dr6_s10_AB03 0 0 0 0 0 0 0 0 0 0
mcs90_b03_s25_AB05 0 0 0 0 0 0 0 0 0 0
mcs10_m2D_s40_AB05 24084 23069 52500 28416 52503 24051 23097 52524 28473 52528
mcs10_r01_s40_AB03 288894 523110 999993 711099 1000000 288614 523068 999991 711377 1000000
mcs90_m4Dr6_s20_AB01 0 0 0 0 0 0 0 0 0 1
mcs50_r01_s15_AB04 1 0 1 0 1 1 0 1 0 1
mcs30_m3Dr2_s25_AB02 277 238 624 347 627 227 238 575 348 579
mcs10_r01_s50_AB05 439900 199034 999992 560092 1000000 438888 202489 999991 561103 1000000
mcs50_r01_s20_AB02 16 3 23 7 25 16 3 23 7 25
mcs50_r02_s35_AB02 78705 127450 293952 215247 293960 78880 127888 294610 215730 294619
mcs70_b06_s50_AB00 301772 0 395006 93234 395011 299870 25170 417922 118052 417929
mcs50_m2D_s40_AB00 3590 31182 35384 31794 35388 3578 30979 35127 31549 35131
mcs90_r01_s10_AB04 0 0 0 0 0 0 0 0 0 0
mcs30_m2Dr6_s30_AB03 309 65 479 170 482 510 109 794 284 797
mcs90_b09_s25_AB03 1 0 1 0 1 1 0 1 0 1
mcs70_r01_s20_AB03 8 18 27 19 28 5 10 16 11 17
mcs50_m2D_s50_AB03 365331 556562 999995 634664 1000000 356950 564563 999995 643045 1000000
mcs70_m2D_s25_AB03 19 6 28 9 29 19 6 28 9 30
mcs70_r01_s25_AB03 106 13 160 54 163 172 21 262 90 265
mcs90_r02_s15_AB09 0 0 0 0 0 0 0 0 0 0
mcs70_b06m_s20_AB07 8 2 14 6 15 8 2 14 6 15
mcs90_m3Dr4_s30_AB09 0 0 0 0 0 0 0 0 0 0
mcs90_r005_s30_AB05 1 0 1 0 2 1 0 1 0 2
mcs90_r01_s35_AB08 0 0 0 0 1 0 0 0 0 1
mcs90_m3D_s30_AB09 2 0 2 0 2 2 0 2 0 3
mcs90_m2Dr2_s20_AB01 1 0 1 0 2 1 0 1 0 2
mcs30_r01_s35_AB00 99483 164341 320906 221423 320913 99582 164296 320940 221358 320948
mcs30_b03_s40_AB05 9606 13299 25107 15501 25111 7288 13224 22036 14748 22040
mcs50_m2Dr6_s50_AB04 292567 606096 999994 707427 1000000 294776 603394 999993 705217 1000000
mcs30_r02_s35_AB05 179533 119934 506079 326546 506088 179599 120418 506156 326557 506164
mcs90_m2Dr6_s30_AB08 6 2 9 3 11 10 4 17 7 18
mcs50_m2Dr6_s20_AB09 30 0 39 9 40 30 0 39 9 41
mcs90_m2Dr6_s20_AB00 1 0 1 0 1 1 0 1 0 2
mcs50_b03_s10_AB03 0 0 0 0 0 0 0 0 0 0
mcs50_b09_s25_AB06 139 1 308 169 312 212 2 391 179 394
mcs70_b06m_s35_AB08 591 209 1086 495 1091 589 207 1079 490 1083
mcs50_m3Dr2_s20_AB04 31 10 52 21 54 30 10 51 21 53
mcs50_b03_s50_AB01 404122 550325 999995 595873 1000000 404423 550424 999996 595573 1000000
mcs50_b03_s15_AB07 1 0 1 0 1 1 0 1 0 1
mcs90_b09m_s35_AB02 6 0 7 1 9 4 0 5 1 6
mcs90_m3Dr6_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs70_r02_s50_AB05 21080 16854 63754 42674 63762 21113 16877 63790 42677 63798
mcs50_r02_s50_AB07 291182 307050 999989 708807 1000000 291443 306342 999991 708548 1000000
mcs90_r01_s35_AB00 1 1 2 1 3 0 0 0 0 2
mcs30_b09m_s40_AB00 375202 378785 999992 624790 1000000 377815 374951 999991 622176 1000000
mcs30_m3Dr4_s25_AB08 300 28 450 150 453 299 28 447 148 451
mcs70_b06_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs90_r005_s20_AB01 0 0 0 0 0 0 0 0 0 0
mcs90_m3Dr6_s30_AB00 1 0 1 0 2 0 0 0 0 1
mcs70_m2D_s35_AB06 12423 375 15349 2926 15354 12344 368 15452 3108 15456
mcs50_b06_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs50_m3Dr2_s15_AB04 0 0 0 0 1 0 0 0 0 1
mcs70_b09_s40_AB08 1397 261 2982 1585 2986 1401 262 2807 1406 2812
mcs90_b09m_s30_AB03 1 0 1 0 3 1 0 1 0 1
mcs30_m4Dr4_s50_AB09 238599 703185 999993 761394 1000000 237932 703996 999993 762061 1000000
mcs30_m3D_s40_AB07 16111 52499 73280 57169 73284 16115 52785 73625 57510 73630
mcs10_b03_s40_AB03 15148 3509 21058 5910 21062 15151 3546 21151 6000 21155
mcs50_m2Dr2_s20_AB06 7 18 26 19 28 4 11 16 12 17
mcs30_b03_s25_AB08 28 35 69 41 71 46 63 119 73 122
mcs70_r005_s30_AB09 628 24 721 93 724 399 25 463 64 465
mcs90_b09_s30_AB09 4 0 5 1 5 6 0 7 1 9
mcs90_b09_s35_AB04 28 0 39 11 40 17 0 23 6 25
mcs90_m4Dr4_s20_AB08 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr2_s50_AB07 0 0 0 0 0 0 0 0 0 0
mcs70_m2D_s50_AB08 129150 614533 770577 641427 770582 129821 622579 779030 649209 779034
mcs50_b03_s30_AB09 515 144 794 279 797 633 145 915 282 917
mcs30_r01_s20_AB05 5 2 8 3 10 5 2 8 3 10
mcs50_r02_s40_AB08 312258 307581 999989 687731 1000000 311979 308072 999990 688011 1000000
mcs90_b03m_s25_AB00 0 0 0 0 0 0 0 0 0 0
mcs70_b03_s20_AB09 1 0 1 0 2 1 0 1 0 2
mcs70_b03_s30_AB05 32 76 115 83 118 32 54 93 61 95
mcs90_r01_s10_AB00 0 0 0 0 0 0 0 0 0 0
mcs70_r01_s20_AB01 5 5 11 6 12 3 3 6 3 7
mcs70_b06_s20_AB06 3 0 4 1 5 5 0 6 1 8
mcs90_b09_s40_AB06 13 0 16 3 18 13 0 16 3 18
mcs70_b06m_s10_AB00 0 0 0 0 0 0 0 0 0 0
mcs90_m3Dr4_s30_AB07 0 0 0 0 1 0 0 0 0 1
mcs70_m2D_s15_AB06 0 0 0 0 0 0 0 0 0 0
mcs30_r01_s50_AB01 479515 132992 999990 520475 1000000 483213 128422 999989 516776 1000000
mcs50_m3Dr6_s20_AB00 11 22 37 26 38 11 22 37 26 38
mcs70_b03m_s20_AB02 16 2 21 5 23 16 2 21 5 24
mcs70_m2Dr2_s40_AB03 35528 123537 166064 130536 166068 35557 123680 166284 130727 166290
mcs90_b03_s35_AB01 2 0 2 0 3 1 0 1 0 1
mcs70_b03_s35_AB04 22 7 32 10 34 22 7 32 10 34
mcs10_r005_s40_AB05 185521 121001 342527 157006 342533 183938 119615 339702 155764 339707
mcs90_m4D_s20_AB04 0 0 0 0 0 0 0 0 0 0
mcs90_b06m_s35_AB09 2 0 2 0 3 1 0 1 0 2
mcs50_r02_s15_AB07 1 0 1 0 2 1 0 1 0 2
mcs50_r01_s20_AB03 17 2 24 7 26 10 1 13 3 16
mcs90_m3D_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs50_b03m_s20_AB05 0 0 0 0 1 0 0 0 0 1
mcs30_b09m_s35_AB08 54037 745 88272 34235 88281 54093 745 88152 34059 88159
mcs70_b03m_s30_AB04 350 68 460 110 463 341 67 450 109 452
mcs10_m2Dr6_s50_AB02 200204 729940 999994 799790 1000000 199459 730804 999993 800534 1000000
mcs50_b09m_s30_AB03 6375 19 11008 4633 11016 6394 19 11045 4651 11052
mcs90_m2Dr2_s50_AB06 0 0 0 0 0 0 0 0 0 0
mcs50_m3Dr4_s20_AB09 27 0 36 9 37 45 0 60 15 62
mcs30_r02_s40_AB07 259603 414276 999990 740387 1000000 259777 413752 999990 740213 1000000
mcs30_r02_s20_AB02 30 1 49 19 52 48 2 81 33 82
mcs50_b06_s50_AB04 469454 330185 999993 530539 1000000 471044 327676 999993 528949 1000000
mcs50_b03_s30_AB02 378 42 522 144 524 257 41 358 101 361
mcs90_b06m_s15_AB05 0 0 0 0 0 0 0 0 0 0
mcs50_b06_s35_AB03 14887 384 22138 7251 22143 14946 396 22378 7432 22383
mcs90_m2Dr6_s40_AB03 2 0 2 0 3 3 1 4 1 5
mcs70_r005_s30_AB06 1166 53 1382 216 1385 1161 53 1377 216 1379
mcs70_b03_s50_AB04 108506 21207 144060 35554 144064 108739 21482 144508 35769 144512
