mcsplit mcsplit-h mcsplit+f mcsplit+fmm mcsplit+bigf mcsplit-swapped mcsplit+S mcsplit+O mcsplitb mcsplitb+f mcsplitb+bigf mcsplitb+S mcsplitb+O mcsplit+randombigf mcsplitb+randombigf
4766 4975 78510 119206 5431 80630 4766 4766 5131 117009 6016 5131 5131 5821 5821
1494439622 1565336547 560333751 562688611 988930792 190480853 190480853 1494439622 2253170982 833885407 1589319152 303150168 2253170982 934948199 934948199
529 520 442 464 456 304 304 529 662 522 574 351 662 458 458
1091 1109 12625 110314 1168 16053 1091 1091 1674 16628 1739 1674 1674 1298 1298
30559086 37285839 19514008 18780426 21310202 6319197 6319197 30559086 43421872 24730726 31717045 8457586 43421872 19407972 19407972
11586078 12403244 19900350 21160990 9282260 14688249 11586078 11586078 13173930 22884266 10686682 13173930 13173930 9436522 9436522
123815694 134375799 66401209 69566090 74554268 15730490 15730490 123815694 146372678 79400612 90296154 19595795 146372678 64496853 64496853
58558 75707 41950 46908 45638 26827 26827 58558 89477 46169 71102 23432 89477 40462 40462
153578 374468 150412 196783 55709 51551 51551 51551 216070 211554 72582 67677 67677 54461 54461
784 785 5449 6375 782 5577 784 784 859 5633 857 859 859 785 785
28853 32709 286589 583373 28556 291477 28853 28853 33055 410988 32791 33055 33055 28910 28910
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1585580528 1790334122 2886884066 3068256631 2087566345 3039362084 1585580528 3039362084 2660614805 -1 -1 2660614805 -1 2176015210 2176015210
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
419 447 1015 1029 410 443 419 419 608 1392 597 608 608 442 442
7699238 8615315 5914545 6413573 671932 497791 497791 497791 9094593 6989875 769066 549978 549978 644079 644079
1981 1953 10423 21604 2067 10922 1981 1981 634 10568 634 634 634 2292 2292
431422 1166942 407340 709443 57369 33020 33020 33020 540401 502878 70839 37446 37446 51943 51943
739543 2336027 691124 754384 47985 42222 42222 42222 909421 845626 53218 47388 47388 46000 46000
763195 774264 14880687 15826837 758799 15623208 763195 763195 811787 16627104 810736 811787 811787 830061 830061
1176593518 1336571930 1899736162 2198050087 1122685228 1744429268 1744429268 1176593518 1721601592 2867340210 1648642402 2622743875 1721601592 1143166251 1143166251
1208813801 1327337137 -1 -1 1568104150 -1 1208813801 1208813801 2015931357 -1 2635417235 2015931357 2015931357 1649327649 1649327649
1625 5106 2315 3016 2547 416 416 416 2140 2899 3208 522 522 2601 2601
220386175 342803131 208935435 218593771 806120 455720 455720 455720 286898062 271657108 1086227 604342 604342 760485 760485
13314 24374 12604 17411 1603 1614 1614 1614 13103 12376 1492 1666 1666 1621 1621
1009139 1450736 834749 962447 11927 6020 6020 6020 1039310 859321 11085 5279 5279 9152 9152
458 458 14364 32233 454 14788 458 458 506 14458 502 506 506 486 486
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
499198962 550239987 3599127606 3915016354 458673476 4145790326 499198962 499198962 692964134 -1 631100985 692964134 692964134 490234973 490234973
121966139 133156638 92505290 93808647 4625348 3078508 3078508 3078508 168765355 127704278 5867092 3926892 3926892 4418087 4418087
303686 316171 3394292 5421907 370106 3532260 303686 303686 413770 4932741 504622 413770 413770 400848 400848
654872 697016 553840 585974 503264 150004 150004 654872 858555 684207 659385 190274 858555 456419 456419
845 845 11767 15865 842 13096 845 845 523 11490 521 523 523 897 897
582 584 5352 7952 573 6101 582 582 693 7000 683 693 693 642 642
537160 709351 457408 497152 25206 16813 16813 16813 630245 536079 27326 17824 17824 24035 24035
1972483333 2074609200 -1 -1 3257672231 -1 1972483333 1972483333 2693668533 -1 -1 2693668533 2693668533 3504859870 3504859870
939518 1022157 1157117 1214957 561875 663933 939518 663933 1109735 1329063 532517 1109735 622715 583982 583982
218379 284491 159865 177408 171916 92646 92646 218379 346480 238663 264409 131446 346480 159064 159064
1305344350 1411261359 880681745 904724901 93928520 70811774 70811774 70811774 1491925295 1008325653 105754531 78253805 78253805 85447707 85447707
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
149869890 161407470 1609866576 1690264514 159624305 2149952153 149869890 149869890 179398639 1936709232 194245745 179398639 179398639 171131694 171131694
92565708 97483821 -1 -1 131114044 -1 92565708 92565708 89334320 -1 109553124 89334320 89334320 145670370 145670370
7268 8996 60175 194271 8907 47564 7268 7268 9616 99866 11870 9616 9616 9370 9370
520 534 6681 6944 506 6814 520 520 580 7980 566 580 580 588 588
3507370 3678111 3162699 3205699 10975 9550 9550 9550 3830968 3448551 9742 8224 8224 10570 10570
292497 300629 22966773 24832539 302576 23768421 292497 292497 335718 26400741 347627 335718 335718 352858 352858
39107 40076 172483 192433 38675 168304 168304 39107 43594 211567 43164 208246 43594 38685 38685
1781 1764 17627 101267 1737 11002 1781 1781 2612 26086 2498 2612 2612 2082 2082
1677 1780 3472 4602 1646 3245 3245 1677 1990 4387 1945 4184 1990 1636 1636
3113662 10437252 2806679 3847026 209524 105651 105651 105651 4270030 3780416 286713 143129 143129 186981 186981
680345 719626 7900959 8591168 873562 9743491 680345 680345 824598 10022796 1117227 824598 824598 946816 946816
25610 32088 726763 755357 35138 758564 25610 25610 31599 841753 42739 31599 31599 39470 39470
470911 1711858 448183 764057 16685 7533 7533 7533 584322 555031 20048 9101 9101 15589 15589
2510 11656 2376 4187 821 738 738 738 1137 1077 390 331 331 815 815
216946342 225201154 404713684 435208237 192592377 350005535 216946342 216946342 188716085 413820238 170372511 188716085 188716085 193623840 193623840
120578 136048 225734 242069 127124 278995 120578 120578 158848 299785 164419 158848 158848 131605 131605
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
428385 485819 340326 355870 76767 46235 46235 46235 552409 436212 70839 42608 42608 71098 71098
974935181 1986914201 880928892 1093357018 171708563 105264248 105264248 105264248 1551037936 1389645398 250069317 149968938 149968938 160050274 160050274
1625956 2865357 1540736 1613364 125807 85303 85303 85303 2108071 1999093 163606 113435 113435 120268 120268
26324 56065 25298 26834 1347 722 722 722 32066 30716 1754 926 926 1249 1249
78336367 116129450 76778943 91341426 18820090 17577028 17577028 17577028 118072065 115673834 25787818 24027975 24027975 18512456 18512456
3681 5332 3715 3995 2425 2091 3681 2091 1199 1153 715 1199 615 2398 2398
1251 1367 101929 288657 1742 97119 1251 1251 2298 160992 2750 2298 2298 1792 1792
9578958 10682550 33692582 39245000 10130370 34416254 9578958 9578958 15371214 58349307 16225113 15371214 15371214 10400117 10400117
356307132 382087245 1096103709 1268775287 353050484 982399172 982399172 356307132 501305834 1655335042 498336955 1492778665 501305834 356072029 356072029
39230074 42002953 90330577 98435560 40393208 115410361 39230074 39230074 53792993 121097577 55738843 53792993 53792993 42726033 42726033
2799653 8292157 2476026 3365574 574098 319600 319600 319600 4124272 3576841 810394 429865 429865 534027 534027
318325783 339162180 267598492 270878892 196828 103756 103756 103756 327535741 275283740 180805 105122 105122 168299 168299
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1909587 4083452 1387472 1440032 379569 227151 227151 227151 2913379 2063543 481307 289942 289942 360214 360214
195177 234509 568576 619620 259111 643448 195177 195177 27040 587128 45232 27040 27040 280036 280036
2776069 3253588 21093064 21569628 18118710 49984919 2776069 49984919 4232574 29553954 29294696 4232574 73046718 19518642 19518642
262 1129 263 557 221 241 241 241 270 271 228 231 231 223 223
4364 6473 3823 3824 1464 1354 1354 1354 5916 5214 1511 1668 1668 1419 1419
454716 2883842 540266 1574132 582193 93617 93617 93617 593070 719061 758475 129503 129503 587971 587971
8406137 8700714 88141419 92697529 11268333 105476087 8406137 8406137 11898784 133109618 16707760 11898784 11898784 11878282 11878282
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
55517 64919 3615698 3774714 66855 3804400 55517 55517 63376 4056171 76740 63376 63376 77469 77469
1051410337 1076169013 -1 -1 1255455363 -1 1051410337 1051410337 1292017390 -1 1596075721 1292017390 1292017390 1379882890 1379882890
305625863 309696853 139156986 139917786 1579210 799528 799528 799528 322167031 149391957 1196548 521125 521125 1223335 1223335
3349273531 -1 2952381311 3318466913 831457128 567305536 567305536 567305536 -1 -1 1287275054 865401183 865401183 777831311 777831311
1165445 1647972 1092030 1357044 410966 395473 395473 395473 2050034 1884937 638246 610599 610599 401693 401693
22010 22348 946580 1181635 21744 1048816 22010 22010 24937 989983 24671 24937 24937 22533 22533
702 738 5017 9683 728 2386 702 702 1218 8175 1244 1218 1218 891 891
-1 -1 -1 -1 250325188 195292743 -1 195292743 -1 -1 269895205 -1 208427057 231077167 231077167
2292816593 2718769622 1891112999 1933673834 2150986884 1323404656 1323404656 2292816593 -1 3212702917 -1 2261279412 -1 2104223902 2104223902
2592 2592 50874 66152 2608 53606 2592 2592 2676 51743 2694 2676 2676 2821 2821
102491359 112110375 91436936 92638861 26516 13972 13972 13972 103982464 92744640 27855 14697 14697 26012 26012
18355 23813 15788 16670 1623 965 965 965 22169 19064 1737 1005 1005 1326 1326
571417 613932 2783475 3002477 618753 3894825 571417 571417 720767 3608925 804354 720767 720767 654554 654554
572798 572595 1752150 2619023 574522 2211275 572798 572798 572713 1722183 574509 572713 572713 710250 710250
1470912125 1637216552 863538867 841138034 1332374443 451326242 451326242 1470912125 2416413144 1395931703 2226506110 744126123 2416413144 1290595844 1290595844
2978039 6981672 2540986 3252372 593780 358699 358699 358699 4544208 3784258 804144 473451 473451 558299 558299
2958851 3245444 90993287 94190703 3750151 90736259 2958851 2958851 4308605 125647438 5459225 4308605 4308605 3964056 3964056
1639870 1827837 2540569 3124338 1562063 1991965 1991965 1639870 2437511 3933622 2317318 3082428 2437511 1530209 1530209
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
39340464 46160743 76281042 87343180 41356324 100645821 39340464 39340464 61172096 124212148 64623115 61172096 61172096 43153262 43153262
261223592 464023647 204965090 219357181 57173932 35125911 35125911 35125911 440909276 338966411 93931678 55464549 55464549 53640138 53640138
3363130 3921198 4484602 3807654 3142152 3514150 3514150 3363130 4777745 6585328 4497441 5274582 4777745 3040640 3040640
6734205 7168172 7350126 8060144 6574514 5964173 5964173 6734205 8493798 9664167 8301329 7894060 8493798 6463506 6463506
7313017 8039264 19933643 21467277 7746259 24296479 7313017 7313017 8676089 24511703 9384746 8676089 8676089 8209620 8209620
54568943 102121804 52108713 56761439 3800740 2130412 2130412 2130412 70697438 67225616 4338758 2380014 2380014 3550442 3550442
137479 145964 1397533 1708205 187444 1440690 137479 137479 185879 2076339 262160 185879 185879 203367 203367
95 95 68 81 95 68 95 95 86 62 86 86 86 95 95
13598 13600 1765246 3976457 19582 1766499 13598 13598 15669 2018463 23144 15669 15669 20453 20453
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
312852288 317344718 -1 -1 359996548 -1 312852288 312852288 472336596 -1 546722751 472336596 472336596 381822124 381822124
1119461 1196113 968196 980822 18125 16306 16306 16306 1239637 1069044 17862 16152 16152 17501 17501
4687072 5605013 2965764 3299704 4035437 1730423 1730423 4687072 7772209 4513272 6602426 2633892 7772209 3846037 3846037
209118525 251749660 265461433 296313659 50246186 51201194 209118525 51201194 168632213 334109520 46620570 168632213 61451344 50814692 50814692
3313837 3348448 3042614 3048367 11099 6811 6811 6811 3406686 3127712 12182 7703 7703 10326 10326
22022 25221 336516 746333 24747 342999 22022 22022 20580 393394 21658 20580 20580 25601 25601
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
579 579 434 1498 578 2036 2036 579 545 369 545 2015 545 582 582
17936293 19946506 73960348 83251281 21736662 84453544 17936293 17936293 28026115 129226198 35679099 28026115 28026115 22748909 22748909
3662096943 4143879267 3030995947 3140967103 112705393 67737638 3662096943 67737638 4187277525 3482089454 127155210 4187277525 72564584 99294785 99294785
125293191 143724961 -1 -1 130374208 -1 125293191 125293191 156353031 -1 163439973 156353031 156353031 138868238 138868238
9813647 19324891 9570587 12063572 1353291 1173686 1173686 1173686 13769866 13405482 1655520 1443002 1443002 1320081 1320081
1919 4842 2311 3508 2465 2221 1919 2221 2282 2710 3018 2282 2492 2529 2529
68591 219525 56634 95528 38156 19103 19103 19103 89034 74028 36950 17886 17886 32901 32901
14695535 14668286 3565800581 3840057725 14074664 3562145720 14695535 14695535 15591838 3999700516 15408930 15591838 15591838 14000016 14000016
1423462 1667147 902050 924177 748675 250684 250684 1423462 2121712 1255866 1237987 349753 2121712 708590 708590
1405902545 1507204043 3212451267 3446756805 1350401330 2520027426 1405902545 1405902545 1725564983 3245870369 1664172030 1725564983 1725564983 1376840672 1376840672
63977 73233 41720 38682 56050 28043 28043 63977 86038 55872 75887 37310 86038 52887 52887
233266 238171 253876338 255168047 242950 251887971 233266 233266 235607 274222929 246062 235607 235607 233682 233682
335793 356212 82252621 82874217 589502 80452323 335793 335793 406966 98523411 753893 406966 406966 735267 735267
6418833 7032555 23989954 24449053 6512043 44422380 6418833 6418833 8207807 33234882 8389373 8207807 8207807 6724560 6724560
23366149 24356546 72477615 92330333 23091654 68232465 68232465 23366149 31440847 108291469 31073805 102060333 31440847 23053753 23053753
3689506 5059734 3313095 3692478 3150012 2538579 2538579 3689506 6357274 5660307 5327617 4387940 6357274 3063328 3063328
271194154 276931003 593257883 648257081 242347879 355643500 271194154 271194154 306531047 682210409 274069440 306531047 306531047 240733034 240733034
353324 357925 4125743 4567354 349579 3869667 3869667 353324 344393 4905362 340941 4622916 344393 351425 351425
76524891 80733310 68227168 69127874 433032 148480 148480 148480 85337947 75987376 500437 156127 156127 394583 394583
7859111 9100218 16469401 18084570 9244889 19219737 7859111 7859111 11541013 25389594 13427714 11541013 11541013 10075600 10075600
22347663 25970787 -1 -1 52010883 -1 22347663 22347663 15469323 -1 38172360 15469323 15469323 59212040 59212040
25013 32299 20222 24140 8299 4992 4992 4992 35739 29432 10392 6087 6087 7304 7304
3025887 3025519 20495402 25518776 3021223 20917014 3025887 3025887 2862012 21648820 2860172 2862012 2862012 3055907 3055907
82117 87951 721926 815709 93572 767329 82117 82117 99848 947891 114346 99848 99848 118145 118145
15999 18396 58962 62917 20769 81508 15999 15999 22838 94152 28573 22838 22838 21863 21863
268506926 273506146 -1 -1 284523863 -1 268506926 268506926 287459187 -1 292549533 287459187 287459187 292458485 292458485
4849115 8634677 4818970 5471640 506842 451036 4849115 451036 6312545 6252532 623120 6312545 564141 498544 498544
511291308 756697748 454121221 515240455 48451386 33536840 33536840 33536840 666410051 588640063 64146322 42501222 42501222 44956311 44956311
94902866 104740787 98796678 109957240 88045169 69787756 69787756 94902866 142337543 152349628 131904007 108567359 142337543 86454264 86454264
-1 -1 -1 -1 342073606 180310424 180310424 180310424 -1 -1 402062570 203781532 203781532 303664102 303664102
364637109 378382147 4915772164 -1 357131253 4466082163 4466082163 364637109 433007529 -1 424688543 -1 433007529 355501549 355501549
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1764 1776 19606 23485 1678 19646 1764 1764 1949 22697 1863 1949 1949 1834 1834
3761195 7842644 3212506 5079832 226944 200978 3761195 200978 3729551 3184068 190009 3729551 187739 220527 220527
253011 257532 4726199 4834591 250717 5159814 253011 253011 262940 5220322 260613 262940 262940 278427 278427
14114720 27485363 14000728 17430360 4912437 4856238 4856238 4856238 24333337 23946145 7268252 7218063 7218063 4866362 4866362
632036 634050 930469 978664 553820 918265 918265 632036 880287 1272292 771526 1261687 880287 538833 538833
223 223 585 599 223 623 223 223 218 581 218 218 218 219 219
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
480145 512475 430508847 444080590 538571 427884021 480145 480145 541295 491726694 613823 541295 541295 601108 601108
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
42740149 63290915 35999461 38918006 3474568 2213472 2213472 2213472 49590701 41891126 4001118 2465650 2465650 3100206 3100206
10425832 11427726 36734216 44143180 10853462 38364071 10425832 10425832 16271434 62747300 16852689 16271434 16271434 11070010 11070010
40088483 43833497 80515224 84844067 33886449 35725843 35725843 40088483 47472415 97086324 40611218 44313736 47472415 31445969 31445969
114 158 125 169 126 137 137 137 108 115 119 112 112 132 132
50894 131079 75584 96968 76544 4596 4596 4596 74521 112317 107598 5233 5233 79119 79119
278406 345954 204202 212156 62158 50488 50488 50488 339770 246145 61088 48581 48581 58098 58098
49897 123510 46914 45176 6807 6519 6519 6519 43870 40918 6840 6546 6546 6667 6667
25322 27344 16891 18075 23662 11024 11024 25322 38550 24344 36191 15288 38550 22452 22452
42740781 44661201 -1 -1 60702910 -1 42740781 42740781 64805348 -1 95149616 64805348 64805348 65216235 65216235
102 102 49 324 102 49 102 102 92 45 92 92 92 102 102
144418 161559 649567 711886 179791 824749 144418 144418 184496 982025 227909 184496 184496 190309 190309
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1544 1544 9456 13013 1545 9750 1544 1544 1576 9473 1576 1576 1576 1555 1555
8229892 8819673 244010785 260115638 10218064 262252549 8229892 8229892 10191003 322542261 13285476 10191003 10191003 11025697 11025697
-1 -1 -1 -1 -1 2542470269 2542470269 -1 -1 -1 -1 3586052591 -1 -1 -1
2468 2487 15559 16103 2372 15650 2468 2468 2779 19793 2684 2779 2779 2463 2463
56243654 57489719 3525764739 3571971324 62510483 3611521396 56243654 56243654 74038045 4271640849 83968405 74038045 74038045 66279513 66279513
64947162 73077183 56335152 57799440 874079 490026 490026 490026 74797069 64648808 960937 485154 485154 788224 788224
6903 58481 5542 24089 1551 865 865 865 4413 3427 978 629 629 943 943
4605 2231 17850 20567 4503 4138 4605 4605 6042 27546 5801 6042 6042 4588 4588
2295702276 2544080858 1236304025 1258828842 2051414663 738943533 738943533 2295702276 3738884176 1951647267 3398860042 1191834577 3738884176 1979230308 1979230308
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1664921 1681937 36536297 39357996 1567371 37468826 1664921 1664921 1802287 41776380 1688808 1802287 1802287 1597470 1597470
85153081 90327263 -1 -1 92900299 -1 85153081 85153081 119716818 -1 131631646 119716818 119716818 97223515 97223515
256819 248091 70185593 73052949 255236 71360793 256819 256819 253397 70999065 244518 253397 253397 270495 270495
134802177 182371344 143773206 159761492 108241054 109315341 134802177 109315341 164204553 174408226 127669244 164204553 128776444 108044091 108044091
2672 2752 10749 32264 3073 7197 2672 2672 3529 17305 3983 3529 3529 3354 3354
104398235 110859302 69978178 71245741 2217212 1229175 1229175 1229175 127568109 86222608 2530391 1470041 1470041 1872526 1872526
216811 857265 197252 331963 55871 41638 41638 41638 316191 288847 72117 52640 52640 52163 52163
240085010 249320874 -1 -1 366661301 -1 240085010 240085010 302317991 -1 449704941 302317991 302317991 403233481 403233481
197522 205807 994872 2258266 273343 981772 197522 197522 276380 1580970 404723 276380 276380 287704 287704
5012 5216 19697 61816 4355 15339 5012 5012 6178 24000 5334 6178 6178 4515 4515
1719660 1936759 1412721 1468436 146561 115025 115025 115025 1952774 1597493 164514 128563 128563 134136 134136
-1 -1 -1 -1 307469944 276512791 276512791 276512791 -1 -1 404228774 358304240 358304240 295977107 295977107
292929 381569 256147 255509 5663 3458 3458 3458 273653 236845 3348 1426 1426 5090 5090
-1 -1 -1 -1 -1 1552213040 1552213040 -1 -1 -1 -1 2532668821 -1 -1 -1
32854818 34377831 27039680 27385481 514402 337392 337392 337392 39209672 32179379 608170 358588 358588 444124 444124
1459 1432 9246 37594 1367 10640 1459 1459 1797 12425 1690 1797 1797 1477 1477
10065 9916 43574 61921 9996 51432 10065 10065 9990 43895 9961 9990 9990 10441 10441
178 178 812 1081 182 819 178 178 171 859 175 171 171 190 190
3270303 24034597 3102551 8920108 87142 92479 92479 92479 4615449 4405904 79855 85148 85148 85287 85287
31087 31087 74215 80004 31087 71772 31087 31087 24931 67559 24931 24931 24931 31792 31792
131379835 185084194 135674577 154157735 18749282 18219275 131379835 18219275 141926859 146052117 19769306 141926859 19093675 18763890 18763890
-1 -1 -1 -1 673872322 341440184 341440184 341440184 -1 -1 913842904 443120422 443120422 613522261 613522261
284784321 349684200 379532425 403347817 198400313 231831065 284784321 231831065 394511201 524210282 269267825 394511201 315507364 201605286 201605286
8978200 9237801 44876435 49699774 8993481 45425647 45425647 8978200 8889613 52608330 8969867 53503367 8889613 9357470 9357470
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1554 1566 12891 88149 1508 13341 1554 1554 1832 15682 1783 1832 1832 1528 1528
100238993 108819157 78831903 80142369 8516738 5895089 5895089 5895089 140999775 110628650 12151901 8298016 8298016 8041382 8041382
30903025 68614929 27924055 29950460 1048487 356076 356076 356076 45149556 40802413 1524662 498990 498990 977661 977661
24765129 61647897 23054410 33635657 1067276 879096 24765129 879096 26437100 24593000 1109798 26437100 913465 1041124 1041124
5837687 5911684 51771701 53576399 5800530 52554919 5837687 5837687 6499338 55649818 6463070 6499338 6499338 6096695 6096695
1689779883 1922124879 1693387124 1840697655 703664106 622389913 622389913 622389913 2319694832 2282468938 944209274 811350452 811350452 672542779 672542779
1247 1355 1502 1457 1143 1558 1247 1247 1427 1907 1323 1427 1427 1040 1040
1173911 1480529 983902 1030191 67880 35960 35960 35960 1347156 1117179 81873 44018 44018 61704 61704
1816379 1906710 219599495 224307226 2031259 228797664 1816379 1816379 1144097 243638196 1256297 1144097 1144097 2200786 2200786
1063468083 1388450102 1008065663 1097526115 58116730 35536721 35536721 35536721 1156240271 1088631104 51569198 28480971 28480971 54422363 54422363
221121995 242414438 263245146 298206675 208218061 233652280 233652280 221121995 306890886 397427682 289914051 354122925 306890886 208644355 208644355
12634656 13144780 -1 -1 12533601 -1 12634656 12634656 15418916 -1 15184974 15418916 15418916 12961244 12961244
3063540 4476526 2828897 3069018 136061 87795 87795 87795 3615035 3313549 170410 106908 106908 119968 119968
72852628 74299978 -1 -1 81392928 -1 72852628 72852628 76984480 -1 88000752 76984480 76984480 87389405 87389405
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
378924312 389672836 279190933 284092919 208882497 49334502 49334502 378924312 441350723 319108243 247452774 56173657 441350723 183268096 183268096
320761 374162 5824380 6087051 420183 6132004 320761 320761 482045 9253972 632589 482045 482045 482722 482722
30173 30567 4416427 8850178 34682 4203781 30173 30173 32638 5924310 38565 32638 32638 36257 36257
12877240 13132583 30424110 34372216 12749096 26637404 26637404 12877240 16460223 42376447 16313312 37093508 16460223 12635350 12635350
167450 901801 150433 325816 56923 37494 37494 37494 242255 218692 72748 47101 47101 50202 50202
71117 230705 63492 119376 9384 5451 5451 5451 96984 87205 11584 6779 6779 7302 7302
3457 3471 104449 226635 3444 117782 3457 3457 2811 114550 2806 2811 2811 3606 3606
-1 -1 3733608663 -1 -1 2444113314 2444113314 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 309552480 179472688 179472688 179472688 -1 -1 395864839 216767148 216767148 284473113 284473113
1827261 2001717 7919698 8816300 2055066 10255384 1827261 1827261 2272717 10082071 2604784 2272717 2272717 2172986 2172986
307438249 326164354 -1 -1 338745688 -1 307438249 307438249 318297073 -1 365641588 318297073 318297073 408202639 408202639
4289 4466 218489 375229 4739 207054 4289 4289 5567 315720 6056 5567 5567 5350 5350
133272 150312 847633 912594 138528 860686 133272 133272 173471 1299569 179499 173471 173471 142225 142225
167131 220532 160119 169228 10363 9045 9045 9045 185245 177195 9487 8306 8306 9886 9886
3572 4723 4443 5166 3881 962 962 962 4384 5775 4992 1225 1225 3918 3918
1201036 1489349 1163787 1248974 229947 191732 1201036 191732 1396403 1344882 235705 1396403 194852 226406 226406
3382 3503 64837 71818 3320 64720 3382 3382 3448 79678 3394 3448 3448 3570 3570
97736 105852 1430713 1658360 112179 1408368 97736 97736 129699 1959381 153465 129699 129699 117660 117660
448478 732261 416108 424054 46546 37732 37732 37732 580221 527803 41773 30302 30302 43647 43647
1747291 3048479 1502537 1718973 626544 481463 481463 481463 1647606 1436731 491243 391698 391698 582818 582818
1342 1345 11031 12745 1341 10764 1342 1342 1470 11403 1469 1470 1470 1473 1473
20439247 21625005 122752052 125474592 62140187 159893078 20439247 159893078 22496284 129519108 76768006 22496284 184469970 70381244 70381244
184743426 196340937 -1 -1 212760854 -1 184743426 184743426 223831735 -1 254129499 223831735 223831735 242078531 242078531
114479 137767 364437 390625 116846 452697 114479 114479 135672 447508 138270 135672 135672 126157 126157
12265018 16941644 11113928 12255612 6205404 4564468 4564468 4564468 17508133 15690204 8105268 5802321 5802321 5821590 5821590
6682469 6815288 -1 -1 8335691 -1 6682469 6682469 7626662 -1 9610867 7626662 7626662 8821037 8821037
1679562 1838958 6604499 7179334 2072704 6851918 1679562 1679562 2008197 9392757 2600729 2008197 2008197 2291488 2291488
152952014 161705710 241849377 253387590 50649442 63671959 152952014 63671959 189417751 289477333 58840263 189417751 73287938 53835990 53835990
175305643 262262820 159815460 183076823 70331252 58537701 58537701 58537701 333618011 300301480 124506479 102607823 102607823 68467440 68467440
15960316 24554357 8296362 8136706 5976152 1326761 1326761 15960316 25104600 12867774 10689067 2080604 25104600 5498251 5498251
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
9211258 9332744 -1 -1 9398005 -1 9211258 9211258 10173927 -1 10463286 10173927 10173927 10333802 10333802
7227239 11719583 6136441 6819722 3281628 2081847 2081847 2081847 12888089 10757803 5196004 3246539 3246539 3079126 3079126
943332 977886 1065211 1101004 370841 426729 943332 426729 1066539 1176397 391944 1066539 450626 385869 385869
425110 484177 68750372 69386150 531977 69386455 425110 425110 435383 81781292 504313 435383 435383 568737 568737
877363 1024686 769306 774606 22861 15231 15231 15231 1032648 899257 26319 17863 17863 19784 19784
-1 -1 -1 -1 3068610409 2384851356 2384851356 2384851356 -1 -1 -1 3337015865 3337015865 2960867426 2960867426
868115756 918787831 -1 -1 -1 -1 868115756 -1 1156777741 -1 -1 1156777741 -1 -1 -1
844689 916467 45013532 50976835 1228916 43073092 844689 844689 1205800 73600171 1771443 1205800 1205800 1291404 1291404
9734 22343 8878 10599 840 745 745 745 9794 8938 928 793 793 795 795
6154 6386 58556 65531 6076 66418 6154 6154 6551 66623 6475 6551 6551 6608 6608
487887161 800100200 473057156 581957760 37194045 35731736 487887161 35731736 562529227 544164894 39460306 562529227 37869753 36994905 36994905
43826230 62030034 54281392 61410429 9108533 9193658 43826230 9193658 64969113 79999873 12544302 64969113 12721965 9148165 9148165
32467 34527 13668155 13759528 47023 13882475 32467 32467 34826 14548067 51652 34826 34826 55542 55542
271395 760601 249752 333215 52731 43748 43748 43748 363510 333297 47581 39480 39480 50117 50117
2880261 3063894 2867815 3014537 2718841 1977970 1977970 2880261 3793856 3747145 3591266 2620622 3793856 2615962 2615962
2102 2342 2028 2095 818 820 2102 820 2303 2201 879 2303 882 827 827
668580 670664 6957316 8527832 667171 7355982 7355982 668580 690173 7569392 688810 7997297 690173 678148 678148
39023 151254 63490 70062 48825 1412 1412 1412 56957 93353 72351 2173 2173 49106 49106
34674 35691 1119916 1171254 37916 1146923 34674 34674 36926 1224713 40736 36926 36926 40985 40985
626377006 744807909 575747499 646277135 507564923 408665717 408665717 626377006 953710746 865010325 768970570 598513883 953710746 489560556 489560556
23750314 27392769 59820787 67090850 51140756 81248819 23750314 81248819 30476626 75004960 65558733 30476626 103054540 56032999 56032999
