instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-942 15 0.295238 49 0.302721 58 332 38 519 59 65 386 65 248 101 245
r-966 15 0.304762 16 0.35 7 5 4 3 4 10 7 6 6 4 3
r-689 47 0.296022 20 0.252632 14105 2880 2840 14159 2807 20946 3663 3679 9473 4059 3885
r-996 47 0.287697 14 0.230769 18 3 3 30 2 30 2 3 40 52 33
r-184 22 0.320346 15 0.257143 10 8 5 11 5 14 6 10 8 7 7
r-326 37 0.298799 46 0.298551 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-708 24 0.278986 23 0.312253 438 267 378 243 242 630 383 383 299 303 283
r-48 43 0.320044 48 0.326241 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-737 28 0.275132 11 0.2 1 0 0 0 0 0 0 0 0 0 0
r-123 29 0.29803 10 0.288889 0 0 0 0 0 0 0 0 0 0 0
r-701 12 0.272727 13 0.320513 0 0 0 0 0 0 0 0 0 0 0
r-633 38 0.285917 34 0.30303 581016 368336 369520 557474 388738 1000000 683719 683704 419100 452924 452686
r-179 11 0.418182 24 0.289855 0 2 0 2 0 0 2 0 1 2 0
r-507 44 0.324524 13 0.294872 42 3 2 41 3 41 2 2 8 0 0
r-37 46 0.32657 47 0.286772 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-634 26 0.335385 33 0.301136 5836 13576 5522 12740 5622 9207 25138 9064 9671 11452 9939
r-94 42 0.299652 42 0.29849 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-833 25 0.316667 38 0.295875 8020 14057 8120 13400 8135 13209 25217 14412 9589 13348 9465
r-516 10 0.311111 23 0.264822 0 1 0 1 0 0 2 0 0 0 0
r-283 12 0.272727 49 0.307823 0 0 0 0 0 0 0 0 0 1 0
r-891 41 0.297561 38 0.271693 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-767 27 0.253561 14 0.296703 13 1 1 12 1 9 2 2 11 5 3
r-267 23 0.284585 47 0.320074 18643 55295 18708 54901 18796 27782 96057 28474 31399 66181 31338
r-271 48 0.310284 26 0.261538 150462 109518 109686 158101 104623 259687 168983 168979 147834 107753 107130
r-472 44 0.302326 33 0.285985 1000000 1000000 1000000 1000000 972139 1000000 1000000 1000000 1000000 1000000 1000000
r-594 32 0.298387 19 0.280702 468 352 225 497 230 919 492 361 404 284 220
r-164 38 0.330014 49 0.295068 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-466 11 0.290909 41 0.29878 0 0 0 0 0 0 0 0 0 0 0
r-880 20 0.252632 27 0.282051 383 469 383 494 343 349 795 347 402 481 393
r-455 24 0.311594 23 0.288538 646 380 420 376 387 721 611 460 418 537 352
r-978 30 0.305747 46 0.311111 286147 594132 284738 591308 283770 497926 1000000 496062 469502 597354 470650
r-420 15 0.257143 46 0.303382 10 108 10 169 16 16 186 16 98 134 159
r-804 37 0.279279 42 0.286876 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-363 42 0.324042 30 0.298851 417645 286525 286084 426146 280569 804140 521422 521612 419480 346044 346172
r-758 27 0.327635 41 0.314634 30947 60299 30803 57654 30774 52549 113817 52494 29623 50423 29822
r-299 15 0.295238 50 0.303673 115 586 73 664 114 124 745 123 245 530 158
r-647 50 0.297959 28 0.31746 537501 279020 278942 523327 293075 1000000 462555 460333 385218 284599 283400
r-955 18 0.294118 26 0.329231 198 287 125 273 195 241 296 296 158 371 166
r-884 30 0.298851 16 0.375 175 40 25 171 29 256 33 52 128 65 40
r-15 32 0.306452 23 0.288538 6936 4006 3971 7040 3810 12018 6290 6133 7425 5295 5277
r-706 40 0.291026 17 0.257353 688 100 155 675 104 935 184 184 551 108 108
r-480 12 0.348485 34 0.299465 1 20 1 12 2 2 13 1 2 14 2
r-988 12 0.30303 33 0.299242 0 14 0 8 0 0 14 0 0 10 1
r-599 15 0.304762 50 0.313469 41 470 27 469 41 39 645 39 148 178 148
r-728 33 0.323864 19 0.298246 1232 370 461 1631 549 1662 651 538 603 524 375
r-670 33 0.295455 17 0.338235 155 22 14 143 15 223 23 15 165 67 106
r-994 23 0.300395 10 0.377778 1 0 0 2 0 2 0 0 1 1 1
r-222 40 0.297436 30 0.278161 186523 103210 103419 196016 101081 351630 178808 178650 183009 180041 180084
r-434 25 0.3 17 0.294118 103 60 59 140 62 165 52 83 165 53 53
r-452 37 0.280781 24 0.286232 10818 4867 4837 10303 5026 18387 7780 7776 11389 6080 6279
r-181 49 0.312075 33 0.337121 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-347 11 0.472727 20 0.263158 0 2 0 2 0 0 5 0 0 1 0
r-475 49 0.285714 46 0.299517 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-21 31 0.275269 49 0.282313 696806 1000000 694615 1000000 699182 1000000 1000000 1000000 817618 1000000 817284
r-147 10 0.244444 16 0.283333 0 0 0 0 0 0 0 0 0 0 0
r-168 35 0.302521 37 0.255255 251776 430158 253158 393909 257218 416342 800565 415526 360146 450651 359637
r-233 10 0.2 19 0.304094 1 0 0 1 1 0 1 0 0 1 0
r-964 50 0.302857 21 0.338095 20822 4245 4358 19817 5243 34445 6181 6188 16523 5484 5463
r-810 40 0.29359 46 0.31401 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-991 31 0.288172 47 0.309898 437617 830952 438215 847133 436561 780714 1000000 778926 385051 794358 384031
r-428 36 0.3 40 0.292308 947882 1000000 949358 1000000 953485 1000000 1000000 1000000 1000000 1000000 1000000
r-690 32 0.320565 45 0.281818 351490 846479 351347 792329 364111 620377 1000000 618890 592680 806519 591711
r-83 24 0.242754 35 0.302521 3679 8141 3755 8912 3969 5876 14109 5874 3764 6295 3796
r-771 17 0.323529 30 0.289655 32 223 32 165 51 69 215 70 54 214 53
r-530 17 0.301471 15 0.266667 4 2 2 2 2 5 3 3 3 2 2
r-106 41 0.303659 13 0.282051 68 6 4 42 6 68 6 4 32 8 8
r-616 38 0.284495 11 0.363636 0 0 0 0 0 0 0 0 1 1 1
r-378 29 0.278325 15 0.342857 76 9 14 93 15 184 11 11 34 13 21
r-583 32 0.324597 21 0.261905 1069 1053 904 1143 913 1804 1423 1469 1013 540 846
r-481 26 0.252308 36 0.260317 4617 12081 4376 12193 5591 6799 20248 6762 12414 11910 11509
r-287 13 0.269231 24 0.297101 0 8 0 4 0 0 5 0 0 1 0
r-625 21 0.27619 47 0.301573 7180 26619 7309 25901 7163 9951 42134 9872 11189 24527 11081
r-111 45 0.307071 24 0.32971 67526 20025 20189 64218 21346 121424 31666 31818 62889 32572 32746
r-17 36 0.315873 43 0.328904 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-400 44 0.287526 36 0.32381 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-67 10 0.333333 50 0.306939 0 0 0 0 0 0 0 0 0 0 0
r-726 41 0.30122 32 0.330645 699506 378288 378768 657375 401069 1000000 718320 719879 635786 503269 505589
r-221 37 0.33033 21 0.27619 3098 1757 1756 3103 1669 5001 2782 2810 4146 2969 2693
r-717 40 0.269231 37 0.286787 1000000 875438 875362 1000000 893116 1000000 1000000 1000000 1000000 1000000 1000000
r-276 20 0.247368 25 0.33 194 79 195 92 159 221 150 193 248 162 249
r-214 39 0.275304 42 0.321719 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-696 20 0.278947 19 0.327485 25 16 17 15 25 35 29 29 20 14 14
r-159 16 0.283333 10 0.177778 0 0 0 0 0 0 0 0 0 0 0
r-285 50 0.293061 32 0.310484 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
r-643 46 0.284058 24 0.304348 39416 9652 9794 37511 10469 66275 14325 14298 42071 22036 22212
r-320 48 0.299645 21 0.32381 17241 3779 3640 16592 4020 27289 5160 5163 14788 7155 7108
r-129 17 0.235294 20 0.310526 10 10 10 12 10 25 15 25 14 19 23
r-620 31 0.301075 22 0.294372 2816 1616 1320 2576 1396 4862 2049 2066 2363 1715 1779
r-349 42 0.264808 34 0.304813 1000000 539131 541455 1000000 588401 1000000 938216 940666 1000000 905352 903184
r-23 22 0.316017 15 0.257143 21 7 4 21 4 32 9 9 9 10 10
r-835 32 0.330645 16 0.216667 135 26 17 136 26 108 31 20 45 45 27
r-870 27 0.321937 22 0.324675 975 827 803 1316 632 1901 1112 1117 980 1083 1385
r-88 49 0.310374 19 0.327485 9162 2064 1920 8925 2142 13539 2550 2681 6456 4092 3220
