instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-732 13 0.384615 37 0.303303 1 35388 1 34624 1 2 35389 2 1 28470 1
r-75 22 0.281385 33 0.280303 1457662 7117671 1457662 7085712 1433671 2044403 11367987 2044403 1631448 5414396 1631448
r-855 44 0.283298 36 0.338095 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-918 39 0.290148 26 0.283077 112068751 47959556 47959556 115444253 46983551 188451043 71906916 71906916 109062015 45406739 45406739
r-62 10 0.466667 17 0.25 61 1868 61 1945 61 63 2550 63 74 1025 74
r-316 26 0.307692 17 0.257353 211454 40048 40048 215302 38792 307610 47610 47610 179522 67355 67355
r-193 34 0.269162 38 0.308677 838789203 847334207 838789203 1045837920 782536753 1471277647 1487069382 1471277647 914430316 898328227 914430316
r-622 50 0.303673 50 0.292245 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-420 15 0.257143 46 0.303382 1 255545 1 246640 1 2 255546 2 1 218722 1
r-1 32 0.336694 25 0.316667 32632949 19302072 19302072 35290348 18157199 55792398 30758320 30758320 30637878 21696015 21696015
r-263 35 0.260504 39 0.292848 1551720270 1560978818 1551720270 2082505433 1380431290 -1 -1 -1 1663573252 1235768510 1663573252
r-266 16 0.341667 28 0.301587 5041 114770 5041 115767 4969 5830 168028 5830 7285 83439 7285
r-662 20 0.252632 45 0.311111 1020865 11812758 1020865 11621239 1016227 1236144 16946890 1236144 903229 10567098 903229
r-556 47 0.296022 34 0.317291 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-707 48 0.318262 10 0.155556 1 1 1 1 1 1 1 1 1 1 1
r-851 39 0.303644 35 0.309244 1564769798 1159913697 1159913697 1639783096 1106484096 -1 2081934523 2081934523 1539457706 1212142959 1212142959
r-672 11 0.290909 15 0.304762 353 1616 353 1661 353 355 2058 355 340 1276 340
r-139 49 0.304422 43 0.299003 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-273 50 0.276735 33 0.329545 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-31 15 0.342857 12 0.318182 3822 910 910 3760 959 5116 1087 1087 1652 1006 1006
r-584 31 0.311828 43 0.283499 382838858 1103358568 382838858 1123921948 377781806 633235407 2004134197 633235407 537691498 1088805139 537691498
r-293 18 0.254902 22 0.320346 72337 173413 72337 191311 69459 103087 257384 103087 24681 130255 24681
r-285 50 0.293061 32 0.310484 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-665 25 0.326667 44 0.289641 28807296 134886682 28807296 130801330 28306380 44056262 236837442 44056262 46743872 119630271 46743872
r-436 41 0.303659 33 0.348485 1816227289 849209995 849209995 1786867091 905889950 -1 1504947626 1504947626 1777375947 1251054162 1251054162
r-286 39 0.325236 21 0.347619 23489571 4885803 4885803 22848339 5016116 39676499 6977149 6977149 18795021 6249705 6249705
r-353 40 0.30641 22 0.285714 40468833 10924595 10924595 40961432 11226279 64497481 15133542 15133542 38270920 10049116 10049116
r-535 10 0.355556 41 0.292683 1 1 1 1 1 1 1 1 1 1 1
r-357 20 0.310526 22 0.320346 80831 117905 80831 118261 73581 117142 186154 117142 85132 100956 85132
r-589 10 0.422222 19 0.28655 1 1240 1 1224 1 2 1241 2 1 1144 1
r-998 35 0.327731 34 0.324421 394355172 351305355 351305355 455075122 302161034 728346455 642688922 642688922 370756532 409228057 409228057
