instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-248 24 0.561594 24 0.73913 318 647 422 496 298 449 1267 449 453 525 495
r-320 24 0.550725 24 0.0652174 7 141 7 49 9 10 244 10 18 80 18
r-939 24 0.503623 24 0.619565 789 1148 721 981 706 1348 2461 1297 1378 844 1129
r-197 24 0.735507 24 0.271739 39 38 38 71 74 60 94 59 66 76 76
r-788 24 0.0942029 24 0.166667 506 142 80 351 224 588 165 167 1130 209 373
r-623 24 0.793478 24 0.130435 8 8 8 17 5 8 8 13 13 16 8
r-890 24 0.630435 24 0.717391 339 531 249 677 254 619 965 411 315 462 302
r-969 24 0.221014 24 0.996377 1 5 1 10 0 3 11 3 6 5 3
r-400 24 0.0978261 24 0.753623 10 2 2 11 17 17 7 7 16 7 4
r-868 24 0.235507 24 0.286232 459 412 328 369 475 1019 390 429 650 384 551
r-955 24 0.905797 24 0.34058 17 11 6 20 16 18 11 19 12 14 8
r-660 24 0.264493 24 0.652174 89 70 71 207 66 135 114 115 132 116 181
r-478 24 0.173913 24 0.123188 18 181 32 89 34 23 226 23 119 400 202
r-377 24 0.938406 24 0.721014 1185 27 27 317 155 954 35 65 921 75 64
r-45 24 0.246377 24 0.438406 574 233 155 349 607 1039 242 344 457 303 475
r-799 24 0.778986 24 0.862319 61 112 60 145 71 75 156 76 439 314 380
r-214 24 0.0615942 24 0.746377 3 1 0 2 4 7 3 2 3 1 2
r-398 24 0.931159 24 0.246377 12 2 3 5 6 13 6 6 9 3 3
r-935 24 0.717391 24 0.65942 877 622 619 794 888 1556 1305 1016 877 915 965
r-109 24 0.00362319 24 0.862319 1 0 0 1 0 2 2 1 1 0 0
r-950 24 0.23913 24 0.855072 4 7 4 7 4 6 12 6 6 12 11
r-280 24 0.257246 24 0.0543478 67 8523 67 5628 36 45 9159 82 382 7450 212
r-139 24 0.84058 24 0.42029 43 44 44 116 56 43 43 70 100 115 71
r-332 24 0.268116 24 0.34058 525 264 233 330 408 970 397 433 529 589 917
r-870 24 0.25 24 0.721014 27 34 34 72 28 33 85 53 95 54 35
r-517 24 0.797101 24 0.188406 21 11 21 26 15 36 18 36 22 31 22
r-719 24 0.257246 24 0.724638 53 28 28 133 40 54 44 70 87 97 61
r-780 24 0.166667 24 0.246377 167 27 44 55 130 255 58 58 87 291 241
r-982 24 0.0905797 24 0.641304 16 4 7 21 27 40 10 6 34 11 6
r-494 24 0.333333 24 0.202899 119 449 156 269 166 170 793 228 504 345 318
r-699 24 0.597826 24 0.0833333 8 42 8 21 5 7 44 12 11 47 11
r-945 24 0.706522 24 0.467391 208 230 198 231 163 326 358 331 179 250 202
r-473 24 0.916667 24 0.48913 48 11 6 159 55 129 15 15 57 12 21
r-722 24 0.0615942 24 0.231884 3215 34 34 764 534 3316 41 41 3173 149 151
r-298 24 0.0289855 24 0.663043 55 1 0 21 45 51 1 2 13 3 1
r-489 24 0.532609 24 0.431159 424 567 428 540 404 735 1484 1050 713 662 792
r-364 24 0.663043 24 0.778986 173 494 109 237 146 156 857 161 222 230 259
r-53 24 0.945652 24 0.289855 12 1 1 9 11 22 4 2 8 4 7
r-279 24 0.576087 24 0.768116 264 299 256 350 242 254 578 288 151 464 237
r-504 24 0.771739 24 0.775362 264 216 182 245 293 273 466 274 593 303 586
r-693 24 0.373188 24 0.496377 1021 594 891 817 1321 2047 1160 1041 961 687 912
r-680 24 0.0362319 24 0.547101 46 5 2 156 57 133 8 8 48 8 14
r-513 24 0.706522 24 0.413043 220 189 223 329 160 253 443 480 384 239 365
r-42 24 0.166667 24 0.728261 14 8 14 34 23 36 14 14 34 21 13
r-27 24 0.873188 24 0.605072 144 51 31 120 65 281 73 74 140 57 57
r-531 24 0.210145 24 0.471014 381 93 126 275 290 562 202 171 218 114 147
r-545 24 0.163043 24 0.23913 91 16 27 63 102 107 35 22 190 78 93
r-899 24 0.155797 24 0.181159 125 136 117 75 76 162 116 97 332 76 76
r-757 24 0.101449 24 0.742754 11 3 2 15 6 13 4 4 11 5 9
r-144 24 0.735507 24 0.822464 93 195 92 158 106 131 302 84 211 433 166
r-963 24 0.0507246 24 0.264493 2166 39 40 1564 305 2774 28 51 2880 120 68
r-299 24 0.257246 24 0.884058 1 16 1 12 2 5 28 3 4 12 4
r-863 24 0.275362 24 0.514493 150 334 217 315 168 320 422 428 519 236 242
r-185 24 0.224638 24 0.724638 15 29 29 73 31 23 28 28 60 29 46
r-20 24 0.855072 24 0.326087 26 19 19 46 30 41 32 31 59 25 15
r-591 24 0.619565 24 0.206522 59 21 59 67 40 96 33 60 77 93 49
r-559 24 0.681159 24 0.891304 59 285 58 208 121 133 670 88 271 316 160
r-433 24 0.163043 24 0.757246 12 10 6 11 8 12 9 15 21 14 14
r-272 24 0.326087 24 0.775362 41 58 42 149 76 62 133 62 125 80 79
r-718 24 0.623188 24 0.166667 17 85 28 48 22 36 85 36 33 57 33
r-703 24 0.213768 24 0.619565 51 29 29 104 60 125 75 74 110 49 49
r-390 24 0.293478 24 0.557971 286 220 334 578 314 375 373 374 320 297 361
r-676 24 0.963768 24 0.246377 8 0 0 5 3 14 1 0 3 0 0
r-648 24 0.793478 24 0.949275 20 6550 39 4007 37 38 7624 38 357 8047 231
r-859 24 0.905797 24 0.605072 174 36 37 58 90 269 33 33 240 92 154
r-291 24 0.15942 24 0.608696 68 38 23 79 48 105 43 57 63 42 69
r-819 24 0.865942 24 0.166667 3 5 3 5 3 6 9 5 6 3 6
