mcsplit mcsplit-h mcsplit+f mcsplit+fmm mcsplit+bigf mcsplit-swapped mcsplit+S
589580 647848 810515 857070 574143 741329 589580
4389 4666 7033 7532 3634 6708 4389
47935699 50317765 59933188 64299186 41763898 38782243 38782243
245063 275898 330474 359555 223353 314696 245063
-1 -1 -1 -1 -1 -1 -1
36832568 39598520 25532324 25839333 25597896 14333131 14333131
331612 392032 448691 482220 298320 370473 331612
6925014 8331376 10981718 12418897 5531374 7375511 7375511
60105 69506 81953 90094 54749 65811 65811
771990 870182 914204 991039 701269 708467 771990
200 211 136 137 206 147 200
-1 -1 -1 -1 -1 -1 -1
2024 2122 1769 1826 1603 1913 2024
2020278416 2090871544 1437686281 1489350869 1479334950 780998858 2020278416
16243 17990 16536 18020 15406 14684 16243
-1 -1 -1 -1 -1 -1 -1
267368827 345444053 454861663 520768384 242488758 736206833 267368827
5140515 5782518 5837982 6029620 4708951 4412398 5140515
3300341 3893302 4654621 5342460 2988593 3890630 3300341
1395 1465 1029 1041 1358 1030 1395
115500 124257 138650 150731 109329 104935 115500
5085436 6306218 8279793 9334190 4443933 7097877 7097877
56716938 77833041 32583209 35736585 54347039 48029547 56716938
35791 39676 47135 50210 36975 53634 35791
-1 -1 -1 -1 -1 -1 -1
63 63 69 69 82 99 63
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
2178663 2486886 2269296 2428311 2041000 1856165 2178663
-1 -1 -1 -1 -1 -1 -1
4941532 6584692 5609345 6307740 4443177 5088293 4941532
-1 -1 -1 -1 -1 -1 -1
1474866660 1614695601 2772788754 2978589759 1065293544 1277088357 1277088357
1780365 2303202 3260007 3589616 1538918 4151237 4151237
237806 219848 227786 228283 223615 201328 237806
4084199 4909223 11699475 12556483 3614591 10394841 4084199
8383 10717 7305 8452 6893 6863 6863
-1 -1 -1 -1 -1 -1 -1
140 148 115 115 128 144 144
1290780 1647111 3742338 4159531 1185592 3222595 3222595
433818571 494286336 945915468 1089147465 365325410 758455678 433818571
67688321 72827000 259215392 268047160 58079176 138065477 138065477
5135783 6198599 5436661 6082973 3990992 4347921 4347921
475087449 529771291 530810228 580106957 419070341 380416748 475087449
5338138 6854247 6695525 7545236 4882217 6569951 5338138
945494862 1111674707 734551541 839367589 856134517 645141934 945494862
12028 12863 13053 13620 9099 9330 9330
276336177 313787996 264971375 302131170 240502094 211386775 211386775
999974 1115863 1081720 1167314 879202 756213 756213
-1 -1 -1 -1 -1 -1 -1
2643 2793 4030 4088 2240 4696 2643
8972 10048 8581 8890 7818 7102 7102
52869518 58042609 116963325 128025501 56182112 76175912 52869518
45096099 47700167 46539597 51631751 37754950 28439747 45096099
532 546 567 592 529 534 532
1004013 1079709 1921566 1983166 966431 2042632 1004013
709 717 933 932 700 1020 709
8397861 9288934 4884073 5534091 7124621 3540335 8397861
486452 565997 496204 556585 358918 393403 486452
2373784 2550835 2689976 2927634 2128524 2017223 2373784
69468102 73851664 94202145 101695640 56002245 59226961 69468102
852529341 1193742675 256451551 285717537 803190916 263138885 852529341
5887879 6540583 15791952 17224416 5237314 13879444 5887879
32688027 37259230 76499925 83104089 27683253 47334676 32688027
8360047 8905457 21238808 22538998 6760417 34720875 8360047
143212976 167199634 216724067 245286010 123446556 134438484 143212976
43061374 48853271 43080272 46992464 40435167 38063999 43061374
28793656 34490815 32754638 36985734 25441458 27148063 28793656
121307848 126697053 141634240 158948893 109294030 104440638 121307848
-1 -1 -1 -1 -1 -1 -1
159 159 372 371 152 394 159
42657 45570 40554 45282 37634 38544 42657
93016 100557 502950 537280 136951 446336 93016
680 787 580 627 624 607 680
3088884 3704350 2397477 2626499 2404006 1979539 1979539
27225837 30094545 34282179 37239086 26156290 29989892 27225837
1573307 1723071 2063784 2270074 1478648 1656847 1573307
302648 322950 399105 426851 289904 427096 302648
371563929 445388258 430954726 490867513 308455619 334415336 371563929
175037 189736 56519 77235 177354 54780 175037
2030359339 2133545926 2056504181 2150290057 1383145697 1722888276 2030359339
-1 -1 -1 -1 -1 -1 -1
250227416 264634565 334957290 353404338 199313382 180919759 180919759
25614 26028 34463 35921 23081 29343 25614
-1 -1 -1 -1 -1 -1 -1
18705518 23706308 67246337 73181917 17512444 56888433 18705518
1731 2092 2225 2727 1498 2110 1731
2811333 3051510 1942272 2134984 2475555 1506588 2811333
-1 -1 -1 -1 -1 -1 -1
21901 27618 20993 22118 20362 19690 21901
1534811 1592385 1526943 1550664 1022055 879698 879698
734585 864289 5046542 5780789 558453 4460247 734585
499 583 586 615 446 525 525
1068999904 1303142385 2069551377 2375699983 918666551 1579029511 1068999904
1624099 1778907 2577386 2834241 1080553 1867579 1624099
267879 301763 437255 470268 253335 376819 267879
25791 32790 28067 29634 24786 25958 25791
3207813573 -1 -1 -1 2920019074 3450603864 3207813573
14780 17181 22306 23453 13818 20569 14780
688 882 780 839 589 675 675
6675524 7616709 9602547 10406198 5932279 7427907 6675524
50895551 55125277 100763322 104439461 55122092 119374743 50895551
2332254628 2769370642 2499013380 2885619343 2028593403 2108621286 2332254628
126466 156350 122012 139274 97610 115074 126466
-1 -1 -1 -1 -1 -1 -1
178 178 178 178 178 178 178
3581 3715 3845 3967 3487 3505 3581
117278128 119528959 207143966 214783762 91074741 135096971 117278128
456 462 519 514 422 535 456
413308707 486000329 468944440 528780329 370218987 377151894 413308707
63093 67081 93911 98546 58722 79566 63093
395063 411246 448015 462204 341797 301099 395063
856 1124 1291 1288 809 1205 856
230928566 294526312 2213750766 2534293096 197241496 1593886488 1593886488
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
2993177 2876787 3998073 3665611 2990633 2848093 2993177
7405284 8497375 10976096 12177725 6119580 6512736 7405284
593187 638236 726868 770365 521211 640470 593187
8198261 8539226 14270115 14515797 7251184 11481382 8198261
867960469 988266244 1362947703 1545787022 700316195 889958724 867960469
669976 756330 1012649 1080787 624229 820439 669976
119 126 116 140 117 99 119
33829 37093 20350 21139 31718 16781 33829
451462026 523160001 585357606 661526764 424394080 503133458 451462026
240 287 304 309 266 288 240
2309493232 2893559295 -1 -1 2110076192 -1 -1
-1 -1 -1 -1 -1 -1 -1
97937060 126444780 107697840 120915886 86403224 95649577 95649577
6177964 7498167 7091606 8007108 5572537 6012145 6012145
6583 6795 4378 4556 6206 4085 6583
20764168 24159056 36667466 40225947 17365047 26900510 26900510
257 274 211 208 230 161 257
6591046 7042854 12038827 13389150 6126640 10911610 6591046
414158082 497255053 476279135 553587326 377707898 422747029 414158082
121 121 144 147 114 135 121
190690989 233011916 270601637 311720145 155754575 215794285 190690989
33836 40358 28621 30481 30722 26857 33836
6970476 8198403 7542148 8216667 6048703 5889111 6970476
101 125 90 98 102 91 101
1574864722 1751370061 1114463733 1260811188 1439681264 869594516 869594516
49673641 52781796 105606560 108650696 40780836 73810416 49673641
1457196 1459988 2153786 2274843 1474620 2411037 1457196
254993240 274550820 598592872 661898857 220358942 655603358 655603358
869791 1007986 647573 683176 893357 624750 869791
1575 2381 1468 1515 1318 1894 1575
-1 -1 -1 -1 -1 -1 -1
785529832 849409559 542115153 588537942 694580786 436211883 436211883
1877262427 2062234966 2680257094 2859469761 1531548192 1651310892 1651310892
1398 1497 2056 2153 1309 1948 1398
1559743 1636639 2362165 2565804 1328726 1824466 1559743
230314865 258671720 179590354 189658986 232691971 154067889 230314865
18518 23130 24052 25722 17819 21728 21728
91840 100830 81649 87240 79194 67510 67510
64638798 73445225 102307535 110621130 62345056 75992720 75992720
86288 96833 99962 109752 77096 82149 82149
256886159 301723015 339835560 358352087 219917332 244256275 256886159
160423 218981 240411 311934 156071 132997 160423
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
3409126197 3848531062 -1 -1 3118905953 3404246802 3409126197
714475 778348 859213 917761 649952 790423 714475
9053 11902 9411 10016 8916 10210 9053
1381470164 1597835644 1709983701 1909986137 1284385148 1225423828 1381470164
9643 9883 9425 9173 7622 6232 9643
33644702 35496743 48938085 51029780 25187766 29496259 29496259
-1 -1 -1 -1 -1 -1 -1
2194827020 2449126458 2949515341 3337733728 1968486965 2415082714 2415082714
1187361 1465622 1390773 1535710 1072649 1211975 1187361
5418512 6669210 6505956 7278729 4927657 5872219 5418512
1228406 1324133 1337401 1424798 1095600 1030694 1228406
19737 22411 21460 23453 16536 18087 19737
303 317 492 524 277 356 303
11663 13228 6967 7123 10043 5266 5266
7855888 8356294 9872152 10252401 6639421 6442505 7855888
634512 723924 831548 879599 601042 726726 634512
235431 278798 183749 200837 201535 175563 175563
131510997 158798553 33246904 36092208 111017024 26105995 131510997
16777 19287 17184 18344 15271 17254 17254
247436457 262272358 314555150 335735996 203254100 219939253 247436457
44549316 53901803 42894416 49120382 35599449 27301527 27301527
160193 174266 171274 189465 141982 96361 96361
98481204 135678799 58038667 65592175 91136177 51639133 51639133
175 187 224 232 175 198 175
66208 77394 104720 114123 61834 93738 66208
28742 38404 32409 32612 27828 47392 28742
16859734 22428478 71046548 79598335 14065250 61387867 16859734
32338404 32880370 26267912 27501191 27391044 18720253 32338404
839807377 961672699 1205610483 1381828099 688064866 864491478 839807377
2141894 2376744 2617806 2807702 1962591 2252376 2141894
10994 7059 22984 16080 10649 16811 10994
1311941507 1480276613 2506728883 2714208049 1201168180 1596652591 1311941507
38371 43475 51552 57309 33879 46713 38371
350387 438536 383835 422030 307868 255100 255100
566813 635604 310895 324210 551181 274194 566813
590712 656198 625327 676946 500329 530930 590712
-1 -1 -1 -1 -1 -1 -1
652142 766163 691631 780935 570167 585312 652142
2463 2725 3598 4041 2269 3537 2463
1635 1856 2460 2701 1579 2507 1635
47267 52249 69593 77282 45954 66519 47267
4414 5514 4174 4500 4168 4049 4414
31531 38594 45183 49668 24354 41229 31531
1640765495 1874063195 2301519973 2455430648 1385894640 1680111227 1640765495
1245109 1278381 537672 566797 796524 397061 397061
9458 10834 23752 24436 9128 22957 9458
2638047740 3123009451 1905315321 2137419823 2205651681 1143554952 1143554952
-1 -1 -1 -1 -1 -1 -1
2847982192 3084649800 2703286602 2789188727 2147107363 2004593924 2847982192
216225629 254850954 270232803 305147582 215420193 225338391 216225629
335 346 299 307 324 283 283
114113 276778 139652 151866 107267 111107 114113
4655022 5090711 7888116 8703966 4152441 6195676 4655022
17911083 24172901 3758195 4173101 16471191 3188836 17911083
6206820 6565424 8060936 8584279 5490242 5013780 6206820
17647 19825 20861 21891 15810 17580 17647
78298813 94773926 92487345 107070911 63776082 76350544 78298813
29777637 33838847 57263085 65012066 25932484 68131741 29777637
15919357 17181122 18405596 19906880 14280247 13285083 15919357
39909661 48972118 33424412 36867725 35701123 27325464 39909661
18084 21716 23191 24449 13614 17113 17113
539 696 519 523 427 572 539
2875649 3451788 2917399 3199970 2321159 2201918 2201918
10793 12723 7699 8940 9095 8281 10793
5279105 6315540 5220485 5570607 4966680 4634197 5279105
3839937 4851108 4443191 4963618 3278005 4027765 3839937
495898309 665065260 533022262 605802226 436640881 463390258 463390258
157710664 163679571 125627477 134066260 135335202 99649487 157710664
101153 118906 145143 160865 86077 115114 101153
34067293 39658376 60624036 67462271 36774114 55251469 34067293
4181 4706 6342 6385 3585 5728 4181
32957528 35323052 81188092 85536110 27575178 52110223 32957528
6431546 7112289 3586866 3802764 5146467 3133859 6431546
11606351 13410591 10754144 11725391 11077858 10660453 11606351
16747416 18923044 69211108 73445034 15688843 56381488 16747416
55445593 93685331 49604235 55423134 45914884 47497489 47497489
3688440121 -1 -1 -1 3286792606 -1 -1
25070519 27813703 39274584 42765810 23529126 29674793 25070519
3881 4197 4674 4827 3100 3678 3881
3560 4112 4626 4546 3377 3362 3362
1014 975 1460 1498 927 1109 1014
260 268 234 231 255 265 260
19638938 21066816 28156701 29920976 18126599 24779225 19638938
24263 31030 29125 31579 20255 26836 24263
7529 8259 8286 8632 6358 7595 7529
3586516866 -1 -1 -1 3088153717 -1 3586516866
54566 63372 66518 72654 48403 75402 54566
4674573 4948124 6901734 7402290 4144091 5998603 4674573
3284706245 3840957797 3706797809 4273055011 2761616882 3255520658 3255520658
2344905 2550422 2416249 2613686 1976322 2034550 2034550
211 211 328 328 227 279 211
-1 -1 -1 -1 -1 -1 -1
823349 920605 1571867 1740441 746894 1787909 823349
198852 216450 235020 249226 197077 206952 198852
441071932 503034785 257868927 295035105 380626638 213448534 213448534
8855 11859 7902 8455 7454 7066 7066
9824 10190 6527 6624 9787 5968 9824
48569 53010 52448 54158 52185 49088 48569
118211360 137726064 138234452 150470512 106832995 106566209 118211360
8123462 8610913 11569982 12662124 7818098 9490433 8123462
12533243 13778898 17156113 18410577 9827132 8941925 8941925
1931 1952 2094 2082 1357 1374 1931
1195 1262 2842 2710 1158 3257 1195
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
28599585 30250653 43945621 45948957 22881989 29226398 28599585
1349733904 1489502341 1628600795 1797387877 1255400272 1041532100 1349733904
107717 124778 106354 115486 83674 89329 107717
-1 -1 -1 -1 -1 -1 -1
87358 118135 41010 45590 75887 34698 87358
719 544 2573 2925 621 1486 719
4170 4600 3640 3953 3636 3394 3394
1528209 1821627 1542908 1662411 454369 732573 1528209
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
250979209 300753165 320164131 358081219 224260324 259538985 250979209
70 70 95 95 70 93 70
1520 1720 2027 2156 1379 2028 1520
58194 67088 53108 55877 52580 37781 37781
217158111 269028882 258940848 295554659 195020490 305184994 217158111
1624514 1857905 2001958 2274496 1371877 1469297 1469297
216 223 222 225 234 246 216
20066 23643 20255 21820 16085 13823 13823
1327 1354 4388 4486 1254 4281 1327
275524 389547 349257 398062 240388 320148 275524
173 193 179 193 174 169 173
33425829 35499361 27422826 29282555 28677336 21158135 33425829
-1 -1 -1 -1 -1 -1 -1
1166775456 1303963842 1465580488 1583029761 833241074 752187622 1166775456
28013 42310 25851 27958 25186 25419 28013
1755547 1869877 2135903 2332218 1457822 1368936 1755547
40265 43757 48433 50576 37703 41037 40265
-1 -1 -1 -1 -1 -1 -1
1904 2136 2860 2972 1743 2409 1904
-1 -1 -1 -1 -1 -1 -1
61675987 78425745 59689745 67102801 54938346 54206625 61675987
6518 6845 8467 9164 6331 7680 6518
3548919275 3934733064 -1 -1 3143521995 -1 -1
9701 10113 6296 6479 8683 4245 9701
5166 5288 6196 6181 4847 5592 5166
166781935 177500318 168309323 182517612 142625883 115627508 166781935
4447050 5052563 5690046 6350203 3941412 3798765 3798765
325 335 392 397 317 319 325
13315 16058 16504 16776 12687 14522 13315
595832573 716771390 618421488 696317798 483217029 462286058 462286058
431575214 491746572 532502610 609790848 371360929 339954399 339954399
875275814 955683683 1873138819 2066088223 823296373 958310965 875275814
131508939 144943009 511311605 536854322 131942109 338868721 131508939
670132 985074 633326 709961 588890 579786 670132
1886193 2195414 1990996 2269644 1618440 1387580 1387580
26439 32281 31015 33330 15613 18019 26439
180 180 180 180 180 180 180
-1 -1 -1 -1 -1 -1 -1
2523893 2933532 3354675 3781838 2031556 2437976 2437976
64980596 75884427 100331433 112412828 53914091 77076690 64980596
1588 1642 2303 2489 1051 2054 1588
5708 6275 8794 9559 5142 8195 8195
140839 160290 172822 181566 128338 139143 139143
5076297 5327183 6810326 7482116 4718879 3630177 5076297
1867873 2123335 1812205 1978489 1492452 1466655 1867873
1858628 2145113 3397030 3660602 1633817 2837778 1858628
1230154 1537443 1396332 1540662 1159149 1185065 1185065
-1 -1 -1 -1 -1 -1 -1
2648 2804 2017 2063 2117 1711 2648
890544 991498 2613432 2849050 837215 2040940 890544
1074 1348 874 1144 921 729 1074
403 421 638 635 353 590 590
175063 36130 216319 48169 160057 188317 175063
1528767 1815530 1492852 1641387 1278754 878203 878203
133670 143104 99762 105159 128921 104498 133670
149841428 168165993 206696524 213374924 154770141 163842621 149841428
38597 41576 24590 26257 35837 22650 22650
179976785 189480077 231353877 241537733 153090818 136498736 179976785
365768 400371 397356 417523 339175 329551 365768
23274 26470 26507 28654 21618 22949 23274
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
369 361 702 683 297 676 369
791066 810434 1137866 1164725 723842 924591 791066
177896566 211099604 212731599 242985417 149772204 169889764 177896566
5314765 5873080 8353761 9367182 4494213 6285838 5314765
88787478 104264486 25770124 28087997 78530041 19596344 19596344
82577 88273 76900 81524 81709 70537 70537
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
288988 312848 272382 298035 264665 232728 288988
15173902 18895381 17387597 18411693 8304306 8671722 8671722
-1 -1 -1 -1 -1 -1 -1
418 493 370 381 376 307 307
3247323683 3959863010 -1 -1 2838619745 2771260146 2771260146
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
5459688 6986817 8639399 10582678 5104846 7418608 7418608
2601 2861 16965 17150 2577 16636 2601
363 387 339 337 345 305 305
-1 -1 -1 -1 -1 -1 -1
127 127 101 101 93 73 127
3882 4099 4106 4172 3387 3289 3882
552 554 621 621 552 503 552
-1 -1 3420375355 -1 -1 2596789658 -1
844711 957261 826066 914170 764867 705750 844711
-1 -1 -1 -1 -1 -1 -1
17214275 18559297 25397073 28614911 16241743 24731403 17214275
21749 7090 26917 27871 18715 8453 21749
-1 -1 -1 -1 -1 -1 -1
5318 5603 5675 6002 4790 3959 3959
233516 273662 261627 281107 190301 184592 233516
19135012 21473332 26365851 30182918 16197019 21004882 19135012
337848 377712 391491 414731 334945 322628 337848
315875 340247 160693 165752 281620 138139 315875
34772649 38479657 26955388 28828495 28896509 22875592 34772649
96951 125460 115985 131031 85544 101178 96951
-1 -1 -1 -1 -1 -1 -1
3155 3411 3256 3964 2293 2833 3155
300078 306835 245187 242585 209283 129018 300078
2880 2948 3390 3437 2811 2813 2880
6093 8413 7920 8248 5111 7931 6093
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
859795038 900941056 1874791343 1956217553 702646614 1267338852 859795038
1348 1451 1233 1300 1101 1002 1348
39932 40624 40953 40904 38065 37491 39932
42927 46466 52012 56064 35124 50711 42927
1316 1562 1872 1942 1153 1367 1367
829668394 881669092 445014985 483372397 659944296 315301238 829668394
79490 85343 157782 181604 74157 301691 79490
1558 1620 1546 1582 1099 1290 1290
70725 100334 63929 66085 71901 74146 70725
1550193 1864679 1789255 1961471 1401560 1594040 1594040
29681941 35072890 46040804 50488911 25924097 37269035 29681941
54414 74013 75159 74082 51661 59207 54414
38217 41398 26896 28263 30941 21424 38217
-1 -1 -1 -1 -1 -1 -1
409961 441173 399448 421695 349434 437042 409961
2086 2190 2551 2655 1885 2331 2086
55217 62952 110170 117455 48084 123831 55217
4036449723 -1 -1 -1 4079922281 -1 4036449723
1304177 1385514 1652016 1716270 1140797 1095776 1304177
1654390 2081954 2134812 2394374 1465333 1906475 1906475
160718228 187365618 440344346 487491652 155741343 386941160 160718228
350431657 372007813 855610281 905356809 311965864 500221784 350431657
6838 7532 8037 8977 6009 7527 7527
34 34 34 34 34 34 34
8111 8341 6110 6162 7398 5449 5449
9214 10872 13181 14001 9338 10365 9214
-1 -1 -1 -1 -1 -1 -1
152431 160882 143045 150770 143441 122774 122774
51482 65149 55214 60890 36529 39490 39490
13014 14114 11933 12722 11395 10231 13014
5690 5078 5734 5793 5203 5815 5815
9699 10462 11392 12243 9659 11042 9699
180672 129771 199560 235576 168825 189670 189670
415611105 453811808 424504185 472636129 355096610 316822475 415611105
84737 88703 197588 202013 79654 177623 84737
65047586 73371515 42685188 46175604 63195633 34644779 65047586
162897456 178710267 213877136 231184511 113820330 122194635 162897456
140343790 167211263 277794237 298978141 128893089 221892798 221892798
1288913844 1639635935 474017002 539561394 1175623656 495022047 1288913844
11876 12553 6251 6541 10512 5706 11876
