instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf mcsplit+randombigf
r-379 29 0.246305 29 0.246305 5816 4115 4177 4247
r-316 43 0.498339 43 0.498339 1000000 1000000 1000000 1000000
r-73 37 0.513514 37 0.513514 75722 70765 77474 81017
r-451 37 0.198198 37 0.198198 212446 303227 210804 221380
r-638 29 0.46798 29 0.46798 7800 7316 6905 6938
r-81 28 0.349206 28 0.349206 2634 3025 2498 2666
r-430 34 0.513369 34 0.513369 33863 32416 33586 34581
r-94 22 0.506494 22 0.506494 165 109 153 182
r-873 38 0.500711 38 0.500711 250746 202446 234210 236785
r-347 33 0.170455 33 0.170455 1000000 1000000 1000000 1000000
r-22 43 0.431894 43 0.431894 80958 101119 89354 93389
r-400 19 0.350877 19 0.350877 33 30 20 33
r-827 20 0.189474 20 0.189474 1000000 1000000 297664 225064
r-16 35 0.494118 35 0.494118 109538 106361 97853 98592
r-285 28 0.47619 28 0.47619 1094 1140 808 939
r-345 21 0.32381 21 0.32381 1194 832 369 166
r-522 25 0.453333 25 0.453333 128 174 175 173
r-386 34 0.258467 34 0.258467 29650 1000000 27946 27834
r-295 37 0.483483 37 0.483483 303077 274381 277212 284411
r-48 45 0.480808 45 0.480808 588966 466669 447392 445608
r-678 37 0.198198 37 0.198198 58769 58156 53255 55525
r-246 39 0.415655 39 0.415655 53365 27814 22901 21850
r-993 22 0.311688 22 0.311688 172 180 173 176
r-531 15 0.247619 15 0.247619 0 0 0 0
r-897 32 0.465726 32 0.465726 3949 4512 3919 4527
r-114 19 0.19883 19 0.19883 1 2 1 1
r-481 19 0.409357 19 0.409357 29 26 24 17
r-375 33 0.0606061 33 0.0606061 1000000 1000000 1000000 1000000
r-346 37 0.378378 37 0.378378 154640 171385 152282 156872
r-131 30 0.287356 30 0.287356 1000000 1000000 933278 593804
r-954 22 0.506494 22 0.506494 269 188 154 201
r-536 30 0.404598 30 0.404598 1397 597 362 327
r-586 28 0.42328 28 0.42328 362 481 486 452
r-957 27 0.14245 27 0.14245 92 496 92 162
r-103 23 0.237154 23 0.237154 115 104 115 109
r-583 35 0.443697 35 0.443697 143574 142891 130061 133215
r-568 38 0.477952 38 0.477952 576248 548170 532420 545693
r-38 27 0.512821 27 0.512821 2193 1587 2392 1674
r-990 41 0.139024 41 0.139024 1000000 1000000 1000000 1000000
r-702 20 0.521053 20 0.521053 57 66 34 55
r-654 17 0.220588 17 0.220588 2 1 3 4
r-249 33 0.409091 33 0.409091 36335 34353 31442 31524
r-494 21 0.428571 21 0.428571 20 28 18 10
r-666 26 0.470769 26 0.470769 331 433 375 320
r-439 32 0.352823 32 0.352823 22808 25741 22119 22799
r-145 18 0.424837 18 0.424837 9 10 4 4
r-154 25 0.153333 25 0.153333 56 64 42 43
r-766 39 0.48583 39 0.48583 74756 78362 67276 69040
r-336 42 0.344948 42 0.344948 8004 1000000 8457 8943
r-595 42 0.250871 42 0.250871 1000000 1000000 1000000 1000000
r-227 28 0.253968 28 0.253968 1460 828 1121 1217
r-305 40 0.224359 40 0.224359 1000000 695471 883076 867097
r-138 18 0.503268 18 0.503268 31 29 29 19
r-987 39 0.415655 39 0.415655 833541 711861 722941 728989
r-205 26 0.270769 26 0.270769 1000000 1000000 404896 302071
r-843 26 0.323077 26 0.323077 840 803 547 538
r-939 40 0.466667 40 0.466667 60278 43582 44427 42816
r-212 25 0.153333 25 0.153333 1000000 1000000 1000000 1000000
r-6 18 0.20915 18 0.20915 1 220778 3 1
r-559 19 0.526316 19 0.526316 15 9 8 8
r-421 45 0.127273 45 0.127273 1000000 941930 718522 668999
r-974 21 0.32381 21 0.32381 117 66 61 60
r-126 29 0.487685 29 0.487685 7773 6947 7082 6756
r-476 23 0.442688 23 0.442688 120 78 57 32
r-722 43 0.33887 43 0.33887 1000000 1000000 1000000 1000000
r-232 45 0.327273 45 0.327273 1000000 1000000 1000000 1000000
r-972 20 0.526316 20 0.526316 56 71 85 94
r-176 33 0.477273 33 0.477273 35570 30379 29795 29448
r-505 21 0.495238 21 0.495238 51 37 65 65
r-382 45 0.490909 45 0.490909 575164 516501 452039 447663
r-593 17 0.529412 17 0.529412 9 6 6 10
r-609 42 0.371661 42 0.371661 1000000 1000000 1000000 1000000
r-304 33 0.477273 33 0.477273 4038 4447 3640 3869
r-803 40 0.45 40 0.45 54452 62166 53124 55205
r-107 29 0.46798 29 0.46798 6989 6691 6105 6032
r-424 44 0.241015 44 0.241015 1000000 1000000 1000000 1000000
r-601 43 0.33887 43 0.33887 1000000 1000000 1000000 1000000
r-43 28 0.507937 28 0.507937 3091 1815 1748 1782
r-898 28 0.494709 28 0.494709 4218 3624 3688 3894
r-599 39 0.45614 39 0.45614 517193 456116 464599 477997
r-901 23 0.521739 23 0.521739 277 169 268 184
r-407 25 0.52 25 0.52 901 448 767 565
r-351 17 0.514706 17 0.514706 13 9 11 12
r-941 35 0.494118 35 0.494118 119094 102456 107002 108989
r-961 34 0.165775 34 0.165775 24743 20917 19263 18441
r-690 34 0.499109 34 0.499109 49971 42205 45044 46104
r-124 43 0.245847 43 0.245847 1000000 1000000 1000000 1000000
r-973 29 0.246305 29 0.246305 1000000 1000000 1000000 1000000
r-516 28 0.253968 28 0.253968 2058 2018 1913 1973
r-327 31 0.503226 31 0.503226 15541 14979 14542 14819
r-278 24 0.344203 24 0.344203 556 412 442 575
r-739 35 0.443697 35 0.443697 127343 118059 116274 120227
r-515 27 0.358974 27 0.358974 65 3640 55 56
r-865 38 0.490754 38 0.490754 42663 48901 36462 37163
r-134 15 0.533333 15 0.533333 3 3 3 2
r-453 35 0.329412 35 0.329412 123749 100871 103396 102431
r-757 15 0.419048 15 0.419048 0 0 0 0
r-408 31 0.503226 31 0.503226 5875 5921 5480 5170
r-948 16 0.233333 16 0.233333 1 0 1 1
r-775 25 0.5 25 0.5 135 137 153 99
r-592 45 0.509091 45 0.509091 1000000 1000000 1000000 1000000
r-641 27 0.501425 27 0.501425 1200 1102 1040 1110
r-917 32 0.272177 32 0.272177 34903 1000000 34973 35019
r-2 39 0.415655 39 0.415655 29894 15473 14148 12880
r-996 38 0.507824 38 0.507824 59874 62898 66315 68922
r-653 44 0.510571 44 0.510571 1000000 1000000 1000000 1000000
r-830 29 0.339901 29 0.339901 3266 4212 2963 3136
r-825 31 0.124731 31 0.124731 1771 961 909 681
r-298 24 0.0833333 24 0.0833333 5960 1000000 5909 6016
r-64 43 0.389812 43 0.389812 31495 134504 36530 38736
r-724 16 0.525 16 0.525 5 7 5 8
r-633 34 0.40107 34 0.40107 1950 3304 1923 2242
r-355 23 0.498024 23 0.498024 71 121 51 85
r-174 29 0.339901 29 0.339901 1292 54282 1459 1272
r-11 21 0.466667 21 0.466667 20 13 23 14
r-788 40 0.45 40 0.45 88462 71979 63946 62718
r-925 38 0.308677 38 0.308677 486464 369416 397295 396137
r-170 34 0.370766 34 0.370766 130247 26430 12444 9886
r-572 31 0.27957 31 0.27957 8983 11023 8475 8868
r-297 30 0.404598 30 0.404598 702 1081 595 460
r-661 40 0.384615 40 0.384615 1000000 907434 936792 942017
r-692 20 0.505263 20 0.505263 48 34 46 47
r-398 32 0.387097 32 0.387097 25010 27693 22084 22353
r-565 45 0.0868687 45 0.0868687 647191 1000000 614899 729590
r-691 41 0.256098 41 0.256098 1000000 1000000 1000000 1000000
r-717 32 0.465726 32 0.465726 18789 21027 16717 16827
r-534 38 0.308677 38 0.308677 206981 275566 198041 206475
r-980 29 0.517241 29 0.517241 2278 2426 2192 2524
r-706 31 0.0645161 31 0.0645161 1000000 1000000 1000000 1000000
r-839 44 0.502114 44 0.502114 851289 883331 753083 748155
r-828 33 0.344697 33 0.344697 592 110550 711 742
r-66 30 0.404598 30 0.404598 5989 6376 5700 5733
r-716 44 0.443975 44 0.443975 160099 228321 180428 188542
r-532 39 0.45614 39 0.45614 51472 42199 35899 35500
r-742 23 0.300395 23 0.300395 38882 23665 3931 3048
r-928 41 0.378049 41 0.378049 898370 1000000 877901 912075
r-791 42 0.455285 42 0.455285 1000000 1000000 1000000 1000000
r-645 36 0.322222 36 0.322222 1334 1000000 1858 1499
r-631 30 0.508046 30 0.508046 8399 7711 7808 7976
r-323 17 0.441176 17 0.441176 7 5 3 3
r-321 34 0.508021 34 0.508021 22890 26242 21048 21369
r-135 32 0.508065 32 0.508065 23739 26944 22094 22272
r-869 21 0.514286 21 0.514286 46 47 41 63
r-960 24 0.15942 24 0.15942 69 57 60 60
r-258 20 0.336842 20 0.336842 34 14 15 25
r-685 28 0.515873 28 0.515873 1964 1886 2170 2392
r-431 35 0.504202 35 0.504202 51110 48705 47478 48309
r-357 41 0.460976 41 0.460976 1000000 1000000 1000000 1000000
r-508 33 0.492424 33 0.492424 9991 8999 7144 7393
r-243 30 0.508046 30 0.508046 2730 2556 2721 2965
r-952 21 0.52381 21 0.52381 100 88 54 83
r-746 39 0.510121 39 0.510121 179757 190141 183901 190048
r-406 27 0.358974 27 0.358974 150 1234 166 96
r-604 32 0.120968 32 0.120968 1000000 1000000 1000000 1000000
r-719 33 0.492424 33 0.492424 47688 40183 42253 42483
r-394 27 0.518519 27 0.518519 1693 1709 1685 1902
r-621 26 0.470769 26 0.470769 2043 1671 1951 2268
r-985 16 0.533333 16 0.533333 2 6 2 2
r-196 25 0.333333 25 0.333333 770 941 734 924
r-934 18 0.366013 18 0.366013 7 5 3 3
r-502 37 0.45045 37 0.45045 23518 18638 15520 15252
r-257 41 0.180488 41 0.180488 1000000 957129 1000000 1000000
r-838 18 0.470588 18 0.470588 5 6 2 4
r-955 28 0.515873 28 0.515873 2278 2136 2113 2152
r-630 35 0.494118 35 0.494118 104716 90992 95264 96835
r-541 18 0.424837 18 0.424837 2 2 0 1
r-750 30 0.128736 30 0.128736 146 215 234 151
r-250 42 0.284553 42 0.284553 1000000 1000000 1000000 1000000
r-920 43 0.172757 43 0.172757 1000000 1000000 1000000 1000000
r-761 20 0.521053 20 0.521053 91 100 57 58
r-146 39 0.496626 39 0.496626 173325 142120 132093 133791
r-112 45 0.505051 45 0.505051 1000000 1000000 1000000 1000000
r-40 44 0.40592 44 0.40592 70723 142212 80065 84752
r-958 16 0.458333 16 0.458333 1 1 1 1
r-308 22 0.17316 22 0.17316 20 21 11 21
r-270 26 0.470769 26 0.470769 890 959 778 843
r-861 40 0.184615 40 0.184615 1000000 1000000 1000000 1000000
r-458 43 0.389812 43 0.389812 28376 75003 30783 31987
r-161 17 0.117647 17 0.117647 4 1000000 2 2
r-723 30 0.45977 30 0.45977 7696 6988 6815 6756
r-374 33 0.219697 33 0.219697 10908 19227 10416 10850
r-745 41 0.378049 41 0.378049 1000000 1000000 1000000 1000000
r-890 21 0.495238 21 0.495238 38 64 52 52
r-45 44 0.241015 44 0.241015 1000000 1000000 1000000 1000000
r-880 20 0.521053 20 0.521053 51 32 30 30
r-446 33 0.344697 33 0.344697 44955 11918 3576 2839
r-118 28 0.198413 28 0.198413 319 499 304 515
r-18 23 0.442688 23 0.442688 365 332 240 215
r-771 36 0.246032 36 0.246032 87547 145299 85901 90463
r-261 34 0.470588 34 0.470588 9064 10019 8554 8768
r-62 32 0.483871 32 0.483871 6029 5066 4645 4443
r-435 45 0.511111 45 0.511111 1000000 1000000 1000000 1000000
r-812 24 0.391304 24 0.391304 722 354 130 107
r-908 26 0.147692 26 0.147692 67 69 63 66
r-314 31 0.451613 31 0.451613 2327 1951 1870 1694
r-718 41 0.504878 41 0.504878 729013 740877 697583 714141
r-499 17 0.382353 17 0.382353 13 11 10 11
r-152 27 0.31339 27 0.31339 574 540 673 564
r-579 42 0.507549 42 0.507549 819171 783889 772338 787300
r-616 44 0.0454545 44 0.0454545 1000000 1000000 1000000 1000000
r-587 33 0.511364 33 0.511364 12827 13869 11912 11946
r-465 34 0.0588235 34 0.0588235 1000000 1000000 1000000 1000000
r-143 15 0.247619 15 0.247619 2 4 1 2
r-39 30 0.508046 30 0.508046 5864 4568 5351 5436
r-358 16 0.458333 16 0.458333 2 1 2 1
r-632 36 0.157143 36 0.157143 37665 21520 26554 26232
r-332 32 0.497984 32 0.497984 5421 4913 4165 3862
r-149 29 0.37931 29 0.37931 411 7284 358 372
r-591 31 0.451613 31 0.451613 1550 1573 1629 2238
r-388 35 0.514286 35 0.514286 62202 49714 58094 58710
r-50 34 0.508021 34 0.508021 15510 15538 15345 15915
r-151 21 0.466667 21 0.466667 136 107 105 67
r-473 29 0.37931 29 0.37931 5979 5277 5203 6340
r-137 22 0.415584 22 0.415584 25 62 37 39
r-574 41 0.256098 41 0.256098 1000000 1000000 1000000 1000000
r-693 30 0.514943 30 0.514943 4302 3986 4092 4308
r-529 15 0.533333 15 0.533333 2 2 2 1
r-575 20 0.505263 20 0.505263 48 46 44 54
r-646 40 0.357692 40 0.357692 16804 276603 19417 20436
r-216 33 0.219697 33 0.219697 1000000 1000000 1000000 1000000
r-147 33 0.117424 33 0.117424 1149 714 866 876
r-560 38 0.422475 38 0.422475 14665 22007 15494 16376
r-842 30 0.48046 30 0.48046 1884 2188 1682 1699
r-100 16 0.525 16 0.525 3 2 3 3
r-442 21 0.514286 21 0.514286 77 69 71 112
r-606 39 0.364372 39 0.364372 431472 465110 371095 370970
r-157 21 0.52381 21 0.52381 72 151 67 105
r-175 18 0.503268 18 0.503268 16 26 23 14
r-514 36 0.355556 36 0.355556 138653 111130 115804 113849
r-383 22 0.519481 22 0.519481 99 112 137 140
r-328 24 0.518116 24 0.518116 272 406 375 375
r-477 19 0.491228 19 0.491228 25 21 34 23
r-521 18 0.503268 18 0.503268 13 9 12 19
r-238 18 0.366013 18 0.366013 1 6 1 1
r-60 39 0.48583 39 0.48583 465228 405175 415754 419072
r-743 41 0.139024 41 0.139024 1000000 1000000 1000000 1000000
r-91 36 0.488889 36 0.488889 216126 189442 196213 199338
r-207 28 0.494709 28 0.494709 3950 3616 3513 3518
r-457 20 0.505263 20 0.505263 68 100 101 99
r-301 21 0.514286 21 0.514286 122 101 68 69
r-399 36 0.246032 36 0.246032 243684 199720 200570 200586
r-650 30 0.287356 30 0.287356 3733 2774 3125 3176
r-122 32 0.465726 32 0.465726 2679 2228 2031 2021
r-626 27 0.358974 27 0.358974 2707 2075 1761 1510
r-215 36 0.157143 36 0.157143 1000000 1000000 1000000 1000000
r-629 24 0.228261 24 0.228261 78247 1000000 71267 72350
r-866 45 0.127273 45 0.127273 1000000 1000000 1000000 1000000
r-864 15 0.419048 15 0.419048 2 4 1 1
r-637 38 0.507824 38 0.507824 181428 132442 169910 171221
r-339 35 0.510924 35 0.510924 78451 70238 74220 76550
r-836 31 0.511828 31 0.511828 6513 6990 6703 7302
r-354 16 0.4 16 0.4 3 3 2 2
r-781 20 0.521053 20 0.521053 48 32 46 29
r-850 37 0.0540541 37 0.0540541 1000000 1000000 1000000 1000000
r-484 19 0.19883 19 0.19883 15104 300819 15168 14996
r-834 39 0.145749 39 0.145749 170774 389625 170370 180720
r-141 33 0.458333 33 0.458333 1627 1994 1481 1457
r-770 15 0.419048 15 0.419048 0 0 0 0
r-69 26 0.507692 26 0.507692 532 397 396 607
r-807 26 0.516923 26 0.516923 1284 1122 1172 1867
r-887 29 0.46798 29 0.46798 1099 1202 769 776
r-70 29 0.37931 29 0.37931 7030 6382 6194 6134
r-730 27 0.433048 27 0.433048 406 233 141 223
r-804 18 0.470588 18 0.470588 27 17 13 20
r-527 36 0.385714 36 0.385714 199725 209250 187238 192735
r-367 18 0.20915 18 0.20915 1 2 1 2
r-659 25 0.38 25 0.38 1141 925 690 654
r-239 44 0.169133 44 0.169133 1000000 1000000 1000000 1000000
r-588 29 0.192118 29 0.192118 1000000 1000000 1000000 1000000
r-810 21 0.495238 21 0.495238 68 50 85 54
r-311 40 0.480769 40 0.480769 47943 55456 46491 48476
r-967 21 0.466667 21 0.466667 18 10 8 13
r-385 19 0.491228 19 0.491228 8 10 10 6
r-507 28 0.253968 28 0.253968 534 636 399 405
r-213 33 0.378788 33 0.378788 53182 58282 51402 53062
r-203 22 0.415584 22 0.415584 131 71 105 109
r-577 19 0.19883 19 0.19883 16 547226 16 8
r-57 29 0.133005 29 0.133005 1000000 1000000 1000000 1000000
r-550 27 0.512821 27 0.512821 956 999 1629 1078
r-486 31 0.36129 31 0.36129 222 3711 208 277
r-303 23 0.513834 23 0.513834 333 314 294 454
r-202 43 0.365449 43 0.365449 1000000 1000000 1000000 1000000
r-815 40 0.512821 40 0.512821 405384 380478 372731 375156
r-242 28 0.388889 28 0.388889 1267 307 426 222
r-994 21 0.466667 21 0.466667 130 98 107 164
r-469 39 0.48583 39 0.48583 577441 485794 525285 531611
r-551 29 0.487685 29 0.487685 1613 1050 1064 1055
r-120 37 0.279279 37 0.279279 1000000 1000000 1000000 1000000
r-904 39 0.504723 39 0.504723 237442 194369 205915 203815
r-186 19 0.105263 19 0.105263 1000000 1000000 1000000 1000000
r-886 27 0.39886 27 0.39886 2403 1323 517 546
r-643 23 0.166008 23 0.166008 1000000 1000000 1000000 1000000
r-613 24 0.463768 24 0.463768 120 70 97 62
r-682 27 0.14245 27 0.14245 1000000 1000000 1000000 1000000
r-671 25 0.38 25 0.38 833 691 885 726
r-193 22 0.506494 22 0.506494 111 57 108 114
r-578 23 0.237154 23 0.237154 1000000 1000000 834320 601130
r-291 30 0.48046 30 0.48046 2556 2135 2112 1956
r-444 33 0.458333 33 0.458333 40812 36858 36955 38032
r-489 31 0.0645161 31 0.0645161 1000000 1000000 1000000 1000000
r-811 34 0.40107 34 0.40107 90553 83746 81149 81109
r-10 30 0.186207 30 0.186207 1600 2681 1474 1349
r-795 41 0.256098 41 0.256098 644628 1000000 626846 660858
r-860 39 0.364372 39 0.364372 5932 223681 7120 7718
r-780 18 0.111111 18 0.111111 1000000 1000000 1000000 1000000
r-543 32 0.272177 32 0.272177 16281 16220 12704 12747
r-319 22 0.311688 22 0.311688 34 72 31 51
r-461 33 0.458333 33 0.458333 4553 3607 3199 4206
r-492 30 0.404598 30 0.404598 7736 8104 7246 7456
r-340 21 0.428571 21 0.428571 20 34 28 17
r-432 19 0.526316 19 0.526316 19 18 19 30
r-944 41 0.460976 41 0.460976 1000000 1000000 1000000 1000000
r-192 22 0.454545 22 0.454545 31 23 35 21
r-849 28 0.349206 28 0.349206 2455 839 433 296
r-65 19 0.51462 19 0.51462 19 23 11 10
r-337 35 0.480672 35 0.480672 16245 16485 14302 14978
r-256 28 0.515873 28 0.515873 851 1016 788 732
r-36 22 0.519481 22 0.519481 92 54 81 79
r-392 41 0.402439 41 0.402439 818576 907598 717088 717506
r-467 27 0.501425 27 0.501425 781 861 783 479
r-34 34 0.513369 34 0.513369 19326 17426 18754 19576
r-982 29 0.133005 29 0.133005 581 392 331 563
r-977 26 0.443077 26 0.443077 192 283 223 217
r-931 38 0.14936 38 0.14936 1000000 1000000 1000000 1000000
r-905 37 0.348348 37 0.348348 1000000 1000000 210720 152005
r-768 17 0.382353 17 0.382353 1 4 1 1
r-350 37 0.405405 37 0.405405 308949 259744 277386 271769
r-198 40 0.466667 40 0.466667 752070 664129 674230 673823
r-72 32 0.508065 32 0.508065 14208 12533 13489 13216
r-968 20 0.189474 20 0.189474 4 4 3 5
r-425 33 0.503788 33 0.503788 30246 27610 28229 28401
r-247 20 0.336842 20 0.336842 530 130 101 90
r-318 34 0.213904 34 0.213904 40687 21698 32277 32870
r-805 18 0.294118 18 0.294118 1815 595 155 207
r-741 25 0.153333 25 0.153333 32 39 31 20
r-669 15 0.514286 15 0.514286 0 0 1 1
r-241 30 0.0666667 30 0.0666667 1000000 1000000 1000000 1000000
r-919 18 0.470588 18 0.470588 8 7 10 10
r-929 36 0.107937 36 0.107937 1000000 1000000 1000000 1000000
r-517 20 0.394737 20 0.394737 5 10 3 3
r-236 40 0.501282 40 0.501282 551174 502617 511508 517135
r-584 30 0.287356 30 0.287356 3939 4989 3549 3777
r-753 41 0.460976 41 0.460976 1000000 1000000 1000000 1000000
r-914 26 0.212308 26 0.212308 178 217 163 173
r-234 24 0.228261 24 0.228261 762 1000000 711 656
r-269 27 0.501425 27 0.501425 1377 1346 1345 1490
r-774 24 0.463768 24 0.463768 73 88 84 88
r-821 29 0.295567 29 0.295567 4086 4961 4612 4138
r-282 34 0.486631 34 0.486631 9189 9802 7160 7231
r-512 29 0.246305 29 0.246305 2302 2514 2003 2997
r-726 32 0.497984 32 0.497984 21733 27061 18910 18792
r-422 20 0.478947 20 0.478947 92 66 86 84
r-160 16 0.233333 16 0.233333 3 3 2 2
r-368 26 0.409231 26 0.409231 268 136 156 152
r-179 24 0.463768 24 0.463768 626 547 542 816
r-416 16 0.233333 16 0.233333 2246 1854 553 355
r-427 21 0.466667 21 0.466667 195 114 113 114
r-475 29 0.413793 29 0.413793 12605 10794 11279 11743
r-840 31 0.451613 31 0.451613 1833 1785 1831 1691
r-698 17 0.308824 17 0.308824 422 230 185 73
r-286 20 0.394737 20 0.394737 28 29 24 15
r-878 18 0.522876 18 0.522876 11 7 7 12
r-363 38 0.102418 38 0.102418 8222 54285 7945 8989
r-84 32 0.225806 32 0.225806 1000000 1000000 1000000 1000000
r-402 20 0.336842 20 0.336842 24 22 31 30
r-986 34 0.336898 34 0.336898 1120 1000000 1028 1557
r-689 43 0.504983 43 0.504983 738877 649372 645845 643153
r-600 36 0.512698 36 0.512698 115307 109753 110220 111498
r-231 35 0.363025 35 0.363025 1734 22029 1826 1625
r-813 45 0.353535 45 0.353535 37459 1000000 45869 48756
r-762 20 0.189474 20 0.189474 2026 1000000 2046 2035
r-322 24 0.391304 24 0.391304 38 197 28 29
r-330 17 0.308824 17 0.308824 3 6 4 4
r-490 31 0.516129 31 0.516129 9472 8092 8593 8623
r-854 23 0.355731 23 0.355731 74 84 94 61
r-9 24 0.518116 24 0.518116 457 499 536 367
r-589 22 0.519481 22 0.519481 281 139 267 177
r-482 21 0.514286 21 0.514286 100 51 55 88
r-576 29 0.295567 29 0.295567 1000000 523567 78973 62556
r-670 44 0.443975 44 0.443975 169672 208376 185371 191938
r-105 16 0.525 16 0.525 1 2 2 1
r-417 26 0.409231 26 0.409231 888 1034 658 687
r-707 44 0.494715 44 0.494715 465169 440238 352757 350763
r-349 38 0.500711 38 0.500711 642537 562883 606162 614306
r-52 16 0.4 16 0.4 3 1 1 1
r-428 17 0.220588 17 0.220588 16 35988 31 16
r-27 43 0.449612 43 0.449612 1000000 1000000 1000000 1000000
r-740 29 0.512315 29 0.512315 4071 3883 3720 4203
r-359 39 0.496626 39 0.496626 407133 362971 340597 341722
r-652 38 0.462304 38 0.462304 363861 319457 320453 322493
r-995 34 0.45098 34 0.45098 6819 4941 4568 4663
r-168 35 0.363025 35 0.363025 184189 204780 177647 185241
r-338 41 0.35122 41 0.35122 1000000 1000000 1000000 1000000
r-177 18 0.470588 18 0.470588 7 8 5 8
r-284 20 0.442105 20 0.442105 101 84 85 54
r-763 30 0.23908 30 0.23908 1000000 1000000 1000000 1000000
r-814 24 0.344203 24 0.344203 53 855 45 25
r-675 33 0.511364 33 0.511364 29493 22152 27370 27572
r-162 40 0.480769 40 0.480769 105239 85450 81217 80333
r-199 31 0.232258 31 0.232258 1000000 1000000 1000000 1000000
r-89 28 0.47619 28 0.47619 616 667 844 746
r-235 23 0.474308 23 0.474308 86 39 35 35
r-686 42 0.507549 42 0.507549 1000000 1000000 1000000 1000000
r-433 35 0.208403 35 0.208403 1000000 1000000 1000000 1000000
r-80 17 0.514706 17 0.514706 13 7 13 13
r-755 18 0.294118 18 0.294118 24 22 21 13
r-510 32 0.417339 32 0.417339 35641 30373 31723 31629
r-324 45 0.377778 45 0.377778 1000000 1000000 1000000 1000000
r-423 17 0.485294 17 0.485294 11 4 6 10
r-617 16 0.4 16 0.4 3 6 3 2
r-946 29 0.487685 29 0.487685 1961 1953 1925 2177
r-907 39 0.472335 39 0.472335 567824 502142 522089 533331
r-615 45 0.327273 45 0.327273 1000000 1000000 1000000 1000000
r-191 24 0.507246 24 0.507246 462 476 494 673
r-832 33 0.515152 33 0.515152 31840 33520 33236 35064
r-459 32 0.175403 32 0.175403 1000000 1000000 1000000 1000000
r-109 36 0.457143 36 0.457143 12567 8752 12387 12758
r-983 36 0.457143 36 0.457143 129331 109996 114470 117146
r-164 29 0.37931 29 0.37931 295 2014 150 155
r-703 21 0.495238 21 0.495238 44 39 61 40
r-837 30 0.186207 30 0.186207 1000000 1000000 1000000 1000000
r-210 36 0.157143 36 0.157143 1000000 1000000 1000000 1000000
r-390 23 0.403162 23 0.403162 43 18 18 17
r-627 38 0.490754 38 0.490754 367052 315099 333627 338128
r-566 41 0.47561 41 0.47561 112665 88884 84878 84329
r-434 36 0.474603 36 0.474603 188907 179461 167104 167256
r-953 43 0.48948 43 0.48948 416517 348140 323352 319969
r-181 31 0.425806 31 0.425806 1482 2197 1582 2167
r-325 29 0.37931 29 0.37931 4182 4803 4051 4589
r-950 21 0.32381 21 0.32381 39 78 65 68
r-751 15 0.514286 15 0.514286 2 1 2 1
r-119 44 0.511628 44 0.511628 1000000 1000000 1000000 1000000
r-265 42 0.396051 42 0.396051 1000000 1000000 1000000 1000000
r-163 23 0.498024 23 0.498024 130 155 140 87
r-570 37 0.198198 37 0.198198 1000000 1000000 1000000 1000000
r-456 21 0.514286 21 0.514286 75 63 66 70
r-200 26 0.516923 26 0.516923 818 413 635 513
r-271 31 0.124731 31 0.124731 1000000 1000000 1000000 1000000
r-111 16 0.233333 16 0.233333 0 0 0 0
r-876 34 0.0588235 34 0.0588235 1000000 1000000 1000000 1000000
r-797 22 0.367965 22 0.367965 199 171 108 111
r-563 24 0.463768 24 0.463768 223 319 196 191
r-642 28 0.452381 28 0.452381 2410 1875 2098 2333
r-466 20 0.505263 20 0.505263 6 7 5 5
r-280 26 0.369231 26 0.369231 700 159 131 117
r-450 43 0.27907 43 0.27907 1000000 1000000 1000000 1000000
r-139 34 0.499109 34 0.499109 59280 51657 53528 54226
r-962 29 0.295567 29 0.295567 369 689047 361 489
r-366 33 0.409091 33 0.409091 42123 47972 37556 37666
r-894 27 0.501425 27 0.501425 1072 1050 915 1183
r-858 17 0.485294 17 0.485294 5 3 4 2
r-302 15 0.514286 15 0.514286 1 1 1 1
r-413 42 0.501742 42 0.501742 1000000 1000000 1000000 1000000
r-605 23 0.237154 23 0.237154 90 148 85 89
r-197 43 0.365449 43 0.365449 1000000 1000000 374114 275531
r-688 26 0.270769 26 0.270769 197 309 245 311
r-916 41 0.402439 41 0.402439 19263 34475 20487 21400
r-189 38 0.0526316 38 0.0526316 1000000 1000000 1000000 1000000
r-687 34 0.499109 34 0.499109 57280 47754 50802 51611
r-219 23 0.355731 23 0.355731 222 310 307 200
r-455 18 0.503268 18 0.503268 18 10 10 18
r-535 23 0.474308 23 0.474308 420 302 276 281
r-272 32 0.225806 32 0.225806 5587 9226 7052 5618
r-754 35 0.110924 35 0.110924 1000000 1000000 1000000 1000000
r-640 33 0.219697 33 0.219697 10568 18987 10946 11656
r-233 44 0.426004 44 0.426004 1000000 1000000 1000000 1000000
r-133 26 0.470769 26 0.470769 1781 1413 1534 1570
r-136 25 0.28 25 0.28 188 150 237 241
r-684 38 0.14936 38 0.14936 1000000 1000000 1000000 1000000
r-13 16 0.125 16 0.125 174491 501770 172155 172994
r-209 44 0.485201 44 0.485201 473187 553038 427648 440612
r-300 18 0.111111 18 0.111111 1000000 1000000 1000000 1000000
r-307 31 0.180645 31 0.180645 1000000 1000000 1000000 1000000
r-190 29 0.295567 29 0.295567 1487 1000000 1425 1436
r-283 30 0.496552 30 0.496552 3177 2942 2780 2961
r-464 15 0.533333 15 0.533333 1 2 2 2
r-608 45 0.29899 45 0.29899 204761 1000000 208594 209891
r-844 45 0.20202 45 0.20202 1000000 1000000 1000000 1000000
