instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-941 30 0.275862 12 0.287879 9389 1884 1884 8708 1893 9513 2003 2003 4965 1685 1685
r-120 36 0.290476 23 0.324111 13886918 6406488 6406488 14008801 7199212 24235928 10006168 10006168 5518396 8631286 8631286
r-986 19 0.239766 28 0.330688 328648 184812 328648 226603 306413 473784 295056 473784 675687 621344 675687
r-167 30 0.34023 50 0.294694 497965543 -1 497965543 -1 491221282 -1 -1 -1 1759682338 -1 1759682338
r-335 35 0.29916 28 0.261905 33540375 43176392 43176392 37706664 40316121 58138794 73224193 73224193 80213086 60425721 60425721
r-85 28 0.269841 11 0.436364 7657 3220 3220 7514 3739 9438 3081 3081 4172 5890 5890
r-485 40 0.303846 28 0.28836 85596037 83297317 83297317 93785358 83535733 157712892 142665542 142665542 89979326 103471691 103471691
r-866 35 0.29916 43 0.322259 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-693 19 0.263158 42 0.29036 1995077 3497284 1995077 3487750 1969772 2536130 4980037 2536130 2000663 1674874 2000663
r-169 46 0.312077 17 0.279412 1375646 821978 821978 1366356 829099 1847410 1012004 1012004 516877 1799052 1799052
r-841 34 0.26738 18 0.339869 661776 145619 145619 639937 164295 1009576 210071 210071 472879 716989 716989
r-368 46 0.288889 48 0.324468 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-30 19 0.356725 29 0.295567 323295 928305 323295 918336 333746 483529 1550669 483529 249786 430461 249786
r-798 19 0.245614 11 0.363636 2754 935 935 2532 997 2710 469 469 1765 1315 1315
r-774 41 0.278049 30 0.301149 216034388 80282310 80282310 224335737 92589512 390019877 136619726 136619726 243335586 176112149 176112149
r-898 45 0.291919 22 0.333333 11870835 3517057 3517057 11717214 3924528 19760320 5438656 5438656 8731246 11726919 11726919
r-353 40 0.30641 22 0.285714 13942460 5681317 5681317 14380067 5848274 22932065 8441677 8441677 8652402 15204378 15204378
r-538 12 0.242424 46 0.288889 380 594 380 579 380 339 569 339 314 362 314
r-999 26 0.298462 35 0.305882 10358992 11765641 10358992 13135039 10142784 17213899 21028489 17213899 23667375 30529413 23667375
r-741 45 0.314141 18 0.228758 2250000 1387323 1387323 2334670 1416012 3169155 1688428 1688428 1973409 1767369 1767369
r-511 41 0.309756 16 0.225 261420 141046 141046 262469 149285 313624 155555 155555 282710 626623 626623
r-291 18 0.287582 45 0.323232 2195616 2952853 2195616 2918395 2168326 2607697 3235222 2607697 1907570 2443334 1907570
r-925 21 0.328571 23 0.264822 113614 235395 113614 245255 118965 173722 404600 173722 505340 248666 505340
r-626 34 0.331551 49 0.306973 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-873 19 0.298246 36 0.274603 334785 993416 334785 961355 333991 444901 1432646 444901 1006751 836020 1006751
r-60 18 0.248366 10 0.266667 689 194 194 734 278 723 227 227 342 535 535
r-863 38 0.278805 39 0.303644 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-775 34 0.315508 46 0.307246 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-232 49 0.27381 50 0.320816 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-148 30 0.275862 12 0.30303 7023 1217 1217 6638 1263 7096 1272 1272 3684 5428 5428
r-121 45 0.317172 20 0.278947 7076358 3601540 3601540 7082452 3674804 10897525 4890774 4890774 9105159 6581623 6581623
r-268 48 0.300532 27 0.287749 78196554 93663829 93663829 80107666 97556343 136998469 144734559 144734559 479388027 229073816 229073816
r-546 36 0.295238 20 0.263158 4302857 2219703 2219703 4526744 2288547 6458604 3045905 3045905 4074590 5878413 5878413
r-702 21 0.280952 24 0.304348 224561 202080 224561 247955 194233 341518 293697 341518 382588 728207 382588
r-826 45 0.29798 19 0.350877 3463233 1024811 1024811 3458913 1063707 5254498 1384719 1384719 1361648 3058218 3058218
r-76 25 0.286667 18 0.333333 172316 72962 72962 172202 86467 275233 107661 107661 119537 82670 82670
r-828 39 0.290148 35 0.322689 463296150 256030086 256030086 495710002 265036345 -1 466791545 466791545 1089121961 601758655 601758655
r-144 33 0.299242 47 0.301573 754659670 -1 754659670 -1 734351428 -1 -1 -1 -1 -1 -1
r-744 47 0.297872 17 0.301471 1211183 343388 343388 1190217 362565 1626309 430026 430026 689516 589031 589031
r-692 46 0.298551 49 0.316327 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-116 42 0.292683 18 0.267974 1576537 1393394 1393394 1586213 1474722 2245850 1774139 1774139 1368038 1973908 1973908
r-154 26 0.267692 13 0.320513 13577 2328 2328 12825 2149 16796 2718 2718 5959 8208 8208
r-331 31 0.288172 39 0.275304 139974892 159492638 139974892 167063418 139647447 241532718 293509483 241532718 156425573 405806538 156425573
r-921 20 0.315789 18 0.372549 81855 34193 34193 86471 30495 136454 48564 48564 60197 88317 88317
r-310 33 0.310606 33 0.30303 53084817 62748209 53084817 71376539 46927434 97737289 117021966 97737289 96100081 106090651 96100081
r-592 32 0.296371 24 0.282609 5209928 3701285 3701285 5603405 3738490 5582202 3750695 3750695 5940414 6238701 6238701
r-32 35 0.289076 27 0.319088 23199284 12961517 12961517 24533109 15086812 40510282 20899555 20899555 38218367 13530801 13530801
r-185 18 0.287582 49 0.284014 501370 1538126 501370 1505215 496660 611626 2030874 611626 378638 1261943 378638
r-545 43 0.320044 33 0.299242 -1 653501417 653501417 -1 625613056 -1 -1 -1 -1 1490495786 1490495786
r-867 17 0.301471 17 0.25 8326 23748 8326 27110 7344 11206 35024 11206 9536 25203 9536
r-25 43 0.322259 48 0.281028 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-416 32 0.298387 50 0.301224 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-501 39 0.296896 33 0.339015 346797479 170457184 170457184 360358747 188428309 678142353 283291643 283291643 367672828 254748165 254748165
r-165 38 0.280228 33 0.301136 351049110 145230062 145230062 372705315 160227366 649922901 260571774 260571774 497764003 720443576 720443576
r-357 20 0.310526 22 0.320346 88686 43712 88686 47332 66409 136120 63675 136120 113761 96806 113761
r-754 18 0.339869 24 0.318841 54220 43647 54220 48142 46948 79623 66766 79623 216230 124680 216230
r-478 40 0.301282 48 0.303191 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-963 30 0.278161 36 0.293651 27661292 80473743 27661292 89201854 27390321 45569051 139798102 45569051 107548905 69836112 107548905
r-834 11 0.254545 42 0.299652 640 1138 640 1177 639 588 1118 588 535 658 535
r-719 30 0.310345 27 0.339031 11645998 6221728 6221728 12612400 6031840 21141192 10621292 10621292 15416117 18371729 18371729
r-385 35 0.302521 40 0.330769 818257107 557396459 818257107 635817603 757158326 -1 -1 -1 1069252328 831767520 1069252328
r-784 37 0.292793 16 0.291667 223518 114209 114209 217242 124234 295891 123927 123927 227651 215964 215964
r-923 13 0.320513 48 0.317376 28377 88541 28377 87361 28377 28308 88498 28308 34912 45972 34912
r-864 17 0.279412 21 0.309524 45903 39021 45903 41416 43152 61378 56285 61378 57228 63251 57228
r-492 17 0.316176 11 0.309091 864 396 396 814 356 889 407 407 508 742 742
r-700 25 0.306667 26 0.316923 960320 944876 960320 1140809 852666 1575614 1551834 1575614 1873494 1835475 1873494
r-280 19 0.304094 31 0.346237 869326 864186 869326 916913 849861 1288304 1445095 1288304 1256679 882357 1256679
r-566 23 0.332016 29 0.278325 1263311 1526415 1263311 1336713 1315708 2004423 2591976 2004423 2954598 1866864 2954598
r-171 14 0.32967 32 0.270161 13506 40751 13506 39871 13349 15847 50625 15847 127581 33697 127581
r-680 24 0.268116 16 0.216667 60620 26713 26713 65425 26738 81022 32932 32932 34548 30358 30358
r-576 16 0.341667 33 0.30303 147576 331092 147576 331409 145639 201289 497765 201289 291091 264681 291091
r-819 40 0.280769 18 0.326797 625996 195077 195077 610580 216008 891503 251420 251420 366681 923164 923164
r-339 41 0.332927 26 0.301538 59861399 51464292 51464292 64287303 50140266 104734278 84046314 84046314 89917363 72390054 72390054
r-173 25 0.31 30 0.285057 4296948 6803040 4296948 7341519 4307810 6683019 10921047 6683019 4305321 8460978 4305321
r-142 31 0.273118 10 0.133333 565 323 323 642 257 502 244 244 445 229 229
r-801 29 0.29803 47 0.300648 93116361 301167084 93116361 317393722 94349028 155173582 544787654 155173582 173093858 296825678 173093858
r-36 49 0.318878 18 0.261438 1121334 727617 727617 1111821 743336 1470912 893925 893925 1151571 910715 910715
r-531 18 0.294118 22 0.363636 70788 30719 70788 34174 58418 108960 45155 108960 114143 83265 114143
r-194 17 0.183824 31 0.286022 100385 85705 100385 90874 99333 117274 107949 117274 146898 127784 146898
r-942 15 0.295238 49 0.302721 122522 333796 122522 327320 121981 136819 388882 136819 628411 63997 628411
r-966 15 0.304762 16 0.35 11022 3947 11022 5250 9292 15204 5119 15204 10483 12869 10483
r-689 47 0.296022 20 0.252632 11037196 5547604 5547604 11155604 5672463 15361451 7333690 7333690 9288535 10818324 10818324
r-996 47 0.287697 14 0.230769 86747 8614 8614 84027 8886 86115 8078 8078 112120 125417 125417
r-184 22 0.320346 15 0.257143 27250 18538 18538 28087 17887 34101 23507 23507 20791 30034 30034
