instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-248 24 0.561594 24 0.73913 847952 1608238 847952 1238009 922023 1346348 2891045 1346348 1342974 1264706 1342974
r-320 24 0.550725 24 0.0652174 19629 483077 19629 222022 23781 31262 697432 31262 54969 419382 54969
r-939 24 0.503623 24 0.619565 1884442 2712601 1884442 2367445 1899451 3198803 5053706 3198803 1793831 1802560 1793831
r-197 24 0.735507 24 0.271739 161220 136107 136107 90678 182264 240793 207350 207350 187182 171887 171887
r-788 24 0.0942029 24 0.166667 1023681 293426 293426 777035 661085 1178787 349644 349644 1450420 186095 186095
r-623 24 0.793478 24 0.130435 26887 24059 26887 23903 27971 41259 39034 41259 42930 47371 42930
r-890 24 0.630435 24 0.717391 780082 1377761 780082 1080882 775789 1240346 2354741 1240346 846506 1196456 846506
r-969 24 0.221014 24 0.996377 7335 57096 7335 50764 7035 12622 102337 12622 24816 61132 24816
r-400 24 0.0978261 24 0.753623 50787 14260 14260 53168 53035 81681 21567 21567 50086 22798 22798
r-868 24 0.235507 24 0.286232 1394032 945738 945738 1532583 1261482 2109787 1365992 1365992 1210117 1291788 1291788
r-955 24 0.905797 24 0.34058 42160 31226 31226 37423 44021 71619 52569 52569 46642 36295 36295
r-660 24 0.264493 24 0.652174 221685 254009 254009 305129 236394 331356 406151 406151 243152 231941 231941
r-478 24 0.173913 24 0.123188 67877 229821 67877 159336 62236 84034 284038 84034 172613 404570 172613
r-377 24 0.938406 24 0.721014 2753212 180007 180007 2228577 686272 3588725 228939 228939 2929785 318625 318625
r-45 24 0.246377 24 0.438406 1152946 510473 510473 1387381 931044 2060297 808620 808620 1457261 559895 559895
r-799 24 0.778986 24 0.862319 93797 344429 93797 236774 110549 122134 452927 122134 147712 391900 147712
r-214 24 0.0615942 24 0.746377 16832 5316 5316 12306 12363 34221 9961 9961 17422 8301 8301
r-398 24 0.931159 24 0.246377 38677 13068 13068 21982 34670 66142 21466 21466 29393 10214 10214
r-935 24 0.717391 24 0.65942 2566111 2109029 2109029 2915484 2295406 4165745 3322849 3322849 2224463 2534595 2534595
r-109 24 0.00362319 24 0.862319 11116 2352 2352 4900 4854 22683 6964 6964 11470 1940 1940
r-950 24 0.23913 24 0.855072 11571 35560 11571 24016 11512 17870 55727 17870 23008 57853 23008
r-280 24 0.257246 24 0.0543478 248423 39047439 248423 28442510 246566 310062 43910526 310062 728415 32090813 728415
r-139 24 0.84058 24 0.42029 99433 106196 106196 119325 130181 154657 163440 163440 236587 279711 279711
r-332 24 0.268116 24 0.34058 1003869 707558 707558 1159837 862534 1656782 1082910 1082910 952205 1126867 1126867
r-870 24 0.25 24 0.721014 88797 146816 146816 93273 109883 138836 223459 223459 224083 93023 93023
r-517 24 0.797101 24 0.188406 67588 60215 67588 44185 78011 105992 92893 105992 99624 73580 99624
r-719 24 0.257246 24 0.724638 113557 117943 117943 208186 137710 179858 174564 174564 173086 158631 158631
r-780 24 0.166667 24 0.246377 195354 60831 60831 181651 169725 295148 85448 85448 203976 385764 385764
r-982 24 0.0905797 24 0.641304 68047 21319 21319 41750 68225 111856 31986 31986 96584 34209 34209
r-494 24 0.333333 24 0.202899 324075 784818 324075 552501 379250 460342 1244916 460342 982380 856529 982380
r-699 24 0.597826 24 0.0833333 27117 124399 27117 83262 29119 39459 203257 39459 51705 139853 51705
r-945 24 0.706522 24 0.467391 393751 730809 730809 476968 398718 599375 1189106 1189106 450226 552151 552151
r-473 24 0.916667 24 0.48913 215247 32091 32091 116849 261503 324237 46442 46442 249109 60606 60606
r-722 24 0.0615942 24 0.231884 9175706 88550 88550 4156333 2314657 10715523 109679 109679 11440261 184597 184597
r-298 24 0.0289855 24 0.663043 218412 4621 4621 36973 163148 347313 8555 8555 73508 10185 10185
r-489 24 0.532609 24 0.431159 1316956 1355394 1316956 1265419 1174344 2192126 2257176 2192126 1413234 1634618 1413234
r-364 24 0.663043 24 0.778986 294226 749726 294226 537517 309725 446861 1258416 446861 421590 658904 421590
r-53 24 0.945652 24 0.289855 39258 8121 8121 24946 37008 66600 13145 13145 51099 19086 19086
r-279 24 0.576087 24 0.768116 564681 520081 564681 368812 650457 875596 921634 875596 241951 793523 241951
r-504 24 0.771739 24 0.775362 584245 600125 584245 708224 552301 838140 852201 838140 1106144 928665 1106144
r-693 24 0.373188 24 0.496377 2344146 1500455 1500455 2390405 1884985 4362139 2522087 2522087 1843637 1703944 1703944
r-680 24 0.0362319 24 0.547101 256390 15973 15973 202710 170911 394585 24045 24045 332778 35829 35829
r-513 24 0.706522 24 0.413043 459567 579913 579913 543932 474129 712512 945370 945370 790800 474159 474159
r-42 24 0.166667 24 0.728261 60202 43350 43350 60051 64770 97439 65126 65126 87968 62976 62976
r-27 24 0.873188 24 0.605072 359973 117997 117997 362231 174865 537561 174815 174815 540083 147105 147105
r-531 24 0.210145 24 0.471014 540015 244785 244785 587525 443100 984696 378022 378022 597363 292798 292798
r-545 24 0.163043 24 0.23913 196033 57072 57072 174853 171665 278698 77614 77614 333168 322904 322904
r-899 24 0.155797 24 0.181159 122204 271424 271424 278898 106976 164600 347162 347162 235944 206042 206042
r-757 24 0.101449 24 0.742754 33790 17631 17631 19553 33739 60918 27009 27009 30752 31800 31800
r-144 24 0.735507 24 0.822464 234491 583880 234491 440157 255656 321991 857622 321991 570150 944777 570150
r-963 24 0.0507246 24 0.264493 9086119 90172 90172 6528898 1576976 11154676 117611 117611 9670116 391126 391126
r-299 24 0.257246 24 0.884058 9653 50156 9653 19144 11276 16020 80294 16020 19262 60375 19262
r-863 24 0.275362 24 0.514493 463181 730591 730591 415298 513013 678188 1234722 1234722 604557 409966 409966
r-185 24 0.224638 24 0.724638 61589 76529 76529 110988 74895 92994 114719 114719 114724 77339 77339
r-20 24 0.855072 24 0.326087 124397 57103 57103 69396 137667 185085 88439 88439 120295 63817 63817
r-591 24 0.619565 24 0.206522 120415 80197 120415 155754 124027 188831 122409 188831 156782 152380 156782
r-559 24 0.681159 24 0.891304 184394 870202 184394 605206 212314 258289 1235954 258289 417997 922715 417997
r-433 24 0.163043 24 0.757246 33308 30722 30722 39728 35749 52011 44986 44986 49346 29807 29807
r-272 24 0.326087 24 0.775362 173359 238497 173359 244027 190251 260217 364215 260217 263446 254758 263446
r-718 24 0.623188 24 0.166667 68267 231726 68267 119902 84121 99052 350687 99052 123271 232832 123271
r-703 24 0.213768 24 0.619565 172350 121480 121480 182806 193033 261429 186020 186020 187936 147622 147622
r-390 24 0.293478 24 0.557971 668107 691841 691841 802137 686109 1004553 1132444 1132444 835879 895443 895443
r-676 24 0.963768 24 0.246377 29311 1577 1577 15268 12991 48064 4984 4984 23827 1861 1861
r-648 24 0.793478 24 0.949275 137333 26897895 137333 16090624 129561 141328 30032704 141328 641561 24665661 641561
r-859 24 0.905797 24 0.605072 338891 100779 100779 331095 132083 494299 153000 153000 462708 55902 55902
r-291 24 0.15942 24 0.608696 186975 97171 97171 233195 206196 278408 142927 142927 234015 166470 166470
r-819 24 0.865942 24 0.166667 10171 18023 18023 17804 9285 17083 28738 28738 19188 14689 14689
r-532 24 0.978261 24 0.858696 -1 44054773 44054773 -1 487010019 -1 44073422 44073422 -1 10352844 10352844
r-347 24 0.460145 24 0.855072 32306 212708 32306 47489 36837 50388 327732 50388 21949 118780 21949
r-470 24 0.663043 24 0.938406 127184 3411609 127184 2242789 128353 148348 4628433 148348 515388 3457602 515388
r-313 24 0.318841 24 0.231884 1285632 1002645 1285632 824465 1274923 1946221 1605445 1946221 502443 954924 502443
r-321 24 0.786232 24 0.684783 928538 453400 453400 990056 830825 1451677 676635 676635 833719 520910 520910
r-178 24 0.0326087 24 0.202899 43800324 137026 137026 201997201 14852445 45512226 21119 21119 72652840 1280804 1280804
r-856 24 0.275362 24 0.26087 371726 451007 371726 469355 337998 569251 685831 569251 584880 571838 584880
r-695 24 0.166667 24 0.547101 221339 150144 150144 341348 251848 334696 231307 231307 383896 200546 200546
r-482 24 0.568841 24 0.65942 2717589 3771824 2717589 3462277 2548642 4524200 6787317 4524200 2400368 3535496 2400368
r-602 24 0.844203 24 0.32971 55262 68784 68784 53160 58093 85978 104208 104208 70032 37189 37189
r-644 24 0.746377 24 0.202899 88319 66733 88319 94418 103712 140451 99184 140451 73653 100928 73653
r-264 24 0.543478 24 0.206522 121708 161891 121708 161623 134479 186205 239455 186205 162041 248921 162041
r-839 24 0.391304 24 0.942029 3888 110360 3888 45198 2474 7470 191919 7470 19016 84877 19016
r-784 24 0.902174 24 0.605072 621104 187976 187976 684542 301637 973431 279942 279942 934376 260565 260565
r-32 24 0.496377 24 0.257246 708802 1180358 708802 962701 780590 1124872 2125984 1124872 1030895 974130 1030895
r-737 24 0.184783 24 0.836957 21913 13947 21913 16310 28428 34588 23133 34588 24173 26904 24173
r-526 24 0.963768 24 0.32971 101879 16353 16353 37447 72275 189571 26146 26146 115886 16363 16363
r-851 24 0.73913 24 0.67029 2277957 1164165 1164165 2341464 1989887 3668647 1796216 1796216 858589 743701 743701
r-114 24 0.344203 24 0.474638 2683086 1734017 1734017 3119936 2270598 4968527 2904801 2904801 2042983 1664196 1664196
r-997 24 0.257246 24 0.057971 93252 8262470 93252 4271769 93747 128834 9981891 128834 330995 10436887 330995
r-530 24 0.130435 24 0.231884 320770 267418 267418 521845 278988 439470 341731 341731 1268358 196474 196474
r-683 24 0.952899 24 0.431159 295996 21611 21611 120439 259047 470810 32971 32971 303370 95643 95643
r-697 24 0.800725 24 0.974638 359384 1499844651 359384 620805503 356082 234402 1633398675 234402 134672 1440906951 134672
r-516 24 0.449275 24 0.789855 209751 194439 209751 232474 267161 169835 292270 169835 152451 213733 152451
r-495 24 0.702899 24 0.807971 561733 969982 561733 798623 587279 831787 1539660 831787 477493 470032 477493
r-334 24 0.115942 24 0.286232 266027 30080 30080 206467 145643 345027 41123 41123 369874 70330 70330
r-579 24 0.449275 24 0.0434783 8719 757065 8719 297758 8469 13997 1053840 13997 118644 1854094 118644
r-962 24 0.960145 24 0.119565 14535 2649 2649 5456 10005 23913 7217 7217 12967 2867 2867
r-557 24 0.42029 24 0.188406 282580 208996 282580 157632 287146 430436 377446 430436 118673 368059 118673
r-506 24 0.173913 24 0.0434783 322292 22697220 322292 11072139 314575 392104 24490816 392104 827851 16929562 827851
r-52 24 0.202899 24 0.539855 193928 339698 339698 223742 217337 285350 552904 552904 526816 249009 249009
r-543 24 0.130435 24 0.652174 109356 76556 76556 112671 122164 170236 123093 123093 173420 73469 73469
r-713 24 0.0869565 24 0.605072 115452 23941 23941 64642 147456 199058 36838 36838 68481 29075 29075
r-395 24 0.278986 24 0.942029 3482 56338 3482 25938 2578 6821 86970 6821 11413 49878 11413
r-219 24 0.684783 24 0.15942 80273 96167 80273 123393 94136 121533 151146 121533 105058 162640 105058
r-609 24 0.873188 24 1 167654475 -1 167654475 -1 167654475 187300302 -1 187300302 -1 -1 -1
r-13 24 0.887681 24 0.836957 543963 145344 145344 387830 450175 648153 177567 177567 1062463 136038 136038
r-74 24 0.891304 24 0.373188 52613 32726 32726 32973 59828 88695 41068 41068 52482 28148 28148
r-319 24 0.0688406 24 0.865942 9538 4112 4112 11874 7630 19341 8853 8853 10109 5881 5881
r-840 24 0.945652 24 0.836957 36868530 30984 30984 22399281 11365057 38875050 36171 36171 73576068 4433666 4433666
r-503 24 0.434783 24 0.246377 684258 1494029 684258 1129083 770796 1095392 2731702 1095392 847887 899296 847887
r-761 24 0.0869565 24 0.576087 90086 54084 54084 75995 101063 145063 80137 80137 150417 54065 54065
r-116 24 0.789855 24 0.224638 67336 65669 65669 55985 63810 98369 94353 94353 59169 78160 78160
r-775 24 0.626812 24 0.695652 1507069 2101802 1507069 1900357 1502647 2466994 3608978 2466994 1451381 1916430 1451381
r-876 24 0.206522 24 0.525362 484755 222383 222383 248679 498049 724960 360279 360279 295632 192884 192884
r-9 24 0.98913 24 0.101449 5452 941 941 5526 2104 10773 5386 5386 6415 2370 2370
r-479 24 0.822464 24 0.206522 62962 46100 46100 63715 68763 96803 57538 57538 71518 72401 72401
r-329 24 0.927536 24 0.0181159 2342 3939 2342 3633 1956 7836 8829 7836 3789 5415 3789
r-852 24 0.199275 24 0.108696 13230 115525 13230 68886 15373 17806 145514 17806 86638 321388 86638
r-29 24 0.699275 24 0.246377 142101 251812 142101 307160 162050 208552 383316 208552 294307 396985 294307
r-152 24 0.876812 24 0.449275 188008 153472 153472 218921 227499 279436 253043 253043 360208 176837 176837
r-171 24 0.652174 24 0.634058 2118913 2172361 2172361 2653738 1966267 3593684 3592464 3592464 2064237 1934086 1934086
r-502 24 0.336957 24 0.514493 895715 932949 932949 870087 860294 1403826 1558858 1558858 1135066 1229980 1229980
r-875 24 0.076087 24 0.612319 43893 23755 23755 50073 47051 85291 38562 38562 77041 35220 35220
r-595 24 0.0326087 24 0.876812 15620 1838 1838 10735 12441 30019 6309 6309 16652 4760 4760
r-905 24 0.568841 24 0.0905797 75065 290327 75065 151919 96838 120907 437374 120907 126497 416238 126497
