instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-3 32 0.352823 32 0.352823 23492990 25871602 19455310
r-630 41 0.256098 41 0.256098 1711 1754 1697
r-819 40 0.480769 40 0.480769 11489040 8485091 7849484
r-767 48 0.336879 48 0.336879 54507 43384 47969
r-481 16 0.458333 16 0.458333 15412 17566 12700
r-148 43 0.504983 43 0.504983 277679061 282499509 224763496
r-614 19 0.491228 19 0.491228 942 1098 863
r-708 10 0.466667 10 0.466667 366 347 336
r-824 50 0.470204 50 0.470204 -1 -1 -1
r-758 24 0.521739 24 0.521739 99054 74127 67583
r-582 42 0.418118 42 0.418118 454294 340861 290139
r-428 36 0.512698 36 0.512698 19660307 28378199 14998627
r-674 47 0.510638 47 0.510638 302552411 390880018 233371682
r-546 26 0.507692 26 0.507692 297016 470387 160681
r-688 19 0.19883 19 0.19883 194 194 194
r-720 45 0.490909 45 0.490909 74002324 60211496 40887214
r-170 20 0.526316 20 0.526316 21650 14098 12873
r-786 18 0.294118 18 0.294118 162 162 162
r-967 17 0.382353 17 0.382353 111 110 111
r-511 12 0.409091 12 0.409091 62 62 62
r-10 13 0.538462 13 0.538462 721 777 643
r-402 15 0.533333 15 0.533333 3052 3362 2621
r-45 33 0.378788 33 0.378788 7214 6158 5843
r-869 40 0.261538 40 0.261538 521824882 778862148 421618917
r-505 10 0.355556 10 0.355556 148 147 114
r-46 30 0.404598 30 0.404598 5139 6516 4360
r-535 46 0.371981 46 0.371981 -1 -1 -1
r-683 18 0.522876 18 0.522876 3543 3570 3180
r-741 22 0.519481 22 0.519481 81467 77079 69413
r-251 42 0.371661 42 0.371661 2558373126 2729918271 2147155097
r-232 10 0.555556 10 0.555556 418 330 367
r-221 19 0.19883 19 0.19883 194 194 194
r-467 23 0.498024 23 0.498024 20630 21286 16594
r-788 27 0.48433 27 0.48433 9010 11953 8032
r-934 43 0.245847 43 0.245847 2711665082 3617201901 2300254319
r-956 25 0.453333 25 0.453333 6911 9251 5767
r-469 40 0.45 40 0.45 597259214 607917357 477911502
r-572 24 0.228261 24 0.228261 147745 155547 96129
r-983 47 0.508788 47 0.508788 867701852 860770186 485782923
r-449 38 0.443812 38 0.443812 403712537 401267115 318780852
r-43 32 0.443548 32 0.443548 18608658 16927331 14183158
r-493 36 0.412698 36 0.412698 95473170 96802115 73534873
r-825 35 0.393277 35 0.393277 33460 26785 28435
r-230 10 0.533333 10 0.533333 97 103 120
r-976 23 0.513834 23 0.513834 36529 33978 33258
r-717 24 0.391304 24 0.391304 782769 697535 674276
r-365 24 0.289855 24 0.289855 668026 738785 571898
r-395 14 0.263736 14 0.263736 109 109 109
r-5 36 0.512698 36 0.512698 11033664 10829214 6894191
r-468 21 0.428571 21 0.428571 1454 1304 1216
r-235 47 0.499537 47 0.499537 636832797 500949633 374789184
r-847 36 0.203175 36 0.203175 960 934 963
r-454 39 0.437247 39 0.437247 317300410 325246381 253607331
r-566 22 0.519481 22 0.519481 26136 27702 21037
r-62 32 0.314516 32 0.314516 24734034 33011228 21398912
r-81 34 0.370766 34 0.370766 98048545 106572837 82638301
r-243 11 0.436364 11 0.436364 64 71 69
r-335 37 0.153153 37 0.153153 739 708 706
r-994 19 0.491228 19 0.491228 28350 24501 22647
r-918 49 0.462585 49 0.462585 -1 -1 -1
r-653 47 0.259019 47 0.259019 3870 4136 3693
r-462 27 0.501425 27 0.501425 2301731 3008213 1755295
r-130 26 0.147692 26 0.147692 65124 69101 46140
r-989 10 0.533333 10 0.533333 385 523 371
r-144 47 0.508788 47 0.508788 552229993 644496410 395032485
r-809 24 0.228261 24 0.228261 323 305 303
r-323 39 0.472335 39 0.472335 203087426 182549391 149870376
r-656 16 0.525 16 0.525 12734 7320 6117
r-460 49 0.44898 49 0.44898 47007535 38166861 32721544
r-909 13 0.384615 13 0.384615 1773 2672 1611
r-229 29 0.517241 29 0.517241 1605329 1574287 1247118
r-602 47 0.288622 47 0.288622 -1 -1 -1
r-851 47 0.366327 47 0.366327 -1 -1 -1
r-128 11 0.436364 11 0.436364 53 53 53
r-519 32 0.352823 32 0.352823 7046 6545 5289
r-427 13 0.538462 13 0.538462 1459 1920 1442
r-326 35 0.292437 35 0.292437 271 271 271
r-665 39 0.510121 39 0.510121 12769523 10706525 10567202
r-367 25 0.5 25 0.5 43735 44735 34217
r-185 31 0.451613 31 0.451613 14995827 13144937 12277132
r-294 40 0.357692 40 0.357692 34548 29465 28048
r-619 39 0.437247 39 0.437247 534592852 575222638 444510929
r-136 12 0.530303 12 0.530303 474 481 477
r-806 33 0.435606 33 0.435606 72217445 74851266 57275694
r-415 35 0.161345 35 0.161345 545 545 545
r-89 40 0.501282 40 0.501282 153422936 151448065 107960827
r-4 27 0.0740741 27 0.0740741 406 406 406
r-249 24 0.518116 24 0.518116 60655 58049 48456
r-820 14 0.263736 14 0.263736 1259 1403 1162
r-497 17 0.308824 17 0.308824 145 158 156
r-559 24 0.15942 24 0.15942 304 304 304
r-210 20 0.521053 20 0.521053 46056 54574 40508
r-543 35 0.208403 35 0.208403 24944400 37470668 22987719
r-915 20 0.336842 20 0.336842 390 404 339
r-225 34 0.336898 34 0.336898 50394292 59368252 43592634
r-706 44 0.359408 44 0.359408 33372 27221 25950
r-597 25 0.28 25 0.28 618 602 578
r-827 30 0.434483 30 0.434483 7806 7697 6386
r-366 19 0.105263 19 0.105263 210 210 210
r-584 22 0.506494 22 0.506494 12744 17243 10976
r-639 14 0.263736 14 0.263736 109 109 109
r-936 19 0.409357 19 0.409357 84540 78155 68388
r-198 42 0.507549 42 0.507549 103453758 103732400 64002599
r-529 34 0.508021 34 0.508021 22118446 23774200 17615709
r-583 44 0.485201 44 0.485201 849106975 890954203 560503976
r-70 28 0.42328 28 0.42328 2265153 1966448 1736720
r-712 20 0.394737 20 0.394737 90178 83788 72431
r-585 20 0.1 20 0.1 231 231 231
r-322 30 0.404598 30 0.404598 8085 5771 6101
r-430 44 0.332981 44 0.332981 -1 -1 -1
r-907 25 0.22 25 0.22 317055 234139 211785
r-675 27 0.262108 27 0.262108 496 497 514
r-261 50 0.506939 50 0.506939 377227200 576519792 293970296
r-808 49 0.510204 49 0.510204 766447119 813507956 513644370
r-998 43 0.0908084 43 0.0908084 484689019 1388915627 441136982
r-842 33 0.409091 33 0.409091 30070 27707 20822
r-22 25 0.153333 25 0.153333 329 329 329
r-97 29 0.517241 29 0.517241 671064 796192 582039
r-975 38 0.422475 38 0.422475 105773 123168 84761
r-592 45 0.505051 45 0.505051 97448278 131147747 70640261
r-556 16 0.233333 16 0.233333 1349 1790 1196
r-841 48 0.254433 48 0.254433 2473 2408 2452
r-916 34 0.165775 34 0.165775 513 513 513
r-626 26 0.516923 26 0.516923 240720 276637 211999
r-993 40 0.480769 40 0.480769 13077026 13378553 10881373
r-961 38 0.490754 38 0.490754 3438329 3038771 2277473
r-437 38 0.490754 38 0.490754 8106597 9271338 6492671
r-329 49 0.397959 49 0.397959 1635097 1230462 1183521
r-6 40 0.466667 40 0.466667 318635602 303458572 255679055
r-262 26 0.492308 26 0.492308 100159 143534 91010
r-889 28 0.47619 28 0.47619 41632 38099 28950
