mcsplit mcsplit-h mcsplit+f mcsplit+fmm mcsplit+bigf mcsplit-swapped mcsplit+S mcsplit+O mcsplitb mcsplitb+f mcsplitb+bigf mcsplitb+S mcsplitb+O mcsplit+randombigf mcsplitb+randombigf
10233 11895 17762 19843 11380 26004 10188 10247 16710 30165 18534 16402 16678 12208 12552
64931 110320 45872 47628 15889 8962 8848 8803 115325 79646 27329 14363 14452 15291 15143
974 1138 1094 1161 783 659 907 776 1153 1286 1090 1034 1514 727 865
1249 1325 1569 1573 1241 1221 1112 1507 1667 2101 1609 1464 1795 1284 1382
1240 1737 3342 3534 1537 4724 1361 1350 1492 4179 2291 1492 1678 1558 1746
10778 18706 9825 10185 881 579 762 668 14294 13160 1068 529 701 837 884
31 53 266 308 71 303 51 31 71 513 63 72 43 79 80
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 4 279 562 6 391 4 4 5 248 7 3 5 6 3
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
77229 78861 1000000 1000000 91474 1000000 77103 77112 120711 1000000 142059 119186 119912 99065 99355
186 307 141 142 4 4 4 4 331 199 2 4 2 4 5
1215 1379 649 702 1190 648 406 1168 2165 1024 1862 687 2120 1255 1009
39372 46860 48988 53880 10698 10436 39421 10427 32674 62552 10018 33163 12994 10858 11549
579 654 580 652 3 1 1 1 730 793 2 2 2 3 3
3 4 79 147 4 82 6 6 3 98 6 6 6 4 4
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5420 5287 17081 18328 6014 21288 5296 4805 7812 31202 10283 7721 7924 6710 6527
715546 795827 588331 605789 24832 13713 715843 13956 825600 683629 26700 825032 15072 21906 21755
24508 28434 1000000 1000000 29948 1000000 24807 24199 30888 1000000 36001 30878 31033 30428 30567
2228 4270 2119 3238 361 485 444 449 3237 3096 494 542 494 450 365
0 1 0 1 0 0 0 0 0 1 1 0 0 0 0
23 43 11 18 8 7 7 7 20 26 14 7 4 12 12
3508 2903 654365 692005 3713 679511 4426 2877 3193 738616 3062 3200 3074 2886 2874
418 384 274 161 259 79 47 288 462 249 277 114 452 152 152
275132 296341 586709 612627 273268 477506 273804 275865 347186 597261 335629 347441 342972 292560 292181
20 14 7 6 11 8 8 12 29 16 26 11 29 17 17
38 69 48450 48910 40 50739 38 68 39 52630 75 70 69 42 43
74 79 15389 15470 222 16378 74 123 153 18865 290 154 138 248 240
1045 1390 4289 4330 1172 8818 1156 1806 1578 6290 1537 1399 2122 1247 1383
6722 7165 16904 20124 7361 16025 16038 7079 9416 26131 9484 24787 9818 6938 6851
1248 1301 776 888 827 672 1032 1018 2384 1604 1641 1867 1713 1266 1021
54223 55793 112374 119408 50088 70767 54343 54672 62252 129317 57314 62681 62189 51748 52003
107 107 661 858 105 634 841 96 107 807 108 1052 66 111 110
14866 16343 12694 12927 147 51 30 51 16772 14559 175 34 55 139 138
2035 2207 4579 4019 3329 4841 1909 1906 3054 5830 3692 2917 3049 2740 2615
6275 6070 1000000 1000000 11768 1000000 5091 5267 3730 1000000 9296 3964 3736 14110 14243
7 5 3 6 1 1 1 1 11 5 3 2 2 1 1
691 848 3686 3950 504 3348 571 629 471 3237 554 472 574 673 536
17 30 131 143 20 239 28 28 35 176 25 35 21 26 26
5 3 10 11 7 17 3 3 8 30 6 4 4 5 5
56178 57893 1000000 1000000 59900 1000000 56502 55459 60664 1000000 62760 60432 60770 65351 63953
1058 2124 1045 1161 210 191 1061 188 1408 1388 168 1539 244 172 137
97960 140496 85430 91605 10188 6612 7160 6634 130240 109714 13805 8774 8682 9722 9657
22940 25361 21868 24318 22304 16293 16175 23011 35754 34400 34033 26359 36129 22251 22166
1000000 1000000 1000000 1000000 76668 38600 38859 38197 1000000 1000000 92951 43991 44427 70498 70549
83945 87032 933077 1000000 83802 862474 859826 84318 101601 1000000 100758 1000000 101823 85682 85665
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 5 3 0 5 0 0 0 3 0 0 0 0 0
773 1101 566 822 43 40 960 65 996 504 62 583 38 44 44
66 37 702 715 66 841 36 66 70 1118 39 70 70 43 78
3790 7151 3537 4193 1418 1435 1683 1509 6696 6433 2314 2228 2200 1447 1530
163 97 131 238 148 136 236 96 202 329 230 193 236 89 89
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
131 171 81550 83084 186 88686 158 94 182 94314 124 182 108 162 126
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
7942 11440 6459 6877 777 662 731 559 9181 7872 950 531 839 697 764
2804 3097 8359 9726 3161 9604 3249 2796 4761 15251 4835 4579 4579 3125 3183
7886 8658 14356 14886 6782 6425 6491 7995 9552 17401 8560 8318 9703 6643 6857
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 36 12 26 14 1 1 1 22 19 35 1 1 26 26
46 55 55 32 9 13 7 13 58 69 16 7 7 9 9
15 21 8 7 1 2 2 1 8 12 2 2 1 2 2
4 4 2 2 6 1 3 6 6 4 6 2 6 6 4
9623 10492 1000000 1000000 14923 1000000 9673 9772 15326 1000000 24317 15004 14798 16693 16547
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 57 130 229 42 298 32 52 42 231 91 68 69 74 74
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 2 1 0 2 0 0 0 2 0 0 0 0 0
1890 2162 46928 48888 2493 54453 2025 1922 2377 63159 3183 2369 2373 2738 2716
1000000 1000000 1000000 1000000 1000000 574095 576819 1000000 1000000 1000000 1000000 828198 1000000 1000000 1000000
0 0 4 4 0 4 0 0 1 5 0 1 0 0 0
11408 11168 635581 644727 12535 709623 11153 11054 14692 791474 17176 14705 14757 13657 13726
12261 13794 10366 10512 181 100 100 164 14335 12112 207 173 105 278 171
2 6 1 5 0 0 0 0 1 1 0 0 0 0 0
0 0 4 2 0 0 1 0 1 3 1 1 1 1 1
563247 619485 264254 262408 519401 164275 164160 563254 971931 432181 907716 273559 967155 508549 511336
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
319 531 6390 6739 301 7306 318 319 448 7752 503 501 353 534 537
18658 19571 1000000 1000000 21148 1000000 18373 18200 26150 1000000 30790 26188 26011 22683 22838
45 44 12651 13297 77 13899 44 76 78 13099 44 45 79 88 88
25998 34212 27263 29420 22504 22264 26049 22152 32061 33469 27163 32190 26854 23359 23368
0 0 2 6 0 1 0 0 1 2 1 0 0 0 0
18730 19891 12103 12310 406 377 219 222 23196 15238 483 266 266 609 365
48 277 42 98 18 9 15 9 72 65 28 20 12 13 13
49648 49544 1000000 1000000 78334 1000000 49367 50423 63322 1000000 98835 64686 63731 88465 87794
40 69 276 326 59 197 67 67 97 403 92 97 58 105 64
0 0 4 5 1 3 0 1 1 3 1 1 2 0 0
260 286 205 387 39 31 31 30 301 435 45 19 35 38 38
1000000 1000000 1000000 1000000 70553 56341 57098 55597 1000000 1000000 94263 74079 73908 69291 68735
42 94 67 65 1 0 1 1 71 62 1 0 0 1 1
1000000 1000000 1000000 1000000 1000000 424041 426088 1000000 1000000 1000000 1000000 711388 1000000 1000000 1000000
6787 6170 4726 4654 101 111 65 110 7211 5609 122 118 118 91 91
0 0 2 8 0 2 0 0 0 2 0 0 0 0 0
2 1 11 15 2 13 2 1 1 6 2 2 2 3 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
721 3945 556 1406 31 31 19 31 891 827 28 17 18 31 19
5 9 11 20 9 20 9 9 7 10 4 7 7 5 5
23405 32338 24825 27985 3882 3825 23832 3893 25565 27362 4417 25631 4332 4091 4073
1000000 1000000 1000000 1000000 167592 80714 80816 81789 1000000 1000000 232254 107135 106673 158541 156885
56600 68930 74171 77365 46794 54185 56439 53665 80170 105830 64976 79849 75836 48979 49264
2054 2005 8006 8964 1737 8385 8458 1713 1748 9608 1777 10168 1741 1913 1904
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 2 10 0 3 0 0 0 4 0 0 0 0 0
20984 22535 15118 15017 2029 1255 1314 1282 30346 21985 3297 1818 2432 2275 2017
6313 12738 5265 6073 312 138 84 84 9802 8125 543 197 197 385 392
4385 10085 4074 5393 362 221 4323 226 4702 4406 236 5087 194 271 314
1154 966 7850 8115 1126 8213 953 961 1122 8531 1070 1190 1208 1066 1241
355233 400594 336301 359797 157735 132431 133266 132822 500894 466882 215610 177241 177060 155063 154056
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
326 279 320 313 25 7 7 8 313 220 31 16 16 14 14
475 377 36323 36561 590 39416 396 456 317 40462 262 316 172 436 428
207257 265356 195469 208973 12787 7577 7851 7914 230918 213461 12010 6526 6782 12376 12469
53616 58728 57454 63796 51717 52969 53669 53621 76128 89126 74010 82909 76288 53541 53665
2943 2875 1000000 1000000 3453 1000000 2792 2745 3472 1000000 3439 3336 3377 3010 3458
591 917 520 834 28 29 29 17 713 789 60 36 36 43 26
13680 14141 1000000 1000000 15559 1000000 13692 13773 14637 1000000 17416 14612 14705 17423 18142
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
70445 72968 50414 50509 40760 8676 8583 71305 83250 58506 48893 9968 83209 37135 37114
69 130 1160 1155 133 1539 109 70 125 2716 245 108 176 185 185
8 4 884 1180 9 600 8 4 9 778 11 9 9 10 10
3412 3472 6168 6610 3565 5490 5465 3495 4530 8870 4579 7815 4586 3627 4255
59 202 52 96 21 8 13 8 55 47 28 10 10 12 19
14 63 20 19 2 1 2 1 20 29 2 1 2 2 3
1 0 33 60 0 21 1 1 1 35 0 1 1 1 1
1000000 1000000 990933 1000000 1000000 686657 688831 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 79423 44218 44682 44257 1000000 1000000 104588 55298 55075 75321 75421
408 475 1605 1653 584 2000 498 497 443 1868 565 545 443 452 500
69345 74162 1000000 1000000 78556 1000000 68862 69131 74586 1000000 87680 74138 73703 98328 98114
1 1 38 60 1 65 1 1 2 57 2 2 1 1 1
42 28 144 151 34 219 25 25 58 279 38 35 57 49 30
46 60 45 47 2 1 1 3 51 29 2 2 1 3 2
0 0 1 1 1 0 0 0 0 0 0 0 0 1 1
254 432 203 216 42 57 208 34 249 242 44 248 60 71 72
1 0 19 20 0 11 0 1 1 23 1 0 0 0 1
32 37 226 250 39 304 18 32 25 347 34 45 44 26 42
82 209 73 73 14 11 11 11 109 95 13 9 9 14 14
455 551 288 317 213 164 164 149 327 285 117 138 136 208 207
0 0 1 3 0 1 0 0 0 1 0 0 0 0 0
4053 3712 21667 22356 12244 30076 3527 29661 4261 23173 15212 3964 35801 14364 14231
38620 40795 1000000 1000000 45379 1000000 37444 38299 46532 1000000 55151 46813 46368 53239 51838
32 38 58 61 20 78 32 18 39 126 24 39 39 23 23
2505 3402 2224 2773 1356 1080 1326 954 3687 4150 1879 1296 1380 1301 1521
1371 1216 1000000 1000000 1494 1000000 1133 1141 1337 1000000 2083 1418 1347 1638 1636
360 611 1287 1396 739 1420 456 410 442 2080 635 441 707 846 838
23807 25308 39530 40694 8559 10975 24288 10498 30515 48269 9867 30194 12302 9387 9379
45328 67146 38540 42845 20134 16242 16248 16530 92570 77120 37759 30418 30332 20436 20121
3419 4719 1620 1462 1528 435 260 3457 5408 2481 2637 699 5394 1921 1196
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
2078 2106 1000000 1000000 2197 1000000 2205 2186 2157 1000000 2321 2020 2106 2317 2153
1886 2728 1502 1467 977 552 511 811 3306 2554 1385 827 828 811 934
265 272 168 247 103 116 262 115 296 286 110 299 123 114 114
86 164 12857 12722 113 13917 144 86 91 15454 114 129 152 154 207
166 317 243 175 5 5 3 5 197 172 6 6 6 7 4
1000000 1000000 1000000 1000000 866596 655981 655130 655853 1000000 1000000 1000000 943050 950513 859110 860595
173977 184299 1000000 1000000 1000000 1000000 173912 1000000 234275 1000000 1000000 235566 1000000 1000000 1000000
269 298 7019 8866 255 7672 200 275 245 12042 383 404 281 426 276
3 6 2 1 0 0 0 0 1 3 0 0 0 0 0
2 2 18 19 2 21 2 2 2 21 2 1 2 2 2
89415 143184 85742 103315 7879 7498 89063 7307 105369 100562 8503 105346 7825 8019 8085
9409 12947 11416 12310 2238 2464 9262 2238 14262 17176 3154 14243 3331 2314 2481
10 11 2415 2362 16 2690 6 6 11 2578 18 6 6 20 12
59 215 85 66 19 16 15 10 131 120 19 9 15 19 12
557 969 615 877 535 348 447 559 790 658 723 796 752 539 878
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
247 246 1418 1573 153 1505 1667 247 158 1545 254 1655 251 245 162
11 24 16 9 14 0 0 0 9 25 12 0 0 15 8
10 10 311 182 11 328 10 10 11 196 12 11 11 13 7
148881 176011 125352 137162 126510 103257 95382 150013 233880 202815 197620 144891 233999 125207 125798
4662 5618 10733 11731 10514 15986 4385 16052 5936 13550 13714 6018 20877 11730 11809
3760 3923 3692 4585 2870 3724 4271 3553 7 5 7 4 7 2973 2945
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
1 1 5 11 1 5 1 1 0 8 0 1 0 0 1
111347 114522 37014 36518 51004 2970 3297 111247 147589 47868 70622 4048 146378 43259 43764
1365 1046 5265 5666 1143 5434 993 1220 1590 7189 1088 1131 1090 1292 1109
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
31 53 227 256 67 141 53 52 72 200 62 43 73 71 43
8 8 17 31 15 41 8 8 19 40 21 11 11 17 17
99 159 982 1204 148 1089 100 98 186 1435 185 183 116 171 170
961 1192 2960 2390 3903 5601 971 5530 1326 3931 6034 1324 8000 4175 4193
687995 750121 623008 627130 5508 2772 3352 2947 743363 677789 5960 3416 3392 4871 4798
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 3 9 0 6 0 0 1 7 0 1 0 0 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
2736 3101 28696 31861 4050 29572 29632 3968 3144 33060 3732 34623 3169 3070 3193
3757 7586 3767 4121 2302 1804 1808 2162 7156 6524 4013 3556 3118 2636 2406
252 297 127 223 6 7 7 7 166 141 6 8 8 5 6
8292 8250 33226 36678 9773 39559 7914 7384 12601 58037 16451 11985 11866 10493 10700
3 6 126 323 4 158 6 3 5 187 8 8 8 7 7
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 1 3 0 1 0 0 0 2 0 0 0 0 0
48 50 3613 4144 109 3550 48 47 58 4125 82 96 95 73 121
8455 12089 3262 3446 4817 1411 905 8779 13824 4950 9055 2191 13867 4522 4551
0 0 4 4 0 5 0 0 0 4 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
51613 54938 1000000 1000000 59018 1000000 61745 52870 65737 1000000 75285 65812 66601 65504 65409
18934 19916 62944 65537 18014 60959 19817 19110 21640 72020 19640 21078 21547 19366 19336
274 390 262 172 93 82 83 51 314 396 165 71 115 71 71
1000000 1000000 1000000 1000000 53898 28939 30492 28955 1000000 1000000 56544 31307 32579 48140 48083
65657 76284 56895 62648 57428 33620 33507 65660 98567 82375 85140 47083 98534 59542 59205
148341 153299 114007 114916 4211 3153 3394 3189 176765 133328 5346 3875 3720 4744 4141
32 20 27 49 31 31 19 32 45 37 43 45 45 20 33
105 71 2956 3271 132 2671 66 66 88 3127 176 143 87 146 147
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
411895 442216 1000000 1000000 400655 1000000 1000000 410780 495647 1000000 485755 1000000 493372 442709 442155
1000000 1000000 1000000 1000000 1000000 1000002 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
5 3 226 127 5 197 5 5 3 279 3 6 6 5 5
10 16 233 299 16 257 10 10 17 225 17 17 17 10 10
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
1 3 2 2 0 0 0 0 1 1 0 0 0 0 0
19832 21459 33895 36195 19801 33119 19866 20025 26211 41804 26216 26334 27015 20959 20852
2 3 19 35 2 36 1 1 3 40 1 3 3 1 1
6 21 8 16 17 0 0 0 9 12 41 0 1 17 31
7553 8811 25418 29114 8218 29548 7623 7537 12366 43323 13628 12702 12542 8554 8562
10315 12382 10405 11212 6039 6200 10220 5140 14333 14467 7888 14650 6843 6124 5717
339439 341633 306571 307969 665 205 204 204 392618 358847 767 248 419 416 565
274154 277847 687882 755300 270334 619707 619776 275319 331925 866678 327495 794668 328940 273964 274573
408031 410712 1000000 1000000 405849 1000000 407096 407592 340048 1000000 333275 340852 338321 421871 419690
394422 452974 637966 678728 886861 1000000 393437 1000000 724101 1000000 1000000 723624 1000000 947952 945698
6 7 16 31 6 27 4 4 9 44 8 5 5 4 6
23 41 128 233 49 151 41 41 44 285 33 25 25 31 53
576 1319 760 929 12 9 9 16 831 929 14 7 4 11 20
0 1 5 5 1 3 1 0 0 4 1 0 1 0 1
794671 1000000 832986 925049 381761 403155 797597 405300 1000000 1000000 705533 1000000 753349 391568 392544
24396 29589 22105 23615 4144 3189 4400 3353 35591 32102 6403 4762 4753 4164 4163
54 93 578 558 59 358 91 92 49 436 88 49 84 67 112
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
8284 10117 5977 6287 6979 1930 2021 8421 13319 9387 11344 2998 13574 6773 6859
565 503 413 438 369 551 323 331 671 896 489 413 674 329 332
231 578 317 243 70 51 30 51 336 484 102 71 69 65 40
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
46 49 219 209 45 139 30 46 58 242 37 38 58 46 46
208349 255963 179686 193370 81944 66932 67076 66768 269922 229269 102311 83939 84267 81348 81235
4 4 10 10 4 6 10 7 5 12 9 12 8 5 8
0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
1000000 1000000 1000000 1000000 261197 281682 1000000 274925 1000000 1000000 290751 1000000 311747 272923 272869
358 305 203 204 29 8 8 14 295 289 34 16 16 15 15
4438 5717 4268 4580 615 552 637 810 5867 5542 918 1041 698 751 1005
498000 800653 372105 379406 112048 53998 53570 53542 837873 612116 188412 87452 87014 106616 107109
1186 1386 902 1454 93 126 125 73 1664 1814 163 126 74 94 94
1 2 8 22 2 5 3 1 3 12 3 2 3 1 1
1000000 1000000 1000000 1000000 18489 6514 6283 6240 1000000 1000000 21540 6648 6703 16290 16446
2228 2364 13363 14278 3287 15245 2053 2184 2719 20655 4400 2723 2708 3574 3465
50 59 47 50 37 36 50 36 113 105 48 67 49 23 24
142 399 124 205 12 10 6 10 205 183 16 8 8 12 8
1 1 59 166 1 110 1 1 2 84 1 1 2 2 2
84225 110898 68407 73696 5157 2333 2192 2116 98756 79400 5149 1907 1975 4246 4244
2 2 136 220 6 128 4 4 6 157 4 3 3 6 6
2 2 233 131 3 158 1 2 2 131 3 2 1 4 2
1 5 1 3 0 0 0 0 2 1 0 0 0 0 0
357412 374673 1000000 1000000 405927 1000000 360544 359511 440447 1000000 485321 440234 438961 463160 460606
158 137 1037 1074 191 1835 89 89 108 1248 240 191 109 123 209
644 423 1000000 1000000 742 1000000 402 625 592 1000000 969 757 643 796 797
1692 2217 12959 13277 2261 14703 1683 1886 2585 20166 3553 2593 2770 2361 2578
8594 8898 11552 13768 8557 11488 11779 8783 12335 18007 13388 17827 12244 8768 8773
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
147045 190713 125781 137072 11118 7501 7229 7648 194047 165001 13962 8921 9028 10696 10656
4 2 727 413 2 535 4 4 2 469 2 1 2 2 2
145676 215185 119730 128980 10502 4117 4107 4081 181493 150635 13567 5050 5030 9885 10070
803 731 5458 6354 627 7010 660 626 763 6307 860 697 1169 682 745
2 3 1 2 0 0 0 0 1 1 0 0 0 0 0
588 826 663 922 32 35 21 35 855 1100 68 45 28 30 30
24984 34829 21629 23462 11840 9355 9400 9821 47101 40114 20072 17132 16526 11675 11456
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
1375 1350 7044 12022 1331 7782 1469 1288 1578 9241 1858 1581 1707 1537 1415
30 24 26 15 3 1 1 1 35 17 3 2 2 3 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 78 77 0 83 0 0 0 142 0 0 0 0 0
1000000 1000000 1000000 1000000 2354 1323 1165 1272 1000000 1000000 822 601 501 2047 2159
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
13 14 6 12 4 2 4 2 13 18 7 5 3 2 2
2 7 3 2 0 0 3 0 3 3 0 3 0 0 0
315921 407017 277633 298287 12219 9491 9572 9269 361007 321847 12072 9612 9773 11371 11401
5369 6161 5200 5366 118 91 56 95 7388 7393 83 122 72 117 70
418376 443120 265226 271814 26057 14188 14250 14216 625337 394597 36988 19168 19214 25290 25433
1 1 52 62 1 56 1 0 1 58 1 0 0 2 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3265 3955 20349 22261 3586 23526 3527 4036 3562 24468 3715 4015 3583 4144 4256
20477 22703 45074 49640 20639 46506 20504 20523 29775 65921 29990 29709 30180 22084 23577
136586 214714 115724 127928 50495 37049 36998 36909 259094 214168 86077 62387 62425 50248 50124
1000000 1000000 1000000 1000000 270022 192275 196034 197852 1000000 1000000 308399 218206 219229 262851 263419
131 165 128 84 12 18 132 18 100 163 23 172 21 20 20
1000000 1000000 711467 768999 758755 153900 153720 1000000 1000000 991905 986243 201864 1000000 707934 710800
9162 9852 198172 209825 13597 216944 9238 9173 11059 276192 16581 11075 11007 14934 15081
3089 3291 6182 6737 7766 10090 3126 11486 4609 8100 10791 4340 13262 8369 8356
0 2 0 1 0 0 0 0 0 0 0 0 0 0 0
75 45 558 769 59 849 44 45 52 717 69 92 52 113 67
263 289 1142 1095 369 1107 257 201 385 1400 409 233 381 299 396
1000000 1000000 1000000 1000000 1000000 557693 557552 1000000 1000000 1000000 1000000 722323 1000000 1000000 1000000
36 39 531 574 23 562 36 22 29 746 20 29 17 44 43
4 4 37 57 9 41 7 4 5 34 13 9 9 10 10
127 246 285 318 160 179 126 180 284 267 253 229 229 216 288
30848 36858 14439 14482 22626 6274 6476 30685 53279 18472 41357 8145 54236 21568 21647
245542 283750 200253 210040 15023 11774 11659 11698 360897 293577 21635 16731 17034 14888 14754
2 9 7 4 2 0 0 0 7 7 8 0 0 3 3
391 426 509 383 271 357 238 385 490 733 329 483 489 386 243
6751 6868 205455 227988 6877 237327 7306 6869 7731 230569 7948 7775 8121 7580 7734
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
2 2 28 32 3 17 2 1 1 36 4 2 1 2 2
12 13 837 796 12 825 12 12 12 1022 24 7 7 15 15
619 1033 3500 2975 1007 2752 627 614 819 982 721 638 694 820 646
11872 14963 10912 12606 1619 973 1057 1589 15921 14276 2169 1459 1423 1826 1427
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
8822 10738 8026 8196 3248 2690 8765 2634 10229 9178 3547 10435 2869 3301 5271
8418 9768 11653 12930 8340 12168 8508 8501 14738 20492 14345 14854 14789 9011 9198
155164 273180 127727 129613 2183 1066 860 1325 234850 190631 1946 731 732 2053 2044
2 2 10 63 2 11 1 1 4 43 6 2 2 4 4
1097 1404 1022 1090 330 550 1000 330 1498 983 537 1322 317 388 345
670 677 440 545 177 101 100 100 702 673 196 159 184 164 173
6 23 6 7 2 2 2 1 3 6 1 2 2 2 1
64 72 94 173 39 80 65 80 72 101 36 125 66 42 72
2502 10631 2439 3776 323 289 391 358 3894 3481 438 345 486 308 392
484526 529018 348973 361859 351234 151430 153555 484197 571847 417263 419178 187197 574827 345496 344585
496 1773 432 854 110 75 48 73 677 483 100 63 97 110 73
106 104 1013 1361 107 995 106 100 125 1246 123 126 80 113 105
41069 58733 32287 34070 8969 5096 4999 4781 67664 52174 12148 6427 6342 8398 8261
39 102 33 77 3 3 3 3 64 33 8 2 4 5 3
266 160 18291 19736 173 19474 263 261 120 18087 93 72 72 236 391
189 157 100 146 66 48 30 48 168 146 83 39 39 41 41
2 8 3 3 0 0 0 0 4 3 0 0 0 0 0
328 387 826 954 242 880 241 386 353 871 270 353 348 256 256
72 83 32630 33224 94 35804 72 41 84 40991 65 84 85 103 61
258579 291600 275709 292310 85243 80315 81009 81116 342752 363527 104989 99899 98753 88998 87498
1 1 17 44 1 17 1 1 1 9 1 1 1 1 1
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
1 2 1 1 0 0 0 0 2 1 0 0 0 0 0
1869 2496 3834 2527 1662 1354 1482 2006 2410 3171 2863 1515 2774 2040 2298
77 44 8730 9177 87 9856 76 77 12 9103 28 20 20 119 68
1 1 11 20 1 11 1 1 1 24 1 1 1 1 1
123887 126283 87384 88349 1120 460 409 619 175286 125242 1523 544 550 1044 1037
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
6 7 6 3 0 0 0 0 4 6 0 0 0 0 0
8 6 5 7 1 0 0 0 10 7 1 0 0 1 0
3 3 3 3 3 1 3 3 3 2 2 3 3 3 3
2 3 6 6 3 4 3 1 4 9 2 2 4 3 2
14 14 53 60 14 34 14 9 18 73 18 18 18 15 16
886 670 447 601 61 25 25 44 860 668 39 48 28 34 58
1000000 1000000 867803 888140 2144 766 720 887 1000000 946156 1077 593 576 1328 1328
120 138 249 724 88 285 120 118 189 466 222 190 119 95 151
47 46 17 28 42 7 7 29 50 43 66 11 50 40 40
115694 125656 216835 227047 92139 243174 117761 118285 86867 169088 78824 87014 87195 97750 97257
3894 4896 2967 3866 251 128 212 184 5337 4023 291 163 163 263 216
2 2 85 49 2 52 1 2 3 57 3 1 3 3 3
4 4 39 47 2 40 4 4 5 45 6 3 5 3 5
17 24 51 66 18 13 11 17 15 55 24 24 15 18 18
133 134 123 123 0 0 0 0 76 68 0 0 0 0 0
943 2579 602 1350 7 4 2 4 837 1002 5 3 3 6 4
27 17 11 6 25 4 7 27 36 14 20 9 21 15 25
1000000 1000000 1000000 1000000 64024 41905 41374 41261 1000000 1000000 82355 50903 51160 60437 60326
3 4 18 24 2 12 3 3 4 27 3 4 2 3 3
7079 8154 5914 6352 1608 1269 7432 1328 8400 6860 1748 8543 1470 2399 1566
305 736 312 648 31 47 489 47 482 524 49 504 48 32 49
34 41 143 191 26 92 33 20 32 145 66 54 32 45 28
37581 39090 13833 14184 33426 5592 6028 37384 50250 18668 43041 7944 50042 29691 29736
