instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-406 17 0.588235 17 0.588235 10 16 13
r-796 36 0.184127 36 0.184127 185566 276584 176248
r-143 18 0.0718954 18 0.0718954 0 0 0
r-658 18 0.640523 18 0.640523 26 29 15
r-192 25 0.356667 25 0.356667 1876 1912 1847
r-966 20 0.326316 20 0.326316 33 54 38
r-452 39 0.0458839 39 0.0458839 1246 1744 1045
r-521 37 0.62012 37 0.62012 818695 836573 776907
r-890 29 0.657635 29 0.657635 12023 8256 11137
r-365 23 0.505929 23 0.505929 618 628 674
r-986 17 0.382353 17 0.382353 13 14 12
r-150 39 0.59919 39 0.59919 1000000 1000000 1000000
r-404 27 0.649573 27 0.649573 3906 3938 3195
r-680 26 0.0276923 26 0.0276923 0 0 0
r-927 35 0.571429 35 0.571429 238761 258720 222501
r-722 40 0.382051 40 0.382051 1000000 1000000 1000000
r-475 15 0.866667 15 0.866667 0 0 0
r-717 28 0.84127 28 0.84127 802 1254 748
r-370 38 0.524893 38 0.524893 1000000 1000000 1000000
r-96 20 0.915789 20 0.915789 2 34 6
r-888 34 0.112299 34 0.112299 5576 6030 4285
r-182 25 0.33 25 0.33 1113 1252 1303
r-792 33 0.0492424 33 0.0492424 919 122 639
r-801 40 0.211538 40 0.211538 1000000 1000000 1000000
r-274 24 0.818841 24 0.818841 40 70 37
r-488 33 0.00189394 33 0.00189394 0 0 0
r-897 30 0.583908 30 0.583908 25679 22116 24103
r-353 37 0.698198 37 0.698198 649412 826479 627425
r-919 37 0.432432 37 0.432432 677648 694104 649409
r-443 25 0.403333 25 0.403333 1869 1508 1643
r-731 29 0.283251 29 0.283251 5832 7477 5179
r-783 33 0.657197 33 0.657197 113238 117431 106314
r-255 39 0.551957 39 0.551957 1000000 1000000 1000000
r-536 19 0.450292 19 0.450292 77 117 111
r-859 33 0.829545 33 0.829545 27807 36440 26784
r-237 26 0.172308 26 0.172308 278 259 261
r-411 18 0.888889 18 0.888889 1 1 0
r-500 30 0.466667 30 0.466667 27194 26192 25557
r-913 24 0.626812 24 0.626812 888 560 591
r-273 38 0.325747 38 0.325747 1000000 963254 1000000
r-3 20 0.926316 20 0.926316 28 84 4
r-609 36 0.45873 36 0.45873 337897 327946 317250
r-171 30 0.308046 30 0.308046 17865 20518 17690
r-506 35 0.396639 35 0.396639 260306 259055 243160
r-959 37 0.0525526 37 0.0525526 1000000 1000000 1000000
r-766 33 0.270833 33 0.270833 81119 59163 74414
r-83 28 0.037037 28 0.037037 265 1000000 1000000
r-310 27 0.854701 27 0.854701 671 609 382
r-644 34 0.529412 34 0.529412 236686 229205 224298
r-885 24 0.177536 24 0.177536 115 124 113
r-398 19 0.298246 19 0.298246 23 16 13
r-217 26 0.0646154 26 0.0646154 100 445 108
r-186 26 0.0276923 26 0.0276923 0 0 0
r-210 19 0.292398 19 0.292398 21 31 30
r-462 23 0.525692 23 0.525692 543 711 668
r-605 16 0.2 16 0.2 1 0 1
r-490 37 0.728228 37 0.728228 467990 583322 454345
r-505 37 0.286787 37 0.286787 597639 670034 573595
r-556 28 0.380952 28 0.380952 6819 6688 6117
r-348 40 0.398718 40 0.398718 1000000 1000000 1000000
r-461 26 0.387692 26 0.387692 2776 2978 2511
r-357 19 1 19 1 0 0 0
r-553 37 0.687688 37 0.687688 395502 447518 359311
r-261 20 0.473684 20 0.473684 100 82 89
r-670 31 0.152688 31 0.152688 1278 2308 1405
r-881 15 0.247619 15 0.247619 1 0 0
r-823 33 0.996212 33 0.996212 0 0 0
r-943 31 0.787097 31 0.787097 10951 9773 10699
r-240 31 0.944086 31 0.944086 205 40 243
r-692 31 0.27957 31 0.27957 28861 30934 27602
r-982 19 0.502924 19 0.502924 108 75 63
r-187 19 0.0409357 19 0.0409357 85892 5252 84644
r-180 40 0.279487 40 0.279487 1000000 1000000 1000000
r-779 24 0.771739 24 0.771739 321 403 483
r-819 28 0.84127 28 0.84127 524 559 677
r-573 15 0.447619 15 0.447619 4 3 2
r-242 28 0.753968 28 0.753968 2982 2991 2530
r-996 20 0.384211 20 0.384211 125 183 178
r-149 29 0.79064 29 0.79064 2220 3735 2113
r-684 17 0.992647 17 0.992647 0 0 0
r-967 30 0.604598 30 0.604598 23650 24187 21903
r-133 31 0.593548 31 0.593548 44237 44707 41491
r-169 38 0.00142248 38 0.00142248 0 0 0
r-747 34 0.483066 34 0.483066 185221 179307 174310
r-264 16 0.625 16 0.625 8 10 4
r-92 32 0.52621 32 0.52621 65344 70653 62572
r-805 21 0.952381 21 0.952381 66797 24416 67104
r-606 16 0.483333 16 0.483333 7 7 10
r-431 28 0.195767 28 0.195767 1953 2762 1655
r-165 25 0.396667 25 0.396667 1711 1815 1713
r-641 19 0.888889 19 0.888889 1 0 0
r-867 20 0.505263 20 0.505263 115 101 117
r-57 34 0.474153 34 0.474153 214556 199484 201025
r-249 18 0.0784314 18 0.0784314 266 21 104
r-346 33 0.994318 33 0.994318 0 0 0
r-703 21 0.17619 21 0.17619 19 23 18
r-158 38 0.852063 38 0.852063 507162 597686 473942
r-270 39 0.483131 39 0.483131 1000000 1000000 1000000
r-30 33 0.676136 33 0.676136 70279 80059 64652
r-733 33 0.617424 33 0.617424 78581 78586 74659
r-761 21 0.490476 21 0.490476 327 289 313
r-487 35 0.331092 35 0.331092 220478 228953 207955
r-130 24 0.648551 24 0.648551 1043 889 825
r-175 16 0.1 16 0.1 0 0 0
r-253 29 0.0935961 29 0.0935961 120 181 106
r-396 16 0.616667 16 0.616667 13 16 11
r-128 37 0.112613 37 0.112613 15996 20356 15029
r-974 33 0.412879 33 0.412879 154519 155499 147434
r-486 28 0.915344 28 0.915344 67 27 55
r-8 26 0.332308 26 0.332308 2500 2842 2239
r-256 16 0.966667 16 0.966667 0 0 0
r-251 32 0.383065 32 0.383065 62573 72282 60238
r-135 28 0.5 28 0.5 9042 8199 8909
r-813 15 0.895238 15 0.895238 1 0 0
r-156 27 0.11396 27 0.11396 135 185 77
r-188 34 0.522282 34 0.522282 136442 115952 130646
r-18 30 0.632184 30 0.632184 26415 28049 24650
r-321 16 0.991667 16 0.991667 0 0 0
r-802 37 0.678679 37 0.678679 803159 858450 776837
r-539 38 0.702703 38 0.702703 1000000 1000000 909578
r-323 18 0.555556 18 0.555556 25 26 14
r-992 27 0.102564 27 0.102564 66 60 64
r-855 28 0.0873016 28 0.0873016 25 8 13
r-137 34 0.848485 34 0.848485 23969 18314 21167
r-732 16 0.2 16 0.2 1 1 2
r-53 21 0.342857 21 0.342857 155 125 109
r-400 16 0.866667 16 0.866667 0 0 0
r-838 33 0.842803 33 0.842803 19076 28976 19110
r-476 27 0.606838 27 0.606838 5284 5534 4835
r-231 18 0.993464 18 0.993464 0 0 0
r-301 40 0.270513 40 0.270513 1000000 1000000 1000000
r-925 35 0.142857 35 0.142857 62208 110059 59473
r-79 31 0.0537634 31 0.0537634 182 475 166
r-613 31 0.464516 31 0.464516 35079 33241 32413
r-804 18 0.699346 18 0.699346 17 24 27
r-638 25 0.553333 25 0.553333 2516 2303 2257
r-129 24 0.300725 24 0.300725 566 547 747
r-19 25 0.743333 25 0.743333 408 498 390
r-533 15 0.552381 15 0.552381 6 4 3
r-471 37 0.978979 37 0.978979 1000000 1000000 1000000
r-445 37 0.285285 37 0.285285 748553 785475 717346
r-46 22 0.411255 22 0.411255 279 266 254
r-589 21 0.933333 21 0.933333 294 21 412
r-178 25 0.793333 25 0.793333 329 427 298
r-669 35 0.615126 35 0.615126 268333 292000 255152
r-343 36 0.807937 36 0.807937 234338 198910 223888
r-26 18 0.947712 18 0.947712 0 0 0
r-60 33 0.541667 33 0.541667 112383 113969 107375
r-977 27 0.538462 27 0.538462 5949 5755 5624
r-390 35 0.00336134 35 0.00336134 0 0 0
r-570 21 0.0285714 21 0.0285714 0 0 0
r-84 18 0.130719 18 0.130719 0 0 0
r-538 20 0.284211 20 0.284211 47 101 42
r-67 38 0.829303 38 0.829303 632389 745455 595395
r-131 16 0.7 16 0.7 3 5 5
r-430 26 0.646154 26 0.646154 1349 1696 1619
r-758 33 0.647727 33 0.647727 99984 98333 91843
r-146 29 0.667488 29 0.667488 19987 20680 19236
r-410 30 0.257471 30 0.257471 15899 12509 14276
r-833 39 0.321188 39 0.321188 1000000 1000000 1000000
r-230 34 0.144385 34 0.144385 8024 14584 7561
r-509 29 0.630542 29 0.630542 13897 14774 13182
r-164 16 0.866667 16 0.866667 1 1 1
r-199 23 0.687747 23 0.687747 272 285 317
r-822 21 0.92381 21 0.92381 26 5 37
r-552 34 0.953654 34 0.953654 507 20082 181
r-40 28 0.830688 28 0.830688 1210 1620 1160
r-111 38 0.863442 38 0.863442 411464 350844 361891
r-448 21 0.895238 21 0.895238 3 3 6
r-685 30 0.475862 30 0.475862 24653 27618 23331
r-494 35 0.357983 35 0.357983 289670 245213 269619
r-891 36 0.9 36 0.9 9939 18760 9345
r-351 35 0.0487395 35 0.0487395 89476 14012 19683
r-798 40 0.989744 40 0.989744 198 1000000 177
r-815 15 0.904762 15 0.904762 10 6 7
r-15 23 0.837945 23 0.837945 10 11 8
r-994 22 0.619048 22 0.619048 308 314 260
r-424 31 0.836559 31 0.836559 4460 6375 4461
r-965 23 0.355731 23 0.355731 498 610 386
r-934 19 0.666667 19 0.666667 28 17 14
r-449 15 0.885714 15 0.885714 0 0 0
r-183 19 0.549708 19 0.549708 22 33 20
r-548 32 0.655242 32 0.655242 75175 76484 72028
r-335 19 0.736842 19 0.736842 22 34 18
r-194 17 0.279412 17 0.279412 9 14 13
r-432 40 0.0615385 40 0.0615385 25344 34551 17245
r-745 34 0.493761 34 0.493761 184132 178403 175800
r-17 38 0.654339 38 0.654339 1000000 1000000 990900
r-442 15 0.4 15 0.4 7 4 4
r-376 40 0.385897 40 0.385897 1000000 1000000 1000000
r-907 23 0.525692 23 0.525692 846 538 512
r-423 29 0.741379 29 0.741379 7486 8683 7755
r-271 28 0.925926 28 0.925926 683 763 738
r-542 24 0.728261 24 0.728261 524 410 420
r-105 33 0.195076 33 0.195076 45656 50487 42246
r-265 35 0.0857143 35 0.0857143 2331 3942 2103
r-981 19 0.596491 19 0.596491 35 35 31
r-945 35 0.890756 35 0.890756 16478 42312 14656
r-5 30 0.0988506 30 0.0988506 2394 3051 2167
r-594 39 0.892038 39 0.892038 87491 126577 79544
r-820 31 0.593548 31 0.593548 29088 32484 26773
r-999 37 0.692192 37 0.692192 651865 771964 596236
r-369 39 0.615385 39 0.615385 1000000 1000000 1000000
r-902 37 0.0690691 37 0.0690691 552 1346 461
r-140 27 0.159544 27 0.159544 524 415 394
r-78 19 0.421053 19 0.421053 36 55 32
r-118 36 0.4 36 0.4 417257 414676 392549
r-926 20 0.621053 20 0.621053 67 126 61
r-615 40 0.478205 40 0.478205 1000000 1000000 1000000
r-212 26 0.0615385 26 0.0615385 17757 11 17561
r-154 25 0.576667 25 0.576667 1334 1804 1263
r-586 39 0.45614 39 0.45614 1000000 1000000 1000000
r-328 32 0.469758 32 0.469758 74611 77170 70805
r-938 25 0.263333 25 0.263333 703 900 631
r-830 15 0.780952 15 0.780952 1 1 0
r-87 38 0.0199147 38 0.0199147 2 84 1
r-263 34 0.87344 34 0.87344 4676 7290 4465
r-978 34 0.925134 34 0.925134 1234 2989 1148
r-326 16 0.816667 16 0.816667 0 0 0
r-47 16 0.791667 16 0.791667 1 3 2
r-211 19 0.701754 19 0.701754 30 31 18
r-203 40 0.784615 40 0.784615 1000000 1000000 1000000
r-238 35 0.919328 35 0.919328 1942 3494 1551
r-172 33 0.596591 33 0.596591 164587 162749 151298
r-224 29 0.773399 29 0.773399 5363 6053 5280
r-858 16 0.616667 16 0.616667 5 10 8
r-849 25 0.786667 25 0.786667 322 407 183
r-617 20 0.8 20 0.8 22 25 13
r-566 35 0.62521 35 0.62521 290201 308517 276677
r-179 30 0.0942529 30 0.0942529 65 213 93
r-794 18 0.156863 18 0.156863 1 0 1
r-604 20 0.573684 20 0.573684 101 110 94
r-676 29 0.815271 29 0.815271 1015 1737 1095
r-997 22 0.831169 22 0.831169 28 33 14
r-759 21 0.214286 21 0.214286 42 31 27
r-426 20 0.968421 20 0.968421 285964 0 291827
r-663 16 0.0833333 16 0.0833333 0 0 0
r-851 16 0.558333 16 0.558333 8 7 7
r-483 26 0.489231 26 0.489231 3098 2323 2928
r-811 38 0.675676 38 0.675676 750489 902894 720210
r-519 24 0.0507246 24 0.0507246 0 102 1
r-558 15 0.428571 15 0.428571 3 2 2
r-786 39 0.0161943 39 0.0161943 30956 1000000 1000000
r-659 38 0.810811 38 0.810811 1000000 1000000 949193
r-388 35 0.65042 35 0.65042 328279 285365 300021
r-58 24 0.731884 24 0.731884 438 380 416
r-126 38 0.709815 38 0.709815 694676 922119 671854
r-315 17 0.0147059 17 0.0147059 0 0 0
r-193 19 0.865497 19 0.865497 2 3 2
r-560 18 0.72549 18 0.72549 10 13 10
r-873 30 0.673563 30 0.673563 15486 20367 14436
r-121 26 0.0276923 26 0.0276923 0 0 0
r-125 32 0.659274 32 0.659274 61566 68207 57820
r-985 27 0.538462 27 0.538462 7653 6716 6958
r-564 15 0.552381 15 0.552381 3 2 3
r-898 35 0.909244 35 0.909244 1306 2906 1914
r-306 37 0.704204 37 0.704204 567070 578541 520157
r-233 20 0.7 20 0.7 62 113 92
r-894 32 0.985887 32 0.985887 0 0 0
r-574 22 0.597403 22 0.597403 245 311 138
r-65 20 0.347368 20 0.347368 47 88 60
r-10 31 0.593548 31 0.593548 51804 53605 49091
r-402 17 0.345588 17 0.345588 11 16 9
r-480 20 0.915789 20 0.915789 144 29 128
r-214 40 0.215385 40 0.215385 1000000 1000000 1000000
r-437 32 0.699597 32 0.699597 33874 37475 31236
r-177 18 0.24183 18 0.24183 8 13 13
r-333 33 0.522727 33 0.522727 137656 139704 134718
r-647 39 0.740891 39 0.740891 1000000 1000000 1000000
r-418 18 0.771242 18 0.771242 6 12 5
r-975 29 0.285714 29 0.285714 3625 5005 3191
r-632 27 0.934473 27 0.934473 174480 1000000 1000000
r-653 28 0.156085 28 0.156085 966 2237 1459
r-340 15 0.542857 15 0.542857 1 0 0
r-103 16 0.475 16 0.475 7 12 7
r-102 40 0.383333 40 0.383333 1000000 1000000 1000000
r-438 26 0.369231 26 0.369231 3770 4108 3832
r-776 15 0.504762 15 0.504762 6 6 6
r-979 36 0.0412698 36 0.0412698 1000000 1000000 1000000
r-473 34 0.233512 34 0.233512 83301 89849 71956
r-54 22 0.575758 22 0.575758 487 345 415
r-159 20 0.647368 20 0.647368 55 41 45
r-90 30 0.48046 30 0.48046 31138 30406 29499
r-97 38 0.0128023 38 0.0128023 0 0 0
r-869 29 0.975369 29 0.975369 0 0 0
r-508 34 0.386809 34 0.386809 177053 155471 162928
r-447 15 0.714286 15 0.714286 2 1 1
r-768 24 0.326087 24 0.326087 445 575 449
r-281 16 0.558333 16 0.558333 6 5 8
r-696 40 0.784615 40 0.784615 1000000 1000000 1000000
r-168 18 0.0915033 18 0.0915033 1 0 2
r-579 20 0.163158 20 0.163158 3 3 1
r-272 37 0.978979 37 0.978979 12 2 11
r-356 40 0.79359 40 0.79359 1000000 1000000 1000000
r-545 22 0.0692641 22 0.0692641 169981 22152 117510
r-523 25 0.593333 25 0.593333 2388 2126 1703
r-674 39 0.489879 39 0.489879 1000000 1000000 1000000
r-916 18 0.0915033 18 0.0915033 40 16 18
r-973 20 0.926316 20 0.926316 0 8 0
r-592 22 0.688312 22 0.688312 220 127 192
r-297 32 0.59879 32 0.59879 80267 78305 75137
r-427 24 0.0615942 24 0.0615942 7 230 6
r-778 17 0.0808824 17 0.0808824 3 6 3
r-529 24 0.0108696 24 0.0108696 0 0 0
r-339 24 0.666667 24 0.666667 942 888 769
r-61 21 0.561905 21 0.561905 207 181 212
r-714 33 0.916667 33 0.916667 5052 9720 4522
r-32 18 0.0326797 18 0.0326797 88419 0 88677
r-525 20 0.515789 20 0.515789 109 57 100
r-163 38 0.960171 38 0.960171 258 1405 199
r-593 39 0.703104 39 0.703104 1000000 1000000 1000000
r-872 38 0.748222 38 0.748222 1000000 1000000 1000000
r-963 38 0.253201 38 0.253201 1000000 1000000 1000000
r-524 36 0.0619048 36 0.0619048 1562 6653 1354
r-824 20 0.0315789 20 0.0315789 0 0 0
r-603 36 0.253968 36 0.253968 286045 385437 261402
r-877 23 0.533597 23 0.533597 1042 718 922
