instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-538 20 0.284211 20 0.284211 80843 87471 65285
r-423 29 0.741379 29 0.741379 10039534 12658247 9504519
r-629 18 0.169935 18 0.169935 11404 5959 8663
r-112 17 0.610294 17 0.610294 9490 15322 8203
r-178 25 0.793333 25 0.793333 693475 692636 555851
r-32 18 0.0326797 18 0.0326797 39456639 566 39456640
r-542 24 0.728261 24 0.728261 413298 449795 368448
r-351 35 0.0487395 35 0.0487395 1479190112 219363064 222173114
r-342 39 0.916329 39 0.916329 37268423 78804720 28135417
r-52 21 0.761905 21 0.761905 41138 39611 34245
r-415 19 0.988304 19 0.988304 177 177 177
r-670 31 0.152688 31 0.152688 2300247 9506318 2046054
r-226 17 0.536765 17 0.536765 17958 36115 15812
r-234 20 0.268421 20 0.268421 47972 30105 39217
r-367 34 0.638146 34 0.638146 168090029 177452671 149528591
r-218 33 0.0397727 33 0.0397727 3906160 -1 3814061
r-325 15 1 15 1 135 135 135
r-710 21 0.3 21 0.3 137365 93048 117925
r-514 35 0.216807 35 0.216807 100359267 55109501 81263139
r-75 31 0.212903 31 0.212903 17963937 59874752 15302052
r-708 18 0.633987 18 0.633987 39710 39111 32585
r-630 38 0.877667 38 0.877667 169821385 231684665 141219735
r-264 16 0.625 16 0.625 9373 13536 8247
r-598 32 0.332661 32 0.332661 66661061 45627329 60391692
r-452 39 0.0458839 39 0.0458839 1588186 16529487 654553
r-474 32 0.294355 32 0.294355 66188829 62866111 57108936
r-115 24 0.673913 24 0.673913 790204 1166335 640104
r-595 38 0.29303 38 0.29303 -1 -1 -1
r-129 24 0.300725 24 0.300725 802106 1095599 620232
r-199 23 0.687747 23 0.687747 404480 310019 353001
r-520 40 0.203846 40 0.203846 -1 -1 -1
r-779 24 0.771739 24 0.771739 642168 771126 545791
r-241 24 0.503623 24 0.503623 1110235 1066962 1023831
r-896 23 0.853755 23 0.853755 37953 71672 32902
r-468 38 0.0256046 38 0.0256046 114130830 -1 -1
r-743 20 0.205263 20 0.205263 38001 31782 33861
r-376 40 0.385897 40 0.385897 -1 -1 -1
r-15 23 0.837945 23 0.837945 26029 32109 17256
r-309 18 0.980392 18 0.980392 145 193 146
r-332 23 0.833992 23 0.833992 73480 117833 55720
r-646 26 0.227692 26 0.227692 824607 1553994 717789
r-321 16 0.991667 16 0.991667 138 138 138
r-142 33 0.543561 33 0.543561 73269484 83865347 66803940
r-118 36 0.4 36 0.4 313252239 262037723 283307960
r-769 31 0.993548 31 0.993548 445 445 445
r-181 37 0.00900901 37 0.00900901 -1 -1 -1
r-821 25 0.323333 25 0.323333 3145205 2771122 2968268
r-842 21 0.72381 21 0.72381 87073 144475 80973
r-941 39 0.222672 39 0.222672 -1 -1 619987728
r-711 28 0.0529101 28 0.0529101 518341 456046 406443
r-893 15 0.828571 15 0.828571 242 382 203
r-950 23 0.486166 23 0.486166 441206 514442 388544
r-240 31 0.944086 31 0.944086 3671224 125105 1790320
r-354 15 0.257143 15 0.257143 2213 3393 2061
r-844 27 0.592593 27 0.592593 7106575 5814588 6599695
r-517 36 0.204762 36 0.204762 271648845 423830920 206618272
r-640 31 0.972043 31 0.972043 1219 3955 1213
r-545 22 0.0692641 22 0.0692641 66239141 10492921 48933780
r-623 18 0.372549 18 0.372549 87322 39363 80148
r-185 17 0.882353 17 0.882353 1983 1387 1930
r-59 31 0.365591 31 0.365591 26722310 41315120 23467216
r-41 40 0.347436 40 0.347436 -1 -1 -1
r-390 35 0.00336134 35 0.00336134 603 598 604
r-76 30 0 30 0 495 495 495
r-903 30 0.809195 30 0.809195 9124006 12942744 7992704
r-53 21 0.342857 21 0.342857 207193 200775 179193
r-216 34 0.948307 34 0.948307 643138 692496063 741341
r-231 18 0.993464 18 0.993464 173 173 173
r-356 40 0.79359 40 0.79359 -1 -1 -1
r-938 25 0.263333 25 0.263333 1628259 1580311 1500275
r-406 17 0.588235 17 0.588235 15928 20143 13214
r-443 25 0.403333 25 0.403333 2719218 1682358 2516359
r-192 25 0.356667 25 0.356667 2241742 2309635 2043828
r-616 24 0.210145 24 0.210145 467466 257320 421862
r-625 35 0.490756 35 0.490756 226577744 191866135 207147365
r-944 30 0.618391 30 0.618391 28827967 27310324 25608688
r-856 37 0.876877 37 0.876877 91718552 84958496 82825401
r-586 39 0.45614 39 0.45614 -1 -1 -1
r-757 35 0.946218 35 0.946218 2571401 8196869 1629190
r-326 16 0.816667 16 0.816667 1260 1626 864
r-823 33 0.996212 33 0.996212 536 531 537
r-973 20 0.926316 20 0.926316 807 65598 786
r-902 37 0.0690691 37 0.0690691 1935073 3273368 1724518
r-101 25 0.806667 25 0.806667 489735 775789 427960
r-959 37 0.0525526 37 0.0525526 -1 -1 -1
r-67 38 0.829303 38 0.829303 1208587729 1341500277 1053685544
r-133 31 0.593548 31 0.593548 34340445 41442551 30727777
r-674 39 0.489879 39 0.489879 -1 -1 -1
r-831 27 0.509972 27 0.509972 4070638 6062285 3654538
r-835 32 0.395161 32 0.395161 65927448 72996057 57224674
r-270 39 0.483131 39 0.483131 -1 -1 -1
r-782 40 0.924359 40 0.924359 29904281 89971439 25466677
r-573 15 0.447619 15 0.447619 6550 3962 5779
r-393 20 0.668421 20 0.668421 50474 58528 42045
r-74 31 0.748387 31 0.748387 33501718 16478722 28730471
r-661 36 0.85873 36 0.85873 91649420 73443704 79941500
r-323 18 0.555556 18 0.555556 20852 16512 17826
r-505 37 0.286787 37 0.286787 438033628 417153703 412081554
r-72 16 0.2 16 0.2 2248 2110 2193
r-995 33 0.342803 33 0.342803 69196706 94604192 60003106
r-109 30 0.485057 30 0.485057 19446701 11956757 17276036
r-663 16 0.0833333 16 0.0833333 187 497 191
r-834 33 0.969697 33 0.969697 -1 -1 -1
r-91 21 0.933333 21 0.933333 6717 74228 349515
r-785 34 0.379679 34 0.379679 117367340 135556773 102894758
r-98 16 0.791667 16 0.791667 4659 8776 3186
r-82 40 0.961538 40 0.961538 90140 14772950500 240903
r-496 27 0.319088 27 0.319088 3773701 4122226 3173033
r-502 38 0.778094 38 0.778094 1059984202 922001787 955635209
r-22 21 0.609524 21 0.609524 142817 116378 130060
r-836 40 0.188462 40 0.188462 -1 -1 -1
r-979 36 0.0412698 36 0.0412698 -1 -1 -1
r-85 40 0.0948718 40 0.0948718 262621743 733175155 246755892
r-992 27 0.102564 27 0.102564 79006 168271 83337
r-675 33 0.700758 33 0.700758 76135926 71486005 66282319
r-71 23 0.893281 23 0.893281 12737 26464 9654
r-981 19 0.596491 19 0.596491 44299 63187 40366
r-458 31 0.494624 31 0.494624 41632461 50860928 37790848
r-319 27 0.039886 27 0.039886 606010 -1 11474381502
r-900 35 0.37479 35 0.37479 223103917 247112611 198345110
r-30 33 0.676136 33 0.676136 78374460 76471120 62581265
r-772 30 0.986207 30 0.986207 344 350 346
r-12 35 0.0285714 35 0.0285714 -1 -1 -1
r-874 24 0.286232 24 0.286232 782205 1197325 705023
r-673 21 0.652381 21 0.652381 115005 145478 88843
r-925 35 0.142857 35 0.142857 157609003 295255320 141218350
r-771 27 0.310541 27 0.310541 4864045 2822813 4418655
r-998 16 0.55 16 0.55 7057 6998 6464
r-399 38 0.217639 38 0.217639 1003101673 875046298 834855588
r-263 34 0.87344 34 0.87344 11499400 23376381 10317716
r-731 29 0.283251 29 0.283251 7722933 12225049 6153879
r-36 21 0.77619 21 0.77619 112191 87539 82932
r-400 16 0.866667 16 0.866667 426 626 396
r-179 30 0.0942529 30 0.0942529 290514 929250 223185
r-826 28 0.441799 28 0.441799 8979576 8669202 8202945
r-210 19 0.292398 19 0.292398 50413 38490 41615
r-413 34 0.367201 34 0.367201 134022912 127760335 121602584
r-654 18 0.849673 18 0.849673 2385 3459 2278
r-136 19 0.643275 19 0.643275 71379 67074 60870
r-982 19 0.502924 19 0.502924 151240 78115 138674
r-948 40 0.833333 40 0.833333 -1 -1 -1
r-99 29 0.0738916 29 0.0738916 420271 1321803 288264
r-560 18 0.72549 18 0.72549 23340 28740 20162
r-127 21 0.509524 21 0.509524 181215 250031 152279
r-482 31 0.825806 31 0.825806 7030248 17592204 6790845
r-375 33 0.943182 33 0.943182 6483120 224046584 8378984
r-402 17 0.345588 17 0.345588 19381 27170 15883
r-420 37 0.935435 37 0.935435 13659088 10373896 9246801
r-741 20 0.268421 20 0.268421 7047 42461 4481
r-644 34 0.529412 34 0.529412 173256038 161971373 160970027
r-295 31 0.249462 31 0.249462 16432465 16120989 14381152
r-554 21 0.414286 21 0.414286 237143 162590 198749
r-949 20 0.589474 20 0.589474 190470 229023 164273
r-801 40 0.211538 40 0.211538 -1 -1 -1
r-726 29 0.945813 29 0.945813 39669521 332847 42826627
r-13 27 0 27 0 405 405 405
r-734 15 0.92381 15 0.92381 13834 378793 42230
