mcsplit mcsplit-h mcsplit+f mcsplit+fmm mcsplit+bigf mcsplit-swapped mcsplit+S
1000000 1000000 1000000 1000000 1000000 1000000 1000000
150725 168077 102084 108883 139724 88853 89449
363517 398363 502108 529138 302246 324447 322588
0 0 0 0 0 0 0
469 412 695 621 234 425 410
45171 51486 33451 37953 47144 29325 44471
7 5 8 9 7 5 5
14 27 21 22 22 18 18
13059 15003 19840 20864 13224 15607 15352
24 27 27 29 22 23 24
64476 76442 78171 82042 57875 62227 64454
53 43 78 56 32 27 32
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 1000000 1000000 1000000
715144 805747 1000000 1000000 673300 722497 709286
118 128 136 144 112 232 204
2 4 3 3 2 2 3
293469 340222 335573 371112 283592 261331 291847
1 3 3 1 2 1 1
6571 6803 9379 9606 5155 5633 5728
1000000 1000000 1000000 1000000 1000000 1000000 1000000
562593 623660 681966 751159 525286 616754 613079
609 489 427 461 376 407 402
1438 1884 1569 1708 1353 1552 1433
206 222 384 294 291 170 209
5 5 5 9 7 7 5
0 0 0 0 0 0 0
2 4 2 2 3 1 1
1384 1359 2603 1556 1275 938 1393
123 229 150 155 200 141 122
89 103 42 44 78 68 43
27264 32999 6765 7149 24094 5969 27446
6 7 6 4 6 6 4
49362 52273 60699 62769 42165 43897 49912
10396 12630 9701 10562 8695 6490 6461
52 54 49 32 47 18 30
31658 42586 17368 19685 30453 17007 16912
0 0 0 0 0 0 0
12 24 18 34 13 28 12
8 6 9 9 8 13 4
5463 7001 21281 23092 4636 19830 5727
5823 6019 4726 4785 5091 3264 6218
190359 217145 252159 282909 160919 196111 190172
422 468 670 509 404 575 691
3 2 3 2 1 4 1
265672 295973 470914 504441 242480 320702 264104
11 8 8 16 11 13 11
133 106 136 92 78 99 95
158 196 88 95 101 48 101
196 217 115 205 103 180 150
1000000 1000000 1000000 1000000 1000000 1000000 1000000
148 274 149 266 215 215 147
0 0 0 1 0 0 0
0 0 1 0 0 1 0
13 15 19 12 13 19 8
0 1 0 0 1 0 0
12 9 9 10 9 15 12
339861 386780 456621 480414 295698 348579 339968
357 366 86 90 139 65 65
1 1 3 3 1 6 1
545054 657618 378568 416758 478198 244994 244871
1000000 1000000 1000000 1000000 1000000 1000000 1000000
565196 609180 540063 541316 439970 396787 564503
46743 53705 54911 60412 47823 48787 46124
0 0 0 0 0 0 0
21 50 42 46 20 34 21
1094 1004 1445 1559 852 1192 1204
4011 5250 913 968 3801 920 4238
1859 1248 1418 1819 1181 986 1427
5 5 5 3 4 2 3
20996 25238 22855 25520 17883 20656 20989
5630 6141 10580 11331 5191 13087 5716
3030 3255 3275 3455 2827 2593 3031
10161 12833 8330 9110 9449 7319 10277
6 11 11 12 7 5 8
0 0 0 0 0 0 0
594 713 767 687 633 761 761
3 4 1 1 3 2 3
1386 1391 1406 1213 1160 1226 1414
1063 1315 1150 1194 935 1128 1151
156274 203910 152938 168745 142215 145841 145306
30129 31761 22661 23881 26715 18705 30470
34 24 27 29 18 38 20
6934 7924 11853 13061 7665 10960 6907
2 1 2 3 1 2 2
5927 6204 14135 14648 5203 9520 5832
1415 1239 636 642 936 871 1108
2614 3456 2397 2308 2486 2503 2861
3548 4095 13236 14288 3275 11257 3799
22967 36877 17057 18647 19691 17534 17754
809346 1000000 1000000 1000000 764019 1000000 1000000
5050 5371 7370 8152 4787 5781 4905
1 1 2 1 1 1 1
0 1 2 1 0 1 1
0 0 0 0 0 0 0
0 0 0 0 0 0 0
3820 4351 4964 5309 3648 4744 3765
6 8 7 4 3 4 6
1 1 2 2 2 2 2
910691 1000000 1000000 1000000 813862 1000000 905549
18 12 12 22 16 25 11
795 937 1102 1175 908 990 995
842700 984595 874995 990694 734746 849401 847034
462 596 608 611 584 566 703
0 0 0 0 0 0 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000
167 186 291 317 158 354 167
34 36 65 70 59 35 33
95110 108645 52323 58907 85258 45914 46383
3 3 2 1 2 2 2
3 3 1 2 1 1 3
13 14 13 8 14 7 13
23297 27122 25806 27351 21595 20620 23357
1736 2027 2038 2399 1789 2004 1463
2237 2640 2974 3191 1991 1930 2741
0 0 0 0 0 0 0
0 0 0 0 0 1 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 1000000 1000000 1000000
5674 6175 8598 8490 4642 5778 5642
272026 300440 304837 336332 260581 216531 271993
33 23 31 20 26 17 33
1000000 1000000 1000000 1000000 1000000 1000000 1000000
13 30 6 7 12 10 23
0 0 0 0 0 0 0
0 1 0 1 1 1 0
296 451 452 464 88 229 466
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 1000000 1000000 1000000
61341 73365 70974 77425 57209 62144 60744
0 0 0 0 0 0 0
0 0 0 1 0 0 0
10 20 9 16 16 11 11
76124 94031 84302 94178 69683 96711 75682
543 426 473 465 294 341 379
0 0 0 0 0 0 0
6 7 6 4 5 2 2
0 0 1 0 0 0 0
87 184 142 176 80 156 87
0 0 0 0 0 0 0
6550 7289 5053 5236 5790 4195 6698
1000000 1000000 1000000 1000000 1000000 1000000 1000000
230900 259343 286323 307018 173906 152006 231091
12 12 10 11 11 7 12
306 329 363 683 457 385 421
11 7 7 13 6 11 6
1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 1 0 0 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000
17312 21725 15799 17656 16080 15690 17586
1 1 3 1 1 2 2
792727 875783 1000000 1000000 728927 1000000 1000000
2 4 1 1 2 1 3
0 1 1 1 0 1 0
30535 32782 31444 33239 26666 22168 30907
878 989 1167 1149 858 1082 844
0 0 0 0 0 0 0
3 3 3 6 2 3 4
148791 179111 140122 153947 124781 114335 114064
101849 115699 117774 134525 91387 82356 81569
173141 188048 352902 381656 167229 193682 171705
26114 28674 98949 101873 26242 67612 25752
183 353 213 272 259 202 284
385 479 383 427 549 411 289
9 18 17 11 5 10 9
0 0 0 0 0 0 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000
644 678 710 788 564 571 572
14430 16599 20618 22701 12721 16892 14184
0 0 0 0 0 0 0
1 1 1 2 0 2 1
27 51 52 32 43 44 27
1165 1147 1203 1411 881 797 941
429 497 347 614 323 309 446
635 611 937 702 476 634 572
377 395 396 364 345 310 480
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1 1 0 0 0 0 1
299 328 578 772 278 431 305
0 0 0 0 0 0 0
0 0 0 0 0 0 0
46 19 73 20 43 81 46
254 293 308 466 258 151 155
25 43 30 31 41 34 41
32694 36532 41390 42211 35177 34824 32774
6 11 3 4 10 3 6
33473 35656 42661 43074 29309 25084 32894
70 129 120 73 113 63 70
5 10 9 6 9 9 5
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 0 0 0 0
172 178 229 230 163 326 173
45087 52975 49101 54554 40694 43229 44911
1019 1174 1529 1704 1067 1590 1019
19117 22120 5135 5540 17462 4157 4187
25 26 23 23 15 13 21
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 1000000 1000000 1000000
56 99 80 87 85 73 91
4609 5106 4328 4419 2269 2370 2191
1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 0 0 0 0
726136 886427 1000000 1000000 665612 618313 618331
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1274 1647 2039 2306 1071 1529 1869
1 0 2 4 1 4 0
0 0 0 0 0 0 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 0 0 0 0
1 1 0 0 1 0 0
0 0 0 0 0 0 0
1000000 1000000 929066 1000000 1000000 747563 1000000
314 223 181 195 221 166 198
1000000 1000000 1000000 1000000 1000000 1000000 1000000
3639 4067 5067 5371 3611 5046 3760
4 1 8 9 3 3 7
1000000 1000000 1000000 1000000 1000000 1000000 1000000
2 1 1 1 2 1 1
133 155 146 155 72 69 135
4533 5256 6080 6606 4483 4973 4572
107 72 71 74 111 106 107
92 98 26 46 84 24 52
6679 7297 4835 5086 5801 4431 6689
37 30 42 46 34 25 38
1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 1 0 1 0 0 0
76 78 32 31 55 17 75
0 0 0 0 0 0 0
2 1 2 2 1 1 2
1000000 1000000 1000000 1000000 1000000 1000000 1000000
1000000 1000000 1000000 1000000 1000000 1000000 1000000
162292 167681 337688 347682 133129 223635 157230
0 0 0 0 0 0 0
10 10 5 10 5 9 10
11 7 13 14 10 14 6
0 0 0 0 0 0 0
155940 166671 82711 88678 127627 61740 156302
21 22 22 25 11 81 21
0 0 0 0 0 0 0
32 28 28 29 22 23 31
512 610 546 901 478 654 572
7871 8399 10222 11056 6516 8852 7163
15 11 21 21 15 16 15
6 11 4 7 5 6 10
1000000 1000000 1000000 1000000 1000000 1000000 1000000
107 117 60 114 94 120 61
0 0 0 0 0 0 0
19 21 20 21 17 40 19
884629 1000000 1000000 1000000 926151 1000000 877983
351 210 383 483 176 169 196
670 530 587 546 399 612 674
37127 43113 93115 100902 37157 88884 36874
65968 70766 158526 167383 60978 93545 66824
2 1 2 2 2 2 2
0 0 0 0 0 0 0
2 1 1 1 1 1 1
4 5 6 3 2 3 2
1000000 1000000 1000000 1000000 1000000 1000000 1000000
24 25 21 22 23 34 19
28 35 29 21 13 13 21
3 4 3 3 3 1 3
1 1 1 1 1 2 2
3 2 2 2 1 3 1
105 82 70 116 83 104 104
90105 99376 85176 93025 80319 68919 90603
14 24 28 28 13 46 14
14217 15793 8784 9422 14172 7857 14295
31079 34219 40338 42105 22621 23795 30762
34742 41549 67231 70160 33515 57047 57050
284056 360169 101763 113036 270980 111858 285053
2 3 1 1 1 1 2
