instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static family vbos vbmcsplit
g2-g28 0 0 0 0 0 0 0 0 0 0 3 0 0 2 0 0
g2-g29 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0
g2-g3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g2-g30 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0
g2-g31 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0
g2-g32 0 0 0 0 0 0 8 0 289 211 9 0 0 2 0 0
g2-g33 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g2-g34 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g2-g35 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0
g2-g36 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0
g2-g37 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0
g2-g38 0 0 0 0 1 0 2 1 18 18 118 1 0 2 1 0
g2-g39 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0
g2-g4 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g2-g40 3114 3392 3405 3430 15155 1371 3537 3044 1000000 1000000 992591 3492 15255 2 3044 1371
g2-g41 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g2-g42 2 2 2 2 3 3 0 0 15 10 25 3 2 2 0 2
g2-g43 0 0 0 0 0 0 2 0 2 1 29 0 0 2 0 0
g2-g44 0 0 0 0 0 0 1 0 0 0 2 0 0 2 0 0
g2-g45 0 0 0 0 0 0 1 0 0 0 2 0 0 2 0 0
g2-g46 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0
g2-g47 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0
g2-g48 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0
g2-g49 1 0 0 1 14 0 1 0 0 0 4 14 0 2 0 0
g2-g5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g2-g50 0 0 0 0 0 0 6 1 1 1 9 0 0 2 1 0
g2-g6 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g2-g7 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0
g2-g8 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g2-g9 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0
g20-g21 0 0 0 0 0 0 2 0 1000000 1000000 5 0 0 2 0 0
g20-g23 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
