instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static family vbos vbmcsplit
phase-30-150-0.84-0.74-0.76-3 64036 58808 1000000 1000000 87192 26181 1000000 1000000 1000000 1000000 1000000 58908 87292 12 1000000 26181
phase-30-150-0.84-0.74-0.76-4 23826 20961 702456 702141 217629 10377 901882 667115 1000000 1000000 1000000 21061 217729 12 667115 10377
phase-30-150-0.84-0.74-0.76-5 40938 36376 58813 59003 56156 16250 69428 51075 1000000 1000000 1000000 36476 56256 12 51075 16250
phase-30-150-0.84-0.74-0.76-6 32558 29318 1000000 1000000 47319 12926 1000000 1000000 1000000 1000000 1000000 29418 47419 12 1000000 12926
phase-30-150-0.84-0.74-0.76-7 105145 92245 1000000 1000000 142292 36633 1000000 1000000 1000000 1000000 1000000 92345 142392 12 1000000 36633
phase-30-150-0.84-0.74-0.76-8 49352 44692 1000000 1000000 7426 19397 1000000 1000000 1000000 1000000 1000000 44792 7526 12 1000000 7426
phase-30-150-0.84-0.76-0.76-1 139972 130882 1000000 1000000 245956 50462 1000000 1000000 1000000 1000000 1000000 130982 246056 12 1000000 50462
phase-30-150-0.84-0.76-0.76-2 23547 21284 110183 111051 32686 9598 155175 114579 1000000 1000000 1000000 21384 32786 12 114579 9598
phase-30-150-0.84-0.76-0.76-3 4642 3864 497013 496210 7444 1823 756826 554307 1000000 1000000 1000000 3964 7544 12 554307 1823
phase-30-150-0.84-0.76-0.76-4 14615 12914 259319 259790 24633 6074 333585 244540 1000000 1000000 1000000 13014 24733 12 244540 6074
phase-30-150-0.84-0.76-0.76-5 106302 99862 1000000 1000000 135777 37692 1000000 1000000 1000000 1000000 1000000 99962 135877 12 1000000 37692
phase-30-150-0.84-0.76-0.76-6 28448 25310 1000000 1000000 49182 12192 1000000 1000000 1000000 1000000 1000000 25410 49282 12 1000000 12192
phase-30-150-0.84-0.76-0.76-7 3965 3465 1000000 1000000 5799 1970 1000000 1000000 1000000 1000000 1000000 3565 5899 12 1000000 1970
phase-30-150-0.84-0.76-0.76-8 11658 9870 416664 419260 14837 4929 790839 575328 1000000 1000000 1000000 9970 14937 12 575328 4929
phase-30-150-0.86-0.76-0.78-1 19575 17619 1000000 1000000 15896 7195 1000000 1000000 1000000 1000000 1000000 17719 15996 12 1000000 7195
phase-30-150-0.86-0.76-0.78-2 16179 14510 1000000 1000000 19785 5669 1000000 1000000 1000000 1000000 1000000 14610 19885 12 1000000 5669
phase-30-150-0.86-0.76-0.78-3 50746 46698 1000000 1000000 72926 18105 1000000 1000000 1000000 1000000 1000000 46798 73026 12 1000000 18105
phase-30-150-0.86-0.76-0.78-4 3178 2743 1000000 1000000 3784 1316 1000000 1000000 1000000 1000000 1000000 2843 3884 12 1000000 1316
phase-30-150-0.86-0.76-0.78-5 206660 186497 1000000 1000000 610586 77343 1000000 1000000 1000000 1000000 1000000 186597 610686 12 1000000 77343
phase-30-150-0.86-0.76-0.78-6 1000000 1000000 1000000 1000000 1000000 448749 1000000 1000000 1000000 1000000 1000000 1000000 1000000 12 1000000 448749
phase-30-150-0.86-0.76-0.78-7 66990 61743 1000000 1000000 68478 24704 1000000 1000000 1000000 1000000 1000000 61843 68578 12 1000000 24704
phase-30-150-0.86-0.76-0.78-8 24837 23022 1000000 1000000 160913 8260 1000000 1000000 1000000 1000000 1000000 23122 161013 12 1000000 8260
