instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static family vbos vbmcsplit
si4_m4Dr4_m256.08 0 0 0 0 0 0 10 4 0 4 0 0 0 6 0 0
si4_m4Dr4_m256.04 0 0 0 0 0 0 10 4 0 9 0 0 0 6 0 0
si2_m4D_m625.01 7 8 5 7 7 21 36 86 23 26 1381 7 8 5 23 7
si2_m4D_m625.00 1 0 1 0 1 8 26 5 3 10 137 1 0 5 3 0
si2_m4D_m625.08 0 0 0 0 1 3 141 54 1 15 103 1 0 5 1 0
si2_m4D_m625.04 0 0 0 0 0 3 15 14 0 8 37 0 0 5 0 0
si2_m4D_m625.09 0 0 0 0 0 2 87 96 0 15 57 0 0 5 0 0
si2_m4D_m625.02 3 5 3 3 4 24 18 20 7 25 413 4 5 5 7 4
si2_m4D_m625.05 0 0 0 0 0 2 24 25 0 14 49 0 0 5 0 0
si2_m4D_m625.06 2 1 2 1 2 7 78 311 18 33 1010 2 1 5 18 1
si2_m4D_m625.07 0 0 1 0 1 6 65 6 2 10 44 1 0 5 2 0
si2_m4D_m625.03 3 3 3 5 12 16 17 17 22 41 1231 12 3 5 17 3
si2_m4Dr4_m256.05 0 0 0 0 0 1 6 3 0 3 0 0 0 6 0 0
si2_m4Dr4_m256.02 0 0 0 0 0 0 5 2 0 2 0 0 0 6 0 0
si2_m4Dr4_m256.00 0 0 0 0 0 0 3 1 0 3 0 0 0 6 0 0
si2_m4Dr4_m256.07 0 1 0 1 0 1 6 2 0 3 3 0 1 6 0 0
si2_m4Dr4_m256.03 2 3 2 3 0 5 5 23 2 4 25 0 3 6 2 0
si2_m4Dr4_m256.06 0 0 0 0 0 0 3 2 0 2 0 0 0 6 0 0
si2_m4Dr4_m256.04 3 3 2 3 2 5 6 14 6 7 5 2 3 6 5 2
si2_m4Dr4_m256.09 0 0 0 0 0 0 5 2 0 2 0 0 0 6 0 0
si2_m4Dr4_m256.01 0 0 0 0 0 0 5 1 0 2 0 0 0 6 0 0
si2_m4Dr4_m256.08 2 2 1 2 0 3 6 21 0 3 6 0 2 6 0 0
si6_m4Dr2_m256.04 0 0 0 0 0 0 13 3 0 7 0 0 0 6 0 0
si6_m4Dr2_m256.08 0 0 0 0 0 1 7 4 0 11 0 0 0 6 0 0
si6_m4Dr2_m256.00 0 0 0 0 0 0 13 6 0 7 0 0 0 6 0 0
si6_m4Dr2_m256.07 0 0 0 0 0 1 7 6 0 11 0 0 0 6 0 0
si6_m4Dr2_m256.01 0 0 0 0 0 0 14 6 0 13 0 0 0 6 0 0
si6_m4Dr2_m256.09 0 0 0 0 0 1 14 6 0 10 0 0 0 6 0 0
si6_m4Dr2_m256.03 0 0 0 0 0 1 8 6 0 10 0 0 0 6 0 0
si6_m4Dr2_m256.05 0 0 0 0 0 1 8 6 0 11 0 0 0 6 0 0
si6_m4Dr2_m256.02 0 0 0 0 0 1 9 6 0 5 0 0 0 6 0 0
si6_m4Dr2_m256.06 0 1 1 0 0 3 14 3 0 13 1 0 1 6 0 0
si6_m4D_m256.03 0 0 0 0 0 1 8 5 0 9 2 0 0 5 0 0
si6_m4D_m256.08 0 0 0 0 0 1 13 5 0 5 2 0 0 5 0 0
si6_m4D_m256.07 0 0 0 0 0 1 8 3 0 9 6 0 0 5 0 0
si6_m4D_m256.00 0 0 0 0 0 1 13 5 0 5 1 0 0 5 0 0
si6_m4D_m256.01 0 0 0 0 0 1 8 6 0 4 6 0 0 5 0 0
si6_m4D_m256.05 0 0 0 0 0 1 14 3 0 7 2 0 0 5 0 0
si6_m4D_m256.09 0 0 0 0 0 1 16 7 0 11 11 0 0 5 0 0
si6_m4D_m256.04 0 0 0 0 0 0 8 6 0 4 4 0 0 5 0 0
