instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static family vbos vbmcsplit
si6_m4D_m256.02 0 0 0 0 0 1 14 3 0 6 2 0 0 5 0 0
si6_m4D_m256.06 0 0 0 0 0 1 13 3 0 9 4 0 0 5 0 0
si6_m4D_m625.00 0 0 1 1 2 4 71 21 1 31 17 2 0 5 1 0
si6_m4D_m625.07 4 2 4 4 8 20 112 221 26 103 1081 8 2 5 26 2
si6_m4D_m625.05 4 4 7 4 8 35 70 79 8 86 982 8 4 5 8 4
si6_m4D_m625.08 1 1 0 1 1 4 72 28 1 54 5 1 1 5 1 1
si6_m4D_m625.02 0 0 0 0 1 4 42 21 1 42 17 1 0 5 1 0
si6_m4D_m625.03 50 32 44 31 15 140 158 1113 39 108 3573 15 32 5 39 15
si6_m4D_m625.04 0 0 0 0 1 4 41 21 1 37 7 1 0 5 1 0
si6_m4D_m625.09 28 18 18 30 6 84 59 293 19 83 765 6 18 5 19 6
si6_m4D_m625.01 0 1 0 0 0 6 41 35 0 41 7 0 1 5 0 0
si6_m4D_m625.06 7 7 12 7 15 60 51 43 18 78 1505 15 7 5 18 7
si4_m4Dr6_m1296.01 1 1 1 1 2 19 168 78 0 211 2 2 1 6 0 1
si4_m4Dr6_m1296.07 46 48 28 46 1 194 178 84 1 206 2 1 48 6 1 1
si4_m4Dr6_m1296.06 2 1 1 1 1 12 165 121 0 213 2 1 1 6 0 1
si4_m4Dr6_m1296.02 1 1 1 1 1 13 213 78 0 179 2 1 1 6 0 1
si4_m4Dr6_m1296.08 16 8 16 8 1 104 161 129 0 127 2 1 8 6 0 1
si4_m4Dr6_m1296.03 1 1 1 1 2 14 163 77 1 195 1 2 1 6 1 1
si4_m4Dr6_m1296.00 2 1 2 1 1 21 183 137 1 206 3 1 1 6 1 1
si4_m4Dr6_m1296.09 1 1 1 1 1 19 170 78 0 183 2 1 1 6 0 1
si4_m4Dr6_m1296.05 2 1 2 1 2 22 164 77 0 229 1 2 1 6 0 1
si4_m4Dr6_m1296.04 1 1 1 1 1 13 181 79 0 139 1 1 1 6 0 1
si4_m4D_m625.09 1 0 0 0 1 4 46 20 1 26 22 1 0 5 1 0
si4_m4D_m625.03 0 0 0 0 1 5 49 20 0 36 12 1 0 5 0 0
si4_m4D_m625.07 28 29 19 19 186 78 121 156 106 116 1000000 129 29 5 106 29
si4_m4D_m625.02 0 0 0 0 1000000 4 91 117 4 25 251 100 0 5 4 0
si4_m4D_m625.00 0 0 0 0 1 4 45 20 0 35 10 1 0 5 0 0
si4_m4D_m625.01 423 336 380 381 115 1326 232 424 28 59 5032 436 215 5 28 115
si4_m4D_m625.04 0 0 0 0 0 4 44 19 0 18 5 0 0 5 0 0
si4_m4D_m625.06 0 0 0 0 1 5 46 20 1 27 9 1 0 5 1 0
si4_m4D_m625.08 1 1 1 1 1 5 64 37 0 49 164 1 1 5 0 1
si4_m4D_m625.05 0 0 0 0 0 4 46 19 0 27 6 0 0 5 0 0
si6_m4Dr6_m256.05 0 0 0 0 0 1 16 6 0 18 0 0 0 6 0 0
si6_m4Dr6_m256.04 0 0 0 0 0 1 16 6 0 13 0 0 0 6 0 0
si6_m4Dr6_m256.03 0 0 0 0 0 1 15 6 0 8 0 0 0 6 0 0
si6_m4Dr6_m256.02 0 0 0 0 0 1 15 6 0 10 0 0 0 6 0 0
si6_m4Dr6_m256.08 0 0 0 0 0 1 14 6 0 9 0 0 0 6 0 0
si6_m4Dr6_m256.00 0 0 0 0 0 1 16 6 0 10 0 0 0 6 0 0
si6_m4Dr6_m256.09 0 0 0 0 0 1 14 6 0 6 0 0 0 6 0 0
si6_m4Dr6_m256.07 0 0 0 0 0 1 15 6 0 14 0 0 0 6 0 0
si6_m4Dr6_m256.06 0 0 0 0 0 1 14 6 0 11 0 0 0 6 0 0
si6_m4Dr6_m256.01 0 0 0 0 0 1 14 6 0 8 0 0 0 6 0 0
si6_m4Dr4_m1296.03 4 2 3 2 2 19 258 190 0 132 3 2 2 6 0 2
si6_m4Dr4_m1296.06 4 2 3 2 2 19 268 155 0 206 3 2 2 6 0 2
si6_m4Dr4_m1296.04 4 2 3 2 2 28 331 190 0 120 2 2 2 6 0 2
si6_m4Dr4_m1296.01 4 2 3 2 2 19 299 211 0 184 2 2 2 6 0 2
si6_m4Dr4_m1296.09 3 2 3 2 4 19 255 151 1 217 3 4 2 6 1 2
si6_m4Dr4_m1296.02 3 3 2 3 2 19 287 163 0 222 2 2 3 6 0 2
si6_m4Dr4_m1296.08 3 2 2 2 4 28 262 155 1 301 2 4 2 6 1 2
si6_m4Dr4_m1296.05 3 2 2 2 2 20 275 156 1 423 2 2 2 6 1 2
si6_m4Dr4_m1296.07 3 2 2 3 4 20 291 152 0 241 2 4 2 6 0 2
si6_m4Dr4_m1296.00 3 2 3 2 4 18 253 149 0 159 3 4 2 6 0 2
si4_m4Dr6_m625.02 0 0 0 0 0 4 34 21 0 58 0 0 0 6 0 0
si4_m4Dr6_m625.06 1 0 1 0 1 4 36 20 1 61 5 1 0 6 1 0
si4_m4Dr6_m625.03 0 0 0 0 0 3 57 13 0 27 0 0 0 6 0 0
si4_m4Dr6_m625.07 0 0 0 0 1 5 38 18 1 68 1 1 0 6 1 0
si4_m4Dr6_m625.08 0 0 0 0 0 4 32 13 0 49 0 0 0 6 0 0
si4_m4Dr6_m625.09 0 0 0 0 0 2 58 13 0 24 0 0 0 6 0 0
si4_m4Dr6_m625.00 0 0 0 0 0 4 32 13 0 43 0 0 0 6 0 0
si4_m4Dr6_m625.01 0 0 0 0 0 5 34 13 0 48 1 0 0 6 0 0
si4_m4Dr6_m625.05 0 0 0 0 0 4 32 13 0 50 0 0 0 6 0 0
si4_m4Dr6_m625.04 2 4 2 2 0 12 55 13 0 25 0 0 4 6 0 0
si6_m4Dr4_m256.05 0 0 0 0 0 1 8 6 0 9 0 0 0 6 0 0
si6_m4Dr4_m256.03 0 0 0 0 0 0 15 7 0 9 0 0 0 6 0 0
si6_m4Dr4_m256.02 0 0 0 0 0 1 8 6 0 8 0 0 0 6 0 0
si6_m4Dr4_m256.01 0 0 0 0 0 0 8 6 0 9 0 0 0 6 0 0
si6_m4Dr4_m256.08 0 0 0 0 0 0 17 6 0 16 0 0 0 6 0 0
si6_m4Dr4_m256.09 0 0 0 0 0 1 16 6 0 12 0 0 0 6 0 0
si6_m4Dr4_m256.07 0 0 0 0 0 0 9 3 0 13 0 0 0 6 0 0
si6_m4Dr4_m256.06 0 0 0 0 0 1 15 6 0 12 0 0 0 6 0 0
si6_m4Dr4_m256.04 0 0 0 0 0 1 13 3 0 6 0 0 0 6 0 0
si6_m4Dr4_m256.00 0 0 0 0 0 1 15 3 0 10 0 0 0 6 0 0
