instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static family vbos vbmcsplit
si2_r01_m400.09 11334 9542 9487 9478 7425 12568 42652 38305 196789 162391 718567 9642 7525 7 38305 7425
si2_r01_m400.01 563 386 374 246 811 444 1591 2559 275934 227519 173349 486 911 7 1591 386
si2_r01_m400.03 136 137 127 136 228 163 1267 758 83326 69926 22490 237 328 7 758 137
si2_r01_m400.02 5693 4589 1000000 4632 5117 6827 26630 16583 60545 48066 39335 4689 5217 7 16583 4589
si2_r01_m400.05 3101 2590 12371 2546 2710 3531 19022 11898 3876 3171 5447 2690 2810 7 3171 2590
si2_r01_m400.06 221 167 5876 166 141 174 755 678 10157 8324 9884 267 241 7 678 141
si2_r01_m400.08 727 590 600 592 917 846 1175 1190 137295 111180 123901 690 1017 7 1175 590
si4_r001_m600.01 38 36 21 21 0 59 65 1159 15 47 14 0 36 7 14 0
si4_r001_m600.08 48 40 26 43 1 63 110 6271 5 22 1113 1 40 7 5 1
si4_r001_m600.02 61 37 37 57 1 95 69 1858 9 44 37 1 37 7 9 1
si4_r001_m600.07 7 6 6 10 1 18 64 922 1 33 1 1 6 7 1 1
si4_r001_m600.05 1 0 0 1 1 3 102 17 2 21 2 1 0 7 2 0
si4_r001_m600.06 50 28 47 27 0 68 68 1519 5 22 1504 0 28 7 5 0
si4_r001_m600.00 4 4 4 3 0 11 68 405 50 88 956 0 4 7 50 0
si4_r001_m600.04 16 9 9 15 1 27 101 646 11 24 6 1 9 7 6 1
si4_r001_m600.09 5 4 4 4 1 21 75 93 6 38 138 1 4 7 6 1
si4_r001_m600.03 186 180 185 214 2 618 64 5554 147 128 186 2 102 7 64 2
