instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static family vbos vbmcsplit
all-images-CVIU11-pattern10-target44 0 0 0 0 0 223 446 56 0 61 1 0 0 14 0 0
all-images-CVIU11-pattern10-target45 0 0 0 0 0 176 516 74 1 55 1 0 0 14 1 0
all-images-CVIU11-pattern10-target46 0 0 0 0 1 81 209 41 0 65 1 1 0 14 0 0
all-images-CVIU11-pattern10-target47 0 0 0 0 0 138 345 44 1 52 1 0 0 14 1 0
all-images-CVIU11-pattern10-target48 0 0 0 0 0 48 114 25 0 48 0 0 0 14 0 0
all-images-CVIU11-pattern10-target49 0 0 0 0 0 80 224 33 0 54 0 0 0 14 0 0
all-images-CVIU11-pattern10-target5 0 0 0 0 0 150 387 47 0 33 1 0 0 14 0 0
all-images-CVIU11-pattern10-target50 0 0 0 0 0 157 386 81 1 72 0 0 0 14 0 0
all-images-CVIU11-pattern10-target51 0 0 0 0 0 70 208 46 0 9 0 0 0 14 0 0
all-images-CVIU11-pattern10-target52 0 0 0 0 0 86 189 29 0 20 1 0 0 14 0 0
all-images-CVIU11-pattern10-target53 0 0 0 0 0 37 104 40 0 31 0 0 0 14 0 0
all-images-CVIU11-pattern10-target54 0 0 0 0 0 42 116 24 0 54 1 0 0 14 0 0
all-images-CVIU11-pattern10-target55 0 0 0 0 0 52 142 39 0 22 0 0 0 14 0 0
all-images-CVIU11-pattern10-target56 0 0 0 0 0 30 53 21 0 6 0 0 0 14 0 0
all-images-CVIU11-pattern10-target57 0 0 0 0 1 193 483 54 1 18 1 1 0 14 1 0
all-images-CVIU11-pattern10-target58 0 0 0 0 0 42 83 25 0 12 0 0 0 14 0 0
all-images-CVIU11-pattern10-target59 0 0 0 0 0 130 320 43 1 67 1 0 0 14 1 0
all-images-CVIU11-pattern10-target6 0 0 0 0 1 137 327 43 0 48 0 1 0 14 0 0
all-images-CVIU11-pattern10-target60 0 0 0 0 0 91 204 30 0 56 0 0 0 14 0 0
all-images-CVIU11-pattern10-target61 0 0 0 0 0 126 290 45 0 24 0 0 0 14 0 0
all-images-CVIU11-pattern10-target62 0 0 0 0 0 139 346 47 1 100 1 0 0 14 1 0
all-images-CVIU11-pattern10-target63 0 0 0 0 1 104 344 38 0 88 1 1 0 14 0 0
all-images-CVIU11-pattern10-target64 0 0 0 0 0 72 177 30 0 41 0 0 0 14 0 0
all-images-CVIU11-pattern10-target65 0 0 0 0 1 92 162 30 0 36 1 1 0 14 0 0
all-images-CVIU11-pattern10-target66 0 0 0 0 0 46 116 35 0 7 0 0 0 14 0 0
all-images-CVIU11-pattern10-target67 0 0 0 0 1 152 381 80 0 41 0 1 0 14 0 0
all-images-CVIU11-pattern10-target68 0 0 0 0 1 168 403 49 0 57 0 1 0 14 0 0
all-images-CVIU11-pattern10-target69 0 0 0 0 0 190 439 54 1 50 0 0 0 14 0 0
all-images-CVIU11-pattern10-target7 0 0 0 0 1 123 336 44 0 69 0 1 0 14 0 0
all-images-CVIU11-pattern10-target70 0 0 0 0 0 168 397 80 0 74 1 0 0 14 0 0
all-images-CVIU11-pattern10-target71 0 0 0 0 0 122 286 74 0 27 0 0 0 14 0 0
all-images-CVIU11-pattern10-target72 0 0 0 0 0 104 265 37 0 13 0 0 0 14 0 0
all-images-CVIU11-pattern10-target73 0 0 0 0 0 148 321 46 1 56 0 0 0 14 0 0
