instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts family
g36-g47 1000000 1000000 1000000 1000006 2
g36-g48 1000000 1000000 1000000 1000006 2
g36-g49 1000000 1000000 1000000 1000010 2
g36-g50 1000000 1000000 1000000 1000020 2
g37-g38 1000000 1000000 1000000 1000002 2
g37-g40 1000000 1000000 1000000 1000013 2
g37-g43 1000000 1000000 1000000 1000014 2
g37-g44 1000000 1000000 1000000 1000001 2
g37-g45 1000000 1000000 1000000 1000004 2
g37-g46 1000000 1000000 1000000 1000005 2
g37-g47 1000000 1000000 1000000 1000005 2
g37-g48 1000000 1000000 1000000 1000003 2
g37-g49 1000000 1000000 1000000 1000004 2
g37-g50 1000000 1000000 1000000 1000013 2
g38-g40 1000000 1000000 1000000 1000004 2
g38-g43 1000000 1000000 1000000 1000010 2
g38-g44 1000000 1000000 1000000 1000023 2
g38-g45 1000000 1000000 1000000 1000059 2
g38-g50 1000000 1000000 1000000 1000002 2
g39-g40 1000000 1000000 1000000 1000002 2
g39-g41 1000000 1000000 1000000 1000018 2
g39-g42 1000000 1000000 1000000 1000013 2
g39-g43 1000000 1000000 1000000 1000033 2
g39-g44 1000000 1000000 1000000 1000034 2
g39-g45 1000000 1000000 1000000 1000034 2
g39-g46 1000000 1000000 1000000 1000001 2
g39-g47 1000000 1000000 1000000 1000009 2
g39-g48 1000000 1000000 1000000 1000006 2
g39-g49 1000000 1000000 1000000 1000009 2
g39-g50 1000000 1000000 1000000 1000017 2
g4-g10 1 32 3 7 2
g4-g11 5 52 6 10 2
g4-g12 9 43 16 8 2
g4-g13 0 4 2 2 2
g4-g14 1 5 3 3 2
g4-g15 0 0 1 1 2
g4-g16 21 92 124 158 2
g4-g20 38 194 323 378 2
g4-g21 0 0 5 5 2
g4-g22 0 3 4 5 2
g4-g23 0 0 2 1 2
g4-g25 0 0 1 1 2
g4-g26 0 1 1 3 2
g4-g27 0 0 2 4 2
g4-g28 1 38 11 22 2
g4-g29 49 398 339 543 2
g4-g30 32 263 250 289 2
g4-g31 86 654 695 897 2
g4-g32 0 0 13 7 2
g4-g33 4 100 24 14 2
g4-g37 1 4 15 7 2
g4-g38 10 50 40 19 2
g4-g40 0 0 18 9 2
g4-g41 9 65 35 20 2
g4-g42 110 751 817 888 2
g4-g43 0 27 4 7 2
g4-g44 99 592 707 820 2
g4-g45 70 339 353 482 2
g4-g46 38 364 146 169 2
g4-g47 59 271 96 151 2
g4-g48 86 380 164 223 2
g4-g49 0 197 4 8 2
g4-g5 1 13 2 2 2
g4-g50 0 0 17 10 2
g4-g6 1 12 1 2 2
g4-g7 4 21 6 3 2
g4-g9 0 5 3 1 2
g40-g50 1000000 1000000 1000000 1000007 2
g41-g42 1000000 1000000 1000000 1000005 2
g41-g43 1000000 1000000 1000000 1000017 2
g41-g44 1000000 1000000 1000000 1000024 2
g41-g45 1000000 1000000 1000000 1000029 2
g41-g46 1000000 1000000 1000000 1000004 2
g41-g47 1000000 1000000 1000000 1000003 2
g41-g48 1000000 1000000 1000000 1000007 2
g41-g49 1000000 1000000 1000000 1000011 2
g41-g50 1000000 1000000 1000000 1000013 2
g42-g43 1000000 1000000 1000000 1000024 2
g42-g44 1000000 1000000 1000000 1000021 2
g42-g45 1000000 1000000 1000000 1000030 2
g42-g46 1000000 1000000 1000000 1000005 2
g42-g47 1000000 1000000 1000000 1000001 2
g42-g48 1000000 1000000 1000000 1000007 2
g42-g49 1000000 1000000 1000000 1000006 2
g42-g50 1000000 1000000 1000000 1000009 2
g43-g44 1000000 1000000 1000000 1000002 2
g43-g45 1000000 1000000 1000000 1000004 2
g43-g50 1000000 1000000 1000000 1000010 2
g44-g45 291 645241 1000000 1000028 2
g44-g50 1000000 1000000 1000000 1000004 2
g45-g50 1000000 1000000 1000000 1000003 2
g46-g47 1 1299 2458 3018 2
g46-g48 1000000 1000000 1000000 1000005 2
g46-g50 1000000 1000000 1000000 1000004 2
g47-g48 1000000 1000000 1000000 1000005 2
g47-g50 1000000 1000000 1000000 1000004 2
g48-g50 1000000 1000000 1000000 1000008 2
g49-g50 1000000 1000000 1000000 1000015 2
g5-g11 0 0 2 2 2
g5-g12 4 32 7 16 2
g5-g13 1 18 13 27 2
g5-g14 1 10 12 13 2
g5-g15 3 29 38 24 2
