instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts family
all-meshes-CVIU11-pattern1-target177 1000000 1000000 1000000 1000121 13
all-meshes-CVIU11-pattern1-target178 1000000 1000000 1000000 1000189 13
all-meshes-CVIU11-pattern1-target179 1000000 1000000 1000000 1000089 13
all-meshes-CVIU11-pattern1-target18 1000000 1000000 1000001 1000081 13
all-meshes-CVIU11-pattern1-target180 1000000 1000000 1000000 1000400 13
all-meshes-CVIU11-pattern1-target181 1000000 1000000 1000000 1000505 13
all-meshes-CVIU11-pattern1-target182 1000000 1000000 1000000 1000493 13
all-meshes-CVIU11-pattern1-target184 1000000 1000000 1000000 1000221 13
all-meshes-CVIU11-pattern1-target185 1000000 1000000 1000003 1000009 13
all-meshes-CVIU11-pattern1-target186 1000001 1000000 1000005 1000315 13
all-meshes-CVIU11-pattern1-target187 1000000 1000000 1000003 1000008 13
all-meshes-CVIU11-pattern1-target188 1000000 1000000 1000001 1001335 13
all-meshes-CVIU11-pattern1-target189 1000000 1000000 1000000 1000261 13
all-meshes-CVIU11-pattern1-target19 1000000 1000000 1000001 1000069 13
all-meshes-CVIU11-pattern1-target190 1000000 1000000 1000000 1000108 13
all-meshes-CVIU11-pattern1-target191 1000001 1000000 1000004 1000136 13
all-meshes-CVIU11-pattern1-target192 1000000 1000000 1000000 1000146 13
all-meshes-CVIU11-pattern1-target193 1000000 1000000 1000001 1000003 13
all-meshes-CVIU11-pattern1-target194 1000000 1000000 1000001 1001857 13
all-meshes-CVIU11-pattern1-target195 1000000 1000000 1000002 1000011 13
all-meshes-CVIU11-pattern1-target196 1000000 1000000 1000000 1000062 13
all-meshes-CVIU11-pattern1-target197 1000000 1000000 1000000 1000081 13
all-meshes-CVIU11-pattern1-target198 1000000 1000000 1000000 1000053 13
all-meshes-CVIU11-pattern1-target199 1000000 1000000 1000000 1000523 13
all-meshes-CVIU11-pattern1-target2 1000001 1000000 1000004 1000736 13
all-meshes-CVIU11-pattern1-target20 1000000 1000000 1000001 1000063 13
all-meshes-CVIU11-pattern1-target200 1000000 1000000 1000000 1000083 13
all-meshes-CVIU11-pattern1-target201 1000000 1000000 1000002 1000007 13
all-meshes-CVIU11-pattern1-target202 1000000 1000000 1000000 1000013 13
all-meshes-CVIU11-pattern1-target203 1000000 1000000 1000001 1000070 13
all-meshes-CVIU11-pattern1-target204 1000000 1000000 1000003 1000011 13
all-meshes-CVIU11-pattern1-target205 1000000 1000000 1000000 1000476 13
all-meshes-CVIU11-pattern1-target206 1000000 1000000 1000005 1000672 13
all-meshes-CVIU11-pattern1-target207 1000000 1000000 1000000 1000504 13
all-meshes-CVIU11-pattern1-target208 1000000 1000000 1000001 1000577 13
all-meshes-CVIU11-pattern1-target209 1000000 1000000 1000001 1001860 13
all-meshes-CVIU11-pattern1-target21 1000000 1000000 1000000 1000162 13
all-meshes-CVIU11-pattern1-target210 1000000 1000000 1000001 1000617 13
all-meshes-CVIU11-pattern1-target211 1000000 1000000 1000000 1000412 13
all-meshes-CVIU11-pattern1-target212 1000000 1000000 1000001 1001725 13
all-meshes-CVIU11-pattern1-target213 1000000 1000000 1000000 1000229 13
all-meshes-CVIU11-pattern1-target214 1000000 1000000 1000000 1000244 13
all-meshes-CVIU11-pattern1-target215 1000000 1000000 1000001 1000854 13
all-meshes-CVIU11-pattern1-target216 1000000 1000000 1000000 1000498 13
all-meshes-CVIU11-pattern1-target217 1000000 1000000 1000001 1001590 13
all-meshes-CVIU11-pattern1-target218 1000000 1000000 1000001 1001004 13
all-meshes-CVIU11-pattern1-target219 1000001 1000000 1000003 1000601 13
all-meshes-CVIU11-pattern1-target22 1000000 1000000 1000001 1000024 13
all-meshes-CVIU11-pattern1-target220 1000000 1000000 1000000 1000133 13
all-meshes-CVIU11-pattern1-target221 1000000 1000000 1000001 1002005 13
all-meshes-CVIU11-pattern1-target222 1000000 1000000 1000000 1000145 13
all-meshes-CVIU11-pattern1-target223 1000000 1000000 1000001 1001821 13
all-meshes-CVIU11-pattern1-target224 1000000 1000000 1000000 1000431 13
all-meshes-CVIU11-pattern1-target225 1000000 1000000 1000002 1000005 13
all-meshes-CVIU11-pattern1-target226 1000000 1000000 1000000 1000052 13
all-meshes-CVIU11-pattern1-target227 1000000 1000000 1000002 1000637 13
all-meshes-CVIU11-pattern1-target228 1000000 1000000 1000003 1000355 13
all-meshes-CVIU11-pattern1-target229 1000000 1000000 1000000 1000128 13
all-meshes-CVIU11-pattern1-target23 1000000 1000000 1000001 1000033 13
all-meshes-CVIU11-pattern1-target230 1000000 1000000 1000001 1001276 13
all-meshes-CVIU11-pattern1-target231 1000001 1000000 1000003 1000835 13
all-meshes-CVIU11-pattern1-target232 1000000 1000000 1000000 1000104 13
