instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static instance pattern_n pattern_d target_n target_d
g5-g61 0 0 0 0 0 0 0 0 0 0 0 0 0 g5-g61 11 0.363636 331 0.0170283
g5-g62 0 0 0 0 0 1 5 1 1 1 0 0 0 g5-g62 11 0.363636 377 0.013573
g5-g63 7 7 11 7 8 7 33 53 175 112 227 8 7 g5-g63 11 0.363636 400 0.0358396
g5-g64 0 0 0 0 0 0 30 2 3404 2838 55 0 0 g5-g64 11 0.363636 400 0.124812
g5-g65 1 0 0 1 0 2 10 3 5 2 2 0 0 g5-g65 11 0.363636 435 0.0266963
g5-g67 0 0 0 0 0 1 0 0 0 0 0 0 0 g5-g67 11 0.363636 462 0.0130152
g5-g68 0 0 0 0 0 1 24 1 0 1 0 0 0 g5-g68 11 0.363636 462 0.0650759
g5-g69 0 0 0 0 0 1 6 1 0 0 0 0 0 g5-g69 11 0.363636 500 0.0118557
g5-g70 0 0 0 0 0 2 3 0 0 0 0 0 0 g5-g70 11 0.363636 501 0.00603593
g5-g71 0 0 0 0 0 2 6 1 0 0 0 0 0 g5-g71 11 0.363636 501 0.0119521
g5-g72 0 0 0 0 0 2 3 0 0 0 15 0 0 g5-g72 11 0.363636 561 0.000935829
g5-g74 0 0 0 0 0 3 5 1 2 2 0 0 0 g5-g74 11 0.363636 585 0.00718885
g5-g75 5 5 3 5 3 5 20 7 78 63 311 3 5 g5-g75 11 0.363636 610 0.0400441
g5-g76 25 45 25 25 25 45 96 40 1879 1532 2427 25 45 g5-g76 11 0.363636 610 0.190934
g5-g77 85 83 462 147 81 85 292 133 12021 9868 385 81 83 g5-g77 11 0.363636 610 0.444491
g5-g78 0 0 0 0 1 5 16 4 6 5 2 1 0 g5-g78 11 0.363636 627 0.0180636
g5-g79 0 0 0 0 0 4 12 2 1 2 0 0 0 g5-g79 11 0.363636 763 0.00654276
g5-g80 0 0 0 0 0 6 0 0 0 0 0 0 0 g5-g80 11 0.363636 891 0.000802028
g5-g81 1 1 1 1 2 14 18 17 7 10 2 2 1 g5-g81 11 0.363636 1010 0.0117634
g5-g83 1 1 1 1 1 8 14 15 4 7 3 1 1 g5-g83 11 0.363636 1024 0.00977517
g5-g84 35 57 32 32 32 61 163 64 1939 1567 125 32 57 g5-g84 11 0.363636 1024 0.117302
g5-g85 0 0 0 0 0 9 1 0 0 0 0 0 0 g5-g85 11 0.363636 1050 0.00285805
g5-g87 0 0 0 0 0 7 26 5 2 3 209 0 0 g5-g87 11 0.363636 1057 0.00638062
g5-g88 0 0 1 1 1 8 16 11 5 5 256 1 0 g5-g88 11 0.363636 1057 0.0072174
g5-g89 0 0 0 0 0 9 2 0 0 0 0 0 0 g5-g89 11 0.363636 1092 0.00366636
g5-g90 0 0 0 0 0 12 2 0 0 0 0 0 0 g5-g90 11 0.363636 1430 0.00489853
g5-g91 1 1 0 0 0 18 37 8 10 8 7 0 1 g5-g91 11 0.363636 1446 0.0030266
g5-g92 0 0 1 0 1 18 42 8 10 6 9 1 0 g5-g92 11 0.363636 1619 0.0026852
g5-g94 0 0 0 0 0 21 2 0 0 0 0 0 0 g5-g94 11 0.363636 1860 0.00323333
g5-g95 0 0 0 0 0 35 46 1 0 0 12 0 0 g5-g95 11 0.363636 2000 0.000698349
g5-g96 0 0 0 0 0 38 28 1 0 1 10 0 0 g5-g96 11 0.363636 2000 0.000828914
g5-g97 0 0 0 0 0 37 47 1 0 1 25 0 0 g5-g97 11 0.363636 2000 0.000842921
g5-g98 0 0 0 0 0 37 31 3 0 2 68 0 0 g5-g98 11 0.363636 2000 0.00128714
g5-g99 0 0 0 0 0 37 50 3 1 2 104 0 0 g5-g99 11 0.363636 2000 0.00128814
g50-g100 0 0 0 0 0 35 5 1 0 0 1 0 0 g50-g100 128 0.395669 2016 0.000984678
g50-g101 0 0 0 0 0 28 4 1 0 0 0 0 0 g50-g101 128 0.395669 2184 0.00274851
g50-g102 0 0 0 0 0 28 4 2 0 0 0 0 0 g50-g102 128 0.395669 2184 0.00366468
g50-g103 0 0 0 0 0 41 6 2 0 0 0 0 0 g50-g103 128 0.395669 2184 0.00549702
g50-g104 0 0 0 0 0 76 11 2 0 0 2 0 0 g50-g104 128 0.395669 3300 0.00121175
g50-g105 0 0 0 0 0 73 8 3 0 0 2 0 0 g50-g105 128 0.395669 3317 0.00120318
g50-g106 1 0 0 0 0 133 13 5 0 0 0 0 0 g50-g106 128 0.395669 4493 0.00134958
g50-g107 1 0 0 0 0 131 18 3 0 0 3 0 0 g50-g107 128 0.395669 4494 0.000971892
g50-g108 1 0 0 0 0 157 19 4 0 0 3 0 0 g50-g108 128 0.395669 4866 0.000915808
g50-g109 0 0 0 0 0 152 15 5 0 0 0 0 0 g50-g109 128 0.395669 5040 0.00119071
g50-g110 2 0 1 0 0 200 20 5 0 1 1 0 0 g50-g110 128 0.395669 5448 0.00243334
g50-g111 1 1 0 1 0 214 20 5 0 0 4 0 1 g50-g111 128 0.395669 5757 0.000853117
g50-g112 1 0 0 1 1 294 36 6 0 21 0 1 0 g50-g112 128 0.395669 6671 0.000632243
g50-g51 0 0 0 0 0 0 1 1 0 0 0 0 0 g50-g51 128 0.395669 138 0.0521528
g50-g52 0 0 0 0 0 0 1 0 0 0 0 0 0 g50-g52 128 0.395669 161 0.0276398
g50-g53 0 0 0 0 0 0 1 1 0 0 0 0 0 g50-g53 128 0.395669 168 0.0595951
g50-g54 0 0 0 0 0 0 1 1 0 0 0 0 0 g50-g54 128 0.395669 256 0.0288297
g50-g55 0 0 0 0 0 0 1 1 0 0 0 0 0 g50-g55 128 0.395669 256 0.029473
g50-g56 0 0 0 0 0 0 1 1 0 0 0 0 0 g50-g56 128 0.395669 256 0.0306373
g50-g57 0 0 0 0 0 0 1 0 0 0 0 0 0 g50-g57 128 0.395669 280 0.0015617
g50-g61 0 0 0 0 0 0 1 1 0 0 0 0 0 g50-g61 128 0.395669 331 0.0170283
g50-g62 0 0 0 0 0 1 1 0 0 0 0 0 0 g50-g62 128 0.395669 377 0.013573
g50-g63 0 0 0 0 0 1 1 1 0 0 0 0 0 g50-g63 128 0.395669 400 0.0358396
g50-g64 1 1 1 1 1 2 86 11 318 337 2 1 1 g50-g64 128 0.395669 400 0.124812
g50-g65 0 0 0 0 0 1 1 1 0 0 0 0 0 g50-g65 128 0.395669 435 0.0266963
g50-g67 0 0 0 0 0 2 1 1 0 0 0 0 0 g50-g67 128 0.395669 462 0.0130152
g50-g68 0 0 0 0 0 1 1 1 0 0 0 0 0 g50-g68 128 0.395669 462 0.0650759
g50-g69 0 0 0 0 0 2 1 1 0 0 0 0 0 g50-g69 128 0.395669 500 0.0118557
g50-g70 0 0 0 0 0 1 1 1 0 0 0 0 0 g50-g70 128 0.395669 501 0.00603593
g50-g71 0 0 0 0 0 1 1 1 0 0 0 0 0 g50-g71 128 0.395669 501 0.0119521
g50-g72 0 0 0 0 0 2 1 0 0 0 0 0 0 g50-g72 128 0.395669 561 0.000935829
g50-g74 0 0 0 0 0 2 1 1 0 0 0 0 0 g50-g74 128 0.395669 585 0.00718885
g50-g75 2 0 1 0 0 5 17 2 5 63 12 0 0 g50-g75 128 0.395669 610 0.0400441
g50-g76 61 83 91 54 54 45 283 259 1592 1347 2523 54 83 g50-g76 128 0.395669 610 0.190934
g50-g77 280 264 339 321 233 123 585 1031 11928 9826 384 364 333 g50-g77 128 0.395669 610 0.444491
g50-g78 0 0 0 0 0 3 1 1 0 0 0 0 0 g50-g78 128 0.395669 627 0.0180636
g50-g79 0 0 0 0 0 5 1 1 0 0 0 0 0 g50-g79 128 0.395669 763 0.00654276
g50-g80 0 0 0 0 0 4 1 1 0 0 0 0 0 g50-g80 128 0.395669 891 0.000802028
g50-g81 0 0 0 0 0 6 1 1 0 0 0 0 0 g50-g81 128 0.395669 1010 0.0117634
g50-g83 0 0 0 0 0 7 1 1 0 0 0 0 0 g50-g83 128 0.395669 1024 0.00977517
g50-g84 100 119 121 121 90 90 596 457 1893 1665 153 90 190 g50-g84 128 0.395669 1024 0.117302
g50-g85 0 0 0 0 0 6 2 1 0 0 0 0 0 g50-g85 128 0.395669 1050 0.00285805
g50-g87 0 0 0 0 0 9 2 1 0 0 0 0 0 g50-g87 128 0.395669 1057 0.00638062
g50-g88 0 0 0 0 0 6 3 1 0 0 1 0 0 g50-g88 128 0.395669 1057 0.0072174
g50-g89 0 0 0 0 0 6 3 1 0 0 0 0 0 g50-g89 128 0.395669 1092 0.00366636
g50-g90 0 0 0 0 0 17 2 1 0 0 0 0 0 g50-g90 128 0.395669 1430 0.00489853
g50-g91 0 0 0 0 0 12 3 1 0 0 0 0 0 g50-g91 128 0.395669 1446 0.0030266
g50-g92 0 0 0 0 0 15 3 1 0 0 0 0 0 g50-g92 128 0.395669 1619 0.0026852
g50-g94 0 0 0 0 0 29 3 1 0 0 0 0 0 g50-g94 128 0.395669 1860 0.00323333
g50-g95 0 0 0 0 0 25 5 1 0 0 1 0 0 g50-g95 128 0.395669 2000 0.000698349
g50-g96 0 0 0 0 0 37 5 2 0 0 1 0 0 g50-g96 128 0.395669 2000 0.000828914
g50-g97 0 0 0 0 0 27 4 2 0 0 1 0 0 g50-g97 128 0.395669 2000 0.000842921
g50-g98 0 0 0 0 0 27 6 1 0 0 1 0 0 g50-g98 128 0.395669 2000 0.00128714
g50-g99 0 0 0 0 0 26 6 1 0 0 1 0 0 g50-g99 128 0.395669 2000 0.00128814
g6-g100 0 0 0 0 0 24 3 1 0 0 0 0 0 g6-g100 19 0.192982 2016 0.000984678
g6-g101 0 0 0 0 0 42 3 1 0 0 0 0 0 g6-g101 19 0.192982 2184 0.00274851
g6-g102 0 0 0 0 0 29 4 2 0 0 0 0 0 g6-g102 19 0.192982 2184 0.00366468
g6-g103 58 48 47 47 6 195 72 721 15 14 79 6 48 g6-g103 19 0.192982 2184 0.00549702
g6-g104 2 2 2 3 3 86 115 75 34 25 6080 3 2 g6-g104 19 0.192982 3300 0.00121175
g6-g105 3 3 2 3 2 88 182 77 33 25 6230 2 3 g6-g105 19 0.192982 3317 0.00120318
g6-g106 12 16 10 10 7 246 243 420 84 81 164 7 16 g6-g106 19 0.192982 4493 0.00134958
g6-g107 5 7 4 4 4 164 226 202 42 44 19381 4 7 g6-g107 19 0.192982 4494 0.000971892
g6-g108 6 5 5 9 7 199 299 249 52 52 25484 7 5 g6-g108 19 0.192982 4866 0.000915808
g6-g109 0 0 0 0 0 154 15 3 0 0 0 0 0 g6-g109 19 0.192982 5040 0.00119071
g6-g110 407 329 327 357 18 3301 570 8051 64 64 2381 18 118 g6-g110 19 0.192982 5448 0.00243334
g6-g111 12 16 10 16 7 305 372 510 85 84 57670 7 16 g6-g111 19 0.192982 5757 0.000853117
g6-g112 2 2 2 2 2 374 581 50 8 24 6 2 2 g6-g112 19 0.192982 6671 0.000632243
g6-g51 0 0 0 0 1 0 4 1 64 36 12 1 0 g6-g51 19 0.192982 138 0.0521528
g6-g52 0 0 0 0 0 0 1 0 0 0 13 0 0 g6-g52 19 0.192982 161 0.0276398
g6-g53 0 0 0 0 0 0 3 4 8 7 6 0 0 g6-g53 19 0.192982 168 0.0595951
g6-g54 2 2 2 4 0 3 4 8 0 1 245 0 2 g6-g54 19 0.192982 256 0.0288297
g6-g55 1 1 1 1 0 1 3 5 0 1 2 0 1 g6-g55 19 0.192982 256 0.029473
g6-g56 3 3 3 3 0 7 2 10 0 1 358 0 3 g6-g56 19 0.192982 256 0.0306373
g6-g57 0 0 0 0 0 0 0 0 0 0 0 0 0 g6-g57 19 0.192982 280 0.0015617
g6-g61 0 0 0 0 0 0 0 0 0 0 0 0 0 g6-g61 19 0.192982 331 0.0170283
g6-g62 1 1 0 1 0 1 7 5 0 1 279 0 1 g6-g62 19 0.192982 377 0.013573
g6-g63 8 7 7 7 7 10 10 49 100 97 138 7 7 g6-g63 19 0.192982 400 0.0358396
g6-g64 1 0 0 0 38 1 45 4 2 2 106501 38 0 g6-g64 19 0.192982 400 0.124812
g6-g65 9 8 8 8 0 14 5 38 3 4 15 0 8 g6-g65 19 0.192982 435 0.0266963
g6-g67 0 0 0 0 0 1 0 0 0 0 0 0 0 g6-g67 19 0.192982 462 0.0130152
g6-g68 96 98 101 63 211 52 434 325 2100 1759 1818 198 98 g6-g68 19 0.192982 462 0.0650759
g6-g69 0 0 0 0 0 2 5 1 0 2 0 0 0 g6-g69 19 0.192982 500 0.0118557
g6-g70 0 0 0 0 0 2 3 0 0 0 0 0 0 g6-g70 19 0.192982 501 0.00603593
g6-g71 0 0 0 0 0 2 3 1 0 1 0 0 0 g6-g71 19 0.192982 501 0.0119521
g6-g72 0 0 0 0 0 2 4 0 0 0 8 0 0 g6-g72 19 0.192982 561 0.000935829
g6-g74 18 27 17 17 0 18 12 54 1 1 5020 0 27 g6-g74 19 0.192982 585 0.00718885
g6-g75 2686 2461 2500 2630 7 1989 32 6691 135 108 672863 7 107 g6-g75 19 0.192982 610 0.0400441
g6-g76 198508 184366 187231 185774 71 90948 142 192724 2182 1696 1000000 71 171 g6-g76 19 0.192982 610 0.190934
g6-g77 15532 13817 1000000 13861 191 5923 290 9206 11924 10301 1000000 13917 291 g6-g77 19 0.192982 610 0.444491
g6-g78 36 37 22 21 0 74 18 94 4 7 145 0 37 g6-g78 19 0.192982 627 0.0180636
g6-g79 2 2 2 1 0 8 10 4 0 1 1 0 2 g6-g79 19 0.192982 763 0.00654276
g6-g80 0 0 0 0 0 6 0 0 0 0 0 0 0 g6-g80 19 0.192982 891 0.000802028
g6-g81 23 34 20 34 1 44 16 100 8 11 63 1 34 g6-g81 19 0.192982 1010 0.0117634
g6-g83 14 12 12 12 2 56 18 81 4 5 33 2 12 g6-g83 19 0.192982 1024 0.00977517
g6-g84 7905 7287 7335 7323 100 7504 248 9248 2056 1658 1000000 7387 200 g6-g84 19 0.192982 1024 0.117302
g6-g85 0 0 0 0 0 9 1 0 0 0 0 0 0 g6-g85 19 0.192982 1050 0.00285805
g6-g87 8 8 4 4 0 32 29 44 2 6 1795 0 8 g6-g87 19 0.192982 1057 0.00638062
g6-g88 14 8 8 14 1 31 32 85 4 4 3703 1 8 g6-g88 19 0.192982 1057 0.0072174
g6-g89 0 0 0 0 0 10 2 0 0 0 0 0 0 g6-g89 19 0.192982 1092 0.00366636
g6-g90 0 0 0 0 0 12 1 0 0 0 0 0 0 g6-g90 19 0.192982 1430 0.00489853
g6-g91 0 0 0 0 0 15 40 3 2 8 1 0 0 g6-g91 19 0.192982 1446 0.0030266
g6-g92 0 0 0 0 0 18 46 4 3 5 1 0 0 g6-g92 19 0.192982 1619 0.0026852
g6-g94 0 0 0 0 0 21 4 0 0 0 0 0 0 g6-g94 19 0.192982 1860 0.00323333
g6-g95 0 0 0 0 0 35 30 2 0 1 3 0 0 g6-g95 19 0.192982 2000 0.000698349
g6-g96 0 0 0 0 0 26 51 2 0 2 10 0 0 g6-g96 19 0.192982 2000 0.000828914
g6-g97 0 0 0 0 0 35 51 2 0 2 1 0 0 g6-g97 19 0.192982 2000 0.000842921
g6-g98 0 0 0 0 0 27 43 7 0 4 76 0 0 g6-g98 19 0.192982 2000 0.00128714
g6-g99 0 0 0 0 0 26 56 4 1 4 79 0 0 g6-g99 19 0.192982 2000 0.00128814
g7-g100 0 0 0 0 0 24 4 1 0 0 0 0 0 g7-g100 20 0.526316 2016 0.000984678
g7-g101 0 0 0 0 0 40 5 1 0 0 0 0 0 g7-g101 20 0.526316 2184 0.00274851
g7-g102 0 0 0 0 0 28 5 1 0 0 0 0 0 g7-g102 20 0.526316 2184 0.00366468
g7-g103 48 73 44 44 42 167 52 951 224 141 104 42 73 g7-g103 20 0.526316 2184 0.00549702
g7-g104 1 1 2 1 2 80 131 7 10 9 930 2 1 g7-g104 20 0.526316 3300 0.00121175
g7-g105 1 2 1 1 1 105 107 12 10 14 954 1 2 g7-g105 20 0.526316 3317 0.00120318
g7-g106 8 11 7 7 8 194 222 74 108 61 30 8 11 g7-g106 20 0.526316 4493 0.00134958
g7-g107 5 3 5 3 3 151 209 27 29 35 3756 3 3 g7-g107 20 0.526316 4494 0.000971892
g7-g108 7 6 4 4 4 183 273 33 36 45 4791 4 6 g7-g108 20 0.526316 4866 0.000915808
g7-g109 0 0 0 0 0 154 21 3 0 0 0 0 0 g7-g109 20 0.526316 5040 0.00119071
g7-g110 133 159 158 147 176 795 635 5661 3766 2838 297 259 276 g7-g110 20 0.526316 5448 0.00243334
g7-g111 12 11 7 7 8 276 341 116 71 61 11710 8 11 g7-g111 20 0.526316 5757 0.000853117
g7-g112 1 1 2 1 2 348 508 12 1 6 2 2 1 g7-g112 20 0.526316 6671 0.000632243
g7-g51 0 0 0 0 0 0 1 0 6 4 2 0 0 g7-g51 20 0.526316 138 0.0521528
g7-g52 0 0 0 0 0 0 0 0 0 0 0 0 0 g7-g52 20 0.526316 161 0.0276398
g7-g53 0 0 0 0 0 0 2 0 5 4 0 0 0 g7-g53 20 0.526316 168 0.0595951
g7-g54 0 0 1 0 1 2 1 0 10 8 140 1 0 g7-g54 20 0.526316 256 0.0288297
g7-g55 0 0 0 0 0 1 1 0 0 1 0 0 0 g7-g55 20 0.526316 256 0.029473
g7-g56 1 1 1 1 1 1 1 0 20 20 225 1 1 g7-g56 20 0.526316 256 0.0306373
g7-g57 0 0 0 0 0 0 0 0 0 0 0 0 0 g7-g57 20 0.526316 280 0.0015617
g7-g61 0 0 0 0 0 1 0 0 0 0 0 0 0 g7-g61 20 0.526316 331 0.0170283
g7-g62 0 1 1 1 0 1 2 0 3 3 1 0 1 g7-g62 20 0.526316 377 0.013573
g7-g63 6 5 8 6 10 6 8 27 91 76 48 10 5 g7-g63 20 0.526316 400 0.0358396
g7-g64 0 0 0 0 0 1 48 4 1000000 1000000 272 0 0 g7-g64 20 0.526316 400 0.124812
g7-g65 7 7 13 7 7 18 2 86 43 30 24 7 7 g7-g65 20 0.526316 435 0.0266963
g7-g67 0 0 0 0 0 1 0 0 0 0 0 0 0 g7-g67 20 0.526316 462 0.0130152
g7-g68 72 68 102 68 67 51 492 325 1271 1023 2231 67 68 g7-g68 20 0.526316 462 0.0650759
g7-g69 0 0 0 0 0 2 0 0 0 0 0 0 0 g7-g69 20 0.526316 500 0.0118557
g7-g70 0 0 0 0 0 1 0 0 0 0 0 0 0 g7-g70 20 0.526316 501 0.00603593
g7-g71 0 0 0 0 0 1 0 0 0 0 0 0 0 g7-g71 20 0.526316 501 0.0119521
g7-g72 0 0 0 0 0 2 0 0 0 0 1 0 0 g7-g72 20 0.526316 561 0.000935829
g7-g74 261058 323622 331632 331028 1000000 115973 1000000 1000000 1000000 1000000 1000000 323722 1000000 g7-g74 20 0.526316 585 0.00718885
g7-g75 0 0 0 0 0 2 34 4 0 2 1000000 0 0 g7-g75 20 0.526316 610 0.0400441
g7-g76 2 0 0 0 0 2 148 13 1 5 1000000 0 0 g7-g76 20 0.526316 610 0.190934
g7-g77 3 0 0 0 0 1 294 12 1 7 0 0 0 g7-g77 20 0.526316 610 0.444491
g7-g78 9 10 10 9 17 24 10 36 238 212 35 17 10 g7-g78 20 0.526316 627 0.0180636
g7-g79 1 1 1 1 1 8 4 1 3 5 1 1 1 g7-g79 20 0.526316 763 0.00654276
g7-g80 0 0 0 0 0 6 0 0 0 0 0 0 0 g7-g80 20 0.526316 891 0.000802028
g7-g81 20 32 18 18 18 42 14 132 87 96 33 18 32 g7-g81 20 0.526316 1010 0.0117634
g7-g83 22 12 12 22 12 32 7 154 88 60 44 12 12 g7-g83 20 0.526316 1024 0.00977517
g7-g84 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 g7-g84 20 0.526316 1024 0.117302
g7-g85 0 0 0 0 0 9 1 0 0 0 0 0 0 g7-g85 20 0.526316 1050 0.00285805
g7-g87 2 1 1 2 1 10 15 1 4 3 177 1 1 g7-g87 20 0.526316 1057 0.00638062
g7-g88 3 5 3 3 2 12 17 2 31 15 925 2 5 g7-g88 20 0.526316 1057 0.0072174
g7-g89 0 0 0 0 0 9 2 0 0 0 0 0 0 g7-g89 20 0.526316 1092 0.00366636
g7-g90 0 0 0 0 0 17 1 0 0 0 0 0 0 g7-g90 20 0.526316 1430 0.00489853
g7-g91 0 0 0 0 0 13 14 1 0 1 0 0 0 g7-g91 20 0.526316 1446 0.0030266
g7-g92 0 0 0 0 0 17 30 0 0 1 0 0 0 g7-g92 20 0.526316 1619 0.0026852
g7-g94 0 0 0 0 0 20 4 1 0 0 0 0 0 g7-g94 20 0.526316 1860 0.00323333
g7-g95 0 0 0 0 0 25 4 0 0 0 0 0 0 g7-g95 20 0.526316 2000 0.000698349
g7-g96 0 0 0 0 0 24 4 0 0 0 1 0 0 g7-g96 20 0.526316 2000 0.000828914
g7-g97 0 0 0 0 0 36 4 1 0 0 0 0 0 g7-g97 20 0.526316 2000 0.000842921
g7-g98 0 0 0 0 0 25 44 1 0 0 3 0 0 g7-g98 20 0.526316 2000 0.00128714
g7-g99 0 0 0 0 0 35 26 0 0 0 6 0 0 g7-g99 20 0.526316 2000 0.00128814
g8-g100 0 0 0 0 0 23 4 1 0 0 0 0 0 g8-g100 30 0.142529 2016 0.000984678
g8-g101 0 0 0 0 0 39 5 1 0 0 0 0 0 g8-g101 30 0.142529 2184 0.00274851
g8-g102 3 2 4 2 3 40 65 88 12 11 3 3 2 g8-g102 30 0.142529 2184 0.00366468
g8-g103 9 4 6 4 3 45 48 116 15 28 11 3 4 g8-g103 30 0.142529 2184 0.00549702
g8-g104 19 18 11 11 4 191 123 318 31 48 12854 4 18 g8-g104 30 0.142529 3300 0.00121175
g8-g105 12 18 11 11 4 183 143 314 31 35 12831 4 18 g8-g105 30 0.142529 3317 0.00120318
g8-g106 114 75 116 75 21 783 290 2579 99 129 621 21 75 g8-g106 30 0.142529 4493 0.00134958
g8-g107 50 38 29 30 7 433 341 991 77 76 37933 7 38 g8-g107 30 0.142529 4494 0.000971892
g8-g108 40 56 36 36 8 517 306 1244 63 66 48393 8 56 g8-g108 30 0.142529 4866 0.000915808
g8-g109 0 0 0 0 0 188 21 5 0 0 0 0 0 g8-g109 30 0.142529 5040 0.00119071
g8-g110 25 15 13 21 13 314 602 430 113 106 35 13 15 g8-g110 30 0.142529 5448 0.00243334
g8-g111 119 75 111 116 13 1021 401 3125 142 137 107905 13 75 g8-g111 30 0.142529 5757 0.000853117
g8-g112 2 2 1 2 5 374 598 21 9 28 6 5 2 g8-g112 30 0.142529 6671 0.000632243
g8-g51 0 0 0 0 3 1 3 2 172 117 15 3 0 g8-g51 30 0.142529 138 0.0521528
g8-g52 0 0 0 0 0 0 2 0 0 0 0 0 0 g8-g52 30 0.142529 161 0.0276398
g8-g53 1 1 2 1 1 3 4 9 14 11 34 1 1 g8-g53 30 0.142529 168 0.0595951
g8-g54 0 0 0 0 0 1 3 3 1 2 17 0 0 g8-g54 30 0.142529 256 0.0288297
g8-g55 0 0 0 0 0 0 4 3 1 2 0 0 0 g8-g55 30 0.142529 256 0.029473
g8-g56 0 0 0 0 0 1 5 1 1 1 13 0 0 g8-g56 30 0.142529 256 0.0306373
g8-g57 0 0 0 0 0 0 0 0 0 0 0 0 0 g8-g57 30 0.142529 280 0.0015617
g8-g61 0 0 0 0 0 0 0 0 0 0 0 0 0 g8-g61 30 0.142529 331 0.0170283
g8-g62 0 0 0 0 0 1 7 1 1 1 0 0 0 g8-g62 30 0.142529 377 0.013573
g8-g63 80 76 75 74 52 118 13 397 1629 1284 695 52 76 g8-g63 30 0.142529 400 0.0358396
g8-g64 37532 34937 34764 34778 1000000 29911 59267 74228 1000000 1000000 1000000 35037 1000000 g8-g64 30 0.142529 400 0.124812
g8-g65 3 3 3 3 1 7 8 21 5 5 10 1 3 g8-g65 30 0.142529 435 0.0266963
g8-g67 0 0 0 0 0 1 0 0 0 0 0 0 0 g8-g67 30 0.142529 462 0.0130152
g8-g68 2049 1791 1813 1770 2029 2838 5222 4676 160020 124456 15026 1891 2129 g8-g68 30 0.142529 462 0.0650759
g8-g69 0 0 0 0 1 3 5 3 2 5 0 1 0 g8-g69 30 0.142529 500 0.0118557
g8-g70 0 0 0 0 0 2 2 0 0 0 0 0 0 g8-g70 30 0.142529 501 0.00603593
g8-g71 0 0 0 0 1 3 5 3 4 5 1 1 0 g8-g71 30 0.142529 501 0.0119521
g8-g72 0 0 0 0 0 2 4 0 0 1 7 0 0 g8-g72 30 0.142529 561 0.000935829
g8-g74 0 0 0 0 0 3 12 1 2 2 0 0 0 g8-g74 30 0.142529 585 0.00718885
g8-g75 5 4 4 8 7 5 36 13 129 64 301 7 4 g8-g75 30 0.142529 610 0.0400441
g8-g76 79 46 1000000 74 45 45 99 78 1907 1621 2382 45 46 g8-g76 30 0.142529 610 0.190934
g8-g77 603 390 454834 602 280 183 382 404 11873 9900 349 490 380 g8-g77 30 0.142529 610 0.444491
g8-g78 2 1 1 1 1 6 22 14 7 9 3 1 1 g8-g78 30 0.142529 627 0.0180636
g8-g79 0 0 0 0 0 6 10 3 1 4 0 0 0 g8-g79 30 0.142529 763 0.00654276
g8-g80 0 0 0 0 0 6 0 0 0 0 0 0 0 g8-g80 30 0.142529 891 0.000802028
g8-g81 7 6 6 6 2 24 25 48 12 13 15 2 6 g8-g81 30 0.142529 1010 0.0117634
g8-g83 3 2 2 2 2 9 19 26 8 10 3 2 2 g8-g83 30 0.142529 1024 0.00977517
g8-g84 92 106 107 61 96 59 169 115 2053 1700 133 96 196 g8-g84 30 0.142529 1024 0.117302
g8-g85 0 0 0 0 0 8 2 0 0 0 0 0 0 g8-g85 30 0.142529 1050 0.00285805
g8-g87 0 0 0 0 0 7 19 15 2 7 61 0 0 g8-g87 30 0.142529 1057 0.00638062
g8-g88 1 0 1 0 0 12 36 15 3 10 184 0 0 g8-g88 30 0.142529 1057 0.0072174
g8-g89 0 0 0 0 0 9 2 0 0 0 0 0 0 g8-g89 30 0.142529 1092 0.00366636
g8-g90 1 1 1 2 2 16 20 44 5 11 1 2 1 g8-g90 30 0.142529 1430 0.00489853
g8-g91 0 0 0 0 1 20 41 3 5 10 1 1 0 g8-g91 30 0.142529 1446 0.0030266
g8-g92 0 0 0 0 0 30 48 3 4 8 1 0 0 g8-g92 30 0.142529 1619 0.0026852
g8-g94 0 0 0 0 0 25 31 17 3 9 0 0 0 g8-g94 30 0.142529 1860 0.00323333
g8-g95 0 0 0 0 0 36 30 3 0 1 42 0 0 g8-g95 30 0.142529 2000 0.000698349
g8-g96 0 0 0 0 0 27 52 3 0 3 75 0 0 g8-g96 30 0.142529 2000 0.000828914
g8-g97 0 0 0 0 0 26 52 3 1 4 26 0 0 g8-g97 30 0.142529 2000 0.000842921
g8-g98 0 0 0 0 0 38 57 7 3 6 273 0 0 g8-g98 30 0.142529 2000 0.00128714
g8-g99 0 0 0 0 0 27 58 7 3 6 301 0 0 g8-g99 30 0.142529 2000 0.00128814
g9-g100 0 0 0 0 0 25 4 0 0 0 0 0 0 g9-g100 37 0.0945946 2016 0.000984678
g9-g101 0 0 0 0 0 28 5 1 0 0 0 0 0 g9-g101 37 0.0945946 2184 0.00274851
g9-g102 0 0 0 0 0 42 3 1 0 0 0 0 0 g9-g102 37 0.0945946 2184 0.00366468
g9-g103 6 4 4 4 6 66 51 136 15 30 2716 6 4 g9-g103 37 0.0945946 2184 0.00549702
g9-g104 3 4 2 4 1491 91 277 169 29132 21489 9264 104 4 g9-g104 37 0.0945946 3300 0.00121175
